"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H200801939","RFE-016190-C3S","""SCHWARZ FOOD MARKET""","2311 BALTIMORE AV","CINCINNATI","OH","45225","39.15009351691894","-84.5619618401493","513-542-8855","LICENSE","CFSI220981","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010148","Abated","3717-1-03.2(C)(2)","""3717-1-03.2(C)(2) - Violation - Protection from Contamination-Food Storage

Food is stored unwrapped or in  uncovered containers.""","""Violation has been abated""","HF18150494","2022-08-25T00:00:00.000","EAST WESTWOOD",
"H202100024","RFE-024564-C4S","""SAINT FRANCIS APIZZA""","3392 ERIE AV","CINCINNATI","OH","45208","39.14155174311175","-84.4208144987786",,"LICENSE","CFSI222905","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011408","Not Abated","3717-1-03.5(C)","""3717-1-03.5(C) - Violation - Food labels-required information

Food is not properly labeled.""","""Food labels-required information

Food is not properly labeled.   Grab and go pre-wrapped cookies with no ID label, statement of responsibility, ingredient and sub-ingredient listing, or Net Weight""","HF18440905","2022-08-25T00:00:00.000","HYDE PARK",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677402","Abated","3717-1-04.1(Y)","""3717-1-04.1(Y) - Violation - Temperature Measuring Devices

Temperature measuring devices are missing, not correctly placed, not readable, or of improper design.""","""Violation has been abated""","HF18431175","2021-01-15T00:00:00.000","DOWNTOWN",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013186","Not Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","HF18020112","2022-08-25T00:00:00.000","MADISONVILLE",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677401","Abated","3717-1-03.4(E)(1)","""3717-1-03.4(E)(1) - Violation - Cooling methods-temperature and time control

The operator is not using an effective method for cooling.""","""Violation has been abated""","HF18400800","2021-01-15T00:00:00.000","DOWNTOWN",
"H202200189","FSO-025430-C4S","""JO JO FISH & CHICKEN""","979 HAWTHORNE AV","CINCINNATI","OH","45205","39.10971130975006","-84.5623995822668","513-448-7147","LICENSE","CFSI223691","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025717243","Abated","3717-1-02.4(C)(4)","""3717-1-02.4(C)(4)  - Violation - PIC  Duties-handwashing

The person in charge was not ensuring that employees were effectively cleaning their hands as required.""","""Violation has been abated""","HF18010205","2022-06-21T00:00:00.000","EAST PRICE HILL",
"H202200189","FSO-025430-C4S","""JO JO FISH & CHICKEN""","979 HAWTHORNE AV","CINCINNATI","OH","45205","39.10971130975006","-84.5623995822668","513-448-7147","LICENSE","CFSI223691","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025717242","Abated","3717-1-02.4(C)(11)","""3717-1-02.4(C)(11) - Violation - PIC Duties-sanitizing

The person in charge is not ensuring that employees are properly sanitizing equipment or utensils.""","""Violation has been abated""","HF18010234","2022-06-21T00:00:00.000","EAST PRICE HILL",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013187","Not Abated","3717-1-02.1(A)","""3717-1-02.1(A) - Violation - PIC Must Require Employee Reporting

License holder did not require employee(s) to report certain diseases, symptoms or high risk situations  as specified by law.""","""No sick policy

License holder did not require employee(s) to report certain diseases, symptoms or high risk situations  as specified by law.""","HF18030005","2022-08-25T00:00:00.000","MADISONVILLE",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013195","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food Storage containers-common name ID

Working containers of water and oil are not properly labeled.""","HF18440495","2022-08-25T00:00:00.000","MADISONVILLE",
"H201300047","FSO-019659-C4S","""SHP IV BARRINGTON OAKLEY LLC""","4855 BABSON PL","CINCINNATI","OH","45227","39.16038473230512","-84.4080621101","513 561-9100","LICENSE","CFSI163864","ROUTINE","STANDARD INSPECTION","2016-07-29T00:00:00.000","A016958545","Abated","3717-1-03.4(F)(1)(b)","""3717-1-03.4(F)(1)(b) - Violation - TCS-cold holding

TCS foods were being held at temperatures >41° F.""","""Violation has been abated""","HLE160815V","2016-08-01T00:00:00.000","MADISONVILLE",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013190","Not Abated","3717-1-06.1(M)(1)","""3717-1-06.1(M)(1) - Violation - Facilities-outer openings protected

Outer openings of a food facility were not protected against the entry of insects and rodents.""","""Back exit door left open 

Outer openings of a food facility were not protected against the entry of insects and rodents.""","HF18452425","2022-08-25T00:00:00.000","MADISONVILLE",
"H201400570","FSO-020960-C2S","""LEVEL LOUNGE""","435 ELM ST","CINCINNATI","OH","45202","39.10005992128555","-84.5162472987886","513-721-2200","LICENSE","CFSI164186","ROUTINE","STANDARD INSPECTION","2016-06-29T00:00:00.000","A016817722","Abated","3717-1-03.2(Y)","""3717-1-03.2(Y) - Violation - Miscellaneous sources of contamination

Miscellaneous sources of contamination observed.

""","""Violation has been abated""","HLE160650V","2016-06-29T00:00:00.000","DOWNTOWN",
"H200900004","FSO-017241-C4S","""ORIENTAL WOK""","2444 MADISON RD","CINCINNATI","OH","45208","39.14061243043543","-84.4540160792142","513-871-6888","LICENSE","CFSI210802","ROUTINE","STANDARD INSPECTION","2022-07-27T00:00:00.000","A025886344","Abated On-Site","3717-1-03.4(G)(1)","""3717-1-03.4(G)(1) - Violation - RTE TCS, date marking, food prepared in facility

Refrigerated, ready-to-eat, TCS food that is prepared in the food facility and held refrigerated for more than 24 hours is not properly date marked.""","""OBSERVATION: date marking not consistent
CORRECTIVE ACTION: date marking must be consistent for all tcs that is cooked, cooled and held for more than 24 hours""","HF18230835","2022-07-27T00:00:00.000","HYDE PARK",
"H200900004","FSO-017241-C4S","""ORIENTAL WOK""","2444 MADISON RD","CINCINNATI","OH","45208","39.14061243043543","-84.4540160792142","513-871-6888","LICENSE","CFSI210802","ROUTINE","STANDARD INSPECTION","2022-07-27T00:00:00.000","A025886340","Abated On-Site","3717-1-07.0(B)","""3717-1-07.0(B) - Violation - Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.""","""OBSERVATION: no identification on chemical spray bottles
CORRECTIVE ACTION: label all working chemical containers""","HF18282680","2022-07-27T00:00:00.000","HYDE PARK",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013200","Not Abated","3717-1-04.8(E)(1)","""3717-1-04.8(E)(1) - Violation - Equipment, linens, single-service items-storage.

Cleaned equipment or utensils, laundered linens, or single-service or single-use articles are not stored in a clean, dry location, protected from contamination.""","""Single use toilet tissues stored on the floor 

Cleaned equipment or utensils, laundered linens, or single-service or single-use articles shall be  stored six inches from the floor  in a clean, dry location, protected from contamination.""","HF18511690","2022-08-25T00:00:00.000","MADISONVILLE",
"H200900004","FSO-017241-C4S","""ORIENTAL WOK""","2444 MADISON RD","CINCINNATI","OH","45208","39.14061243043543","-84.4540160792142","513-871-6888","LICENSE","CFSI210802","ROUTINE","STANDARD INSPECTION","2022-07-27T00:00:00.000","A025886339","Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Violation has been abated""","HF18440495","2022-07-27T00:00:00.000","HYDE PARK",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013199","Not Abated","3717-1-04.8(E)(2)(a)(b)","""3717-1-04.8(E)(2)(a)(b) - Violation - Equipment, linens, single-service items-storage.

Clean equipment and utensils were not properly stored.""","""Several cleaned multi use containers stored exposed 
Clean equipments shall be covered or inverted 
Utensils stored on a shelf exposed to dust and other contaminates
Clean equipment and utensils were not properly stored.""","HF18511695","2022-08-25T00:00:00.000","MADISONVILLE",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011142","Not Abated","3717-1-06.2(B)","""3717-1-06.2(B) - Violation - Facilities-handwashing cleanser availability

Each handwashing lavatory did not have a supply of hand cleanser.""","""Facilities-handwashing cleanser availability

Each handwashing lavatory did not have a supply of hand cleanser.   No soap at bar hand sink""","HF18102480","2022-08-25T00:00:00.000","HYDE PARK",
"H200900004","FSO-017241-C4S","""ORIENTAL WOK""","2444 MADISON RD","CINCINNATI","OH","45208","39.14061243043543","-84.4540160792142","513-871-6888","LICENSE","CFSI210803","ROUTINE","STANDARD INSPECTION","2022-07-27T00:00:00.000","A025886323","Abated","3717-1-05.1(O)(1)","""3717-1-05.1(O)(1) - Violation - Using a handwashing facility-Accessibility

Access to handwashing facility blocked. ""","""Violation has been abated""","HF18101925","2022-07-27T00:00:00.000","HYDE PARK",
"H200900004","FSO-017241-C4S","""ORIENTAL WOK""","2444 MADISON RD","CINCINNATI","OH","45208","39.14061243043543","-84.4540160792142","513-871-6888","LICENSE","CFSI210803","ROUTINE","STANDARD INSPECTION","2022-07-27T00:00:00.000","A025886322","Abated","3717-1-03.1(L)","""3717-1-03.1(L) - Violation - Package Integrity-specification for receiving

Food packaging does not protect food from contamination.""","""Violation has been abated""","HF18130385","2022-07-27T00:00:00.000","HYDE PARK",
"H201600535","FSO-022170-C3S","""KEYSTONE MAC SHACK""","249 CALHOUN ST","CINCINNATI","OH","45219","39.12824230943677","-84.5173868046349","513-229-9080","LICENSE","CFSI221900","ROUTINE","STANDARD INSPECTION","2022-07-26T00:00:00.000","A025882815","Abated","3717-1-05.1(O)(2)","""3717-1-05.1(O)(2) - Violation - Using handwashing facility-Other purposes

Handwashing facility is being used for purposes other than handwashing. ""","""Violation has been abated""","HF18101930","2022-07-26T00:00:00.000","CUF",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011150","Abated On-Site","3717-1-06.2(B)","""3717-1-06.2(B) - Violation - Facilities-handwashing cleanser availability

Each handwashing lavatory did not have a supply of hand cleanser.""","""Facilities-handwashing cleanser availability

Each handwashing lavatory did not have a supply of hand cleanser.   No soap at bar hand sink""","HF18102480","2022-08-25T00:00:00.000","HYDE PARK",
"H201500046","FSO-021039-C4S","""KRISHNA CARRY OUT""","313 CALHOUN ST","CINCINNATI","OH","45219","39.128374536331435","-84.518783373891","513-961-2878","LICENSE","CFSI221802","ROUTINE","STANDARD INSPECTION","2022-06-29T00:00:00.000","A025759363","Not Abated","3717-1-04.4(A)(2)","""3717-1-04.4(A)(2) - Violation - Equipment,good repair, doors, seals

Equipment components were not intact, tight or properly adjusted. ""","""Rusted bottom surfaces of prep table.""","HF18541345","2022-06-29T00:00:00.000","CUF",
"H201500046","FSO-021039-C4S","""KRISHNA CARRY OUT""","313 CALHOUN ST","CINCINNATI","OH","45219","39.128374536331435","-84.518783373891","513-961-2878","LICENSE","CFSI221802","ROUTINE","STANDARD INSPECTION","2022-06-29T00:00:00.000","A025759359","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Blown lights underneath ventilation hood.""","HF18541340","2022-06-29T00:00:00.000","CUF",
"H200801248","RFE-010429-C3S","""ECKERLIN MEATS""","1812 PLEASANT ST","CINCINNATI","OH","45202","39.115695134596365","-84.5190716255507","513 721-5743","LICENSE","CFSI161835","ROUTINE","STANDARD INSPECTION","2016-11-10T00:00:00.000","A017420767","Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers--common name ID

Working containers of food are not properly labeled.

""","""Violation has been abated""","HLE130495V","2016-11-14T00:00:00.000","OVER-THE-RHINE",
"H201500046","FSO-021039-C4S","""KRISHNA CARRY OUT""","313 CALHOUN ST","CINCINNATI","OH","45219","39.128374536331435","-84.518783373891","513-961-2878","LICENSE","CFSI221802","ROUTINE","STANDARD INSPECTION","2022-06-29T00:00:00.000","A025759362","Not Abated","3717-1-04.1(KK)","""3717-1-04.1(KK) - Violation - Food Equipment-Certification and Classification

Equipment is not approved by a recognized testing agency or authority.""","""Non commercial microwave on cookline.""","HF18541245","2022-06-29T00:00:00.000","CUF",
"H201600535","FSO-022170-C3S","""KEYSTONE MAC SHACK""","249 CALHOUN ST","CINCINNATI","OH","45219","39.12824230943677","-84.5173868046349","513-229-9080","LICENSE","CFSI221900","ROUTINE","STANDARD INSPECTION","2022-07-26T00:00:00.000","A025882810","Not Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""Servsafe only certification observed.


PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","HF18020112","2022-07-26T00:00:00.000","CUF",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011141","Not Abated","3717-1-06.2(C)","""3717-1-06.2(C) - Violation - Facilities-hand drying provision

Handwashing lavatory had no, unapproved, or inoperable hand drying provision.""","""Facilities-hand drying provision

Handwashing lavatory had no, unapproved, or inoperable hand drying provision.   No disposable towels at hand sink in Servery area""","HF18102485","2022-08-25T00:00:00.000","HYDE PARK",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011134","Not Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""OBSERVATION:  Equipment cleanliness-food contact

Food-contact surfaces were dirty.
CORRECTIVE ACTION: Wash and sanitize can opener blade after each use""","HF18161460","2022-08-25T00:00:00.000","HYDE PARK",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011148","Abated On-Site","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""OBSERVATION:  Equipment cleanliness-food contact

Food-contact surfaces were dirty.
CORRECTIVE ACTION: Wash and sanitize can opener blade after each use""","HF18161460","2022-08-25T00:00:00.000","HYDE PARK",
