"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","T/f-Logt Cpf(341)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds","380439.71","20217511389909984243d"
"2021","T/f-Logt Cpf(341)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev (Cirn) Note 2016b (5c Gas Tax)","Debt Service Funds","526840","20217511389909984244d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Cirb Of Fy17","Debt Service Funds","683137.5","20217408389909984245d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Cirn Of Fy20","Debt Service Funds","663684","20217408389909984246d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Capital Projects","Facilities Maintenance Recurring (Fmrp) Fund","Capital Projects Funds","509500","20217408389909985351c"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Capital Projects","Equipment Replacement (Erp) Fund","Capital Projects Funds","962500","20217408389909985352c"
"2021","Cemetery-Perpetual Care","Charges For Services","Non-Departmental","Trust Funds","Evergreen Cemetery Exp Trust Fund","Expendable Trust","4194","20213803349909981602t"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Evergreen Cemetery Exp Trust Fund","Expendable Trust","28442","20216001369909981602t"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","6000000","20216001369909981604p"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","14000000","20216006369909981604p"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","19000000","20216008369909981604p"
"2021","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","1000","20216803369909981604p"
"2021","Fta-Sec 5310 Grant","Intergovernmental Revenues","Regional Transit System","Section 5310 Grant","Regional Transit System Fund","Enterprise Funds","0","20211609336806841450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Section 5310 Grant","Regional Transit System Fund","Enterprise Funds","0","20212240336806841450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2011 Jpa (Contract # Aq757) Bus Stop Amenities","Regional Transit System Fund","Enterprise Funds","0","2021224033680uc20450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2012 Jpa Brt Alternatives Study (Contract # Aq062)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ud15450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Route 39-Fy2011/fy2012 Jpa Funds (Contr #Aqo41) - Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ud36450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2012/fy2013 Jpa (Contr #Aqt70) - Year 1 - Route 76","Regional Transit System Fund","Enterprise Funds","0","2021224033680ue50450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Route 46-Fy2012/fy2013 Sjpa Funds (Contr #Aqc93) - Year 2","Regional Transit System Fund","Enterprise Funds","0","2021224033680ue55450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Route 28-Fy2012/fy2013 Sjpa Funds (Contr #Aqc92) - Year 2","Regional Transit System Fund","Enterprise Funds","0","2021224033680ue63450e"
"2021","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","3600000","20218201389909981607p"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Jpa Section 5317- Chassis Type 22' Small Cut (Contr #Aqp25)","Regional Transit System Fund","Enterprise Funds","0","2021224033680ue75450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2012/fy2013 Jpa Section 5311 (Contr #Aqs96) - Route 23","Regional Transit System Fund","Enterprise Funds","0","2021224033680ue80450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2014 Section 5317 New Freedom (Contr #Arb02) Jpa - Rides","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf15450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Route 39-Fy2014/fy2014 Sjpa Funds (Contr #Ara64) - Year 2","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf36450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2012/fy2013 Sjpa (Contr #Aqt70) - Year 2 - Route 76","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf50450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2013/fy2014 Sdg Jpa (Contr #Ara52) - Year 1 - Route 41","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf52450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2014 Jpa Section 5311 (Contr #Ar915) - Rides","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf71450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2013/fy2014 Sdg Jpa (Contr #Ara56) - Year 1 - Route 2/24","Regional Transit System Fund","Enterprise Funds","0","2021224033680uf72450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2016 Fdot Sdg Jpa - Route 37 (Contr #0636) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug73450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2016 Fdot Sdg Jpa - Route 40 (Contr #0637) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug74450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Sd Jpa - Route 62 (Contract #G0h53) Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug75450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Sd Jpa - Route 300 (Contract #G0h56) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug76450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2014/fy2015 Sdg Sjpa - Route 77 (Contr #Arn05) Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug77450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Sd Jpa - Route 125 (Contract #G0h57) Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug78450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fdot Sd Jpa - Holiday Routes (Contract #G0h55), Year 1","Regional Transit System Fund","Enterprise Funds","0","2021224033680ug79450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2016 Fta Jpa Section 5310 Operating Assistance (G0861)","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh15450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Route 39-Fy2017 Sjpa Funds (Contr #G0j50) - Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh36450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2015/fy2016 Sdg Sjpa (Contr #Aqt70) - Route 76 - Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh50450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2015/fy2016 Sdg Sjpa (Contr #Arn03) - Route 2&24 - Year 3","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh72450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 37 (Contr #0636) Year 2","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh73450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy2017 Fdot Sdg Jpa - Route 40 (Contr #0637) Year 2","Regional Transit System Fund","Enterprise Funds","0","2021224033680uh74450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Fy20 Fdot Section 5311 Cares Act Emergency Funding (G1m45)","Regional Transit System Fund","Enterprise Funds","0","2021224033680uk34450e"
"2021","Fdot - Sdg Sunday Service","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20212244336806810450e"
"2021","Fdot - Surface Transportation Program","Intergovernmental Revenues","Regional Transit System","Fy2015 Surface Transportation Funds (Fl-95-X104-00)","Regional Transit System Fund","Enterprise Funds","0","2021224533680ug67450e"
"2021","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","20800000","20218201389909981604p"
"2021","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","4700000","20218202389909981604p"
"2021","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","2500000","20218203389909981604p"
"2021","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds","200000","20218223389909981604p"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","3000000","20216001369909981607p"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","4000000","20216006369909981607p"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","5000000","20216008369909981607p"
"2021","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","1500","20216803369909981607p"
"2021","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","1250000","20218202389909981607p"
"2021","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","1500000","20218203389909981607p"
"2021","Employer Contrib-Ins Premium Tax","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","560000","20218221389909981607p"
"2021","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds","100000","20218223389909981607p"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","1300000","20216001369909981608p"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","3000000","20216006369909981608p"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","4000000","20216008369909981608p"
"2021","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","1000","20216803369909981608p"
"2021","Fdot - Surface Transportation Program","Intergovernmental Revenues","Regional Transit System","Fy2015 Surface Transportation Funds (Fl-95-X104-00)","Regional Transit System Fund","Enterprise Funds","0","2021224533680ug68450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds","0","20212804336806815450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Rts - Operations","Regional Transit System Fund","Enterprise Funds","0","20212804336806830450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Fy2012/fy2013 Jpa Section 5311 (Contr #Aqs96) - Route 23","Regional Transit System Fund","Enterprise Funds","0","2021280433680ue80450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Fy2014 Jpa Section 5311 (Contr #Ar915) - Rides","Regional Transit System Fund","Enterprise Funds","0","2021280433680uf71450e"
"2021","Document Reprod. Fees","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20213405346806810450e"
"2021","Cash Overage/shortage","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20213490366806810450e"
"2021","Uf -  Campus Contract","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214019346806810450e"
"2021","Uf - Bio-Diesel Service Development Grant","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214021346806810450e"
"2021","Mobile Fare Payments","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214026346806810450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Route 39-Fy2011/fy2012 Jpa Funds (Contr #Aqo41) - Year 1","Regional Transit System Fund","Enterprise Funds","0","2021403534680ud36450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Fy2012/fy2013 Jpa (Contr #Aqt70) - Year 1 - Route 76","Regional Transit System Fund","Enterprise Funds","0","2021403534680ue50450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Route 39-Fy2014/fy2014 Sjpa Funds (Contr #Ara64) - Year 2","Regional Transit System Fund","Enterprise Funds","0","2021403534680uf36450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Fy2012/fy2013 Sjpa (Contr #Aqt70) - Year 2 - Route 76","Regional Transit System Fund","Enterprise Funds","0","2021403534680uf50450e"
"2021","Santa Fe College","Charges For Services","Regional Transit System","Fdot Sd Jpa - Route 62 (Contract #G0h53) Year 3","Regional Transit System Fund","Enterprise Funds","0","2021403534680ug75450e"
