"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","23.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","23.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","23.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Ring Park Boardwalk Replacement","Mcneal & White Contractors, Inc.","Parks & Recreation","Improvements Other Than Bldg","32.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","44.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","44.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","48.23","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","48.29","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","48.29","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","72.28","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","76.18","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","88.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","88.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","88.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","88.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Ring Park Boardwalk Replacement","Mcneal & White Contractors, Inc.","Parks & Recreation","Improvements Other Than Bldg","125.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","TB McPherson Facility Improvements","Dampier Septic Tank Co Inc","Parks & Recreation","Improvements Other Than Bldg","143.04","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Nature Parks Boardwalk Repair & Replacement","John Rawn","Parks & Recreation","Improvements Other Than Bldg","303.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Nature Parks Boardwalk Repair & Replacement","John Rawn","Parks & Recreation","Improvements Other Than Bldg","487.61","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Ring Park Boardwalk Replacement","Mcneal & White Contractors, Inc.","Parks & Recreation","Improvements Other Than Bldg","608.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","916.18","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","917.61","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","917.61","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","1373.43","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Shine Company Inc","Parks & Recreation","Improvements Other Than Bldg","1447.35","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Ring Park Boardwalk Replacement","Mcneal & White Contractors, Inc.","Parks & Recreation","Improvements Other Than Bldg","2375.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Nature Parks Boardwalk Repair & Replacement","John Rawn","Parks & Recreation","Improvements Other Than Bldg","5758.86","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Nature Parks Boardwalk Repair & Replacement","John Rawn","Parks & Recreation","Improvements Other Than Bldg","9264.52","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Neighborhood Imprv Master Plan Dev","Aecom Technical Services Inc","Parks & Recreation","Professional Services","15000.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax-Land Acquisition","Parks, Recreation & Cultural Affairs","Future Land Acquisition","Andrew V Santangini  Jr Mai","Parks & Recreation","Professional Services","4400.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"General Pension Fund","Non-Departmental","Trust Funds","Vantagepoint Transfer Agents 457","Other General Government","DROP Interest Distribution/Rollover","20741.41","2011-10-17T00:00:00.000","October","1","2012","Payables"
"General Pension Fund","Non-Departmental","Trust Funds","Vantagepoint Transfer Agents 457","Other General Government","DROP Principal Distribution/Rollover","127377.57","2011-10-17T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Special Investigations","Matthew J Nechodom","Law Enforcement","Other Contractual Services","5736.63","2011-10-17T00:00:00.000","October","1","2012","Payables"
"Art In Public Places","Parks, Recreation & Cultural Affairs","Art In Public Places Projects","Ellen West","Cultural Services","Professional Services","1500.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Art In Public Places","Parks, Recreation & Cultural Affairs","Art In Public Places Admin.","John Hayes","Cultural Services","Other Contractual Services","3000.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"CIRB of 2005-CIP Fund","Fire Rescue","Fire Station No 8","Channel Innovations Corporation","Fire Control","Machinery And Equipment","750.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"CIRB of 2005-CIP Fund","Fire Rescue","Fire Station No 8","Channel Innovations Corporation","Fire Control","Machinery And Equipment","2719.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"CIRB of 2005-CIP Fund","Fire Rescue","Fire Station No 8","Channel Innovations Corporation","Fire Control","Machinery And Equipment","37174.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Housing Program Delivery Costs","Mister Paper Office Supply","Housing & Urban Development","Office Supplies","-31.79","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Housing Program Delivery Costs","Mister Paper Office Supply","Housing & Urban Development","Office Supplies","35.67","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Relocation Payment/ Assistance","Gainesville Regional Utilities","Housing & Urban Development","Other Contractual Services","41.22","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Relocation Payment/ Assistance","Gainesville Regional Utilities","Housing & Urban Development","Other Contractual Services","57.77","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Relocation Payment/ Assistance","Gainesville Regional Utilities","Housing & Urban Development","Other Contractual Services","69.66","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Relocation Payment/ Assistance","Gainesville Regional Utilities","Housing & Urban Development","Other Contractual Services","99.54","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Housing Program Delivery Costs","Mister Paper Office Supply","Housing & Urban Development","Office Supplies","460.02","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","St. Francis House","St Francis House Inc","Other Human Services","Other Grants And Aids","1125.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Peaceful Paths Network","Peaceful Paths Domestic Abuse Network","Housing & Urban Development","Other Grants And Aids","1250.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Meridian Behavioral Healthcare","Meridian Behavior Healthcare Inc","Housing & Urban Development","Other Grants And Aids","1410.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Neighborhood Improvement","Child Advocacy Center","Child Advocacy Center Inc","Other Human Services","Other Grants And Aids","2750.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Dev Block Grant","Public Works","Duval Neighborhood Project","Vulcan Materials Company","Other Human Services","Materials And Supplies","73.75","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Community Redevelopment Agency","Community Redevelopment Agency","Cra - 5th Ave./Pleasant St.","Communication Systems Inc","Industry Development","Telephone","8.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
