"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","Interest - 2nd Avenue Note (Cp/uh)","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - College Park/univ Height","The General Fund","The General Fund",,"12320","12320","6981.56","20207353367906550001G"
"2020","Trans-From Misc. Special Rev (123)","Non-Revenues","Parks, Recreation & Cultural Affairs","Wspp A Quinn Jones Museum","Wild Spaces Public Places 1/2 C. Sales Tax 2017-2025","Capital Projects Funds",,"0","4962.04","4962.04","2020740138850B254358C"
"2020","Trans-From Misc. Special Rev (123)","Non-Revenues","Sustainable Development","Gnvcares","Small Business Loan Fund","Special Revenue Funds",,"0","75000","75000","2020740138660D679121R"
"2020","Trans-From Misc. Special Rev (123)","Non-Revenues","Non-Departmental","Transfer To Other Funds","The General Fund","The General Fund",,"0","1108231.63","1108231.63","20207401389909936001G"
"2020","Trans-From School X Grds. Trt.","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund",,"50000","50000","50000","20207403387707780001G"
"2020","Trans-From Evergreen Cemetery","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund",,"160000","157814.03","157814.03","20207406387707780001G"
"2020","Transfer From General Fund (001)","Non-Revenues","Parks, Recreation & Cultural Affairs","Capital Project Surcharge","Golf Course Surcharge/capital Projects Fund","Enterprise Funds",,"20","77372","77372","2020740838850I100418E"
"2020","Transfer From General Fund (001)","Non-Revenues","Police","Fy2019 Ebm Jag Speed Trailer/message Board","Misc. Grants Fund","Special Revenue Funds",,"0","6801","6801","2020740838810X759115R"
"2020","Transfer From General Fund (001)","Non-Revenues","Fire Rescue","Emergency Management","Fleet Replacement Fund","Internal Service Funds",,"0","31470","31470","20207408388208240501I"
"2020","Transfer From General Fund (001)","Non-Revenues","Police","Gpd Taser Program","General Capital Projects Fund","Capital Projects Funds",,"65717.02","65717","65717","2020740838810M162302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Police","Gpd It Replacement & Support (Server & Backup)","General Capital Projects Fund","Capital Projects Funds",,"30000","30000","30000","2020740838810M164302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Police","Gpd Body Worn Cameras","General Capital Projects Fund","Capital Projects Funds",,"81729","81729","81729","2020740838810M161302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Sustainable Development","Neighborhood Notification Tool","General Capital Projects Fund","Capital Projects Funds",,"0","50000","50000","2020740838660M605302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Sustainable Development","Gnvcares","Small Business Loan Fund","Special Revenue Funds",,"0","140000","140000","2020740838660D679121R"
"2020","Transfer From General Fund (001)","Non-Revenues","Fire Rescue","Fy2017 Fema Safer Grant","Misc. Grants Fund","Special Revenue Funds",,"266520","266520","266520","2020740838820X775115R"
"2020","Transfer From General Fund (001)","Non-Revenues","Fleet Management","Depreciation","Fleet Management Services Fund","Internal Service Funds",,"0","300000","300000","20207408388408460502I"
"2020","Transfer From General Fund (001)","Non-Revenues","Fire Rescue","Gfr Station Hvac, Roof, Plumbing, Electric, Etc.","General Capital Projects Fund","Capital Projects Funds",,"22457","22457","22457","2020740838820M123302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Parks, Recreation & Cultural Affairs","Boardwalk Replacement Project","General Capital Projects Fund","Capital Projects Funds",,"25000","25000","25000","2020740838850M331302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Parks, Recreation & Cultural Affairs","Median Project","General Capital Projects Fund","Capital Projects Funds",,"15000","15000","15000","2020740838850M327302C"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Capital Projects","Equipment Replacement (Erp) Fund","Capital Projects Funds",,"977500","977500","977500","20207408389909985352C"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003b","Debt Service Funds",,"3269963","3269963","3269963","20207408389909984227D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"734674.57","734674.6","734674.6","20207408389909984226D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Capital Projects","Facilities Maintenance Recurring (Fmrp) Fund","Capital Projects Funds",,"562500","572500","572500","20207408389909985351C"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond 2010","Debt Service Funds",,"220920.56","220920.56","220920.56","20207408389909984237D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Refunding Note 2014","Debt Service Funds",,"1637560","1637560","1637560","20207408389909984241D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond Series 2014","Debt Service Funds",,"884585.94","884585.94","884585.94","20207408389909984242D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Refunding Note 2011","Debt Service Funds",,"691728","691728","691728","20207408389909984238D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds",,"804985.28","804985.28","804985.28","20207408389909984243D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Note Series 2011a","Debt Service Funds",,"429007","429007","429007","20207408389909984239D"
"2020","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Cirb Of Fy17","Debt Service Funds",,"684687.5","684687.5","684687.5","20207408389909984245D"
"2020","Transfer From General Fund (001)","Non-Revenues","Facilities Management","City Hall Roof Replacement","Cirn Of Fy2020","Capital Projects Funds",,"0","87220","0","2020740838910MA41360C"
"2020","Transfer From General Fund (001)","Non-Revenues","Human Resources","T.e.a.m.","Misc. Special Revenues","Special Revenue Funds",,"12596.02","12596","12596","2020740838900G370123R"
"2020","Transfer From General Fund (001)","Non-Revenues","Public Works","New Roadway Resurfacing Program","Roadway Resurfacing Program (Rrp) Fund","Capital Projects Funds",,"642554","642554","642554","2020740838800R401353C"
"2020","Transfer From General Fund (001)","Non-Revenues","Transportation & Mobility","Parking Enforcement","Fleet Replacement Fund","Internal Service Funds",,"0","744","744","20207408388058057501I"
"2020","Transfer From General Fund (001)","Non-Revenues","Public Works","Refuse Collection","Fleet Replacement Fund","Internal Service Funds",,"0","8705","8705","20207408388008080501I"
"2020","Transfer From General Fund (001)","Non-Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"6400","6400","6400","20207408388008080420E"
"2020","Transfer From General Fund (001)","Non-Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"564966","564966","564966","20207408386806810450E"
"2020","Transfer From General Fund (001)","Non-Revenues","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds",,"9930","0","0","20207408386806815450E"
"2020","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Dignity Village Management","Misc. Special Revenues","Special Revenue Funds",,"67500","317500","317500","2020740838620G139123R"
"2020","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","One-Stop Center-Operations","Misc. Special Revenues","Special Revenue Funds",,"827027","1000000","1000000","2020740838620G119123R"
"2020","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Homelessness Coordination","Misc. Special Revenues","Special Revenue Funds",,"36000","36000","36000","2020740838620G131123R"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"13000000","13000000","50537.02","20206006369909981604P"
"2020","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Family Unification Program","Misc. Special Revenues","Special Revenue Funds",,"10000","10000","10000","2020740838620G111123R"
"2020","Transfer From General Fund (001)","Non-Revenues","Gainesville Community Redevelopement Agency","Gainesville Technological Incubator","Economic Development Fund","Special Revenue Funds",,"12000","12000","12000","20207408387906560114R"
"2020","Transfer From General Fund (001)","Non-Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"3325657.89","3325657.89","3325657.89","20207408387906510620T"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","Erp/technology Investment","Technology Capital Improvement Fund","Internal Service Funds",,"0","107616.68","107616.68","2020740838760M240511I"
"2020","Transfer From General Fund (001)","Non-Revenues","Public Works","Sw 62nd Blvd Reconstruction (N Of Sw 20th Ave)","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds",,"0","2185000","2185000","2020740838800M341341C"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","Bandwidth Costs","Technology Capital Improvement Fund","Internal Service Funds",,"73510","73510","73510","2020740838760M182511I"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Administration","Technology Administration Fund","Internal Service Funds",,"332510","1183532.71","1183532.71","20207408387607640510I"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Smart Cities","Technology Administration Fund","Internal Service Funds",,"256288","256288","256288","20207408387607650510I"
"2020","Transfer From General Fund (001)","Non-Revenues","City Attorney","Consulting - Legal Services","Misc. Special Revenues","Special Revenue Funds",,"76500","76500","76500","2020740838750G134123R"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Contract","Technology Capital Improvement Fund","Internal Service Funds",,"0","1232522","1232522","20207408387607610511I"
"2020","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Business Support","Technology Administration Fund","Internal Service Funds",,"1003133","1003133","1003133","20207408387607630510I"
"2020","Transfer From General Fund (001)","Non-Revenues","Public Works","Sidewalk Construction","General Capital Projects Fund","Capital Projects Funds",,"100000","100000","100000","2020740838800M187302C"
"2020","Transfer-Dwntwn Redev Trust Fd (610)","Non-Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"0","671558.18","671558.18","20207410387906510620T"
"2020","Trans From 5th Ave Tif (613)","Non-Revenues","Parks, Recreation & Cultural Affairs","Wspp A Quinn Jones Museum","Wild Spaces Public Places 1/2 C. Sales Tax 2017-2025","Capital Projects Funds",,"0","85038","85038","2020741138850B254358C"
"2020","Trans From 5th Ave Tif (613)","Non-Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"0","392903.2","392903.2","20207411387906510620T"
"2020","Transfer From Gen Pension Fund (601)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"7606.68","7606.68","7606.68","20207415389909984226D"
"2020","Transfer From Police Pension (607)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"1990.97","1990.97","1990.97","20207416389909984226D"
