"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2002","10","Under 19 years","1","37.9","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2002","10","Under 19 years","1","48.6","1.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2002","10","Under 19 years","1","32","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2002","10","Under 19 years","1","11.1","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2002","10","Under 19 years","1","2.5","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2002","10","Under 18 years","2","66.4","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2002","10","Under 18 years","2","38.6","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2002","10","Under 18 years","2","49.3","1.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2002","10","Under 18 years","2","32.6","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2002","10","Under 18 years","2","11.3","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2002","10","Under 18 years","2","2.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2002","10","18-64 years","3","27.6","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","2002","10","18-64 years","3","12.5","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","2002","10","18-64 years","3","17.7","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2002","10","18-64 years","3","9.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2002","10","18-64 years","3","3.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2002","10","18-64 years","3","0.7","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2002","10","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2002","10","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2002","10","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2002","10","Under 65 years","4","12.5","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2002","10","Under 65 years","4","10.3","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","2002","10","Under 65 years","4","12","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","2002","10","Under 65 years","4","12.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2002","10","Under 65 years","4","11","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2002","10","Under 65 years","4","15.2","0.6",
"Medicaid coverage among persons under age 65 no additional information","Number in millions","1","Total","0","Under 65 years","0.1","2003","11","Under 65 years","4","30.9",,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Total","0","Under 65 years","0.1","2003","11","Under 65 years","4","12.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 19 years","1.1","2003","11","Under 19 years","1","25.4","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 6 years","1.11","2003","11","Under 6 years","1.1","32.3","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-18 years","1.12","2003","11","6-18 years","1.2","22.3","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 18 years","1.2","2003","11","Under 18 years","2","26","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-17 years","1.21","2003","11","6-17 years","2.1","23","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-64 years","1.3","2003","11","18-64 years","3","6.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-44 years","1.31","2003","11","18-44 years","3.1","7.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-24 years","1.311","2003","11","18-24 years","3.11","9.6","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","19-25 years","1.312","2003","11","19-25 years","3.12","8.8","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","25-34 years","1.313","2003","11","25-34 years","3.13","7.8","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","35-44 years","1.314","2003","11","35-44 years","3.14","5.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-64 years","1.4","2003","11","45-64 years","3.2","5.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-54 years","1.41","2003","11","45-54 years","3.21","5","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","2003","11","55-64 years","3.22","5.8","0.3",
