Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
Oregon Alliance to Prevent Suicide - Workforce Committee Meeting,,08/31/2022 10:00:00 AM,08/31/2022 11:30:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/workforce-committee/,,,,,,
Steward Coordination Meeting: Work Session,Work session for Reynolds' Stewards,08/31/2022 09:00:00 AM,08/31/2022 11:00:00 AM,Zoom,Zoom,OR,,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,,+12532158782 Meeting: 83616929670,,,,,,,,
Board Member and Staff Day,Board Members will spend a day at the agency interacting with staff,08/31/2022 08:30:00 AM,08/31/2022 04:30:00 PM,Oregon State Marine Board agency office,Salem,OR,"Board Members will have an opportunity to see staff fulfill their various roles and learning about agency operations, participate in awards presentations, have lunch with staff and attend a facilities tour of the Buena Vista access site, currently under construction on the Willamette River.",,Jennifer Cooper,503-378-2617,jennifer.cooper@boat.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Hemp Commission,Will discuss drafting a 2023 proposed budget and a request for proposal,08/31/2022 02:30:00 AM,08/31/2022 05:00:00 PM,Virtual; https://oda.fyi/HempCommission,Virtual,OR,,Yes; as time permits,Kris Anderson,503-970-3260,kris.anderson@oda.oregon.gov,,,,,,,,,503-446-4951,310302942#   ,,,,,,,
"Special Public Meeting UM 2206 Quest Investigation Regarding Service in Jacksonville, OR  Commission Workshop",,08/30/2022 01:30:00 PM,08/30/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Retirement Savings Board,,08/30/2022 01:00:00 PM,08/30/2022 04:00:00 PM,"Hybrid:  Oregon State Treasury, 16290 SW Upper Boones Ferry Road, Webex Events:  https://bit.ly/3P8S8sx, Password:  ORSP",Tigard,OR,,Yes,Missy Simpson,503-373-1903,missy.simpson@ost.state.or.us,,,,Missy Simpson,503-373-1903,RetirementSavings@ost.state.or.us,,https://bit.ly/3P8S8sx,1-408-418-9388,2481 216 6993,,,,,,,
Hearing - Notice of Proposed Rulemaking - Chapter 265,,08/30/2022 01:00:00 PM,08/30/2022 02:00:00 PM,"Oregon Department of Justice, 150 NW Pacific Park Lane, Suite 100",Bend,OR,"All hearings will be conducted both in person and virtually. For information about how to participate virtually, please visit https://justice.oregon.gov/lesc/ .  Hearings may be extended for an additional hour if needed to ensure that all witnesses have the opportunity to testify.",,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
Office of Administrative Hearings Oversight Committee,,08/30/2022 10:30:00 AM,08/30/2022 12:00:00 PM,Via Microsoft Teams,Salem,OR,,Yes,Rema Bergin,,rema.a.bergin@oregon.gov,,,,,,,,,,,,,,,,,
Board of Direct Entry Midwifery Legends Drugs & Devices Continuing Education Committee Meeting,,08/30/2022 10:00:00 AM,08/30/2022 02:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,530340,https://www.oregon.gov/oha/PH/HLO/Board%20Meeting%20Documents/LTC/2022/LTC-Board_Meeting_Documents-09-13-2022.pdf,,,,,,
Administrative rules hearing,,08/30/2022 09:00:00 AM,08/30/2022 11:00:00 AM,Virtual via Zoom,Salem,OR,"A public hearing for OAR 150-358-0050, Determining Value of Historic Property Qualified for Special Assessment, will be held on August 30, 2022 at 9:00 a.m.

ZoomGov Meeting
Join by video: https://www.zoomgov.com/j/1609415572 
Join by phone: 1-551-285-1373 
Meeting ID: 160 941 5572 Passcode: 108619
Hearings Officer: Phil McClellan, Philip.l.mcclellan@dor.oregon.gov, 503-586-8128

If you wish to testify at the hearing, please join the hearing 15 mins. prior to its scheduled start time or email the hearings officer to register. The hearing will close 15 mins. after its scheduled start time if no one registers to testify.
We will accept public comment during the public hearing. However, you may also send written comments to the department by email, fax, or mail:
955 Center St NE
Salem, OR 97301-2555
E-mail: Rulescoordinator.dor@oregon.gov
FAX: 503-945-8290

","Yes, a portion of the meeting agenda will allow opportunity for public comment.",Phil McClellan ,503-586-8128,Philip.l.mcclellan@dor.oregon.gov,,,,,,,,,,,,,,,,,
Groundwater Advisory Committee Meeting,,08/30/2022 09:00:00 AM,08/30/2022 11:00:00 AM,Virtual,Salem,OR,,Yes,Kristi Seyfried,,Kristi.J.SEYFRIED@water.oregon.gov,,,,Kristi Seyfried,,Kristi.J.SEYFRIED@water.oregon.gov,,,,,,,,,,,
Board Meeting,,08/29/2022 10:00:00 AM,08/29/2022 12:00:00 PM,3218 Pringle Rd SE,Salem,OR,,Yes,Laura Kardokus,503-378-4034,laura.kardokus@tax.oregon.gov,,,,,,,true,,,,,,,,,,
August Commission Meeting-Round 2,,08/29/2022 09:30:00 AM,08/29/2022 10:00:00 AM,Virtual/Microsoft Teams,Salem,OR,"This meeting is for the Commission to make grant decision awards for Restorative Justice and Specialty Courts.  They were unable to meet quorum at our last scheduled meeting. 

For login information, please go to the CJC Website. ",Yes,Jeni Deuchars,,jeni.deuchars@cjc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Heritage Commission regular meeting,,08/28/2022 02:00:00 PM,08/29/2022 03:00:00 PM,"725 Summer St NE, rms 124 A & B",Salem,OR,,Yes,Katie Henry,503-877-8834,katie.henry@oprd.oregon.gov,,,,,,,true,https://www.oregon.gov/oprd/OH/Pages/Commissions.aspx#OHC,,,https://www.oregon.gov/oprd/OH/Pages/Commissions.aspx#OHC,,,,,,
Council on Court Procedures Meeting,Special Extra Sesssion,08/27/2022 09:30:00 AM,08/27/2022 12:30:00 PM,Zoom Meeting Only,Portland,OR,Extra meeting to finalize Rule 35 and Rule 57 draft amendments.,Yes,Shari Nilsson,(503) 768-6505,nilsson@lclark.edu,,,,,,,,https://us02web.zoom.us/j/85876809199?pwd=cG96b2FPMElMQjkvek03djNSY2JRdz09,1-253-215-8782 ,"Meeting ID: 858 7680 9199, Passcode: 026350 ",,,,,,,
CANCELLED - HIE Workgroup Meeting,,08/26/2022 01:30:00 PM,08/26/2022 04:30:00 PM,Virtual: Zoom Gov Meeting,Portland,OR,"The HIE Workgroup is chartered to provide recommendations to HITOC and OHA on strategies to accelerate, support, and improve HIE across the state. Recomendations will inform HITOC's Health Information Technology (IT) Strategic Plan for Oregon and other OHA efforts.",Yes,Luke Glowasky,,LUKE.A.GLOWASKY@dhsoha.state.or.us,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HIEworkgroup.aspx,,,,true,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HIEworkgroup.aspx,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HIEworkgroup.aspx,,,,,,
Legislative Subcommittee Meeting,,08/26/2022 01:00:00 PM,08/26/2022 03:00:00 PM,virtual,Salem,OR,,yes,Todd Albert,503.871.9036,todd.albert@pra.oregon.gov,,,,,,,,https://teams.microsoft.com/l/meetup-join/19%3ameeting_YjNjZjAzMTYtOWRiMS00OGE4LWFiZDQtYmZlNGIwZTk0YzM5%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%2207462a96-39d8-4e7e-bb9b-4bdf548fa0ab%22%7d,"+1 503-446-4951,,496465239#   ",,,,,,,,
Board Meeting,,08/26/2022 12:30:00 PM,08/26/2022 02:00:00 PM,"1500 Liberty St SE, Suite 150", Salem,OR,Meeting will be held via teleconference if COVID-19 conditions still warrant. ,Yes,Shelley Sneed,971-701-1194,shelley.g.sneed@obo.oregon.gov,,,,,,,,,,,,,,,,,
YDC Equity & Disparity Committee meeting,,08/26/2022 12:00:00 PM,08/26/2022 01:00:00 PM,virtual,Salem,OR,,Yes,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,https://www.zoomgov.com/j/1615114154,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,,,,,,,,,
"OSATC (FRO) August 26, 2022",,08/26/2022 10:00:00 AM,08/26/2022 11:00:00 AM,"Remotely, Online",portland,OR,,Yes,Amy Pilikowski,971-353-6899,amy.pilikowski@boli.oregon.gov,,,https://www.oregon.gov/boli/apprenticeship/Pages/oregon-state-apprenticeship-and-training-council.aspx,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NDhjM2U2ZTYtOTRiNC00ZTYxLTliNmEtODhmNGMyOGExZDlj%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%223d9caa78-9362-4c69-920e-efa6ff87c885%22%7d,"+1 503-446-4951,,209851807#",209 851 807#,https://www.oregon.gov/boli/apprenticeship/Pages/oregon-state-apprenticeship-and-training-council.aspx,,,,,,
"Public Hearing on Proposed Administrative Rules 629-042-1000 to 629-042-1070: Establishing purpose, definitions, and general requirements for implementation of a Certified Burn Manager program. ",,08/25/2022 07:00:00 PM,08/25/2022 08:00:00 PM,https://odf.zoom.us/j/94127890857,Salem,OR,"The proposed rules, required under Senate Bill 762, establishes the purpose, definitions, and general requirements for the Certified Burn Manager program. This program allows for training and certification of personnel to conduct prescribed burns and reduce individual liability when following program criteria.

The public can provide comment on the proposed rules during virtual public hearings planned for August 23–25. Written comment can be submitted to sb762.rulemaking@odf.oregon.gov by August 31.

View the notice of proposed rulemaking here: https://www.oregon.gov/odf/board/documents/laws-rules/notice-of-proposed-rulemaking-cbm-program.pdf.
",Yes.,Derek,19712836642,derek.gasperini@oregon.gov,,,,,,,true,,,,,,,,,,
Student Success Team: Reynolds School District,Stewarding Body Meeting ,08/25/2022 04:00:00 PM,08/25/2022 06:00:00 PM,Zoom,Zoom,OR,,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,https://rsd7-net.zoom.us/j/91090117315?pwd=R0dXNksrc1hyWVNMcDlqaWJyallOdz09,,,,,,,,,
Rules Advisory Committee for OAR 309-033-0425,Meeting to discuss proposed changes effective 1/1/2023,08/25/2022 04:00:00 PM,08/25/2022 05:00:00 PM,Microsoft Teams meeting,Salem,OR,"Topic: Transportation and Transfer of Minors in Custody or by Consent of
Legal Guardian. View the full RAC notification at the Agenda Link for meeting details and how to join as a RAC member.",,Sam Dickson,,samuel.n.dickson@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/HSD/Pages/RAC.aspx,,,,,,
Rulemaking Public Hearing #2 Oregon Administrative Rule Paid Leave Oregon Batch 5 ,This hearing is to receive comments on the proposed rules for the Paid Leave Oregon administrative rules,08/25/2022 04:00:00 PM,08/25/2022 06:00:00 PM,Virtual,Salem,OR,,Yes,Anne Friend,,rules@employ.oregon.gov,,,,Anne Friend,,rules@employ.oregon.gov,,https://www.zoomgov.com/webinar/register/WN_02UEFEw0T4SIiIng8QhhKA,,,,,,,,,
Proposed Rulemaking Hearing: Elections Division,Implements HB3021 allowing submission of translated federal and statewide candidate statements and state measure arguments,08/25/2022 03:00:00 PM,08/25/2022 03:30:00 PM,Virtual,Salem,OR,"Last day and time to offer comment to age​ncy: August 26, 2022, 5 p.m.",Yes,Bob Roberts​,503-986-1518,elections.sos@sos.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19:meeting_ZWMyNDNmZGYtNmM3MC00ZmE3LTg1MDgtNTVmMjU3YzRkMDQy%40thread.v2/0?context=%7b%22Tid%22:%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22:%22c9977c60-6177-4f86-9847-be520a43af86%22%7d,503-446-4951,429208309#,https://sos.oregon.gov/elections/Pages/rulemaking.aspx,,,,,,
Oregon State Lottery Commission Meeting,Monthly commission meeting,08/25/2022 01:30:00 PM,08/25/2022 03:30:00 PM,Live stream,Live stream,OR,"Commissioners will attend the Aug. 25, 2022 OSL Commission Meeting via web meeting/telephone.

Written public comment will be accepted and provided to the commissioners. Comments under three minutes will be read. Comments longer than three minutes will be summarized during the meeting to be entered into the record. All submitted public comments will also be posted in their entirety on the meeting webpage and will become part of the permanent record.

Public comment can be submitted via email to Lottery.Commissioners@lottery.oregon.gov or mailed to OSL Commission-Public Comment, PO Box 12649, Salem, OR 97309. Please include your name.  If you mail public comment, please allow ample delivery time and have your comment to the office by 5 pm on Tues., Aug. 25.  Comments received after this date will be provided to the commissioners but may not be included in the public comment portion of the meeting.
","Yes, written comment only",Alisa Zavala,503.540.1490,alisa.zavala@lottery.oregon.gov,,,,Alisa Zavala,503.540.1490,alisa.zavala@lottery.oregon.gov,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,,,,
OR 529 Savings Board Meeting,,08/25/2022 01:00:00 PM,08/25/2022 04:00:00 PM,"Hybrid: Oregon State Treasury, 16290 SW Upper Boones Ferry Road, Webex Events:  https://bit.ly/3SPJIJV   Password:  OR529",Tigard,OR,,Yes,Missy Simpson,5033731903,missy.simpson@ost.state.or.us,,,,Missy Simpson,5033731903,college.savings@ost.state.or.us,,https://bit.ly/3SPJIJV,408-418-9388,2486 594 2324,,,,,,,
Hemp Rules Advisory Committee (RAC) Meeting,,08/25/2022 10:00:00 AM,08/25/2022 12:00:00 PM,Virtual,Salem,OR,,,Sunny Summers,503-986-4565,sunny.summers@oda.oregon.gov,,,,,,,,,,,,,,,,,
"YDC Policy, Rules and Research Committee meeting",,08/25/2022 10:00:00 AM,08/25/2022 11:00:00 AM,virtual,Salem,OR,,Yes,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,https://www.zoomgov.com/j/1615546422,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,,,,,,,,,
Special Public Meeting UG 435 NW Natural's Request for a General Rate Revision Oral Argument,,08/25/2022 09:00:00 AM,08/25/2022 04:00:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Resource Allocation Advisory Committee,,08/25/2022 09:00:00 AM,08/25/2022 11:00:00 AM,https://www.zoomgov.com/j/1602137050?pwd=Q3h6U1Fwd0phVU1kZjd0KzhhNk5MQT09,Portland,OR,,,Lisa Bui,,OHAResourceallocation@dhsoha.state.or.us,,,,,,,true,,,,,,,,,,
Charitable Checkoff Commission ,Annual Meeting,08/25/2022 09:00:00 AM,08/25/2022 12:00:00 PM,Virtual via Zoom,Salem,OR,"You are invited to a Zoom webinar.
When: Aug 25, 2022 09:00 AM Pacific Time (US and Canada)
Topic: Charitable Checkoff Commission Annual Meeting 2022

Please click the link below to join the webinar:
https://www.zoomgov.com/j/1610052082

Passcode: 987125

Or One tap mobile :
US: +16692545252,,1610052082#,,,,*987125# or +16692161590,,1610052082#,,,,*987125#

Or Telephone:
Dial(for higher quality, dial a number based on your current location):
US: +1 669 254 5252 or +1 669 216 1590 or +1 551 285 1373 or +1 646 828 7666
Webinar ID: 161 005 2082

International numbers available: https://www.zoomgov.com/u/admli2i4Za","Yes, a portion of the meeting agenda will allow opportunity for public comment.",Olivia Read,,olivia.read@dor.oregon.gov,,,,,,,,,,,,,,,,,
OFRI Board Meeting,,08/25/2022 07:00:00 AM,08/25/2022 07:15:00 AM,Zoom,Portland,OR,,,Kathy Storm,,storm@ofri.org,,,,,,,,,,,,,,,,,
Regular Board Meeting/Workshop,,08/24/2022 05:30:00 PM,08/24/2022 07:30:00 PM,lake county esd,Lakeview,OR,,yes,Taylor,5419473371,thileman@lakeesd.k12.or.us,,,,,,,,,,,,,,,,,
Continuous Improvement Committee,,08/24/2022 03:00:00 PM,08/24/2022 04:00:00 PM,Virtual,Salem,OR,,,Sydney King,,owigeneral@hecc.oregon.gov,,,,,,,,,,,https://www.oregon.gov/workforceboard/board/Pages/publicmeetings.aspx,,,,,,
"Public Hearing on Proposed Administrative Rules 629-042-1000 to 629-042-1070: Establishing purpose, definitions, and general requirements for implementation of a Certified Burn Manager program. ",,08/24/2022 02:00:00 PM,08/24/2022 03:00:00 PM,https://odf.zoom.us/j/92286489926,Salem,OR,"The proposed rules, required under Senate Bill 762, establishes the purpose, definitions, and general requirements for the Certified Burn Manager program. This program allows for training and certification of personnel to conduct prescribed burns and reduce individual liability when following program criteria.

The public can provide comment on the proposed rules during virtual public hearings planned for August 23–25. Written comment can be submitted to sb762.rulemaking@odf.oregon.gov by August 31.

View the notice of proposed rulemaking here: https://www.oregon.gov/odf/board/documents/laws-rules/notice-of-proposed-rulemaking-cbm-program.pdf.
",Yes.,Derek,19712836642,derek.gasperini@oregon.gov,,,,,,,true,,,,,,,,,,
Safety and Mobility Policy Advisory Committee,,08/24/2022 10:00:00 AM,08/24/2022 11:30:00 AM,Virtual,Salem,OR,"The purpose of the Safety and Mobility Policy Advisory Committee is to advise ODOT through collaboration amongst diverse stakeholders united to enhance work zone safety and mobility policy. Stakeholder involvement in project development and implementation is an important part of ODOT’s commitment to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
Committee priorities:
-Advise ODOT in pursuit of its mission to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
-Provide policy oversight for the Mobility Advisory Committee (MAC).
Ensure stakeholder involvement in high-level policy development to better coordinate and advance project management practices across the agency.
-Ensure development, construction, and maintenance activities enhance work zone safety and mobility in a balanced and comprehensive fashion, advancing ODOT’s safety goal of zero fatalities and injuries, while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx,,,,,,
