"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Agriculture Department","Consider adopting permanent administrative rules and continue to review policies and procedures.","2022-07-27T14:30:00.000","2022-07-27T17:00:00.000","Virtual","Portland","OR","https://oda.fyi/7nc
Draft agenda items include:
Receiving a verbal report on the administrative rule hearings for Chapter 648, Divisions 10, assessments; Division 40, per diem stipend; and Division 50, Commission ownership, management, disposal and use of intellectual property. The Commission may consider adopting the rules permanently.

Continue to review and discuss Commission Policies and Procedures.","Yes; as time permits","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,310302942#   United States, Portland  ","310 302 942# ",""
"Agriculture Department","","2022-07-20T09:00:00.000","2022-07-20T12:00:00.000","Virtual meeting","Salem","OR","","Yes","Warren Hanson","971.600.7447","warren.hanson@oda.oregon.gov",,"","","","","","true","15034464951","565 329 757#","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/July2022/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/July2022/Agenda.pdf)"
"Albacore Commission, Oregon","Plan for Spring meeting","2020-02-11T08:00:00.000","2020-02-11T09:00:00.000","Conference Call","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",," ()"," ()","","","",,"",""," ()"
"Albacore Commission, Oregon","Plan for Spring meeting","2020-02-11T08:00:00.000","2020-02-11T09:00:00.000","Conference Call","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",," ()"," ()","","","",,"",""," ()"
"Albacore Commission, Oregon",,"2019-11-21T10:00:00.000","2019-11-21T16:00:00.000","Holiday Inn Express, 135 SE 32nd Street"," Newport","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2015-09-01T08:30:00.000","2015-09-01T09:30:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,"5419942647",,,,,
"Albacore Commission, Oregon",,"2015-04-16T09:00:00.000","2015-04-16T10:00:00.000","Conference Call","Lincoln City","OR","The budget committee will prepare an FY 2015/16 budget for discussion at the May 1, 2015 budget meeting/hearing",,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,"5419942647",,,,,
"Albacore Commission, Oregon","Discuss FDA seafood consumption guidelines","2014-06-26T10:15:00.000","2014-06-26T11:15:00.000","Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","General meeting of commissioners","2013-11-15T10:00:00.000","2013-11-15T16:00:00.000","169 SW Coast Hwy"," Newport","OR","The meeting location is Newport City Hall, conference room A",,"Nancy J Fitzpatrick","541-994-2647","nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Winter Promotional Campaign discussion","2015-10-23T08:30:00.000","2015-10-23T09:30:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Discuss promotional opportunities","2014-06-11T09:00:00.000","2014-06-11T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Conference Call","2014-06-26T08:30:00.000","2014-06-26T09:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Budget Hearing and public meeting to discuss 2015 season and promotional activities","2015-05-01T09:30:00.000","2015-05-01T16:00:00.000","Charleston Marina RV Park, 63402 Kingfisher Road","Charleston","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,"5419942647",,,,,
"Albacore Commission, Oregon","Meeting to discuss FY 2013/14 budget and activities","2013-05-22T09:30:00.000","2013-05-22T16:00:00.000","US Fish & Wildlife Service, 2127 SE Marine Science Drive"," Newport","OR","The public meeting will start at 9:30.  The Budget Hearing will begin at 2:30pm",,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon",,"2014-10-24T09:30:00.000","2014-10-24T16:00:00.000","Holiday Inn Express Conference Room, 135 SE 32nd Street"," Newport","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,"5419942647",,,,,
"Albacore Commission, Oregon","Regular meeting","2014-04-28T09:00:00.000",,"Conference Call"," Lincoln City","OR","Approve administrative rule changes, set budget meeting date",,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","General meeting of the commission","2012-02-27T10:00:00.000","2012-02-27T16:00:00.000","U.S. Fish & Wildlife (Conf. Room) 2127 SE Marine Drive"," Newport","OR",,"Yes","Nancy Fitzpatrick","541-994-2647","nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Discuss US/Canada 2013 Albacore Fishing Regime ","2013-02-08T18:00:00.000","2013-02-08T19:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick","541-994-2647","nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","General meeting of the commission","2012-11-19T09:00:00.000","2012-11-19T13:30:00.000","Yaquina Bay Yacht Club, 750 SE Bay Blvd."," Newport","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Conference call","2014-04-28T10:00:00.000",,"Conference Call"," Lincoln City","OR","Budget committee will review FY 2013/14 finances and prepare FY 2014/15 budget",,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Discuss U.S./Canada Fishing Regime for 2014","2014-01-24T10:00:00.000",,"Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon",,"2015-06-15T08:00:00.000","2015-06-15T09:00:00.000","Lincoln City","Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Special Meeting Conference Call","2012-04-17T10:30:00.000","2012-04-17T11:30:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon",,"2015-10-28T10:00:00.000","2015-10-28T15:30:00.000","Garibaldi City Hall"," Garibaldi","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Regular meeting and FY 2012/13 budget hearing ","2012-06-01T09:30:00.000","2012-06-01T16:00:00.000","Cannery Pier Hotel"," Astoria","OR",,,"541-994-2647",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Discuss promotional opportunities","2014-07-17T09:00:00.000","2014-07-17T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon","Discuss promotional opportunities","2015-05-12T08:00:00.000","2015-05-12T09:00:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Conference Call","2013-03-18T10:00:00.000","2013-03-18T12:00:00.000","Conference Call"," Lincoln City","OR","Agenda items:
March PFMC meeting update
Mislabeled seafood
",,"Nancy J Fitzpatrick",,"nanjfitz@gmail.com",,,,,,,,,,
"Albacore Commission, Oregon",,"2016-04-19T12:00:00.000","2016-04-20T12:00:00.000","Cannery Pier Hotel, 10 Basin Street","Astoria","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Review draft budget","2018-04-03T08:00:00.000","2018-04-03T09:00:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","15419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2017-06-26T09:00:00.000","2017-06-26T09:30:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2016-10-06T09:00:00.000","2016-10-06T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2016-04-08T08:30:00.000","2016-04-08T09:30:00.000","Lincoln City"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2016-05-12T15:45:00.000","2016-05-12T17:00:00.000","Lincoln City","Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Conference Call","2018-02-08T08:00:00.000","2018-02-08T08:45:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2017-05-30T09:00:00.000","2017-05-30T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2016-11-15T09:00:00.000","2016-11-15T17:00:00.000","Holiday Inn Express, 135 SE 32nd Street"," Newport","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2017-03-28T13:00:00.000","2017-03-28T01:45:00.000","Cannery Pier Hotel"," Astoria","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,"15419942647",,,,,
"Albacore Commission, Oregon",,"2017-04-05T12:00:00.000","2017-04-06T12:00:00.000","Cannery Pier Hotel, 10 Basin Street"," Astoria","OR",,,"Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2017-11-13T12:00:00.000","2017-11-14T12:00:00.000","Food Innovation Center, 1207 NW Naito Parkway"," Portland","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2018-04-17T12:00:00.000","2018-04-18T12:00:00.000","Cannery Pier Hotel, 10 Basin Street"," Astoria","OR",,,"Nancy Fitzpatrick","15419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2018-10-29T10:00:00.000","2018-10-29T16:00:00.000","Oregon Institute of Marine Biology, 63466 Boat Basin Road","Charleston","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Messaging Committee","2019-03-13T09:00:00.000","2019-03-13T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2019-02-15T10:00:00.000","2019-02-15T11:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2019-03-22T13:00:00.000","2019-03-22T14:00:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2019-04-03T12:00:00.000","2019-04-04T12:00:00.000","Cannery Pier Hotel "," Astoria","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon",,"2019-03-24T13:00:00.000","2019-03-24T14:00:00.000","Conference Call","Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Administrative Rules review for records requests/assessment rate increase","2019-05-30T09:00:00.000","2019-05-30T10:00:00.000","Conference Call"," Lincoln City","OR",,,"Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,,,,,,,,,
"Albacore Commission, Oregon","Budget Committee","2020-04-22T10:00:00.000","2020-04-22T11:00:00.000","Conference Call","Lincoln City","OR","","","Nancy Fitzpatrick","541-994-2647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2020-05-11T12:00:00.000","2020-05-11T15:00:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2020-05-11T12:00:00.000","2020-05-11T15:00:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2020-06-02T13:30:00.000","2020-06-02T15:30:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Marketing/Promotional discussion","2020-05-19T13:00:00.000","2020-05-19T14:15:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2020-11-06T11:15:00.000","2020-11-06T13:30:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Plan promotional activities for this year","2020-06-02T13:30:00.000","2020-06-02T15:30:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2022-03-29T08:30:00.000","2022-03-29T09:30:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2022-01-19T08:30:00.000","2022-01-19T12:00:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2020-07-15T15:00:00.000","2020-07-15T16:00:00.000","Zoom meeting"," Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2021-09-16T11:00:00.000","2021-09-16T11:30:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Search Committee ","2021-02-11T14:00:00.000","2021-02-11T15:30:00.000","Zoom meeting","Lincoln City","OR","","","Nancy Fitzpatrick","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2021-04-20T09:00:00.000","2021-04-20T10:30:00.000","Zoom meeting"," Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2021-04-20T10:30:00.000","2021-04-20T11:30:00.000","Zoom meeting"," Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2021-12-09T08:00:00.000","2021-12-09T09:00:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2021-03-18T09:30:00.000","2021-03-18T11:00:00.000","Zoom meeting"," Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2021-03-24T14:30:00.000","2021-03-24T15:30:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2021-04-14T09:00:00.000","2021-04-14T12:00:00.000","Zoom meeting"," Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","","2022-03-01T09:00:00.000","2022-03-01T10:00:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2022-03-01T10:00:00.000","2022-03-01T11:30:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
"Albacore Commission, Oregon","Zoom meeting","2022-03-03T09:00:00.000","2022-02-03T10:00:00.000","Zoom meeting","Lincoln City","OR","","","NANCY J FITZPATRICK","5419942647","nancy@oregonsalmon.org",,"","","","","",,"","",""
