"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5516-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5502-19","Closed","2019-10-28T00:00:00.000","2019-11-06T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5518-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5528-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","VERIZON WIRELESS*","ATTN: JOSEPH SHEBROE","15505 SAND CANYON AVE BLDG D 305","IRVINE","CA","92618",,"Telecommunications: Cellular & Other Wireless","False or misleading offer of used goods as though they were new goods","Referred Complainant Elsewhere","
,  92618
(33.670881, -117.737624)",
"FF5521-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5527-19","Closed","2019-10-28T00:00:00.000","2019-12-02T00:00:00.000","PRINCIPAL WARRANTY CORP","ATTN: GAP CLAIMS DEPARTMENT","1500A E COLLEGE WAY, PMB 541","MOUNT VERNON","WA","98273",,"Motor Vehicle Service Contracts","Failure to honor warranty or guaranty","Reviewed and Closed","
,  98273
(48.416422, -122.355669)",
"FF5494-19","Closed","2019-10-28T00:00:00.000","2019-12-13T00:00:00.000","MCMINNVILLE TOYOTA*","P.O. BOX 330","1920 N HWY 99W","MCMINNVILLE","OR","97128",,"Repair: Automotive Mechanical & Electrical","Recalled Products","Voluntarily Resolved","
,  97128
(45.204068, -123.237142)",
"FF5488-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","V & R MANAGEMENT, LLC","6546 HOGAN DR N",,"KEIZER","OR","97303",,"Real Estate: Residential Property Managers","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97303
(45.010462, -123.021733)",
"FF5507-19","Closed","2019-10-28T00:00:00.000","2019-12-30T00:00:00.000","HONEST-1 AUTO CARE","1690 NE DIVISION ST",,"GRESHAM","OR","97030",,"Repair: Automotive Mechanical & Electrical","Performed unnecessary service or repair","Consumer Pursuing Own Resolution","
,  97030
(45.507276, -122.431683)",
"FF5506-19","Closed","2019-10-28T00:00:00.000","2019-11-07T00:00:00.000","PACIFIC AUDIT SOLUTIONS*","PO BOX 400055",,"PORTLAND","OR","97240",,"Autos: Parking Lots & Garages","Collected or attempted to collect for goods or services the complainant never ordered","Voluntarily Resolved","
,  97240
(45.516018, -122.681425)",
"FF5491-19","Closed","2019-10-28T00:00:00.000","2019-12-13T00:00:00.000","PROFESSIONAL ACCOUNT MANAGEMENT LLC","PO BOX 2182",,"MILWAUKEE","WI","53201",,"Credit/Lending: Collection Agencies","Collected or attempted to collect for goods or services the complainant never ordered","Reviewed and Closed","
,  53201
(43.041072, -87.909421)",
"FF5501-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AUTO APPROVE, LLC DATA BREACH","10939 89TH AVENUE N",,"MAPLE GROVE","MN","55369",,"Credit/Lending: Sales Financing","Lost or mishandled consumer's personal data","Information Only","
,  55369
(45.118596, -93.437909)",
"FF5496-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","DEBT COLLECTOR IMPOSTER*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5497-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","BC CUSTOM CONSTRUCTION","410 HIGH ST",,"OREGON CITY","OR","97052",,"Construction Contractors, Generally","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97052",
"FF5523-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","MS MOTORS LLC","2712 N HAYDEN ISLAND DR",,"PORTLAND","OR","97217",,"Autos: Used Car Dealers","False or misleading description of quality, quantity, or nature of goods or services","Private Lawsuit (UTPA)","
,  97217
(45.577751, -122.686065)",
"FF5495-19","Closed","2019-10-28T00:00:00.000","2019-12-11T00:00:00.000","PULS TECHNOLOGIES INC","655 MONTGOMERY STREET",,"SAN FRANCISCO","CA","94111",,"Repair: Appliance","Failed to deliver any goods or services","Referred Complainant Elsewhere","
,  94111
(37.797956, -122.40011)",
"FF5493-19","Closed","2019-10-28T00:00:00.000","2019-11-13T00:00:00.000","KEN STAPLES","811 NE 93RD AVE",,"PORTLAND","OR","97220",,"Construction Contractors: Landscaping Services","Failed to fulfill contract","Reviewed and Closed","
,  97220
(45.548188, -122.559729)",
"FF5517-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Information Only","
,  75202
(32.779989, -96.803609)",
"FF5522-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5482-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","REGENCE BLUECROSS BLUESHIELD OF OREGON","ATTN LEGAL DEPARTMENT","PO BOX 5726","PORTLAND","OR","97201",,"Insurance: Health and Medical","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere","
,  97201
(45.508743, -122.689238)",
"FF5514-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","SAFEWAY INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5526-19","Closed","2019-10-28T00:00:00.000","2019-11-22T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5484-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","SUPERIOR VAN LINE","1350 W. HORIZON RIDGE PKWY #2114",,"HENDERSON","NV","89012",,"Movers: Used Household & Office Goods","Charging an excessive price","Referred Complainant Elsewhere","
,  89012
(36.017867, -115.050712)",
"FF5520-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5515-19","Closed","2019-10-28T00:00:00.000","2019-12-12T00:00:00.000","SKYLINE FORD","2510 COMMERCIAL ST SE",,"SALEM","OR","97302",,"Autos: New car dealer selling USED cars","Service quality lower than what the complainant ordered or expected","Voluntarily Resolved","
,  97302
(44.903639, -123.051956)",
"FF5524-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5487-19","Closed","2019-10-28T00:00:00.000","2019-11-20T00:00:00.000","ASPEN DENTAL","1290 GEARY ST SE",,"ALBANY","OR","97322",,"Health: Offices of Dentists","Medical: misleading, confusing, or deceptive billing","Voluntarily Resolved","
,  97322
(44.623521, -123.047074)",
"FF5504-19","Closed","2019-10-28T00:00:00.000","2019-11-18T00:00:00.000","ALLIANCERX WALGREENS PRIME","10530 JOHN W ELLIOTT DR",,"FRISCO","TX","75033",,"Health: Pharmacies & Drug Stores","Medical: misleading, confusing, or deceptive billing","Voluntarily Resolved","
,  75033
(33.175325, -96.848495)",
"FF5485-19","Closed","2019-10-28T00:00:00.000","2019-12-04T00:00:00.000","THE COPY SHOP","539 E 13TH AVENUE",,"EUGENE","OR","97401",,"Office Supplies & Stationery Stores","False or misleading offering price","Voluntarily Resolved","
,  97401
(44.0665, -123.080966)",
"FF5525-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5511-19","Closed","2019-10-28T00:00:00.000","2019-11-21T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5503-19","Closed","2019-10-28T00:00:00.000","2019-11-04T00:00:00.000","MY VIN SOLUTION","8501 SW 124TH AVE",,"MIAMI","FL","33183",,"Publishers: Database and Directory","False or misleading description of quality, quantity, or nature of goods or services","Voluntarily Resolved","
,  33183
(25.70083, -80.407733)",
"FF5509-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","GOVERNMENT GRANT IMPOSTER",,,,,,,"Fraudulent Entity","False or misleading representation of source by caller ID spoofing","Information Only",,
"FF5481-19","Closed","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","FIX MY BLINDS DATA BREACH","615 CONRAD ST",,"COLORADO SPRINGS","CO","80915",,"Home Decorating: Window Treatment Stores","Lost or mishandled consumer's personal data","Information Only","
,  80915
(38.854194, -104.716756)",
"FF5473-19","Closed","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","CNW CONSTRUCTION, INC","10745 SE HIGHWAY 212",,"CLACKAMAS","OR","97015",,"Construction Contractors, Concrete, Asphalt Paving","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  97015
(45.417556, -122.538225)",
"FF5478-19","Closed","2019-10-25T00:00:00.000","2019-11-04T00:00:00.000","OREGON VEHICLE DEALER ASSOCIATION","PO BOX 4290",,"SALEM","OR","97602",,"Political Organizations","False or misleading ""invoice""","Reviewed and Closed","
,  97602
(42.224918, -121.780952)",
"FF5477-19","Closed","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","DCBS INSURANCE DIVISION","350 WINTER STREET NE",,"SALEM","OR","97309",,"General Government","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97309
(44.939016, -123.039307)",
"FF5475-19","Closed","2019-10-25T00:00:00.000","2019-12-02T00:00:00.000","GOOGLE.COM*","KEREN VANISI","1600 AMPHITHEATRE PARKWAY","MOUNTAIN VIEW","CA","94043",,"Telecommunications: Cellular & Other Wireless","Failed to deliver any goods or services","Complainant Did Not Maintain Contact with DOJ","
,  94043
(37.407179, -122.076246)",
"FF5474-19","Closed","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","CHARTER COMMUNICATIONS*","REGULATORY COMPLAINTS","6399 S FIDDLERS GREEN CIRCLE","GREENWOOD VILLAGE","CO","80111",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  80111
(39.612472, -104.881366)",
"FF5480-19","Closed","2019-10-25T00:00:00.000","2019-11-19T00:00:00.000","LA FITNESS INTL LLC*","3161 MICHELSON, SUITE 600",,"IRVINE","CA","92612",,"Recreation: Health club facilities, physical fitness","Failed to fulfill contract","Voluntarily Resolved","
,  92612
(33.662262, -117.826486)",
"FF5469-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","KITCHEN BATH SERVICES","1257 CANDALWOOD DR",,"KEIZER","OR","97303",,"Construction Contractors, Carpentry","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97303
(45.010462, -123.021733)",
"FF5448-19","Closed","2019-10-24T00:00:00.000","2019-10-28T00:00:00.000","VILLAGE CONDOMINIUMS OWNERS ASSOCIATION","C/O AMS 5350 SW SEQUOIA PKWY STE 200",,"PORTLAND","OR","97224",,"Real Estate: Other Activities Related to Real Estate","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97224
(45.407281, -122.793534)",
"FF5452-19","Closed","2019-10-24T00:00:00.000","2019-10-28T00:00:00.000","PET SAMARITAN CLINIC","2480 E. BURNSIDE",,"PORTLAND","OR","97214",,"Veterinary Services (See Pet & Pet Supplies)","Medical: misleading, confusing, or deceptive billing","Voluntarily Resolved","
,  97214
(45.514174, -122.644663)",
"FF5441-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","HIGH PERFORMANCE HOMES","4200 SE COLUMBIA WAY","SUITE C","VANCOUVER","WA","98661",,"Construction Contractors, Roofing, Siding & Sheet Metal","Acted unconscionably by using unfair or oppressive contract terms","Referred Complainant Elsewhere","
,  98661
(45.640901, -122.62505)",
"FF5471-19","Closed","2019-10-24T00:00:00.000","2019-12-13T00:00:00.000","JIM SMOLICH MOTORS, INC*","1865 US-20",,"BEND","OR","97701",,"Repair: Automotive Mechanical & Electrical","Service quality lower than what the complainant ordered or expected","Reviewed and Closed","
,  97701
(44.109551, -121.302315)",
"FF5444-19","Closed","2019-10-24T00:00:00.000","2019-12-02T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Collected or attempted to collect for goods or services the complainant never ordered","DOJ has No Jurisdiction","
,  75202
(32.779989, -96.803609)",
"FF5465-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","NORTHWEST GIVING HOPE FOUNDATION - COREY STARK","1702 WASHINGTON ST",,"OREGON CITY","OR","97045",,"Used Merchandise Stores, inc. antiques, second hand goods","Senior Citizen","DOJ has No Jurisdiction","
,  97045
(45.335936, -122.554514)",
"FF5460-19","Closed","2019-10-24T00:00:00.000","2019-11-21T00:00:00.000","DURABLE GREENBED","PO BOX 1311",,"PHILOMATH","OR","97370",,"Gardening: Lawn & Garden Equip & Supplies Stores","False or misleading description of quality, quantity, or nature of goods or services","Reviewed and Closed","
,  97370
(44.556512, -123.446086)",
"FF5445-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","CITY OF LEBANON",,,,,,,"General Government","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction",,
"FF5472-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","ACTIVISION",,,,"OR",,,"Publishers: Software","False or misleading description of quality, quantity, or nature of goods or services","Information Only",,
"FF5458-19","Closed","2019-10-24T00:00:00.000","2019-12-06T00:00:00.000","WALGREEN CO.*","Kelly Ware - Regulatory Law","Litigation & Regulatory Law Department","Deerfield","IL","60015",,"Health: Pharmacies & Drug Stores","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  60015
(42.169562, -87.869777)",
"FF5466-19","Closed","2019-10-24T00:00:00.000","2019-12-02T00:00:00.000","ROYAL MOORE TOYOTA*","1415 SE RIVER RD","PO BOX 646","HILLSBORO","OR","97123",,"Autos: New car dealer selling NEW cars","Contract Packing","Voluntarily Resolved","
,  97123
(45.467493, -122.968778)",
"FF5454-19","Closed","2019-10-24T00:00:00.000","2019-10-30T00:00:00.000","BREANLAW LCC","P.O. BOX 4120",,"PORTLAND","OR","97208",,"All Other Support Services","Failed to deliver any goods or services","Voluntarily Resolved","
,  97208
(45.527305, -122.678918)",
"FF5470-19","Closed","2019-10-24T00:00:00.000","2019-12-30T00:00:00.000","LG ELECTRONICS*","PO BOX 240007","201 JAMES RECORD RD","HUNTSVILLE","AL","35824",,"Manufacturing: Major Appliance","Failure to honor warranty or guaranty","Voluntarily Resolved","
,  35824
(34.648262, -86.746711)",
"FF5467-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","OREGON.SCAMFITERZ.COM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5440-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","STEVE'S AEROWASH, INC",,,,,,,"Repair: Automotive Mechanical & Electrical","False or misleading description of quality, quantity, or nature of goods or services","Private Lawsuit (UTPA)",,
"FF5463-19","Closed","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000","LIBERTY HEALTH SHARE","4845 FULTON DRIVE NW",,"CANTON","OH","44718",,"Insurance: Health and Medical","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere","
,  44718
(40.850489, -81.444245)",
"FF5456-19","Closed","2019-10-24T00:00:00.000","2019-11-18T00:00:00.000","HERTZ CORPORATION*","ATTN CUSTOMER RELATIONS DEPT","PO BOX 26120","OKLAHOMA CITY","OK","73126",,"Autos: Passenger Car Rental (Short term)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Complaint resolved by a third party","
,  73126
(35.468494, -97.521264)",
