"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Task Force on Autonomous Vehicles Insurance/Liability Subcommittee,,07/25/2018 01:00:00 PM,07/25/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Licensing/Registration Subcommittee,,08/01/2018 08:30:00 AM,08/01/2018 10:00:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Training Rooms A/B)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles,Long-term policy workshop,08/01/2018 11:00:00 AM,08/01/2018 01:00:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Training Rooms A/B)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liaison between the public and ODOT on the bicycle and pedestrian transportation system.,08/07/2018 10:00:00 AM,08/08/2018 01:00:00 PM,"Wells Fargo Building, Garden Room, 99 E. Broadway", Eugene,"This committee, appointed by the governor, acts as a liaison between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bikeways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials, and ODOT Region staff. ","Yes, non-agenda items only",Jessica Horning,(503) 986-3555 ,Jessica.Horning@odot.state.or.us,,,,Amanda Cody,(503) 986-3317   ,Amanda.R.Cody@odots.state.or.us,,,,https://www.oregon.gov/ODOT/Get-Involved/OBPAC/8.7.18-OBPAC-Agenda.pdf,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OBPAC.aspx
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,08/08/2018 02:30:00 PM,08/08/2018 04:30:00 PM,"Agnes Stewart Middle school, 900 S, 2nd St", Springfield,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-Springfield-Workshop-Agenda.pdf,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,08/09/2018 08:30:00 AM,08/09/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon department of Transportation, Oregon state Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/August2018MCTACAgenda.pdf,https://join.me/mctd.admin,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Task Force on Autonomous Vehicles Meeting 3,,08/15/2018 09:00:00 AM,08/15/2018 11:00:00 AM,"Chemeketa Center for Business & Industry 626 High Street NE, Salem, OR 97301 (Room 101)",Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,08/16/2018 10:30:00 AM,08/16/2018 12:00:00 PM,"Ashland Branch Library, 410 Siskiyou Blvd.", Ashland,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Oregon Transportation Commission,,08/16/2018 03:00:00 PM,08/17/2018 03:00:00 PM,TBA, John Day,,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx
Transportation Department,Task Force on Autonomous Vehicles,Approval of 2018 report to Legislature,09/10/2018 10:00:00 AM,09/10/2018 11:00:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Training Rooms A/B)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,09/10/2018 01:00:00 PM,09/10/2018 04:30:00 PM,ODOT Region 2 Campus Building X 885 Airport Rd. SE, Salem,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx,,Jaimie Baldwin,,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Rail Advisory Committee Meeting,,09/11/2018 09:00:00 AM,09/11/2018 04:00:00 PM,"Portland International Airport, Conference Center, 7000 NE Airport Way",Portland,,,Kathy Holmes,,kathy.c.holmes@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/odot/rptd/pages/rac.aspx
Transportation Department,Oregon Transportation Commission,,09/20/2018 09:00:00 AM,09/20/2018 04:00:00 PM,355 Capitol St NE, Salem,,Yes,Jacque Carlisle,503-986-3450,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,503-986-3459,OTCAdmin@odot.state.or.us,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force Meeting,,09/27/2018 09:00:00 AM,09/27/2018 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street", Salem,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",No,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,10/11/2018 08:30:00 AM,10/11/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/October2018MCTACAgenda.pdf,https://join.me/mctd.admin,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Winter Recreation Advisory Committee,,10/17/2018 08:30:00 AM,10/17/2018 09:00:00 AM,"455 Airport Road, Building K",Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,10/18/2018 01:00:00 PM,10/19/2018 03:00:00 PM,"Oregon Gardens,  879 West Main Street", Silverton,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,,
Transportation Department,Public Transportation Advisory Committee Meeting ,,10/28/2018 01:00:00 PM,10/31/2018 12:00:00 PM,Oregon Public Transportation Conference - Seaside Convention Center, Seaside,"Please see the PTAC website for meeting time and room information. 

http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx",,Jaimie Baldwin,503.986.3669,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,11/08/2018 08:30:00 AM,11/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/November2018MCTACAgenda.pdf,https://join.me/mctd.admin,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,11/13/2018 01:00:00 PM,11/13/2018 04:30:00 PM,"ODOT, Region 2 Campus 885 Airport Rd. SE, Building X ", Salem,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx,,Jaimie Baldwin,503.986.3669,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,11/16/2018 09:00:00 AM,11/16/2018 04:00:00 PM,Best Western Premier Boulder Falls Inn and Conference Center 505 Mullins Drive, Lebanon,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,11/16/2018 09:00:00 AM,11/16/2018 12:00:00 PM,"ODOT TLC Bldg., Alsea Conf. Rm. 4040 Fairview Industrial Dr.", Salem,Standards for Accessible Parking Places; Sign Policy Update; Fixed Photo Radar Results & Proposed Legislation Around Automated Enforcement; Update on Proposed Developments on New Speed Setting Process; Select Chair & Vice Chair for 2019.,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/TSFacilities/Facilities/TLC_Driving-Directions.pdf,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1-971-256-0759 ,540-418-275 # ,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Traffic-Control-Cmte.aspx
Transportation Department,Task Force on Autonomous Vehicles meeting,,12/04/2018 09:00:00 AM,12/04/2018 12:00:00 PM,"Training Rooms A/B, Transportation Building, 355 Capitol St. N.E.", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Oregon Transportation Commission,,12/06/2018 09:00:00 AM,12/06/2018 04:00:00 PM,355 Capitol St NE, Salem,,Yes,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,,OTCAdmin@odot.state.or.us,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,,
Transportation Department,Oregon Bicycle and Pedestrian Advisory Committee (OBPAC),,12/11/2018 09:30:00 AM,12/11/2018 03:30:00 PM,"ODOT Region 1 Headquarters Conf. Rm B, 123 NW Flanders St", Portland,"The Oregon Bicycle and Pedestrian Advisory Committee, or OBPAC, is an eight-member committee appointed by the governor that acts as a liaison between the public and Oregon Department of Transportation. It advises ODOT in the regulation of bicycle and pedestrian traffic, the establishment of bikeways and walkways, and other statewide bicycle and pedestrian issues. The committee meets six times a year in various locations around the state to support implementation of the Oregon Bicycle and Pedestrian Plan and listen to the views and concerns of interested citizens, local officials and ODOT staff.
Please visit the website https://www.oregon.gov/ODOT/Get-Involved/Pages/OBPAC.aspx for instructions on Public Comment, transportation option to the meeting, and Agenda details.",Yes,Jessica Horning,503.986.3555,Jessica.Horning@odot.state.or.us,,https://goo.gl/maps/YH7YnNFnayN2,,Jessica Horning,503.986.3555,OBPAC@odot.state.or.us,true,1-888-251-2909,868544#,https://www.oregon.gov/ODOT/Get-Involved/OBPAC/OBPAC-12-2018-Agenda.pdf,https://join.me/ActiveTransportation1,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OBPAC.aspx
Transportation Department,DMV Service Transformation Program Oversight Task Force to meet December 11,,12/11/2018 10:00:00 AM,12/11/2018 11:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Speed Zone Review Panel Hearing,Hear contested speed zone cases,12/21/2018 09:00:00 AM,12/21/2018 12:00:00 PM,"3930 Fairview Industrial Dr., Ashland Conf. Room",Salem,Multnomah County is contesting recent speed zone investigation recommendation for the Sellwood Bridge.  The City of North Bend is contesting recent speed zone investigation recommendation for Newmark Street within the city limits of North Bend.,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee,Public Transportation Advisory Committee,01/07/2019 01:00:00 PM,01/07/2019 04:30:00 PM,"​ODOT, Region 2 Campus 885 Airport Rd. SE, Building X", Salem,,Yes,Jaimie Baldwin,,Jaimie.Baldwin@odot.state.or.us,,,,Jaimie Baldwin,,Jaimie.Baldwin@odot.state.or.us,,,,,,,,,https://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,01/10/2019 08:30:00 AM,01/10/2019 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/January2019.pdf,,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Connect Oregon Dedicated Projects Review Committee,,01/11/2019 01:00:00 PM,01/11/2019 05:00:00 PM,"ODOT Technical Leadership Center, Columbia Room, 4040 Fairview Industrial Dr. SE", Salem,"ODOT received six pre-proposals for the Connect Oregon dedicated projects related to the Mid-Willamette Valley Intermodal Facility and Treasure Valley Intermodal Facility as specified in HB 2017 in December 2017. Three of these prospective projects have declined to continue to participate in the process. The remaining three project sponsors submitted their proposals by the September 30, 2018 deadline. In accordance with OAR 731-035-0065, the proposals have been reviewed by a neutral third party with economic analysis expertise. On Friday, a Final Review Committee will meet to review the proposals and make a recommendation to the Oregon Transportation Commission. The Commission will hear about the recommendations at its February 21, 2019 meeting and is expected to make funding decisions at its March 21, 2019 meeting.",Yes,John Boren,503.986.3703,John.Boren@odot.state.or.us,,https://goo.gl/maps/gQnVqGePmWu,,Leah Harrington,503.986.6625,Leah.D.Harrington@odot.state.or.us,,,,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/CO-Dedicated-Projects-FRC-012019-Agenda.pdf,,,,,www.oregon.gov/ODOT/Programs/Pages/Dedicated-Projects-Review.aspx (http://www.oregon.gov/ODOT/Programs/Pages/Dedicated-Projects-Review.aspx)
