"registry_number","business_name","entity_type","nonprofit_type","address","address_continued","city","state","zip_code"
"88439394","RED EARTH RISING","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","244 NW OUTLOOK VISTA DR",,"BEND","OR","97701"
"89313598","LOOKING FORWARD, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","591 SW MILL VIEW WAY",,"BEND","OR","97702"
"89360193","SCALEHOUSE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","400 SW BLUFF DR STE 240",,"BEND","OR","97702"
"90196693","CENTRAL OREGON LOCAVORE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","400 SW BLUFF DR","STE 240","BEND","OR","97702"
"90080194","CENTRAL OREGON HEALTH INFORMATION EXCHANGE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","PACIFICSOURCE COMMUNITY SOLUTIONS","2965 NE CONNERS AVE","BEND","OR","97701"
"92239095","WORTHY GARDEN CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","C/O KYLE D WUEPPER","15 SW COLORADO AVE STE 3","BEND","OR","97702"
"92782193","FMS MINISTRIES, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","25252 RAVEN LANE",,"BEND","OR","97701"
"94861292","MEISSNER NORDIC SKI CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","JOHN D SORLIE","591 SW MILL VIEW WAY","BEND","OR","97701"
"95061793","OREGON BAND OF BROTHERS BEND CHAPTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","63460 VOGT RD",,"BEND","OR","97701"
"95168895","HIGH DESERT MAKERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","444 SE 9TH ST STE 100",,"BEND","OR","97702"
"95293396","NW SELF STORAGE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61000 BACHELOR VIEW RD",,"BEND","OR","97702"
"96339792","THUNDERSTRUCK LACROSSE ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15 SW COLORADO AVENUE SUITE 4",,"BEND","OR","97702"
"97296991","BEND BIKES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1086 NW STANNIUM RD",,"BEND","OR","97703"
"96909396","HWB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20166 STONEGATE DRIVE",,"BEND","OR","97702"
"97659396","LAVA BEAR WRESTLING BOOSTERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","230 NE 6TH STREET",,"BEND","OR","97701"
"98683296","SUNRIVER CHARITABLE FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","360 SW BOND ST STE 400",,"BEND","OR","97702"
"99119597","NORTHWEST YOUTH DISCOVERY, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61877 SOMERSET DR",,"BEND","OR","97702"
"99628092","CANINE COMPASSION COALITION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2669 NE TWIN KNOLLS DR STE 105",,"BEND","OR","97701"
"99651292","FRIENDS OF THE TUMALO WILDLIFE CORRIDOR","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","65580 SISEMORE RD",,"BEND","OR","97703"
"100134493","CENTRAL OREGON VETERANS RANCH","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","65920 61ST ST",,"BEND","OR","97703"
"100499797","MAYANTIGO CHARITABLE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","250 NW FRANKLIN AVE STE 101",,"BEND","OR","97703"
"100534692","FRIENDS OF THE CENTRAL CASCADES WILDERNESS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","926 NE DECATUR CT",,"BEND","OR","97701"
"100752195","LAVA BEAR YOUTH SPORTS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","155 NE WEBSTER AVE",,"BEND","OR","97701"
"100801398","NORTHWEST TANDEM RALLY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1350 NW CITY HEIGHTS DR",,"BEND","OR","97701"
"100446897","CAMP TAMARACK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","19696 SUNSHINE WAY",,"BEND","OR","97702"
"101470995","SAMARA LEARNING CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","230 NE 9TH ST",,"BEND","OR","97701"
"101859890","EMERSON-GRIFFIN-TORING PRIVATE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20440 PINE VISTA DRIVE",,"BEND","OR","97702"
"101979193","FRANKIESAYSFIGHTRETT.ORG., INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61309 GEARY DR",,"BEND","OR","97702"
"101976298","BEND BULLETS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2008 NE CRADLE MOUNTAIN WAY",,"BEND","OR","97701"
"102464898","THE OFFICE GROUP","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","591 SW MILL VIEW WAY",,"BEND","OR","97702"
"101356293","CENTRAL OREGON DISC GOLF CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","908 NW ROANOKE AVE",,"BEND","OR","97703"
"102527694","VISIONS OF HOPE ORG.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61360 MTN BREEZES CT",,"BEND","OR","97702"
"103297594","KOR COMMUNITY LAND TRUST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","150 NE HAWTHORNE AVE STE 110",,"BEND","OR","97701"
"104205497","THE HANAI FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","591 SW MILL VIEW WAY",,"BEND","OR","97702"
"104931993","TREEHOUSE THERAPIES ASSOCIATES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2125 NE DAGGETT LN",,"BEND","OR","97701"
"105017297","PEDIATRIC FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","760 NW YORK DR",,"BEND","OR","97703"
"105121990","BEND RECOVERY HOME","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","23265 CINDY COURT",,"BEND","OR","97701"
"105273791","D.A.W.N.S HOUSE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20813 LIBERTY LANE",,"BEND","OR","97701"
"105698294","CENTRAL OREGON USASA","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20538 PINE VISTA DR",,"BEND","OR","97702"
"106657497","DESERT SKY MONTESSORI","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","63175 OB RILEY ROAD",,"BEND","OR","97703"
"106954191","CHILDREN'S FOREST OF CENTRAL OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","63095 DESCHUTES MARKET ROAD",,"BEND","OR","97701"
"108191099","WOMEN IN RESEARCH LTD","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","64055 TYLER RD",,"BEND","OR","97703"
"108496894","EAST CASCADES WORKFORCE INVESTMENT BOARD","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","334 NE HAWTHORNE AVE",,"BEND","OR","97701"
"108597899","FRIENDS OF HOSPICE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2503 NW COE CT",,"BEND","OR","97703"
"108886797","DETROIT LAKE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","805 SW INDUSTRIAL WAY STE 5",,"BEND","OR","97702"
"109017095","LONE PINE HISTORICAL SOCIETY, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","805 SW INDUSTRIAL WAY STE 5",,"BEND","OR","97702"
"109443598","CHILDREN OF CIRCUMSTANCE OUTDOORS INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","62166 CODY JR RD",,"BEND","OR","97701"
"110781192","EARTHWIN GLOBAL INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","422 SE MCKINLEY AVE",,"BEND","OR","97702"
"111276390","OREGON OUTDOOR ALLIANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","360 SW BOND ST","SUITE 400","BEND","OR","97702"
"112296892","HIGH DESERT MURAL FESTIVAL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","360 SW BOND ST","SUITE 400","BEND","OR","97702"
"112640198","CENTRAL OREGON YOUTH BASEBALL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","55993 REMINGTON DR",,"BEND","OR","97707"
"112673892","350DESCHUTES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3143 NW MELVILLE DR",,"BEND","OR","97703"
"114359896","IN OUR BACKYARD","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1900 NE DIVISION ST SUITE 107",,"BEND","OR","97701"
"114680291","CENTRAL OREGON FILM OFFICE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61155 AMBASSADOR DRIVE",,"BEND","OR","97702"
"115418196","HARMONY FARM SANCTUARY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","18117 CASCADE ESTATES DR",,"BEND","OR","97703"
"115543597","BROKEN SHACKLES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","KARNOPP PETERSEN LLP","360 SW BOND STREET SUITE 400","BEND","OR","97702"
"116685496","GOOD GRIEF GUIDANCE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","60625 KIGAR GORGE WY",,"BEND","OR","97702"
"116705690","CENTRAL OREGON VETERANS COUNCIL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","19766 DRY CANYON AVE",,"BEND","OR","97702"
"116772997","THREE RIVERS ARCHERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16820 GROSS LANE",,"BEND","OR","97707"
"117394197","CENTRAL OREGON CHAPTER OF NAVHDA","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","22655 PEACOCK LANE",,"BEND","OR","97701"
"117631291","DESTINATION REHAB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","64745 MELINDA CT",,"BEND","OR","97701"
"117852699","ADLER'S VOICE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3391 NE CRYSTAL SPRINGS DRIVE",,"BEND","OR","97701"
"117942391","BLESSED TO BLESS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","61114 MINARET CIRCLE",,"BEND","OR","97702"
"118104199","COALITION FOR THE DESCHUTES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2445 NE DIVISION ST","SUITE 303","BEND","OR","97703"
"118336494","GLOBAL REDEMPTION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","365 NE GREENWOOD AVE STE 3",,"BEND","OR","97701"
"119604999","BOLD VENTURES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","365 NE GREENWOOD AVE STE 3",,"BEND","OR","97701"
"120424791","CENTRAL OREGON HEALTH QUALITY ALLIANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","CENTRAL OREGON HEALTH QUALITY ALLIANCE","1230 NE 3RD STREET SUITE A-200","BEND","OR","97701"
