"year","quarter","locationabbr","locationdesc","topicdesc","policytopic","datasource","setting","title","status","citation","statusaltvalue","datatype","comments","enacteddate","effectivedate","geolocation","displayorder","policytypeid","healthtopicid","policytopicid","settingid","provisionid"
"2010","1","HI","Hawaii","Nutrition","Farm Direct Foods","DNPAO","Community","Food Safe Certification and Pilot Program","Enacted","H1471","1","Text","(Abstract - Establishes a pilot program to encourage farmers to form agricultural cooperatives, coordinate purchasing agreements between the agricultural cooperatives and hotels, restaurants, and other buyers in the visitor and hospitality industries, and develop and implement safe food certification for products under the pilot program, appropriates funds. ), (BillHistory - 01/27/2009 - INTRODUCED.;01/30/2009 - To HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS.;01/30/2009 - Additionally referred to HOUSE Committee on AGRICULTURE.;02/18/2009 - In HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS:  Voted do pass with amendment.;02/18/2009 - In HOUSE Committee on AGRICULTURE:  Voted do pass with amendment.;02/19/2009 - From HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS:  Do pass as amended.;02/19/2009 - From HOUSE Committee on AGRICULTURE:  Do pass as amended.;02/20/2009 - In HOUSE.  Read second time.  Committee amendment adopted. House Draft 1.;02/20/2009 - To HOUSE Committee on FINANCE.;03/04/2009 - In HOUSE Committee on FINANCE:  Voted do pass with amendment.;03/06/2009 - From HOUSE Committee on FINANCE:  Do pass as amended.;03/10/2009 - In HOUSE. Committee amendment adopted on third reading. House Draft 2.;03/10/2009 - In HOUSE.  Read third time.  Passed HOUSE.  *****To SENATE.;03/12/2009 - To SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS.;03/20/2009 - In SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS:  Voted do pass.;03/25/2009 - From SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS:  Do pass.;03/25/2009 - In SENATE.  Read second time.;03/25/2009 - To SENATE Committee on WAYS AND MEANS.;04/02/2009 - In SENATE Committee on WAYS AND MEANS:  Voted do pass with amendment.;04/09/2009 - From SENATE Committee on WAYS AND MEANS:  Do pass as amended.;04/14/2009 - In SENATE. Committee amendment adopted on third reading. Senate Draft 1.;04/14/2009 - In SENATE.  Read third time.  Passed SENATE.  *****To HOUSE for concurrence.;04/16/2009 - In HOUSE.  HOUSE disagreed to SENATE amendments.;04/17/2009 - *****To CONFERENCE Committee.;04/30/2009 - In CONFERENCE Committee:  Voted do pass as amended.;05/01/2009 - From CONFERENCE Committee:  Do pass as amended in Conference Draft 1.;05/07/2009 - In HOUSE.  Read final time.  CONFERENCE Committee draft adopted by HOUSE.;05/07/2009 - In SENATE.  Read final time.  CONFERENCE Committee draft adopted by SENATE.;05/11/2009 - *****To GOVERNOR.;06/30/2009 - Notice of intent to veto issued by GOVERNOR.;07/15/2009 - Vetoed by GOVERNOR.;07/15/2009 - GOVERNOR'S veto overridden by SENATE.  *****To HOUSE for concurrence.;07/15/2009 - GOVERNOR'S veto overridden by HOUSE.;07/15/2009 - Special Session of 2009 Act No. 9)","2010-01-01T00:00:00.000",,"(21.304850435, -157.857749403)","8","LEG","001NUT","015FDF","002COM","2564"
"2013","1","TX","Texas","Nutrition","Disparities/Equity","DNPAO","Community","An Act Relating to the Inclusion of Food and Nutrition Instruction in the Transitional Living Services Program for Certain Youths in Foster Care","Introduced","HB2111","0","Text","(Abstract - Includes nutrition education that promotes healthy food choices as part of the services provided to foster youth for transitional living services.), (BillHistory - 03/01/2013 INTRODUCED; 03/05/2013 To HOUSE Committee on HUMAN SERVICES)",,,"(31.827240407, -99.426770206)","7","LEG","001NUT","013DEQ","002COM","6149"
"2010","1","CA","California","Physical Activity","Public Transportation","DNPAO","Community","Housing Accessibility: Accessible Housing Task Force","Dead","A2516","3","Text","(Abstract - Requires the Department of Housing and Community Development to establish the Accessible Housing Task Force. Requires the task force to prepare and submit a report to the Legislature making recommendations relating to increasing house accessibility. ), (BillHistory - 02/19/2010 - INTRODUCED.;03/18/2010 - To ASSEMBLY Committee on JUDICIARY.;04/27/2010 - From ASSEMBLY Committee on JUDICIARY with author's amendments.;04/27/2010 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on JUDICIARY.;05/04/2010 - From ASSEMBLY Committee on JUDICIARY:  Do pass to Committee on APPROPRIATIONS.;05/19/2010 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.;05/28/2010 - In ASSEMBLY Committee on APPROPRIATIONS:  Held in committee.)",,,"(37.638640123, -120.999999538)","63","LEG","003PA","040TRS","002COM","60"
"2011","1","MS","Mississippi","Nutrition","Correctional Facilities Farms Programs","DNPAO","School/After School","Council on Combating Obesity","Dead","H924","3","Text","(Abstract - Creates the Council on Combating Obesity to implement a statewide policy on physical activity, to increase compliance with nutrition standards, to reduce nurse-to-student ratios at schools, to study school counseling services and childhood depression and suicide, providing school nutrition counseling, to collect related data on obesity and current treatment programs and services, to collect data on the economic impact on the state of treating obesity, and related work site tax credits. The council shall develop a strategic plan to combat obesity in Mississippi, which shall address such matters as: implementing a statewide policy on physical activity, considering the feasibility of awarding tax incentives for work sites that promote activities to reduce obesity, and identifying and making recommendations to reduce cultural, environmental and socioeconomic barriers to prevention and management of obesity.   ), (BillHistory - 01/17/2011 - INTRODUCED.;01/17/2011 - To HOUSE Committee on PUBLIC HEALTH AND HUMAN SERVICES.;02/01/2011 - From HOUSE Committee on PUBLIC HEALTH AND HUMAN SERVICES:  Do pass with substitute.;02/08/2011 - Committee substitute adopted on HOUSE floor.;02/08/2011 - Passed HOUSE.  *****To SENATE.;02/11/2011 - To SENATE Committee on PUBLIC HEALTH AND WELFARE.;02/28/2011 - From SENATE Committee on PUBLIC HEALTH AND WELFARE:  Do pass as amended.;03/09/2011 - Committee amendment adopted on SENATE floor.;03/09/2011 - Passed SENATE.  *****To HOUSE for concurrence.;03/15/2011 - HOUSE refused to concur in SENATE amendments.;03/15/2011 - *****To CONFERENCE Committee.;03/27/2011 - CONFERENCE Committee Report filed in SENATE.;03/27/2011 - CONFERENCE Committee Report filed in HOUSE.;03/28/2011 - CONFERENCE Committee Report adopted by SENATE.;03/28/2011 - CONFERENCE Committee Report adopted by HOUSE.;03/28/2011 - Eligible for GOVERNOR'S desk.;04/08/2011 - *****To GOVERNOR.;04/26/2011 - Vetoed by GOVERNOR.)",,,"(32.745510099, -89.538030825)","11","LEG","001NUT","018CFP","004SAS","4173"
"2010","1","PA","Pennsylvania","Nutrition","Appropriations","DNPAO","Restaurant/Retail","National Fresh Food Financing Initiative","Enacted","HR728","1","Text","(Abstract - Recognizes the potential for a national fresh food financing initiative to provide an effective and economically sustainable solution to the problem of limited access to healthy foods in underserved urban, suburban and rural low-income communities, while also improving health and stimulating local economic development. ), (BillHistory - 04/07/2010 - FILED.;04/07/2010 - INTRODUCED.;04/07/2010 - To HOUSE Committee on AGRICULTURE AND RURAL AFFAIRS.;04/27/2010 - From HOUSE Committee on AGRICULTURE AND RURAL AFFAIRS.;05/04/2010 - Passed HOUSE.)","2010-01-01T00:00:00.000",,"(40.793730152, -77.860700294)","2","LEG","001NUT","002APP","006RES","1176"
"2011","1","TN","Tennessee","Nutrition","Medical Care","DNPAO","School/After School","Speeding in Marked School Zone","Dead","S1083","3","Text","(Abstract - Increases penalty for speeding in marked school zone from Class C misdemeanor to Class B misdemeanor, designates $50.00 of such enhanced penalty to be used by Tennessee Department of Transportation for grants for safe pathways for students. Funds distributed pursuant to this section shall only be used for funding education, enforcement and other efforts that encourage walking and bicycling to school.   ), (BillHistory - 02/17/2011 - INTRODUCED.;02/23/2011 - To SENATE Committee on TRANSPORTATION.;03/16/2011 - From SENATE Committee on TRANSPORTATION:  Recommend passage with amendment.;03/16/2011 - To SENATE Committee on FINANCE, WAYS AND MEANS.)",,,"(35.68094058, -85.774490914)","16","LEG","001NUT","026MEC","004SAS","4579"
"2009","1","MO","Missouri","Nutrition","Appropriations","DNPAO","Early Care and Education","Office of Child Nutrition and Wellness","Dead","H758","3","Text","(Abstract - Establishes an advisory council and Office of Child Nutrition and Wellness to promote better child nutrition and wellness.), (BillHistory - 02/17/2009 - INTRODUCED.;05/15/2009 - To HOUSE Special Committee on CHILDREN AND FAMILIES.)",,,"(38.635790776, -92.566300053)","2","LEG","001NUT","002APP","001ECE","770"
"2009","1","HI","Hawaii","Physical Activity","Public Transportation","DNPAO","Community","Loan Guaranty Program For Transit Oriented Development","Dead","H864","3","Text","(Abstract - Authorizes Hawaii housing finance and development corporation to guarantee loans made by commercial lenders to developers for the financing of transit-oriented development projects that include affordable housing.), (BillHistory - 01/26/2009 - INTRODUCED.;01/28/2009 - To HOUSE Committee on TRANSPORTATION.)",,,"(21.304850435, -157.857749403)","63","LEG","003PA","040TRS","002COM","165"
"2010","1","HI","Hawaii","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Food Safe Certification and Pilot Program","Enacted","H1471","1","Text","(Abstract - Establishes a pilot program to encourage farmers to form agricultural cooperatives, coordinate purchasing agreements between the agricultural cooperatives and hotels, restaurants, and other buyers in the visitor and hospitality industries, and develop and implement safe food certification for products under the pilot program, appropriates funds. ), (BillHistory - 01/27/2009 - INTRODUCED.;01/30/2009 - To HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS.;01/30/2009 - Additionally referred to HOUSE Committee on AGRICULTURE.;02/18/2009 - In HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS:  Voted do pass with amendment.;02/18/2009 - In HOUSE Committee on AGRICULTURE:  Voted do pass with amendment.;02/19/2009 - From HOUSE Committee on TOURISM, CULTURE AND INTERNATIONAL AFFAIRS:  Do pass as amended.;02/19/2009 - From HOUSE Committee on AGRICULTURE:  Do pass as amended.;02/20/2009 - In HOUSE.  Read second time.  Committee amendment adopted. House Draft 1.;02/20/2009 - To HOUSE Committee on FINANCE.;03/04/2009 - In HOUSE Committee on FINANCE:  Voted do pass with amendment.;03/06/2009 - From HOUSE Committee on FINANCE:  Do pass as amended.;03/10/2009 - In HOUSE. Committee amendment adopted on third reading. House Draft 2.;03/10/2009 - In HOUSE.  Read third time.  Passed HOUSE.  *****To SENATE.;03/12/2009 - To SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS.;03/20/2009 - In SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS:  Voted do pass.;03/25/2009 - From SENATE Committee on WATER, LAND, AGRICULTURE AND HAWAIIAN AFFAIRS:  Do pass.;03/25/2009 - In SENATE.  Read second time.;03/25/2009 - To SENATE Committee on WAYS AND MEANS.;04/02/2009 - In SENATE Committee on WAYS AND MEANS:  Voted do pass with amendment.;04/09/2009 - From SENATE Committee on WAYS AND MEANS:  Do pass as amended.;04/14/2009 - In SENATE. Committee amendment adopted on third reading. Senate Draft 1.;04/14/2009 - In SENATE.  Read third time.  Passed SENATE.  *****To HOUSE for concurrence.;04/16/2009 - In HOUSE.  HOUSE disagreed to SENATE amendments.;04/17/2009 - *****To CONFERENCE Committee.;04/30/2009 - In CONFERENCE Committee:  Voted do pass as amended.;05/01/2009 - From CONFERENCE Committee:  Do pass as amended in Conference Draft 1.;05/07/2009 - In HOUSE.  Read final time.  CONFERENCE Committee draft adopted by HOUSE.;05/07/2009 - In SENATE.  Read final time.  CONFERENCE Committee draft adopted by SENATE.;05/11/2009 - *****To GOVERNOR.;06/30/2009 - Notice of intent to veto issued by GOVERNOR.;07/15/2009 - Vetoed by GOVERNOR.;07/15/2009 - GOVERNOR'S veto overridden by SENATE.  *****To HOUSE for concurrence.;07/15/2009 - GOVERNOR'S veto overridden by HOUSE.;07/15/2009 - Special Session of 2009 Act No. 9)","2010-01-01T00:00:00.000",,"(21.304850435, -157.857749403)","2","LEG","001NUT","002APP","006RES","2564"
"2009","1","WA","Washington","Obesity","Food Restrictions","DNPAO","Community","A Meat And Poultry Inspection Program","Dead","S5517","3","Text","(Abstract - Establishes a meat and poultry inspection program, finds that:  Several states administer state meat and poultry inspection programs at facilities for which inspection by the federal food safety inspection service of the United States department of agriculture is not readily available, and a state inspection program would support the needs of local producers who wish to sell to local consumers. ), (BillHistory - 01/26/2009 - INTRODUCED.;01/26/2009 - To SENATE Committee on AGRICULTURE AND RURAL ECONOMIC DEVELOPMENT.;01/11/2010 - By Order of Resolution -  Reintroduced and retained in present status.;03/15/2010 - 2010 FIRST SPECIAL SESSION ACTION.;03/15/2010 - By Order of Resolution -  Reintroduced and retained in present status.)",,,"(47.522278629, -120.47001079)","35","LEG","002OB","020FOR","002COM","645"
"2011","1","CT","Connecticut","Nutrition","Incentives","DNPAO","Restaurant/Retail","Food Service Permit Fee for Farmers Markets","Dead","S143","3","Text","(Abstract - Eliminates the food service permit fee for farmers' markets, reduces expenses for businesses participating in farmers' markets by eliminating food service permit fees.   ), (BillHistory - 01/14/2011 - INTRODUCED.;01/14/2011 - To JOINT Committee on PUBLIC HEALTH.;04/01/2011 - Failed Joint Favorable deadline.)",,,"(41.56266102, -72.649840952)","17","LEG","001NUT","029INC","006RES","3632"
"2009","1","MA","Massachusetts","Nutrition","Sodium","DNPAO","Community","Transportation System Reform","Dead","S13","3","Text","(Abstract - Reforms, rebuilds and renews the transportation system of the Commonwealth for the twenty-first century.), (BillHistory - 02/26/2009 - INTRODUCED.;02/26/2009 - To JOINT Committee on TRANSPORTATION.;02/26/2009 - Filed as Senate Docket 2063.;03/12/2009 - In JOINT Committee on TRANSPORTATION:  Heard. Eligible for Executive Session.)",,,"(42.27687047, -72.082690675)","22","LEG","001NUT","045SOD","002COM","280"
"2011","1","TX","Texas","Nutrition","Medical Care","DNPAO","Community","Bicycle Accommodation","Dead","H3731","3","Text","(Abstract - Relates to the accommodation of bicycles, pedestrians, and mass transit riders on streets and highways.   ), (BillHistory - 03/11/2011 - INTRODUCED.;03/23/2011 - To HOUSE Committee on TRANSPORTATION.)",,,"(31.827240407, -99.426770206)","16","LEG","001NUT","026MEC","002COM","4638"
"2009","1","WA","Washington","Obesity","Appropriations","DNPAO","Community","Motorcycles and Bicycles","Dead","H1403","3","Text","(Abstract - Addresses the detection of motorcycles and bicycles at vehicle-activated traffic control signals. ), (BillHistory - 01/20/2009 - INTRODUCED.;01/20/2009 - To HOUSE Committee on TRANSPORTATION.;02/20/2009 - From HOUSE Committee on TRANSPORTATION:  Do pass as substituted.;01/11/2010 - By Order of Resolution -  Reintroduced and retained in present status.;01/11/2010 - Referred to HOUSE Committee on TRANSPORTATION.;03/15/2010 - 2010 FIRST SPECIAL SESSION ACTION.;03/15/2010 - By Order of Resolution -  Reintroduced and retained in present status.)",,,"(47.522278629, -120.47001079)","28","LEG","002OB","002APP","002COM","1829"
