"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.86.05","Gene Cauthen","Cauthen","Gene","Arbor",,,"Greene-Rose Heritage Park","Garden","Park; Garden; Playground","Bordered by Broadway and Dickinson Street","42.36588089","-71.09395684","POINT (-71.09395684041671 42.36588088982614)","https://www.google.com/maps/search/?api=1&query=42.36588089,-71.09395684","1986","2008","no",,"Bronze","Sculpture","Bronze","21""""(h) x 14.5""""(w) x 10.25""""(d): 57.5”(h) with pole","Exterior","no",,"The Port","garden","garden; trellis; plant; grow; nurture","Plant Yourself in a Garden",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cauthen_Arbor.jpg",
"CAC.17.01","Yeju Choi & Chat Trevieso","Choi; Travieso","Yeju: Chat","On the Other Side",,,"Fern Street","Pathway","Pathway","Pathway between Concord Avenue and Field Street","42.38650232","-71.13836568","POINT (-71.13836567959243 42.38650231958551)","https://www.google.com/maps/search/?api=1&query=42.38650232,-71.13836568","2017","2018","yes",,"Colored Lithocrete® architectural paving and plantings","Landscape","Concrete-Mixed Media Pathway","32”(h) x 630’(L) x 307”(d)","Exterior","no",,"Neighborhood Nine","land design","abstract; land design; play; spirit; fun; fantasy","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/ChoiTravieso_CAC1701_OntheOtherSide_TimothySchenck.jpg",
"CAC.83.04","Judith","Inglese","Judith","Play is Child's Work",,"225 Windsor Street","Fletcher-Maynard Academy","School","School; Public Building","2nd floor hallway","42.36652574","-71.09577486","POINT (-71.09577485943326 42.366525740171426)","https://www.google.com/maps/search/?api=1&query=42.36652574,-71.09577486","1983","0","no",,"Ceramic tiles, glazed","Mosaic","Tile Mural","86""""(h) x 131""""(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","The Port","play","people; take flight; trees; children; kids; play",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Inglese_CAC8304_PlayIs_PerspectivePhoto.jpg",
"CAC.92.02k","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38718583","-71.13361301","POINT (-71.13361300999611 42.387185830397875)","https://www.google.com/maps/search/?api=1&query=42.38718583,-71.13361301","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.87.06f","David Phillips","Phillips","David","(frog drain grate North)","Levitated Stone",,"Dana Park","Park","Park;Playground","Intersection at Corporal McTernan Street and Magazine street","42.36118134","-71.10770776","POINT (-71.1077077595431 42.361181340327306)","https://www.google.com/maps/search/?api=1&query=42.36118134,-71.10770776","1987","0","no",,"Silicon bronze","Sculpture","Bronze","25.75""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; water; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_15.JPG",
"CAC.87.06l","David Phillips","Phillips","David","(Small frog water fountain)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Corporal McTernan Street and Magazine street, outside of playground","42.36113243","-71.10763911","POINT (-71.10763911051781 42.36113243030365)","https://www.google.com/maps/search/?api=1&query=42.36113243,-71.10763911","1987","0","no",,"Silicon bronze","Sculpture","Bronze Relief","10.5""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; fountain; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG",
"CAC.92.03.1","Nancy Webb","Webb","Nancy","(Dandelions)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36610299","-71.07666683","POINT (-71.07666683050405 42.36610298971203)","https://www.google.com/maps/search/?api=1&query=42.36610299,-71.07666683","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_1_Webb.jpg",
"CAC.06.03e","Randal Thurston","Thurston","Randal","(South-side birds)","Yerxa Road Underpass",,"Yerxa Road Underpass","Pathway","Pathway","Under Fitchburg commuter rail line","42.39000783","-71.1292626","POINT (-71.12926260058347 42.390007830151525)","https://www.google.com/maps/search/?api=1&query=42.39000783,-71.1292626","2006","2011","no",,"Painted steel","Landscape","Metal","133""""(h) x 276”(w)","Exterior","no",,"Neighborhood Nine","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03e_Thurston.jpg",
"CAC.90.02a-f","Linda Lichtman","Lichtman","Linda","Landscape Frieze in Glass",,"2050 Massachusetts Avenue","North Cambridge Senior Center","Public Building","Public Building","1st floor (street-front wall)","42.39104553","-71.122923","POINT (-71.12292300043445 42.39104552998516)","https://www.google.com/maps/search/?api=1&query=42.39104553,-71.122923","1990","0","no",,"Etched, stained, painted and leaded glass","Stained Glass","Stained glass","18""""(h) x 256.25”(w) a-e; 58.5”(h) x 10.25”(w) f","Interior","yes","Call Public Art Administrator, 617-349-4388","North Cambridge","light","glass; color; light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lichtman_CAC9002_LandscapeFrieze.jpg",
"CAC.99.08r","William Reimann","Reimann","William","(Column with cardinal)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.3674261","-71.11485339","POINT (-71.11485338987264 42.36742609983663)","https://www.google.com/maps/search/?api=1&query=42.3674261,-71.11485339","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_r_Reimann.JPG",
"CAC.19.01","Nova Jiang","Jiang","Nova","Same Boat Now",,"781 Cambridge Street","King Open/Cambridge Street Upper Schools Community Complex","School","School; Public Building","First floor in the cafeteria","42.37180853","-71.0913509","POINT (-71.09135089986228 42.37180853000246)","https://www.google.com/maps/search/?api=1&query=42.37180853,-71.0913509","2019","0","yes",,"Mixed Media (steel, aluminum, fiberglass composite, electric motors, electrical controls)","Sculpture","Kinetic Sculpture","25.75”(h) x 160”(w) x 47.25”(d); 57.5”(h)","Interior","yes","Call Public Art Administrator, 617-349-4388","East Cambridge","community","community; social justice; boat; water; kinetic; technology",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/jiang_cac1901_sameboat.jpg",
"CAC.97.02.1","David Phillips","Phillips","David","(Boulder with bronze spiral inlay)","Spiral",,"Quincy Square","Public Square","Public Square","In park, between Mass Ave and Harvard Stree","42.37219131","-71.1153047","POINT (-71.11530470001868 42.37219131020042)","https://www.google.com/maps/search/?api=1&query=42.37219131,-71.1153047","1997","0","no",,"Cast bronze and granite","Sculpture","Sculpture","31”(h) x 326”(w) x 237”(d","Exterior","no",,"Mid-Cambridge","nature","stone; boulder; nature; fibonacci",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970201_Spiral.JPG",
"CAC.92.03.24","Nancy Webb","Webb","Nancy","(Campion and Fly)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36686744","-71.07610286","POINT (-71.07610285978157 42.36686744037741)","https://www.google.com/maps/search/?api=1&query=42.36686744,-71.07610286","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; fly; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_24_Webb.jpg",
"CAC.04.01b","Michael Glier","Glier","Michael","Girl Reading in the Grass/Lawnmower(grass)/Longboat","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","1st floor, east wall, lobby","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","92”(h) x 430""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_02a_TownGreen_girlreading.jpg",
"CAC.99.08L","William Reimann","Reimann","William","(Column with red-winged blackbird)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36760822","-71.11488111","POINT (-71.11488110979758 42.367608219659516)","https://www.google.com/maps/search/?api=1&query=42.36760822,-71.11488111","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_L_Reimann.JPG",
"CAC.99.02","György Kepes","Kepes","György","(Geometric Pattern)","Untitled","40 Granite Street","Morse School","School","School; Public Building","1st floor, hallway","42.35613123","-71.11274351","POINT (-71.11274350975422 42.35613123038753)","https://www.google.com/maps/search/?api=1&query=42.35613123,-71.11274351","1957","0","no",,"Mosaic ceramic tiles","Mosaic","Tile Mosaic","68""""(h) x 65""""(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Cambridgeport","abstract","abstract",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC9902_UntitledGeometricPatterns.JPG",
"CAC.92.03.27","Nancy Webb","Webb","Nancy","(Praying Mantis and Cricket)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36597619","-71.07670011","POINT (-71.07670011056155 42.36597618957665)","https://www.google.com/maps/search/?api=1&query=42.36597619,-71.07670011","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; mantis; cricket; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_27_Webb.jpg",
"CAC.17.02.3","Bland Hoke","Hoke","Bland","(Sculpture)","Artesian Well – A Portal to Sacramento Park’s Past","21 Sacramento Street","Sacramento Field","Pathway","Pathway","Along road leading to Sacramento Field","42.38290497","-71.11838947","POINT (-71.11838947043971 42.38290496969221)","https://www.google.com/maps/search/?api=1&query=42.38290497,-71.11838947","2017","0","no",,"Stainless steel","Sculpture","Sculpture","80”(h) 40”(w) x 17.5”(d)","Exterior","no",,"Agassiz","abstract","steel; abstract",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hoke_CAC17023_ArtesianWell.jpg",
"CAC.79.09a","David Judelson","Judelson","David",,"Untitled","45 Pearl Street","Central Square Branch Library","Library","Library; Public Building","Pearl street entrance, top of steps in ground","42.36384818","-71.1036278","POINT (-71.10362779939679 42.363848179832424)","https://www.google.com/maps/search/?api=1&query=42.36384818,-71.1036278","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Tile Floor Inlay","42""""(h) x 42""""(w)","Exterior","no",,"Cambridgeport","abstract","floor; library; abstract",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_79_09a_Judelson.JPG",
"CAC.92.02j","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38722535","-71.13360047","POINT (-71.13360047035363 42.38722534971325)","https://www.google.com/maps/search/?api=1&query=42.38722535,-71.13360047","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.04.02","Bart Uchida","Uchida","Bart","Rose Arbor",,,"Squirrel Brand Park","Park","Park; Playground","Corner entrance, intersection at Boardman Street and Broadway","42.36743063","-71.09655153","POINT (-71.09655153044527 42.3674306301747)","https://www.google.com/maps/search/?api=1&query=42.36743063,-71.09655153","2004","2021","no",,"Painted steel rod","Sculpture","Metal Rose Trellis","362”(h) x 648”(w) x 216”(d)","Exterior","no",,"The Port","nature","nature; flower; trellis; plant",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_04_02_Uchida.JPG",
"CAC.11.01b","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Public Building; Pathway","Corner of First and Spring St.","42.36869395","-71.07772163","POINT (-71.07772162952159 42.36869395029212)","https://www.google.com/maps/search/?api=1&query=42.36869395,-71.07772163","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","62”(h) x 63”(w) (each)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01b_Simonds.jpg",
"CAC.06.06c","Robert Schelling","Schelling","Robert","(Medallion - tall oval)","Gore Field",,"Gold Star Mothers Park","Park","Park; Playground","Mounted on brick pillars at park entrances, Gore Street and 5th Street","42.37291391","-71.0827842","POINT (-71.08278419973573 42.37291391022328)","https://www.google.com/maps/search/?api=1&query=42.37291391,-71.0827842","2006","0","no",,"Silicon bronze","Sculpture","Bronze Relief","20""""(h) x 10""""(w) x 1.5""""(d)","Exterior","no",,"East Cambridge","abstract","abstract; shape; entryway; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606c_GoreField.JPG",
