"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.26357444636363 37.80483919815135, -122.2634304405994 37.80506990498292))","132970","{1EB0CF2B-1A77-4F1A-896F-BFA6135C6978}","{B9CA48F9-2426-4140-BC6E-8F6233254931}","{B9CA48F9-2426-4140-BC6E-8F6233254931}_3","N-S","JACKSON","19th","17th","West","JACKSON from 19th to 17th , West","6.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"93.7435322396","","",
"MULTILINESTRING ((-122.26297660555231 37.80548602410084, -122.26252965466237 37.805317433741806))","132998","{F687673F-6DF8-4DC3-92AA-CBE94DB1D215}","{CD029849-3613-4D70-81B4-2D2855A3DA41}","{CD029849-3613-4D70-81B4-2D2855A3DA41}_2","E-W","19th","MADISON","JACKSON","North","19th from MADISON to JACKSON , North","7.0","7.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"142.97497575","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27674053519836 37.80512618352041, -122.27661656391538 37.80533025355964))","133001","{7F1A44C1-0F23-4C4E-98B9-7E9FF72E34CF}","{F5D1ECBC-F996-45DF-9272-F97E4A4A3B7A}","{F5D1ECBC-F996-45DF-9272-F97E4A4A3B7A}_3","N-S","MLK JR WAY","13th","12th","West","MLK JR WAY from 13th to 12th , West","6.0","3.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"82.4878588108","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26732578955381 37.80558876522537, -122.26805474023956 37.80441735285677))","133051","{E588EBE5-3A1D-47C0-B362-11CCCA8FD99E}","{A3CF136B-1587-4C28-A6F6-BE279E7795B8}","{A3CF136B-1587-4C28-A6F6-BE279E7795B8}_2","N-S","WEBSTER","15th","17th","East","WEBSTER from 15th to 17th , East","17.0","17.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"475.695542315","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2662737316655 37.8052184755635, -122.26696403738633 37.80548126897831))","133052","{197E01A4-4E53-4BCB-9B9E-BC023B16FD17}","{A6E61F53-793D-4D87-9CF7-5D741332A4E4}","{A6E61F53-793D-4D87-9CF7-5D741332A4E4}_4","E-W","17th","WEBSTER ST","HARRISON","South","17th from WEBSTER ST to HARRISON , South","10.0","7.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"221.199895476","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2747160034842 37.80564764237244, -122.27504321636094 37.805116712527806))","133064","{39C6E7B3-008A-405E-B8CA-FD6CE494372F}","{F430B986-045A-4818-B1B3-A5F3876867DD}","{F430B986-045A-4818-B1B3-A5F3876867DD}_3","N-S","JEFFERSON","13th","14th","East","JEFFERSON from 13th to 14th , East","1.0","0.0","No Parking","3.0",,,,,,,,,,,"215.198951157","","",
"MULTILINESTRING ((-122.26818612655181 37.804516364677426, -122.26812653007116 37.804612137013585))","133071","{6617A5F8-B83D-436C-8F3A-3B01BBD84E45}","{8DED2826-7EF4-4602-B2C5-4020015D7BFB}","{8DED2826-7EF4-4602-B2C5-4020015D7BFB}_7","N-S","WEBSTER","17th","15th","West","WEBSTER from 17th to 15th , West","15.0","2.0","Green Curb","7.0",,"12-min",,,,,,,,,"38.8918230539","","",
"MULTILINESTRING ((-122.27525390030331 37.805065914305864, -122.27495700034775 37.80556434480633))","133083","{40CEE7A2-CFA0-4945-A0AD-4858027FFCE6}","{91178C8E-FBDD-401A-94AB-63906EA9B737}","{91178C8E-FBDD-401A-94AB-63906EA9B737}_2","N-S","JEFFERSON","14th","13th","West","JEFFERSON from 14th to 13th , West","10.0","10.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"200.738860866","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27707825557614 37.805727943901964, -122.27744089108332 37.80514784394501))","133090","{3464B659-2189-4ED4-BB2B-696F42F826C6}","{089B0DA2-7AF0-4465-9871-69569E746680}","{089B0DA2-7AF0-4465-9871-69569E746680}_","N-S","PRESERVATION PARK WAY","12th","13th","East","PRESERVATION PARK WAY from 12th to 13th , East","0.0","0.0","No Parking","0.0",,,,,,,,,,,"235.782172505","","",
"MULTILINESTRING ((-122.26723375851469 37.80573624091731, -122.26683310060812 37.805583716480534))","133092","{6ED3A96D-E706-4C31-9257-4971EC792104}","{BA8EBF45-C59F-46EE-BF3C-AE357EAF57CB}","{BA8EBF45-C59F-46EE-BF3C-AE357EAF57CB}_4","E-W","17th","HARRISON","WEBSTER","North","17th from HARRISON to WEBSTER , North","11.0","5.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"128.385012548","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2643092399932 37.80570512106277, -122.26464515163241 37.80517294101379))","133129","{35CC2980-816A-4F1F-B80D-358EBF56BB22}","{839069A8-F5EB-4CF8-8477-4308C9D8E81D}","{839069A8-F5EB-4CF8-8477-4308C9D8E81D}_1","N-S","ALICE","17th","19th","East","ALICE from 17th to 19th , East","8.0","8.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"216.721600271","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26329304524995 37.80545779479718, -122.26413049069183 37.80578779544003))","133130","{B5364370-0A78-4D10-9B4C-0EA9CF52F214}","{05A18B51-B374-4A08-A0AC-76DF8A42F284}","{05A18B51-B374-4A08-A0AC-76DF8A42F284}_2","E-W","19th","ALICE","JACKSON","South","19th from ALICE to JACKSON , South","11.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"270.136178563","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2775962951359 37.80520826072316, -122.27719471406789 37.80585066227109, -122.27719316537235 37.80585005259403))","133136","{53E8278F-028A-4EE4-9FAC-64076480C71A}","{2F56B7A5-8CDD-44C1-A495-50850E786999}","{2F56B7A5-8CDD-44C1-A495-50850E786999}_","N-S","PRESERVATION PARK WAY","13th","12th","West","PRESERVATION PARK WAY from 13th to 12th , West","9.0","9.0","Unmarked","0.0",,,,,,,,,,,"261.604020494","","",
"MULTILINESTRING ((-122.26240477967305 37.80534127166695, -122.26267246928525 37.80576495157283))","133139","{B7401BEB-9FC0-48DA-AF42-D973DCC524EC}","{1D212A4B-EFFB-489E-B977-AD779DD3EFED}","{1D212A4B-EFFB-489E-B977-AD779DD3EFED}_2","N-S","LAKESIDE","JACKSON","MADISON","West","LAKESIDE from JACKSON to MADISON , West","8.0","8.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"172.570705951","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26477079907527 37.80528050938538, -122.26443174131602 37.80581767265828))","133153","{2C420348-6AAF-49B4-BF8C-10E08552D7F4}","{D88A0B1C-ECE0-4824-BD1F-7D83C801818C}","{D88A0B1C-ECE0-4824-BD1F-7D83C801818C}_2","N-S","ALICE","19th","17th","West","ALICE from 19th to 17th , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"218.750967326","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26307535245785 37.80563588295623, -122.26292178416034 37.80587723852995))","133201","{C7DE96EA-25A4-4244-A369-5B878F5BADF7}","{7C86314B-5967-4A5D-92C6-A171ABFD2B8F}","{7C86314B-5967-4A5D-92C6-A171ABFD2B8F}_2","N-S","JACKSON","LAKESIDE","19th","West","JACKSON from LAKESIDE to 19th , West","5.0","5.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"98.4469838335","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2640401990612 37.805905524234625, -122.26313159817646 37.805547483942256))","133203","{F788097C-2EC6-4928-932A-7D096A6EB924}","{F77CB0D7-F1BC-4840-BCAD-55AF74894E35}","{F77CB0D7-F1BC-4840-BCAD-55AF74894E35}_1","E-W","19th","JACKSON","ALICE","North","19th from JACKSON to ALICE , North","8.0","8.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"293.088646434","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27065349208773 37.805325743367824, -122.27060913537031 37.80565067594772))","133223","{BCACC8C6-EBFE-4B4A-A4B0-104799B9E232}","{1F603413-0D42-441E-8D08-049808CA682B}","{1F603413-0D42-441E-8D08-049808CA682B}_3","N-S","TELEGRAPH","16th","BROADWAY","West","TELEGRAPH from 16th to BROADWAY , West","5.0","0.0","No Parking","3.0",,,,,,,,,,,"119.007469142","","",
"MULTILINESTRING ((-122.26872353977788 37.80570309312948, -122.26897229438437 37.80530603010641))","133244","{5DA9C4B6-C2DA-4C47-81E3-02FADF85386D}","{3506A162-6450-41DC-885F-BCDC02E5E3B4}","{3506A162-6450-41DC-885F-BCDC02E5E3B4}_5","N-S","FRANKLIN","15th","17th","East","FRANKLIN from 15th to 17th , East","19.0","7.0","Meter","5.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"161.456021144","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2674653980938 37.805674566177636, -122.26797858643023 37.80588629672071))","133245","{574E23B1-CD8F-4438-9766-EC84403F0BF3}","{CFAB613D-5D95-4416-A18B-0CB38CBE6C02}","{CFAB613D-5D95-4416-A18B-0CB38CBE6C02}_3","E-W","17th","FRANKLIN","WEBSTER","South","17th from FRANKLIN to WEBSTER ST , South","14.0","8.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"167.108074826","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27601648276575 37.80595841083097, -122.27613929373781 37.805767264474675))","133257","{495F2AE9-C124-4079-B77E-621F725C4B88}","{2B863CF7-32E7-4EA7-B0F8-8B8AF85BDBE7}","{2B863CF7-32E7-4EA7-B0F8-8B8AF85BDBE7}_3","N-S","MLK JR WAY","13th","14th","East","MLK JR WAY from 13th to 14th , East","5.0","0.0","No Parking","3.0",,,,,,,,,,,"78.1224997876","","",
"MULTILINESTRING ((-122.26933974504743 37.805027976597565, -122.26871517349359 37.80602492620939))","133269","{E04EDCDF-EB21-4FB4-9AB9-B3A8607B07D6}","{C0F86A95-E972-48C5-8818-18444C61EA64}","{C0F86A95-E972-48C5-8818-18444C61EA64}_2","N-S","FRANKLIN","17th","15th","West","FRANKLIN from 17th to 15th , West","16.0","15.0","Meter","2.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"405.384791507","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27643382664924 37.80562419990221, -122.27615403451254 37.80604963870263))","133280","{6D0D3128-D295-4CB1-B27C-91B9A595BAD0}","{3FDC7B25-72E8-4888-8FF0-EF3CDB25955E}","{3FDC7B25-72E8-4888-8FF0-EF3CDB25955E}_3","N-S","MLK JR WAY","14th","13th","West","MLK JR WAY from 14th to 13th , West","8.0","7.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"174.733078945","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.268401984304 37.806215738684976, -122.26751572819028 37.80585008877146))","133290","{9BBF685C-8BD0-4575-8D4A-7D54E82CCF90}","{40ECDB73-3517-468A-9FB4-FC64B66C5250}","{40ECDB73-3517-468A-9FB4-FC64B66C5250}_2","E-W","17th","WEBSTER","FRANKLIN","North","17th from WEBSTER to FRANKLIN , North","12.0","12.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"288.588245314","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26565246995078 37.805911251256965, -122.26598470013329 37.805373489111055))","133314","{147E5271-24C0-477B-B223-BD9E08FAB134}","{17A65B73-B4CD-4D50-B0F9-AD410FE08CE9}","{17A65B73-B4CD-4D50-B0F9-AD410FE08CE9}_2","N-S","HARRISON","17th","19th","East","HARRISON from 17th to 19th , East","14.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"218.070571035","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26446609887233 37.80592053529442, -122.26526784500146 37.80623898445792))","133315","{8AD08681-167B-44E2-9BD1-77299CF8A595}","{2F02D4BF-EA04-42DB-8B76-C8A5EE8E8ECC}","{2F02D4BF-EA04-42DB-8B76-C8A5EE8E8ECC}_2","E-W","19th","HARRISON","ALICE","South","19th from HARRISON to ALICE , South","13.0","13.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"259.028141602","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26613737610451 37.805438321372044, -122.26564012061357 37.80624319888299))","133335","{4DA613F3-C0FA-4135-828D-C921DD3D2BEF}","{E9932C39-030A-49DA-85C7-8B0003F31511}","{E9932C39-030A-49DA-85C7-8B0003F31511}_2","N-S","HARRISON",,,"West","HARRISON from   to   , West","9.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"326.389813023","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27149164188886 37.806326699468876, -122.27103015250034 37.80626022877944))","133339","{D73AA437-4250-4DE6-94FE-B1683AE69AB1}","{5AC39254-0802-4817-B1D9-6B7FF97FA8EF}","{5AC39254-0802-4817-B1D9-6B7FF97FA8EF}_5","E-W","16th","TELEGRAPH","SAN PABLO","North","16th from TELEGRAPH to SAN PABLO , North","7.0","3.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"135.503261991","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27476518652321 37.80588702739675, -122.27454578967375 37.80626699903774))","133340","{3572C4C6-BD13-4901-ACE7-5DCA04DCF919}","{BFF41D34-096D-4FEC-9F7E-072248DBE62E}","{BFF41D34-096D-4FEC-9F7E-072248DBE62E}_2","N-S","JEFFERSON","15th","14th","West","JEFFERSON from 15th to 14th , West","6.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"152.184235171","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26512812967262 37.80633704173766, -122.26438657163864 37.80604250029084))","133347","{1AB9FEF0-FEDA-4482-B00F-A4F5BA7E7684}","{62CEE28E-6E70-4C38-A753-19119CA9D112}","{62CEE28E-6E70-4C38-A753-19119CA9D112}_2","E-W","19th","ALICE","HARRISON","North","19th from ALICE to HARRISON , North","12.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"239.582071116","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26968387482457 37.806562873775306, -122.26986949311448 37.80626145252918))","133399","{1E388B3A-E941-480E-A4BC-DE767C09AB95}","{06887A89-D9E9-4944-BFC6-208D865F8010}","{06887A89-D9E9-4944-BFC6-208D865F8010}_8","N-S","BROADWAY","15th","17th","East","BROADWAY from 15th to 17th , East","13.0","0.0","Bus Stop","8.0",,,,,,,,,,,"122.154364711","","",
"MULTILINESTRING ((-122.26875083594113 37.80619936190025, -122.26891827743647 37.80626316738468))","133400","{273B0F36-792C-41FB-9777-55AE5430F61D}","{9D676657-0A15-447B-BF76-47C52610DCB4}","{9D676657-0A15-447B-BF76-47C52610DCB4}_4","E-W","17th","BROADWAY","FRANKLIN","South","17th from BROADWAY to FRANKLIN , South","8.0","2.0","Meter","4.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"53.6637947531","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27714011610601 37.806491971676266, -122.27758204605887 37.80581144916694, -122.27759057359056 37.805797785385074))","133408","{ABD39939-CE15-4F6D-8692-C8E36E439C01}","{EA70345C-A0E6-4CD0-82FA-1FF950D88A64}","{EA70345C-A0E6-4CD0-82FA-1FF950D88A64}_4","N-S","CASTRO","12th","14th","East","CASTRO from 12th to 14th , East","21.0","13.0","Unmarked","4.0",,,,,,,,,,,"284.303491212","","",
"MULTILINESTRING ((-122.27787224501478 37.805636419740516, -122.27770059852351 37.80591620500933, -122.27769999036408 37.80591717736885, -122.27724308295608 37.80663291992074))","133430","{F7F5AAAC-F2EF-468C-8F03-20F994ACFC31}","{26C74341-E0F3-4B40-92CC-A16D2EF28FA0}","{26C74341-E0F3-4B40-92CC-A16D2EF28FA0}_","N-S","CASTRO","14th","12th","West","CASTRO from 14th to 12th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"405.840108544","","",
"MULTILINESTRING ((-122.27258280606864 37.80662301205891, -122.27210801185642 37.8064461503981))","133435","{3310B101-63B3-4C7D-91A6-43EBDDE3E899}","{24638C71-F9DC-4D1E-9F74-CAB5B44E6356}","{24638C71-F9DC-4D1E-9F74-CAB5B44E6356}_1","E-W","16th","SAN PABLO","CLAY","North","16th from SAN PABLO to CLAY , North","6.0","6.0","City Vehicles Only","1.0",,,,,,,,,,,"151.532825041","","",
"MULTILINESTRING ((-122.26945180825481 37.806625578022704, -122.26914095220096 37.80650476806234))","133451","{FCD95668-E358-4274-9086-D2BB72F5B74F}","{996995E8-03A3-492C-99D6-DE2D1F208225}","{996995E8-03A3-492C-99D6-DE2D1F208225}_4","E-W","17th","FRANKLIN","BROADWAY","North","17th from FRANKLIN to BROADWAY , North","13.0","6.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"100.000959992","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26983974959433 37.80662252642034, -122.27012388671872 37.806729590618026, -122.27020557771402 37.806744313538886))","133481","{06E433DD-C3F1-4CDC-871B-4C7ED3A8EBCD}","{D7FAFAB1-310F-48F9-9B37-A48AC4725E67}","{D7FAFAB1-310F-48F9-9B37-A48AC4725E67}_","E-W","17th","TELEGRAPH","BROADWAY","South","17th from TELEGRAPH to BROADWAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"115.075251117","","",
"MULTILINESTRING ((-122.26662423158045 37.80670924021561, -122.26723375851469 37.80573624091731))","133485","{C98B03FF-73FC-4C06-B7A8-D32AFCC419C5}","{8A545D9B-27BD-49EB-9EC0-10A847F73586}","{8A545D9B-27BD-49EB-9EC0-10A847F73586}_1","N-S","WEBSTER","17th","19th","East","WEBSTER from 17th to 19th , East","14.0","14.0","Meter","1.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"395.640132941","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26564453441881 37.80638752972498, -122.26659375918038 37.8067578831238))","133486","{5A11BB78-C448-41DB-A4D6-77BCA0E462C4}","{0611CA10-C344-489C-9627-29314AC6769B}","{0611CA10-C344-489C-9627-29314AC6769B}_1","E-W","19th","WEBSTER ST","HARRISON","South","19th from WEBSTER ST to HARRISON , South","10.0","10.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"305.593853915","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27052778184688 37.806187867562365, -122.27047938650244 37.806372998279855))","133493","{B732A42A-7CA8-4941-9DF8-883BE141B742}","{CA4F1A93-1B74-4930-8EC5-291567485777}","{CA4F1A93-1B74-4930-8EC5-291567485777}_5","N-S","TELEGRAPH","17th","16th","West","TELEGRAPH from 17th to 16th , West","6.0","0.0","No Parking","5.0",,,,,,,,,,,"68.8450632311","","",
"MULTILINESTRING ((-122.2755310444402 37.80674197686049, -122.27579588454859 37.80630740056119))","133511","{7A9AF9DC-DAF8-4205-BA2F-D8856D29F9FA}","{74B016D2-84F6-45E9-9A2A-F2862E6003F8}","{74B016D2-84F6-45E9-9A2A-F2862E6003F8}_2","N-S","MLK JR WAY","14th","15th","East","MLK JR WAY from 14th to 15th , East","6.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"175.766264109","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27460004203573 37.80644009281462, -122.27505530192137 37.80662124492739))","133512","{211EEF4E-CF52-45A0-8968-BB9D116F1D7E}","{13BB0B6C-4D1C-4DCF-BE76-20671B13284A}","{13BB0B6C-4D1C-4DCF-BE76-20671B13284A}_3","E-W","15th","MLK JR WAY","JEFFERSON","South","15th from MLK JR WAY to JEFFERSON , South","8.0","4.0","Unmarked","3.0",,,,,,,,,,,"147.137729691","","",
"MULTILINESTRING ((-122.26734927440253 37.80586033753253, -122.26681861413836 37.806707440664525))","133521","{988B4631-593A-4B1D-BED1-A4CE9DF53B31}","{253484DB-5A94-4358-B939-3ADE592D0C17}","{253484DB-5A94-4358-B939-3ADE592D0C17}_3","N-S","WEBSTER","19th","17th","West","WEBSTER from 19th to 17th , West","14.0","13.0","Meter","3.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"344.448275095","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27596707392831 37.80634192129127, -122.27570868794676 37.80676590756267))","133535","{CCE23D43-F2EF-4CAA-BB9A-8E76A65144BB}","{F9DE5D93-19EE-435E-B8BC-61F58B13F1FD}","{F9DE5D93-19EE-435E-B8BC-61F58B13F1FD}_2","N-S","MLK JR WAY","15th","14th","West","MLK JR WAY from 15th to 14th , West","9.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"171.48302711","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27017065031747 37.80687882187719, -122.27007622929624 37.80686180580557, -122.27006580075414 37.80685937138914, -122.27005827466868 37.80685687238607, -122.2697629346544 37.80674558397973))","133543","{C818D6EF-926F-4717-B76B-478A0569F806}","{76DCA4B8-963E-4A76-9800-94EBB624E28A}","{76DCA4B8-963E-4A76-9800-94EBB624E28A}_","E-W","17th","BROADWAY","TELEGRAPH","North","17th from BROADWAY to TELEGRAPH , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"127.927223316","","",
"MULTILINESTRING ((-122.26638040530887 37.80682765122619, -122.2659899427866 37.80667530741292))","133544","{E9C51CC7-29AF-48AE-9380-7FC867F53841}","{2D663D77-8FA4-408E-9C6A-EB36FD930728}","{2D663D77-8FA4-408E-9C6A-EB36FD930728}_4","E-W","19th","HARRISON","WEBSTER","North","19th from HARRISON to WEBSTER , North","7.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"125.705338138","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27542124476265 37.80692046031208, -122.27439940304214 37.80651386372003))","133566","{F08D1BCE-D8B9-4829-8FDE-CAABE6BF69B9}","{BD6D5A4F-C7BC-4541-9ABC-92C01DD19CDB}","{BD6D5A4F-C7BC-4541-9ABC-92C01DD19CDB}_","E-W","15th","JEFFERSON","MLK JR WAY","North","15th from JEFFERSON to MLK JR WAY , North","13.0","13.0","Meter","0.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"330.252900694","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27323326131594 37.806723516906075, -122.27366497296586 37.806894050342514))","133596","{669DD0E7-739A-494A-9C7A-F8BA0E9EBA8E}","{51A234AF-A43F-4428-826C-DBEC3C3DD262}","{51A234AF-A43F-4428-826C-DBEC3C3DD262}_3","E-W","16th","JEFFERSON","CLAY","South","16th from JEFFERSON to CLAY , South","6.0","0.0","No Parking","3.0",,,,,,,,,,,"139.323413829","","",
"MULTILINESTRING ((-122.27237278759146 37.80709526099788, -122.27264089248297 37.8066446491587))","133610","{C7C7C812-8633-47DA-BE3A-A1A7D7106700}","{DCB81829-CC4E-471A-A62A-6E7AEC9BE4EE}","{DCB81829-CC4E-471A-A62A-6E7AEC9BE4EE}_","N-S","CLAY","16th","17th","East","CLAY from 16th to 17th , East","0.0","0.0","No Parking","0.0",,,,,,,,,,,"181.441265545","","",
