"company_name","address","swam_type","swam_cert","expiration_date","designation","vendor","contact_name","email","contact_numbers","nigp_code_1","nigp_code_2","nigp_code_3","nigp_code_4","nigp_code_5","nigp_code_6","nigp_code_7","nigp_code_8","nigp_code_9","nigp_code_10","nigp_code_11","nigp_code_12"
"GERE CONSULTING ASSOCIATES","8 HORSE PEN ROAD NEWPORT NEWS 23602","WS","698819","6/15/2018","Micro-Business","103948","ANNE-LISE GERE","ANNELISE.GERE@GMAIL.COM","(P) (757)240-4402 / (F)","95200 COMPENSATION / SALARY","95200 SALARY ANALYSIS","95200 SALARY SURVEY","95200 COMPENSATION POLICY","95200 JOB DESCRIPTIONS","95200 HR AUDIT","95200 COMPLIANCE","95200 PERFORMANCE MANAGEMENT","95200 EMPLOYEE ENGAGEMENT",,,
"Integrity Staffing Services, Inc.","615 Lynnhaven Parkway, Suite 201 Virginia Beach 23452","WS","650316","3/13/2018",,"32981","Brayn D.  Hartley","dhartley@integritystaffing.net","(P) 757-420-0355 / (F) 757-420-0502","96269 PERSONNEL SERVICES TEMPORARY","96162 PERSONNEL SERVICES (NOT EMPLOYMENT)",,,,,,,,,,
"Clearances Unlimited LLC","10 High Ridge Drive Stafford 22554","MS","653304","6/2/2019","Service Disabled Veteran Owned","102456","Ozzy Ramos","oramos@cuclear.com","(P) (540) 720-6500 / (F) (540) 720-6543","94636 Credit investigations","94874 Psychological assessments","95207 Drug testing","96130 Background investigations","96162 Personnel services (not employment)",,,,,,,
"Williams Windows and Glass; dba Windows, Glass, and Glazing","608 Summer Court Highland Springs 23075","MS","686558","10/9/2018","Micro-Business","102834","Van Williams","williamswindowandglass@yahoo.com","(P) (804) 859-3753 / (F) (804) 326-0748","6057 Windows and Glass Services","15079 Storm Doors and Windows","15077 Sliding and Rolling Doors","15072 Screen Doors and Window Screens Aluminum Frame","15021 Doors, Aluminum and Glass, All Types","44056 Plate Glass","44073 Thermo Glass (insulated)","44050 Mirror Glass","44077 Window Glass","44000 Glass and Glazing Supplies","44005 Bullet Proof Glass",
"Boutique She-She LLC","22 S. King Street Hampton 23669","MS","679119","6/4/2018","Micro-Business","99423","Betty Nealy Lewis","boutiqueshe_she@verizon.net","(P) 727-0072 / (F)","3743 Gifts","19500 Jewelry","20151 Hosiery and socks","20113 Aprons, bibs, smocks","20100 Clothing","80040 Flip flops","Business Address: P.O. Box 555, Hampton, VA 23669",,,,,
"YORK RIVER ELECTRIC, INC","108 PRODUCTION DR YORKTOWN 23693","MS","6298","9/17/2017",,"32589","CATHERINE  MCQUADE","CMCQUADE@YORKRIVERELECTRIC.COM","(P) (757)369-3673 / (F) (757)369-3680","91200 CONSTRUCTION SERVICES, GENERAL","91438 ELECTRICAL","91450 HVAC","91468 PLUMBING","91473 ROOFING",,,,,,,
"B & C CUSTOM CANVAS, INC dba B & C CUSTOM CANVAS, INC","16 Hampshire Dr Hampton 23669","WS","685804","5/20/2019",,"103083","Christine Griffin","BCCUSTOMCANVAS@AOL.COM","(P) (757) 870-0089 / (F) (757) 722-2248","26500 UPHOLSTERY","26538 UPHOLSTERY","26546  UPHOLSTERY","32544 MARINE PRODUCTS","61521 CHAIR CUSHIONS ALL TYPES","92891 UPHOLSTERY","93678 CANVAS ITEMS","93688 UPHOLSTERY","95951 MARINE EQIPMENT & REPAIR","99817 BOATS & MARINE EQUIPMENT",,
"Taylor Enterprises, LLC","2462 W. Pembroke Ave. Hampton 23661","MS","4156","3/20/2017",,"47837","Ronald Taylor","rtaylor@taylorenterprisesllc.com","(P) (757) 723-5151 / (F) (757) 723-6711","91054 PAINTING, MAINTENANCE & REPAIR SERVICES","96221 CLEANING SERVICES, STEAM AND PRESSURE","90900 BUILDING CONSTRUCTION SERVICES, NEW","90924 BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL","90923 BUILDING CONSTRUCTION, RESIDENTIAL (APARTMENTS, ETC.)",,,,,,,
"ARTI INCORPORATED","50 WEST QUEENS WAY SUITE 1010 HAMPTON 23669","MS","668353","8/21/2017","Veteran Owned","104578","ROBERT M. HOLMES JR.","robert.holmes@artiinc.com","(P) (757)224-4590 / (F) (757)224-4592","91838 EDUCATION AND TRAINING CONSULTING","92416 COURSE DEVELOPMENT SERVICES INSTRUCTIONAL TRAINING","92474 SPECIAL EDUCATION","92435 IN SERVICE TRAINING (FOR EMPLOYEES)","20969 PROJECT MANAGEMENT","91806 ADMINISTRATIVE CONSULTING","91830 COMPUTER NETWORK CONSULTING","20894 WORD PROCESSING, TEXT EDITORS, SPELL CHECKERS","20867 PROGRAMMING: BASIC, ASSEMBLER, COMPUTER ASSISTED SOFTWARE ENGINEERS TOOLS (CASE) LIBRARIES","20928 COMMUNICATIONS NETWORKING, LINKING","95816 BUSINESS MANAGEMENT SERVICES",
"Creative Insurance Concepts, Inc.","8012 Midlothian Turnpike, Suite 202 North Chesterfield 23235","MS","5379","7/23/2019","Micro-Business","98233","Charlene J. Reynolds","cjreynolds@creativeic.com","(P) (804) 674-8330 / (F) (804) 674-8332","95300 INSURANCE","91869 INSURANCE CONSULTING SERVICES","95861 INSURANCE AND RISK MANAGEMENT SERVICES","92024 DATA CONVERSION SERVICES","92021 DATA ENTRY SERVICES","92022 DATA PREPARATION AND PROCESSING SERVICES","95882 RECORDS MANAGEMENT SERVICES","91875 MANAGEMENT CONSULTING","94633 COLLECTION SERVICES","96671  PAPER CUTTING, DRILLING, FOLDING, PUNCHING, SHREDDING, TRIMMING, ETC.",,
"Basic Construction Company, LLC","538 Oyster Point Road Newport News 23602","S","8426","8/26/2017",,"224","Lawrence O.  Myers","lawrence.myers@basicconstructionco.com","(P) (757) 249-3789 / (F) (757) 249-2229","91327 ROAD CONSTRUCTION/REPAVING SITE, UTILITY INSTALLATION AND ASPHALT/STONE SALES","91395 PAVING/RESURFACING, HIGHWAY AND ROAD","74500 ROAD AND HIGHWAY BUILDING MATERIALS (ASPHALTIC)",,,,,,,,,
"SUMMIT BUSINESS ASSOCIATES, INC","577 SOUTHLAKE BLVD RICHMOND 23236","S","661256","9/13/2019",,"86206","DAVE LINDSAY","DLINDSAY@SUMMITBIZ.NET","(P) (804) 379-8990 / (F) (804) 379-9949","20600 IBM BUSINESS PARTNER","91829 IBM SOFTWARE","91828 IBM HARDWARE","92047 SERVICES","91830 NETWORKING","92007 COMPUTER SOFTWARE",,,,,,
"Environ-Civil Engineering, Ltd.","10176 Baltimore National Pike #215 Ellicot City 21042-3652","MS","626583","4/13/2019",,"95341","Mufutau Yomi Osoba, P.E.","osobamy@ece-ltd.com","(P) 410-461-6451 / (F) 410-461-6454","958 Construction management services","918 Consulting (engineering and environmental consulting services)",,,,,,,,,,
"THEODORE K FORD dba QUALITY EVENTS STAFF","2847 COLCHESTER CRES NORFOLK 23504","MS","709845","2/21/2017",,"69842","THEODORE K. FORD","TKFORD26@YAHOO.COM","(P) (757)439-3583 / (F) (757)627-4483","99046 ABC CONTROL SECURITY",,,,,,,,,,,
"FASTSIGNS","5444 VIRGINIA BEACH BLVD VIRGINIA BEACH 23462","S","672045","3/4/2018",,"HCS","ROGER NOACK","OWEN.LITTLEWOOD@FASTSIGNS.COM","(P) (757)499-3344 / (F) (757)473-9698","80100 SIGNS",,,,,,,,,,,
"Rouse-Sirine Associates, Ltd.","333 Office Square Lane Virginia Beach 23462","S","647717","6/17/2017","Micro-Business","103079","Vickie Weddle","vweddle@rouse-sirine.com","(P) (757) 490-2308 / (F) (757) 499-9136","92586 SURVEYOR SERVICES, LAND","92586 SURVEYING SERVICES (NOT AERIAL OR RESEARCH)","91889 REAL ESTATE/LAND CONSULTING","96252 MAPPING SERVICES",,,,,,,,
"SERVICE ELECTRIC CORPORATION OF VA","P. O. BOX 14004 CHESAPEAKE 23325","WS","661318","6/24/2017",,,"JUDITH E. WALSH","JWALSH@SERVELECCORP.COM","(P) (757)543-1340 / (F) (757)543-1142","91438 ELECTRICAL","91232 NEW STREET LIGHTING","91260 MAINT & REPAIR ST. LIGHTING","93153 LIGHTING FIXTURES-MAINT. & REPAIR","98854 LIGHTING SERVICES-PARKS, ATH.FIELDS, PARKING LOTS","96882 TRAFFIC SIGNAL INSTALLATION","96883 TRAFFIC SIGNAL-MAINT & REPAIR","55763 SIGNAGE - DESTINATION/ROUTE",,,,
"Turf & Garden, Inc.","Post Office Box 1326 Chesapeake 23327","S","657230","12/7/2019",,"2428","David Rhodes","DRHODES@TURFANDGARDENINC.COM","(P) 757-543-2071 / (F) 757-543-8873","79020 Grass seed","72090 Well pumps","79050 Sod grass","67540 Insecticides and fungicides dry","67545 Insecticides and fungicides wet","59530 Fountains, statues","67017 Irrigation supplies and parts","51545 Lawn mowers power heavy duty","51555 Lawn mowers power light duty","33540 Fertilizers and soil conditioners","2031 Fertilizer distributors dry",
"KPM Enterprises, Inc. dba Colonial Office Equipment","P. O. Box 2461 Williamsburg 23187","S","684139","10/7/2019",,"510","Klaus P. Marks","colonialoffice@verizon.net","(P) 229-5818 / (F) 229-5645","93959 OFFICE EQUIPMENT SALES & SERVICE",,,,,,,,,,,
"Parrish-Point","5137 Stratford Chase Drive Virginia Beach 23464","MS","674061","8/30/2019",,"99679","Jeff L. Parrish","jlp4dlp@verizon.net","(P) 615-4416 / (F)","925 Engineering services, professional (environmental services)",,,,,,,,,,,
"DELTA AUTOMATION INC.","2704 CHARLES CITY ROAD RICHMOND 23231","WS","5850","4/6/2018","Micro-Business","105609","MARGARETE D. CULLEY","PLC@DELTAAUTOMATION.COM","(P) (804)236-2800 / (F) (804)236-2900","28700 ELECTRONIC COMPONENTS, REPLACEMENT PARTS","69139 DRIVES, VARIABLE SPEED (AC, AC FLUX VECTOR, DC, EDDY CURRENT, MECHANICAL, VARIABLE SPEED PULLEYS, HYDROSTATIC SPEED VARIATOR)","69152 MOTORS (AC, DC, VECTOR DUTY, WASHDOWN, BRAKE, STAINLESS) (ALSO SEE CLASS 285)","28570 MOTORS AND PARTS, INTEGRAL H.P., SINGLE PHASE, ELECTRIC","28571 MOTORS AND PARTS, INTEGRAL H.P., THREE PHASE, ELECTRIC","28568 MOTORS AND PARTS, FRACTIONAL H.P. ELECTRIC","55935 DRIVE MOTORS AND ACCESSORIES","69000 POWER GENERATION EQUIPMENT, ACCESSORIES, AND SUPPLIES","69032 CONTROLS, PROGRAMMABLE","93937 ELECTRONIC EQUIPMENT MAINTENANCE AND REPAIR","28564 MOTOR CONTROLLERS, CONTACTORS, PUSH BUTTON STATIONS, RELAYS, SAFETY SWITCHES, STARTERS, COILS AND BRUSHES",
"WORK PROGRAM ARCHITECTS, INC.","208 E. PLUME STREET, STE. 2 NORFOLK 23510","WS","691819","7/3/2017","Micro-Business","101648","MEL PRICE","MEL@WPARCH.COM","(P) (757)472-9342 / (F)","906 ARCHITECTURAL SERVICES",,,,,,,,,,,
"Multi-Print Inc. dba Multi-Print, Inc.","911 G Street Hampton 23661","S","661811","9/6/2019",,"1603","Billy Hannah","bhannah@multiprintinc.com","(P) 244-6800 / (F) 247-9431","96600 COMMERCIAL PRINTING",,,,,,,,,,,
"PERFORMANCE FLOORS INC.","403 RIVERS BEND COURT CHESTER 23836","S","666845","3/20/2017","Micro-Business","HCS","WAYNE. D. JOYCE","WJOYCE02@COMCAST.NET","(P) (804)691-1880 / (F) (804)530-3730","36021 WOOD FLOORING CONTRACTOR","91025 FLOOR REFINISHING REPAIR","92100 CONSTRUCTION SERVICES",,,,,,,,,
"Crest Foodservice Equipment Co., Inc.","P. O. Box 3367 Virginia Beach 23454","WS","10527","5/2/2017",,"94203","Robin Richardson","rrichardson@cresteq.com","(P) 623-8900 / (F) 491-7006","16500 Selling kitchen equipment & small wares, designing & supplying kitchens",,,,,,,,,,,
"Secured Network Solutions, Inc. dba Global Underground Solutions","1119 Executive Boulevard, Suite A Chesapeake 23320","MS","665275","12/4/2016",,"84749","Craig Rentz","arivera@teamsns.com","(P) 757-819-7647 / (F) 757-819-7731","90684 Telecommunications systems (telephone, radio, etc.) - architectural","28029 Communications cable","91895 Telecommunications consulting","20827 Communications: networking, linking, etc.","20868 Project management","28796 Wire and cable, electronic: audio, coaxial, hook-up, lead-in, etc.","83829 Fiber optics cables, interconnecting components, and accessories",,,,,
"Virginia Integrated Communication, Inc.","5361 Cleveland Street Virginia Beach 23462","S","6782","9/13/2019",,"44275","Patti Williamson","pwilliamson@vicom-corp.com","(P) (757 490-7777 / (F) (757) 499-3394","72600 VIDEOCONFERENCING/TELEPHONE SYSTEMS SALES & SERVICE",,,,,,,,,,,
"PENINSULA CLEANING SERVICE INC","12610 PATRICK HENRY DRIVE SUITE A NEWPORT NEWS 23602","MS","648760","1/14/2018",,,"KELVIN COPELAND","KCOPELAND@PENINSULACLEANING.COM","(P) (757)833-1603 / (F) (757)833-1604","1039 JANITORIAL/FLOOR CARE",,,,,,,,,,,
"ENVELOPES ONLY, INCORPORATED dba ENVELOPES ONLY, PLUS","133 ROXBURY INDUSTRIAL CENTER CHARLES CITY 23030","WS","7163","2/3/2018",,"HCS","DANIEL BUTLER","DBUTLER@ENVELOPESONLY.COM","(P) (804)966-5479 / (F) (804)966-5496","31000 ENVELOPES","39500 FORMS","96600 PRINTED MATERIAL - ALL LINES",,,,,,,,,
"APPLE DOOR OF WILLIAMSBURG, INC. DBA APPLE DOOR SYSTEMS","1625 MERRIMAC TRAIL WILLIAMBURG 23185","S","690787","5/5/2018",,,"ROBERT HEATH","ROBERT@APPLEDOOR.COM","(P) (757)229-4118 / (F) (757)229-3501","15055 GARAGE DOORS/SERVICE & INSTALLATIONS","15021 ALUMINUM GLASS DOORS","74012 COLD STORAGE DOORS","15077 SLIDING DOORS","15078 SLIDING DOORS","15079 STORM DOORS & WINDOWS","15089 WAREHOUSE TYPE DOORS","34052 FUSIBLE LINKS, FIRE DOORS",,,,
"DESIGN ELECTRIC, INC.","49 Wilshire Court Fishersville 22939","S","655189","5/8/2017",,"80080","ERIC SWEENEY","esweeney@designelectricinc.com","(P) 804-774-0751 / (F)","91438 ELECTRICAL CONSTRUCTION",,,,,,,,,,,
"BOARD SPORTS ETC, LLC","609 FAIRFAX WAY WILLIAMSBURG 23185","MS","692657","7/30/2018","Micro-Business",,"CHERRY ROSE","EELSNOT@HOTMAIL.COM","(P) (757)713-1436 / (F) (757)941-8157","40524 EELSNOT BOARD THERAPY",,,,,,,,,,,
"AUTOMATIC SPECIALTIES,INC","503 LONDON BRIDGE RD. VIRGINIA BEACH 23454","S","675755","3/12/2018","Micro-Business","49734","MICHAEL LIVINGSTON","MLPUNGO@YAHOO.COM","(P) (757)498-0133 / (F) (757)351-2074","92885 TRANSMISSION/DRIVELINE REPAIR/OVERHAUL","06042    40536    55775    55778",,,,,,,,,,
"OVERLORD SERVICES, LLC","1238 GATEWOOD ROAD NEWPORT NEWS 23601","WS","700438","6/4/2018",,"102884","HELEN SIMONS","OVERLORD44@VERIZON.NET","(P) (757) 508-0847","96145 INSPECTIONS OF ELEVATORS, ESCALATORS, MOVING WALKS, ETC","91839 ELEVATOR/ESCALATOR/MOVING WALKS CONSULTING SERVICES","29500 ELEVATORS, ESCALATORS, MOVING WALKS (BUILDING TYPE)","96100 MISCELLANEOUS SERVICES, NO. 1",,,,,,,,
"Mac Mannes, Inc.","6400 Goldsboro Road, Suite 350 Bethesda 20817","S","699355","6/17/2018",,,"Patricia Schlesinger","pschlesinger@macmannes.com","(P) (202) 333-0900 / (F) (202) 537-1939","53000 Luggage, brief cases, purses and related items.","3752 Novelties and promotional products","20000 Clothing, athletic, casual, dress, uniform and clothing accessories.","8000 Badges, emblems, nametags and plates, jewelry, etc.","35010 Banner, pennants and decorative fans, drapes and pull downs","3700 Amusement, decorations, entertainment, toys, etc.","62000 Office supplies, erasers, inks, leads, pens, pencils, etc.","80515 Athletic awards, medals, plaques, trophies, etc.","NOTE: LOCAL CONTACT INFO:  Donna Carsey, 5101 Cleveland Street, Suite 300, VA Beach, VA 23462, Email: dcarsey@macmannes.com, Phone: 757-877-7575",,,
"PAINT SUPPLY CO., INC. DBA WOOD PAINT CO","2528 W. PEMBROKE AVE HAMPTON 23661","S","653081","9/19/2016",,"1757","HOWARD DELK","HDELK@PAINTSUPPLYCO.COM","(P) (757)247-6651 / (F) (757)247-7158","63000 PAINT & RELATED","63009 COATINGS MASONRY","63919 ZINC RICH","63050 PAINT DECK & FLOOR","63059 MARINE","63062 RUST PREVENTATIVE","63065 SWIM POOL PAINT","63082 SEALER & PRIMER","63084 STAIN & VARNISH","31530 COATING PROTECTIVE MASONRY","31540 COATINGS PROTECTIVE METAL",
"INTOPRINT TECHNOLOGIES, INC.","PO BOX 7428 ROANOKE 24019","S","7268","5/13/2017",,"HCS","MICHAEL HARTER","MHARTER@INTOPRINT.COM","(P) (540)362-1226 / (F) (540)362-0703","PRINTING EQUIPMENT & SUPPLIES",,,,,,,,,,,
"Victoria  Carper dba Vickie Carper","415 Woodland Rd Hampton 23669","WS","690719","4/29/2017",,"95033","Vickie Carper","vcarper@verizon.net","(P) (757) 254-6457 / (F)","96546 GRAPHIC AND WEB DESIGN",,,,,,,,,,,
"GTT Enterprises","204 Rivers Bend Blvd., Suite A Chester 23836","MS","571","9/16/2019",,"92267","Gena Thompson-Burr","GENA@GTTENTERPRISES.NET","(P) (804) 530-1899 / (F) (804) 777-9401","96130 TEMPORARY STAFFING AGENCY","90656 LANDSCAPE ARCHITECTURE","91520 CALL CENTER SERVICES","91549 HIGH VOLUME, TELEPHONE CALL ANSWERING SERVICES","91580 TYPING AND WORD PROCESSING","91806 ADMINISTRATIVE CONSULTING","91873 LANDSCAPE CONSULTING","92021 DATA ENTRY SERVICES","96269 PERSONNEL SERVICES, TEMPORARY","98836 GROUNDS MAINTENANCE: MOWING, EDGING, PLANT (NOT TREE) TRIMMING, ETC.","96130 EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT)",
"OCEAN CONSTRUCTION SERVICES, INC","104 ARAGONA BOULEVARD VIRGINIA BEACH 23462","MS","667304","8/14/2017",,"105903","ANTHONY R. GOWER, SR.","shannon.rarey@ocsinc.us","(P) (757)493-8916 / (F) (757)493-8921","91075 DRYWALL & INSULATION CONTRACTORS",,,,,,,,,,,
"DESIGN ACCESSORIES, INC.  dba DESIGN MARKETING","6742 THIRLANE RD. ROANOKE 24019","WS","627058","2/25/2017",,"86024","CYNTHIA D. LAWRENCE","CLAWRENCE@DESIGNMTG.COM","(P)  (540)344-8958 / (F) (540)342-6073","8065 CUSTOM COMPUTER PROGRAMS","3752 ADVERTISING SPECIALTY PRODUCTS",,,,,,,,,,
"T Shirt Express and More LLC","60 WEST MERCURY BLVD. HAMPTON 23669","WS","689630","1/4/2017",,"HCS","CAROL DARBY","CAROL.TSHIRTEXPRESSANDMORE@GMAIL.COM","(P) (757)232-6098 / (F) (757)826-2450","20000 T SHIRTS","85092 TOWELS",,,,,,,,,,
"W T PATRICK & SONS INC","P O BOX 577","S","669446","1/21/2018",,,"Cary E. Patrick","cpatrick53@yahoo.com","(P) (757)722-2866 / (F) (757)722-9001",,"450 HARDWARE","445 HAND TOOLS, POWERED & NON POWERED","435 FUEL OIL, GREASE & LUBRICANTS","330 FENCING","3385 FERTILIZERS & SOIL CONDITIONERS","440 GLASS & GLAZING SUPPLIES","460 HOSE, ACCESSORIES & SUPPLIES","485 JANITORIAL SUPPLIES","515 LAWN MAINT. EQUIP & SUPPLIES","670 PLUMBING EQUIP & SUPPLIES",
"LOYOLA ENTERPRISES, INC.","2984 S Lynnhaven Road, Suite 101 Virginia Beach 23452","MS","1872","7/15/2019",,"1431","Benito Loyola","benito@loyola.com","(P) (757) 498-6118 / (F) (757) 498-6110","90740 ENGINEERING SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED)",,,,,,,,,,,
"MEADOWS CMPG, INC.","717 COLONIAL AVENUE NORFOLK 23507","MS","719319","4/8/2019",,,"KRISTIN LINDSEY","KLINDSEY@MEADOWSCMPG.COM","(P) (757) 727-0773 / (F) (757) 727-0481","91876 MARKETING CONSULTING","91806 ADMINISTRATIVE CONSULTING","91875 MANAGEMENT CONSULTING","91807 ADVERTISING CONSULTING","95816 BUSINESS MANAGEMENT SERVICES","96234 EVENT PLANNING SERVICES","91843 ENVIRONMENTAL CONSULTING","92551 HAZARDOUS WASTE ENGINEERING SERVICES","91238 REMEDIATION SERVICES, ENV. (INCL. REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION)","96200 MISCELLANEOUS SERVICES, NO. 2 (NOT OTHERWISE CLASSIFIED)",,
"KYLIE CHASE, INC. DBA: BATTERIES PLUS #218","3412 W. Mercury Blvd. Hampton 23666","MS","626956","8/1/2018","Micro-Business","67475","Kurt & Teresa Walker","bp217@batteriesplus.net","(P) 864-0315 / (F) 864-0318","6012 BATTERIES, STORAGE","20710 BATTERIES, COMPUTER AND PERIPHERAL","45006 BATTERIES, DRY CELL","71060 BATTERIES, HEARING AID","83823 BATTERIES, RADIO/COMMUNICATION","99815 BATTERIES, ALL TYPES","Owners have a Newport News and a Williamsburg location.",,,,,
"VIRTEXCO CORPORATION","977 NORFOLK SQUARE NORFOLK 23502","S","705724","3/17/2019",,"22869","SARAH CRISPIN","SCRISPIN@VIRTEXCO.COM","(P) (757)466-1114 / (F) (757)466-1115","90900 BUILDING CONSTRUCTION SERVICES, NEW","91000 BUILDING MAINTENANCE & REPAIR","91200 CONSTRUCTION SERVICES, GENERAL","91300 CONSTRUCTION SERVOCES, HEAVY","91400 CONSTRUCTION SERVICES, TRADE",,,,,,,
"TRINITY CONSTRUCTION SERVICES, INC. dba TRINITY CONSTRUCTION SERVICES, INC.","1132 Harmony Road Norfolk 23502","MS","653456","3/29/2016","Micro-Business","96362","Preston A. Thomas","dbrown@2pavers.com","(P) (757) 455-8660 / (F) (757) 466-5122","54548 MILLING","91394 PAVING/RESURFACING: PARKING LOT","91395 PAVING/RESURFACING: HWY & ROAD","91396 PAVING/RESURFACING: STREET",,,,,,,,
"BAY DIESEL CORPORATION","PO BOX 7009, PORTSMOUTH, VA   23707","S","665508","5/20/2017",,,"ROB ROBINS","ROB.ROBINS@BAYDIESEL.COM","(P) (757)485-0075 / (F) (757)275-7587","92941�DIESEL ENGINES, SERVICE & PARTS","94100  GENERATORS, SERVICE & PARTS","28539  ELECTRICAL GENERATORS","28567  ELECTRICAL SWITCHGEAR","69000  ELECTRICAL GENERATORS","69031  INTEGRATED CONTROLS",,,,,,
"Comfort Systems of Virginia, Inc.","919 Canal Drive Chesapeake 23323","WS","676629","2/10/2018",,"88354","Rhonda Bridgeman","rhonda@comfortsystemsva.com","(P) 558-6007 / (F) 558-0099","31 Air conditioning, heating, and ventilating equipment, parts and accessories (HVAC)","35 Aircraft and airport equipment, parts and supplies","150 Builder's supplies","559 Mass transportation - rail vehicle parts and accessories","820 Steam and hot water boilers and steam heating equipment","910 Building maintenance and repair services","914 Construction services trade (new construction)","998 Sale of surplus & obsolete items",,,,
"COMMERCIAL BUSINESS SYSTEMS, INC.","P O. BOX 465 MIDLOTHIAN 23113","S","6846","8/23/2019","Micro-Business","HCS","VALERIE O. LONG","VLONG@CBSVA.COM","(P) (804)379-0783 / (F) (804)379-2115","83988 TELEPHONE EQUIPMENT, SALES & SERVICE",,,,,,,,,,,
"Knowledge Information Solutions, Inc. (KIS)","2877 Guardian Lane, Suite 201 Virginia Beach 23452","MS","9388","12/5/2019",,"98123","Catherine H. Giordano","catherine.giordano@kisinc.net","(P) (757) 463-0033 / (F) (757) 463-3971","20400 COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS","20433 DRIVES COMPACT DISK (CD ROM)","20453 MICROCOMPUTERS DESKTOP OR TOWERBASED","20454 MICROCOMPUTERS HANDHELD , LAPTOP AND NOTEBOOK","20466 MICROCOMPUTERS MILTI-PROCESSOR","20460 MONITORS, COLOR AND MONOCHORME ( CGA, VGA, SVGA )","20477 PRINTERS LASER","60072 MULTI FUNCTION OFFICE MACHINES","902047 NETWORKING SERVICES","92047 SUPPORT SERVICES COMPUTER","92093 DATA RECOVERY SERVICES",
"JOSEPH HUDSON COUNSELING","1 GREAT OAK CIRCLE APT A-42 NEWPORT NEWS 23603","MS","705172","8/15/2019",,"103719","JOSEPH HUDSON","JHUDSON5353@YAHOO.COM","(P) (757)246-7090 / (F)","95200 COUNSELING SERVICES",,,,,,,,,,,
"Superior Global Solutions, Inc.","9048 Mahogany Drive Chesterfield 23832","MS","7066","9/7/2019","Micro-Business","105125","Sandra B. Sylvester","sandra@sgsinc.net","(P) (804) 794-3507 / (F) (804) 794-0402","71500 EDUCATIONAL PUBLICATIONS","91830 COMPUTER SYSTEMS DESIGN SVCS","20800 COMPUTER SOFTWARE",,,,,,,,,
"U.S. Flag and Signal Company","802 Fifth Street Portsmouth 23704","WS","660792","8/16/2019",,"67324","Ed Capps","ecapps@flagmaker.com","(P) 213-3419 / (F) 497-1819","25035 25035  FLAGS, COUNTY","35000 FLAG, FLAG POLES, BANNERS AND ACCESSORIES","35040 FLAGS, INTERNATIONAL AND SPECIAL OCCASION","35045 FLAGS, MUNICIPAL, SCHOOL, DEPARTMENTAL, AGENCY, ETC","35060 FLAGS, SAFETY AND WARNING (ANY COLOR)","35070 FLAGS, STATE AND U.S.: COTTON, NYLON, POLYESTER","35072 FLAGS, STATE AND U.S. (PRESENTATION): NYLON, RAYON",,,,,
"JEFF'S FLOWERS OF COURSE, INC.","300 ED WRIGHT LANE, SUITE E NEWPORT NEWS 23606","S","674582","5/4/2018","Micro-Business","HCS","PAGE  KREMP","PAGE@JEFFSFLOWERS.HRCOXMAIL.COM","(P) (757)930-8515 / (F) (757)930-4676","96139 FLORAL DESIGNING AND ARRANGING","23232 FLORAL ARRANGEMENTS, ARTIFICIAL","3734 DECORATIONS: CHRISTMAS, PARTY, ETC","96260 PARTY, HOLIDAY, AND EVENT DECORATING SERVICES","59528 FLOWERS, FRESH",,,,,,,
"Soil Horizons, LLC","300 Buford Road Williamsburg 23188","WS","671895","7/3/2017","Micro-Business","102534","Angela C. Whitehead","soilmapper@yahoo.com","(P) (804) 892-6678 / (F)","92685 & 92696 Soil, soil vapor, and groundwater sampling. Wetland delineations","91068 Septic tank maintenance and repair services (includes absorption/leach field construction)","92640 & 92652 Ecological services. Impact studies, environmental","92670 Permitting services, environmental.","92683 Site assessment, environmental.","90742 Geotechnical - Soils","92561 Land development and planning engineering.","90957 Land development and sub-division services.","96252 Mapping services (including cartography and surveying services, not aerial.)",,,
"S R Enterprises","Box 1417 Suffolk 23439","MS","663138","7/20/2018",,"102826","Michael Phillips","mphillips@srenterpris.com","(P) (757) 435-9555 / (F) (757) 686-1772","91240 demolition services","91483 Tile and marble work, all types","91025 Florring maintenance and repair to include refinishing and sealing ceramic, harwood, vinyl and carpet",,,,,,,,,
"Coastal Lighting & Supply dba Coastal Lighting & Supply","1020 Executive Blvd Chesapeake 23320","S","647868","9/12/2017","Micro-Business","105845","John C. Fisher, Jr.","johnfisher@coastallighting.com","(P) (757) 436-7595 / (F) (757) 436-7398","28552 LAMPS & BALLAST","26049 LAMPS","28545 LAMPS","28546 LAMPS","92508 AIRPORT LIGHTING","28551 LAMPS","55750 LAMPS","28506 BALLAST","55955 LAMPS LIGHTING","85544  LIGHTING DIMMERS","28556 LIGHTING FIXTURES",
