"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-005930","2001-06-25T05:44:02.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","8900",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.35","14.13","15.48","Y",,,,"Y","2001-06-25T06:01:49.000","2001-06-25T05:46:20.000",
"01-005932","2001-06-25T06:49:04.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","2206",,"HAMILTON PLACE","BLVD","Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8","2.78","5.1","7.88","Y","35.03867554832243","-85.15617133633818","POINT (-85.156171336338 35.038675548322)","Y","2001-06-25T07:00:59.000","2001-06-25T06:53:06.000","4"
"01-005969","2001-06-26T08:04:08.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2135",,"CHAPMAN","RD","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","1.95","10.05","12","Y","35.05795979708759","-85.18875077124655","POINT (-85.188750771247 35.057959797088)","Y","2001-06-26T08:17:40.000","2001-06-26T08:05:40.000","6"
"01-005973","2001-06-26T10:42:07.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8135",,"FOSTER","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","0.2","7.9","8.1","Y","34.99870047076373","-85.15123956001908","POINT (-85.151239560019 34.998700470764)","Y","2001-06-26T11:06:23.000","2001-06-26T10:58:17.000","4"
"01-005979","2001-06-26T14:04:41.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","100",,"RIVERFRONT","PKWY","Chattanooga","0","0","0","0","ENGINE 5","OUT","101","Station 1","0.73","13.95","14.68","Y","35.05608856017705","-85.31201788162228","POINT (-85.312017881622 35.056088560177)","Y","2001-06-26T14:19:41.000","2001-06-26T14:05:00.000","7"
"01-005983","2001-06-26T17:05:25.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","805",,"TROTTER","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.95","6.7","8.65","Y","35.14927183754546","-85.25454177520064","POINT (-85.254541775201 35.149271837545)","N","2001-06-26T17:15:42.000","2001-06-26T17:07:03.000","3"
"01-006003","2001-06-27T09:58:47.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","3217",,"ALTON PARK","BLVD","Chattanooga",,,,,"LADDER 1","OUT","1401","Station 14","3.15","4.68","7.83","Y","35.015943954245884","-85.31380394350471","POINT (-85.313803943505 35.015943954246)","N","2001-06-27T10:10:00.000","2001-06-27T10:02:10.000","7"
"01-006013","2001-06-27T15:10:31.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","0",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE17","OUT","1300","Station 13","0.97","8.9","9.87","Y",,,,"Y","2001-06-27T15:25:00.000","2001-06-27T15:15:08.000",
"01-006039","2001-06-28T09:18:16.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2100",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2002","Station 20","3.48","4.05","7.53","Y",,,,"Y","2001-06-28T09:27:01.000","2001-06-28T09:19:29.000",
"01-006060","2001-06-29T03:44:29.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1301",,"DALLAS","RD","Chattanooga",,,,,"ENGINE17","OUT","1201","Station 12","2.13","6.02","8.15","Y","35.07781294144418","-85.30197199764599","POINT (-85.301971997646 35.077812941444)","N","2001-06-29T03:54:36.000","2001-06-29T03:46:27.000","2"
"01-006064","2001-06-29T08:23:56.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","540",,"MCCALLIE","AVE","Chattanooga","0","0","0","0","ENGINE10","OUT","101","Station 1","1.85","8.37","10.22","Y","35.046489409587075","-85.30313536532331","POINT (-85.303135365323 35.046489409587)","Y","2001-06-29T08:34:52.000","2001-06-29T08:24:39.000","8"
"01-006073","2001-06-29T12:27:27.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","400",,"GEORGIA","AVE","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.12","7.55","9.67","Y","35.05216467080321","-85.3046185007652","POINT (-85.304618500765 35.052164670803)","Y","2001-06-29T12:59:30.000","2001-06-29T12:49:50.000","7"
"01-006082","2001-06-29T15:12:20.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5807",,"CASSANDRA SMITH","RD","Chattanooga","0","0","0","0","ENGINE 22","OUT","1901","Station 19","0.77","10.82","11.58","Y","35.1470104514448","-85.20648153620994","POINT (-85.20648153621 35.147010451445)","Y","2001-06-29T15:24:33.000","2001-06-29T15:12:58.000","3"
"01-006087","2001-06-29T17:20:43.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4020",,"HIXSON","PIKE","Chattanooga","0","0","0","0","ENGINE10","OUT","1601","Station 16","0.23","7.33","7.57","Y","35.11407628456276","-85.25894005737933","POINT (-85.258940057379 35.114076284563)","Y","2001-06-29T17:29:28.000","2001-06-29T17:21:54.000","2"
"01-006091","2001-06-29T19:03:39.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","100",,"NORTHGATE PARK","LN","Chattanooga",,,,,"LADDER3","OUT","1901","Station 19","1.63","5.38","7.02","Y",,,,"Y","2001-06-29T19:11:21.000","2001-06-29T19:04:20.000",
"01-006098","2001-06-29T21:29:59.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5600",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","1.6","7.62","9.22","Y",,,,"Y","2001-06-29T21:39:30.000","2001-06-29T21:30:17.000",
"01-006108","2001-06-30T02:25:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4110",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","1.83","6.8","8.63","Y","35.13204538714511","-85.30838655723447","POINT (-85.308386557234 35.132045387145)","Y","2001-06-30T02:34:08.000","2001-06-30T02:25:30.000","1"
"01-006109","2001-06-30T02:29:19.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","825",,"RUNYAN","DR","Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","2.35","9.62","11.97","Y","35.10068290141134","-85.32178540560146","POINT (-85.321785405601 35.100682901411)","Y","2001-06-30T02:41:53.000","2001-06-30T02:29:55.000","1"
"01-006112","2001-06-30T05:49:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1211",,"KATHYS","TRL","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","2.35","5.62","7.97","Y","35.05526729049352","-85.35326316908316","POINT (-85.353263169083 35.055267290494)","Y","2001-06-30T05:57:33.000","2001-06-30T05:49:35.000","1"
"01-006115","2001-06-30T06:39:55.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","4600",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.98","6.32","8.3","Y",,,,"Y","2001-06-30T06:48:35.000","2001-06-30T06:40:17.000",
"01-006118","2001-06-30T11:35:06.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5000",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","0.85","7.28","8.13","Y",,,,"Y","2001-06-30T11:44:38.000","2001-06-30T11:36:30.000",
"01-006120","2001-06-30T13:00:24.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","2453",,"LEANN","CIR","Chattanooga",,,,,"ENGINE 4","OUT","1503","Station 15","1.65","6.43","8.08","Y","35.05746227851065","-85.22778977225809","POINT (-85.227789772258 35.057462278511)","N","2001-06-30T13:09:29.000","2001-06-30T13:01:24.000","5"
"01-006120","2001-06-30T13:00:24.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","2453",,"LEANN","CIR","Chattanooga","0","0","0","0","ENGINE 15","IN","1503","Station 15","1.83","6.25","8.08","Y","35.05746227851065","-85.22778977225809","POINT (-85.227789772258 35.057462278511)","N","2001-06-30T13:09:29.000","2001-06-30T13:01:24.000","5"
"01-006124","2001-06-30T15:04:10.000",,,,,,"6200",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2201","Station 22","1.23","13.48","14.72","Y",,,,"Y","2001-06-30T15:26:20.000","2001-06-30T15:11:37.000",
"01-006139","2001-07-01T00:22:53.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","1100",,"GATEWAY","AVE","Chattanooga",,,,,"LADDER 5","OUT","102","Station 1","2.4","5.95","8.35","Y","35.0462717870585","-85.31908442499525","POINT (-85.319084424995 35.046271787059)","N","2001-07-01T00:32:24.000","2001-07-01T00:24:03.000","7"
"01-006144","2001-07-01T05:06:51.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","400",,"INTERSTATE 24",,"Chattanooga",,,,,"SQUAD 1","OUT","202","Station 1","4.13","5.87","10","Y",,,,"Y","2001-07-01T05:17:25.000","2001-07-01T05:07:25.000",
"01-006149","2001-07-01T09:08:24.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","1224",,"POPLAR","ST","Chattanooga",,,,,"LADDER 1","IN","102","Station 1","3.23","4.5","7.73","Y","35.041409488245115","-85.31657963956577","POINT (-85.316579639566 35.041409488245)","Y","2001-07-01T09:25:19.000","2001-07-01T09:17:35.000","7"
"01-006149","2001-07-01T09:08:24.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","1224",,"POPLAR","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","102","Station 1","5.32","3.95","9.27","Y","35.041409488245115","-85.31657963956577","POINT (-85.316579639566 35.041409488245)","Y","2001-07-01T09:25:19.000","2001-07-01T09:16:03.000","7"
"01-006154","2001-07-01T15:46:34.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","4708",,"DELASHMITT","RD","Chattanooga",,,,,"LADDER3","OUT","1901","Station 19","11.62","4.98","16.6","Y","35.13158355809925","-85.26689050695799","POINT (-85.266890506958 35.131583558099)","Y","2001-07-01T16:06:19.000","2001-07-01T15:49:43.000",
"01-006170","2001-07-02T01:32:28.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","8900",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.6","4.78","7.38","Y",,,,"Y","2001-07-02T01:40:27.000","2001-07-02T01:33:04.000",
"01-006174","2001-07-02T09:39:47.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1100",,"GATEWAY","AVE","Chattanooga","0","0","0","0","ENGINE10","OUT","102","Station 1","2.12","6.87","8.98","Y","35.0462717870585","-85.31908442499525","POINT (-85.319084424995 35.046271787059)","N","2001-07-02T09:54:18.000","2001-07-02T09:45:19.000","7"
"01-006191","2001-07-02T19:25:54.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","4114",,"ALBEMARLE","AVE","Chattanooga",,,,,"ENGINE 15","OUT","1302","Station 13","2.95","4.83","7.78","Y","35.01286495637317","-85.23939056331153","POINT (-85.239390563312 35.012864956373)","N","2001-07-02T19:33:57.000","2001-07-02T19:26:10.000","6"
"01-006193","2001-07-02T19:38:30.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","4223",,"FOREST PLAZA","DR","Chattanooga","0","0","0","0","LADDER3","OUT","1602","Station 16","2.97","4.07","7.03","Y","35.119039057814966","-85.25722123981267","POINT (-85.257221239813 35.119039057815)","Y","2001-07-02T19:45:46.000","2001-07-02T19:38:44.000","2"
"01-006206","2001-07-03T09:43:12.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","1200",,"PREMIER","DR","Chattanooga","0","0","0","0","ENGINE13","OUT","803","Station 8","1.37","12.43","13.8","Y","35.013987410236275","-85.18847531525098","POINT (-85.188475315251 35.013987410236005)","Y","2001-07-03T09:58:14.000","2001-07-03T09:44:26.000","6"
"01-006231","2001-07-04T01:52:15.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","609","N","HOLLY","ST","Chattanooga","0","0","0","0","ENGINE 5","IN","503","Station 5","2.43","5.67","8.1","Y","35.04514400023783","-85.27600219002159","POINT (-85.276002190022 35.045144000238)","Y","2001-07-04T02:00:32.000","2001-07-04T01:52:26.000","8"
"01-006252","2001-07-04T19:47:36.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","4004",,"ROSSVILLE","BLVD","Chattanooga","0","0","0","0","ENGINE 5","OUT","902","Station 9","3.98","4.57","8.55","Y","34.997536551267366","-85.29137575829228","POINT (-85.291375758292 34.997536551267)","Y","2001-07-04T19:58:04.000","2001-07-04T19:49:31.000","7"
"01-006254","2001-07-04T20:24:51.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2209","E","14TH","ST","Chattanooga","0","0","0","0","ENGINE 4","OUT","502","Station 5","1.48","5.82","7.3","Y","35.02535682523935","-85.27509430571259","POINT (-85.275094305713 35.025356825239)","Y","2001-07-04T20:37:20.000","2001-07-04T20:30:02.000","8"
"01-006260","2001-07-05T00:08:54.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1",,"RIVERSIDE","LN","Chattanooga","0","0","0","0","ENGINE 4","OUT","1005","Station 10","2.08","7.55","9.63","Y","35.08127963193","-85.27028011274211","POINT (-85.270280112742 35.08127963193)","Y","2001-07-05T00:19:25.000","2001-07-05T00:09:47.000","8"
"01-006260","2001-07-05T00:08:54.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1",,"RIVERSIDE","LN","Chattanooga",,,,,"LADDER3","OUT","1005","Station 10","2.28","7.35","9.63","Y","35.08127963193","-85.27028011274211","POINT (-85.270280112742 35.08127963193)","Y","2001-07-05T00:19:25.000","2001-07-05T00:09:47.000","8"
"01-006271","2001-07-05T12:30:19.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","300",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","1.12","6.03","7.15","Y","35.07267125728665","-85.32148581344819","POINT (-85.321485813448 35.072671257287)","Y","2001-07-05T12:37:59.000","2001-07-05T12:30:50.000","1"
"01-006281","2001-07-05T15:22:44.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3004",,"NORTHWAY","LN","Chattanooga","0","0","0","0","ENGINE 15","IN","1503","Station 15","1.62","6.42","8.03","Y","35.06581192891611","-85.234462710723","POINT (-85.234462710723 35.065811928916)","Y","2001-07-05T15:33:53.000","2001-07-05T15:25:51.000","5"
"01-006288","2001-07-05T20:54:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3934",,"DAHLIA","ST","Chattanooga","0","0","0","0","ENGINE 15","IN","1504","Station 15","1.23","5.88","7.12","Y","35.05916278391441","-85.21007865987845","POINT (-85.210078659878 35.059162783914)","Y","2001-07-05T21:01:33.000","2001-07-05T20:54:26.000","5"
"01-006294","2001-07-06T00:51:03.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5527",,"BROWNTOWN","RD","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.3","7.98","10.28","Y","35.15307805602473","-85.28232145688925","POINT (-85.282321456889 35.153078056025)","Y","2001-07-06T01:01:33.000","2001-07-06T00:51:16.000","1"
"01-006300","2001-07-06T09:29:39.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","839",,"NORFOLK GREEN","CIR","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","1.37","7.17","8.53","Y","34.99515199659493","-85.15787950054792","POINT (-85.157879500548 34.995151996595)","Y","2001-07-06T09:41:14.000","2001-07-06T09:32:42.000","4"
"01-006302","2001-07-06T09:40:29.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","6101",,"OLD DAYTON","PIKE","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.73","5.48","7.22","Y","35.171385255515524","-85.25845196782501","POINT (-85.258451967825 35.171385255516)","N","2001-07-06T09:52:49.000","2001-07-06T09:45:36.000","1"
"01-006315","2001-07-06T14:23:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1510",,"MISSISSIPPI","AVE","Chattanooga","0","0","0","0","ENGINE 1","OUT","1202","Station 12","2.15","11.05","13.2","Y","35.06456038905695","-85.2924748927828","POINT (-85.292474892783 35.064560389057)","Y","2001-07-06T14:37:35.000","2001-07-06T14:24:23.000","2"
"01-006337","2001-07-07T00:19:39.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","708",,"CAREY","ST","Chattanooga","0","0","0","0","ENGINE 5","IN","502","Station 5","2.93","5.7","8.63","Y","35.02678502125022","-85.26158757919904","POINT (-85.261587579199 35.02678502125)","Y","2001-07-07T00:28:47.000","2001-07-07T00:20:09.000","9"
"01-006351","2001-07-07T14:16:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5700",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.6","5.77","7.37","Y","35.15186744065033","-85.24894142228938","POINT (-85.248941422289 35.15186744065)","Y","2001-07-07T14:28:31.000","2001-07-07T14:21:09.000","3"
