"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Property Tax Refund to:","873135","2191844","2019-05-06T00:00:00.000","80125622","2019-05-02T00:00:00.000","126.49",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37407","US","961737","4","Yes"
"Ready Mix USA","747933","4001376","2015-06-30T00:00:00.000","9431109340","2015-06-15T00:00:00.000","590","516260","114572","Youth & Family Development","Concrete, Clay Pipe, & Fittings","Youth & Family Development Capital","YFD Cap - John A patten Parking Lot","No","No","No","Knoxville,","TN,","37901","US","4758","15","Yes"
"Amer Fam Life","603860","2091838","2013-10-17T00:00:00.000","3rdM-17-OCT-13-211602-211593","2013-10-17T00:00:00.000","12.6",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Civic Facilities Show Account","734588","2071316","2012-11-13T00:00:00.000","FRIEDMAN 1112","2012-11-12T00:00:00.000","1000",,,"Undefined","Special Cash Civic Facilities","General Fund","Not Required","No","No","No",".,","TN,","00000","US","2825","1","Yes"
"Cintas Corporation No. 2","868273","2160147","2017-05-26T00:00:00.000","475828153","2017-04-24T00:00:00.000","240.46","527768","165886","Public Works","Clothing & Linen Service","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Cincinatti,","OH,","45263-0910","US","384675","32","No"
"Mountain View Ford Inc","025804","2216330","2021-03-18T00:00:00.000","507481","2021-02-22T00:00:00.000","701.31","557588","315357","Public Works","Vehicle Labor","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37408","US","107","24","Yes"
"Republic Parking System","305177","2201834","2020-01-08T00:00:00.000","2603222","2019-12-26T00:00:00.000","192.24","554733","270682","General Gov't & Agencies","Parking","General Fund","City Judges Division 2","No","No","No","Chattanooga,","TN,","37450","US","565","13","Yes"
"Piping Supply Co","100760","2200624","2019-12-04T00:00:00.000","S1359427.002","2019-10-21T00:00:00.000","42","548606","267462","Public Works","Pipe & Fittings","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Chattanooga,","TN,","37406","US","295","44","No"
"Anderson, Chris M","867462","2152598","2016-12-16T00:00:00.000","CAND11292","2016-11-29T00:00:00.000","407.93",,,"General Gov't & Agencies","Meals","General Fund","City Council","No","No","No","Chattanooga,","TN,","37402","US","303625","17","Yes"
"Woodward, Sharon","751445","2079100","2013-03-19T00:00:00.000","FEB 2013","2013-03-07T00:00:00.000","154.25",,,"Human Services","Local Mileage","2013 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","5725","12","Yes"
"Metro Sewer & Drain Service","676617","2108883","2014-09-05T00:00:00.000","096106","2014-08-08T00:00:00.000","300","528352","94518","Youth & Family Development","Other Contracted Service","2015 Head Start","Head Start Centers","No","Yes","No","Chattanooga,","TN,","37424","US","1915","28","Yes"
"ArtsBuild","100680","2133643","2015-12-16T00:00:00.000","FY162NDQTR","2015-12-15T00:00:00.000","56250","533185","127985","General Gov't & Agencies","Appropriations","General Fund","Approp - Arts Build","No","No","No","Chattanooga,","TN,","37403","US","293","1","Yes"
"Ram Tool & Supply Co","296980","2065830","2012-08-20T00:00:00.000","91291108","2012-08-06T00:00:00.000","42.95","516940","49686","Public Works","Cement, Lime, & Plaster","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Birmingham,","AL,","35232-0979","US","547","14","Yes"
"Atlas Bolt Co Inc","864109","2180393","2018-08-08T00:00:00.000","352595","2018-07-05T00:00:00.000","98.99","540974","213161","Public Works","Hardware, Nails, Small Tools","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37407","US","95859","34","No"
"Mayfield Dairy Farms Inc","735642","2220541","2021-07-20T00:00:00.000","210892102","2021-03-16T00:00:00.000","40.14",,,"Youth & Family Development","Food & Ice","2021 Head Start","Early Head Start - CACFP","No","No","No","Atlanta,","GA,","31193-3321","US","2962","126","No"
"Electric Power Board of Chattanooga","021684","2151674","2016-11-29T00:00:00.000","00098506","2016-09-01T00:00:00.000","500","541120","153968","Public Works","Property Rental","Public Works Capital Projects","PW Cap - Environ Remediation Butcher Blk","No","No","No","Chattanooga,","TN,","37422-7255","US","91","89","No"
"Bright, Anita L","864779","2082724","2013-05-16T00:00:00.000","APR 13","2013-05-10T00:00:00.000","205.66",,,"Human Services","Local Mileage","2013 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","119085","6","Yes"
"CDW Government Inc","735492","2086793","2013-07-19T00:00:00.000","DH76081","2013-07-05T00:00:00.000","19.47","521450","68337","General Gov't & Agencies","Computer equipment under 5000","Regional Planning Agency","RPA - Agency Operations","No","No","No","Chicago,","IL,","60675-1515","US","2945","14","Yes"
"SESAC Inc","226115","2052390","2012-01-27T00:00:00.000","3429553","2011-12-14T00:00:00.000","2016","513299","38295","Parks Management","Fees, Licenses, & Permits","General Fund","Recreation Admin","No","No","No","Nashville,","TN,","37203","US","420","44","No"
"Accela Inc","747183","817","2012-12-21T00:00:00.000","PS10035COR","2012-09-30T00:00:00.000","0",,,"Finance & Admin","Computer Software over 15000","Gen Government Capital Projects","FIN Cap - Bus License & PTAX Software","No","No","No","Chicago,","IL,","60677-4003","US","4602","82","No"
"EnviroSim Associates Ltd","872083","2172102","2018-02-14T00:00:00.000","Y2-18-015","2017-12-01T00:00:00.000","2000","547170","192031","Public Works","IT Maintenance - Licensing","Interceptor Sewer Operations","ISS Engineering","No","No","No","Hamilton,","Ontario,","L8P0A1","CA","791719","75","No"
"Atlanta Gas Light Co","012570","2096420","2014-01-08T00:00:00.000","3340296490-1213","2013-12-30T00:00:00.000","379.86","523908","78807","Fire","Natural Gas","General Fund","Fire Station # 14","No","No","No","Knoxville,","TN,","37950-9004","US","53","9","Yes"
"Tenn American Water Co","068508","2132422","2015-11-19T00:00:00.000","08650586 1115","2015-11-11T00:00:00.000","47.93",,,"Youth & Family Development","Water","General Fund","Recreation Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","8","Yes"
"Pinnacle Financial Services","871008","2164654","2017-08-24T00:00:00.000","CITY2016 TIF","2017-08-23T00:00:00.000","100856.93",,,"Undefined","AP Miscellaneous","IDB - TIF Administration","Not Required","No","No","No","Chattanooga,","TN,","37402","US","688706","1","Yes"
"Electric Power Board of Chattanooga","021684","2090504","2013-09-25T00:00:00.000","2250965001-0913","2013-09-18T00:00:00.000","44.43",,,"General Services","Electricity","Municipal Golf Courses","Brown Acres Golf Course","No","No","No","Chattanooga,","TN,","37422-7254","US","91","7","Yes"
"Unum - Voluntary Benefits","754640","2118746","2015-03-19T00:00:00.000","3rdM-19-MAR-15-211642-301617","2015-03-19T00:00:00.000","3636.91",,,"Undefined","AP Critical Illness","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Signal Mountain Farm","871485","2180810","2018-08-16T00:00:00.000","3rdW-16-AUG-18-211655-540571","2018-08-16T00:00:00.000","37.5",,,"Undefined","AP Signal Mtn. Farm","General Fund","Not Required","No","No","No","Signal Mountain,","TN,","37377","US","716728","0","Yes"
"Chattanooga Tank Wash LLC","751509","2171890","2018-02-09T00:00:00.000","41287","2018-01-19T00:00:00.000","35","523371","193053","Public Works","Car Wash","State Street Aid","SSA Street Maint","No","No","No","Chattanooga,","TN,","37405","US","5785","21","Yes"
"Aaron's Pest Control","741400","2203478","2020-02-14T00:00:00.000","64853","2019-12-04T00:00:00.000","25","555297","275199","Public Works","Exterminating Service","General Fund","CWS Admin","No","No","No","Chattanooga,","TN,","37412","US","3657","72","No"
"Triad Corporation","649591","2086676","2013-07-16T00:00:00.000","50003677-1","2013-06-24T00:00:00.000","110.86","511163","68334","Parks Management","Electrical","General Fund","Shared Maint - Ross' Landing","No","No","No","Chattanooga,","TN,","37408","US","1644","22","Yes"
"Chase Services LLC","864809","2109426","2014-09-17T00:00:00.000","214-6566","2014-08-19T00:00:00.000","85","525881","95303","Public Works","Plumbing","General Fund","Park Mgmt - Admin","No","Yes","No","Chattanooga,","TN,","37424","US","120098","29","Yes"
"Property Tax Refund to:","873135","2218439","2021-05-18T00:00:00.000","83093684","2021-05-17T00:00:00.000","152.33",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37415","US","961737","1","Yes"
"Aaron's Pest Control","741400","5007453","2020-05-08T00:00:00.000","66290","2020-04-29T00:00:00.000","17","555297","283399","Public Works","Exterminating Service","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37412","US","3657","9","Yes"
"Gexpro","026941","2160798","2017-06-09T00:00:00.000","S117037980.001","2017-05-30T00:00:00.000","156.57","536972","169279","General Services","Electrical Supplies, Bulbs, Etc","African-American Museum Bldg Maint","Heritage Hall Maintenance","No","No","No","Atlanta,","GA,","30374-2833","US","110","10","Yes"
"Woodward, Sharon","751445","2151121","2016-11-14T00:00:00.000","OCT2016","2016-10-31T00:00:00.000","109.62",,,"Youth & Family Development","Local Mileage","2017 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","5725","14","Yes"
"Hamilton County Register's Office","079273","2137261","2016-03-01T00:00:00.000","1134174","2016-02-11T00:00:00.000","156","536217","132730","Economic & Community Development","Recording Documents","General Fund","Land Development Office","No","No","No","Chattanooga,","TN,","37401","US","257","19","Yes"
"Bettis, Patricia Louise","750943","2091482","2013-10-14T00:00:00.000","10.11.2013","2013-10-11T00:00:00.000","119.25",,,"Youth & Family Development","Stipends","2014 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","5380","3","Yes"
"OutSource Staffing LLC","744900","2068456","2012-09-28T00:00:00.000","20476","2012-09-05T00:00:00.000","1874.08","511192","52150","General Services","Employment Agencies","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37424","US","4198","23","Yes"
"Adelphos of Chattanooga LLC","861496","2180105","2018-08-01T00:00:00.000","TFOSTER 0518","2018-07-30T00:00:00.000","795","550328","213660","Youth & Family Development","Supportive Services Rents","2018 Community Services Block Grant (CSBG) [DGA#57579]","CSBG - Services Supporting Multiple Domains","No","No","No","Flintstone,","GA,","30725","US","31669","2","Yes"
"Lee-Smith Inc","039980","2153481","2017-01-06T00:00:00.000","AI20616","2016-12-19T00:00:00.000","-80.8",,,"General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","18","Yes"
"Tennessee Guardrail Inc","874799","2205918","2020-04-16T00:00:00.000","3919","2020-03-13T00:00:00.000","8250","557533","281024","Transportation","Other Contracted Service","General Fund","Traffic Operations","No","No","No","Knoxville,","TN,","37914","US","1354800","34","No"
"UniFirst Corp","740751","2179139","2018-07-03T00:00:00.000","266 0124641","2018-06-19T00:00:00.000","26.53","545322","209632","Fire","Clothing & Linen Service","General Fund","Fire Station # 1","No","No","No","Rossville,","GA,","30741","US","3591","14","Yes"
"PPG Architectural Finishes Inc","281166","2067102","2012-09-10T00:00:00.000","922703022881","2012-07-17T00:00:00.000","61.15","507429","50237","Economic & Community Development","Other Contracted Service","Comm Develop Block Grant FY12","CDBG - NSCD - World Changers","No","No","No","Atlanta,","GA,","30353-6864","US","533","55","No"
"Wolcott, Carla","860504","2063576","2012-07-12T00:00:00.000","06/30/12","2012-06-30T00:00:00.000","125.99",,,"Human Services","Local Mileage","2012 Head Start","Early Head Start","No","No","No","Chattanooga,","TN,","37406","US","12210","12","Yes"
"Electric Power Board of Chattanooga","021684","2186707","2019-01-09T00:00:00.000","7143892","2019-01-01T00:00:00.000","5663.1","537031","230741","Undefined","AR Departments for Telcom","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37422-7251","US","91","8","Yes"
"Staples","730819","2207417","2020-05-28T00:00:00.000","3441949088-A","2020-03-11T00:00:00.000","27.89","557814","285379","Police","Office Supplies & Stationery","General Fund","Police Budget & Finance","No","No","No","Atlanta,","GA,","30348-5748","US","2364","78","No"
"Lee-Smith Inc","039980","2053311","2012-02-14T00:00:00.000","AI02046","2012-01-30T00:00:00.000","79.62","505161","38986","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","15","Yes"
"Conseco Health Insurance Co","603837","2057574","2012-04-19T00:00:00.000","3rdM-19-APR-12-211604-119035","2012-04-19T00:00:00.000","13.22",,,"Undefined","AP Capital America","General Fund","Not Required","No","No","No","Pittsburgh,","PA,","15251-2355","US","1509","0","Yes"
"Grants Auto Trim Inc","145810","2162257","2017-07-06T00:00:00.000","57925","2017-06-27T00:00:00.000","225","535742","172219","General Services","Vehicle Labor","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37408","US","337","9","Yes"
"Canon Solutions America","866161","2173639","2018-03-15T00:00:00.000","18090627","2017-12-13T00:00:00.000","82.75","526878","197716","Youth & Family Development","Office Machine Rental","General Fund","Fitness Center","No","No","No","Chicago,","IL,","60693-0149","US","190422","92","No"
"Pit Stop Portables","868224","2118806","2015-03-19T00:00:00.000","87904","2015-02-28T00:00:00.000","65","527198","106817","Public Works","Equipment Rental","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","Yes","No","Chattanoga,","TN,","37404","US","375669","19","Yes"
"Waypoint Analytical Inc","872892","2217217","2021-04-13T00:00:00.000","1162493","2021-03-25T00:00:00.000","234","553394","317626","Public Works","N Pollutn Dischg Elim Sys-Sampling","Water Quality Mgmt Operations","Water Quality Management","No","No","No","Memphis,","TN,","38133","US","910729","19","Yes"
"Acushnet Company","869238","2166527","2017-10-06T00:00:00.000","904811725","2017-09-25T00:00:00.000","118",,,"Public Works","Pro Shop Inventory","Municipal Golf Courses","Brainerd Golf Pro Shop","Yes","No","No","Chicago,","IL,","60695-1112","US","502690","11","Yes"
"Amer Paper & Twine Co","548828","5008722","2020-09-01T00:00:00.000","3705710","2020-07-30T00:00:00.000","601.85",,,"Public Works","Cleaning Supplies","General Fund","Park Mgmt - Playgrounds & Facilities","No","No","No","Nashville,","TN,","37209","US","1292","33","No"
"Chatt Housing Authority","012195","2064638","2012-07-31T00:00:00.000","90045203","2012-05-18T00:00:00.000","108650",,,"Public Works","CIP Streets, Alleys, & Sidewalks","Public Works Capital Projects","PW Cap - Fairmont Safewalk","No","No","No","Chattanooga,","TN,","37404","US","45","74","No"
"Habitat For Humanity Inc","521179","2149692","2016-10-13T00:00:00.000","FY17TOTALAPPROP","2016-10-11T00:00:00.000","12500","539069","150697","General Gov't & Agencies","Appropriations","General Fund","Approp - Habitat for Humanity of Greater Chattanooga","No","No","No","Chattanooga,","TN,","37408","US","1177","2","Yes"
