"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"MH.C.021","Queens 14 - Repair and Flood Hazard Mitigation","Storm water damaged conduit and manholes at the Queens 14 garage and salt shed.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Department of Sanitation","Existing","Prevention and Policy",,"City Capital,FEMA","2728307","2016-08-01T00:00:00.000","2018-07-31T00:00:00.000","TBD- in construction phase","2.2,2.9","N/A",,"Elevated switchgear and transformer","Points"
"MH.C.022","Voice-over IP (VOIP) architecture","Explore feasibility of switching to more resilient voice-over IP architecture. VOIP is in service (provided by Verizon)at the backup FDOC in Staten Island","CBRN,Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","Fire Department of the City of New York","Completed","Emergency Services",,"City Capital","1000000","2015-01-01T00:00:00.000","2016-12-31T00:00:00.000",,"1.1,2.1,2.10,2.3","N/A",,"VOIP does not support FDNY firehouse Centrex lines or any centrex lines- VOIP is in service (provided by Verizon)at the backup FDOC in Staten Island","Not Mapped"
"MH.C.023","Fire Department Operations Center (FDOC) cell phone coverage","Improve cell phone coverage of FDOC, which FDNY staffs with additional personnel during major events, taxing the already overcrowded and sometimes unavailable cell network.","CBRN,Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","Fire Department of the City of New York","Completed","Emergency Services",,"City Capital",,"2014-01-01T00:00:00.000","2017-12-31T00:00:00.000",,"2.1,2.10","N/A",,,"Points"
"MH.C.024","Cache of vaccinations","Ensure a sufficient supply of vaccines to inoculate all first responders.","Disease Outbreaks","Fire Department of the City of New York","Completed","Emergency Services","Department of Health and Mental Hygiene","City Expense","0",,,"TBD","2.1","N/A",,"The FDNY Emergency Medical Service maintains a cache of WMD antidote to treat upwards of 100,000 people and responders in the event of a WMD-type attack.","Not Mapped"
"MH.C.025","Urban search and rescue team","Increase the number of trained officers and firefighters in New York Task Force 1 to meet the growing demands of a professional, trained, and proven search and rescue team.","Coastal Storms,Earthquakes,Flooding,Severe Weather","Fire Department of the City of New York","Completed","Emergency Services","US DHS","City Expense","500000","2014-01-01T00:00:00.000","2016-12-31T00:00:00.000",,"1.1,2.1","N/A",,,"Not Mapped"
"MH.C.026","Operations/communications redundancy","Use secondary facility at North White Plains to create redundancy for the Operations Control Center, allowing for continued operational capability for the railroad.","CBRN,Cyber Threats,Earthquakes,Infrastructure Failure","MTA Metro-North Railroad","Completed","Emergency Services",,"Unknown","30000000",,,"TBD","2.3","N/A",,,"Not Mapped"
"MH.C.027","Traffic signal and street light equipment","Elevate equipment in flood zones.","Coastal Storms,Flooding,Severe Weather","New York City Department of Transportation","Completed","Property Protection",,"FEMA-HMGP,FHWA","3000000",,,,"2.1,2.7","N/A",,,"Not Mapped"
"MH.C.028","Pedestrian and bicycle facilities","Plan for and install new facilities to improve connectivity to key transportation hubs.","CBRN,Coastal Storms,Earthquakes,Flooding,Infrastructure Failure","New York City Department of Transportation","Completed","Infrastructure Project","Department of Design and Construction","FHWA","10000000",,,"Ongoing","2.1,4.3","N/A",,,"Points"
"MH.C.029","Continuity of Operations sites","Prepare sites within each borough to support operations immediately following an event.","Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather","New York City Department of Transportation","Completed","Emergency Services","Department of Citywide Administrative Services,Department of Design and Construction","City Expense","0",,,"completed","2.1,2.3","N/A",,,"Not Mapped"
"MH.C.030","Information tracking","Follow formalized response to natural hazard-based incidents to identify repetitive loss locations or hazards. Use this information to inform the creation and implementation of future mitigation actions.","Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","New York City Department of Transportation","Completed","Emergency Services","New York City Emergency Management","City Capital,City Expense","150000",,,,"2.1,5.2","N/A",,,"Not Mapped"
"MH.C.031","Regulatory actions on liquid fuel shortages","Development of the Citywide Emergency Fuel Operations Plan to address all-hazards, notice and no-notice emergency fuel incidents that impact NYC.","Coastal Storms,Earthquakes,Infrastructure Failure","New York City Emergency Management","Completed","Emergency Services","Department of Citywide Administrative Services","City Expense","0",,,,"2.3","N/A",,,"Not Mapped"
"MH.C.032","Urban Post-Disaster Housing Prototype Program","Develop tools and public education programs that build capability to supply post-disaster housing that meets the unique needs of urban areas. Create an option for interim housing that will provide more suitable living spaces for New Yorkers displaced by disaster than existing federal interim housing solutions.","CBRN,Coastal Storms,Disease Outbreaks,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Completed","Education and Awareness","Department of Design and Construction","City Expense,FEMA","40000",,,,"1.1,1.6","N/A",,,"Not Mapped"
"MH.C.033","Urban Post-Disaster Housing prototype","Evaluate phases of implementation of rapidly deployable solution that provides proof-of-concept for providing interim housing at the speed and scale NYC may need.","CBRN,Coastal storms,Disease outbreaks,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures","New York City Emergency Management","Completed","Prevention and Policy","Department of Buildings,Department of Environmental Protection,U.S. Army Corps of Engineers","City Expense,FEMA","50000",,,"ongoing","1.6,2.10","N/A",,"Complete. Analysis of building systems is complete.  The occupancy study in collaboration with NYU Tanner School of Engineering will be completed in March 2016. The prototype will remain on site at NYCEM through 2017.","Points"
"MH.C.034","Ready New York Mobile App","Develop  \Mobile iPhone and Android application for the City's Ready New York preparedness program to help New Yorkers prepare for emergencies, build emergency plans, and utilize during emergencies.","CBRN,Coastal Erosion,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Completed","Education and Awareness","Department of Health and Mental Hygiene","Other Federal","50000",,,,"1.5,5.1,5.3","N/A",,,"Not Mapped"
"MH.C.035","Conversion of asphalt fields to natural or synthetic turf fields","Convert 24 fields from asphalt to natural or synthetic turf with new drainage systems.  Both scenarios would result in improved drainage and possible reduction of the urban heat island effect in large park areas.","Extreme Temperatures,Flooding","Department of Parks and Recreation","Completed","Property Protection","Department of Health and Mental Hygiene,NYC Health + Hospitals","City Capital","32500000",,,,"2.1,4.3","N/A",,,"Not Mapped"
"MH.E.001","Improved weather forecasting","Develop and enhance high-resolution weather forecasting technology to forecast weather-caused damage at a micro-geographic level. Utilize various weather parameters (such as rain, wind speed and direction, and temperature) to assist in advance warning capabilities.","Coastal Storms,Extreme Temperatures,Flooding,Severe Weather,Winter Storms","Con Edison","Existing","Emergency Services",,"Authority Expense","0",,,"Ongoing","1.2,4.2,5.2","N/A",,,"Not Mapped"
"MH.E.002","Vegetation Management Program","Continue performing vegetation management to ensure infrastructure, as well as the public, is secure during and after a natural hazard event. Proper pruning and thinning of the tree canopy is important to minimize damage during hurricanes and wind events and cleanup after storms.","Coastal Storms,Severe Weather,Winter Storms","Con Edison","Existing","Coastal/Natural Resource Protection",,"Authority Expense","0",,,"Ongoing","2.1,4.3","N/A",,,"Not Mapped"
"MH.E.003","Improved Con Ed communications","Continue to provide and enhance communications on forecasted impact to Con Ed's system and updates on outages to customers, community leaders, and regulators. This includes notifications to customers on life-support equipment.","Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Con Edison","Existing","Emergency Services",,"Authority Expense","0",,,"Ongoing","1.1,1.2,5.3","N/A",,,"Not Mapped"
"MH.E.004","Load-reduction programs","Continue contingency and peak shaving demand response programs to mitigate constraint during times of high demand and electric infrastructure failure.","Extreme Temperatures,Infrastructure Failure","Con Edison","Existing","Prevention and Policy",,"Authority Expense","0",,,"Ongoing","2.1","N/A",,,"Not Mapped"
"MH.E.005","Con Ed cyber security","Continue ensuring network and data integrity by implementing security measures; limiting access; maintaining traditional and next generation firewalls; deploying additional IPS/web and database monitoring technologies; segmenting the network; implementing data analysis to detect anomalies, monitoring for and responding to cyber attacks; and sharing information with local, state, and federal agencies.","Cyber Threats,Infrastructure Failure","Con Edison","Existing","Prevention and Policy",,"Authority Expense","0",,,"Ongoing","2.1,2.3","N/A",,,"Not Mapped"
"MH.E.006","CUNY stakeholder outreach","Conduct CUNY university-wide ""all-hazards"" mitigation training and awareness initiatives (scope: all 24 CUNY campuses with a population of 450,000+ students). Publish and disseminate information to university stakeholder populations.","CBRN,Coastal Erosion,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","The City University of New York","Existing","Education and Awareness","DHS,Federal Emergency Management Agency,New York City Emergency Management,The City University of New York","Authority Expense","0",,,"Ongoing","5.1,5.3","N/A",,,"Not Mapped"
"MH.E.059","Environmental monitoring information telemetry system","Identification and characterization of radiological environmental hazards, including air emissions data, provides a means to mitigate public health impacts.","CBRN","Department of Health and Mental Hygiene","Existing","Emergency Services",,"City Expense,Other","45000",,,"Ongoing","1.1,1.5,5.2","N/A",,"cost is 45000 per year","Not Mapped"
"MH.E.007","Protection of City's fuel supply","Procure additional mobile fueling trucks, generators, light towers, forklifts, and water pumps to permit the City to harden its own fuel supply infrastructure and put in place emergency fueling operations immediately following a disruption in the supply chain. Light towers have been delivered.","Coastal storms,Flooding,Infrastructure failures,Severe weather","Department of Citywide Administrative Services","Completed","Emergency Services","Department of Environmental Protection,Department of Parks and Recreation,Department of Sanitation,New York City Department of Transportation,New York City Emergency Management,New York City Police Department","City Capital,City Expense","25800000","2015-01-01T00:00:00.000","2016-06-01T00:00:00.000","Fuel trucks, forklifts, generators and water pumps are in the specification process.","2.1,2.3,2.9","N/A",,,"Not Mapped"
"MH.E.008","Resiliency of food supply","Expand turn-key response contracts with larger, more resilient distributors that have active New York operations.","Coastal storms,Drought,Flooding,Infrastructure failures,Severe weather","Department of Citywide Administrative Services,Department of Social Services","Existing","Emergency Services","New York City Emergency Management","City Expense",,"2016-01-01T00:00:00.000",,"Ogoing renewals and procurement sourcing.","1.1,2.1,2.3","N/A",,"Post Sandy, turn-key contracts were put in place to help operationalize local and regional assets for NYC-specific responses.","Not Mapped"
