"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"BRONX","Co-op City","Adventist Community Services","3308 Edson Ave, Bronx, NY 10469, USA","3308","EDSON AVENUE","Building Products, Clothing/Personal Accessories, Food/Beverage, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games, Baby Care, Cleaning Products, Personal Care/Hygiene",,"Items donated must in very good and useable condition.",,"Monday 08:30 AM-09:30 AM, Tuesday 04:00 PM-06:00 PM, Wednesday 08:30 AM-09:30 AM, Thursday 04:00 PM-06:00 PM, Friday Closed, Saturday Closed, Sunday Closed","http://adventistcommunityservices.org","(718) 791-6489","gnycacswarehouse@gmail.com",,"212","12","46202","2048810075","2065418","40.877446","-73.837407","047","POINT (-73.837407000034 40.8774459997363)"
"BROOKLYN","Sunset Park East","The Salvation Army Sunset Park Corps","520 50th St, Brooklyn, NY 11220, USA","520","50 STREET","Food/Beverage","Food/Beverage","Food Pantry on Tuesdays from 10am-4:30pm by appointment, call ahead.  Soup kitchen Monday to friday 12pm - 1pm. Call ahead to drop off donations.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 10:00 AM-1:00 PM, Friday 10:00 AM-1:00 PM, Thursday 10:00 AM-1:00 PM, Saturday Closed, Tuesday 10:00 AM",,"(718) 438-1771","jennie.rodriguez@use.salvaltionarmy.org",,"307","38","98","3007920012","3013309","40.644624","-74.009929","072","POINT (-74.0099289996246 40.6446240001007)"
"BROOKLYN","Park Slope-Gowanus","m.a.e.","461 7th Avenue, Brooklyn, NY 11215, USA","461","7 AVENUE",,"Clothing/Personal Accessories, Footwear",,,"Monday Closed, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday 11:00 AM-06:00 PM","http://buymae.com","(718) 788-7070","info@buymae.com",,"307","39","149","3011080009","3026831","40.662372","-73.985058","072","POINT (-73.9850580002275 40.6623720001709)"
"MANHATTAN","West Village","Rags-A-Gogo","218 West 14th Street, New York, NY, USA","218","WEST   14 STREET",,"Books/Media, Clothing/Personal Accessories, Footwear",,,"Monday 11:00 AM-8:00 PM, Tuesday 11:00 AM-8:00 PM, Wednesday 11:00 AM-8:00 PM, Thursday 11:00 AM-8:00 PM, Friday 11:00 AM-8:00 PM, Saturday 11:00 AM-8:00 PM, Sunday 11:00 AM-8:00 PM","http://www.rags-a-gogo.com","(646) 486-4011","ragsagogo@gmail.com",,"102","03","77","1006187503","1011105","40.73883","-74.000977","006","POINT (-74.0009769995899 40.7388299998078)"
"MANHATTAN","Central Harlem South","Morningside Park Farmer's Market","321 West 110th Street, New York, NY, USA","321","WEST  110 STREET","Clothing/Personal Accessories, Footwear",,"Pick-up service available on case-by-case basis for a minimum of 100 lbs. Farmer's market locations vary seasonally; check online to confirm dates of operation.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Sunday Closed, Saturday 9:00 AM-3:00 PM, Friday Closed","http://www.greentreetextiles.org/","(347) 262-4777","info@greentreetextiles.org","Partner","110","09","19702","1018467503","1089445","40.801218","-73.959264","028","POINT (-73.9592639996349 40.801217999914)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","The Salvation Army","436 Atlantic Avenue, Brooklyn, NY 11217, USA","436","ATLANTIC AVENUE","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Sunday Closed, Saturday 10:00 AM-7:00 PM, Friday 10:00 AM-7:00 PM, Thursday 10:00 AM-7:00 PM, Wednesday 10:00 AM-7:00 PM, Tuesday 10:00 AM-7:00 PM, Monday 10:00 AM-7:00 PM","http://ny.salvationarmy.org/GreaterNewYork","(917) 909-0867","Donations@salvationarmyusa.org","Partner","302","33","41","3001840014","3000929","40.686228","-73.98397","084","POINT (-73.9839700004161 40.6862280004251)"
"BROOKLYN","East Flatbush-Farragut","Life of Hope center","710 East 37th Street, Brooklyn, NY 11203, USA","710","EAST   37 STREET","Arts/Crafts, Clothing/Personal Accessories, Electronics, Office Furniture/Furnishings, Office Supplies/Stationary, Sports Equipment, Footwear",,"Will pick up within 10 miles.","Pickup","Monday 07:30 AM-09:00 PM, Tuesday 07:00 AM-08:00 PM, Wednesday 08:00 AM-08:00 PM, Thursday 08:00 AM-08:00 PM, Friday 09:00 AM-08:00 PM, Saturday 08:00 AM-06:00 PM, Sunday 08:00 AM-05:00 PM","http://www.lohnyc.org","(718) 362-3162","info@lohnyc.org",,"317","45","832","3049700035","3333839","40.639344","-73.941814","067","POINT (-73.9418139998172 40.6393440003286)"
"MANHATTAN","East Harlem North","El Barrio Thrift Store","2123 2nd Avenue, New York, NY, USA","2123","2 AVENUE","Arts/Crafts, Building Products, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment,","Arts/Crafts, Building Products, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment,","We accept all donations (except books) during regular operating hours. Unfortunately we do not offer a pick up service but we do have a delivery service. Furniture drop offs must be scheduled and accommodated in advance",,"Monday 10:00 AM-05:30 PM, Tuesday 10:00 AM-05:30 PM, Wednesday 10:00 AM-05:30 PM, Thursday 10:00 AM-05:30 PM, Friday 10:00 AM-05:30 PM, Saturday 12:00 PM-05:00 PM, Sunday Closed","http://elbarriothrifts.com/","(917) 650-2296","donations@elbarriothrifts.com",,"111","08","180","1016590121","1052450","40.792783","-73.941098","023","POINT (-73.9410980000736 40.7927830003384)"
"MANHATTAN","Morningside Heights","Riverside Church Food Pantry","91 Claremont Avenue, New York, NY 10027, USA","91","CLAREMONT AVENUE","Clothing/Personal Accessories, Food/Beverage","Clothing/Personal Accessories, Food/Beverage","Food pantry open Tuesdays to Fridays 9am to the first 60 people, open til 1pm. Clothing distribution Tuesday and Wednesday 10am-1pm, but professional clothing by appointment only. Office hours for donation drop-off M-F 9am-5pm, please call ahead.",,"Monday 09:00 AM-1:00 PM, Tuesday 09:00 AM-1:00 PM, Wednesday 09:00 AM-1:00 PM, Thursday 09:00 AM-1:00 PM, Friday 09:00 AM-1:00 PM, Saturday Closed, Sunday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 A",,"(212) 870-6760","jquirindongo@trcnyc.org",,"109","07","205","1019910031","1075480","40.811849","-73.963161","026","POINT (-73.9631610003809 40.8118490000345)"
"BRONX","Claremont-Bathgate","Temple Beth El Community Food Distribution Servic","3482 Park Avenue, Bronx, NY 10456, USA","3482","PARK AVENUE","Food/Beverage","Food/Beverage","We accept food items that can be stored for distribution. We also accept perishable food items within 24 hours of our scheduled distribution.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday 07:00 AM-03:00 PM, Friday Closed, Saturday 07:00 AM-05:00 PM, Sunday Closed","http://www.behoy.org","(718) 401-0743","welly61@hotmail.com",,"203","16","145","2023890011","2001597","40.830858","-73.908104","042","POINT (-73.9081040002004 40.8308579998001)"
"MANHATTAN","East Harlem North","Fraternite Notre Dame","2290 First Avenue, New York, NY 10035, USA","2290","FIRST AVENUE","Food/Beverage, Personal Care/Hygiene","Food/Beverage, Personal Care/Hygiene","All types of food accepted (not expired and still fresh).  Call ahead to ensure they are open to accept your donation.",,"Monday Closed, Tuesday 10:00 AM-01:00 PM, Wednesday 10:00 AM-01:00 PM, Thursday 10:00 AM-01:00 PM, Friday 10:00 AM-01:00 PM, Saturday Closed, Sunday Closed",,"(212) 876-5855","info@fraternitenotredame.org",,"111","08","178","1017110048","1053136","40.797025","-73.93434","025","POINT (-73.9343399995923 40.797024999907)"
"BROOKLYN","Carroll Gardens-Columbia Street-Red Hook","Almost Ready Records","135 Huntington Street, Brooklyn, NY, USA","135","HUNTINGTON STREET",,"Books/Media",,,"Monday 11:00 AM-08:00 PM, Tuesday 11:00 AM-08:00 PM, Wednesday 11:00 AM-08:00 PM, Thursday 11:00 AM-08:00 PM, Friday 11:00 AM-08:00 PM, Saturday 11:00 AM-08:00 PM, Sunday 11:00 AM-08:00 PM","http://www.almostreadyrecords.com/","(718) 852-7746","almostreadyrecords@live.com",,"306","39","65","3003790001","3005612","40.676369","-74.000629","076","POINT (-74.0006289997295 40.6763689999326)"
"BRONX","Spuyten Duyvil-Kingsbridge","MYUNIQUE Bronx","218 West 234th Street, Bronx, NY 10463, USA","218","WEST  234 STREET",,"Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, Footwear, Toys/Games",,,"Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-08:00 PM, Thursday 10:00 AM-08:00 PM, Friday 10:00 AM-08:00 PM, Saturday 10:00 AM-08:00 PM, Sunday 11:00 AM-05:00 PM","http://myunique.com","(718) 548-1190","noemail@email.com",,"208","11","287","2057550041","2083561","40.882037","-73.903664","050","POINT (-73.9036639995949 40.8820370001107)"
"BRONX","East Tremont","ACDP Murphy Cornerstone Community Center","601, Crotona Park North, New York, NY, 10457, USA","601","CROTONA PARK NORTH","Arts/Crafts, Building Products, Appliances, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Sports Equipment, Toys/Games",,"Our location is on Arthur Ave and 175th Street.",,"Monday 02:30 PM-09:30 PM, Tuesday 02:30 PM-09:30 PM, Wednesday 02:30 PM-09:30 PM, Thursday 02:30 PM-09:30 PM, Friday 02:30 PM-09:30 PM, Saturday 11:00 AM-04:00 PM, Sunday Closed",,,"stvargas@acdp.org",,"206","15","36902","2029440001","2092141","40.842917","-73.895322","048","POINT (-73.8953219998114 40.8429170001226)"
"BRONX","Pelham Parkway","Pelham Parkway","2157 Holland Ave, Bronx, NY 10462, USA","2157","HOLLAND AVENUE","Food/Beverage","Food/Beverage","Call in the mornings for food donation drop-offs. Tuesday morning is best. Pantry opens 11am on Tues, Wed, and Thurs.",,"Monday Closed, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 792-4744","szelniker@bjcconline.org",,"211","13","22403","2043190045","2049409","40.855341","-73.865935","049","POINT (-73.8659349999013 40.8553410001902)"
"QUEENS","Old Astoria","Queens Community Center (Catholic Charities)","23-40 Astoria Blvd, Astoria, NY 11102, USA","23-40","ASTORIA BOULEVARD","Food/Beverage","Food/Beverage","Friday 9:30am-12pm and 1:30pm-3pm. Call ahead to schedule food donation drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 09:30 AM-03:00 PM, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Satu",,"(718) 726-9790","jennifer.smith@ccbq.org",,"401","22","69","4005420008","4439576","40.771337","-73.923203","114","POINT (-73.9232030004191 40.771336999706)"
"MANHATTAN","Midtown-Midtown South","Rogue Music Store","220 W 30th St, New York, NY 10001, USA","220","WEST   30 STREET",,"Musical Instruments",,,"Monday 12:00 PM-5:00 PM, Tuesday 12:00 PM-5:00 PM, Wednesday 12:00 PM-5:00 PM, Thursday 12:00 PM-5:00 PM, Friday 12:00 PM-5:00 PM, Saturday 12:00 PM-5:00 PM, Sunday Closed","http://www.roguemusic.com","(212) 629-5073","clay@roguemusic.com",,"105","03","95","1007790055","1014298","40.748674","-73.993632","014","POINT (-73.9936319999178 40.7486739996086)"
"BROOKLYN","Bensonhurst East","What to Wear Thrift Store","1729 West 8th Street, Brooklyn, NY 11223, USA","1729","WEST    8 STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday 02:00 PM-07:00 PM, Tuesday 02:00 PM-07:00 PM, Wednesday 02:00 PM-07:00 PM, Thursday 02:00 PM-07:00 PM, Friday 02:00 PM-07:00 PM, Saturday Closed, Sunday Closed",,"(347) 633-8224","noemail@email.com",,"311","47","426","3066490079","3176802","40.604971","-73.980902","062","POINT (-73.9809020001282 40.604970999815)"
"MANHATTAN","Upper West Side","More & More Antiques","378 Amsterdam Avenue, New York, NY 10024, USA","378","AMSTERDAM AVENUE",,"Household Furniture/Furnishings, Kitchen Items",,,"Monday 12:00 PM-07:30 PM, Tuesday 12:00 PM-07:30 PM, Wednesday 12:00 PM-07:30 PM, Thursday 12:00 PM-07:30 PM, Friday 12:00 PM-07:30 PM, Saturday 12:00 PM-06:00 PM, Sunday 11:00 AM-06:00 PM","http://www.moreandmoreantiques.com","(212) 580-8404","moreandmoreantiques@gmail.com",,"107","06","163","1011697501","1030888","40.78245","-73.979053","020","POINT (-73.9790530002967 40.782449999571)"
"BROOKLYN","Clinton Hill","Clinton Hill Shop","858 Fulton Street, Brooklyn, NY, USA","858","FULTON STREET","Sports Equipment","Sports Equipment",,"Pickup","Monday 12:00 PM-7:00 PM, Tuesday 12:00 PM-7:00 PM, Wednesday 12:00 PM-7:00 PM, Thursday 12:00 PM-7:00 PM, Friday 12:00 PM-7:00 PM, Saturday 12:00 PM-7:00 PM, Sunday 12:00 PM-7:00 PM","https://www.bike.nyc/recycleabicycle/","(212) 870-2097","rabshop@bike.nyc","Partner","302","35","199","3020100035","3057537","40.683365","-73.967071","088","POINT (-73.9670709999276 40.6833649996981)"
"QUEENS","Rego Park","Jewish Institute of Queens","60-05 Woodhaven Blvd, Elmhurst, NY 11373, USA","60-05","WOODHAVEN BOULEVARD","Arts/Crafts, Building Products, Office Furniture/Furnishings",,,,"Monday 09:00 AM-04:00 PM, Tuesday 09:00 AM-04:00 PM, Wednesday 09:00 AM-04:00 PM, Thursday 09:00 AM-04:00 PM, Friday 09:00 AM-04:00 PM, Saturday Closed, Sunday Closed","http://www.jiq.org","(718) 426-9369","info@jiq.org",,"406","29","687","4030880001","4072178","40.731146","-73.8709","112","POINT (-73.8709000004356 40.7311459997913)"
"MANHATTAN","Clinton","ENACT","630 Ninth Ave, New York, NY 10036, USA","630","NINTH AVENUE","Electronics, Household Furniture/Furnishings, Office Supplies/Stationary",,"Contact ENACT to give: https://www.enact.org/get-involved-2/more-ways-to-give/",,"Monday 08:30 AM-06:00 PM, Tuesday 08:30 AM-06:00 PM, Wednesday 08:30 AM-06:00 PM, Thursday 08:30 AM-06:00 PM, Friday 08:30 AM-06:00 PM, Saturday Closed, Sunday Closed","http://enact.org/","(212) 741-6591","info@enact.org",,"104","03","121","1010350001","1024982","40.759987","-73.991234","014","POINT (-73.9912339999501 40.7599869997035)"
,,"x","Business has no physical store",,,,"Arts/Crafts, Household Furniture/Furnishings, Kitchen Items","Operating remotely. Distributes items only. No donations accepted.","Pickup","Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed","http://Vintiqued.com","(718) 307-8350","Vintiquedny@gmail.com",,,,,,,"40.572934","-74.129868",,"POINT (-74.1298679998093 40.5729340000073)"
"BROOKLYN","Crown Heights North","Women's Facility","976 Park Place, Brooklyn, NY, USA","976","PARK PLACE","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Footwear, Cleaning Products, Personal Care/Hygiene",,"Call to arrange donation. We do have a van, can arrange a pickup. For Men's Facility: 718.771.0760 1041 Bergen Street Brooklyn, NY 11216","Pickup","Monday 08:00 AM-04:00 PM, Tuesday 08:00 AM-04:00 PM, Wednesday 08:00 AM-04:00 PM, Thursday 08:00 AM-04:00 PM, Friday 08:00 AM-04:00 PM, Saturday Closed, Sunday Closed","http://anchorhouseinc.com/donations/","(718) 756-8673","celestecameron@anchorhouseinc.com",,"308","36","341","3012420037","3031601","40.672931","-73.94519","077","POINT (-73.9451899999195 40.6729309996691)"
"BROOKLYN","Carroll Gardens-Columbia Street-Red Hook","ERIE BASIN","388 Van Brunt St, NY, New York 11231, USA","388","VAN BRUNT STREET",,"Clothing/Personal Accessories","Jewelry only.",,"Monday Closed, Tuesday Closed, Wednesday 12:00 PM-06:00 PM, Thursday 12:00 PM-06:00 PM, Friday 12:00 PM-06:00 PM, Saturday 12:00 PM-06:00 PM, Sunday Closed","http://eriebasin.com/","(718) 554-6147","info@eriebasin.com",,"306","38","53","3005860021","3008704","40.676853","-74.013848","076","POINT (-74.0138479995865 40.6768529997693)"
"QUEENS","Kew Gardens Hills","Kehilat Sephardim","150-62 78th Rd, Flushing, NY, USA","150-62","78 ROAD","Clothing/Personal Accessories, Food/Beverage, Footwear","Clothing/Personal Accessories, Food/Beverage, Footwear","Food pantry with kosher food. Donations of canned goods and sealed food packages to the food pantry are accepted Sunday ? Thursday between the hours of 10AM and 4PM.",,"Monday 10:00 AM-2:00 PM, Tuesday 11:00 AM-2:00 PM, Wednesday 10:00 AM-2:00 PM, Thursday 11:00 AM-1:00 PM, Friday Closed, Saturday Closed, Sunday 10:00 AM-4:00 PM","www.kehilatpantry.org","(718) 591-9574","kehilatfoodpantry@gmail.com",,"408","24","77904","4067110084","4145196","40.721002","-73.811524","107","POINT (-73.8115239998337 40.7210019996458)"
"BROOKLYN","East Williamsburg","Spoonbill and Sugartown Booksellers","99 Montrose Avenue, Brooklyn, NY 11206, USA","99","MONTROSE AVENUE",,"Books/Media",,,"Monday 12:00 PM-06:00 PM, Tuesday 12:00 PM-06:00 PM, Wednesday 12:00 PM-06:00 PM, Thursday 12:00 PM-06:00 PM, Friday 12:00 PM-06:00 PM, Saturday 12:00 PM-06:00 PM, Sunday 12:00 PM-06:00 PM","http://www.spoonbillbooks.com/","(718) 387-7322","sugar@spoonbillbooks.com",,"301","34","505","3030510028","3071097","40.70727","-73.945695","090","POINT (-73.9456949998253 40.7072700004134)"
"QUEENS","Elmhurst-Maspeth","Jackson Heights SDA Church","72-25 Woodside Avenue, Woodside, NY 11377, USA","72-25","WOODSIDE AVENUE","Food/Beverage","Food/Beverage","Accept unexpired food donations.  They do not accept pork.",,"Monday Closed, Tuesday Closed, Wednesday 09:00 AM-02:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed","http://www.jacksonheightschurch.org/","(718) 424-4544","jhchurchsecretary@gmail.com",,"404","25","265","4013120055","4030675","40.743237","-73.891844","110","POINT (-73.8918440004013 40.7432369997909)"
"QUEENS","South Jamaica","Calvary Baptist Church","111-10 Guy R Brewer Boulevard, Jamaica, NY 11433, USA","111-10","GUY R BREWER BOULEVARD",,"Food/Beverage","Pantry Weds: 10 AM - 12 PM, and Thu: 11:30 AM - 1:30 PM. Open to the public for walk-ins. No donations accepted.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://cbcjny.org/","(718) 297-2301","info@cbcjny.org",,"412","28","264","4121810030","4264004","40.691453","-73.788009","113","POINT (-73.7880090000163 40.6914530003589)"
"BROOKLYN","Bedford","Siloam Presbyterian Church Food Pantry Food Provid","270 Jefferson Ave, NY, New York 11216, USA","270","JEFFERSON AVENUE","Food/Beverage","Food/Beverage","Food pantry Wed: 9:30 AM - 12:00 PM, First come first serve. Call to schedule drop-off donations.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 9:30 AM-12:00 PM, Friday Closed, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Satur",,"(718) 789-7050","siloam_pres@netzero.net",,"303","36","249","3018330038","3052305","40.683642","-73.946911","079","POINT (-73.9469110001435 40.6836419998816)"
