"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"15TMP0625K,15EHAN039K,20CVCP060K","205 Park Avenue","195","Park Avenue","Brooklyn","3020330050","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3145/docrepository","40.696167","-73.971294","2","35","211","3000000","3020330050","Fort Greene"
"15TMP0084K,15EH-N084K","Greenpoint Landing F2","5","Blue Slip","Brooklyn","3024720050,3024720065","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2837/docrepository","40.735584","-73.959767","1","33","563","3418261","3024727502","Greenpoint"
"14TMP0074X,14EHAN074X,14CVCP207X","3673-3687 White Plains Road","3673","White Plains Road","Bronx","2046470043,2046470046,2046470055","VCP (Prospective), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2014/docrepository","40.880885","-73.864336","12","12","378",,,"Williamsbridge-Olinville"
"22TMP0781Q,22EH-N174Q,22CVCP067Q","42-01 28TH AVENUE","42-01","28TH AVENUE","Queens","4007010006,4007010005,4007010008,4007010108,4007010009","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/32228/docrepository","40.764682","-73.911975","1","22","143","4012150","4007010006","Astoria"
"13TMP0216M,13EA-N216M","100 Norfolk Street - DOB Job No. NB - 121413595","100","Norfolk Street","Manhattan","1003530047","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/1432/docrepository","40.718776","-73.987147","3","1","1402","1090469","1003537504","Lower East Side"
"15TMP0151M,15EHAN151M,15CVCP037M","337 West 36 Street (NNO Submissions)","337","West 36th Street","Manhattan","1007600020","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2654/docrepository","40.753978","-73.993673","4","3","111","1000000","1007600020","Hudson Yards-Chelsea-Flatiron-Union Square"
"17TMP0295K,17EH-N250K","225 PENNSYLVANIA AVENUE","225","PENNSYLVANIA AVENUE","Brooklyn","3037210001","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3938/docrepository","40.672274","-73.895954","5","37","1144","3426261","3037210001","East New York (Pennsylvania Ave)"
"18TMP1322X,18EHAZ446X","1912-1920 AMETHYST STREET","1912-1920","AMETHYST STREET","Bronx","2042540011","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5900/docrepository","40.847495","-73.868224","11","15","230","2047845","2042540011","Van Nest-Morris Park-Westchester Square"
"15TMP0095M,15ENOS095M","164 Attorney Street","164","Attorney Street","Manhattan","1003450007","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2952/docrepository","40.720685","-73.983268","3","2","2201","1004132","1003450007","Lower East Side"
"17TMP0459X,17CVCP065X,18EHAN201X","2035 Newbold Avenue","2053","NEWBOLD AVENUE","Bronx","2038050123","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4102/docrepository","40.832774","-73.855826","9","18","92","2000000","2038057502","Westchester-Unionport"
"21TMP0991K,21EHAN209K,22CVCP042K","2400 Pitkin Avenue","2400","PITKIN AVENUE","Brooklyn","3040170015,3040170019","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/23792/docrepository","40.673673","-73.883803","5","37","1166","3089210","3040170019","East New York"
"19TMP2177Q,20CVCP030Q","43-06  AND 43-30 38TH STREET","43-06","38TH STREET","Queens","4002200025,4002200040","VCP (Enrolled)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/11275/docrepository","40.745564","-73.926768","2","26","179","4467574","4002200025","Hunters Point-Sunnyside-West Maspeth"
"18TMP0088K,18EH-N061K,18CVCP043K","157 New Jersey Avenue","157","NEW JERSEY AVENUE","Brooklyn","3036710143,3036710043","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4666/docrepository","40.676216","-73.895915","5","37","1198","3000000","3036710043","East New York"
"14TMP0421M,14EH-N421M,14CVCP255M","521 West 145th Street","521","West 145th Street","Manhattan","1020770014","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2394/docrepository","40.825579","-73.948403","9","7","229","1061933","1020777501","Hamilton Heights"
"15TMP0218R,15EHAZ218R","4895 Arthur Kill Road Bridgeview Plaza","4895","Arthur Kill Road","Staten Island","5076320023","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2760/docrepository","40.523150","-74.239245","3","51","248","5000000","5076320023","Charleston-Richmond Valley-Tottenville"
"15TMP0477K,15ENOS477K","829 Jefferson Avenue","829","Jefferson Avenue","Brooklyn","3016530080,3016530081","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3024/docrepository","40.686155","-73.925142","3","41","385","3426003","3016530080","Stuyvesant Heights"
"14TMP0199M,14RHAZ199M","Village Care of New York","214","West Houston Street","Manhattan","1005280012","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2511/docrepository","40.728526","-74.004420","2","3","67","1088511","1005280012","West Village"
"18TMP0367X,18EHAN143X","444 Gerard Avenue","414","GERARD AVENUE","Bronx","2023500001,2023500005","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4945/docrepository","40.817096","-73.929970","1","17","63","2001084","2023500001","West Concourse"
"16TMP0403M,16EHAN318M,17CVCP079M","221-227 West 28th Street","221","West 28th Street","Manhattan","1007780025,1007780027,1007780028","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3309/docrepository","40.747596","-73.994186","5","3","95","1000000","1007780028","Midtown-Midtown South"
"20TMP0745Q,20EHAZ175Q,21CVCP003Q","114-46 FARMERS BLVD","114-46","FARMERS BLVD","Queens","4103950044","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/13028/docrepository","40.696794","-73.761812","12","27","400","4591639","4103950044","St. Albans"
"22TMP0010K,22CVCP031K,22EHAN150K","374 4TH AVENUE","374","4TH AVENUE","Brooklyn","3009800077","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/29460/docrepository","40.672941","-73.986579","6","39","119","3021051","3009800077","Park Slope-Gowanus"
"13TMP0468K,13EHAN468K,13CVCP154K","101 West Street","101","West Street","Brooklyn","3025560055,3025560057,3025560058","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1590/docrepository","40.729954","-73.959290","1","33","565","3000000","3025560058","Greenpoint"
"16TMP0214K,16ENOS212M","287 East Houston Street - DOB Job No. NB-121193591","287","East Houston Street","Manhattan","1003500018","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3528/docrepository","40.721550","-73.984105","3","2","3001","1004245","1003507503","Chinatown"
"13TMP0374Q,13RHAZ374Q,15CVCP070Q","109-09 15th Avenue - A1 401843617","109-09","15th Avenue","Queens","4040440060,4040440020","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1915/docrepository","40.783796","-73.857113","7","19","929","4097876","4040440060","College Point"
"20TMP0159Q,20EHAN121Q,20CVCP085Q","43-34 53 Street","43-34","53 STREET","Queens","4013210041","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/11443/docrepository","40.743725","-73.911674","2","26","25302","4030879","4013210041","Hunters Point-Sunnyside-West Maspeth"
"15TMP0310Q,15EHAZ310Q,15CVCP097Q","29-10 Broadway","29-10","Broadway","Queens","4005860035","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2776/docrepository","40.762636","-73.926818","1","22","53","4617928","4005867501","Astoria"
"16TMP0395M,16EA-N314M","225 East Houston Street","225","East Houston Street","Manhattan","1004120061","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3235/docrepository","40.722278","-73.986450","3","1","3001","1005423","1004120061","Chinatown"
"14TMP0496K,14EH-N496K,15CVCP014K","86 Fleet Place","86","Fleet Place","Brooklyn","3020610050,3020617501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2420/docrepository","40.693059","-73.981771","2","35","31","3424517","3020617501","Fort Greene"
"14TMP0111M,14EHAN111M,14CVCP203M","310 West 40th Street - DOB Job No. 121237358","310","West 40th Street","Manhattan","1007630047","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2024/docrepository","40.756209","-73.991359","4","3","115","1090719","1007630047","Clinton"
"13TMP0109M,13ENOS109M","345 East 94th Street","345","East 94th Street","Manhattan","1015570025","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1879/docrepository","40.782486","-73.946934","8","5","15601","1087329","1015570025","Yorkville"
"20TMP0963Q,20EH-N198Q,20CVCP082Q","144-10 LIBERTY AVENUE","144-10","LIBERTY AVENUE","Queens","4100430005,4100430006","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/13246/docrepository","40.692720","-73.808695","12","28","204","4214786","4100430006","Jamaica"
"19TMP0447K,19ENOS132K","31 DIVISION AVENUE","31","DIVISION AVENUE","Brooklyn","4021590002","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7547/docrepository","40.706917","-73.967878","1","33","547","3424192","3021590002","North Side-South Side"
"14TMP0323M,14EH-N323M,14CVCP243M","239 10th Avenue","239","10th Avenue","Manhattan","1006960032","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2356/docrepository","40.748502","-74.003595","4","3","99","1090212","1006967503","Hudson Yards-Chelsea-Flatiron-Union Square"
"16TMP0162Q,16EA-N103M","255 East Houston Street","255","East Houston Street","Manhattan","1003550054,1003550059","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3227/docrepository","40.721860","-73.985126","3","2","3001","1090485","1003550054","Chinatown"
"21TMP1469K,21EHAZ296K,22CVCP021K","25 MILFORD STREET","25","MILFORD STREET","Brooklyn","3041530027","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/27262/docrepository","40.678885","-73.878162","5","37","1192","3000000","3041530027","East New York"
"18TMP0463K,18EH-N180K","570 NOSTRAND AVENUE","570","Nostrand Avenue","Brooklyn","3018650062","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5041/docrepository","40.679235","-73.949634","3","36","247","3332258","3018650062","Crown Heights North"
"12TMP0148R,12RH-A148R,12CVCP063R","1243-1275 Woodrow Road","1275","Woodrow Road","Staten Island","5061450013,5061450016,5061450040,5061450300","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1384/docrepository","40.541743","-74.207139","3","51","20801","5079744","5061450016","Rossville-Woodrow"
"14TMP0315M,14EH-N315M,15CVCP099M","511 West 36th Street","511","West 36th Street","Manhattan","1007080022,1007080024,1007080020,1007080046","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2354/docrepository","40.756217","-73.999018","4","3","99","1089736","1007080020","Hudson Yards-Chelsea-Flatiron-Union Square"
"15TMP0172Q,15EHAZ172Q,16CVCP010Q","104-32 Merrick Boulevard","104-32","Merrick Blvd","Queens","4101640076","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2752/docrepository","40.701274","-73.789999","12","27","254","4216421","4101640076","South Jamaica"
"14TMP0359M,14ENOS359M","11 Avenue A - DOB Job #121184182 and #121792630","11","Avenue A","Manhattan","1004290039","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2473/docrepository","40.722626","-73.986042","3","2","3002","1005750","1004290039","East Village"
"14TMP0168Q,14EHAZ168Q,14CVCP232Q","41-04 27th Street","25-18","41st Avenue","Queens","4004150026","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2172/docrepository","40.752156","-73.938982","1","26","33","4000000","4004157504","Queensbridge-Ravenswood-Long Island City"
"16TMP0024K,16EHAZ014X,16CVCP011X","221 East 138th Street","221","East 138th Street","Bronx","2023400056,2023400058","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3321/docrepository","40.811996","-73.928472","1","8","51","2128972","2023407501","Mott Haven-Port Morris"
"15TMP0485Q,15EH-A485Q,15CVCP155Q","32-08 38th Avenue","32-08","38th Avenue","Queens","4003810011","VCP (Enrolled), E/RD (Review)","Active (A)","Site Management","https://a002-epic.nyc.gov/app/workspace/2624/docrepository","40.753285","-73.931098","1","26","31","4004584","4003810011","Queensbridge-Ravenswood-Long Island City"
"16TMP0106K,16EHAZ099K,16CVCP034K","296 Wythe Avenue","296","Wythe Avenue","Brooklyn","3023780021,3023780026","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3337/docrepository","40.716040","-73.964168","1","33","555","3062567","3023780021","North Side-South Side"
"17TMP0431Q,17EH-A168Q,17CVCP067Q","97-11 SUTPHIN BOULEVARD","97-11","SUTPHIN BOULEVARD","Queens","4100310010","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4074/docrepository","40.696975","-73.805549","12","28","208","4214600","4100310010","Jamaica"
"17TMP0036K,17EAIR036K","1657 East 19th Street","1657","East 19th Street","Brooklyn","3067820063","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3646/docrepository","40.609547","-73.954548","15","48","550","3182539","3067820063","Madison"
"20TMP0361K,20ENOS088K","121 NORTH 1 STREET","121","NORTH 1 STREET","Brooklyn","3023650036","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/11645/docrepository","40.715408","-73.961918","1","34","553","3399187","3023650036","North Side-South Side"
"15TMP0589M,15CVCP127M,15CVCP127M","153 Sherman Avenue","153","Sherman Avenue","Manhattan","1022210005","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2542/docrepository","40.864644","-73.923094","12","10","291","1064765","1022210005","Marble Hill-Inwood"
"22TMP0968K,22EHAZ228K","19 ROCKWELL PLACE","19","ROCKWELL PLACE","Brooklyn","3020950010","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/32415/docrepository","40.689285","-73.979418","2","35","33","3058599","3020950010","Fort Greene"
"19TMP1957Q,19EH-A416Q,20CVCP012Q","147-16 97TH AVENUE","147-16","97TH AVENUE","Queens","4100310007","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/10056/docrepository","40.697436","-73.805263","12","28","208","4214599","4100310007","Jamaica"
"10TMP0215M,10EH-N215M","505 West 37th Street","505","West 37th Street","Manhattan","1007090025,1007090031","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/442/docrepository","40.756679","-73.998177","4","3","99","1088724","1007090031","Hudson Yards-Chelsea-Flatiron-Union Square"
"12TMP0136M,12ENOS136M","21 East 1st Street - DOB Job No. NB-120732895","21","East 1st Street","Manhattan","1004560028,1004560029,1004560027,1004567501","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1368/docrepository","40.724386","-73.991110","3","2","3602","1088698","1004567501","East Village"
"17TMP0620X,19EHAN036X,19CVCP073X","1164-1184 RIVER AVENUE","1150","RIVER AVENUE","Bronx","2024880001,2024880012,2024880014","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4263/docrepository","40.834432","-73.922044","4","16","197","2000000","2024880001","West Concourse"
"16TMP0408Q,16EHAN367Q,17CVCP039Q","108-20 Rockaway Beach Boulevard","108-20","Rockaway Beach Blvd","Queens","4161800001,4161800002,4161800003,4161800008,4161800009","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3314/docrepository","40.581739","-73.830350","14","32","938","4000000","4161800001","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"14TMP0117X,14EH-N117X,15CVCP066X","4215 Park Avenue (1910 Webster Avenue)","1910","Webster Avenue","Bronx","2030270001,2030270005,2030270008,2030270042,2030270045,2030270049,2030270053,2030270054,2030277501","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2297/docrepository","40.848074","-73.900739","6","15","379","2000000","2030277501","Mount Hope"
"17TMP0587X,17EHAZ224X","1225 RANDALL AVENUE","1225","RANDALL AVENUE","Bronx","2027650168","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4230/docrepository","40.811710","-73.889288","2","17","93","2094444","2027650168","Hunts Point"
