"file","law_number","type","status","final_action","title"
"M 0108-2014",,"Land Use Call-Up","Adopted","2014-07-24T00:00:00.000","By Council Member Johnson: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 753 Washington Street, Borough of Manhattan, Community Board No. 4, Application no. 20145294 TCM shall be subject to review by the Council."
"M 0107-2014",,"Land Use Call-Up","Adopted","2014-07-24T00:00:00.000","By Council Member Chin: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 263 Lafayette Street, Borough of Manhattan, Community Board No. 4, Application no. 20145468 TCM shall be subject to review by the Council."
"LU 0106-2014",,"Land Use Application","Adopted","2014-08-21T00:00:00.000","Application no. 20145294 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of 753 Washington Trattoria Inc. for a revocable consent to continue to maintain and operate an unenclosed sidewalk café located at 753 Washington Street, Borough of Manhattan, Community District 2, Council District 3. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"M 0109-2014",,"Land Use Call-Up","Adopted","2014-07-24T00:00:00.000","By Council Member Rosenthal: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 50 West 72nd Street, Borough of Manhattan, Community Board No. 4, Application no. 20145615 TCM shall be subject to review by the Council."
"LU 0105-2014",,"Land Use Application","Adopted","2014-08-21T00:00:00.000","Application no. 20145615 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of 50 West 72nd Rest, LLC, d/b/a/ Ripso 72 for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 50 West 72nd Street, Borough of Manhattan, Community District 7, Council District 6. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"LU 0104-2014",,"Land Use Application","Adopted","2014-08-21T00:00:00.000","Application no. 20145468 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of 265 Lafayette Ristorante LLC, d/b/a/ Sant Ambroeus for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 263 Lafayette Street, Borough of Manhattan, Community District 2, Council District 1. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"Res 0373-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF LARISA ORTIZ AS A MEMBER OF THE NEW YORK CITY PLANNING COMMISSION."
"Res 0372-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF BOMEE JUNG AS A MEMBER OF THE NEW YORK CITY PLANNING COMMISSION."
"Res 0364-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving a partial exemption from real property taxes for property located at (Block 12277, Lot 1) Queens, pursuant to Section 577 of the Private Housing Finance Law (Preconsidered L.U. No. 103)."
"Res 0363-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving a full exemption from real property taxes for property located at (Block 2762, Lot 1) the Bronx, pursuant to Section 422 of the Real Property Tax Law (Preconsidered L.U. No. 102)."
"Res 0362-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving a full exemption from real property taxes for property located at (Block 2946, Lot 1) the Bronx, pursuant to Section 422 of the Real Property Tax Law (Preconsidered L.U. No. 101)."
"Res 0370-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving an amendment to a real property tax exemption granted pursuant to Section 577 of the Private Housing Finance Law to a previously approved Urban Development Action Area Project located at 801-05 St. Nicholas Avenue (Block 2065/Lot 26), Borough of Manhattan (Preconsidered L.U. No. 109; 20145706 HAM)."
"Res 0369-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving the decision of the City Planning Commission on Application No. M 770445 (D) ZMK, to further modify Restrictive Declaration D-47, for a commercial development on property located 11000 Flatlands Avenue (Block 8235/Lot 48) in an R5/C2-1 District and an R5/C2-2 District, Borough of Brooklyn (Preconsidered L.U. No. 108)."
"Res 0368-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution affirming the designation by the Landmarks Preservation Commission of the Park Avenue Historic District, Borough of Manhattan, Designation List No. 472, LP-2547 (L.U. No. 100; 20145586 HKM; N 140373 HKM)."
"Res 0367-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving the decision of the City Planning Commission on Application No. N 140274 ZRQ, for an amendment of the Zoning Resolution of the City of New York, relating to Article XI, Chapter 7, to enlarge the Special Long Island City Mixed Use District and to modify certain provisions related to sidewalk cafes and to expand the boundary of the Hunters Point Subdistrict of the Special Long Island City Mixed Use District, Borough of Queens (L.U. No. 99)."
"Res 0366-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140275 ZMQ, a Zoning Map amendment (L.U. No. 98)."
"Res 0365-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","Resolution to approve a real property tax exemption pursuant to Section 696 of the General Municipal Law (GML), for the Exemption Area located at 3054 Third Avenue (Block 2364, Lot 7), 3058 Third Avenue (Block 2364, Lot 9), 745 Brook Avenue (Block 2364, Lot 17), 743 Brook Avenue (Block 2364, Lot 18), 741 Brook Avenue (Block 2364, Lot 19), and 739 Brook Avenue (Block 2364, Lot 21), Community Districts 1 and 3, Borough of the Bronx (L.U. No. 89; 20145651 HAX)."
"LU 0103-2014",,"Land Use Application","Adopted","2014-07-24T00:00:00.000","Northeastern Conference House, 131-10 GUY R BREWER BLVD, Queens 11434, Queens, Block 12277, Lots 1, Council District No. 28."
"LU 0102-2014",,"Land Use Application","Adopted","2014-07-24T00:00:00.000","Pio Mendez HDFC, 1291 LAFAYETTE AVENUE, Bronx, 10474, Bronx, Block 2762, Lot 1, Council District No. 17."
"LU 0101-2014",,"Land Use Application","Adopted","2014-07-24T00:00:00.000","Sebco/VIP HDFC, 1876 BELMONT AVENUE, Bronx 10457, Bronx, Block 2946, Lot 1, Council District No. 17."
