"queens_cooperatives_comparable_properties_boro_block_lot","queens_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","queens_cooperatives_comparable_properties_neighborhood","queens_cooperatives_comparable_properties_building_classification","queens_cooperatives_comparable_properties_total_units","queens_cooperatives_comparable_properties_year_built","queens_cooperatives_comparable_properties_gross_sqft","queens_cooperatives_comparable_properties_est_gross_income","queens_cooperatives_comparable_properties_gross_income_per_sqft","queens_cooperatives_comparable_properties_full_market_value","queens_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-06527-0050","144 55 MELBOURNE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.734497","-73.823246","8","24","809","4450395","4065270050","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","D4-ELEVATOR","106","1954","115212","0","0","5720000","49.6","4-06636-0001","135 10 GRAND CENTRAL PARK
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","181","1952","125164","1769186","14.13","5510000","44","1.3","4-05185-0037","140 70 ASH AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","47","1932","38911","579000","14.88","1960000","50","1.45"
"4-16234-0044","124 10
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"BELLE HARBOR","D4-ELEVATOR","68","1962","76595","1199000","15.65","4050000","53","4-12311-0030","155 15 NORTH CONDUIT AVEN
Queens, NY 
(40.749436300045, -73.797299799846)","SPRINGFIELD GARDENS","D1-ELEVATOR","160","1969","106946","1893333","17.7","7080000","66","7.2","4-16151-0006","2 14 BEACH 96 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","1.5"
"4-05137-0055","138 10 FRANKLIN AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.75498","-73.82596","7","20","79701","4115902","4051370055","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","194","1961","226160","3302000","14.6","11200000","49.5","4-05003-0028","144 50 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","84","1951","68250","984147","14.42","3330000","48.8","0.85","4-04981-0050","33 14 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","114","1963","99162","1469514","14.82","4970000","50","0.95"
"4-02235-0001","110 11 72 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.721095","-73.840515","6","29","75702","4052572","4022350001","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","62","1966","76770","1036395","13.5","3230000","42.1","4-02235-0047","110 33 72 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","67","1958","69322","900886","13","2810000","40.5","0","4-02265-0079","75 05 113 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","92","1951","60025","948527","15.8","3210000","53","0.35"
"4-01872-0011","92 30 56 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11373","40.736707","-73.868992","4","25","683","4046341","4018720011","Elmhurst                                                                   ","ELMHURST","D4-ELEVATOR","82","1962","100796","1169233","11.6","3290000","32.6","4-01958-0026","58 35 GRANGER STREET
Queens, NY 
(40.749436300045, -73.797299799846)","CORONA","D1-ELEVATOR","102","1962","86400","1162271","13.45","3620000","41.9","0.75","4-01448-0032","87 07 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","84","1951","79012","916724","11.6","2580000","32.7","1.3"
"4-05023-0018","143 30 ROOSEVELT AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11354","40.761332","-73.823125","7","20","855","4113656","4050230018","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","91","1961","87147","1093000","12.54","3070000","35.2","4-05025-0001","144 15 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","111","1962","129838","1629941","12.55","4580000","35.3","0.15","4-05049-0027","41 40 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","50","1954","40000","511352","12.78","1590000","39.8","0.15"
"4-03316-0010","117 14 UNION TURNPIKE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11415","40.711764","-73.835654","9","29","773","4079199","4033160010","Kew Gardens                                                                ","KEW GARDENS","D4-ELEVATOR","108","1923","121727","1047000","8.6","2220000","18.24","4-03324-0050","118 09 83 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","48","1939","46200","397152","8.6","842000","18.23","0.25","4-03322-0112","83 26 LEFFERTS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D3-ELEVATOR","42","1931","55200","789360","14.3","2460000","44.6","0.4"
"4-02129-0014","102 12 65 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.730501","-73.852609","6","29","721","4432042","4021290014","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","184","1952","151700","2123800","14","6610000","43.6","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.4","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.45"
"4-07945-0025","224 10 HILLSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11427","40.731374","-73.742085","13","23","1301","4461343","4079450025","Bellerose                                                                  ","QUEENS VILLAGE","C6-WALK-UP","132","1951","140000","1806000","12.9","5620000","40.1","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","3.6","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","3.6"
"4-03164-0038","67 25 DARTMOUTH STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.721423","-73.856164","6","29","711","4074922","4031640038","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","98","1955","86136","1315000","15.27","4450000","52","4-03173-0013","101 06 67 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","61","1949","70910","1072274","15.12","3630000","51","0.3","4-03156-0133","98 05 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","181","1960","177710","2758144","15.52","9330000","53","0.2"
"4-06668-0028","144 11 77 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.72084","-73.818192","8","24","77904","4451396","4066680028","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","26","1948","23712","293000","12.36","823000","34.7","4-06277-0002","42 11 CORPORAL KENNEDY ST
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","219","1951","208345","2574475","12.36","7230000","34.7","3.6","4-06021-0029","198 39 JORDAN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","42","1924","36000","459036","12.75","1430000","39.7","3.6"
"4-11446-0012","84 10 153 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11414","40.666377","-73.849975","10","32","6201","4434868","4114460012","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","D4-ELEVATOR","172","1964","158600","1925000","12.14","5410000","34.1","4-12311-0030","155 15 NORTH CONDUIT AVEN
Queens, NY 
(40.749436300045, -73.797299799846)","SPRINGFIELD GARDENS","D1-ELEVATOR","160","1969","106946","1893333","17.7","7080000","66","3.65","4-10499-0075","190 05 HILLSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","HOLLISWOOD","D1-ELEVATOR","110","1960","100116","1280000","12.79","3990000","39.9","5.3"
"4-06711-0027","150 15 79 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.720027","-73.813198","8","24","77904","4145164","4067110027","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","D4-ELEVATOR","75","1965","80200","911890","11.37","2360000","29.4","4-05146-0036","37 60 45 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","256","1955","261919","2978158","11.37","7720000","29.5","2.15","4-05013-0031","37 04 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","42","1957","43000","480758","11.18","1140000","26.5","3"
"4-03321-0069","83 15 116 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11418","40.706141","-73.836248","9","29","134","4079267","4033210069","Kew Gardens                                                                ","KEW GARDENS","D4-ELEVATOR","59","1931","64716","938910","14.51","3170000","49","4-03321-0018","83 10 118 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","79","1954","74118","1067498","14.4","3320000","44.8","0","4-03329-0054","118 75 METROPOLITAN AVENU
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","54","1924","54300","793893","14.62","2470000","45.5","0.1"
"4-07117-0051","196 66 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11365","40.73735","-73.776437","8","23","1347","4459706","4071170401","Fresh Meadows-Utopia                                                       ","FRESH MEADOWS","C6-WALK-UP","140","1952","110000","1738000","15.8","5880000","53","4-07117-0020","195 00 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FRESH MEADOWS","C9-WALK-UP","12","1949","12470","197179","15.81","667000","53","0","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","1.9"
"4-02874-0002","86 16 60 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11373","40.730816","-73.873283","6","29","687","4065242","4028740002","Rego Park                                                                  ","MIDDLE VILLAGE","D4-ELEVATOR","96","1963","94432","1397500","14.8","4720000","50","4-03078-0065","62 65 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","107","1941","101304","1503691","14.84","4680000","46.2","0.35","4-02474-0021","51 25 VAN KLEECK STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","76","1960","65000","965288","14.85","3260000","50","0.6"
"4-02127-0018","102 17 64 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.731844","-73.853317","6","29","721",,,"Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","120","1949","108000","1468800","13.6","4570000","42.3","4-02113-0034","99 60 64 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","132","1952","119985","1583151","13.19","4450000","37.1","0.1","4-02116-0006","99 12 65 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","65","1949","70500","737891","10.47","1910000","27.1","0.2"
"4-01265-0058","34 21 78 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","60","1939","65000","715000","11","1850000","28.5","4-01275-0061","35 15 75 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","59","1939","60000","769482","12.82","2160000","36","0.2","4-01443-0040","34 57 82 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","46","1936","51872","762322","14.7","2580000","49.7","0.2"
"4-06482-0003","136 51 PARK DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"FLUSHING-SOUTH","C6-WALK-UP","210","1950","152470","1730000","11.35","4480000","29.4","4-06691-0001","79 05 147 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","51","1948","39558","448824","11.35","1160000","29.3","1.15","4-06665-0024","144 32 75 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","14","1948","13208","176330","13.35","549000","41.6","0.8"
"4-01281-0054","35 35 81 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","59","1937","59628","688703","11.55","1940000","32.5","4-02103-0001","98 09 65 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","240","1938","255400","3192500","12.5","8970000","35.1","2.1","4-15543-0046","12 13 NEILSON STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FAR ROCKAWAY","D1-ELEVATOR","37","1925","37260","600013","16.1","2030000","54","12.3"
"4-09860-0040","84 50 169 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11432","40.715144","-73.795284","8","24","454","4210913","4098600040","Briarwood-Jamaica Hills                                                    ","JAMAICA HILLS","D4-ELEVATOR","125","1955","93000","1175000","12.63","3300000","35.5","4-09937-0025","178 60 WEXFORD TERRACE
Queens, NY 
(40.749436300045, -73.797299799846)","JAMAICA ESTATES","D1-ELEVATOR","73","1956","57186","963724","16.85","3260000","57","0.6","4-09666-0052","135 09 82 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","96","1952","73524","1168687","15.9","3950000","54","1.3"
"4-05002-0087","141 25 NORTHERN BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11354","40.764407","-73.825557","7","20","1161","4113180","4050020087","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","175","1937","151000","1963000","13","6110000","40.5","4-05190-0014","42 66 PHLOX PLACE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","65","1930","62954","814462","12.94","2540000","40.3","0.7","4-05182-0015","142 02 FRANKLIN AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","55","1929","50909","699869","13.75","2180000","42.8","0.65"
"4-01279-0030","35 54 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","11","1917","13748","187660","13.65","584000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.45","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.45"
"4-00162-0034","43 30 44 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","60","1941","65280","863654","13.23","2690000","41.2","4-00162-0019","43 09 43 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","48","1928","35340","367971","10.41","954000","27","0","4-00168-0041","45 26 44 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","46","1929","41316","540942","13.09","1680000","40.7","0.15"
"4-07632-0002","67 02
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"OAKLAND GARDENS","C6-WALK-UP","467","1949","554300","8592500","15.5","29100000","52","4-07117-0020","195 00 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FRESH MEADOWS","C9-WALK-UP","12","1949","12470","197179","15.81","667000","53","1.2","4-06280-0001","209 30 43 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","42","1949","30934","466643","15.09","1580000","51","1.45"
"4-01474-0047","37 51 86 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","79","1955","69654","807986","11.6","2270000","32.6","4-01448-0032","87 07 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","84","1951","79012","916724","11.6","2580000","32.7","0.3","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.05"
"4-09204-0009","86 10 109 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11418","40.697678","-73.839536","9","32","128","4192159","4092040009","Richmond Hill                                                              ","RICHMOND HILL","D4-ELEVATOR","54","1928","56400","639000","11.33","1660000","29.4","4-09677-0167","147 28 90 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JAMAICA","D1-ELEVATOR","54","1928","61000","733000","12.02","2060000","33.8","1.75","4-10461-0057","88 73 193 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","HOLLIS","D1-ELEVATOR","62","1939","53200","578000","10.86","1500000","28.2","4"
"4-02152-0133","65 30 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.730833","-73.848531","6","29","743","4432081","4021520133","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","90","1950","77400","1277100","16.5","4320000","56","4-02107-0024","99 44 62 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","62","1964","55300","780819","14.12","2430000","43.9","0.5","4-02265-0079","75 05 113 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","92","1951","60025","948527","15.8","3210000","53","1.1"
"4-03154-0025","96 09 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11374","40.722535","-73.856627","6","29","711","4074620","4031540025","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","60","1951","61476","925830","15.06","3130000","51","4-03085-0008","64 20 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","150","1950","127152","1914641","15.06","6470000","51","0.35","4-03100-0026","65 74 WETHEROLE STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","72","1953","59532","906742","15.23","3070000","52","0.2"
"4-03253-0051","20 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.718418","-73.845879","6","29","737","4077871","4032530051","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","96","1932","85075","1382500","16.25","4670000","55","4-03205-0024","68 50 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","20","1931","24408","396813","16.26","1340000","55","0.35","4-03234-0051","68 09 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","228","1929","174480","3404125","19.51","12700000","73","0.25"
