"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_estimated_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_estimated_expense","bronx_cooperatives_comparable_properties_expense_per_sqft","bronx_cooperatives_comparable_properties_net_operating_income","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"2-05789-0059","3215 ARLINGTON AVENUE
Bronx, NY 
(40.884350663021, -73.912425902141)","2","10463","40.884511","-73.912362","8","11","297","2084126","2057890059","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"82000","1004500","12.25","379660","4.63","624840","3168000","38.63","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1312394","13.06","505762","5.03","806632","3795000","37.76","0.11","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.19","2-05795-0537","3555 NETHERLAND AVENUE","RIVERDALE","D1-ELEVATOR","55","1939","60,792","714,186","11.75","298,924","4.92","415,262","1,969,000","32.39","0.11"
"2-03073-0041","2386 ARTHUR AVENUE
Bronx, NY 
(40.855246380615, -73.887790918873)","2","10458","40.855226","-73.887834","6","15","391","2012139","2030730041","Belmont                                                                    ",,,,,"10776","117782","10.93","74031","6.87","43751","267000","24.78","2-03073-0039","2380 ARTHUR AVENUE
Bronx, NY 
(40.855106895768, -73.887908212949)","BELMONT","C7-WALK-UP","13","1904","10701","116748","10.91","66453","6.21","50295","311000","29.06","0","2-03273-0287","610 191 STREET
Bronx, NY 
(40.859153124613, -73.884947162803)","BELMONT","C1-WALK-UP","16","1911","8700","105966","12.18","57159","6.57","48807","187000","21.49","0.3","2-03099-0006","743 EAST 182 STREET","BELMONT","C1-WALK-UP","20","1913","19,750","215,772","10.93","135,607","6.87","80,165","496,000","25.11","0.35"
"2-03987-0058","1500 OVERING STREET
Bronx, NY 
(40.84073208693, -73.845428315184)","2","10461","40.840775","-73.845527","10","13","200","2041945","2039870058","Van Nest-Morris Park-Westchester Square                                    ",,,,,"27150","302180","11.13","147696","5.44","154484","910000","33.52","2-03974-0004","1410 ROWLAND STREET
Bronx, NY 
(40.837896997441, -73.845761558019)","WESTCHESTER","C1-WALK-UP","39","1928","32000","352320","11.01","193600","6.05","158720","981000","30.66","0.21","2-04075-0031","2617 HALPERIN AVENUE
Bronx, NY 
(40.842959725754, -73.844442849337)","WESTCHESTER","C1-WALK-UP","44","1928","34816","387600","11.13","189282","5.44","198318","1224000","35.16","0.16","2-03997-0030","2446 LYVERE STREET","WESTCHESTER","C1-WALK-UP","38","1923","32,100","442,170","13.77","204,854","6.38","237,316","1,566,000","48.79","0.31"
"2-02933-0029","1372 FRANKLIN AVENUE
Bronx, NY 
(40.833338103366, -73.900711284662)","2","10456","40.833389","-73.90071","3","16","149","2009735","2029330029","Morrisania-Melrose                                                         ",,,,,"48852","507572","10.39","315584","6.46","191988","1194000","24.44","2-02692-0074","865 167 STREET
Bronx, NY 
(40.826132007279, -73.897406841435)","MORRISANIA/LONGWOOD","D7-ELEVATOR","55","1928","40800","423914","10.39","263552","6.46","160362","971000","23.8","0.41","2-02429-0034","1109 CLAY AVENUE
Bronx, NY 
(40.829989334079, -73.91196319392)","MELROSE/CONCOURSE","D1-ELEVATOR","60","1931","48200","468013","9.71","304195","6.31","163818","971000","20.15","0.63","2-02433-0023","1055 FINDLAY AVENUE","MELROSE/CONCOURSE","D1-ELEVATOR","49","1927","48,475","592,409","12.22","325,799","6.72","266,610","1,692,000","34.9","0.77"
"2-03127-0001","2000 DALY AVENUE
Bronx, NY 
(40.842731167269, -73.883089744057)","2","10460","40.842815","-73.883048","6","17","363","2013199","2031270001","East Tremont                                                               ",,,,,"42455","296317","6.98","206843","4.87","89474","532000","12.53","2-03133-0013","966 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","D1-ELEVATOR","42","1915","45000","634253","14.09","333032","7.4","301221","2010000","44.67","0.17","2-03119-0029","2104 CROTONA PARKWAY
Bronx, NY 
(40.845936253626, -73.884000827434)","EAST TREMONT","C7-WALK-UP","43","1924","42426","376950","8.88","246489","5.81","130461","778000","18.34","0.24","2-03125-0014","2117 DALY AVENUE","EAST TREMONT","C1-WALK-UP","18","1915","19,250","263,022","13.66","139,240","7.23","123,782","774,000","40.21","0.17"
"2-03226-0053","4 FORDHAM HILL OVAL
Bronx, NY 
(40.863688860176, -73.908011730998)","2",,,,,,,,,,,,,,"1230965","13454447","10.93","7399946","6.01","6054501","36850000","29.94","2-03248-0049","2685 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE/JEROME PARK","D7-ELEVATOR","193","1926","200000","2441053","12.21","1304378","6.52","1136675","7216000","36.08","0.28","2-03304-0035","2720 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","166","1929","255200","2099499","8.23","1209676","4.74","889823","5238000","20.53","0.65","2-03237-0133","2575 SEDGWICK AVENUE","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","86","1952","86,000","939,858","10.93","455,872","5.3","483,986","2,993,000","34.8","0.16"
"2-05787-0130","3200 NETHERLAND AVENUE
Bronx, NY 
(40.883820162051, -73.911561927026)","2","10463","40.884096","-73.911491","8","11","297","2084097","2057870130","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"88470","1033330","11.68","465352","5.26","567978","3278000","37.05","2-05754-0090","225 232 STREET
Bronx, NY 
(40.88038240123, -73.904333150882)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","96","1929","87510","1031120","11.78","466325","5.33","564795","2156000","24.64","0.41","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","714186","11.75","298924","4.92","415262","1969000","32.39","0.12",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02722-0001","854 INTERVALE AVENUE
Bronx, NY 
(40.817955468855, -73.895551794642)","2","10459","40.817721","-73.895441","2","17","89","2087653","2027220001","Hunts Point                                                                ",,,,,"10220","137868","13.49","71636","7.01","66232","392000","38.36","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","156875","13.49","81519","7.01","75356","499000","42.91","2.09","2-02410-0001","271 150 STREET
Bronx, NY 
(40.818053964707, -73.922343408597)","MELROSE/CONCOURSE","C7-WALK-UP","20","1910","10587","106284","10.04","66381","6.27","39903","249000","23.52","1.35",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03069-0090","2039 HUGHES AVENUE
Bronx, NY 
(40.847947946162, -73.891103029216)","2","10457","40.848002","-73.891027","6","15","373","2012016","2030690090","East Tremont                                                               ",,,,,"13200","145759","11.04","85221","6.46","60538","374000","28.33","2-03099-0006","743 182 STREET
Bronx, NY 
(40.850058089353, -73.885969751409)","BELMONT","C1-WALK-UP","20","1913","19750","215772","10.93","135607","6.87","80165","496000","25.11","0.33","2-03034-0047","467 TREMONT AVENUE
Bronx, NY 
(40.847088047374, -73.898183715691)","BATHGATE","C7-WALK-UP","28","1931","14549","240786","16.55","122794","8.44","117992","499000","34.3","0.36","2-02909-0012","440 EAST TREMONT AVENUE","BATHGATE","C7-WALK-UP","11","1931","12,863","169,182","13.15","94,222","7.33","74,960","496,000","38.56","0.41"
"2-03344-0086","3520 TRYON AVENUE
Bronx, NY 
(40.880634043032, -73.876625256241)","2","10467","40.880718","-73.876617","7","11","431","2018283","2033440086","Norwood                                                                    ",,,,,"53700","611106","11.38","354420","6.6","256686","1650000","30.73","2-04835-0018","667 232 STREET
Bronx, NY 
(40.884844172927, -73.915640740809)","WILLIAMSBRIDGE","D3-ELEVATOR","60","1929","50934","595418","11.69","327506","6.43","267912","1628000","31.96","1.24","2-02867-0103","1718 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","64","1938","59700","614408","10.29","350464","5.87","263944","1485000","24.87","2.87","2-04831-0064","4054 CARPENTER AVENUE","WILLIAMSBRIDGE","D1-ELEVATOR","64","1928","53,664","667,977","12.45","355,320","6.62","312,657","1,694,000","31.57","1.04"
"2-02663-0011","1230 BOSTON ROAD
Bronx, NY 
(40.830092764815, -73.901609478295)","2","10456","40.83013","-73.90159","3","17","151","2004745","2026630011","Morrisania-Melrose                                                         ",,,,,"21500","226395","10.53","145985","6.79","80410","499000","23.21","2-02609-0035","1203 FULTON AVENUE
Bronx, NY 
(40.830256400068, -73.904802152731)","MORRISANIA/LONGWOOD","C1-WALK-UP","29","1911","20825","238878","11.47","152888","7.34","85990","552000","26.51","0.24","2-02609-0039","1195 FULTON AVENUE
Bronx, NY 
(40.83008832202, -73.904916525368)","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1911","19255","184698","9.59","120048","6.23","64650","384000","19.94","0.24",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02534-0008","1380 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"182218","2018975","11.08","1321081","7.25","697894","4301000","23.6","2-02513-0033","101 165 STREET
Bronx, NY 
(40.831522093197, -73.922113821767)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","54","1925","58000","679516","11.72","434893","7.5","244623","1564000","26.97","0.55","2-02513-0001","103 165 STREET
Bronx, NY 
(40.831509412753, -73.922076933202)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","54","1925","58000","605658","10.44","405780","7","199878","1242000","21.41","0.55",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03717-0018","1036 MANOR AVENUE
Bronx, NY 
(40.825030567421, -73.875451300438)","2","10472","40.825103","-73.875484","9","18","48","2023554","2037170018","Soundview-Bruckner                                                         ",,,,,"35700","378063","10.59","227052","6.36","151011","937000","26.25","2-03739-0051","1161 ELDER AVENUE
Bronx, NY 
(40.827573580809, -73.878975922126)","SOUNDVIEW","C1-WALK-UP","48","1928","36500","426685","11.69","234695","6.43","191990","1155000","31.64","0.25","2-03776-0062","1235 STRATFORD AVENUE
Bronx, NY 
(40.829234613478, -73.875555887486)","SOUNDVIEW","C1-WALK-UP","38","1928","31400","387780","12.35","203252","6.47","184528","1169000","37.23","0.35","2-03866-0005","1585 EAST 172 STREET","SOUNDVIEW","C1-WALK-UP","49","1928","37,350","446,333","11.95","289,836","7.76","156,497","1,659,000","44.42","0.52"
"2-05723-0084","25 KNOLLS CRESCENT
Bronx, NY 
(40.878969684134, -73.917118786568)","2","10463","40.878548","-73.918127","8","11","29302","2091867","2057230084","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"247247","3226573","13.05","1540349","6.23","1686224","11000000","44.49","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1159771","12.5","480671","5.18","679100","3619000","39.01","0.2","2-05789-0024","3240 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","108","1938","163197","2199230","13.48","1080504","6.62","1118726","7409000","45.4","0.54","2-05909-0163","3950 BLACKSTONE AVENUE","RIVERDALE","D1-ELEVATOR","176","1959","237,000","3,092,924","13.05","1,477,491","6.23","1,615,433","10,760,000","45.4","0.98"
"2-03218-0074","2265 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"46440","505267","10.88","295358","6.36","209909","1299000","27.97","2-03225-0106","2326 LORING PLACE
Bronx, NY 
(40.861489315879, -73.908522883957)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","42","1928","39780","433857","10.91","231799","5.83","202058","1251000","31.45","0.12","2-03225-0094","2300 LORING PLACE
Bronx, NY 
(40.861083442631, -73.90884951969)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","47","1927","48500","525888","10.84","311444","6.42","214444","999000","20.6","0.12",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05737-0061","640 231 STREET
Bronx, NY 
(40.883259768082, -73.914657656949)","2",,,,,,,,,,,,,,"72800","821912","11.29","361088","4.96","460824","2728000","37.47","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1312394","13.06","505762","5.03","806632","3795000","37.76","0.25","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1229714","11.29","539876","4.96","689838","3432000","31.5","0.09","2-05754-0005","3214 KINGSBRIDGE AVENUE","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","54","1927","61,020","599,169","9.82","349,998","5.74","249,171","1,475,000","24.17","0.56"
"2-02683-0041","571 SOUTHERN BOULEVARD
Bronx, NY 
(40.81245139545, -73.903133881487)","2","10455","40.812457","-73.903039","2","17","83","2005084","2026830041","Longwood                                                                   ",,,,,"25926","371260","14.32","147000","5.67","224260","1018000","39.27","2-02742-0039","998 SOUTHERN BOULEVARD
Bronx, NY 
(40.823029099614, -73.891753835076)","MORRISANIA/LONGWOOD","C7-WALK-UP","21","1912","21070","350868","16.65","164908","7.83","185960","1346000","63.88","0.89","2-02703-0018","935 KELLY STREET
Bronx, NY 
(40.820807036696, -73.895926603199)","MORRISANIA/LONGWOOD","C7-WALK-UP","36","1912","29700","425601","14.33","213822","7.2","211779","1375000","46.3","0.62","2-02643-0011","648 JACKSON AVENUE","MORRISANIA/LONGWOOD","C7-WALK-UP","30","1910","22,344","308,919","13.83","160,636","7.19","148,283","978,000","43.77","0.31"
"2-02410-0032","320 151 STREET
Bronx, NY 
(40.818281553805, -73.920240886156)","2",,,,,,,,,,,,,,"7560","102287","13.53","59270","7.84","43017","285000","37.7","2-02285-0064","461 140 STREET
Bronx, NY 
(40.809904619543, -73.920675358185)","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","20","1905","13235","179005","13.53","104499","7.9","74506","493000","37.25","0.55","2-02285-0067","451 140 STREET
Bronx, NY 
(40.809989155852, -73.920879112364)","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","20","1902","13235","179005","13.53","103814","7.84","75191","498000","37.63","0.55","2-02285-0066","455 EAST 140 STREET","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","20","1902","13,235","179,005","13.53","103,815","7.84","75,190","498,000","37.63","0.55"
"2-03151-0028","254 184 STREET
Bronx, NY 
(40.859037775738, -73.898140069093)","2",,,,,,,,,,,,,,"20955","244126","11.65","142284","6.79","101842","652000","31.11","2-03151-0010","2322 RYER AVENUE
Bronx, NY 
(40.857705441772, -73.89878862036)","FORDHAM","C1-WALK-UP","21","1916","17460","193466","11.08","111714","6.4","81752","505000","28.92","0","2-03152-0029","2385 VALENTINE AVENUE
Bronx, NY 
(40.859160882733, -73.897238158225)","FORDHAM","C1-WALK-UP","46","1922","30590","373690","12.22","219584","7.18","154106","978000","31.97","0.11",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02474-0015","825 WALTON AVENUE
Bronx, NY 
(40.825799600355, -73.925029194073)","2","10451","40.825717","-73.925032","4","8","63","2002903","2024740015","West Concourse                                                             ",,,,,"44304","373483","8.43","232153","5.24","141330","846000","19.1","2-02474-0049","853 WALTON AVENUE
Bronx, NY 
(40.826439249036, -73.924593942722)","MELROSE/CONCOURSE","D1-ELEVATOR","24","1927","21931","287936","13.13","167011","7.62","120925","804000","36.66","0.07","2-02474-0028","835 WALTON AVENUE
Bronx, NY 
(40.826111975798, -73.924793782132)","MELROSE/CONCOURSE","D1-ELEVATOR","60","1926","84000","683293","8.13","457833","5.45","225460","1328000","15.81","0.07","2-02482-0060","691 GERARD AVENUE","MELROSE/CONCOURSE","D1-ELEVATOR","60","1929","68,800","579,702","8.43","360,359","5.24","219,343","1,312,000","19.07","0.12"
"2-02799-0022","1776 TOPPING AVENUE
Bronx, NY 
(40.846179276639, -73.905603932025)","2","10457","40.846019","-73.905636","5","15","22901","2007497","2027990022","Mount Hope                                                                 ",,,,,"21080","256754","12.18","108562","5.15","148192","942000","44.69","2-02810-0050","219 ECHO PLACE
Bronx, NY 
(40.849817154069, -73.904938715567)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","31","1939","21600","253799","11.75","143365","6.64","110434","706000","32.69","0.29","2-02800-0036","1826 MONROE AVENUE
Bronx, NY 
(40.84730207432, -73.906395745286)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","32","1964","20196","245963","12.18","104037","5.15","141926","746000","36.94","0.1","2-02794-0054","1691 EASTBURN AVENUE","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","36","1937","26,000","327,340","12.59","180,180","6.93","147,160","986,000","37.92","0.23"
"2-03199-0062","2400 DAVIDSON AVENUE
Bronx, NY 
(40.861516778278, -73.903091481949)","2","10468","40.861645","-73.903062","7","14","253","2014321","2031990062","Kingsbridge Heights                                                        ",,,,,"40000","488800","12.22","287200","7.18","201600","1280000","32","2-03183-0037","2356 WALTON AVENUE
Bronx, NY 
(40.859846069142, -73.901860846266)","FORDHAM","C1-WALK-UP","34","1921","26515","302006","11.39","175264","6.61","126742","815000","30.74","0.17","2-03152-0029","2385 VALENTINE AVENUE
Bronx, NY 
(40.859160882733, -73.897238158225)","FORDHAM","C1-WALK-UP","46","1922","30590","373690","12.22","219584","7.18","154106","978000","31.97","0.29","2-03151-0012","2326 RYER AVENUE","FORDHAM","C1-WALK-UP","26","1916","17,460","246,186","14.1","133,045","7.62","113,141","688,000","39.4","0.33"
"2-03199-0066","2410 DAVIDSON AVENUE
Bronx, NY 
(40.861731752566, -73.902956656266)","2","10468","40.861816","-73.902949","7","14","253","2014322","2031990066","Kingsbridge Heights                                                        ",,,,,"40000","488800","12.22","287200","7.18","201600","1280000","32","2-03183-0037","2356 WALTON AVENUE
Bronx, NY 
(40.859846069142, -73.901860846266)","FORDHAM","C1-WALK-UP","34","1921","26515","302006","11.39","175264","6.61","126742","815000","30.74","0.17","2-03152-0029","2385 VALENTINE AVENUE
Bronx, NY 
(40.859160882733, -73.897238158225)","FORDHAM","C1-WALK-UP","46","1922","30590","373690","12.22","219584","7.18","154106","978000","31.97","0.29","2-03151-0012","2326 RYER AVENUE","FORDHAM","C1-WALK-UP","26","1916","17,460","246,186","14.1","133,045","7.62","113,141","688,000","39.4","0.33"
"2-03353-0033","3176 DECATUR AVENUE
Bronx, NY 
(40.873158293429, -73.876088342626)","2","10467","40.873032","-73.876259","7","11","425","2018546","2033530033","Norwood                                                                    ",,,,,"59000","685580","11.62","390580","6.62","295000","1890000","32.03","2-04322-0051","2165 MATTHEWS AVENUE
Bronx, NY 
(40.8557379344, -73.862926381466)","PELHAM PARKWAY SOUTH","D4-ELEVATOR","62","1959","58500","721890","12.34","387270","6.62","334620","2120000","36.24","1.34","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","748512","11.02","376775","5.55","371737","2145000","31.58","0.44","2-03344-0014","3530 BAINBRIDGE AVENUE","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1959","61,000","568,303","9.32","330,335","5.42","237,968","1,415,000","23.2","0.63"
"2-02608-0022","1103 FRANKLIN AVENUE
Bronx, NY 
(40.827948227628, -73.906223709357)","2","10456","40.827713","-73.90645","3","16","185","2113110","2026080022","Morrisania-Melrose                                                         ",,,,,"24750","272250","11","160380","6.48","111870","691000","27.92","2-02608-0001","1071 FRANKLIN AVENUE
Bronx, NY 
(40.827591382615, -73.906634988356)","MORRISANIA/LONGWOOD","C7-WALK-UP","26","1904","19105","221936","11.62","142048","7.44","79888","512000","26.8","0","2-02388-0029","3428 PARK AVENUE
Bronx, NY 
(40.829660455318, -73.909379537762)","MORRISANIA/LONGWOOD","C4-WALK-UP","14","1910","5732","61952","10.81","37792","6.59","24160","150000","26.17","0.17",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03237-0145","2545 SEDGWICK AVENUE
Bronx, NY 
(40.867254818075, -73.907569907509)","2","10468","40.867674","-73.907301","7","14","269","2015160","2032370145","Kingsbridge Heights                                                        ",,,,,"71640","783025","10.93","379692","5.3","403333","1870000","26.1","2-03237-0133","2575 SEDGWICK AVENUE
Bronx, NY 
(40.868094556651, -73.906955617562)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","86","1952","86000","939858","10.93","455872","5.3","483986","2993000","34.8","0","2-03237-0140","2559 SEDGWICK AVENUE
Bronx, NY 
(40.867666855785, -73.907334982504)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","56","1949","59362","682976","11.51","353847","5.96","329129","2112000","35.58","0","2-03239-0031","2682 BAILEY AVENUE","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","55","1960","67,175","712,136","10.6","406,969","6.06","305,167","1,894,000","28.2","0.12"
