"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Subway","8 East 41st St","Food & Drink","Quick-Serve Eatery","212-213-3998",,"10016","MANHATTAN","40.752598","-73.980878","5","4","82","1035327","1012750066","Murray Hill-Kips Bay                                                       "
"Sunrise Mart","12 East 41st St","Misc. Retail","Grocery Store",,,"10017","MANHATTAN","40.752524","-73.980708","5","4","82","1035326","1012750064","Murray Hill-Kips Bay                                                       "
"In Build-out","14 East 41st St","Vacant","In Build-out",,,"10017","MANHATTAN","40.752488","-73.980622","5","4","82","1035326","1012750064","Murray Hill-Kips Bay                                                       "
"Mai: Sushi My Way","16 East 41st St","Food & Drink","Quick-Serve Eatery","212-685-1410",,"10017","MANHATTAN","40.752453","-73.980535","5","4","82","1035325","1012750063","Murray Hill-Kips Bay                                                       "
"Café Zaiya","18 East 41st St","Food & Drink","Quick-Serve Eatery","212-400-8880",,"10017","MANHATTAN","40.752417","-73.980448","5","4","82","1035324","1012750061","Murray Hill-Kips Bay                                                       "
"O'Caseys","22 East 41st St ","Food & Drink","Restaurant","212-779-0600",,"10017","MANHATTAN","40.752343","-73.980275","5","4","82","1035323","1012750060","Murray Hill-Kips Bay                                                       "
"Yagura Market","24 East 41st St","Food & Drink","Quick-Serve Eatery","212-685-6807",,"10017","MANHATTAN","40.752307","-73.980189","5","4","82","1035323","1012750060","Murray Hill-Kips Bay                                                       "
"Nails One","295 Madison Ave","Pers. & Prof. Services","Nail Salon","212-679-3777","on 41st","10017","MANHATTAN","40.751997","-73.979864","5","4","82","1035321","1012750050","Murray Hill-Kips Bay                                                       "
"Trends & Traditional Clothing","295 Madison Ave","AA&F","Men's Apparel",,"on 41st","10017","MANHATTAN","40.751997","-73.979864","5","4","82","1035321","1012750050","Murray Hill-Kips Bay                                                       "
"HK Auctions Collectors' Gallery","295 Madison Ave","Misc. Retail","Art & Photography Supplies","212-889-4686","on 41st","10017","MANHATTAN","40.751997","-73.979864","5","4","82","1035321","1012750050","Murray Hill-Kips Bay                                                       "
"Vacant","295 Madison Ave","Vacant","Vacant",,"on 41st","10017","MANHATTAN","40.751997","-73.979864","5","4","82","1035321","1012750050","Murray Hill-Kips Bay                                                       "
"H&R Block","295 Madison Ave","Financial Services","Other Financial Services",,"on 41st",,"MANHATTAN","40.751997","-73.979864","5","4","82","1035321","1012750050","Murray Hill-Kips Bay                                                       "
"Madison & Vine","299 Madison Ave","Food & Drink","Restaurant","212-561-8968","on 41st","10017","MANHATTAN","40.752101","-73.979416","5","4","82","1035332","1012760023","Murray Hill-Kips Bay                                                       "
"Homefront Deli","41 East 41st St","Food & Drink","Quick-Serve Eatery","212-557-3340",,"10017","MANHATTAN","40.751975","-73.979362","5","4","82","1035333","1012760024","Murray Hill-Kips Bay                                                       "
"The Benjamin Steakhouse","52 East 41st St","Food & Drink","Restaurant","212-682-0202",,"10017","MANHATTAN","40.751893","-73.979214","5","4","82","1035320","1012750044","Murray Hill-Kips Bay                                                       "
"Food Trends","56 East 41st St","Food & Drink","Quick-Serve Eatery","646-402-6926",,"10017","MANHATTAN","40.751868","-73.979153","5","4","82","1035329","1012750143","Murray Hill-Kips Bay                                                       "
"In Build-out","100 Park Ave ","In Build-out","In Build-out",,"on 41st","10017","MANHATTAN","40.751","-73.978504","5","4","82","1035319","1012750027","Murray Hill-Kips Bay                                                       "
"Grand Central Place","100 Park Ave ","Food & Drink","Quick-Serve Eatery",,"on 41st","10017","MANHATTAN","40.751","-73.978504","5","4","82","1035319","1012750027","Murray Hill-Kips Bay                                                       "
"Gateway Newstands","101 Park Ave ","Misc. Retail","Newsstand",,"on 41st St.","10017","MANHATTAN","40.750992","-73.978485","5","4","80","1036144","1012950001","Murray Hill-Kips Bay                                                       "
"Quik Park ","110 East 41st St ","Parking","Parking Lots & Garages",,,"10017","MANHATTAN","40.751129","-73.977399","5","4","80","1036144","1012950001","Murray Hill-Kips Bay                                                       "
"NYC Check Express/Western Union","117 East 41st St ","Business Services","Other Financial Services",,,"10017","MANHATTAN","40.751041","-73.977146","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"Old Tyme Barber Shop","117 East 41st St ","Pers. & Prof. Services","Barber Shop",,,"10017","MANHATTAN","40.751041","-73.977146","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"Classic Nail","117 East 41st St ","Pers. & Prof. Services","Nail Salon","212-697-2696",,"10017","MANHATTAN","40.751041","-73.977146","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"Subway","370 Lexington Ave","Food & Drink","Quick-Serve Eatery","212-949-1838",,"10017","MANHATTAN","40.750646","-73.976641","5","4","80","1036150","1012950058","Murray Hill-Kips Bay                                                       "
"Previti Pizza","122 East 42nd St","Food & Drink","Quick-Serve Eatery","212-576-1046? ",,"10017","MANHATTAN","40.751601","-73.97645","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"Pret-A-Manger","122 East 42nd St","Food & Drink","Quick-Serve Eatery",,,"10168","MANHATTAN","40.751601","-73.97645","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"Public House","140 East 41st St","Food & Drink","Restaurant","212-682-3710",,"10168","MANHATTAN","40.750586","-73.976111","6","4","80","1036148","1012950033","Murray Hill-Kips Bay                                                       "
"Num Pang Sandwich Shop","622 Third Avenue","Food & Drink","Quick-Serve Eatery",,"on 41st St.","10017","MANHATTAN","40.749581","-73.975324","6","4","80","1089024","1012950033","Murray Hill-Kips Bay                                                       "
"Café O","622 Third Avenue","Food & Drink","Quick-Serve Eatery","212-697-1770","on 41st St.","10017","MANHATTAN","40.749581","-73.975324","6","4","80","1089024","1012950033","Murray Hill-Kips Bay                                                       "
"Emigrant Savings Bank","5 East 42nd St","Financial Services","Full-Service Branch","212-599-1531",,"10017","MANHATTAN","40.753323","-73.980495","5","4","94","1035347","1012770008","Midtown-Midtown South                                                      "
"McDonald's","18 East 42nd St","Food & Drink","Quick-Serve Eatery","212-850-4521",,"10017","MANHATTAN","40.753191","-73.980228","5","4","82","1035341","1012760066","Murray Hill-Kips Bay                                                       "
"Café 42","20 East 42nd St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.753169","-73.980174","5","4","82","1035340","1012760065","Murray Hill-Kips Bay                                                       "
"Imperi Nails & Spa (2nd Floor)","20 East 42nd St","Pers. & Prof. Services","Nail Salon",,,"10017","MANHATTAN","40.753169","-73.980174","5","4","82","1035340","1012760065","Murray Hill-Kips Bay                                                       "
"Sephora","300 Madison Avenue ","Pers. & Prof. Services","Health & Beauty",,"on 42nd Street","10017","MANHATTAN","40.752236","-73.979712","5","4","82","1085972","1012760058","Murray Hill-Kips Bay                                                       "
"Erwin Pearl","300 Madison Avenue ","AA&F","Acc., Jewelry & Watches",,,"10017","MANHATTAN","40.752236","-73.979712","5","4","82","1085972","1012760058","Murray Hill-Kips Bay                                                       "
"Starbucks","330 Madison Ave","Food & Drink","Quick-Serve Eatery",,"on 42nd Street","10017","MANHATTAN","40.753383","-73.978871","5","4","94","1035348","1012770014","Midtown-Midtown South                                                      "
"Citibank","330 Madison Ave","Financial Services","Full-Service Branch",,"on 42nd Street","10017","MANHATTAN","40.753383","-73.978871","5","4","94","1035348","1012770014","Midtown-Midtown South                                                      "
"The Change Group","50 East 42nd St","Financial Services","Currency Exchange",,"Corner of 42nd & Madison","10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"Cohen's Fashion Optical","50 East 42nd St","Pers. & Prof. Services","Optical/Eyewear",,,"10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"Sergio Limpopo","50 East 42nd St (2nd Floor)","Pers. & Prof. Services","Hair Salon","212-697-1838","(2nd Floor)","10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"Portabella","50 East 42nd St","AA&F","Men's Apparel","212-986-1160",,"10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"Radio Shack","50 East 42nd St","Misc. Retail","Elec. & Telecom.","212-681-1464",,"10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"Lucille Roberts","50 East 42nd St","Pers. & Prof. Services","Fitness Club","212-682-5320",,"10017","MANHATTAN","40.752702","-73.97907","5","4","82","1035336","1012760051","Murray Hill-Kips Bay                                                       "
"TD Bank","317 Madison Ave ","Financial Services","Full-Service Branch","212-651-2700","on 42nd Street","10017","MANHATTAN","40.753001","-73.978936","5","4","94","1035349","1012770014","Midtown-Midtown South                                                      "
"D'Espresso","317 Madison Ave","Food & Drink","Quick-Serve Eatery",,"on 42nd Street","10017","MANHATTAN","40.753001","-73.978936","5","4","94","1035349","1012770014","Midtown-Midtown South                                                      "
