"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Education (DOE)","2015-2016 Bi-Annual Report July 1 - December 31, 2015 - All","Reports local law 93 formerly local law 6,  student discipline (suspension data) to the city council twice a year, July 1, 2015 - December 31, 2015.","Biannually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-28T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Biannual-Report-July/t3w8-49gp","t3w8-49gp",,
"Department of Education (DOE)","Bus Route Status","Bus Route Status for the day. Information coming from the Bus Route Status System 2.0. The Office of Pupil Transportation (OPT) provides service to over 600,000 NYC students attending both public and non-public schools located within the five boroughs and neighboring counties in New York, New Jersey and Connecticut","Daily","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2016-03-28T00:00:00.000","https://data.cityofnewyork.us/Transportation/Routes/8yac-vygm","8yac-vygm",,
"Department of Education (DOE)","School Surveys","School Surveys for years 2007-2016","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2013-03-25T00:00:00.000","https://data.cityofnewyork.us/Education/2017-NYC-School-Survey/kwk4-6u9e","kwk4-6u9e",,
"Department of Education (DOE)","2016-2017 School Quality Reports Results - High Schools - All Summary","Quality review evaluates how well schools are organized to support student learning and teacher practice by challenge of curriculum, strong instructional practices,  assessment of what is taught, learned and structured professional collaborations.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-05-15T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Students-with-Multiple-Removals-or-Suspe/curu-ytnp","ewhs-k7um",,
"Department of Education (DOE)","2015-2016 Discharge Local Law 42 Report - School Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-28T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Discharge-Reporting-School-Level-HS/jkk2-3xzd","jkk2-3xzd",,
"Department of Education (DOE)","Statistical Summary Period Attendance Reporting (PAR)","Statistical report on attendance by borough, grade. Alternate views of same data by grade level and enrollment (register). All students including YABC, adults, LYFE babies and charters, home instruction, home/hospital, CBO UPK.","Monthly","2015-09-30T00:00:00.000","2015-09-30T00:00:00.000","Released","2015-09-28T00:00:00.000","https://data.cityofnewyork.us/Education/Statistical-Summary-Period-Attendance-Reporting-PA/hrsu-3w2q","hrsu-3w2q",,
"Department of Education (DOE)","2016-2017 Bi-Annual Report July 1 - December 31, 2016 - All","Reports local law 93 formerly local law 6,  student discipline (suspension data) to the city council twice a year, July 1, 2016 - December 31, 2016.","Biannually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-28T00:00:00.000","https://data.cityofnewyork.us/Education/2016-2017-Biannual-Report-July/ndgr-9drd","ndgr-9drd",,
"Department of Education (DOE)","Health Education Instructor Data Report","Citywide Health Education Instructor data, disaggregated by community school district, city council district, and each individual school. (Local law 15)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-08-22T00:00:00.000","https://data.cityofnewyork.us/Education/2015-16-Local-Law-15-Health-Data-Licensed-Health-I/qa4d-xc73","qa4d-xc73","Released as series of 3 datasets",
"Department of Education (DOE)","Co-Locations Report","Report on academic and demographic information on co-located schools. (Local Law 32)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-09-08T00:00:00.000","https://data.cityofnewyork.us/Education/2016-17-Co-Location-Reporting/j39j-zq32","j39j-zq32",,
"Department of Education (DOE)","Location Information Report","Report of all DOE School Information including Principal and Superintendent names, Cluster, Network, addresses & phone numbers","Daily","2018-12-31T00:00:00.000","2015-09-05T00:00:00.000","Released","2013-03-25T00:00:00.000","https://data.cityofnewyork.us/Education/LCGMS-DOE-School-Information-Report/3bkj-34v2","3bkj-34v2",,
"Department of Education (DOE)","Transitional Bilingual Education and Dual Language Programs and Services information","Transitional Bilingual Education and Dual Language Programs and Services","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Released","2017-11-16T00:00:00.000","https://data.cityofnewyork.us/Education/2017-2018-Anticipated-Bilingual-Education-Programs/ydbx-4ufw","ydbx-4ufw",,
"Department of Education (DOE)","School Closure Discharge Report","New York City public schools closed for poor performance. This report provides data regarding students enrolled in these schools during the school year, according to the guidelines set by (Local Law 043)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-08-11T00:00:00.000","https://data.cityofnewyork.us/Education/2014-2015-School-Closure-Discharge-Reporting-GPA/qd93-w582","qd93-w582","Released as series of 6 datasets",
"Department of Education (DOE)","2016-2017 School Quality Reports Results - YABC - All Summary","Quality review evaluates how YABC schools are organized to support student learning and teacher practice by challenge of curriculum, strong instructional practices,  assessment of what is taught, learned and structured professional collaborations.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-05-15T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Students-with-Multiple-Removals-or-Suspe/curu-ytnp","ghht-zbsp",,
"Department of Education (DOE)","2015-2016 Discharge Local Law 42 Report - By Code Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Discharge-Reporting-by-Code-HS/p5yk-zjsc","p5yk-zjsc",,
"Department of Education (DOE)","School Age Ridership","Summary of documented students by OPT school code","Quarterly","2015-11-01T00:00:00.000","2019-03-31T00:00:00.000","Released","2019-07-26T00:00:00.000","https://data.cityofnewyork.us/Education/School-Age-Ridership/ft5g-idx8","ft5g-idx8","Given the intention to provide quarterly updates for these reports, and the fact that we still have to nail down requirements, Office of Pupil Transportation is proposing a new schedule of quarterly reports to start on January 1. If that is acceptable, the first “school age ridership” report would be available on 04-01-19.",
"Department of Education (DOE)","2012-2013 Discharge Local Law 42 Report - Students with Disabilities - Middle School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-27T00:00:00.000","https://data.cityofnewyork.us/Education/2012-13-Discharge-Reporting-Students-with-Disabili/9fxq-tpip","9fxq-tpip",,
"Department of Education (DOE)","Local Law 14 Health Data - 2016-2017","Reports in reference to local law 14; health data by community school, city council district and school DBN.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-07-01T00:00:00.000","https://data.cityofnewyork.us/Education/2016-2017-Local-Law-14-Health-Data/kewp-r7r7","kewp-r7r7",,
"Department of Education (DOE)","2017-2018 Class Size Report - Citywide Distribution - All","Reports for entire city the number of students, number of classes, class size and percentage of students within grade by grade level by program type.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-20T00:00:00.000","https://data.cityofnewyork.us/Education/2017-2018-Class-Size-Report-City-Middle-And-High-S/dcpj-gxjy","dcpj-gxjy",,
"Department of Education (DOE)","ELA Results and Data Files","ELA Results and Data Files for Years 2006-2016","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-09-25T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2017-Citywide-ELA-Results-Ethnic/3nw7-5vkw","3nw7-5vkw","Released as series of 25 datasets",
"Department of Education (DOE)","School Quality Reports Results for all schools","School Quality Reports Results for all schools in years 2013-2015","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2016-03-14T00:00:00.000","https://data.cityofnewyork.us/Education/2014-2015-School-Quality-Reports-Results-For-High-/vrfr-9k4d","vrfr-9k4d","update of the existing dataset",
"Department of Education (DOE)","2015-2016 School Quality Reports Results - Early Childhood Schools - All Summary","Quality review evaluates Early Childhood Schools support student learning and teacher practice by challenge of curriculum and strong instructional practices.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-29T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-School-Quality-Report-Results-for-Early-/xy5n-i6mb","xy5n-i6mb",,
"Department of Education (DOE)","2013-2014 School Quality Reports Results - All Schools","Quality review evaluates how well schools are organized to support student learning and teacher practice.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-26T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2014-School-Quality-Reports/yahh-6yjc","yahh-6yjc",,
"Department of Education (DOE)","2015-2016 School Quality Reports Results - Elementary, Middle and K-8 Schools - All Statistics","Quality review evaluates how well schools are organized to support student learning and teacher practice by challenge of curriculum, effectiveness and assessment of what is taught/ learned.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-28T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-School-Quality-Report-Elem-Middle-K-8-Sc/cbfr-z7aj","cbfr-z7aj",,
"Department of Education (DOE)","2011-2012 Progress Report - Citywide - Early Childhood Schools","Progress reports is an accountability tool used to grade each school with A, B, C, D or F based on student progress and/or  performance; in this case for early childhood schools.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-05-03T00:00:00.000","https://data.cityofnewyork.us/Education/2011-2012-Early-Childhood-Progress-Report/x4hu-rz9v","x4hu-rz9v",,
"Department of Education (DOE)","2012-2013 Discharge Local Law 42 Report - Students with Disabilities - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2012-13-Discharge-Reporting-for-Students-with-Disa/xpy2-cyxg","xpy2-cyxg",,
"Department of Education (DOE)","Physical Education Report","Information on physical education in New York city schools. (Local Law 102)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-08-22T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Physical-Education-PE-Space/xqmg-7z3j","xqmg-7z3j","Released as series of 6 datasets",
"Department of Education (DOE)","2012-2013 Discharge Local Law 42 Report - By Code Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2012-13-Discharge-Reporting-by-Code-HS/njqj-g8fv","njqj-g8fv",,
"Department of Education (DOE)","2012-2013 Progress Report - Citywide - District 75 Schools","Progress reports is an accountability tool used to grade each school with A, B, C, D or F based on student progress and/or  performance; in this case for district 75 schools.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-18T00:00:00.000","https://data.cityofnewyork.us/Education/2012-2013-D75-Progress-Reports/e555-uc5w","e555-uc5w",,
