"development","tds","building","borough","house","street","address","city","state","zip_code","bin","block","lot","borough_block_lot","census_tract_2010","neighborhood_tabulation_area","neighborhood_tabulation_area_1","community_district","city_council_district","state_assembly_district","state_senate_district","us_congressional_district","latitude","longitude"
"EAST 173RD STREET-VYSE AVENUE","338","5","BRONX","1554","HOE AVENUE","1554 HOE AVENUE","BRONX","NY","10460","2092191","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8345585537199","-73.8881664616951"
"EAST 173RD STREET-VYSE AVENUE","338","5","BRONX","1558","HOE AVENUE","1558 HOE AVENUE","BRONX","NY","10460","2092191","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8346438854675","-73.8881181409054"
"EAST 173RD STREET-VYSE AVENUE","338","6","BRONX","1566","HOE AVENUE","1566 HOE AVENUE","BRONX","NY","10460","2092189","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8348157073272","-73.8879987189627"
"EAST 173RD STREET-VYSE AVENUE","338","6","BRONX","1570","HOE AVENUE","1570 HOE AVENUE","BRONX","NY","10460","2092189","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8349010312002","-73.8879423687868"
"EAST 173RD STREET-VYSE AVENUE","338","6","BRONX","1572","HOE AVENUE","1572 HOE AVENUE","BRONX","NY","10460","2092189","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.835004650367","-73.8878859888221"
"EAST 173RD STREET-VYSE AVENUE","338","6","BRONX","1576","HOE AVENUE","1576 HOE AVENUE","BRONX","NY","10460","2092189","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8351021626535","-73.8878215887705"
"EAST 173RD STREET-VYSE AVENUE","338","6","BRONX","1580","HOE AVENUE","1580 HOE AVENUE","BRONX","NY","10460","2092189","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8351935845771","-73.8877652290231"
"EAST 173RD STREET-VYSE AVENUE","338","7","BRONX","1579","VYSE AVENUE","1579 VYSE AVENUE","BRONX","NY","10460","2092190","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8349938974392","-73.8871821953295"
"EAST 173RD STREET-VYSE AVENUE","338","7","BRONX","1575","VYSE AVENUE","1575 VYSE AVENUE","BRONX","NY","10460","2092190","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.834914664228","-73.8872305060519"
"EAST 173RD STREET-VYSE AVENUE","338","7","BRONX","1571","VYSE AVENUE","1571 VYSE AVENUE","BRONX","NY","10460","2092190","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8348293328551","-73.887278826991"
"EAST 180TH STREET-MONTEREY AVENUE","208","1","BRONX","2111","LAFONTAINE AVENUE","2111 LAFONTAINE AVENUE","BRONX","NY","10457","2011855","3062","21","2030620021","37504","BX17","East Tremont","6","15","86","33","15","40.8502058302162","-73.8922789585132"
"EAST 180TH STREET-MONTEREY AVENUE","208","1","BRONX","558","EAST 181ST STREET","558 EAST 181ST STREET","BRONX","NY","10457","2011855","3062","21","2030620021","37504","BX17","East Tremont","6","15","86","33","15","40.8507667814404","-73.8921656125458"
"EAST NEW YORK CITY LINE","263","1","BROOKLYN","1052","HEGEMAN AVENUE","1052 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324185","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6673391567126","-73.874069011947"
"EAST NEW YORK CITY LINE","263","2","BROOKLYN","1056","HEGEMAN AVENUE","1056 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324186","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6673531066401","-73.874007351201"
"EAST NEW YORK CITY LINE","263","3","BROOKLYN","1058","HEGEMAN AVENUE","1058 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324187","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.66737647305","-73.8739356580439"
"EAST NEW YORK CITY LINE","263","4","BROOKLYN","1060","HEGEMAN AVENUE","1060 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324188","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6674070886338","-73.8738730539066"
"EAST NEW YORK CITY LINE","263","5","BROOKLYN","1062","HEGEMAN AVENUE","1062 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324189","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.667440059454","-73.8738141161719"
"EAST NEW YORK CITY LINE","263","6","BROOKLYN","1064","HEGEMAN AVENUE","1064 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324190","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6674612096787","-73.8737416997243"
"EAST NEW YORK CITY LINE","263","7","BROOKLYN","1078","HEGEMAN AVENUE","1078 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324196","4481","4","3044810004","1116","BK82","East New York","5","42","60","19","8","40.6676900942885","-73.8732040417505"
"EAST NEW YORK CITY LINE","263","8","BROOKLYN","1080","HEGEMAN AVENUE","1080 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324195","4481","4","3044810004","1116","BK82","East New York","5","42","60","19","8","40.667729963048","-73.8731453989859"
"EAST NEW YORK CITY LINE","263","9","BROOKLYN","1085","HEGEMAN AVENUE","1085 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324305","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.6680374699463","-73.8731799672669"
"EAST NEW YORK CITY LINE","263","10","BROOKLYN","1087","HEGEMAN AVENUE","1087 HEGEMAN AVENUE","BROOKLYN","NY","11208","3324304","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.6680763786871","-73.8731253576685"
"EAST NEW YORK CITY LINE","263","11","BROOKLYN","336","FOUNTAIN AVENUE","336 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323981","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6715789151915","-73.8746166669949"
"EAST NEW YORK CITY LINE","263","12","BROOKLYN","338","FOUNTAIN AVENUE","338 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323975","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6715242812871","-73.874612914058"
"EAST NEW YORK CITY LINE","263","13","BROOKLYN","340","FOUNTAIN AVENUE","340 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323976","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6714687984484","-73.8745895651878"
"EAST NEW YORK CITY LINE","263","14","BROOKLYN","342","FOUNTAIN AVENUE","342 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323977","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6714145854668","-73.8745679915827"
"EAST NEW YORK CITY LINE","263","15","BROOKLYN","344","FOUNTAIN AVENUE","344 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323978","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6713663878357","-73.8745702832484"
"EAST NEW YORK CITY LINE","263","16","BROOKLYN","346","FOUNTAIN AVENUE","346 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323979","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6713244149616","-73.87457293221"
"EAST NEW YORK CITY LINE","263","17","BROOKLYN","348","FOUNTAIN AVENUE","348 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3323980","4263","40","3042630040","1194","BK82","East New York","5","42","60","19","8","40.6712717249467","-73.8745721880257"
"EAST NEW YORK CITY LINE","263","18","BROOKLYN","460","FOUNTAIN AVENUE","460 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324298","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.6685663684127","-73.8734972072756"
"EAST NEW YORK CITY LINE","263","19","BROOKLYN","462","FOUNTAIN AVENUE","462 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324299","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.668522065102","-73.873446717228"
"EAST NEW YORK CITY LINE","263","20","BROOKLYN","464","FOUNTAIN AVENUE","464 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324300","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.6684711192045","-73.8734196375762"
"EAST NEW YORK CITY LINE","263","21","BROOKLYN","466","FOUNTAIN AVENUE","466 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324301","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.6684212929243","-73.8733838136337"
"EAST NEW YORK CITY LINE","263","22","BROOKLYN","468","FOUNTAIN AVENUE","468 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324302","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.668377363272","-73.8733398619726"
"EAST NEW YORK CITY LINE","263","23","BROOKLYN","470","FOUNTAIN AVENUE","470 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324303","4458","35","3044580035","1118","BK82","East New York","5","42","60","19","8","40.668331285338","-73.8732962444114"
"EAST NEW YORK CITY LINE","263","24","BROOKLYN","504","FOUNTAIN AVENUE","504 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324200","4481","16","3044810016","1116","BK82","East New York","5","42","60","19","8","40.6673764437105","-73.8726255137059"
"EAST NEW YORK CITY LINE","263","25","BROOKLYN","508","FOUNTAIN AVENUE","508 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324197","4481","16","3044810016","1116","BK82","East New York","5","42","60","19","8","40.6673349260299","-73.8725846192932"
"EAST NEW YORK CITY LINE","263","26","BROOKLYN","510","FOUNTAIN AVENUE","510 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324198","4481","16","3044810016","1116","BK82","East New York","5","42","60","19","8","40.667303984002","-73.8725469758996"
"EAST NEW YORK CITY LINE","263","27","BROOKLYN","514","FOUNTAIN AVENUE","514 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3324199","4481","16","3044810016","1116","BK82","East New York","5","42","60","19","8","40.6672673305412","-73.8725049594207"
"EAST NEW YORK CITY LINE","263","28","BROOKLYN","761","LOGAN STREET","761 LOGAN STREET","BROOKLYN","NY","11208","3324202","4481","59","3044810059","1116","BK82","East New York","5","42","60","19","8","40.6674066050991","-73.8732994437466"
"EAST NEW YORK CITY LINE","263","29","BROOKLYN","765","LOGAN STREET","765 LOGAN STREET","BROOKLYN","NY","11208","3324201","4481","59","3044810059","1116","BK82","East New York","5","42","60","19","8","40.667363978184","-73.8732503411234"
"EAST NEW YORK CITY LINE","263","30","BROOKLYN","768","LOGAN STREET","768 LOGAN STREET","BROOKLYN","NY","11208","3324191","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6672115389753","-73.8735385956653"
"EAST NEW YORK CITY LINE","263","31","BROOKLYN","770","LOGAN STREET","770 LOGAN STREET","BROOKLYN","NY","11208","3324192","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.667157166636","-73.8735123449047"
"EAST NEW YORK CITY LINE","263","32","BROOKLYN","772","LOGAN STREET","772 LOGAN STREET","BROOKLYN","NY","11208","3324193","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6671075697211","-73.8734869046951"
"EAST NEW YORK CITY LINE","263","33","BROOKLYN","776","LOGAN STREET","776 LOGAN STREET","BROOKLYN","NY","11208","3324194","4480","4","3044800004","1116","BK82","East New York","5","42","60","19","8","40.6670509217458","-73.8734647313247"
"EAST RIVER","9","1","MANHATTAN","420","EAST 105TH STREET","420 EAST 105TH STREET","NEW YORK","NY","10029","1083946","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.788457547871","-73.940031551824"
"EAST RIVER","9","1","MANHATTAN","410","EAST 105TH STREET","410 EAST 105TH STREET","NEW YORK","NY","10029","1083946","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7883382740896","-73.9405640302564"
"EAST RIVER","9","2","MANHATTAN","401","EAST 102ND STREET","401 EAST 102ND STREET","NEW YORK","NY","10029","1083936","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7874871091533","-73.9411897015578"
"EAST RIVER","9","3","MANHATTAN","400","EAST 105TH STREET","400 EAST 105TH STREET","NEW YORK","NY","10029","1083941","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7879003663752","-73.9408872521863"
"EAST RIVER","9","3","MANHATTAN","402","EAST 105TH STREET","402 EAST 105TH STREET","NEW YORK","NY","10029","1083941","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7880709527914","-73.9404638846697"
"EAST RIVER","9","3","MANHATTAN","404","EAST 105TH STREET","404 EAST 105TH STREET","NEW YORK","NY","10029","1083941","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7878318004849","-73.9403612550565"
"EAST RIVER","9","4","MANHATTAN","434","EAST 105TH STREET","434 EAST 105TH STREET","NEW YORK","NY","10029","1083947","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7879397083436","-73.9398412935649"
"EAST RIVER","9","4","MANHATTAN","432","EAST 105TH STREET","432 EAST 105TH STREET","NEW YORK","NY","10029","1083947","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7881834536605","-73.9399318183175"
"EAST RIVER","9","4","MANHATTAN","430","EAST 105TH STREET","430 EAST 105TH STREET","NEW YORK","NY","10029","1083947","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7882113562882","-73.9394511236067"
"EAST RIVER","9","5","MANHATTAN","440","EAST 105TH STREET","440 EAST 105TH STREET","NEW YORK","NY","10029","1083949","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7879991532696","-73.9389459802596"
"EAST RIVER","9","6","MANHATTAN","405","EAST 102ND STREET","405 EAST 102ND STREET","NEW YORK","NY","10029","1083937","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7872566391474","-73.94127929112"
"EAST RIVER","9","6","MANHATTAN","415","EAST 102ND STREET","415 EAST 102ND STREET","NEW YORK","NY","10029","1083937","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7870542875278","-73.9412068743486"
"EAST RIVER","9","6","MANHATTAN","421","EAST 102ND STREET","421 EAST 102ND STREET","NEW YORK","NY","10029","1083937","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7871157079263","-73.9409003580751"
"EAST RIVER","9","6","MANHATTAN","425","EAST 102ND STREET","425 EAST 102ND STREET","NEW YORK","NY","10029","1083937","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.786839748754","-73.9407554142072"
"EAST RIVER","9","7","MANHATTAN","433","EAST 102ND STREET","433 EAST 102ND STREET","NEW YORK","NY","10029","1083939","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7871066368494","-73.940043703972"
"EAST RIVER","9","7","MANHATTAN","431","EAST 102ND STREET","431 EAST 102ND STREET","NEW YORK","NY","10029","1083939","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7873503811382","-73.9401342283337"
"EAST RIVER","9","7","MANHATTAN","429","EAST 102ND STREET","429 EAST 102ND STREET","NEW YORK","NY","10029","1083939","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7873107724395","-73.940441563331"
"EAST RIVER","9","7","MANHATTAN","427","EAST 102ND STREET","427 EAST 102ND STREET","NEW YORK","NY","10029","1083939","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7875269224245","-73.9405200151762"
"EAST RIVER","9","8","MANHATTAN","442","EAST 105TH STREET","442 EAST 105TH STREET","NEW YORK","NY","10029","1083950","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7877386730436","-73.9395002359369"
"EAST RIVER","9","8","MANHATTAN","444","EAST 105TH STREET","444 EAST 105TH STREET","NEW YORK","NY","10029","1083950","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7875317151054","-73.9394157305244"
"EAST RIVER","9","8","MANHATTAN","446","EAST 105TH STREET","446 EAST 105TH STREET","NEW YORK","NY","10029","1083950","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7874440742684","-73.9397102057465"
"EAST RIVER","9","8","MANHATTAN","448","EAST 105TH STREET","448 EAST 105TH STREET","NEW YORK","NY","10029","1083950","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7872003255801","-73.9396136333943"
"EAST RIVER","9","9","MANHATTAN","450","EAST 105TH STREET","450 EAST 105TH STREET","NEW YORK","NY","10029","1083952","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.78787720977","-73.9386824219319"
"EAST RIVER","9","9","MANHATTAN","452","EAST 105TH STREET","452 EAST 105TH STREET","NEW YORK","NY","10029","1083952","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7876564573665","-73.9385979304223"
"EAST RIVER","9","9","MANHATTAN","454","EAST 105TH STREET","454 EAST 105TH STREET","NEW YORK","NY","10029","1083952","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.787596823638","-73.9388641685504"
"EAST RIVER","9","10","MANHATTAN","435","EAST 102ND STREET","435 EAST 102ND STREET","NEW YORK","NY","10029","1083942","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.786757068874","-73.9400944894899"
"EAST RIVER","9","10","MANHATTAN","445","EAST 102ND STREET","445 EAST 102ND STREET","NEW YORK","NY","10029","1083942","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7864489859494","-73.9400705680988"
"EAST RIVER","9","10","MANHATTAN","451","EAST 102ND STREET","451 EAST 102ND STREET","NEW YORK","NY","10029","1083942","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7865151124609","-73.9397665574287"
"EAST RIVER","9","10","MANHATTAN","455","EAST 102ND STREET","455 EAST 102ND STREET","NEW YORK","NY","10029","1083942","1696","1","1016960001","162","MN33","East Harlem South","11","8","68","30","13","40.7863081546782","-73.9396820515568"
"EASTCHESTER GARDENS","34","1","BRONX","1134","BURKE AVENUE","1134 BURKE AVENUE","BRONX","NY","10469","2093490","4581","1","2045810001","348","BX31","Allerton-Pelham Gardens","11","12","83","36","16","40.8708809677491","-73.8540415893719"
