"sr","request_date","site_street_address","borocode","community_board","block","lot","violation","permit","homeowner_contractor","attempt","violation_issue_date","assigned_date","inspection_date","pass_fail","reason_for_failure","car_needed_y_n","date_results_are_mailed","expedited","vdd","postcode","borough","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"111009864491","2014-09-05T00:00:00.000","56 MCVEIGH AVENUE","5","2","2373","194","11107","S042011336001","C","1","2011-08-04T00:00:00.000","2014-10-20T00:00:00.000","2014-10-04T00:00:00.000","Pass",,"false","2014-10-15T00:00:00.000","false","2014-10-10T00:00:00.000","10314","STATEN IS","40.587989","-74.151793","50","27704","5037949","5023730194","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"111009690387","2014-09-05T00:00:00.000","46 DRESDEN PLACE","5","2","689","17","14252","S042014202A03","C","1","2014-01-28T00:00:00.000","2015-07-09T00:00:00.000","2014-09-22T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","10301","STATEN IS","40.603308","-74.113053","50","177","5017175","5006890017","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"111009850383","2014-09-05T00:00:00.000","2578 8 AVENUE","1","10","2023","7503","24593","M042013098003","C","1","2012-05-08T00:00:00.000","2014-10-20T00:00:00.000","2014-10-25T00:00:00.000","Pass",,"false","2014-11-03T00:00:00.000","false","2014-10-31T00:00:00.000","10030","MANHATTAN","40.818082","-73.945377","9","228","1085623","1020237503","Central Harlem North-Polo Grounds"
"111010007875","2014-09-05T00:00:00.000","2327 82 STREET","3","11","6849","67","50194","B042014233A11","H","1","2005-03-15T00:00:00.000","2014-09-19T00:00:00.000","2014-10-04T00:00:00.000","Pass",,"false","2015-01-08T00:00:00.000","false","2015-01-07T00:00:00.000","11214","BROOKLYN","40.602427","-73.98848","47","298","3185062","3068490067","Bensonhurst East"
"111009884853","2014-09-05T00:00:00.000","26-35 14 STREET","4","1","901","17","50941","Q042013253034","C","2","2010-03-19T00:00:00.000","2014-09-29T00:00:00.000","2014-10-02T00:00:00.000","Pass",,"false","2014-10-15T00:00:00.000","false","2014-10-10T00:00:00.000","11102","QUEENS","40.774143","-73.928585","22","83","4594877","4009010018","Old Astoria"
"111010004935","2014-09-05T00:00:00.000","22 SOUTH OXFORD STREET","3","2","2100","49","56438","B042014225A17","C","1","2009-05-20T00:00:00.000","2014-09-26T00:00:00.000","2014-09-23T00:00:00.000","Fail – 4+ Family/Commercial","Broken","false","2014-11-10T00:00:00.000","false",,"11217","BROOKLYN","40.688847","-73.973962","35","181","3058900","3021000049","Fort Greene"
"111009757323","2014-09-05T00:00:00.000","2758 EAST 63 STREET","3","18","8594","62","61205","B012014255A61","C","1","2010-07-29T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-11-24T00:00:00.000","false","2014-09-25T00:00:00.000","11234","BROOKLYN","40.606834","-73.914146","46","70201","3242594","3085940062","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"111009988183","2014-09-05T00:00:00.000","582 EAST 51 STREET","3","17","4735","22","62109","B042010308022","H","1","2010-09-07T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11203","BROOKLYN","40.647294","-73.928905","45","848","3104332","3047350022","Rugby-Remsen Village"
"111009847012","2014-09-05T00:00:00.000","37-44 98 STREET","4","3","1760","23","63795","Q042014245A17","C","1","2012-10-17T00:00:00.000","2014-09-29T00:00:00.000","2014-10-02T00:00:00.000","Pass",,"false","2014-10-15T00:00:00.000","false","2014-10-10T00:00:00.000","11368","QUEENS","40.751169","-73.868581","21","409","4043879","4017600023","North Corona"
"111009800705","2014-09-05T00:00:00.000","42-20 147 STREET","4","7","5374","55","65282","Q042014246A10","C","1","2013-06-07T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","11355","QUEENS","40.759182","-73.817023","20","861","4121275","4053740054","East Flushing"
"111009875907","2014-09-05T00:00:00.000","147-03 73 AVENUE","4","8","6681","35","68658","Q042014128043","C","1","2014-05-19T00:00:00.000","2014-09-19T00:00:00.000","2014-10-23T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11367","QUEENS","40.725374","-73.818422","24","77907","4144446","4066810035","Kew Gardens Hills"
"Email","2014-09-05T00:00:00.000","81-15 248 Street","4","13","8571","59","69171","Q042014191A34","C","1","2014-07-18T00:00:00.000","2014-09-09T00:00:00.000","2014-09-10T00:00:00.000","Pass",,"false","2014-09-15T00:00:00.000","true","2014-09-10T00:00:00.000","11426","QUEENS","40.74018","-73.721165","23","157101","4174708","4085710059","Bellerose"
"111009780155","2014-09-05T00:00:00.000","5616 TILDEN AVENUE","3","17","4741","7","73310","B042014238A09","H","1","2012-08-14T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11203","BROOKLYN","40.648554","-73.923869","45","946","3104549","3047410007","Rugby-Remsen Village"
"111009701329","2014-09-05T00:00:00.000","106 BROOKLYN AVENUE","3","8","1214","43","76184","B042014120A00","C","1","2013-11-21T00:00:00.000","2014-09-19T00:00:00.000","2014-10-03T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11216","BROOKLYN","40.67626","-73.944343","36","313","3030424","3012140043","Crown Heights North"
"111009724597","2014-09-05T00:00:00.000","6928 4 AVENUE","3","10","5872","53","76676","B042014239A34","C","1","2014-03-31T00:00:00.000","2014-09-19T00:00:00.000","2014-09-26T00:00:00.000","Pass",,"false","2014-11-24T00:00:00.000","false","2014-09-26T00:00:00.000","11209","BROOKLYN","40.634306","-74.023657","43","68","3145707","3058720053","Bay Ridge"
"111010040000","2014-09-05T00:00:00.000","576 11 STREET","3","6","1097","11","77327","B042014213A10","C","1","2014-06-05T00:00:00.000","2014-10-10T00:00:00.000","2014-10-24T00:00:00.000","Fail – 4+ Family/Commercial","Missing expansion joints, Missing joint sealer","false","2014-11-03T00:00:00.000","false","2014-10-31T00:00:00.000","11215","BROOKLYN","40.664307","-73.979739","39","167","3026315","3010970011","Park Slope-Gowanus"
"EMAIL","2020-09-04T00:00:00.000","1832 E. 12TH ST.","3","15","6817","18","41370","B042020231A31","H","2","2003-07-25T00:00:00.000","2020-08-26T00:00:00.000","2020-08-28T00:00:00.000","Pass",,"false","2020-09-10T00:00:00.000","true",,"11229","BROOKLYN","40.604603","-73.960674","48","556","3183841","3068170018","Homecrest"
"DOT-470489-K9D1","2020-09-04T00:00:00.000","35-22 88TH ST.","4","3","1461","16","83588","Q04-2020244-A20","C","1","2017-09-06T00:00:00.000","2020-09-08T00:00:00.000","2020-09-08T00:00:00.000","Pass",,"false","2020-09-14T00:00:00.000","true",,"11372","QUEENS","40.751592","-73.878971","25","279","4035874","4014610016","Jackson Heights"
"311-03838134","2020-09-04T00:00:00.000","3819 AVENUE I.","3","18","7742","1","94216","B012019303D49","C","2","2018-07-31T00:00:00.000","2020-09-17T00:00:00.000","2020-09-17T00:00:00.000","Pass",,"false","2020-09-24T00:00:00.000","false",,"11210","BROOKLYN","40.629819","-73.939346","45","776","3213841","3077420001","Flatlands"
"311-03841513","2020-09-04T00:00:00.000","163 OCEAN AVE.","3","9","5026","11","100740","B042020234820","C","1","2019-10-16T00:00:00.000","2020-09-17T00:00:00.000","2020-09-19T00:00:00.000","Pass",,"false","2021-06-21T00:00:00.000","false",,"11225","BROOKLYN","40.659104","-73.962577","40","79802","3114586","3050260011","Prospect Lefferts Gardens-Wingate"
"311-03840208","2020-09-04T00:00:00.000","149 12TH ST.","3","6","1020","45","999999999","B042009292014","C","1","9999-09-09T00:00:00.000","2020-09-17T00:00:00.000","2020-09-18T00:00:00.000","Pass",,"false",,"true",,"11215","BROOKLYN","40.669936","-73.99309","39","117","3022771","3010200045","Park Slope-Gowanus"
"Phone Call","2019-09-04T00:00:00.000","468 ARTHUR KILL RD.","5","3","5450","35","7662","S042018107A06","H","1","2008-03-07T00:00:00.000","2019-10-01T00:00:00.000","2019-10-04T00:00:00.000","Pass",,"false","2019-10-29T00:00:00.000","true",,"10308","STATEN IS","40.563054","-74.156566","51","14608","5070878","5054500035","Great Kills"
"311-00545557","2019-09-04T00:00:00.000","9 RUPERT AVE.","5","2","1972","89","13241","S042003252003","C","1","2012-10-22T00:00:00.000","2019-10-10T00:00:00.000","2019-10-18T00:00:00.000","Fail – 4+ Family/Commercial","1,3","false","2019-11-13T00:00:00.000","false",,"10314","STATEN IS","40.597966","-74.132255","50","27302","5033947","5019720089","New Springville-Bloomfield-Travis"
"311-00545603","2019-09-04T00:00:00.000","821 REVERE AVE.","2","10","5544","27","31662","X042019240A05","C","1","2017-01-30T00:00:00.000","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","Pass",,"false","2019-10-29T00:00:00.000","false",,"10465","BRONX","40.827898","-73.825101","13","152","2098613","2055440027","Schuylerville-Throgs Neck-Edgewater Park"
"Phone Call","2019-09-04T00:00:00.000","25904 148TH RD.","4","13","13688","66","40289","Q042019207A12","H","1","2005-02-23T00:00:00.000","2019-09-05T00:00:00.000","2019-09-12T00:00:00.000","Pass",,"false","2019-09-20T00:00:00.000","true",,"11422","QUEENS","40.654274","-73.729124","31","656","4291011","4136880066","Rosedale"
"311-00546382","2019-09-04T00:00:00.000","733 E. 102ND ST.","3","18","8190","22","54490","B042019249A32","H","1","2008-06-23T00:00:00.000","2019-11-20T00:00:00.000","2019-11-26T00:00:00.000","Pass","ALL CITY TREE RELATED/ EMAILED TO MANAGEMENTS","false","2020-01-10T00:00:00.000","true",,"11236","BROOKLYN","40.647189","-73.898112","46","974","3229846","3081900022","Canarsie"
"outreach call","2019-09-04T00:00:00.000","7205 72ND CT.","3","10","5904","146","57756","B042019241A11","H","1","2009-09-22T00:00:00.000","2019-09-07T00:00:00.000","2019-09-07T00:00:00.000","Pass",,"false","2019-09-16T00:00:00.000","true",,"11209","BROOKLYN","40.635694","-74.036523","43","38","3147199","3059040146","Bay Ridge"
"311-00545143","2019-09-04T00:00:00.000","4148 47TH ST.","4","2","137","58","60323","Q042012192015","H","1","2012-05-31T00:00:00.000","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","Pass- Tree Only Defect",,"false","2020-09-02T00:00:00.000","false","2020-08-21T00:00:00.000","11104","QUEENS","40.746161","-73.91716","26","25301","4001276","4001370058","Hunters Point-Sunnyside-West Maspeth"
"311-00544406","2019-09-04T00:00:00.000","59 S. ELLIOTT PL.","3","2","2099","10","68942","B042019246A35","H","1","2011-12-30T00:00:00.000","2019-11-20T00:00:00.000","2019-11-29T00:00:00.000","Fail – 4+ Family/Commercial","1-6C","false","2019-12-04T00:00:00.000","false",,"11217","BROOKLYN","40.68803","-73.975762","35","33","3058782","3020990010","Fort Greene"
"311-00546976","2019-09-04T00:00:00.000","14012 69TH RD.","4","8","6498","19","73256","Q042019240A31","H","1","2015-09-16T00:00:00.000","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","Fail – 4+ Family/Commercial",,"false","2019-11-21T00:00:00.000","true",,"11367","QUEENS","40.730257","-73.825293","24","809","4141687","4064980019","Kew Gardens Hills"
"311-00545428","2019-09-04T00:00:00.000","571 E. 37TH ST.","3","17","4954","75","79901","B042019228A21","H","1","2015-07-27T00:00:00.000","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","Fail – 4+ Family/Commercial","exp joint/sealer","false","2019-11-27T00:00:00.000","false",,"11203","BROOKLYN","40.642954","-73.941943","45","832","3111711","3049540075","East Flatbush-Farragut"
"311-00547399","2019-09-04T00:00:00.000","4711 38TH ST.","4","2","227","29","81555","Q042019210A21","H","1","2017-06-30T00:00:00.000","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11101","QUEENS","40.74176","-73.927505","26","189","4003221","4002270029","Hunters Point-Sunnyside-West Maspeth"
"311-00546469","2019-09-04T00:00:00.000","877 BROOKLYN AVE.","3","17","4873","59","82084","B042017208A15","H","1","2016-04-05T00:00:00.000","2019-10-23T00:00:00.000","2019-10-23T00:00:00.000","Pass",,"false","2019-10-29T00:00:00.000","false",,"11203","BROOKLYN","40.65232","-73.94392","41","816","3108790","3048730059","East Flatbush-Farragut"
"PHONE CALL","2019-09-04T00:00:00.000","1337 E. 38TH ST.","3","18","7816","25","84580","B042017291A23","C","1","2016-06-30T00:00:00.000","2019-11-07T00:00:00.000","2019-11-22T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11234","BROOKLYN","40.621564","-73.938161","45","738","3217165","3078160025","Flatlands"
"phone call","2019-09-04T00:00:00.000","14 E. 56TH ST.","3","17","4625","26","84702","B042019235B03","H","1","2016-07-05T00:00:00.000","2019-09-10T00:00:00.000","2019-09-18T00:00:00.000","Fail – 4+ Family/Commercial","1, 3,4,6c","false","2019-09-26T00:00:00.000","true",,"11203","BROOKLYN","40.657058","-73.925164","41","866","3100366","3046250026","Rugby-Remsen Village"
"311-00545381","2019-09-04T00:00:00.000","163 STREET","4","7","5336","9","85993","Q042018114A25","C","1","2018-02-05T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,,,,,,,,,
"311-00545178","2019-09-04T00:00:00.000","1415 TROY AVE.","3","17","4991","62","87549","B042019175A59","H","1","2017-02-15T00:00:00.000","2019-10-02T00:00:00.000","2019-10-02T00:00:00.000","Fail – 4+ Family/Commercial","joint sealer","false","2019-10-28T00:00:00.000","true",,"11203","BROOKLYN","40.637946","-73.934715","45","836","3113619","3049910062","East Flatbush-Farragut"
"311-00546753","2019-09-04T00:00:00.000","3015 85TH ST.","4","3","1383","61","87726","Q042019233A23","H","1","2018-08-02T00:00:00.000","2019-11-01T00:00:00.000","2019-11-14T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11370","QUEENS","40.761017","-73.883506","22","337","4033279","4013830061","Jackson Heights"
"phone call","2019-09-04T00:00:00.000","124 DEKALB AVE.","3","2","2097","42","88499","B042017202A11","C","1","2017-05-30T00:00:00.000","2019-10-29T00:00:00.000","2019-10-30T00:00:00.000","Fail – 4+ Family/Commercial","6C","false","2019-11-04T00:00:00.000","true",,"11201","BROOKLYN","40.689773","-73.977341","35","33","3058711","3020970042","Fort Greene"
"311-00550074","2019-09-04T00:00:00.000","3001 NEWTOWN AVE.","4","1","598","1","89190","Q042019165A29","C","1","2019-02-14T00:00:00.000","2019-11-01T00:00:00.000","2019-11-14T00:00:00.000","Fail – 4+ Family/Commercial","1,6A,6C","false","2019-12-03T00:00:00.000","false",,"11102","QUEENS","40.768273","-73.921162","22","71","4007795","4005980001","Old Astoria"
"311-00549154","2019-09-04T00:00:00.000","25931 147TH DR.","4","13","13683","22","89756","Q042019144A04","H","1","2019-03-26T00:00:00.000","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11422","QUEENS","40.655667","-73.728499","31","656","4290907","4136830022","Rosedale"
"311-00545823","2019-09-04T00:00:00.000","465 58TH ST.","3","7","847","48","89852","B042019240A11","H","3","2017-08-04T00:00:00.000","2019-11-20T00:00:00.000","2019-11-29T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11220","BROOKLYN","40.641153","-74.015836","38","74","3015691","3008470048","Sunset Park West"
"311-00548827","2019-09-04T00:00:00.000","12415 5TH AVE.","4","7","3921","3","89883","Q042019236A00","C","1","2019-04-09T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11356","QUEENS","40.792589","-73.84332","19","939","4095824","4039210003","College Point"
"311-00545024","2019-09-04T00:00:00.000","12413 5TH AVE.","4","7","3921","4","89886","Q042019236A02","C","1","2019-04-09T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11356","QUEENS","40.792591","-73.843334","19","939","4095825","4039210004","College Point"
"311-00543650","2019-09-04T00:00:00.000","12417 5TH AVE.","4","7","3921","2","89890","Q042019236A01","C","1","2019-04-10T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11356","QUEENS","40.792589","-73.843306","19","939","4095823","4039210002","College Point"
"311-00548385","2019-09-04T00:00:00.000","11519 122ND ST.","4","10","11666","58","90401","Q042019219A06","H","1","2019-05-16T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11420","QUEENS","40.677231","-73.816707","28","168","4252114","4116660058","South Ozone Park"
"311-00546239","2019-09-04T00:00:00.000","1816 NEW YORK AVE.","3","18","7596","64","91939","B042019142A04","H","1","2018-01-10T00:00:00.000","2019-11-20T00:00:00.000","2019-11-27T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11210","BROOKLYN","40.628303","-73.944257","45","742","3207216","3075960064","Flatlands"
"PHONECALL","2019-09-04T00:00:00.000","1064 E. 94TH ST.","3","18","8162","58","92206","B042019183A43","H","1","2018-01-24T00:00:00.000","2019-11-07T00:00:00.000","2019-11-21T00:00:00.000","Fail – 4+ Family/Commercial","no exp jnt, no jnt sealer","false","2019-12-04T00:00:00.000","false",,"11236","BROOKLYN","40.644068","-73.905248","46","968","3229288","3081620058","Canarsie"
"PHONE CALL","2019-09-04T00:00:00.000","1047 E. 80TH ST.","3","18","8032","22","95240","B042019127A80","H","1","2018-10-16T00:00:00.000","2019-11-07T00:00:00.000","2019-11-22T00:00:00.000","Fail – 4+ Family/Commercial","no jnt sealer","false","2019-12-04T00:00:00.000","false",,"11236","BROOKLYN","40.633052","-73.910524","46","996","3225530","3080320022","Canarsie"
"311-00547087","2019-09-04T00:00:00.000","380 VAN SICKLEN ST.","3","15","7122","46","95558","B042019234A11","H","1","2018-12-20T00:00:00.000","2019-11-20T00:00:00.000","2019-11-26T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11223","BROOKLYN","40.594921","-73.975309","47","398","3192608","3071220046","Gravesend"
"311-00545078","2019-09-04T00:00:00.000","1440 E. 104TH ST.","3","18","8306","60","96842","B042019227A19","H","1","2019-03-26T00:00:00.000","2019-11-20T00:00:00.000","2019-11-26T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11236","BROOKLYN","40.638152","-73.885526","46","1020","3234882","3083060060","Canarsie"
"DOT-430948-L7Q4","2019-09-04T00:00:00.000","7813 19TH AVE.","3","11","6262","5","97566","B012019116A13","C","1","2019-05-17T00:00:00.000","2019-11-23T00:00:00.000","2019-11-23T00:00:00.000","Pass",,"false",,"true",,"11214","BROOKLYN","40.610319","-73.995883","47","274","3162235","3062620005","Bensonhurst West"
