"brooklyn_condominium_property_boro_block_lot","brooklyn_condominium_property_condo_section","brooklyn_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","brooklyn_condominium_property_neighborhood","brooklyn_condominium_property_building_classification","brooklyn_condominium_property_total_units","brooklyn_condominium_property_year_built","brooklyn_condominium_property_gross_sqft","brooklyn_condominium_property_est_gross_income","brooklyn_condominium_property_gross_income_per_sqft","brooklyn_condominium_property_full_market_value","brooklyn_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06120-7501","800-R1","115 96 STREET
Brooklyn, New York 
(40.616349604241, -74.03667470261)","3","11209","40.61608","-74.037377","10","43","54","3256798","3061207501","Bay Ridge                                                                  ","BAY RIDGE","R4-ELEVATOR","14","1988","18432","368640","20","1649998","90","3-06107-0033","378 93 STREET
Brooklyn, New York 
(40.617851526451, -74.031048499223)","BAY RIDGE","D1-ELEVATOR","12","2003","10555","315172","29.9","1530000","145","0.3",,,,,,,,,,,,
"3-02165-7503","901-R1","570 WYTHE AVENUE
Brooklyn, New York 
(40.705952873553, -73.966924447279)","3","11249","40.705967","-73.966908","1","33","545","3348308","3021657503","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","48","0","67712","1415180","20.9","6320001","93","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","0.2",,,,,,,,,,,,
"3-06269-7501","948-R1","7902 15 AVENUE
Brooklyn, New York 
(40.615370769434, -74.005454302951)","3","11228","40.615276","-74.0055","11","43","186","3162626","3062697501","Bensonhurst West                                                           ","BENSONHURST","R2-WALK-UP","23","2002","12559","344116","27.4","1669998","133","3-01149-0006","677 CLASSON AVENUE
Brooklyn, New York 
(40.677105851114, -73.959226051565)","CROWN HEIGHTS","C1-WALK-UP","16","1990","6100","166917","27.4","809000","133","4.95",,,,,,,,,,,,
"3-05423-7501","1595-R1","702 OCEAN PARKWAY
Brooklyn, New York 
(40.631281854066, -73.972125206825)","3","11230","40.631341","-73.971834","14","44","480","3390869","3054237501","Flatbush                                                                   ","OCEAN PARKWAY-NORTH","R4-ELEVATOR","15","2004","16424","514019","31.3","2489998","152","3-06591-0007","1410 10 STREET
Brooklyn, New York 
(40.610651671385, -73.984079769701)","OCEAN PARKWAY-NORTH","D9-ELEVATOR","46","1997","29430","1380215","46.9","6940000","236","1.25",,,,,,,,,,,,
"3-02698-7501","1455-R1","49 ENGERT AVENUE
Brooklyn, New York 
(40.72137477289, -73.948215205394)","3","11222","40.721315","-73.948736","1","33","499","3391142","3026987501","Greenpoint                                                                 ","GREENPOINT","R2-WALK-UP","24","2005","30886","629456","20.38","2809995","91","3-02593-0022","114 CALYER STREET
Brooklyn, New York 
(40.727151658288, -73.956131597072)","GREENPOINT","C1-WALK-UP","11","2005","16000","230080","14.38","912000","57","0.5",,,,,,,,,,,,
"3-00966-7501","83-R1","190 GARFIELD PLACE
Brooklyn, New York 
(40.672563940744, -73.977626202128)","3","11215","40.672637","-73.977736","6","39","157","3020720","3009667501","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","40","1930","36669","689377","18.8","2799996","76","3-01089-0001","719 8 AVENUE
Brooklyn, New York 
(40.666828716133, -73.978288040349)","PARK SLOPE","C1-WALK-UP","32","1905","31468","590620","18.77","2400000","76","0.45","3-01077-0001","215 8 AVENUE
Brooklyn, New York 
(40.669983488913, -73.97563711367)","PARK SLOPE","C1-WALK-UP","16","1920","11250","231365","20.57","1030000","92","0.3"
"3-05584-7501","276-R1","1012 39 STREET
Brooklyn, New York 
(40.644368071514, -73.99253259963)","3","11219","40.644269","-73.992343","12","39","110","3135216","3055847501","Sunset Park East                                                           ","BOROUGH PARK","R2-WALK-UP","16","1989","10556","152006","14.4","602999","57","3-00920-0011","814 40 STREET
Brooklyn, New York 
(40.646474140053, -73.997547303753)","BOROUGH PARK","C7-WALK-UP","12","2004","10516","210320","20","940000","89","0.3",,,,,,,,,,,,
"3-02101-7501","226-R1","69 OXFORD STREET
Brooklyn, New York 
(40.57999333575, -73.937985583001)","3",,,,,,,,,,"FORT GREENE","R4-ELEVATOR","22","1931","21120","316800","15","1260004","60","3-03168-0001","1226 FLUSHING AVENUE
Brooklyn, New York 
(40.707369042583, -73.924154968181)","WYCKOFF HEIGHTS","D1-ELEVATOR","99","1931","65402","1173311","17.94","4770000","73","2.95",,,,,,,,,,,,
"3-00319-7503","1691-R1","20 TIFFANY PLACE
Brooklyn, New York 
(40.687080041119, -74.000772182198)","3","11231","40.686794","-74.00088","6","39","47","3391016","3003197503","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL-WEST","R4-ELEVATOR","13","2006","17463","258452","14.8","1020001","58","3-00330-0044","145 SACKETT STREET
Brooklyn, New York 
(40.684903359682, -74.002025005991)","COBBLE HILL-WEST","D9-ELEVATOR","17","1989","15120","314496","20.8","1410000","93","0.1","3-00309-0035","115 KANE STREET
Brooklyn, New York 
(40.68738670328, -74.000161902917)","COBBLE HILL-WEST","D3-ELEVATOR","12","2006","15471","147283","9.52","485000","31.3","0.1"
"3-01100-7501","1718-R1","425 14 STREET
Brooklyn, New York 
(40.662985561991, -73.982150544331)","3","11215","40.663059","-73.982363","6","39","149","3026501","3011007501","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","29","1910","23868","465426","19.5","2080003","87","3-00975-0017","390 2 STREET
Brooklyn, New York 
(40.672989449655, -73.982007426881)","PARK SLOPE","C1-WALK-UP","16","1920","16752","326035","19.46","1460000","87","0.6",,,,,,,,,,,,
"3-06608-7501","19-R1","1620 2 STREET
Brooklyn, New York 
(40.608014097354, -73.975883250258)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","R4-ELEVATOR","64","1941","60600","601758","9.93","2029988","33.5","3-01422-0001","675 EMPIRE BOULEVARD
Brooklyn, New York 
(40.663928533705, -73.939784774457)","CROWN HEIGHTS","D7-ELEVATOR","77","1928","77847","874221","11.23","3080000","39.6","4.15",,,,,,,,,,,,
"3-05714-7501","830-R1","880 60 STREET
Brooklyn, New York 
(40.634407997397, -74.00781665592)","3","11220","40.634528","-74.007977","12","38","118","3347466","3057147501","Sunset Park East                                                           ","BOROUGH PARK","R4-ELEVATOR","12","2000","9999","249975","25","1120002","112","3-01049-0060","317 16 STREET
Brooklyn, New York 
(40.663066448674, -73.98585539129)","PARK SLOPE SOUTH","D1-ELEVATOR","20","2005","9625","202125","21","903000","94","2.35","3-01049-0061","315 16 STREET
Brooklyn, New York 
(40.663089043156, -73.985901925072)","PARK SLOPE SOUTH","D1-ELEVATOR","20","2005","9625","202125","21","903000","94","2.35"
"3-02260-7501","1099-R1","760 KENT AVENUE
Brooklyn, New York 
(40.698825948884, -73.960312897982)","3","11249","40.698845","-73.96029","1","33","537","3061367","3022607501","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","33","2004","40200","538680","13.4","2019987","50","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","8.5",,,,,,,,,,,,
"3-00949-7502","1119-R1","675 SACKETT STREET
Brooklyn, New York 
(40.677888138934, -73.982132657567)","3","11217","40.677677","-73.981653","6","39","131","3337419","3009497502","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","38","0","49768","995360","20","4449999","89","3-00964-0047","297 1 STREET
Brooklyn, New York 
(40.674339713769, -73.982895413126)","PARK SLOPE","C1-WALK-UP","20","1991","34000","497080","14.62","1970000","58","0.25",,,,,,,,,,,,
"3-05750-7501","1323-R1","6511 FT HAMILTON PARKWAY
Brooklyn, New York 
(40.630530320619, -74.009263362853)","3","11219","40.630512","-74.009389","10","38","212","3142137","3057507501","Dyker Heights                                                              ","DYKER HEIGHTS","R4-ELEVATOR","17","2004","20727","319195","15.4","1300010","63","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","1.45",,,,,,,,,,,,
"3-00051-7501","1543-R1","84 FRONT STREET
Brooklyn, New York 
(40.702487700521, -73.989348524322)","3","11201","40.702505","-73.989285","2","33","21","3389054","3000517501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON FERRY","R4-ELEVATOR","56","2006","58066","1904564","32.8","9230001","159","3-00051-0012","65 WASHINGTON STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON FERRY","D7-ELEVATOR","59","2000","50457","1657235","32.8","8030000","159","0",,,,,,,,,,,,
"3-00886-7501","1425-R1","315 20 STREET
Brooklyn, New York 
(40.600843517839, -74.006916979171)","3","11215","40.660222","-73.990027","7","38","147","3388497","3008867501","Sunset Park West                                                           ","SUNSET PARK","R4-ELEVATOR","13","2004","13070","313680","24","1400003","107","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","3.9",,,,,,,,,,,,
"3-08010-7501","37-R1","751 89 STREET
Brooklyn, New York 
(40.640867666547, -73.907948111417)","3",,,,,,,,,,"CANARSIE","R2-WALK-UP","12","1985","11402","148226","13","557000","48.9","3-05892-0041","474 OVINGTON AVENUE
Brooklyn, New York 
(40.632837494522, -74.022025022528)","BAY RIDGE","C7-WALK-UP","13","2000","18360","283508","15.44","1150000","63","6.1",,,,,,,,,,,,
"3-08678-7501","1581-R1","728 OCEAN VIEW AVENUE
Brooklyn, New York 
(40.579927730542, -73.960412391858)","3","11235","40.579936","-73.96044","13","48","362","3397672","3086787501","Brighton Beach                                                             ","BRIGHTON BEACH","R2-WALK-UP","12","2004","16777","377482","22.5","1690000","101","3-00177-0034","397 ATLANTIC AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","BOERUM HILL","C1-WALK-UP","13","2004","14800","333422","22.53","1490000","101","7.6",,,,,,,,,,,,
"3-08811-7501","1071-R1","3392 GUIDER AVENUE
Brooklyn, New York 
(40.583202815034, -73.959976385583)","3","11235","40.583001","-73.959444","13","48","61003","3321828","3088117501","Brighton Beach                                                             ","SHEEPSHEAD BAY","R4-ELEVATOR","15","2003","24371","487420","20","2180001","89","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","1.9",,,,,,,,,,,,
"3-05637-7501","1309-R1","863 50 STREET
Brooklyn, New York 
(40.640299442344, -74.002296660061)","3","11220","40.640333","-74.002396","12","38","108","3387922","3056377501","Sunset Park East                                                           ","BOROUGH PARK","R4-ELEVATOR","14","2004","11478","304167","26.5","1469998","128","3-01637-0001","854 GATES AVENUE
Brooklyn, New York 
(40.688552594364, -73.930026335275)","BEDFORD STUYVESANT","D1-ELEVATOR","86","1995","24528","648825","26.5","1830000","75","5.1",,,,,,,,,,,,
"3-01913-7507","1024-R1","664 MYRTLE AVENUE
Brooklyn, New York 
(40.694410250764, -73.957371785384)","3","11205","40.694425","-73.957411","3","33","235","3259562","3019137507","Clinton Hill                                                               ","BEDFORD STUYVESANT","R4-ELEVATOR","12","2003","15957","288821","18.1","1169994","73","3-01691-0012","88 CHAUNCEY STREET
Brooklyn, New York 
(40.680237916115, -73.930717291791)","BEDFORD STUYVESANT","D1-ELEVATOR","287","1974","277200","5004529","18.05","14100000","51","1.7",,,,,,,,,,,,
"3-05703-7502","687-R1","5823 11 AVENUE
Brooklyn, New York 
(40.632494552769, -74.001870179884)","3","11219","40.632467","-74.001935","12","44","214","3394275","3057037502","Borough Park                                                               ","BOROUGH PARK","R2-WALK-UP","12","0","29346","402040","13.7","1589999","54","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","2.15",,,,,,,,,,,,
"3-08237-7501","144-R1","1364 92 STREET
Brooklyn, New York 
(40.637327719902, -73.900182815895)","3",,,,,,,,,,"CANARSIE","R4-ELEVATOR","36","1900","24880","258752","10.4","874002","35.1","3-08174-0001","10602 GLENWOOD ROAD
Brooklyn, New York 
(40.649413590867, -73.895683742946)","CANARSIE","D1-ELEVATOR","424","1951","344456","4165551","12.09","14700000","42.7","0.95",,,,,,,,,,,,
"3-00207-7501","123-R1","55 POPLAR STREET
Brooklyn, New York 
(40.701088699248, -73.992786145795)","3","11201","40.701028","-73.992636","2","33","1","3255616","3002077501","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","R4-ELEVATOR","57","1910","52396","1190250","22.72","5319998","102","3-00226-0004","89 HICKS STREET
Brooklyn, New York 
(40.698852309567, -73.99410251315)","BROOKLYN HEIGHTS","D3-ELEVATOR","48","1940","21000","599372","28.5","2900000","138","0.2",,,,,,,,,,,,
"3-03076-7501","695-R1","14 BOERUM STREET
Brooklyn, New York 
(40.705309830035, -73.949156889202)","3","11206","40.705302","-73.949109","1","34","491","3325885","3030767501","East Williamsburg                                                          ","WILLIAMSBURG-EAST","R4-ELEVATOR","30","1900","56091","600173","10.7","2030007","36.2","3-02792-0002","442 LORIMER STREET
Brooklyn, New York 
(40.710109987886, -73.948681389837)","WILLIAMSBURG-EAST","C7-WALK-UP","58","1920","48000","512830","10.68","1730000","36","0.35",,,,,,,,,,,,
"3-08720-7504","961-R1","40 OCEANA DRIVE
Brooklyn, New York 
(40.612074097574, -74.033804129749)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","75","2001","146439","1966154","13.43","7389998","50","3-01925-0007","213 TAAFFE PLACE
Brooklyn, New York 
(40.692126085764, -73.959746259719)","BEDFORD STUYVESANT","D1-ELEVATOR","90","1935","108000","1812951","16.79","7370000","68","7.9",,,,,,,,,,,,
"3-06940-7501","13-R1","2121 SHORE PARKWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11214","40.585248","-73.987788","13","47","314","3187763","3069407501","Gravesend                                                                  ","GRAVESEND","R4-ELEVATOR","110","1965","109200","1039584","9.52","3429984","31.4","3-05939-0020","238 BAY RIDGE PARKWAY
Brooklyn, New York 
(40.631822215887, -74.029428222636)","BAY RIDGE","C1-WALK-UP","80","1917","118800","765716","6.45","2350000","19.78","3.85",,,,,,,,,,,,
"3-00345-7501","406-R1","358 COURT STREET
Brooklyn, New York 
(40.682031723985, -73.996096988479)","3","11231","40.682035","-73.996066","6","39","67","3004582","3003457501","Carroll Gardens-Columbia Street-Red Hook                                   ","CARROLL GARDENS","R2-WALK-UP","26","1890","20000","340800","17.04","1390001","70","3-01043-0001","549 6 AVENUE
Brooklyn, New York 
(40.664494613259, -73.986846351349)","PARK SLOPE SOUTH","C1-WALK-UP","16","1931","10508","191000","18.18","777000","74","1.4",,,,,,,,,,,,
"3-02165-7501","881-R1","525 KENT AVENUE
Brooklyn, New York 
(40.705655528904, -73.967881562922)","3","11249","40.70555","-73.96786","1","33","545","3394277","3021657501","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","66","2001","85046","1777461","20.9","7939989","93","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","0.2",,,,,,,,,,,,
"3-00974-7503","1288-R1","354 2 STREET
Brooklyn, New York 
(40.673599549794, -73.983260992348)","3","11215","40.673703","-73.983435","6","39","135","3387684","3009747503","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","30","0","30802","1044187","33.9","5249997","170","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","2.6",,,,,,,,,,,,
"3-02298-7501","1935-R1","170 11 STREET
Brooklyn, New York 
(40.670269640764, -73.992104571936)","3","11215","40.670421","-73.992387","6","39","117","3022764","3010200035","Park Slope-Gowanus                                                         ","WILLIAMSBURG-NORTH","R4-ELEVATOR","28","2006","24885","547500","22","2449998","98","3-05424-0080","229 PARKVILLE AVENUE
Brooklyn, New York 
(40.631415553577, -73.970389955251)","OCEAN PARKWAY-NORTH","D8-ELEVATOR","41","2004","43018","664347","15.44","2700000","63","6.1","3-04571-0001","1101 FORBELL STREET
Brooklyn, New York 
(40.663292671112, -73.860299618232)","EAST NEW YORK","C9-WALK-UP","48","2002","37765","623259","16.5","2470000","65","6.3"
"3-00027-7501","658-R1","1 MAIN STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11201","40.703809","-73.990652","2","33","21","3346104","3000277501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON FERRY","R4-ELEVATOR","124","1913","227916","5191926","22.78","23199992","102","3-00265-0050","56 COURT STREET
Brooklyn, New York 
(40.692196389983, -73.991195968335)","BROOKLYN HEIGHTS","D7-ELEVATOR","48","1927","19622","459961","23.44","2060000","105","0.8",,,,,,,,,,,,
"3-07465-7501","1442-R1","2012 JEROME AVENUE
Brooklyn, New York 
(40.588038449408, -73.949101780361)","3","11235","40.58808","-73.949011","15","48","600","3388311","3074657501","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","R4-ELEVATOR","12","0","25861","553425","21.4","2469998","96","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","1.55",,,,,,,,,,,,
"3-07260-7501","1267-R1","2827 OCEAN PARKWAY
Brooklyn, New York 
(40.581188610895, -73.967081354472)","3","11235","40.581151","-73.967409","13","48","366","3196296","3072607501","Brighton Beach                                                             ","BRIGHTON BEACH","R4-ELEVATOR","12","2001","18063","329830","18.26","1340000","74","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","5.2",,,,,,,,,,,,
"3-00254-7501","413-R1","132 REMSEN STREET
Brooklyn, New York 
(40.693767952591, -73.993447331877)","3","11201","40.693804","-73.993502","2","33","502","3002236","3002547501","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","R2-WALK-UP","12","1900","9207","267923","29.1","1299999","141","3-00258-0048","42 COLUMBIA PLACE
Brooklyn, New York 
(40.693128738124, -73.998639305863)","BROOKLYN HEIGHTS","C1-WALK-UP","20","1900","11160","324731","29.1","1570000","141","0.25","3-00276-0029","168 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","C1-WALK-UP","14","1905","7185","173432","24.14","775000","108","0.25"
