"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Contemporary Ballet Theatre, Inc","861 Manida St.","N.Y.","NY","10474","(718) 623-0933","Multi-Discipline, Performing","Bronx Council District #17","Bronx Community Board #2","Bronx","40.817831","-73.889834","93","2005985","2027400082","Hunts Point"
"Continuum Project, Inc.","PO Box 1892","New","NY","10008","(718) 791-9088","Theater","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn",,,,,,
"Converging Arts Media Organization","57 Stanton Street","New York","NY","10002","(212) 995-5290","Visual Arts","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.721976","-73.990259","3601","1077627","1004210060","Chinatown"
"Cool Culture","80 Hanson Place, Suite 604","Brooklyn","NY","11217","(718) 230-4186 x302","Multi-Discipline, Non-Perform","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.685488","-73.974421","35","3057479","3020030034","Fort Greene"
"Coopdanza, Inc.","98-05 67th Avenue, #11N","Rego Park","NY","11374","(929) 296-2862","Multi-Discipline, Performing","Queens Council District #21","Queens Community Board #4","Queens","40.724241","-73.855552","71306","4074666","4031560133","Forest Hills"
"Cooper-Hewitt, National Design Museum","2 East 91st Street","New York","NY","10128","(212) 849-8373","Museum","Manhattan Council District #5","Manhattan Community Board #8","Manhattan","40.784607","-73.957866","15002","1046980","1015020001","Upper East Side-Carnegie Hill"
"Cooperative Culture Collective","117 S. Oxford Street","Brooklyn","NY","11217","(718) 638-7624","Other","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686229","-73.97343","181","3059376","3021180048","Fort Greene"
"Cora Incorporated","358 Van Brunt Street","Brooklyn","NY","11231","(732) 267-1859","Dance","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.677681","-74.012532","53","3336620","3005650020","Carroll Gardens-Columbia Street-Red Hook"
"CorbinDances, Inc.","196 West 134th Street","New York","NY","10030","(646) 734-6338","Dance","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.814518","-73.943939","226","1086206","1019180059","Central Harlem North-Polo Grounds"
"Corona Youth Music Project, Inc.","155 West 68th Street, Apt. 1931","New York","NY","10023","(646) 330-7562","Music","Manhattan Council District #6","Manhattan Community Board #7","Queens",,,,,,
"Council For Living Music, Inc.","322 West 48th Street, 3rd Floor","New York","NY","10036","(212) 245-4802","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.761399","-73.987896","127","1025108","1010380043","Clinton"
"Council of Literary Magazines and Presses","154 Christopher Street, Ste. 3C","New York","NY","10014","(212) 741-9110 x14","Literature","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.73273","-74.008129","69","1010421","1006040033","West Village"
"Council of Peoples Organization","1081 Coney Island Avenue","Brooklyn","NY","11230","(718) 434-3266","Music","Brooklyn Council District #45","Brooklyn Community Board #14","Brooklyn","40.631068","-73.966441","528","3178916","3066860076","Flatbush"
"Council on the Arts and Humanities for Staten Island","P.O. Box 50197","Staten Island","NY","10305","(718) 447-3329","Multi-Discipline, Non-Perform","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",,,,,,
"Covenant Ballet Theatre of Brooklyn, Inc.","4750 Bedford Avenue, #8A","Brooklyn","NY","11235","(718) 891-6199","Dance","Brooklyn Council District #48","Brooklyn Community Board #15","Brooklyn","40.586077","-73.944023","600","3247163","3087820034","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Coyote REP Theatre Company","360 W 28th St, Apt. 4A","New York","NY","10001","(917) 584-8796","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.749482","-73.998354","97","1013462","1007517501","Hudson Yards-Chelsea-Flatiron-Union Square"
"Create in Chinatown, Inc","150 Elizabeth Street","New York","NY","10012","(212) 563-0392",,,,"Manhattan","40.7203","-73.995083","41","1088390","1004787501","SoHo-TriBeCa-Civic Center-Little Italy"
"Creative Alternatives of New York, Inc.","225 West 99th Street","New York","NY","10025","(212) 222-1969","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan","40.796267","-73.969586","187","1084035","1018710029","Upper West Side"
"Creative Ammo, Inc.","18 East 41st Street, Suite 1806","New York","NY","10017","(212) 807-1337 x14","Theater","Manhattan Council District #4","Manhattan Community Board #4","Manhattan","40.752417","-73.980448","82","1035324","1012750061","Murray Hill-Kips Bay"
"Creative Arts Team","101 West 31st Street, 6th Floor","New York","NY","10001","(212) 652-2830","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.748084","-73.989588","101","1015182","1008070039","Midtown-Midtown South"
"Creative Arts Workshops for Kids","520 Eighth Avenue","New York","NY","10018","(646) 316-1657","Multi-Discipline, Non-Perform","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.753612","-73.992417","109","1083624","1007860001","Midtown-Midtown South"
"Creative Capital Foundation","65 Bleecker Street","New York","NY","10012","(212) 598-9900","Visual Arts","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.726204","-73.995173","5502","1008454","1005290072","West Village"
"Creative Center, Inc.","273 Bowery","New York","NY","10002","(646) 465-5313","Multi-Discipline, Non-Perform","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.723629","-73.992781","3601","1087241","1004277504","Chinatown"
"Creative Minds NYC, Inc.","56 Beaver Street, #205","New York","NY","10004","(212) 742-8091","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.705115","-74.010286","9","1078999","1000297501","Battery Park City-Lower Manhattan"
"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303","Brooklyn","NY","11217","(718) 636-9312 x103","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.685488","-73.974421","35","3057479","3020030034","Fort Greene"
"Creative Time, Inc.","59 East 4th Street, #6E","New York","NY","10003","(212) 206-6674","Multi-Discipline, Non-Perform","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.726785","-73.990807","38","1082642","1004600056","East Village"
"Cross Performance, Inc.","140 Second Avenue","New York","NY","10003","(212) 260-7426","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Brooklyn","40.67127","-73.99451","119",,,"Park Slope-Gowanus"
"Crown Heights Jewish Community Council","375 Kingston Avenue","Brooklyn","NY","11213","(347) 432-3777","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #9","Brooklyn","40.666153","-73.942485","333","3330806","3012930001","Crown Heights South"
"Crown Heights North Association Inc.","986 Sterling Place","Brooklyn","NY","11213","(718) 756-8386","Architecture/Design","Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.672292","-73.946027","339","3031993","3012490026","Crown Heights North"
"Crown Heights Youth Collective","133 Rogers Avenue","Brooklyn","NY","11225","(718) 756-7600",,"Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.673022","-73.952976","31701","3031485","3012400004","Crown Heights North"
"Cuala Foundation, Inc.","513 East 13 Street #15","New York","NY","10009","(212) 260-2302","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.729391","-73.98004","34","1005262","1004070054","East Village"
"Cuban Artists Fund","41 Union Square West","New York","NY","10003","(212) 812-4200","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.736976","-73.990452","52","1016089","1008440026","Hudson Yards-Chelsea-Flatiron-Union Square"
"Cubraiti, Inc.","1763 Second Avenue, Ste. 17P","New York","NY","10128","(212) 987-4363","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.781598","-73.94904","154","1048914","1015370022","Yorkville"
"Cultural Center for Soviet Refugees, Inc.","139 East 33rd Street, Apt. 9M","New York","NY","10016","(212) 686-0199","Literature","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.745838","-73.980436","72","1018492","1008890015","Murray Hill-Kips Bay"
"Cultural Collaborative Jamaica, Inc.","P.O. Box 311155","Jamaica","NY","11432","(718) 526-3217","Multi-Discipl, Perf & Non-Perf","Queens Council District #27","Queens Community Board #12","Queens",,,,,,
"Cultural Museum Of African Art - The Eric Edwards Collection","213 TAAFFE PLACE - SUITE 111","Brooklyn","NY","11205","(718) 399-9053","Museum","Brooklyn Council District #33","Brooklyn Community Board #3","Brooklyn",,,,,,
"Culture For One, Inc.","110 East 42nd Street","New York","NY","10017","(516) 815-0741","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.751807","-73.976944","80","1083181","1012967501","Murray Hill-Kips Bay"
"Culture Project, Inc.","49 Bleecker Street, Ste. 602","New York","NY","10012","(212) 925-1806","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.725825","-73.994357","5502","1008451","1005290062","West Village"
"Culture Push, Inc.","241 E. 7th Street","New York","NY","10009","(917) 306-6363","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.723836","-73.978253","2602","1004524","1003770067","Lower East Side"
"CultureNOW, Inc.","511 West 25th Street, Ste. 707","New York","NY","10001","(212) 604-0900","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.749364","-74.004132","99","1012382","1006970023","Hudson Yards-Chelsea-Flatiron-Union Square"
"Culturehub, Inc.","65 East 4th Street Box 16","New York","NY","10003","(347) 633-2055","New Media","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.726695","-73.990594","38","1077980","1004600054","East Village"
"Cumbe: Center for African and Diaspora Dance, Inc.","1368 Fulton Street","New York City","NY","11216","(718) 935-9700","Dance","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.680175","-73.945717","247","3053786","3018620014","Crown Heights North"
"Cunningham Dance Foundation, Inc.","55 Bethune Street","New York","NY","10014","(212) 255-8240 x17","Dance","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.736955","-74.008494","79","1012047","1006390001","West Village"
"Curran Events Inc","21 First Avenue","New York","NY","10003","(212) 254-5018","Dance","Manhattan Council District #2","Manhattan Community Board #3","Brooklyn",,,,,,
"Cygnus Ensemble, Inc.","400 West 43rd Street, Apt. 11G","New York","NY","10036","(914) 665-2254","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.759302","-73.992636","121","1083745","1010520001","Clinton"
"D.U.M.B.O. Arts Center, Inc.","111 Front Street, #212","Brooklyn","NY","11201","(718) 694-0831","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.70251","-73.988975","21","3000088","3000380001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"DDJW INCORPORATED","511 West 151st Street, Apt. C1","New York","NY","10031","(212) 694-0477","Dance","Manhattan Council District #9","Manhattan Community Board #7","Manhattan","40.829286","-73.94544","237","1062188","1020830026","Hamilton Heights"
"DG Falu Foundation, Inc.","333 East 118th Street","New York","NY","10035","(646) 705-3266","Multi-Discipline, Non-Perform","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.797936","-73.93592","188","1054711","1017950017","East Harlem North"
"DIVAS for Social Justice","131-02 229th Street","Laurelton","NY","11413","(718) 413-8031","Photography","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn",,,,,,
"DMF Youth, Inc.","320 West 83rd Street Suite 1A","New York","NY","10024","(714) 612-3440","Dance","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.78727","-73.98012","171","1033808","1012450034","Upper West Side"
"DOME Project, Inc.","486 Amsterdam Ave","New York","NY","10023","(212) 724-1780","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.786001","-73.976261","171","1032781","1012310032","Upper West Side"
"DREAMMAKER DREAMDOER DREAMSUPPORTER","100 Jay Street","Brooklyn","NY","11201","0","Film/Video/Audio","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.70184","-73.986739","21","3391186","3000537501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"DUMBO District Management Association, Inc.","20 Jay Street #510","Brooklyn","NY","11201","(718) 237-8700","Architecture/Design","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.704313","-73.986587","21","3000010","3000190001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Da Capo Chamber Players, Inc.","215 West 90th Street, Ste. 1G","New York","NY","10024","(212) 873-1065","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.790642","-73.974067","179","1033556","1012387501","Upper West Side"
"Dance 2000: The Felice Lesser Dance Theater Foundation, Inc.","484 West 43rd Street,  #9T","New York","NY","10036","(212) 594-3388","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.76009","-73.994502","121","1083746","1010520001","Clinton"
"Dance Continuum, Inc.","545 W 111th St","New York","NY","10025","(212) 219-0005","Dance","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.804624","-73.96571","199","1075433","1018837501","Morningside Heights"
