"schooldbn","locationname","final_address","borough","district","prek_type","phone","contact_name","contact_email","website","meals","play","income_flg","uniforms","singlegender","programname1","programname2","programname3","programcode1","programcode2","programcode3","nyceec_current_all","nyceec_current_some","nyceec_current_none","nyceec_siblings_all","nyceec_siblings_some","nyceec_siblings_none","nyceec_services_all","nyceec_services_some","nyceec_services_none","nyceec_targetlang","nyceec_targetlang_1","nyceec_targetlang_2","nyceec_others_all","nyceec_others_some","nyceec_others_none","district_zonedsib","district_zonedsib_1","district_zonedsib_2","district_otherzone","district_otherzone_1","district_otherzone_2","district_1","district_2","district_3","district_outdissibs","district_outdissibs_1","district_outdissibs_2","district_indistrict","district_indistrict_1","district_indistrict_2","district_outdistrict","district_outdistrict_1","district_outdistrict_2","pkc_indistrict_all","pkc_indistrict_some","pkc_indistrict_none","pkc_outdistrict_all","pkc_outdistrict_some","pkc_outdistrict_none","lpga","halfday_offers","bus","subway_stop","rezoning","specialpriority","magnet","diversity","earlydropoff","latepickup","flexschedule","iepnote","enhancedlang_note","accessibility","seats","hours","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"12XAJD","Bronx Early Childhood Center","1515 Southern Boulevard, Bronx NY 10460","Bronx","12","NYCEEC","718-764-2409","Darmalina Gravesandy","shireenh@childrensaidsociety.org","childrensaidsociety.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"12XAJDFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx35, Bx36, Bx4","2 5 6",,,,,,,,,,"Contact program","36 Full-Day","Contact program","10460","40.833734","-73.889934","3","17","155","2113511","2029770110","Crotona Park East                                                          "
"12XAJT","East Tremont Child Care and Development Center","1811 Crotona Avenue, Bronx NY 10457","Bronx","12","NYCEEC","718-731-4166","Maria Franconi","etccdc@aol.com","www.etccdc.com","Breakfast/Lunch/Snack(s)","Contact program","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"12XAJTFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx41, Bx42","2 5",,,,,"8am","5:45pm",,,,"Contact program","32 Full-Day","9am-3:20pm","10457","40.842893","-73.893457","6","15","36902","2092141","2029440001","East Tremont                                                               "
"12XAJU","Children's Aid at P.S. 211","1919 Prospect Avenue, Bronx NY 10457","Bronx","12","NYCEEC","347-821-4222","Andrew Lindsay","alindsay@childrensaidsociety.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"12XAJUFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9","2 5",,,,,,,,,,"Contact program","32 Full-Day","Contact program","10457","40.843546","-73.889755","6","17","36901","2094582","2029510032","East Tremont                                                               "
"12XAKA","Intervale (Center #2)","1054 Intervale Avenue, Bronx NY 10459","Bronx","12","NYCEEC","718-893-5074","Olga Toledo","otoledo@lapen.com","lapen.com","Breakfast/Lunch","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"12XAKAFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx46, Bx4A, Bx5, Bx6","2 5 6",,,,,,,,,,"Contact program","62 Full-Day","Contact program","10459","40.824823","-73.896839","2","17","131","2005481","2027050009","Longwood                                                                   "
"12XAKD","Sound Dale Center for ECE","1211 Croes Avenue, Bronx NY 10472","Bronx","12","NYCEEC","718-378-0400","Annie Williams","bronxdaledaycare@yahoo.com",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"12XAKDFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx36, Bx39, Bx4, Bx5, BxM6, Q44-SBS","6",,,,,,,,,,"Contact program","117 Full-Day","Contact program","10472","40.829767","-73.870728","9","18","68","2024083","2037480015","Soundview-Bruckner                                                         "
"22KAIT","Prospect Park Yeshiva","1784 East 17th Street, Brooklyn NY 11229","Brooklyn","22","NYCEEC","718-376-5959","Mrs. Surie Lezer","dkelman@bloppy.org","bloppy.org","Contact program","Contact program",,"Contact program",,"Half-Day Program",,,"Contact program to apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B100, B2, B31, B49, B68, B7, B82","B Q",,,,,,,,,,"Contact program","35 Half-Day","Contact program","11229","40.606652","-73.955962","15","48","552","3000000","3067990046","Madison                                                                    "
"12XAKE","Bronx River Early Learn Center","1555 East 174th Street, Bronx NY 10472","Bronx","12","NYCEEC","718-842-6582","Angela Sinapi","angelamazzone@yahoo.com",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"12XAKEFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx21, Bx27, Bx36, Bx4, Bx40, Bx42, Bx9, Q44-SBS","2 5 6",,,,,,,,,,"Contact program","20 Full-Day","Contact program","10472","40.834294","-73.87885","9","18","62","2092903","2038860002","West Farms-Bronx River                                                     "
"12XAKQ","Help III","785 Crotona Park North, Bronx NY 10460","Bronx","12","NYCEEC","718-583-1511","Lucia Pineda","lpineda@helpusa.org","helpusa.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Yes",,"Full-Day Program",,,"12XAKQFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42","2 5",,,,,"7:30am","5:30pm",,,,"Contact program","13 Full-Day","8:30am-2:50pm","10460","40.840627","-73.891433","6","17","367","2117956","2029520014","East Tremont                                                               "
"12XAPZ","Saint Anthony I","1750 Mansion Street, Bronx NY 10460","Bronx","12","NYCEEC","718-823-7202","Elsie A Rosa","erosa@cmcs.org","www.cmcs.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program","Half-Day Program",,"12XAPZFDPK","Contact program to apply.",,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Who Got Offers Last Year refers only to full-day applicants.","Bx21, Bx22, Bx36, Bx39, Bx4, Bx40, Bx42, Bx4A, Bx9, BxM6, Q44-SBS","2 5 6",,,,,,,,,"Enhanced Language Support: Spanish","Contact program","36 Full-Day, 18 Half-Day","8:30am-2:50pm","10460","40.837975","-73.869555","9","18","218","2028456","2039140022","West Farms-Bronx River                                                     "
"13KCQE","Stuyvesant Heights Day Care/New Vision One","69 Macdonough Street, Brooklyn NY 11216","Brooklyn","13","NYCEEC","718-783-5383","Terry Brown","stuychurch@optimum.net","stuyvesantheightschurch.org","Breakfast/Lunch","Outdoor (Offsite) Playspace",,"Yes",,"Full-Day Program",,,"13KCQEFDPK",,,"x",,,"x",,,"x",,,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B25, B26, B43, B44, B44-SBS, B52, B65","A C",,,,,"7am",,,,,"Contact program","18 Full-Day","Contact program","11216","40.680992","-73.943986","3","36","269","3053328","3018510039","Bedford                                                                    "
"12XAQA","Tremont Crotona","1600 Crotona Park East, Bronx NY 10460","Bronx","12","NYCEEC","718-378-5600","Angela Sinapi","kvirgo@tremontcrotona.org",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace/Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"12XAQAFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx36","2 5",,,,,"Contact program for time","Contact program for time",,,"Enhanced Language Support: Spanish","Contact program","36 Full-Day","Contact program","10460","40.836705","-73.891205","3","17","155","2009866","2029390090","Crotona Park East                                                          "
"12XAYK","Phipps Houses Lebanon West Farms","1175 East Tremont Avenue, Bronx NY 10460","Bronx","12","NYCEEC","347-723-3719","Ivette Dejesus","inunez@phippsny.org","phippsny.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12XAYKFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx21, Bx36, Bx40, Bx42, Bx9, BxM6, Q44-SBS","2 5",,,,,,,,,"Enhanced Language Support: Spanish","Contact program","54 Full-Day","Contact program","10460","40.839861","-73.874604","6","15","220","2127440","2040077501","East Tremont                                                               "
"13K003","P.S. 3 The Bedford Village","50 Jefferson Avenue, Brooklyn NY 11216","Brooklyn","13","District School","718-622-2960","Atasha Johnson-Harris","ajohnson33@schools.nyc.gov","ps3brooklyn.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K003FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B25, B26, B38, B44, B44-SBS, B45, B48, B49, B52, B65","A G",,,,,"7:30am",,,,,"Not Accessible","72 Full-Day","8:15am-2:35pm","11216","40.682663","-73.955338","3","36","227","3057406","3019980001","Clinton Hill                                                               "
"13K009","P.S. 9 Teunis G. Bergen","80 Underhill Avenue, Brooklyn NY 11238","Brooklyn","13","District School","718-638-3260","Denita Kellman Davilar","SDAvila@schools.nyc.gov","ps9brooklyn.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"13K009FDPK","13K009FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"B25, B26, B41, B45, B48, B65, B67, B69","2 3 B C F Q S",,,,,"Contact program for time","Contact program for time",,,,"Partially Accessible","90 Full-Day","Contact program","11238","40.678297","-73.965541","8","35","205","3028204","3011450026","Prospect Heights                                                           "
"13K011","P.S. 11 Purvis J. Behan","419 Waverly Avenue, Brooklyn NY 11238","Brooklyn","13","District School","718-638-2661","Abidemi Hope","ahope@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k011","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"13K011FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,,"x",,,,"x",,,"x",,,,,,,,,"B25, B26, B38, B45, B48, B52, B65, B69","C G",,,,,,"Contact program",,,,"Partially Accessible","72 Full-Day","8:20am-2:40pm","11238","40.685491","-73.966291","2","35","199","3332865","3019620010","Clinton Hill                                                               "
"13K020","P.S. 20 Clinton Hill","225 Adelphi Street, Brooklyn NY 11205","Brooklyn","13","District School","718-834-6744","Lena Barbera","LBarbera@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k020","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"13K020FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"B25, B26, B38, B52, B54, B57, B62, B69","C G",,,,,"Contact program for time","Contact program for time",,,,"Not Accessible","54 Full-Day","Contact program","11205","40.690765","-73.971376","2","35","183","3058531","3020910003","Fort Greene                                                                "
"13K044","P.S. 44 Marcus Garvey","432 Monroe Street, Brooklyn NY 11221","Brooklyn","13","District School","718-834-6939","Roxanne James","rjames6@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k044","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K044FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B38, B43, B52","C",,,,,"7:45am",,,,,"Not Accessible","36 Full-Day","8:20am-2:40pm","11221","40.686592","-73.940747","3","36","277","3051540","3018210001","Stuyvesant Heights                                                         "
"13K046","P.S. 46 Edward C. Blum","100 Clermont Avenue, Brooklyn NY 11205","Brooklyn","13","District School","718-834-7694","Karyn Nicholson","knicholson@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k046","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K046FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B38, B54, B57, B62, B67, B69","G",,,"This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Communication and Media Arts through Applied Learning.",,,,,,,"Not Accessible","54 Full-Day","8am-2:20pm","11205","40.694633","-73.971165","2","35","187","3058088","3020450011","Fort Greene                                                                "
"13K054","P.S. 54 Samuel C. Barnes","195 Sandford Street, Brooklyn NY 11205","Brooklyn","13","District School","718-834-6752","Suziette Small","SSmall11@schools.nyc.gov","magnetschool54.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program","Spanish Dual Language Program",,"13K054FDPK","13K054FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B38, B43, B44, B44-SBS, B48, B52, B54, B57","G",,,"This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Environmental Science, Technology and Community Wellness.",,"7:30am","5:45pm",,,,"Not Accessible","54 Full-Day","8:20am-2:40pm","11205","40.693018","-73.953034","3","33","241","3049020","3017650015","Bedford                                                                    "
"13K056","P.S. 56 Lewis H. Latimer","170 Gates Avenue, Brooklyn NY 11238","Brooklyn","13","District School","718-857-3149","Marvin Williams","MWilliams3@schools.nyc.gov","ps56k.org/","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"13K056FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"B25, B26, B38, B44, B44-SBS, B45, B48, B49, B52, B65, B69","C G S",,,,,"7:50am","6pm",,,,"Partially Accessible","18 Full-Day","8:20am-2:40pm","11238","40.68505","-73.960659","2","35","231","3056874","3019830010","Clinton Hill                                                               "
"13K067","P.S. 67 Charles A. Dorsey","51 Saint Edwards Street, Brooklyn NY 11205","Brooklyn","13","District School","718-834-6756","Darren Graham","Dgraham9@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k067","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K067FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,,"x",,,,,,,,,,"B25, B26, B38, B52, B54, B57, B62, B67, B69","2 3 A B C F Q R",,,,,,,,,,"Not Accessible","18 Full-Day","8am-2:20pm","11205","40.695633","-73.978215","2","35","2901","3332507","3020390002","Fort Greene                                                                "
"13K093","P.S. 93 William H. Prescott","31 New York Avenue, Brooklyn NY 11216","Brooklyn","13","District School","718-604-7363","Sandra Philip","SPhilip@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k093","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"13K093FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B103, B15, B25, B26, B37, B41, B43, B44, B44-SBS, B45, B48, B49, B63, B65, B67, B69","A C",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","11216","40.679097","-73.94684","3","36","247","3053993","3018680007","Crown Heights North                                                        "
"13K133","P.S. 133 William A. Butler","610 Baltic Street, Brooklyn NY 11217","Brooklyn","13","District School","718-398-5320","Heather Foster Mann","HFoster@schools.nyc.gov","ps133brooklyn.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"13K133FDPK","13K133FDPKSP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"B103, B37, B41, B45, B63, B65, B67, B69","2 3 4 5 B D N Q R",,"Students in District 15 are prioritized for two-thirds of seats and students in District 13 are prioritized for the remaining third. Within each district group, students who qualify for Free and Reduced Lunch and/or whose home language is a language other than English will have priority for 35% of seats",,,,"Contact program for time",,,,"Fully Accessible","54 Full-Day","Contact program","11217","40.680428","-73.980491","6","39","12901","3413716","3009400111","Park Slope-Gowanus                                                         "
"13K256","P.S. 256 Benjamin Banneker","114 Kosciusko Street, Brooklyn NY 11216","Brooklyn","13","District School","718-857-9820","Terry Henry","shemphi@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k256","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K256FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B26, B38, B43, B44, B44-SBS, B48, B52, B54","G",,,,,,"5:45pm",,,,"Not Accessible","18 Full-Day","Contact program","11216","40.690725","-73.950433","3","36","253","3049769","3017840020","Bedford                                                                    "
"13K270","P.S. 270 Johann Dekalb","241 Emerson Place, Brooklyn NY 11205","Brooklyn","13","District School","718-622-2443","Silvia Wallace-Anderson","Swallace4@schools.nyc.gov","ps270k.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"13K270FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B26, B38, B44, B44-SBS, B48, B52, B54, B62, B69","G",,,,,"Contact program for time","Contact program for time",,,,"Not Accessible","36 Full-Day","Contact program","11205","40.690202","-73.961478","2","35","193","3055378","3019330102","Clinton Hill                                                               "
"13K282","P.S. 282 Park Slope","180 6th Avenue, Brooklyn NY 11217","Brooklyn","13","District School","718-622-1626","Rashan Hoke","rhoke2@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k282","Breakfast/Lunch","Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"13K282FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"B103, B37, B41, B45, B63, B65, B67, B69","2 3 B Q R",,,,,,,,,,"Not Accessible","90 Full-Day","8:20am-2:40pm","11217","40.67634","-73.977367","6","39","131","3019597","3009500024","Park Slope-Gowanus                                                         "
"13K287","P.S. 287 Bailey K. Ashford","50 Navy Street, Brooklyn NY 11201","Brooklyn","13","District School","718-834-4745","Michele Rawlins","mrawlin@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k287","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K287FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B103, B26, B38, B52, B54, B57, B62, B67, B69","A B C F Q R",,,,,"7:30am",,,,,"Not Accessible","54 Full-Day","Contact program","11201","40.697901","-73.98054","2","35","23","3000203","3001110001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"13K305","P.S. 305 Dr. Peter Ray","344 Monroe Street, Brooklyn NY 11216","Brooklyn","13","District School","718-789-3962","Julia Mortley","jmortle@schools.nyc.gov","schools.nyc.gov/schoolportals/13/k305","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"13K305FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B38, B43, B44, B44-SBS, B52","A C G",,,,,,,,,,"Not Accessible","18 Full-Day","Contact program","11216","40.686076","-73.945229","3","36","265","3051458","3018190014","Bedford                                                                    "
"13K307","P.S. 307 Daniel Hale Williams","209 York Street, Brooklyn NY 11201","Brooklyn","13","District School","718-834-4748","Marie Schoen","mschoen6@schools.nyc.gov","ps307.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"13K307FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B25, B26, B54, B57, B62, B67, B69","A C F",,,"This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of STEM.",,,"5:45pm",,,,"Not Accessible","108 Full-Day","Contact program","11201","40.701343","-73.982314","2","33","21","3000158","3000560007","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
