"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-05894-0001","602 OVINGTON AVENUE
Brooklyn, NY 
(40.631378885778, -74.018813665594)","3","11209","40.63134","-74.018684","10","43","134","3146713","3058940001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","59","1950","54432","457229","8.4","1510000","27.7","3-05892-0006","7101 4 AVENUE
Brooklyn, NY 
(40.633705503383, -74.023848669495)","BAY RIDGE","D7-ELEVATOR","50","1950","77430","710791","9.18","2340000","30.2","0.25","3-05892-0016","414 OVINGTON AVENUE
Brooklyn, NY 
(40.633528938924, -74.023514042587)","BAY RIDGE","D1-ELEVATOR","54","1950","67830","684068","10.09","2310000","34.1","0.25"
"3-00241-0036","34 PIERREPONT STREET
Brooklyn, NY 
(40.695916411183, -73.995749325857)","3","11201","40.695954","-73.995799","2","33","301","3001956","3002410036","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","11","1900","8555","165795","19.38","741000","87","3-01162-0010","635 GRAND AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","C1-WALK-UP","11","1931","6924","134098","19.37","599000","87","2.3","3-01162-0011","633 GRAND AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","C1-WALK-UP","11","1931","7280","141084","19.38","631000","87","2.3"
"3-05061-0040","416 OCEAN AVENUE
Brooklyn, NY 
(40.652601701816, -73.961529063122)","3","11226","40.652714","-73.961521","14","40","50804","3116130","3050610040","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","90","1924","131355","1171687","8.92","3860000","29.4","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","2.15","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","0.65"
"3-06568-0033","1360 OCEAN PARKWAY
Brooklyn, NY 
(40.615528406624, -73.969156210971)","3","11230","40.615623","-73.968858","12","44","444","3172890","3065680033","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","176","1964","174082","2158617","12.4","8110000","46.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.8"
"3-01176-0032","408 ST JOHN'S PLACE
Brooklyn, NY 
(40.673873099011, -73.964414672881)","3","11238","40.673921","-73.964566","8","35","215","3029524","3011760032","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","36","1924","41800","594814","14.23","2360000","56","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","558799","14.23","2220000","57","0.7","3-01361-0043","1248 ST MARK'S AVENUE
Brooklyn, NY 
(40.673981012962, -73.928175766891)","CROWN HEIGHTS","D1-ELEVATOR","48","1926","37400","565241","15.11","1740000","46.5","1.9"
"3-06137-0001","10116 4 AVENUE
Brooklyn, NY 
(40.612001275564, -74.034409039653)","3","11209","40.611914","-74.034443","10","43","5602","3342200","3061370001","Bay Ridge                                                                  ","BAY RIDGE","C6-WALK-UP","70","1983","47628","476756","10.01","1610000","33.8","3-05877-0001","6917 8 AVENUE
Brooklyn, NY 
(40.63022706272, -74.014982754952)","BAY RIDGE","C7-WALK-UP","55","1926","56800","546114","9.61","1850000","32.6","1.6","3-06019-0041","8302 6 AVENUE
Brooklyn, NY 
(40.622159998714, -74.022735150559)","BAY RIDGE","C1-WALK-UP","39","1925","31080","326100","10.49","1100000","35.4","0.9"
"3-05072-0003","1110 CATON AVENUE
Brooklyn, NY 
(40.648901558069, -73.969557278961)","3","11218","40.64897","-73.969473","14","40","506","3116367","3050720003","Flatbush                                                                   ","FLATBUSH-CENTRAL","C6-WALK-UP","16","1931","17980","165236","9.19","545000","30.3","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.7","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","1"
"3-05376-0068","495 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","85","1962","84000","1181880","14.07","4690000","56","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","3.8","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","4.55"
"3-02103-0062","159 LAFAYETTE AVENUE
Brooklyn, NY 
(40.687615468111, -73.971245850843)","3","11238","40.687592","-73.971248","2","35","181","3326231","3021030062","Fort Greene                                                                ","FORT GREENE","C6-WALK-UP","35","1920","17600","332992","18.92","1350000","77","3-03044-0029","165 MESEROLE STREET
Brooklyn, NY 
(40.708169057316, -73.942541294527)","WILLIAMSBURG-EAST","C1-WALK-UP","39","1930","17460","321532","18.42","1310000","75","2.05",,,,,,,,,,,,
"3-02732-0010","76 RICHARDSON STREET
Brooklyn, NY 
(40.718368121492, -73.94901228166)","3","11211","40.718386","-73.94907","1","34","515","3068059","3027320010","North Side-South Side                                                      ","WILLIAMSBURG-EAST","C6-WALK-UP","20","1928","15225","278313","18.28","786000","52","3-02715-0007","536 GRAHAM AVENUE
Brooklyn, NY 
(40.721399935107, -73.94690325234)","GREENPOINT","C1-WALK-UP","16","1920","12672","184604","14.57","732000","58","0.25","3-02558-0064","109 GREENPOINT AVENUE
Brooklyn, NY 
(40.730090522565, -73.955751984342)","GREENPOINT","C1-WALK-UP","16","1930","13000","285818","21.99","1280000","98","0.95"
"3-01073-0041","35 PROSPECT PARK
Brooklyn, NY 
(40.700749929027, -73.989468841473)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","D4-ELEVATOR","76","1929","191654","2874810","15","11400000","59","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1709714","15.01","6780000","60","1.25","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","2.05"
"3-06580-0008","1402 4 STREET
Brooklyn, NY 
(40.611398158735, -73.978411834713)","3",,,,,,,,,,"GRAVESEND","D4-ELEVATOR","92","1928","79427","547252","6.89","1680000","21.15","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.9","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.25"
"3-05279-0032","175 PROSPECT PARK
Brooklyn, NY 
(40.700609569246, -73.985048211646)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","C6-WALK-UP","27","1970","28000","240240","8.58","792000","28.3","3-05279-0043","829 GREENWOOD AVENUE
Brooklyn, NY 
(40.652297321362, -73.973630891536)","WINDSOR TERRACE","D1-ELEVATOR","135","1982","104640","2163800","20.68","9670000","92","0","3-05287-0001","10 OCEAN PARKWAY
Brooklyn, NY 
(40.650883106629, -73.973247379521)","WINDSOR TERRACE","D1-ELEVATOR","133","1927","136362","1372974","10.07","4640000","34","0.1"
"3-05678-0022","1440 54 STREET
Brooklyn, NY 
(40.63032819552, -73.991945890368)","3","11219","40.630309","-73.991872","12","44","238","3139460","3056780022","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","59","1938","63900","583822","9.14","1920000","30","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","0.15","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","2.7"
"3-07398-0002","2299 13 STREET
Brooklyn, NY 
(40.590228234097, -73.982978133432)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","66","1960","59145","799139","13.51","3000000","51","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.4"
"3-01817-0036","184 MONROE STREET
Brooklyn, NY 
(40.685290707831, -73.951908497407)","3","11216","40.685288","-73.952063","3","36","245","3051316","3018170036","Bedford                                                                    ","BEDFORD STUYVESANT","C6-WALK-UP","20","1931","15000","160500","10.7","453000","30.2","3-01815-0059","373 MONROE STREET
Brooklyn, NY 
(40.68637944324, -73.942883998529)","BEDFORD STUYVESANT","C1-WALK-UP","16","1913","14596","134137","9.19","442000","30.3","0.5","3-01815-0061","371 MONROE STREET
Brooklyn, NY 
(40.686369489146, -73.942972518859)","BEDFORD STUYVESANT","C1-WALK-UP","12","1913","12104","131449","10.86","463000","38.3","0.5"
"3-05280-0008","221 MC DONALD AVENUE
Brooklyn, NY 
(40.649117910002, -73.980597198517)","3","11218","40.648978","-73.980598","7","39","500","3327360","3052800008","Windsor Terrace                                                            ","WINDSOR TERRACE","D4-ELEVATOR","166","1953","156170","1886533","12.08","6650000","42.6","3-05279-0043","829 GREENWOOD AVENUE
Brooklyn, NY 
(40.652297321362, -73.973630891536)","WINDSOR TERRACE","D1-ELEVATOR","135","1982","104640","2163800","20.68","9670000","92","0.45","3-05287-0001","10 OCEAN PARKWAY
Brooklyn, NY 
(40.650883106629, -73.973247379521)","WINDSOR TERRACE","D1-ELEVATOR","133","1927","136362","1372974","10.07","4640000","34","0.4"
"3-00951-0039","160 LINCOLN PLACE
Brooklyn, NY 
(40.675821350976, -73.974896185434)","3","11217","40.675939","-73.97515","6","39","159","3019640","3009510039","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","12","1920","8112","162240","20","725000","89","3-00385-0029","122 BERGEN STREET
Brooklyn, NY 
(40.686083256249, -73.988926743576)","BOERUM HILL","C1-WALK-UP","14","1900","8400","151236","18","615000","73","1","3-00467-0044","115 4 PLACE
Brooklyn, NY 
(40.677514682497, -73.996722721772)","CARROLL GARDENS","C1-WALK-UP","16","1906","8300","184272","22.2","824000","99","1.1"
"3-07422-1042","2427 29 STREET
Brooklyn, NY 
(40.575885844477, -73.995416900387)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","169","1955","210028","2650157","12.62","9960000","47.4","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.45","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.8"
"3-01234-0001","685 NOSTRAND AVENUE
Brooklyn, NY 
(40.673788447844, -73.950094793848)","3","11216","40.673817","-73.950117","8","36","31701","3031228","3012340001","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","27","1905","27070","216560","8","665000","24.57","3-01205-0022","1154 PACIFIC STREET
Brooklyn, NY 
(40.678040235809, -73.953898041198)","CROWN HEIGHTS","D1-ELEVATOR","47","1926","35784","378952","10.59","1280000","35.8","0.4","3-01228-0060","925 PROSPECT PLACE
Brooklyn, NY 
(40.674105267631, -73.945796053496)","CROWN HEIGHTS","D1-ELEVATOR","82","1900","86804","657106","7.57","2020000","23.27","0.15"
"3-07322-0007","1716 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","60","1932","55800","750264","13.45","2820000","51","3-06653-0034","1780 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GRAVESEND","D1-ELEVATOR","98","1962","81888","1069197","13.06","4020000","49.1","1.2","3-06730-0072","1640 OCEAN AVENUE
Brooklyn, NY 
(40.622064815979, -73.955798000039)","MIDWOOD","D1-ELEVATOR","98","1929","100610","903478","8.98","2980000","29.6","1.5"
"3-00733-0013","816 43 STREET
Brooklyn, NY 
(40.644766806837, -73.999237314218)","3",,,,,,,,,,"BOROUGH PARK","C6-WALK-UP","16","1916","17976","294806","16.4","1200000","67","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","248858","16.37","1010000","66","3.1","3-02495-0042","1085 MANHATTAN AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GREENPOINT","C1-WALK-UP","12","1931","13250","217697","16.43","668000","50","6.7"
"3-05887-0001","7119 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.636403","-74.036772","10","43","34","3146368","3058870001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","65","1931","82200","1057092","12.86","3970000","48.3","3-06048-0005","8701 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","43","1926","45600","541098","11.87","1910000","41.9","0.95","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","644088","13.85","2550000","55","0.9"
"3-01235-0071","941 PARK PLACE
Brooklyn, NY 
(40.673233537511, -73.946459719515)","3","11213","40.673223","-73.946318","8","36","341","3031307","3012350071","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1905","10600","91948","8.67","260000","24.53","3-01280-0019","1026 PRESIDENT STREET
Brooklyn, NY 
(40.668652118949, -73.957625857409)","CROWN HEIGHTS","C1-WALK-UP","28","1923","22132","320914","14.5","1270000","57","0.7","3-01276-0013","1236 UNION STREET
Brooklyn, NY 
(40.668913428917, -73.950049862153)","CROWN HEIGHTS","C1-WALK-UP","16","1912","14940","237396","15.89","966000","65","0.4"
"3-08690-0091","500 BRIGHTWATER COURT
Brooklyn, NY 
(40.57574043595, -73.96205463232)","3","11235","40.575745","-73.962217","13","48","36002","3245104","3086900091","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","195","1967","185000","2503050","13.53","7070000","38.2","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2710993","13.91","9560000","49.1","0.8","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","1.15"
"3-02791-0012","16 MAUJER STREET
Brooklyn, NY 
(40.710256411546, -73.95028939837)","3","11206","40.71029","-73.950187","1","34","513","3069654","3027910012","North Side-South Side                                                      ","WILLIAMSBURG-EAST","C6-WALK-UP","16","1920","12994","237530","18.28","671000","52","3-02715-0007","536 GRAHAM AVENUE
Brooklyn, NY 
(40.721399935107, -73.94690325234)","GREENPOINT","C1-WALK-UP","16","1920","12672","184604","14.57","732000","58","0.8","3-02558-0064","109 GREENPOINT AVENUE
Brooklyn, NY 
(40.730090522565, -73.955751984342)","GREENPOINT","C1-WALK-UP","16","1930","13000","285818","21.99","1280000","98","1.45"
"3-02421-0012","274 2 STREET
Brooklyn, NY 
(40.675867254419, -73.987892314336)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","37","1910","32100","294999","9.19","833000","26","3-02421-0014","278 2 STREET
Brooklyn, NY 
(40.675839310411, -73.987832234719)","WILLIAMSBURG-SOUTH","C1-WALK-UP","22","1910","21750","199882","9.19","659000","30.3","0","3-02441-0038","45 5 STREET
Brooklyn, NY 
(40.67698570719, -73.995353806132)","WILLIAMSBURG-SOUTH","C1-WALK-UP","11","1910","12975","290649","22.4","1300000","100","0.5"
"3-06480-0006","8988 15 AVENUE
Brooklyn, NY 
(40.603839565019, -74.017424140385)","3","11228","40.603846","-74.01739","11","43","168","3328873","3064800006","Bath Beach                                                                 ","BATH BEACH","C6-WALK-UP","54","1950","46730","486926","10.42","1650000","35.3","3-06019-0041","8302 6 AVENUE
Brooklyn, NY 
(40.622159998714, -74.022735150559)","BAY RIDGE","C1-WALK-UP","39","1925","31080","326100","10.49","1100000","35.4","1.3","3-05881-0003","7005 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C9-WALK-UP","46","1950","51840","540326","10.42","1830000","35.3","2.45"
"3-06764-0020","1560 18 STREET
Brooklyn, NY 
(40.612176284533, -73.956045571093)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","53","1937","53550","499122","9.32","1650000","30.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.05"
"3-03243-0052","87 STOCKHOLM STREET
Brooklyn, NY 
(40.697188790348, -73.925104568118)","3","11221","40.697063","-73.925187","4","34","421","3073775","3032430052","Bushwick South                                                             ","BUSHWICK","C6-WALK-UP","20","1931","14800","118844","8.03","336000","22.7","3-03235-0040","1441 DE KALB AVENUE
Brooklyn, NY 
(40.700508665466, -73.922994673696)","BUSHWICK","C1-WALK-UP","16","1931","16133","140195","8.69","430000","26.7","0.3","3-03359-0048","1113 MADISON STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BUSHWICK","C1-WALK-UP","20","1994","18000","143640","7.98","441000","24.5","0.6"
"3-01173-0063","415 ST JOHN'S PLACE
Brooklyn, NY 
(40.673860366645, -73.964081704264)","3","11238","40.673891","-73.964343","8","35","207","3029409","3011730063","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","15","1912","15612","263998","16.91","1070000","69","3-00975-0017","390 2 STREET
Brooklyn, NY 
(40.672989449655, -73.982007426881)","PARK SLOPE","C1-WALK-UP","16","1920","16752","326035","19.46","1460000","87","0.9","3-00312-0038","251 KANE STREET
Brooklyn, NY 
(40.685718503009, -73.995134752658)","COBBLE HILL","C1-WALK-UP","12","1910","11000","177926","16.18","724000","66","1.8"
"3-07335-0068","3395 NOSTRAND AVENUE
Brooklyn, NY 
(40.601320559817, -73.942029418662)","3","11229","40.601378","-73.942058","15","46","566","3198972","3073350068","Madison                                                                    ","MADISON","D4-ELEVATOR","100","1963","90000","994900","11.05","3510000","39","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.2","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.45"
