"id","name_of_business","short_description","address","city","state","zip","phone_number","which_type_of_business_is_this","business_website_or_other_url","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"574","Nitehawk Cinema","""NY's premier dine-in theater pairing films w/tableside food and beverage service""","136 Metropolitan Avenue","Brooklyn","NY","11249","(718) 782-8370","Other","http://www.nitehawkcinema.com","BROOKLYN ","40.716229","-73.962459","1","34","555","3062437","3023647501","North Side-South Side                                                      "
"575","Little Cupcake Bakeshop - Vanderbilt","Traditional American Desserts","598 Vanderbilt Avenue","Brooklyn","NY","11238",,"Food and Beverage","http://www.littlecupcakebakeshop.com/","BROOKLYN ","40.678416","-73.968602","8","35","163","3028426","3011510044","Prospect Heights                                                           "
"576","SpaHa Soul","""Easygoing soul-food w/art-filled walls, vegetarian options & Sunday brunch""","2294 2nd Avenue","New York","NY","10035","(347) 463-7387","Food and Beverage","http://spahasoul.com","MANHATTAN","40.798112","-73.936953","11","8","188","1052993","1016890050","East Harlem North                                                          "
"577","Academy Records and CDs","Record store","12 West 18th Street","New York","NY","10011","(212) 242-3000","Retail","http://www.academy-records.com/","MANHATTAN","40.738802","-73.992519","5","3","54","1015429","1008197501","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"578","Tito Rad's","Filipino Restaurant","49-10 Queens Blvd","Woodside","NY","11377","(718) 205-7299","Food and Beverage","http://www.titorads.com/","QUEENS   ","40.742798","-73.915631","2","26","235","4052834","4022820026","Hunters Point-Sunnyside-West Maspeth                                       "
"579","WOOF! UP","Dog Walking Services","529 E 81st Street","New York","NY","10028","(646) 309-7436","Service","http://woofup.me","MANHATTAN","40.772367","-73.948646","8","5","136","1078720","1015780017","Yorkville                                                                  "
"580","OYO BNB","Bed & Breakfast","1390 Bedford Avenue","Brooklyn","NY","11216",,"Service","http://oyobnb.com","BROOKLYN ","40.675721","-73.953263","8","35","221","3030598","3012170051","Crown Heights North                                                        "
"581","Life Wellness center, llc","Massage and body work","376 Thompkins Avenue","Brooklyn","NY","11216","(718) 300-2306","Service","http://Www.khadijahandsproject.com",,,,,,,,,
"582","Parkette Brooklyn","cafe","4022 5th Avenue","Brooklyn","NY","11220",,"Food and Beverage","https://www.facebook.com/pg/ParketteBrooklyn/about/?ref=page_internal","BROOKLYN ","40.650538","-74.004678","7","38","82","3324368","3007140044","Sunset Park West                                                           "
"583","ermine new york","jewelry designs","11 Prince Street","New York","NY","10012","(646) 454-1539","Retail","http://www.erminenewyork.com","MANHATTAN","40.722611","-73.993856","2","1","43","1075964","1005077501","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"584","Claw & Co","curated vintage","101 Delancey Street","New York","NY","10002","(212) 995-2440","Retail","http://clawandco.com","MANHATTAN","40.718726","-73.988813","3","1","18","1005300","1004090043","Chinatown                                                                  "
"585","Towne House Grooming & Pet Supplies","Pet grooming & Pet supplies","288 8th Avenue","New York","NY","10001","(212) 929-2910","Service","http://www.townehousegrooming.com/","MANHATTAN","40.746262","-73.99777","4","3","91","1014191","1007740086","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"586","Bed-Stuy Provisions","Sandwich shop","563 Gates Avenue","Brooklyn","NY","11221","(347) 326-6003","Food and Beverage","http://bedstuyprovisions@gmail.com","BROOKLYN ","40.686992","-73.943931","3","36","265","3051027","3018100075","Bedford                                                                    "
"587","AAAS Services","Web Design, Marketing for small businesses & Non profits","178 Columbus Avenue","New York","NY","10023","(917) 410-0154","Service",,"MANHATTAN","40.774762","-73.980738","7","6","153","1084564","1011397503","Lincoln Square                                                             "
"588","Mr. Lime","Local greengrocer","313 7th Avenue","Brooklyn","NY","11215","(718) 768-0639","Food and Beverage",,"BROOKLYN ","40.667308","-73.98122","6","39","153","3025854","3010900002","Park Slope-Gowanus                                                         "
"589","Westbury Inn","Bar","673 Flatbush Ave","Brooklyn","NY","11225",,"Food and Beverage",,"BROOKLYN ","40.656834","-73.960138","9","40","79601","3115646","3050450005","Prospect Lefferts Gardens-Wingate                                          "
"590","The Stonework","Mens clothing, accessories","37-06 Ditmars Blvd","Astoria","NY","11105","(718) 606-0828","Retail",,"QUEENS   ","40.77376","-73.907363","1","22","117","4015886","4008060029","Steinway                                                                   "
"591","Luxe Amour","Jewelry and accessories","204 West 149th Street","New York","NY","10039","(646) 481-0892","Retail","http://applied","MANHATTAN","40.824424","-73.93781","10","9","234","1060570","1020340039","Central Harlem North-Polo Grounds                                          "
"592","Max Adventures","Kids birthday party place / Amusement Center","2378 Flatbush Avenue","Brooklyn","NY","11234","(718) 676-9577","Service",,"BROOKLYN ","40.612266","-73.925282","18","46","662","3241346","3085280061","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"593","A Top Locksmith","""Love love his work - he's excellent!""","3211 Avenue I","Brooklyn","NY","11210","(718) 986-5749","Service","http://applied","BROOKLYN ","40.629407","-73.945197","14","45","774","3206447","3075780001","Flatbush                                                                   "
"594","Top Com Tam Nunh Kiev","Vietnamese Resturant","2641 Jerome Avenue","Bronx","NY","10468","(718) 365-2680","Food and Beverage","http://applied","BRONX    ","40.866842","-73.897902","7","14","265","2014398","2032020042","Kingsbridge Heights                                                        "
"595","The Ottley Law Firm","Local Law Office Immigration","1063 Winthrop Street","Brooklyn","NY","11212","(718) 221-2162","Service",,"BROOKLYN ","40.661111","-73.924478","17","41","884","3099956","3046120031","Rugby-Remsen Village                                                       "
"596","Big Al's Pizzeria","Pizza, Italian Food, Catering","4069 Hylan Boulevard","Staten Island","NY","10308","718-356-8446","Food and Beverage",,"STATEN IS","40.540627","-74.147436","3","51","15601","5067577","5052760042","Great Kills                                                                "
"597","Bridgestone Cleaners","Garment Care Specialists","109 Front Street","Brooklyn","NY","11201","(718) 222-9958","Service",,"BROOKLYN ","40.702513","-73.989043","2","33","21","3000088","3000380001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"598","Park Slope Pharmacy","Pharmacy","803 8th Avenue","Brooklyn","NY","11215","(718) 768-3010","Service",,"BROOKLYN ","40.666256","-73.97879","6","39","167","3025927","3010917501","Park Slope-Gowanus                                                         "
"599","Il Vino Torchio","Small Boutique Wine Shop","80 4th Avenue","Brooklyn","NY","11215","(347) 889-5501","Retail",,"BROOKLYN ","40.682102","-73.979885","2","33","127","3006001","3003890040","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"600","Jane's Exchange","Maternity and children's consignment store","191 East 3rd Street","New York","NY","10009","(212) 677-0380","Retail","http://Janesexchangenyc.com","MANHATTAN","40.723002","-73.983726","3","2","32","1005002","1003990041","East Village                                                               "
"601","Errols Bakery","Caribbean Bakery","661 Flatbush Avenue","Brooklyn","NY","11226","(718) 469-6078","Food and Beverage",,"BROOKLYN ","40.657163","-73.960218","9","40","79601","3115651","3050450010","Prospect Lefferts Gardens-Wingate                                          "
"602","Stiles Farmers Market","""Produce market with FRESH, AFFORDABLE produce""","352 W 52nd Street","New York","NY","10019","(212) 582-3088","Retail",,"MANHATTAN","40.76416","-73.986679","4","3","133","1088998","1010420053","Clinton                                                                    "
"603","Spoiled Brats","""One of the best pet stores offering a large selection for your 4 legged friend""","340 W 49th Street","New York","NY","10019","(212) 459-1615","Retail","https://www.facebook.com/pages/Spoiled-Brats/152643471443561","MANHATTAN","40.762176","-73.987802","4","3","127","1025160","1010390056","Clinton                                                                    "
"604","DOG & CO.","Pet Specialty Shop","1000S Eighth Avenue","New York","NY","10019",,"Retail","http://www.shopdogandco.com","MANHATTAN","40.766819","-73.982809","4","3","139","1799161","1270000161","Clinton                                                                    "
"605","NY Headshots","Professional photo/video studio","260 West 44th Street","New York","NY","10036","(212) 390-0410","Service","http://www.nyheadshots.com","MANHATTAN","40.758124","-73.987897","5","3","119","1024710","1010150059","Midtown-Midtown South                                                      "
"606","Fix-N-Go Electronics","Electronic Repair Shop, CellPhone Shop","67-07 Myrtle Avenue","Glendale","NY","11385","(718) 381-5130","Retail","http://fixngoelectronics.com","QUEENS   ","40.701505","-73.886203","5","30","627","4089432","4036800042","Glendale                                                                   "
"607","Brooklyn Stitchery","""Learn to Sew and skill workshop""","458 87th Street","Brooklyn","NY","11209","(718) 838-1996","Service","http://Brooklynstitchery.com","BROOKLYN ","40.621342","-74.027611","10","43","160","3153756","3060500031","Bay Ridge                                                                  "
"608","Totonno Pizzeria Napolitano","Pizza","1524 Neptune Avenue","Brooklyn","NY","11224","(718) 372-8606","Food and Beverage, ","http://www.totonnosconeyisland.com/","BROOKLYN ","40.579118","-73.98343","13","47","348","3189087","3070220003","Seagate-Coney Island                                                       "
"609","Jay and Lloyds Kosher Deli","Kosher Deli","2718 Avenue U","Brooklyn","NY","11229","(718) 891-5298","Food and Beverage","http://jayandlloydskosherdeli.com","BROOKLYN ","40.600134","-73.944482","15","46","574","3200122","3073600001","Madison                                                                    "
