"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-02142-0231","712 175 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","40","1925","32540","458163","14.08","1820000","56","1-02142-0095","647 172 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","31","1917","25400","357808","14.09","1420000","56","0.1","1-02137-0115","619 163 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","31","1923","27120","290164","10.7","981000","36.2","0.55"
"1-01870-0001","782 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","D4-ELEVATOR","43","1930","53971","868393","16.09","3530000","65","1-01870-0056","250 99 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","43","1925","54520","842352","15.45","3430000","63","0","1-01878-0042","220 107 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D1-ELEVATOR","61","1925","50820","850336","16.73","3460000","68","0.4"
"1-01392-0040","876 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10075","40.774864","-73.96109","8","4","142","1041830","1013920040","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","26","1917","88530","3403093","38.4","17100000","193","1-01378-0006","3 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","11","1910","9459","369379","39.1","1860000","197","0.7","1-01391-0002","952 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","38","1923","39030","1476437","37.8","7420000","190","0.1"
"1-01211-0026","123 80 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","23","1890","11700","320580","27.4","1550000","132","1-01195-0062","76 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C1-WALK-UP","12","1900","14065","399100","28.4","1930000","137","0.2","1-01196-0046","28 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C5-WALK-UP","30","1900","17755","474216","26.7","2300000","130","0.2"
"1-00832-0039","284 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10001","40.746072","-73.986297","5","4","76","1015785","1008320039","Midtown-Midtown South                                                      ","FASHION","D4-ELEVATOR","40","1900","48552","980000","20.18","4380000","90","1-00914-0011","221 33 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","45","1900","35508","738430","20.8","3300000","93","0.55","1-01843-0020","152 MANHATTAN AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MANHATTAN VALLEY","D3-ELEVATOR","81","1900","75164","1574013","20.94","4450000","59","3.9"
"1-01035-0007","349 44 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN WEST","C6-WALK-UP","22","1920","10570","295960","28","1430000","135","1-01041-0063","752 9 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C7-WALK-UP","16","1920","10250","265180","25.9","1280000","125","0.3","1-01033-0022","319 42 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C7-WALK-UP","15","1920","9203","264237","28.7","1280000","139","0.1"
"1-01347-0044","310 55 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","82","1932","62287","1744036","28","8450000","136","1-01439-0042","320 65 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","71","1930","58325","2086579","35.8","10500000","180","0.5","1-01437-0022","359 62 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","54","1930","46356","1294745","27.9","6270000","135","0.4"
"1-01121-0008","61 68 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","C6-WALK-UP","16","1910","11197","331655","29.6","1610000","144","1-01166-0051","228 75 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","C7-WALK-UP","12","1900","4100","120985","29.5","586000","143","0.5","1-01152-0056","242 61 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","C1-WALK-UP","11","1900","10100","333900","33.1","1620000","160","0.5"
"1-01186-0084","302 79 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","45","1905","41800","1369786","32.8","6640000","159","1-01149-0033","370 COLUMBUS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D9-ELEVATOR","56","1910","31125","1001291","32.2","4850000","156","0.3","1-01127-0001","301 COLUMBUS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D9-ELEVATOR","27","1900","32956","1084955","32.9","5260000","160","0.5"
"1-02156-0029","517 184 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS UPPER","C6-WALK-UP","21","1913","17615","210000","11.92","740000","42","1-02161-0073","556 191 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","20","1910","16845","193000","11.46","680000","40.4","0.3","1-02161-0120","559 191 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","30","1923","20742","257000","12.39","966000","46.6","0.35"
"1-00376-0005","98 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","24","1900","15086","497838","33","1410000","93","1-00377-0045","93 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D7-ELEVATOR","24","1900","14604","485863","33.3","2350000","161","0.05","1-00372-0039","11 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C7-WALK-UP","19","1900","14400","519281","36.1","2610000","181","0.2"
"1-00143-0001","47 HUDSON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10013","40.717316","-74.009062","1","1","39","1001543","1001430001","SoHo-TriBeCa-Civic Center-Little Italy                                     ","TRIBECA","D4-ELEVATOR","45","1930","77630","2018380","26","9780000","126","1-00220-0027","36 LAIGHT STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","TRIBECA","D7-ELEVATOR","13","1900","26712","728076","27.3","3530000","132","0.35",,,,,,,,,,,,
"1-01309-0069","417 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10022","40.760065","-73.971393","5","4","100","1036494","1013090069","Turtle Bay-East Midtown                                                    ","MIDTOWN CBD","D4-ELEVATOR","29","1916","89651","2741527","30.6","13300000","148","1-01299-0048","132 45 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN CBD","D9-ELEVATOR","95","1915","72000","2417725","33.6","11700000","163","0.5","1-01305-0023","135 50 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN CBD","D7-ELEVATOR","107","1924","70836","2532197","35.7","12700000","179","0.2"
"1-01562-0009","413 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","22","1910","8020","246294","30.7","1190000","148","1-01507-0025","53 95 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","18","1920","17580","574501","32.7","2780000","158","0.85","1-01562-0030","432 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1930","8345","256858","30.8","1240000","149","0"
"1-01547-0007","311 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","18","1925","8878","263499","29.7","1280000","144","1-01584-0040","520 88 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C7-WALK-UP","17","1910","8935","268156","30","1300000","145","0.3","1-01553-0009","313 90 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1915","8950","262683","29.4","1270000","142","0.3"
"1-00377-0059","257 7 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","12","1900","8655","285615","33","1380000","159","1-00372-0039","11 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C7-WALK-UP","19","1900","14400","519281","36.1","2610000","181","0.25","1-00377-0045","93 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D7-ELEVATOR","24","1900","14604","485863","33.3","2350000","161","0"
"1-01209-0053","50 96 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","61","1929","108666","2258079","20.78","10100000","93","1-01205-0029","315 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","51","1911","109769","2280816","20.78","10200000","93","0.2","1-01195-0014","25 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D1-ELEVATOR","64","1927","109896","2864751","26.1","13900000","126","0.7"
"1-02074-0021","509 142 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-UPPER","D4-ELEVATOR","12","1910","17862","196482","11","555000","31.1","1-02075-0005","529 143 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","D1-ELEVATOR","25","1910","29520","303875","10.29","1030000","34.9","0.05","1-02072-0059","572 141 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","D1-ELEVATOR","24","1910","20616","251861","12.22","947000","45.9","0.1"
"1-00642-0047","84 HORATIO STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.73875","-74.007412","2","3","79","1012136","1006420047","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","20","1915","8125","276250","34","1390000","171","1-00635-0039","117 BANK STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","20","1901","9620","333282","34.6","1680000","175","0.1","1-00583-0023","42 MORTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C1-WALK-UP","16","1900","9055","353900","39.1","1780000","197","0.55"
"1-00576-0056","31 12 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","23","1900","44586","1285860","28.8","6230000","140","1-00575-0077","55 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-CENTRAL","D9-ELEVATOR","88","1924","63943","2074804","32.4","10100000","158","0.05","1-00875-0003","239 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","46","1911","51122","1289921","25.2","5760000","113","0.5"
"1-00822-0045","4 21 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"FLATIRON","D4-ELEVATOR","58","2005","119136","4100000","34.4","31800000","267","1-01041-0011","335 50 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D5-ELEVATOR","151","1930","150000","5028000","33.5","14200000","95","1.55","1-01496-0021","1125 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","41","1922","113052","4215336","37.3","21200000","188","3.2"
"1-00474-0029","487 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"SOHO","D0-ELEVATOR","28","1900","70759","2403683","34","12100000","171","1-00879-0017","131 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","67","1925","56670","2011078","35.5","10100000","178","1.5","1-00850-0064","12 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D5-ELEVATOR","87","1911","78646","2552000","32.4","12400000","158","1.4"
"1-01386-0006","3 71 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","50","1948","80860","2333619","28.9","11300000","140","1-01350-0040","320 58 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D6-ELEVATOR","128","1961","108558","2967693","27.3","14400000","133","0.85","1-01366-0047","994 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D6-ELEVATOR","132","1956","111792","3226411","28.9","15600000","140","1.1"
"1-02060-0046","424 146 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-UPPER","C6-WALK-UP","14","1926","12650","183425","14.5","518000","40.9","1-02099-0025","611 152 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","23","1925","16750","219444","13.1","825000","49.3","0.5","1-02079-0029","1760 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C7-WALK-UP","18","1930","14828","213783","14.42","847000","57","0.25"
"1-01882-0038","504 111 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","D4-ELEVATOR","44","1910","47234","975854","20.66","4360000","92","1-01873-0001","840 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D1-ELEVATOR","38","1910","47832","984701","20.59","4400000","92","0.45","1-01885-0021","517 113 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","45","1919","48222","999508","20.73","4470000","93","0.15"
"1-00595-0041","474 GREENWICH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10013","40.724331","-74.009391","1","1","39","1010334","1005950041","SoHo-TriBeCa-Civic Center-Little Italy                                     ","SOHO","C6-WALK-UP","12","1900","25159","588972","23.41","2630000","105","1-00614-0027","217 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C1-WALK-UP","36","1916","22050","644112","29.2","3120000","141","0.9","1-00583-0040","51 LEROY STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","40","1900","16595","509678","30.7","2470000","149","0.45"
"1-02176-0150","715 180 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS UPPER","C6-WALK-UP","20","1909","20720","260000","12.55","977000","47.2","1-02177-0122","81 CABRINI BOULEVARD
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","29","1910","20670","265000","12.82","996000","48.2","0.15","1-02174-0103","74 NAGLE AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C7-WALK-UP","25","1925","21560","257000","11.92","906000","42","0.9"
"1-01333-0001","305 40 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","362","1963","369736","11280645","30.5","54700000","148","1-01410-0033","1308 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","114","1962","181549","5539920","30.5","26800000","148","1.75","1-01362-0012","20 BEEKMAN PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D3-ELEVATOR","78","1957","98808","1314414","13.3","4940000","50","0.5"
"1-01496-0001","1030 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.78023","-73.961151","8","4","15001","1046809","1014960001","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","18","1925","86666","2539300","29.3","12300000","142","1-01517-0050","1329 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","98","1929","80351","2445485","30.4","11800000","147","0.35","1-01515-0007","103 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","52","1914","91260","2570113","28.2","12500000","137","0.2"
"1-01211-0135","100 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","17","1920","29540","832732","28.2","4030000","136","1-01253-0016","311 94 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D1-ELEVATOR","24","1930","22290","628390","28.2","2070000","93","0.75","1-01248-0051","340 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","29","1925","29303","717219","24.48","3210000","110","0.45"
"1-01195-0054","56 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","19","1900","14214","403393","28.4","1950000","137","1-01195-0062","76 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C1-WALK-UP","12","1900","14065","399100","28.4","1930000","137","0","1-01196-0046","28 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C5-WALK-UP","30","1900","17755","474216","26.7","2300000","130","0.05"
"1-00577-0042","74 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10011","40.735519","-73.993981","2","3","63","1009719","1005770042","West Village                                                               ","GREENWICH VILLAGE-CENTRAL","D0-ELEVATOR","38","1910","93396","3161454","33.8","15300000","164","1-00876-0021","36 GRAMERCY PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D3-ELEVATOR","55","1909","61406","1977710","32.2","9580000","156","0.55","1-00879-0017","131 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","67","1925","56670","2011078","35.5","10100000","178","0.6"
"1-02060-0044","420 146 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-UPPER","C6-WALK-UP","14","1926","12650","183425","14.5","518000","40.9","1-02099-0025","611 152 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","23","1925","16750","219444","13.1","825000","49.3","0.5","1-02079-0029","1760 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C7-WALK-UP","18","1930","14828","213783","14.42","847000","57","0.25"
"1-00421-0043","172 FORSYTH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.721307","-73.991349","3","1","3601","1005605","1004210043","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","18","1900","12166","279818","23","790000","65","1-00344-0068","85 PITT STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","23","1920","12178","281624","23.13","1260000","103","0.45","1-00348-0074","170 DELANCEY STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","14","1920","12180","283383","23.27","1270000","104","0.35"
"1-00890-0049","166 35 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MURRAY HILL","D4-ELEVATOR","117","1957","74798","1960455","26.2","9500000","127","1-00910-0061","425 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","105","1967","66403","1646492","24.8","7360000","111","0.3","1-00891-0039","165 35 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","131","1955","96102","2654646","27.6","12900000","134","0.05"
"1-01448-0041","328 74 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","C6-WALK-UP","18","1910","6875","232306","33.8","1130000","164","1-01448-0023","1361 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","C7-WALK-UP","17","1910","8152","285900","35.1","1440000","177","0","1-01456-0005","405 61 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","C4-WALK-UP","17","1920","10925","344626","31.5","1670000","153","0.6"
