"title","alternate_title","primary_artist_last","primary_artist_first","primary_artist_middle","secondary_artist_last","secondary_artist_first","secondary_artist_middle","artists_keyword","primary_architect_last","primary_architect_first","primary_architect_middle","secondary_architect_last","secondary_architect_first","secondary_architect_middle","landscape_architect_last","landscape_architect_first","landscape_architect_middle","architecture_firm","foundry","fabricator","date_created","date_created_approximation","date_dedicated","date_dedicated_approximation","artwork_type1","artwork_type2","material","location_name","address","city","state","zip_code","borough","subject_keyword","inscription","managing_city_agency","acquisition","pdc_records","latitude","longitude","block","lot"
"Alamo","NULL","Rosenthal","Tony","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Donald Lippincott","NULL","1967","Y","1967","N","Sculpture","Artwork","Cor-ten steel","Astor Place","East 8th Street, Cooper Square and Lafayette Street","New York","NY","10003","Manhattan","Abstract","ALAMO 
1966-1967 
BY TONY ROSENTHAL 
AN ANONYMOUS GIFT 
TO THE CITY OF NEW YORK 
NOVEMBER 1976 
JOHN V. LINDSAY MAYOR 
AUGUST HECKSCHER, ADMINISTRATOR 
PARKS, RECREATION AND CULTURAL AFFAIRS 
DORIS FREEDMAN, DIRECTOR 
DEPARTMENT OF CULTURAL AFFAIRS","Department of Parks and Recreation","Gifted by Knoedler & Company, Tony Rosenthal, and an anonymous donor","3752","40.729889,","-73.991027","NULL","NULL"
"George Washington as Master Mason","NULL","De Lue","Donald","NULL","NULL","NULL","NULL","American","Deacy","William","Henry","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1967","N","1967","N","Statue","Monument/Memorial","Bronze, North Carolina pink Granite","Flushing Meadows Corona Park","Avenue of Europe","Corona","NY","11368","Queens","President of the United States, American Revolutionary War, War, Colonial","Front: GEORGE WASHINGTON / FIRST MASTER MASONIC LODGE / ALEXANDRIA VIRGINIA 1788 / Right: ORIGINAL MODEL DISPLAYED BY / THE GRAND LODGE OF NEW YORK / AT ITS MASONIC BROTHERHOOD CENTER / NEW YORK WORLD'S FAIR 1964-1965 / Back: BROTHERHOOD / THE FOUNDATION OF / WORLD PEACE / ERECTED BY / THE GRAND LODGE F. & A.M. / STATE OF NEW YORK/ WITH PERMISSION OF THE GRAND LODGE OF LOUISIANA /","Department of Parks and Recreation","Gift of Grand Lodge F. & A. Masons","2103","40.749007","-73.842286","2018","1"
"Job","NULL","Rapoport","Natan","J.","NULL","NULL","NULL","Jewish, Polish","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Modern Art Foundry","NULL","1967","N","1987","N","Sculpture","Artwork","Bronze, darkly mottled schist","Forest Park","80th Road and Park Lane South","Richmond Hill","NY","11418","Queens","Biblical, Holocaust, World War II, War","NULL","Department of Parks and Recreation","Gift of Dr. and Mrs. Murray Fuhrman","710","40.710416","-73.834873","3312","2000"
"Vatican Memorial Exedra","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Clarke and Rapuano","NULL","NULL","1967","N","1964","N","Exedra","Marker","Granite","Flushing Meadows Corona Park","Avenue of Peace","Corona","NY","11368","Queens","1964-65 World's Fair, World's Fair, Catholics","Left inscription: THE VATICAN PAVILION / FRANCIS CARDINAL SPELLMAN / PRESIDENT / MOST REVEREND BRYAN J MCENTEGART / VICE PRESIDENT Central inscription: THIS THE SITE OF THE VATICAN PAVILION WAS / AUTHORIZED BY POPE JOHN XXIII / VISITED ON OCTOBER 4, 1965 BY / POPE PAUL VI / DURING HIS MISSION OF PEACE TO / THE UNITED NATIONS / THE BUILDING EXHIBITED MICHAELANGELO'S PIETA AND / OTHER ART TREASURES - IT SYMBOLIZED THE BROTHERHOOD / OF MAN THE SPIRIT OF ECUMENISM AND THE THEME / OF THE NEW YORK WORLD'S FAIR 1964-1965 / - PEACE THROUGH UNDERSTANDING Right Inscription: THE VATICAN PAVILION / WAS DEDICATED ON APRIL 19, 1964 Paving: SITE OF THE VATICAN PAVILION NEW YORK WORLDS FAIR 1964 - 1965","Department of Parks and Recreation","NULL","2103","40.742658","-73.844218","2018","1"
"Father Kehoe Square Memorial","NULL","Kipnis","Jack","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Jack Kipnes Inc.","NULL","1968","N","1968","N","Plaque","Monument/Memorial","Granite","Father Kehoe Triangle","Flatlands Avenue between Avenue M and Coleman Street","Brooklyn","NY","11234","Brooklyn","Vietnam War, War","DEDICATED IN / MEMORY OF / THOSE WHO GAVE / THEIR LIVES /IN VIETNAM. / --- / ERECTED BY / TEEN ACTIVITY CENTER / OF KINGS / 1968","Department of Parks and Recreation","Gifted by The Teen Activity Center of Kings","3755","40.620460","-73.936745","7818","1"
"Gates of Life","NULL","Manca","Albino","NULL","NULL","NULL","NULL","Italian, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Clarke and Rapuano","NULL","NULL","1968","N","1968","N","Ornamental gates","Artwork/Monument","Bronze","Flushing Meadows  Corona Park","Zoo Path","Corona","NY","11368","Queens","Animals, Zoo, Gate","NULL","Department of Parks and Recreation","NULL","2103","40.744025","-73.849562","2018","1"
"Michael J. Leonard Memorial Plaza","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1968","N","1968","N","Plaque","Monument/Memorial","Granite","Michael J. Leonard Memorial Plaza","Hylan Boulevard and Clove Road","Staten Island","NY","10305","Staten Island","World War I, War","MICHAEL J. LEONARD MEMORIAL PLAZA / TO HONOR / THE MEMORY OF / CPL. MICHAEL J. / LEONARD /U.S. ARMY / KILLED IN ACTION / FRANCE/JULY 16, 1918 / AND ALL DECEASED / MEMBERS OF /GRASMER POST NO. 1191 / AMERICAN LEGION / MAY 30, 1968","Department of Parks and Recreation","Gift of Grasmere Post # 1191, American Legion","NULL","40.598761","-74.081518","NULL","NULL"
"Oscar Comras Mall","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1968","N","1968","N","Plaque, natural boulder","Monument/Memorial","Bronze, natural boulder","Bronx Park","Lydig Avenue and Boston Road","Bronx","NY","10462","Bronx","NULL","OSCAR COMRAS / MALL / IN TRIBUTE TO THE MAN / WHO BROUGHT MUSIC TO / THE PELHAM PARKWAY / COMMUNIT","Department of Parks and Recreation","Gift of Pelham Parkway Citizens Council","1736","40.8544834","-73.8707778","3120","20"
"Reverend Matthew J. Crosson","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","U.S. Bronze Sign Company","1968","N","1968","N","Plaque","Monument/Memorial","Bronze","Crosson Park","Woodside Avenue and 69th Street","Elmhurst","NY","11377","Queens","Civic leader, Religious leader, Veteran, World War II, War","CROSSON MEMORIAL PARK / DEDICATED IN FOND REMEMBRANCE / AND APPRECIATION OF / THE REVEREND MATTHEW J. CROSSON / OF WOODSIDE (1908-1968) / BY FRIENDS AND ADMIRERS OF / HIS DEVOTION TO GOD, TO COUNTRY / AND TO HIS FELLOW MEN","Department of Parks and Recreation","Gift of the Matthew J. Crosson Memorial Fund","3803","40.743123","-73.895861","1308","56"
"The Rowers","NULL","Glusker","Irwin","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roman Bronze Works, Inc.","NULL","1968","N","1968","N","Sculpture","Artwork","Bronze, black granite","Central Park","East Drive at 75th Street","New York","NY","10024","Manhattan","Maritime, Philanthropist","NULL","Department of Parks and Recreation","Commissioned by the Department of Parks and Recreation","1430","40.775222","-73.968556","1111","1"
"Louie Stern Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1969","N","1969","N","Plaque","Monument/Memorial","Bronze, natural boulder","George Washington Bridge Park","West 177th Street and Cabrini Boulevard","New York","NY","10032","Manhattan","Merchant","THIS PLAQUE IS IN MEMORY / OF THE SIGNIFICANT CIVIC / ACHIEVEMENTS MADE BY / LOUIE STERN ON BEHALF OF / THE WASHINGTON HEIGHTS / COMMUNITY / NOVEMBER 1969 / THE PORT AUTHORITY OF NEW YORK / CHAMBER OF COMMERCE / OF / WASHINGTON HEIGHTS /","Department of Parks and Recreation","Gift of Port Authority of New York, Chamber of Commerce of Washington Heights","NULL","40.848574","-73.941378","2178","3"
"Coffey Square","Lt. William E. Coffey Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Brooklyn Monument Company","NULL","NULL","1970","N","1970","N","Stele, bas-relief","Monument/Memorial","Bronze, granite","Coffey Square","7th Avenue and 81st Street","Brooklyn","NY","11228","Brooklyn","War, Veterans","IN MEMORY OF THOSE MEMBERS OF OUR ARMED FORCES 
WHO GAVE THEIR LIVES FOR OUR COUNTRY 
THESE DEAD SHALL NOT HAVE DIED IN VAIN","Department of Parks and Recreation","Gift of The Greater Bay Ridge Coffey Square Monument Committee","3899","40.622387","-74.019775","NULL","NULL"
"Lilac Walk marker","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1970","N","1970","N","Plaque","Marker","Bronze, boulder","Central Park","Sheep Meadow","New York","NY","10019","Manhattan","Environmentalism, Environmental","EVEN DURING PERIODS OF / HARSH CONFLICT AND CONFRONTATION, / THE DELICATE BEAUTY AND FRAGRANCE / OF THE LILAC HAVE BEEN FAITHFUL/ANNUAL REMINDERS OF LOVELIER / ASPECTS IN HUMAN RELATIONS. / IN TRIBUTE TO THOSE ASPECTS, / THIS LILAC WALK IS DEDICATED TO / THE PEOPLE OF THE CITY OF NEW YORK / NELL SINGER LILAC WALK / APRIL 8, 1970 /","Department of Parks and Recreation","Gift of Herbert M. Singer","NULL","40.771940","-73.973265","1111","1"
"Argonne-Marine Memorial Oval Marker","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Artist’s Memorial Monuments","NULL","NULL","1971","N","1971","N","Plaque","Monument/Memorial","Granite","Gerritsen Beach Park","Burnett Street and Veterans Memorial Way","Brooklyn","NY","11234","Brooklyn","War, Veterans","DEDICATED ON MAY 30, 1971 / BY THE ARGONNE MARINE PARK / POST NO. 107 OF THE V.F.W. / AND ITS LADIES AUXILIARY / TO THE MEN AND WOMEN / OF THIS COMMUNITY / WHO GAVE THEIR YESTERDAYS / TO INSURE OUR TOMORROWS. /","Department of Parks and Recreation","Gift of Argonne-Marine Park Post No. 107 and Ladies Auxiliary, Veterans of Foreign Wars of the United States","1516","40.599482","-73.929786","8590","600"
"Armillary Sphere","NULL","Stewart","Albert","NULL","NULL","NULL","NULL","British","Butter","Ann","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Levine & Blumberg","NULL","Kenneth Lynch & Sons","1971","N","1971","N","Sundial, sculpture","Artwork","Bronze","Sutton Place Park","Sutton Place between East 53rd Street and East 54th Street","New York","NY","10022","Manhattan","Astronomy, sundial","NULL","Department of Parks and Recreation","Gift of Hugh Trumbull Adams","3943","40.755227,","-73.962126","NULL","NULL"
"Frederick Johnson Memorial","NULL","Pugh","Robert","W.","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Keystone Monument Co.","1971","N","1971","N","Stele","Monument/Memorial","Barre granite","Frederick Johnson Playground","150th Street and 7th Avenue","New York","NY","10039","Manhattan","African American, Black American, Black History, Athlete, tennis","FREDERICK JOHNSON PARK / DEDICATED TO / THE MEMORY OF / FREDERICK JOHNSON / TENNIS PLAYER COACH / AND CITIZEN OF THE / HARLEM COMMUNITY / A TESTAMENT TO HIS / COMMITMENT IS HIS / FOREMOST PUPIL MISS ALTHEA GIBSON / UNITED STATES AND WIMBLEDON TENNIS / CHAMPION /(SIGNATURE): FREDERICK JOHNSON / JAN. 9, 1891N.Y. / MAY 15, 1963 N.Y. Back:  FREDERICK JOHNSON PARK / COMMITTEE / VICTOR A. COLLYMORE/ THEODOSIA G. MAPLES / RUOBERT W. PUGH / DEDICATED OCTOBER 23, 197","Department of Parks and Recreation","Gift of Frederick Johnson Memorial Committee","3968","40.824785","-73.936233","2016","101"
"Robert F. Kennedy Memorial","NULL","Duveen","Anneta","NULL","NULL","NULL","NULL","Woman, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roman Bronze Works Inc.","A. Ottavino Corp.","1971","N","1972","N","Bust, pedestal","Monument/Memorial","Bronze, granite","Columbus Park","Montague and Court Street","Brooklyn","NY","11201","Brooklyn","Politician, public servant, Reformer, United States Attorney General, lawyer, Senator","(BUST, FRONT)
""[signed] Anneta Duveen / 1971""

(BUST, REAR)
[signed] Anneta Duveen / ROMAN BRONZE WORKS INC""

(PEDESTAL, FRONT)
 ""SENATOR / ROBERT / FRANCIS / KENNEDY /---/ NOVEMBER 20, 1925 / JUNE 6, 1968 /---/ DEDICATED NOVEMBER 2, 1972""

(PEDESTAL, LEFT)
 ""ANNETA DUVEEN, SC.""

(PEDESTAL, RIGHT)
""A. OTTAVINO""

(BASE, FRONT)
 ""'FEW WILL HAVE THE GREATNESS TO / BEND HISTORY ITSELF, BUT EACH OF US / CAN WORK TO CHANGE A SMALL PORTION OF EVENTS, AND IN THE TOTAL OF ALL THOSE ACTS WILL / BE WRITTEN THE HISTORY OF THIS GENERATION.'"" [space] RFK

(BASE, LEFT): ""'WHAT WE REQUIRE IS NOT THE SELF- / INDULGENCE OF RESIGNATION FROM THE / WORLD BUT THE HARD EFFORT TO WORK OUT / NEW WAYS OF FULFILLING OUR PERSONAL CONCERN / AND OUR PERSONAL RESPONSIBILITY.'"" [space] RFK

(BASE, REAR) ""'WE MUST GET OUR OWN HOUSE IN / ORDER. WE MUST BECAUSE IT IS RIGHT. / WE MUST BECAUSE IT IS MIGHT.'"" [space] RFK

(BASE, RIGHT) ""'ALL GREAT QUESTIONS MUST / BE RAISED BY GREAT VOICES, AND / THE GREATEST VOICE IS THE VOICE OF / THE PEOPLE - SPEAKING OUT - IN PROSE, OR / PAINTING, OR POETRY, OR MUSIC; SPEAKING OUT - / IN HOMES AND HALLS, STREETS AND FARMS, COURTS / AND CAFES - LET THAT VOICE SPEAK AND THE STILLNESS YOU / HEAR WILL BE THE GRATITUDE OF MANKIND.'"" [space] RFK","Department of Parks and Recreation","Gift of The Robert F. Kennedy Ad Hoc Memorial Committee","2739","40.693561","-73.990033","139","1"
"Skagerrak","NULL","Milkowski","Antoni","H.","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1971","N","1971","N","Sculpture","Artwork","Cor-ten steel","Bellevue South Park","Mt. Carmel Place and East 28th Street","New York","NY","10016","Manhattan","Abstract","NULL","Department of Parks and Recreation","Gift of the Association for a Better New York","1945","40.740281","-73.977714","934","50"
"Wave Hill National Parks Service Tablet","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1971","N","1971","N","Plaque","Marker","Bronze","Wave Hill","West 252nd Street and Independence Avenue","Bronx","NY","10471","Bronx","National parks","NULL","Department of Parks and Recreation","Gift of National Parks Service","NULL","40.900093","-73.911086","5937","440"
"Wingdale","NULL","Bolomey","Roger","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1971","N","1973","N","Sculpture","Artwork","Painted Cor-ten steel","Major John W. Mark Park","173rd Street and Hillside Avenue","Jamaica","NY","11432","Queens","Abstract","NULL","Department of Parks and Recreation","Gift of Association for a Better New York","4073","40.711889","-73.789000","9831","50"
"Woodside Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Bresnan","Joseph","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sheidow Bronze Co, Kingwood, West Virginia","Riley Brothers","1971","N","1971","N","Stele, plaque","Monument/Memorial","Bronze, Impala black granite","Woodside Memorial Park","Roosevelt Avenue and 60th Street","Woodside","NY","11377","Queens","World War I, World War II, Korean War, Vietnam War, War","WOODSIDE MEMORIAL PARK / DEDICATED TO ALL MEMBERS / OF THE COMMUNITY WHO / MADE THE SUPREME SACRIFICE / FOR THE GOOD AND WELFARE / OF THEIR COUNTRY AND FOR / THE PEAE AND FREEDOM / OF MANKIND / THE WORLD WARS / KOREA AND VIETNAM","Department of Parks and Recreation","Gift of the Woodside Memorial Committee","NULL","40.745303","-73.904805","NULL","NULL"
"Boar","Wild Boar, Porcellino","Tacca","Pietro","NULL","NULL","NULL","NULL","Italian","Butter","Ann","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Levine & Blumberg","NULL","A. Ottavino Corp.","1972","N","1972","N","Statue","Artwork","Bronze on granite base","Sutton Place Park","East 57th Street and East River","New York","NY","10022","Manhattan","Animals","NULL","Department of Parks and Recreation","Gift of Salute to the Seasons Fund from donation by Hugh Trumbull Adams","2238","40.757156","-73.960156","NULL","NULL"
"Freedom Tree Marker","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","A. Ottavino Corp.","1972","Y","1972","N","Plaque, plinth","Marker","Bronze, granite","Madison Square Park","Broadway and West 24th Street","New York","NY","10010","Manhattan","Prisoners of War, POW, Veterans, War","THE FREEDOM TREE / WITH THE VISION OF UNIVERSAL FREEDOM / FOR ALL MANKIND / THIS TREE IS DEDICATED TO / CWO MICHAEL F. O'CONNOR / AND ALL / PRISONERS OF WAR / AND / MISSING IN ACTION / 1972","Department of Parks and Recreation","NULL","NULL","40.74213565","-73.98868899","852","1"
"Night Presence IV","NULL","Nevelson","Louise","NULL","NULL","NULL","NULL","Woman, Jewish, Russian, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Lippincott, North Haven, Connecticut","1972","N","1973","N","Sculpture","Artwork","Cor-Ten steel","Park Avenue Malls","East 92nd Street and Park Avenue","New York","NY","10128","Manhattan","Abstract","NEVELSON / 1/3/1972 / WORK EXECUTED BY LIPPINCOTT / NORTH HAVEN CONN SIGNED","Department of Parks and Recreation","Gift of Louise Nevelson","3297","40.784111","-73.954361","NULL","NULL"
"Tree of Hope III","NULL","Miller","Algernon","NULL","NULL","NULL","NULL","African American, Black American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1972","N","1972","N","Sculpture","Artwork","Cor-ten steel","Adam Clayton Powell Jr. Malls","Adam Clayton Powell Boulevard and West 131 Street","New York","NY","10027","Manhattan","Abstract, African American, Black American, Black History","NULL","Department of Parks and Recreation","Gifted by Algernon Miller","4004","40.812916","-73.945463","NULL","NULL"
"Weeping Beech Tree Landmark Plaque","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1972","Y","1972","N","Plaque, medallion","Marker","Bronze","Weeping Beech Park","37th Avenue and Bowne Street","Flushing","NY","11354","Queens","Landmark","DESIGNATED LANDMARK / NEW YORK CITY / THE WEEPING BEECH TREE / THIS HUGE AND ANCIENT TREE HAS GROWN FROM A / CUTTING WHICH SAMUEL PARSONS BROUGHT FROM BELGIUM / AND PLANTED HERE IN 1847. THE SHELTERING BRANCHES / HAVE A SPREAD OF 85 FEET AND ARE SUPPORTED BY A TRUNK / 14 FEET IN CIRCUMFERENCE WHICH RISES TO A HEIGHT OF / 65 FEET. SAMUEL PARSONS, A FLUSHING NURSERYMAN, SUPPLIED / MANY OF THE ORIGINAL TREES AND SHRUBS IN CENTRAL PARK / IN MANHATTAN AND PROSPECT PARK IN BROOKLYN. / PLAQUE PROVIDED BY THE NEW YORK COMMUNITY TRUST, 1972 /","Department of Parks and Recreation","Gift of The New York Community Trust","NULL","40.763620","-73.823833","5012","5"
"Admiral George Dewey","NULL","French","Daniel","Chester","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","U.S. Bronze Sign Company, NY","NULL","1973","N","1973","N","Plaque","Monument/Memorial","Bronze plaque on granite base","Battery Park","10 Battery Park","New York","NY","10004","Manhattan","Military, Spanish-American War, War","Obverse of medal at top of plaque: THE GIFT / OF THE / PEOPLE OF THE / UNITED STATES / TO THE OFFICERS / AND MEN OF THE / ASIATIC SQUADRON / UNDER THE COMMAND / OF COMMODORE GEORGE DEWEY / --- / D.C. FRENCH 1898 Reverse of medal at top of plaque: IN MEMORY OF THE VICTORY OF MANILA BAY / MAY 1 1898 / U.S.S. OLYMPIA Main text on plaque: THIS MONUMENT ERECTED ON / ADMIRAL GEORGE DEWEY / PROMENADE / TO COMMEMORATE THE / 75TH ANNIVERSARY OF / THE BATTLE OF MANILA BAY / MAY 1, 1898 / UNITED SPANISH WAR VETERANS / NAVAL ACADEMY ASSOCIATION OF NEW YORK / SONS OF THE REVOLUTION IN THE STATE OF NEW YORK / SONS OF THE AMERICAN REVOLUTION, NEW YORK CHAPTER / NAVAL ORDER OF THE UNITED STATES / NAVY LEAGUE OF THE UNITED STATES - NEW YORK COUNCIL / NEW YORK STATE SOCIETY OF THE CINCINNATI / UNITED STATES NAVAL INSTITUTE / THE MILITARY CHAPLAINS ASSOCIATION OF THE / UNITED STATES OF AMERICA / RESERVE OFFICERS ASSOCIATION OF THE UNITED STATES / NAVAL RESERVE ASSOCIATION / ROBERT L. HAGUE POST, AMERICAN LEGION / CATHOLIC WAR VETERANS, DEPARTMENT OF NEW YORK / THE SEAMEN'S BANK FOR SAVINGS / PHILIPPINE AMERICAN CHAMBER OF COMMERCE / NEW YORK CITY NATIONAL SHRINES ASSOCIATES / NAVAL HISTORICAL FOUNDATION / BATTERY CASTLE CLINTON MONUMENT ASSOCIATES / SPONSORS / MAY 1, 1973","Department of Parks and Recreation","Gift of The Admiral George Dewey Memorial Committee","1371","40.702949,","-74.016988","3","1"
