"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_estimated_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_estimated_expense","brooklyn_cooperatives_comparable_properties_expense_per_sqft","brooklyn_cooperatives_comparable_properties_net_operating_income","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"3-00236-0112","70 CLARK STREET
Brooklyn, NY 
(40.697531523759, -73.99344249363)","3","11201","40.697598","-73.993552","2","33","501","3001864","3002360112","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","48","1960","30610","570264","18.63","240901","7.87","329363","2233000","72.95","3-00237-0020","145 HENRY STREET
Brooklyn, NY 
(40.696294859157, -73.993523573907)","BROOKLYN HEIGHTS","D1-ELEVATOR","42","1922","40410","874770","21.65","377959","9.35","496811","3642000","90.13","0.09","3-00234-0043","12 CLARK STREET
Brooklyn, NY 
(40.698202590446, -73.99584995323)","BROOKLYN HEIGHTS","D1-ELEVATOR","12","1936","17184","239136","13.92","134809","7.85","104327","687000","39.98","0.09","3-00241-0020","2 PIERREPONT STREET
Brooklyn, NY 
(40.69628435741, -73.997082555405)","BROOKLYN HEIGHTS","D1-ELEVATOR","41","1949","40,178","748,577","18.63","316,121","7.87","432,456","3,109,000","77.38","0.13"
"3-06836-0064","3165 NOSTRAND AVENUE
Brooklyn, NY 
(40.607039310935, -73.94310519517)","3","11229","40.60683","-73.94309","15","48","564","3184662","3068360064","Madison                                                                    ","MADISON","D4-ELEVATOR","108","1953","115300","1222180","10.6","446211","3.87","775969","4817000","41.78","3-06826-0048","2345 OCEAN AVENUE
Brooklyn, NY 
(40.604485176983, -73.952284962006)","MADISON","D1-ELEVATOR","94","1931","104000","949793","9.13","514413","4.95","435380","2508000","24.12","0.5","3-07688-0041","2702 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","MADISON","D1-ELEVATOR","107","1937","113820","1372557","12.06","888964","7.81","483593","3047000","26.77","0.52",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-07433-0040","1213 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","250","1960","205454","2880465","14.02","1220397","5.94","1660068","10920000","53.15","3-07396-0053","2355 12 STREET
Brooklyn, NY 
(40.590957614522, -73.982159534607)","SHEEPSHEAD BAY","D1-ELEVATOR","121","1963","114300","1602166","14.02","782163","6.84","820003","5394000","47.19","0.29","3-08764-0010","2750 HOMECREST AVENUE
Brooklyn, NY 
(40.58432919116, -73.956319348836)","SHEEPSHEAD BAY","D1-ELEVATOR","188","1959","194425","2463389","12.67","1392038","7.16","1071351","7169000","36.87","0.33","3-07397-0034","1245 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","SHEEPSHEAD BAY","D1-ELEVATOR","135","1963","124,636","1,767,453","14.18","924,497","7.42","842,956","5,808,000","46.6","0.31"
"3-01106-0021","16 PROSPECT PARK
Brooklyn, NY 
(40.700713516908, -73.989886078466)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","C6-WALK-UP","16","1920","12393","253437","20.45","101870","8.22","151567","1082000","87.31","3-01107-0005","38 PROSPECT PARK
Brooklyn, NY 
(40.700693630839, -73.989393037301)","WINDSOR TERRACE","C1-WALK-UP","20","1920","15200","310764","20.45","125003","8.22","185761","1326000","87.24","0.14","3-01105-0063","419 16 STREET
Brooklyn, NY 
(40.661246657567, -73.98205648189)","PARK SLOPE SOUTH","C1-WALK-UP","16","1920","11844","295635","24.96","80062","6.76","215573","1566000","132.22","0.15","3-01105-0036","196 PROSPECT PARK
Brooklyn, NY 
(40.70056399743, -73.984842947381)","PARK SLOPE SOUTH","C1-WALK-UP","8","1920","11,000","195,925","17.81","39,922","3.63","156,003","678,000","61.64","0.15"
"3-05376-0068","495 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","85","1962","84000","1123080","13.37","497280","5.92","625800","4152000","49.43","3-05376-0033","430 8 STREET
Brooklyn, NY 
(40.667123961228, -73.980367254498)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","90","1961","77160","938151","12.16","465822","6.04","472329","3002000","38.91","0","3-05154-0047","415 STRATFORD ROAD
Brooklyn, NY 
(40.638367138437, -73.967627768459)","FLATBUSH-CENTRAL","D1-ELEVATOR","96","1963","88000","1325259","15.06","630765","7.17","694494","4777000","54.28","0.23",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-06796-0026","1750 14 STREET
Brooklyn, NY 
(40.606881525388, -73.958911811416)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","64","1961","57500","683100","11.88","378350","6.58","304750","1945000","33.83","3-06796-0075","1735 13 STREET
Brooklyn, NY 
(40.6043369098, -73.985651574889)","MADISON","D1-ELEVATOR","94","1962","90000","1124851","12.5","644201","7.16","480650","3222000","35.8","0","3-06795-0040","1780 13 STREET
Brooklyn, NY 
(40.603241851386, -73.985516708062)","MADISON","D1-ELEVATOR","41","1941","40688","457931","11.25","303438","7.46","154493","995000","24.45","0.05",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-05392-0001","800 CORTELYOU ROAD
Brooklyn, NY 
(40.63876743212, -73.970694388259)","3","11218","40.638804","-73.970598","12","40","492","3126867","3053920001","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","93","1960","80604","1124426","13.95","573094","7.11","551332","3630000","45.03","3-05154-0047","415 STRATFORD ROAD
Brooklyn, NY 
(40.638367138437, -73.967627768459)","FLATBUSH-CENTRAL","D1-ELEVATOR","96","1963","88000","1325259","15.06","630765","7.17","694494","4777000","54.28","0.17","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","2140328","13.95","1090959","7.11","1049369","6909000","45.03","0.22","3-05392-0052","805 DITMAS AVENUE
Brooklyn, NY 
(40.636441925352, -73.970228290809)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","57","1958","45,900","603,729","13.15","275,918","6.01","327,811","2,013,000","43.86","0"
"3-01169-0001","10 PLAZA ST
Brooklyn, NY 
(40.674872494738, -73.971242979627)","3","11238","40.675474","-73.970647","8","39","159","3029306","3011690001","Park Slope-Gowanus                                                         ","PROSPECT HEIGHTS","D4-ELEVATOR","144","1959","163000","2374910","14.57","1242060","7.62","1132850","7623000","46.77","3-01164-0064","215 STERLING PLACE
Brooklyn, NY 
(40.676161347247, -73.970667605291)","PROSPECT HEIGHTS","D1-ELEVATOR","82","1937","92902","1456913","15.68","622975","6.71","833938","5357000","57.66","0.06","3-01169-0019","214 STERLING PLACE
Brooklyn, NY 
(40.676145109919, -73.970860936377)","PROSPECT HEIGHTS","D1-ELEVATOR","35","1936","31000","451795","14.57","236190","7.62","215605","1375000","44.35","0","3-01158-0023","186 PROSPECT PLACE
Brooklyn, NY 
(40.677993462043, -73.970617605743)","PROSPECT HEIGHTS","D1-ELEVATOR","36","1931","33,960","389,525","11.47","219,733","6.47","169,792","1,061,000","31.24","0.12"
"3-05454-0045","4910 17 AVENUE
Brooklyn, NY 
(40.629500741915, -73.983150009315)","3","11204","40.629435","-73.98319","12","44","474","3129188","3054540045","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","55","1931","66000","721215","10.93","324521","4.92","396694","2035000","30.83","3-05458-0006","5001 15 AVENUE
Brooklyn, NY 
(40.631769957288, -73.988280023457)","BOROUGH PARK","D1-ELEVATOR","47","1934","50160","579106","11.55","286125","5.7","292981","1584000","31.58","0.16","3-05436-0068","1515 47 STREET
Brooklyn, NY 
(40.633289605063, -73.986168099747)","BOROUGH PARK","D1-ELEVATOR","54","1939","64530","614326","9.52","380727","5.9","233599","1276000","19.77","0.22","3-05447-0001","4813 15 AVENUE
Brooklyn, NY 
(40.632825252381, -73.98718146131)","BOROUGH PARK","D1-ELEVATOR","47","1941","47,520","421,997","8.88","189,500","3.99","232,497","1,387,000","29.19","0.16"
"3-00236-0088","145 HICKS STREET
Brooklyn, NY 
(40.697230180132, -73.994877953415)","3","11201","40.697213","-73.994915","2","33","501","3001852","3002360088","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","107","1935","113604","2485656","21.88","1029252","9.06","1456404","10670000","93.92","3-00235-0046","136 HICKS STREET
Brooklyn, NY 
(40.697494602253, -73.994828916018)","BROOKLYN HEIGHTS","D9-ELEVATOR","46","1920","48414","1129535","23.33","395281","8.16","734254","5357000","110.65","0.05","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","500969","20.42","230440","9.39","270529","1932000","78.77","0.11",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-05377-0043","811 CORTELYOU ROAD
Brooklyn, NY 
(40.638832066894, -73.970618798302)","3","11218","40.638826","-73.970533","12","40","492","3126291","3053770043","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","84","1941","96000","1445760","15.06","688320","7.17","757440","5210000","54.27","3-05390-0061","483 OCEAN PARKWAY
Brooklyn, NY 
(40.636692221922, -73.972492671271)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","63","1964","48600","936245","19.26","433997","8.93","502248","3602000","74.12","0.2","3-05154-0047","415 STRATFORD ROAD
Brooklyn, NY 
(40.638367138437, -73.967627768459)","FLATBUSH-CENTRAL","D1-ELEVATOR","96","1963","88000","1325259","15.06","630765","7.17","694494","4777000","54.28","0.19","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153,424","2,140,328","13.95","1,090,959","7.11","1,049,369","6,909,000","45.03","0.22"
"3-01283-0001","1238 PRESIDENT STREET
Brooklyn, NY 
(40.667936623711, -73.948525962177)","3","11225","40.667962","-73.948784","9","35","319","3337867","3012830001","Crown Heights South                                                        ","CROWN HEIGHTS","D4-ELEVATOR","240","1972","221100","2730585","12.35","1439361","6.51","1291224","8179000","36.99","3-01395-0024","1004 EASTERN PARKWAY
Brooklyn, NY 
(40.66877358228, -73.935101461863)","CROWN HEIGHTS","D1-ELEVATOR","16","1913","15280","198182","12.97","93361","6.11","104821","699000","45.75","0.74","3-01700-0017","1660 FULTON STREET
Brooklyn, NY 
(40.679536714293, -73.934317032719)","BEDFORD STUYVESANT","D7-ELEVATOR","143","1974","175390","1956361","11.15","1090099","6.22","866262","5344000","30.47","1.13","3-01859-0006","15 ALBANY AVENUE
Brooklyn, NY 
(40.680395646799, -73.938436297983)","BEDFORD STUYVESANT","D1-ELEVATOR","36","1904","38,400","474,057","12.35","294,460","7.67","179,597","1,138,000","29.64","1.06"
"3-05241-0023","1155 OCEAN AVENUE
Brooklyn, NY 
(40.634183932721, -73.957868445999)","3","11230","40.634131","-73.957969","14","45","766","3121397","3052410023","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","59","1931","77484","485461","6.27","231543","2.99","253918","1111000","14.34","3-05241-0018","1169 OCEAN AVENUE
Brooklyn, NY 
(40.633843683499, -73.957811078397)","FLATBUSH-CENTRAL","D3-ELEVATOR","96","1964","99482","1167038","11.73","694114","6.98","472924","3024000","30.4","0","3-05219-0029","1060 OCEAN AVENUE
Brooklyn, NY 
(40.636746612609, -73.958506684091)","FLATBUSH-CENTRAL","D1-ELEVATOR","71","1931","75221","818293","10.88","529990","7.05","288303","1785000","23.73","0.2","3-07548-0006","1299 OCEAN AVENUE
Brooklyn, NY 
(40.630591742262, -73.957214884806)","MIDWOOD","D1-ELEVATOR","48","1924","62,784","531,976","8.47","343,558","5.47","188,418","1,127,000","17.95","0.17"
"3-05241-0006","1199 OCEAN AVENUE
Brooklyn, NY 
(40.633114578093, -73.957688147835)","3","11230","40.633332","-73.957818","14","45","766","3121393","3052410006","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","63","1958","81000","769500","9.5","473850","5.85","295650","1320000","16.3","3-05240-0043","1122 OCEAN AVENUE
Brooklyn, NY 
(40.635026225077, -73.958241591811)","FLATBUSH-CENTRAL","D1-ELEVATOR","96","1955","113188","1153386","10.19","730063","6.45","423323","2638000","23.31","0.07","3-05219-0029","1060 OCEAN AVENUE
Brooklyn, NY 
(40.636746612609, -73.958506684091)","FLATBUSH-CENTRAL","D1-ELEVATOR","71","1931","75221","818293","10.88","529990","7.05","288303","1785000","23.73","0.2","3-07548-0006","1299 OCEAN AVENUE
Brooklyn, NY 
(40.630591742262, -73.957214884806)","MIDWOOD","D1-ELEVATOR","48","1924","62,784","531,976","8.47","343,558","5.47","188,418","1,127,000","17.95","0.17"
"3-06801-0001","1717 18 STREET
Brooklyn, NY 
(40.608126292028, -73.955213791628)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","105","1957","105000","942900","8.98","513450","4.89","429450","2560000","24.38","3-06801-0069","1745 18 STREET
Brooklyn, NY 
(40.607464889623, -73.955081511147)","MADISON","D1-ELEVATOR","53","1931","63000","595339","9.45","322768","5.12","272571","1496000","23.75","0","3-06802-0041","2246 OCEAN AVENUE
Brooklyn, NY 
(40.606942294132, -73.952936282069)","MADISON","D1-ELEVATOR","72","1931","69000","587500","8.51","337106","4.89","250394","1386000","20.09","0.06",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-01072-0040","27 PROSPECT PARK
Brooklyn, NY 
(40.700755302145, -73.989732013112)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","D4-ELEVATOR","33","1928","57824","962770","16.65","419224","7.25","543546","3933000","68.02","3-01079-0001","575 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","PARK SLOPE","D1-ELEVATOR","36","1920","32388","371490","11.47","209550","6.47","161940","949000","29.3","0.19","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","653750","16.65","364847","9.29","288903","2091000","53.26","0.24","3-01081-0043","78 PROSPECT PARK
Brooklyn, NY 
(40.700610222719, -73.987290136408)","PARK SLOPE","D1-ELEVATOR","41","1920","41,113","903,286","21.97","317,950","7.73","585,336","4,287,000","104.27","0.24"
"3-07397-0085","1200 GRAVESEND NECK ROAD
Brooklyn, NY 
(40.59419299503, -73.958305402699)","3","11229","40.594252","-73.958228","15","48","584","3201771","3073970085","Homecrest                                                                  ","SHEEPSHEAD BAY","D4-ELEVATOR","71","1963","70710","991354","14.02","420017","5.94","571337","3758000","53.15","3-07397-0034","1245 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","SHEEPSHEAD BAY","D1-ELEVATOR","135","1963","124636","1767453","14.18","924497","7.42","842956","5808000","46.6","0","3-07414-0033","1229 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","SHEEPSHEAD BAY","D1-ELEVATOR","55","1962","46087","607555","13.18","330717","7.18","276838","1840000","39.92","0.18","3-07378-0078","2222 18 STREET
Brooklyn, NY 
(40.596520157961, -73.953087891932)","SHEEPSHEAD BAY","D1-ELEVATOR","67","1963","55,674","797,419","14.32","436,153","7.83","361,266","2,502,000","44.94","0.31"
"3-00254-0001","114 CLINTON STREET
Brooklyn, NY 
(40.693117673014, -73.993010441502)","3","11201","40.693173","-73.992957","2","33","502","3002212","3002540001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","38","1924","48138","822678","17.09","409654","8.51","413024","2882000","59.87","3-00241-0020","2 PIERREPONT STREET
Brooklyn, NY 
(40.69628435741, -73.997082555405)","BROOKLYN HEIGHTS","D1-ELEVATOR","41","1949","40178","748577","18.63","316121","7.87","432456","3109000","77.38","0.19","3-00241-0011","63 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D1-ELEVATOR","12","1923","9972","185778","18.63","78480","7.87","107298","771000","77.32","0.19",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-01888-0004","149 CLINTON AVENUE
Brooklyn, NY 
(40.693432752084, -73.968830530094)","3","11205","40.693723","-73.968923","2","35","191","3054302","3018880004","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","16","1900","28800","430272","14.94","199584","6.93","230688","1589000","55.17","3-01887-0093","419 MYRTLE AVENUE
Brooklyn, NY 
(40.693137683515, -73.968941310616)","CLINTON HILL","C7-WALK-UP","13","1905","4000","93520","23.38","28400","7.1","65120","475000","118.75","0.05","3-02044-0064","100 ADELPHI STREET
Brooklyn, NY 
(40.694672329282, -73.972200222455)","FORT GREENE","C1-WALK-UP","48","1900","37580","617172","16.42","325144","8.65","292028","2115000","56.28","0.21","3-01904-0053","161 HALL STREET
Brooklyn, NY 
(40.692984098669, -73.965796344237)","CLINTON HILL","C1-WALK-UP","12","1905","13,600","203,245","14.94","94,215","6.93","109,030","751,000","55.22","0.18"
"3-00200-0005","8 OLD FULTON STREET
Brooklyn, NY 
(40.70289315999, -73.994787361089)","3","11201","40.702969","-73.994666","2","33","1","3001468","3002000005","Brooklyn Heights-Cobble Hill                                               ","DOWNTOWN-FULTON FERRY","D4-ELEVATOR","11","1915","17400","469974","27.01","228114","13.11","241860","1746000","100.34","3-00226-0004","89 HICKS STREET
Brooklyn, NY 
(40.698852309567, -73.99410251315)","BROOKLYN HEIGHTS","D3-ELEVATOR","48","1940","21000","738137","35.15","276428","13.16","461709","3415000","162.62","0.28","3-00235-0042","36 CLARK STREET
Brooklyn, NY 
(40.69791574707, -73.994820625649)","BROOKLYN HEIGHTS","D1-ELEVATOR","33","1910","24570","663708","27.01","322003","13.11","341705","2467000","100.41","0.39",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-07109-0001","602 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-SOUTH","D4-ELEVATOR","66","1938","79920","839959","10.51","334066","4.18","505893","3142000","39.31","3-07112-0001","2001 9 STREET
Brooklyn, NY 
(40.600398336566, -73.962485752315)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","60","1939","71400","735488","10.3","280654","3.93","454834","1881000","26.34","0.15","3-07315-0053","2361 CONEY ISLAND AVENUE
Brooklyn, NY 
(40.599396606635, -73.961176618831)","MADISON","D1-ELEVATOR","114","1928","92400","1096275","11.86","638759","6.91","457516","2849000","30.83","0.22","3-06681-0440","1850 OCEAN PARKWAY
Brooklyn, NY 
(40.603601477319, -73.966882440011)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","70","1938","91,350","951,645","10.42","410,736","4.5","540,909","2,409,000","26.37","0.34"
"3-05339-0001","205 OCEAN PARKWAY
Brooklyn, NY 
(40.644976817393, -73.974090723692)","3","11218","40.644676","-73.974361","12","39","494","3347526","3053390001","Kensington-Ocean Parkway                                                   ","KENSINGTON","D4-ELEVATOR","63","1963","55800","574182","10.29","250542","4.49","323640","2015000","36.11","3-05358-0086","269 OCEAN PARKWAY
Brooklyn, NY 
(40.642985681151, -73.973725132436)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","49","1941","56100","577000","10.29","329190","5.87","247810","1485000","26.47","0.15","3-05357-0040","320 OCEAN PARKWAY
Brooklyn, NY 
(40.641466392254, -73.974053883641)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1929","52524","452189","8.61","227084","4.32","225105","1346000","25.63","0.17","3-05374-0041","402 OCEAN PARKWAY
Brooklyn, NY 
(40.639024358298, -73.973590541227)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","54","1941","57,900","711,419","12.29","366,965","6.34","344,454","2,184,000","37.72","0.33"
"3-00292-0016","174 PACIFIC STREET
Brooklyn, NY 
(40.689296088897, -73.993735428028)","3","11201","40.689308","-73.993715","6","39","45","3003067","3002920016","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","28","1901","32052","692321","21.6","306156","9.55","386165","2831000","88.33","3-00302-0037","194 COURT STREET
Brooklyn, NY 
(40.687220275137, -73.993600081818)","COBBLE HILL","C7-WALK-UP","16","1900","9072","198836","21.92","84188","9.28","114648","840000","92.59","0.11","3-00302-0040","198 COURT STREET
Brooklyn, NY 
(40.687127758752, -73.993645402428)","COBBLE HILL","C7-WALK-UP","16","1900","8736","193800","22.18","78948","9.04","114852","840000","96.15","0.11","3-00302-0039","196 COURT STREET
Brooklyn, NY 
(40.687155816231, -73.993631782919)","COBBLE HILL","C7-WALK-UP","17","1900","8,736","169,320","19.38","52,154","5.97","117,166","840,000","96.15","0.11"
"3-00229-0006","129 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.698575385791, -73.996164951212)","3","11201","40.698605","-73.996177","2","33","301","3001710","3002290006","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","37","1900","48450","872100","18","407465","8.41","464635","3348000","69.1","3-00208-0310","204 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.696947503956, -73.997026188682)","BROOKLYN HEIGHTS","D1-ELEVATOR","16","1925","14120","245070","17.36","126336","8.95","118734","857000","60.69","0.04","3-00241-0020","2 PIERREPONT STREET
Brooklyn, NY 
(40.69628435741, -73.997082555405)","BROOKLYN HEIGHTS","D1-ELEVATOR","41","1949","40178","748577","18.63","316121","7.87","432456","3109000","77.38","0.2",,," "," "," "," "," "," "," "," "," "," "," "," "," "
