"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Tyme Food, Inc.","Philip Winser","phil@silkstonenyc.com","6468611545","252 Conover Street","Brooklyn","NY","11231","Manufacturing","Food preparation with kitching and storage areas","Tenant","2",,,"2017-02-09T00:00:00.000","635.92","1665.92","BROOKLYN","40.676198","-74.016468","306","38","53","3008773","3005950001","Carroll Gardens-Columbia Street-Red Hook"
"U S BALLOON MFG. CO., INC.","George Reichel","finance@usballoon.com","7184929700","140 58TH STREET BLD B UNIT 4C & D (BAT)","Brooklyn","NY","11220","Wholesale/Warehouse/Distribution","WHOLESALER OF BALLOONS","Tenant","58",,,"2015-02-04T00:00:00.000","8443.86","41282.40","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Ulano Coporation","R. David Eisenbeiss","grassoe@ulano.com","7182374700","268 Bergen Street","Brooklyn","NY","11217","Manufacturing",,"IDA","76",,,"2011-07-06T00:00:00.000","80948.51","676446.76","BROOKLYN","40.683922","-73.983303","302","33","127","3005967","3003880019","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Uncommon Goods LLC","TERESA LOK","teresa@uncommongoods.com","7182101183","140 58th Street BLDG B SUITE 5A","Brooklyn","NY","11220","Commercial","Catalog and on line marketing business of novelties and jewelries","Tenant","270",,,"2013-07-03T00:00:00.000","39633.40","159210.79","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"United Air Conditioning Corp","Joseph Grgas","vmaniti@unitedair.com","7183925622","27-02 Skillman Avenue","Long Island City","NY","11101","Manufacturing","Fabrication of HVAC Syetems","IDA","125",,,"2010-10-05T00:00:00.000","16602.93","124287.59","QUEENS","40.744454","-73.94014","402","26","1","4003513","4002710010","Hunters Point-Sunnyside-West Maspeth"
"United Nations Federal Credit Union","Michael LaFrance","mlafrance@unfcu.com","3474183046","24-01 44 Rd.","Queens","NY","11101","Other","Landlord","ICIP","278",,,"2007-11-02T00:00:00.000","36152.36","905839.50","QUEENS","40.748206","-73.943731","402","26","19","4005157","4004350001","Hunters Point-Sunnyside-West Maspeth"
"Uniworld Group Inc.","Stella Canlas","stella.canlas@uwgny.com","2122197146","1 Metrotech Center N. 11th Fl.","Brooklyn","NY","11201","Other","Professional Scientifc Svcs.","Tenant","132",,,"2009-12-04T00:00:00.000","10049.25","103393.66",,,,,,,,,
"Urban Archaeology, LTD","Gil Shapiro","gil@urbanarchaeology.com","2124314646","32 Skillmamn Avenue","Long Island City","NY","11101","Manufacturing","Provides finished architectural pieces to architects","Relocator","48",,,"2015-07-08T00:00:00.000","15025.90","52794.38",,,,,,,,,
"Urban Green LLC","Elias  Didaskalou","urbangreenfurniture.com","7185670777","140 58th Street, Bldg B, #8F","Brooklyn","NY","11220","Manufacturing","furniture manufacturing","Tenant","11",,,"2015-03-06T00:00:00.000","6801.82","24246.03","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"USTA NATIONAL TENNIS CENTER, INC.","DANIEL ZAUSNER","crowley@usta.com","7187606237","FLUSHING MEADOWS-CORONA PARK","Queens","NY","11368","Commercial","ADMINISTRATIVE OFFICES","ICAP","110",,,"2016-07-27T00:00:00.000","462407.36","973019.77",,,,,,,,,
"UTC Corporation","Regina Roch",,"8606129553","55 Water Street","Brooklyn","NY","11201","Commercial","Commercial company that provides product services Product mgmt., UX design","Tenant","61",,,"2018-04-06T00:00:00.000","6112.71","18867.74","BROOKLYN","40.703301","-73.992047","302","33","21","3000019","3000260050","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"UTILITY BRASS & BRONZE","ANTHONY GIUMENTA","AFGIUMENTA@ARCHGRILLE.COM","7188321200","42 2ND AVENUE","BROOKLYN","NY","11215","Manufacturing","MFG. GRILL WORK AIR COND.","ICIP","43","3","43","2005-05-12T00:00:00.000","0.27","4073.36","BROOKLYN","40.673968","-73.992253","306","39","119","3330537","3009900160","Park Slope-Gowanus"
"Valon Realty, LLC","Agim Lleshi","allroofingcorp@aol.com","7184399101","260 51st Street","Brooklyn","NY","11220","Commercial",,"ICIP","12",,,"2010-10-14T00:00:00.000","826.17","7070.35","BROOKLYN","40.64776","-74.016249","307","38","20","3398918","3007970030","Sunset Park West"
"VAL''''S OCEAN PACIFIC SEAFOOD","VAL RICCA",,"7185890500","620-624 WORTHEN STREET","Bronx","NY","10474","Manufacturing","DISTRIBUTION SEAFOOD","ICIP","10","1","10","2005-10-04T00:00:00.000","594.56","47385.64","BRONX","40.811574","-73.891527","202","17","93","2006588","2027650042","Hunts Point"
"Van Blarcom Closures Inc","John  Scuderi","jscuderl@vbcpkg.com","7188553810","156 Sanford St","Brooklyn","NY","11205","Manufacturing","Child resistant closures and bottle caps","ICAP","140",,,"2017-07-25T00:00:00.000","113992.66","219085.99","BROOKLYN","40.69405","-73.953257","303","33","241","3329635","3017520035","Bedford"
"VANBRO CORPORATION","Neil Vanderbilt","cor2vue@aol.com","7186981100","PO Box 140721","Staten Island","NY","10314","Manufacturing","ASPHALT AND Concrete Mfg & RECY.","ICIP","28",,,"2010-07-09T00:00:00.000","21463.77","137487.18",,,,,,,,,
"VaynerMedia LLC","Gary Vaynerchuk","gary@vaynermedia.com","9179412848","21-09 Borden Avenue","Long Island City","NY","11101","Other",,"Relocator","100",,,"2017-10-04T00:00:00.000","17095.62","49457.46","QUEENS","40.740383","-73.949562","402","26","1","4000531","4000690004","Hunters Point-Sunnyside-West Maspeth"
"Vernon Lakes Partners","Arnaud  Thieffry","arnaud@petrossian.com","2123370808","11-39 46th Road","Long Island City","NY","11101","Manufacturing","Distributor of repackage frozen specialty foods","ICIP","46",,,"2012-01-07T00:00:00.000","10113.89","71240.98","QUEENS","40.745538","-73.949555","402","26","7",,,"Hunters Point-Sunnyside-West Maspeth"
"VISITING NURSE SERVICE OF NEW YORK","Karen Jessen","karen.jessen@vnsny.org","2126095558","1200 WATERS PLACE","Bronx","NY","10461","Commercial","BACK OFFICE","Tenant","745",,,"2008-01-29T00:00:00.000","21772.02","449171.98","BRONX","40.842733","-73.838373","211","13","284","2087151","2042260070","Van Nest-Morris Park-Westchester Square"
"VISY PAPER RECYCLING","George Iskarous","giskarou@prattindustries.com","7183556753","4435 VICTORY BOULEVARD","Staten Island","NY","10314","Manufacturing","PAPER RECYCLER","ICIP","233",,,"2008-07-01T00:00:00.000","2153249.41","32276220.52","STATEN IS","40.586217","-74.200825","502","50","29102","5041883","5027050225","New Springville-Bloomfield-Travis"
"VIVA TIME CORP.","CHAYA HARARI","jpharari@vivatime.com","7184928730","140 58TH STREET BLDG B UNIT 7F","Brooklyn","NY","11220","Wholesale/Warehouse/Distribution","IMPORT/EXPORT OF WATCHES","Tenant","10",,,"2014-12-04T00:00:00.000","5100.67","25757.70","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"W Architecture & Landscape Architecture LLC","Barbara Wilks","bwilks@w-architecture.com","2129813933","372-374 Fulton St, 3rd & 4th Fl","Brooklyn","NY","11201","Commercial","Architecture & landscape architecture","Relocator","7",,,"2015-12-08T00:00:00.000","712.83","2167.98","BROOKLYN","40.691597","-73.987714","302","33","37","3000426","3001540017","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"WALDORF BAKERY, INC. DBA MAURICE","CRAIG BIER","mrdessert@gmail.com","7186652496","909 EAST 135TH STREET","bronx","NY","10454","Manufacturing","WHOLESALE","Tenant","6","3","6","2007-06-08T00:00:00.000","499.12","13715.32","BRONX","40.800542","-73.909345","201","17","19","2094136","2025940050","Mott Haven-Port Morris"
"WALL STREET MAIL PICK-UP SERVICE","FRED GANGI","fgangi@wallst.mail.com","7183928311","36-20 38TH STREET","Long Island City","NY","11101","Other","SERVICES","ICIP","56","5","56","2006-06-08T00:00:00.000","578.58","26371.49","QUEENS","40.753432","-73.924597","401","26","55","4009567","4006370043","Queensbridge-Ravenswood-Long Island City"
"Walsh Electrical Contracting Inc.","Linda Walsh","info@walshec.com","7183513399","15 Newark Avenue","Staten Island","NY","10306","Commercial","installer of electrical parts","IDA","44",,,"2015-07-01T00:00:00.000","994.74","8165.87","STATEN IS","40.638163","-74.14348","501","49","207","5103978","5011230034","Port Richmond"
"WATER LILIES FOOD, INC.","Peter Lee","peterlee@waterliliesfood.com","7187778899","45-10 19TH AVENUE","Queens","NY","11105","Manufacturing","MANUFACTURER","ICIP","27","20","54","2007-07-02T00:00:00.000","48981.15","897828.35","QUEENS","40.776128","-73.896413","401","22","12301","4014854","4007750023","Steinway"
"WATERBURY SEABURY LLC","Joseph Dedona, III","jdedona3@aol.com","7187925858","2500 WATERBURY AVENUE","BRONX","NY","10462","Commercial","Landlord and Property Management company","ICIP","7",,,"2008-08-08T00:00:00.000","1465.17","19207.25","BRONX","40.835524","-73.840986","209","13","96","2119211","2038510005","Westchester-Unionport"
"WATERMARK DESIGN, LTD.","Jack Abel","jabel@watermark-designs.com","7182572800","350 DEWITT AVENUE","BROOKLYN","NY","11207","Manufacturing","Decorative Faucets","IDA","44",,,"2008-04-21T00:00:00.000","19772.82","240181.26","BROOKLYN","40.656048","-73.897078","305","42","1098","3086089","3038820006","East New York"
"WAY FONG LLC","Wally Poon",,"7183490050","57-29 49TH STREET","Queens","NY","11378","Manufacturing","MFG. VARIOUS ASIAN FOODS","IDA","26","10","26","2006-03-18T00:00:00.000","7295.40","474432.35","QUEENS","40.7233","-73.920396","402","30","219","4058927","4025750005","Hunters Point-Sunnyside-West Maspeth"
"Weapons Specialist Ltd","Richard  Washburn","ryder@weaponspecialists.com","2129417696","47-40 Metropolitan Ave","Queens","NY","11385","Wholesale/Warehouse/Distribution",,"IDA","27",,,"2015-02-18T00:00:00.000","28300.17","107975.49","QUEENS","40.713695","-73.91899","405","34","539","4548477","4033750015","Ridgewood"
"WHBI LLC","Samuel Sia","ss@harlembiospace.com","2129322388","423-427 West 127th Street","New York","NY","10027","Commercial","Biomedical research facility","ICIP","2",,,"2014-11-06T00:00:00.000","2195.69","11551.19","MANHATTAN","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"Whipped Pastry Boutique, Inc.","Michelle  Tampakis","michelletampakis@gmail.com","7187558856","37 Richards Street","Brooklyn","NY","11231","Manufacturing","Commercial Bakery","ICAP","6",,,"2014-07-10T00:00:00.000","2555.91","12850.74","BROOKLYN","40.680349","-74.006684","306","38","59","3008253","3005120020","Carroll Gardens-Columbia Street-Red Hook"
"White Coffee Corporation","Jonathan White","jw@whitecoffee.com","7182047900","18-35 38th Street","Queens","NY","11105","Manufacturing","Mfg specialty coffee/import & distribute coffee & teas","ICIP","95",,,"2011-01-10T00:00:00.000","67933.38","470860.51","QUEENS","40.779751","-73.898971","401","22","12301","4436972","4008130015","Steinway"
"WIGGBY PRECISION MACHINE CORP.","RONALD WIGGBERG","wiggbyprecision@prodigy.net","7184396900","140 58th  Street Bldg. A Unit 8","Brooklyn","NY","11220","Manufacturing","MANUFACTURING","City/State","48",,,"2015-05-15T00:00:00.000","15265.32","59310.67","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Wild Edibles, Inc.","Richard Martin","richm@wildedibles.com","7188601000","740 Barry Street","Bronx","NY","10474","Wholesale/Warehouse/Distribution","Fresh & frozen seafoodpreparation and processing","ICAP","28",,,"2017-10-31T00:00:00.000","8628.03","22999.71","BRONX","40.812618","-73.894712","202","17","93","2005902","2027360115","Hunts Point"
"William Hird & Co., Inc.","Thomas E. Bury","tebury@hirdco.com","7184994881","255 40th Street","Brooklyn","NY","11232","Manufacturing","Manufacture fire protection systems","ICIP","24",,,"2008-07-11T00:00:00.000","2883.75","35464.07","BROOKLYN","40.653997","-74.009925","307","38","2","3010468","3007070053","Sunset Park West"
"WILLIAMS SEAFOOD, INC.","ANTHONY SAFOS",,"7183478539","800 FOOD CENTER DRIVE, UNIT 65B","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DISTRIBUTOR","Tenant","1",,"1","2006-08-31T00:00:00.000","658.31","24528.94","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"WONTON FOOD, INC.","DONALD LAU","donaldlau@wontonfood.com","7186286868","220-222  MOORE STREET","Brooklyn","NY","11206","Manufacturing","MFG. PASTA, EGGROLL SKINS","ICIP","210","10","187","2008-12-09T00:00:00.000","77180.24","899336.19","BROOKLYN","40.704425","-73.93601","301","34","485","3071539","3031090035","Bushwick South"
"Wood Works","Gordon Brawm","brawnworks@gmail.com","9179404950","162 Cook Street","Brooklyn","NY","11206","Manufacturing","Installer of wood furniture","Tenant","2",,,"2017-12-05T00:00:00.000","753.73","901.73","BROOKLYN","40.702869","-73.936466","301","34","485","3071625","3031230014","Bushwick South"
"WORKSMAN TRADING CORP.","Wayne Sosin","wayne@worksman.com","7183222000","94-15 100TH STREET","Ozone Park","NY","11416","Manufacturing","MFG. INDUSTRIAL BIKES","ICIP","89",,,"2008-03-28T00:00:00.000","2011.96","83166.49","QUEENS","40.688681","-73.843777","409","28","114","4196984","4093770001","Richmond Hill"
"WUD Furniture LLC","Keren Springer","keren@wudfurniture.com","7184867952","1102 Atlantic Avenue","Brooklyn","NY","11238","Manufacturing",,"Tenant","7",,,"2016-01-26T00:00:00.000","2080.19","8179.93","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"ZECRON TEXTILE, INC.","Lawrence Capuano","zecron@juno.com","9142610611","151 LAKE AVENUE","STATEN ISLAND","NY","10303","Wholesale/Warehouse/Distribution","Importer of linens","ICIP","10",,,"2009-06-09T00:00:00.000","1774.65","18168.74","STATEN IS","40.632925","-74.151034","501","49","239","5107125","5011610015","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
