"appeal_type","appeal_subtype","agency","status_flag","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Psych","Fire Department - FDNY","Closed","2018-01-17T00:00:00.000","2018-04-03T00:00:00.000","7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-17T00:00:00.000","2018-01-30T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-16T00:00:00.000","2018-05-18T00:00:00.000","5305","Police Officer","2021-03-02T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-01-16T00:00:00.000","2018-05-03T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Psych","Taxi and Limousine Commission - TLC","Closed","2018-01-16T00:00:00.000","2018-05-30T00:00:00.000","5046","Taxi and Limousine Inspector","2020-01-20T00:00:00.000",,"TLC"
"Waiting for DQ",,"Police Department - NYPD","Closed","2018-01-15T00:00:00.000","2018-02-23T00:00:00.000",,,,,"NYPD"
"Section 50","Veterans Credits","Department of Citywide Administrative Services - DCAS","Closed","2018-01-15T00:00:00.000","2018-07-13T00:00:00.000","6718","Maintenance Supervisor (Car Equipment)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-13T00:00:00.000","2018-06-12T00:00:00.000","6502","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-12T00:00:00.000","2018-05-11T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Section 50",,"Fire Department - FDNY","Closed","2018-01-12T00:00:00.000","2018-04-11T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-11T00:00:00.000","2018-05-18T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-11T00:00:00.000","2018-04-12T00:00:00.000","5306","Police Officer","2021-03-03T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-01-11T00:00:00.000","2018-03-30T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-11T00:00:00.000","2018-03-16T00:00:00.000","6031","Stock Worker","2020-11-02T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-01-10T00:00:00.000","2018-03-20T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-01-09T00:00:00.000","2018-03-20T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-01-09T00:00:00.000","2018-04-17T00:00:00.000","7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Section 50",,"Fire Department - FDNY","Closed","2018-01-09T00:00:00.000","2018-05-09T00:00:00.000","7501","Firefighter","2021-10-11T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-08T00:00:00.000","2018-05-07T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-08T00:00:00.000","2018-05-07T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-01-08T00:00:00.000","2018-08-14T00:00:00.000","7019","Procurement Analyst",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-01-08T00:00:00.000","2018-02-23T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-08T00:00:00.000","2018-05-07T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-08T00:00:00.000","2018-03-15T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-01-05T00:00:00.000","2018-04-05T00:00:00.000","4330","School Safety Agent","2020-04-29T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2018-01-03T00:00:00.000","2018-08-22T00:00:00.000","6042","Construction Project Manager","2021-11-22T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2018-01-03T00:00:00.000","2018-07-24T00:00:00.000","5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2018-01-02T00:00:00.000","2018-08-22T00:00:00.000","6527","Promotion to Associate Fraud Investigator","2021-05-17T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-01-02T00:00:00.000","2018-05-01T00:00:00.000","5300","Police Officer","2021-03-01T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-01-02T00:00:00.000","2018-05-25T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2018-01-02T00:00:00.000","2018-09-27T00:00:00.000","7506","Promotion to Supervisor (Watershed Maintenance)","2021-08-16T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-01-02T00:00:00.000","2018-04-20T00:00:00.000","6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Section 50",,"Fire Department - FDNY","Closed","2018-01-02T00:00:00.000","2018-04-11T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-29T00:00:00.000","2018-03-15T00:00:00.000","4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-29T00:00:00.000","2018-04-12T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-28T00:00:00.000","2018-09-21T00:00:00.000","6508","Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-12-28T00:00:00.000","2018-03-20T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-28T00:00:00.000","2018-06-12T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-28T00:00:00.000","2018-03-15T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-12-27T00:00:00.000","2018-01-24T00:00:00.000","6323","School Safety Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-12-27T00:00:00.000","2018-01-24T00:00:00.000","6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-27T00:00:00.000","2018-06-14T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-27T00:00:00.000","2018-05-09T00:00:00.000","140","Police Officer","2019-03-02T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-26T00:00:00.000","2018-03-13T00:00:00.000","5310","Police Officer","2021-03-06T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-26T00:00:00.000","2018-04-12T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-12-22T00:00:00.000","2018-02-01T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-22T00:00:00.000","2018-09-14T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-22T00:00:00.000","2018-06-29T00:00:00.000","6067","City Planner","2021-06-21T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-22T00:00:00.000","2018-06-18T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-21T00:00:00.000","2018-02-05T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Other",,"Department of Correction - DOC","Closed","2017-12-21T00:00:00.000","2018-02-12T00:00:00.000",,,,,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-20T00:00:00.000","2018-07-26T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-20T00:00:00.000","2018-07-12T00:00:00.000","7019","Procurement Analyst",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-19T00:00:00.000","2018-05-18T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-19T00:00:00.000","2018-05-18T00:00:00.000","4328","Police Offficer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-19T00:00:00.000","2018-03-13T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-12-18T00:00:00.000","2018-01-16T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-15T00:00:00.000","2018-03-13T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-15T00:00:00.000","2018-03-08T00:00:00.000","4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-15T00:00:00.000","2018-07-31T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-15T00:00:00.000","2018-06-29T00:00:00.000","6066","Juvenile Counselor","2021-05-10T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-12-15T00:00:00.000","2018-03-06T00:00:00.000","7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-12-15T00:00:00.000","2018-03-12T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-15T00:00:00.000","2018-09-21T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-12-14T00:00:00.000","2018-04-16T00:00:00.000",,,,,"NYCHA"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-12-14T00:00:00.000","2018-09-24T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-14T00:00:00.000","2018-05-25T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-12-14T00:00:00.000","2018-03-08T00:00:00.000","7304","School Safety Agent","2021-07-20T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-12-14T00:00:00.000","2018-02-26T00:00:00.000","7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-14T00:00:00.000","2018-07-12T00:00:00.000","6042","Construction Project Manager","2021-11-22T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-01-19T00:00:00.000","6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-04-12T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-04-12T00:00:00.000","2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-05-09T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-05-31T00:00:00.000","6502","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-04-17T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-12-13T00:00:00.000","2018-02-06T00:00:00.000","6037","Senior Stationary Engineer",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2018-02-07T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-13T00:00:00.000","2018-11-16T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-13T00:00:00.000","2018-08-01T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-12T00:00:00.000","2018-07-24T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-12T00:00:00.000","2018-04-20T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-11T00:00:00.000","2018-05-29T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-11T00:00:00.000","2018-06-18T00:00:00.000","7014","Emergency Medical Specialist Trainee","2021-11-22T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-10T00:00:00.000","2018-07-24T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-12-09T00:00:00.000","2018-06-13T00:00:00.000","8207","Associate Transit Management Analyst (Operations)","2018-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-08T00:00:00.000","2018-03-13T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-07T00:00:00.000","2018-03-08T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-07T00:00:00.000","2018-07-12T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-06T00:00:00.000","2018-07-12T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
