"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188861928","Gantry","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","47-02 Vernon Blvd.",,"Queens","11101","40.745334475836","-73.953235579504","(718) 737-6309","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"402","26","700","4000085","4000290046","QN31"
"188862260","The Charleston","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","174 Bedford Avenue",,"Brooklyn","11249","40.718061397734","-73.957489924582",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located by the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","12:00 PM - 4:00 PM","true","false","true",,,"301","33","55300","3061926","3023190022","BK73"
"188862271","The Make Up Shop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Beauty Salon","79-02 37 Avenue",,"Queens","11372","40.749454855762","-73.886943450654","917-443-4360","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the restroom at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM",,,"true","false","true",,,"403","25","28500","4029968","4012900001","QN28"
"188861793","Chris Liquor","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","4586 Third Avenue",,"Bronx","10458","40.855658328792","-73.890698891542","(347) 577-5511","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"206","15","38700","2011679","2030550002","BX06"
"188862224","South Island Medical Associates","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","8918 Avenue L",,"Brooklyn","11236","40.634942172898","-73.901045519957","(718) 241-1234","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","10:00 AM - 5:30 PM","10:00 AM - 5:30 PM","10:00 AM - 5:30 PM","10:00 AM - 5:30 PM","10:00 AM - 5:30 PM",,,"true","true","true",,,"318","46","100800","3227006","3080680037","BK50"
"188862285","Town House","Free Safer Sex Products","Condoms and Lubricant",,"Business","Restaurant","236 East 58 Street",,"Manhattan","10022","40.760503792019","-73.966075591005","212-777-6254","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back on the bar at this restaurant. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communit","19000101000000.000000000","19000101000000.000000000","4:00 PM - 3:00 AM","4:00 PM - 3:00 AM","4:00 PM - 3:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 3:00 AM","true","false","true",,,"106","4","10800","1038608","1013310031","MN19"
"188862300","Value Tax Service","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","478 Rockaway Ave",,"Brooklyn","11212","40.668183660701","-73.910368322179","(917) 202-5825","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","92400","3393299","3035210018","BK81"
"188862085","Metro 107th St","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","909 East. 107th St",,"Brooklyn","11236","40.648082335618","-73.892874512762","(347) 587-3616","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"318","46","98400","3230692","3082150022","BK50"
"188861703","Barbers Studio","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","194 Utica Avenue",,"Brooklyn","11213","40.672122866742","-73.930824688567","(347) 219-8397","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"308","36","34500","3036507","3013720044","BK61"
"188862295","Uncle Charlie's","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","139 East 45 Street",,"Manhattan","10017","40.753177396211","-73.974189544354",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","true",,,"106","4","9200","1036191","1013000025","MN19"
"188862006","Jendy's Beauty Salon Unisex","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3511 Broadway",,"Manhattan","10031","40.825540739328","-73.951108578949","(212) 368-0458","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"109","7","22900","1062362","1020900036","MN04"
"188861656","13 Magnum Tattoos","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","180 e. 104th St.",,"Manhattan","10029","40.790468908403","-73.946172398835","(646) 712-4025","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"111","8","16600","1051930","1016310041","MN33"
"188861961","HASA Center #43  Kingsbridge Ctr","Free Safer Sex Products","Condoms and Lubricant",,"Government","Community Center","888 Garrison Avenue",,"Bronx","10474","40.817249549627","-73.891867746951",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the waiting room at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook comm","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","false",,,"202","17","9300","2005939","2027390015","BX27"
"188862028","Klimat","Free Safer Sex Products","Condoms and Lubricant",,"Business","Restaurant","77 East 7 Street",,"Manhattan","10003","40.727323843973","-73.986567626652",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back near the restroom at this restaurant. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"103","2","3800","1006346","1004490043","MN22"
