Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Food and Drink,Casual Eateries,Rainbow Falafel,26 East 17th Street,"New York, NY",10003,212-691-8641,MANHATTAN,40.737322,-73.990809,5,2,52,1016089,1008440026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737322, -73.990809)",11724,11,4,50,7
Retail,Beauty,Wigs and Plus,37 West 14th Street,"New York, NY",10011,212-675-4129,MANHATTAN,40.736565,-73.994923,5,3,54,1080618,1008160016,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736565, -73.994923)",12074,11,4,10,7
Services,Lodging,Hotel Seventeen,225 East 17th Street,"New York, NY",10003,212-475-2845,MANHATTAN,40.734799,-73.984798,6,2,48,1019560,1008980016,Gramercy                                                                   ,"(40.734799, -73.984798)",11724,71,4,50,7
Retail,Pharmacies,Duane Reade,333 East 14th Street,"New York, NY",10003,212-529-0091,MANHATTAN,40.731772,-73.98354,6,2,48,1020402,1009210019,Gramercy                                                                   ,"(40.731772, -73.98354)",11724,71,4,50,7
Retail,Optical,All About Eyes,313 East 14th Street,"New York, NY",10003,212-388-1668,MANHATTAN,40.732071,-73.984254,6,2,48,1020392,1009210009,Gramercy                                                                   ,"(40.732071, -73.984254)",11724,71,4,50,7
Retail,Electronics and Video,14 St. Digital Corporation,44 West 14th Street,"New York, NY",10011,212-206-9973,MANHATTAN,40.736617,-73.995093,2,3,63,1009712,1005770018,West Village                                                               ,"(40.736617, -73.995093)",12074,57,4,10,3
Points of Interest,Arts and Leisure,Forbes Galleries,62 5th Avenue,"New York, NY",10011,212-206-5548,MANHATTAN,40.734863,-73.994458,2,3,63,1009620,1005760046,West Village                                                               ,"(40.734863, -73.994458)",11724,57,4,10,3
Food and Drink,Restaurants,Bak Korean Kitchen,11 East 13th Street,"New York, NY",10003,212-366-9299,MANHATTAN,40.735033,-73.993429,2,2,61,1083135,1005717501,West Village                                                               ,"(40.735033, -73.993429)",11724,57,4,50,3
Retail,Office Supplies and Stationary,Eastside Copy.com,15 East 13th Street,"New York, NY",10003,212-807-0465,MANHATTAN,40.734965,-73.993267,2,2,61,1009402,1005710031,West Village                                                               ,"(40.734965, -73.993267)",11724,57,4,50,3
Food and Drink,Casual Eateries,Village Yogurt,547 6th Avenue,"New York, NY",10011,212-929-3752,MANHATTAN,40.737858,-73.996485,4,3,81,1014530,1007900040,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737858, -73.996485)",12074,12,4,10,7
Retail,Apparel and Footwear,Old Navy,610 6th Avenue,"New York, NY",10011,212-645-0663,MANHATTAN,40.739727,-73.995103,5,3,54,1080637,1008190077,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739727, -73.995103)",12074,11,4,10,7
Food and Drink,Casual Eateries,IHOP,235 East 14th Street,"New York, NY",10011,212-388-1499,MANHATTAN,40.73293,-73.986296,6,2,48,1019510,1008960017,Gramercy                                                                   ,"(40.73293, -73.986296)",11724,71,4,50,7
Services,Spas and Salons,Albert's Hair Salon,201 East 16th Street,"New York, NY",10003,,MANHATTAN,40.734533,-73.985992,6,2,48,1019533,1008970041,Gramercy                                                                   ,"(40.734533, -73.985992)",11724,71,4,50,7
Services,Cleaners and Shoe Repair,Shoe Repair,132 East 17th Street,"New York, NY",10003,,MANHATTAN,40.73573,-73.98706,6,2,50,1017826,1008720052,Gramercy                                                                   ,"(40.73573, -73.98706)",11724,71,4,50,7
Retail,Home Furnishings,Krup's Kitchen and Bath,11 West 18th Street,"New York, NY",10011,212-243-5787,MANHATTAN,40.738813,-73.992505,5,3,54,1015448,1008207502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738813, -73.992505)",12074,11,4,10,7
Retail,Apparel and Footwear,Zara,101 5th Avenue,"New York, NY",10003,212-741-0555,MANHATTAN,40.738165,-73.992032,5,2,52,1016110,1008460002,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738165, -73.992032)",11724,11,4,50,7
Food and Drink,Restaurants,SushiSamba,245 Park Avenue South,"New York, NY",10003,212-475-9377,MANHATTAN,40.738104,-73.987886,5,2,50,1017945,1008750079,Gramercy                                                                   ,"(40.738104, -73.987886)",11724,11,4,50,7
Food and Drink,Casual Eateries,Le Pain Quotidien,801 Broadway,"New York, NY",10003,646-478-8871,MANHATTAN,40.732566,-73.991265,2,2,61,1009138,1005630037,West Village                                                               ,"(40.732566, -73.991265)",11724,57,4,50,3
Food and Drink,Restaurants,Zen Palate,115 East 18th Street,"New York, NY",10003,212-387-8885,MANHATTAN,40.736762,-73.987652,5,2,50,1017863,1008740010,Gramercy                                                                   ,"(40.736762, -73.987652)",11724,11,4,50,7
Services,Cleaners and Shoe Repair,Triple A Cleaners,128 4th Avenue,"New York, NY",10003,212-477-0155,MANHATTAN,40.733114,-73.989965,2,2,61,1009212,1005640054,West Village                                                               ,"(40.733114, -73.989965)",11724,57,4,50,5
Retail,Electronics and Video,AT&T,245 East 14th Street,"New York, NY",10003,212-254-2030,MANHATTAN,40.732862,-73.986137,6,2,48,1019514,1008960023,Gramercy                                                                   ,"(40.732862, -73.986137)",11724,71,4,50,7
Retail,Apparel and Footwear,Gramercy Project,240 3rd Avenue,"New York, NY",10003,212-533-4017,MANHATTAN,40.736833,-73.984614,6,2,50,1017928,1008750047,Gramercy                                                                   ,"(40.736833, -73.984614)",11724,71,4,50,7
Services,Spas and Salons,Chinese Qi Gung Spa,192 2nd Avenue,"New York, NY",10003,,MANHATTAN,40.73111,-73.985831,3,2,40,1082514,1004540001,East Village                                                               ,"(40.73111, -73.985831)",11724,70,4,50,5
Services,Spas and Salons,Ibiza Salon,139 4th Avenue,"New York, NY",10003,212-477-4057,MANHATTAN,40.733727,-73.989864,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733727, -73.989864)",11724,70,4,50,5
Food and Drink,Casual Eateries,Terry's Gourmet Deli,575 6th Avenue,"New York, NY",10011,212-206-0170,MANHATTAN,40.738777,-73.995821,4,3,81,1014579,1007920033,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738777, -73.995821)",12074,12,4,10,7
Food and Drink,Casual Eateries,Num Pang,21 East 12th Street,"New York, NY",10003,212-255-3271,MANHATTAN,40.734191,-73.993415,2,2,61,1009386,1005707503,West Village                                                               ,"(40.734191, -73.993415)",11724,57,4,50,3
Services,Health and Fitness,Moonheart Healing Arts Center,59 West 19th Street,"New York, NY ",10011,917-843-2555,MANHATTAN,40.739859,-73.993187,5,3,54,1015460,1008217506,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739859, -73.993187)",12074,11,4,10,7
Food and Drink,Casual Eateries,Baked by Melissa,7 East 14th Street,"New York, NY",10003,212-255-5526,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Retail,Beauty,Ricky's NYC,111 3rd Avenue,"New York, NY",10003,212-674-9640,MANHATTAN,40.732823,-73.987508,3,2,40,1066718,1004697502,East Village                                                               ,"(40.732823, -73.987508)",11724,70,4,50,5
Services,Banks and Finances,Regina Check Cashing Corporation,228 East 14th Street,"New York, NY",10003,212-475-0891,MANHATTAN,40.732955,-73.986404,3,2,40,1006902,1004690021,East Village                                                               ,"(40.732955, -73.986404)",11724,70,4,50,5
Retail,Electronics and Video,Best Buy Mobile,2 Union Square East,"New York, NY",10003,212-254-0498,MANHATTAN,40.734517,-73.989904,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.734517, -73.989904)",11724,11,4,50,7
Retail,Gifts and Florists,6th Avenue General Merchandise,534 6th Avenue,"New York, NY",10011,212-691-1430,MANHATTAN,40.737589,-73.996659,5,3,54,1015283,1008160001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737589, -73.996659)",12074,11,4,10,7
Services,Spas and Salons,Perfect Glow Beauty Salon,338 East 14th Street,"New York, NY",10003,212-539-1436,MANHATTAN,40.731774,-73.983594,3,2,40,1006519,1004550027,East Village                                                               ,"(40.731774, -73.983594)",11724,70,4,50,5
Retail,Pharmacies,Walgreens,145 4th Avenue,"New York, NY",10003,212-677-0214,MANHATTAN,40.733916,-73.989872,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733916, -73.989872)",11724,70,4,50,5
Food and Drink,Casual Eateries,Brothers Deli & Grocery,127 4th Avenue,"New York, NY",10003,212-477-0870,MANHATTAN,40.733216,-73.989922,3,2,42,1077855,1005580010,East Village                                                               ,"(40.733216, -73.989922)",11724,70,4,50,5
Retail,Home Furnishings,Surprise Surprise,91 3rd Avenue,"New York, NY",10003,212-777-0990,MANHATTAN,40.732156,-73.987999,3,2,40,1006851,1004680001,East Village                                                               ,"(40.732156, -73.987999)",11724,70,4,50,5
Food and Drink,Bars and Lounges,NEMO NYC,54 East 13th Street,"New York, NY",10003,212-477-1177,MANHATTAN,40.734196,-73.991484,2,2,61,1080129,1005640011,West Village                                                               ,"(40.734196, -73.991484)",11724,57,4,50,3
Services,Spas and Salons,Sunny Nails,44A Union Square East,"New York, NY",10003,212-254-1513,MANHATTAN,40.73634,-73.989171,5,2,50,1017839,1008720078,Gramercy                                                                   ,"(40.73634, -73.989171)",11724,11,4,50,7
Services,Banks and Finances,Chase ,228-230 Park Avenue South,"New York, NY",10003,877-682-4273,MANHATTAN,40.737481,-73.988366,5,2,52,1016152,1008470040,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737481, -73.988366)",11724,11,4,50,7
Food and Drink,Restaurants,Friend of a Farmer,77 Irving Place,"New York, NY",10003,212-477-2188,MANHATTAN,40.736907,-73.986649,5,2,50,1017899,1008740065,Gramercy                                                                   ,"(40.736907, -73.986649)",11724,11,4,50,7
Food and Drink,Casual Eateries,Peridance Café,126 East 13th Street,"New York, NY",10003,212-505-0886,MANHATTAN,40.73321,-73.989139,3,2,42,1009026,1005580043,East Village                                                               ,"(40.73321, -73.989139)",11724,70,4,50,5
Services,Banks and Finances,Citibank,79 5th Avenue,"New York, NY",10003,800-627-3999,MANHATTAN,40.737051,-73.992844,5,2,52,1016079,1008430045,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737051, -73.992844)",11724,11,4,50,7
Points of Interest,Theaters and Cinemas,Village East Cinema,181 2nd Avenue,"New York, NY",10003,212-529-6998,MANHATTAN,40.730647,-73.986192,3,2,40,1006836,1004670031,East Village                                                               ,"(40.730647, -73.986192)",11724,70,4,50,5
Food and Drink,Casual Eateries,Dunkin Donuts,215 1st Avenue,"New York, NY",10003,,MANHATTAN,40.730517,-73.983183,3,2,40,1006490,1004540036,East Village                                                               ,"(40.730517, -73.983183)",11724,70,4,50,5
Food and Drink,Restaurants,Qi,31 West 14th Street,"New York, NY",10011,212-929-9917,MANHATTAN,40.736507,-73.994786,5,3,54,1015289,1008160022,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736507, -73.994786)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,Laundromat by Dexter,325 1st Avenue,"New York, NY",10003,,MANHATTAN,40.734277,-73.980299,6,2,48,1081633,1009240034,Gramercy                                                                   ,"(40.734277, -73.980299)",11729,71,4,50,7
Points of Interest,Theaters and Cinemas,Irving Plaza,17 Irving Place,"New York, NY",10003,212-777-6800,MANHATTAN,40.734808,-73.98819,5,2,50,1017793,1008710016,Gramercy                                                                   ,"(40.734808, -73.98819)",11724,11,4,50,7
Food and Drink,Restaurants,Bocca Restaurant and Bar,39 East 19th Street,"New York, NY",10003,212-387-1200,MANHATTAN,40.738258,-73.989395,5,2,52,1016167,1008480028,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738258, -73.989395)",11724,11,4,50,7
Food and Drink,Restaurants,Mikado Bistro,525 6th Avenue,"New York, NY",10011,212-255-9981,MANHATTAN,40.737213,-73.996958,2,3,71,1010647,1006090039,West Village                                                               ,"(40.737213, -73.996958)",12074,57,4,10,3
Food and Drink,Casual Eateries,Beecher's,900 Broadway,"New York, NY",10003,212-466-3340,MANHATTAN,40.739073,-73.989784,5,2,52,1016184,1008480061,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739073, -73.989784)",11724,11,4,50,7
Food and Drink,Casual Eateries,Café Prague,2 West 19th Street,"New York, NY",10011,212-929-2602,MANHATTAN,40.739282,-73.991863,5,3,54,1015455,1008207501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739282, -73.991863)",12074,11,4,10,7
Food and Drink,Casual Eateries,The Soft Serve Fruit Co.,25 East 17th Street,"New York, NY",10003,212-675-0550,MANHATTAN,40.737256,-73.990607,5,2,52,1016122,1008460019,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737256, -73.990607)",11724,11,4,50,7
Retail,Optical,Sunglass Hut,510 6th Avenue,"New York, NY",10011,212-647-0904,MANHATTAN,40.736823,-73.997218,2,3,63,1009706,1005777502,West Village                                                               ,"(40.736823, -73.997218)",12074,57,4,10,3
Food and Drink,Casual Eateries,Starbucks,41 Union Square West,"New York, NY",10011,646-336-6945,MANHATTAN,40.736976,-73.990452,5,2,52,1016089,1008440026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736976, -73.990452)",11724,11,4,50,7
Services,Health and Fitness,Wet Nose Gym,34 East 13th Street,"New York, NY",10003,212-463-7140,MANHATTAN,40.734704,-73.992693,2,2,61,1088402,1005700022,West Village                                                               ,"(40.734704, -73.992693)",11724,57,4,50,3
Food and Drink,Casual Eateries,Stromboli Pizzeria,112 University Place,"New York, NY",10003,212-255-0812,MANHATTAN,40.734339,-73.992448,2,2,61,1009386,1005707503,West Village                                                               ,"(40.734339, -73.992448)",11724,57,4,50,3
Food and Drink,Restaurants,Restaurant I,893 Broadway,"New York, NY",10003,646-398-9663,MANHATTAN,40.738755,-73.989889,5,2,52,1016162,1008480014,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738755, -73.989889)",11724,11,4,50,7
