"organizationname","brooklyn","bronx","manhattan","queens","staten_island","fax","phone","url","nourl","description","outsideloc","outsidelocdesc","aging","anti_discrimination_human_rights","arts_culture","business","child_care_parent_information","community_service_volunteerism","counseling_support_groups","disabilities","domestic_violence","education","employment_job_training","health","homelessness","housing","immigration","legal_services","lesbian_gay_bisexual_and_or_transgender","personal_finance_financial_education","professional_association","veterans_military_families","victim_services","women_s_groups","youth_services","faith_based_organization","foundation","is_registered_with_the_attorney_general_s_office","new_york_city_agency","none_of_the_above","nonprofit","comments","other_government_organization","published","location_1","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","address1","address2","city","postcode"
"Queens Library HealthLink","N","N","N","Y","N",,"7189905197","http://www.queenslibrary.org/index.aspx?page_nm=QL_HealthLink","N","Community-based initiative to increase access to cancer screening and treatment.  Community members are invited to participate in Neighborhood-specific councils to address health issues.","N",,"N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,,,"Queens",
"Urban Resource Institute (URI)","Y","N","N","N","N","7188752817","7182602900","http://www.uriny.org","N","To help survivors of domestic violence and their children get through crisis and prepare emotionally, educationally, socially, and financially for a life independent of their abusers.  Urban Resource Institute provides safe alternative housing in secure and confidential apartment accommodations.  Clients receive counseling, vocational evaluations and help in finding permanent housing.",,,"N","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.697243, -73.986217)","BROOKLYN ","40.697243","-73.986217","2","33","13","3000208","3001190055","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","22 Chapel Street",,"Brooklyn","11201"
"Puerto Rican Family Institute","N","N","N","Y","N","7182757973","7182750983","http://prfi.org/","N","Promotes individual and family well-being through the provision of out-patient diagnostic and treatment services within a bilingual and bicultural milieu.  Services provided by the clinic include individual and group psychotherapy, marital and family counseling, psychopharmaceutical therapy, crisis intervention and case management.","N",,"N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,,,"Elmhurst","11373"
"The Committee for Hispanic Children and Families (CHCF)","Y","Y","Y","Y","Y","2122068093","2122061090","http://www.chcfinc.org","N","Since 1982, The Committee for Hispanic Children and Families, Inc. (CHCF) has been dedicated to improving the quality of life for Latino children and their families.  Believing that the most effective way to serve Latino families is by building upon their existing strengths and fostering self-sufficiency, CHCF provides a number of services to the community in the areas of Youth Development, Child Care Services, and Family Health Education.  Grounded in its direct services, CHCF is active in the local, state and national policy arenas around issues of child welfare and the well-being of Latino children.  For more information, please call (212) 206-1090 or visit our website at http://www.chcfinc.org","N",,"N","N","N","N","Y","N","Y","N","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.708791, -74.007189)","MANHATTAN","40.708791","-74.007189","1","1","1502","1001186","1000770008","Battery Park City-Lower Manhattan                                          ","110 William Street, Suite 1802",,"New York","10038"
"Jewish Child Care Association","Y","Y","Y","Y","Y","2124259397","2124253333","http://www.jccany.org","N","Jewish Child Care Association (JCCA) is a comprehensive child and family services agency. We work with those who need us most, including children who have been neglected or abused, immigrant Jewish families, and those building new lives. Most of our clients come to us because they struggle with poverty or family crises, and because they are working to create an independent future. JCCA helps more than 12,000 children and families every year and is consistently rated at the highest levels for the quality of our programs. In all our work, we are motivated by tikkun olam, the value within Jewish tradition that calls upon all of us to repair the world, and by our belief that every child deserves to grow up hopeful.","Y","Westchester County, Long Island","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.70438, -74.006427)","MANHATTAN","40.70438","-74.006427","1","1","7","1000871","1000370001","Battery Park City-Lower Manhattan                                          ","120 Wall Street",,"New York","10005"
"Chinatown Manpower Project","Y","N","Y","Y","N","2125711686","2125711690","http://www.cmpny.org","N","Our mission is to promote economic self-sufficiency by providing vocational training, employment services, educational programs, English as a Second Language and economic development programs to immigrants, refugees, and disadvantaged and low-income individuals in New York City. We offer job placement services, job training, job preparation and counseling, English as a Second Language, computer and bookeeping training, and small business training, counseling and classes.","N",,"N","N","N","Y","N","N","N","N","N","Y","Y","N","N","N","Y","Y","N","Y","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.716092, -73.999203)","MANHATTAN","40.716092","-73.999203","3","1","29","1066494","1002000001","Chinatown                                                                  ","70 Mulberry Street,  3rd Fl",,"New York","10013"
"Single Mothers by Choice (SMC)","Y","Y","Y","Y","Y","2129880993","2129880993","http://www.singlemothersbychoice.org","N","Single Mothers by Choice (SMC) is a National organiation which provides support and information for single women who are considering or have chosen motherhood.","Y","Boston, Chicago, Los Angeles, among others","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"Gracie Square Station","P.O. Box 1642","New York","10028"
"Inwood Community Services, Inc.","N","N","Y","N","N","2125679476","2129420043","http://inwoodcs.org","N","Not for profit community based organizationw with youth programs, adult literacy, prevention, and two licensed clinics: mental health and chemical dependence treatment.","N",,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.866001, -73.924777)","MANHATTAN","40.866001","-73.924777","12","10","291","1081917","1022340001","Marble Hill-Inwood                                                         ","651 Academy Street",,"New York","10034"
"The New York Center for Children","Y","Y","Y","Y","Y","2125176738","2125173012","http://www.newyorkcenterforchildren.org","N","The New York Center for Children is a child-friendly free clinic offering medical and psychological assessment and treatment to victims of child abuse.  By cooperating with social services and law renforcement, The New York Center for children helps investigations and prosecutions proceed more efficiently with less trauma to children.  The New York Center for Children also trains professionals who work with children to recognize and respond to the signs and symptoms of abuse and teaches children, parents and the public how to prevent abuse.","N",,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",,"N","N","N","N","N","N","Y",,"N","Published","(40.76687, -73.95782)","MANHATTAN","40.76687","-73.95782","8","5","126","1044839","1014450020","Lenox Hill-Roosevelt Island                                                ","333 East 70th Street",,"New York","10021"
"Common Ground","Y","N","Y","Y","N","2123899311","2123899300","http://www.commonground.org","N","Established in 1990, Common Ground's mission is to end homelessness through innovative programs that transform people, buildings, and entire communities.  We seek out those cut off from effective help, and we connect them to housing and to communities. We expand the supply of affordable, supportive housing.  We improve the well-being of our tenants and clients by providing access to stable housing, effective health care and behavioral services, and programs that support a healthier, economically independent lifestyle.  We continue to apply lessons learned, to adapt our techniques, and to share the best approaches for accomplishing these goals.

To date, Common Ground has created more than 2,000 units of affordable permanent and transitional housing in New York City, Connecticut, and upstate New York; we currently manage more than 1,600 units.  We are developing eight properties that comprise 1,375 units toward our goal of creating 4,000 additional units of housing for the homeless by 2015.","Y","Los Angeles, CA; New Orleans, LA","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","N","Y","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.753047, -73.99285)","MANHATTAN","40.753047","-73.99285","4","3","111","1013575","1007590037","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","505 Eighth Avenue","15th Floor","New York","10018"
