"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-05946-0052","5355 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.900321","-73.906915","8","11","323","2086250","2059460052","North Riverdale-Fieldston-Riverdale                                        ",,,,,"126000","1524600","12.1","4280000","34","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1793068","13.17","5580000","41","3.9","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.95"
"2-02998-0145","1003 174 STREET
Bronx, NY 
(40.836161091368, -73.884118597986)","2",,,,,,,,,,,,,,"28165","330093","11.72","700000","24.85","2-02609-0046","1175 FULTON AVENUE
Bronx, NY 
(40.829668127062, -73.905202456848)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1925","28800","394510","13.7","1230000","42.7","1.2","2-02754-0005","1134 FARMS ROAD
Bronx, NY 
(40.827222851273, -73.88954638153)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","30540","339827","11.13","881000","28.8","0.75"
"2-03326-0045","91 208 STREET
Bronx, NY 
(40.878456957937, -73.881613428952)","2",,,,,,,,,,,,,,"56000","589040","10.52","1530000","27.3","2-03089-0026","2350 CAMBRELENG AVENUE
Bronx, NY 
(40.85335417978, -73.885791514542)","BELMONT","C1-WALK-UP","65","1925","55780","592334","10.62","1540000","27.6","1.8","2-03196-0029","2234 DAVIDSON AVENUE
Bronx, NY 
(40.857837266065, -73.905355931737)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","65","1923","51000","585480","11.48","1520000","29.8","1.9"
"2-02746-0021","946 HOE AVENUE
Bronx, NY 
(40.82202729051, -73.890285105798)","2","10459","40.822031","-73.890311","2","17","119","2006074","2027460021","Hunts Point                                                                ",,,,,"17550","173895","9.91","369000","21.03","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","0.95","2-02427-0018","1268 CLAY AVENUE
Bronx, NY 
(40.833666143802, -73.909851664709)","MELROSE/CONCOURSE","C1-WALK-UP","12","1909","11345","102734","9.06","218000","19.22","1.3"
"2-05864-0526","6535 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.906601","-73.896517","8","11","345","2085191","2058640526","North Riverdale-Fieldston-Riverdale                                        ",,,,,"60829","751238","12.35","2110000","34.7","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1170220","12.61","3290000","35.5","2.05","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","0"
"2-03035-0048","463 178 STREET
Bronx, NY 
(40.84850500829, -73.89783092579)","2",,,,,,,,,,,,,,"32200","340354","10.57","722000","22.42","2-03046-0003","2028 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","BATHGATE","D1-ELEVATOR","34","1928","29300","309699","10.57","657000","22.42","0.15",,,,,,,,,,,,
"2-03256-0156","2865 KINGSBRIDGE TERRACE
Bronx, NY 
(40.874151360829, -73.902725942062)","2","10463","40.874317","-73.902631","8","14","273","2015735","2032560156","Van Cortlandt Village                                                      ",,,,,"111300","1354521","12.17","2870000","25.8","2-02483-0059","831 GERARD AVENUE
Bronx, NY 
(40.826378581411, -73.925646128036)","MELROSE/CONCOURSE","D3-ELEVATOR","100","1938","107250","1027506","9.58","2440000","22.75","3.5","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","3.45"
"2-05920-0500","3901 INDEPENDENCE AVENUE
Bronx, NY 
(40.889764599831, -73.912943607575)","2","10463","40.889874","-73.912883","8","11","309","2085872","2059200500","North Riverdale-Fieldston-Riverdale                                        ",,,,,"109152","1473552","13.5","4590000","42.1","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.2","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","4.45"
"2-04508-0010","2750 OLINVILLE AVENUE
Bronx, NY 
(40.866020278366, -73.868311851103)","2","10467","40.866005","-73.868336","11","15","336","2053536","2045080010","Bronxdale                                                                  ",,,,,"71256","669806","9.4","1590000","22.31","2-04337-0032","2245 BARKER AVENUE
Bronx, NY 
(40.858489766871, -73.869559698168)","BRONXDALE","D1-ELEVATOR","50","1959","57678","542443","9.4","1290000","22.37","0.55","2-04337-0064","620 REISS PLACE
Bronx, NY 
(40.858184477605, -73.870607879687)","BRONXDALE","D1-ELEVATOR","74","1959","86527","705290","8.15","1500000","17.34","0.6"
"2-02447-0001","1010 SHERMAN AVENUE
Bronx, NY 
(40.829403500935, -73.918417270353)","2","10456","40.829448","-73.918419","4","16","18302","2002499","2024470001","East Concourse-Concourse Village                                           ",,,,,"80009","698340","8.73","1480000","18.5","2-03250-0065","2850 WEBB AVENUE
Bronx, NY 
(40.873148990578, -73.900664461297)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","57","1957","54256","553808","10.21","1320000","24.33","3.15","2-04344-0042","2225 HOLLAND AVENUE
Bronx, NY 
(40.858344580531, -73.865678759564)","PELHAM PARKWAY NORTH","D1-ELEVATOR","61","1957","73500","714500","9.72","1700000","23.13","3.35"
"2-04292-0014","2100 WALLACE AVENUE
Bronx, NY 
(40.85322084953, -73.864820183521)","2","10462","40.853263","-73.86484","11","13","228","2093291","2042920014","Pelham Parkway                                                             ",,,,,"144354","1579232","10.94","4090000","28.3","2-04286-0022","2100 BRONX PARK
Bronx, NY 
(40.853699684387, -73.869138050698)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","157","1929","168990","1849100","10.94","4790000","28.3","0.2",,,,,,,,,,,,
"2-05908-0210","3935 BLACKSTONE AVENUE
Bronx, NY 
(40.89007411865, -73.911456723422)","2","10471","40.890109","-73.911425","8","11","30701","2085798","2059080210","North Riverdale-Fieldston-Riverdale                                        ",,,,,"180000","2250000","12.5","6320000","35.1","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","4.35","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.1"
"2-03250-0040","2835 WEBB AVENUE
Bronx, NY 
(40.872826713371, -73.90083505381)","2","10468","40.872985","-73.900756","8","14","26702","2015403","2032500040","Van Cortlandt Village                                                      ",,,,,"83000","787670","9.49","1870000","22.53","2-02431-0001","1230 TELLER AVENUE
Bronx, NY 
(40.833020310279, -73.911140953192)","MELROSE/CONCOURSE","D3-ELEVATOR","79","1941","73724","746322","10.12","1770000","24.01","2.85","2-03343-0042","277 207 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","68","1959","75000","849505","11.33","2200000","29.3","1.15"
"2-02603-0024","590 SOUTHERN BOULEVARD
Bronx, NY 
(40.812545732512, -73.902603237709)","2","10455","40.812556","-73.902624","2","8","83","2004128","2026030024","Longwood                                                                   ",,,,,"26742","264975","9.91","562000","21.02","2-02750-0022","1206 WESTCHESTER AVENUE
Bronx, NY 
(40.82587625347, -73.889502352924)","MORRISANIA/LONGWOOD","C7-WALK-UP","106","1924","81708","871877","10.67","2260000","27.7","1.15","2-02603-0026","1034 AVENUE ST
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C7-WALK-UP","32","1924","31050","183233","5.9","389000","12.53","0"
"2-02732-0021","850 SOUTHERN BOULEVARD
Bronx, NY 
(40.817723033952, -73.89473420663)","2","10459","40.817698","-73.89478","2","17","89","2005844","2027320021","Hunts Point                                                                ",,,,,"41874","375235","8.96","796000","19.01","2-02603-0020","582 SOUTHERN BOULEVARD
Bronx, NY 
(40.812476416759, -73.902845842845)","MORRISANIA/LONGWOOD","C1-WALK-UP","35","1923","29230","325680","11.14","690000","23.61","0.55","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","0.55"
"2-03145-0026","2279 TIEBOUT AVENUE
Bronx, NY 
(40.856291140695, -73.897487267605)","2","10457","40.856313","-73.897448","5","15","38301","2013410","2031450026","Fordham South                                                              ",,,,,"10032","127406","12.7","397000","39.6","2-03145-0019","304 183 STREET
Bronx, NY 
(40.85676727612, -73.898140589039)","FORDHAM","C1-WALK-UP","16","1925","9472","137241","14.49","464000","49","0","2-03199-0017","2420 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","16","1910","14590","120605","8.27","256000","17.55","0.5"
"2-05920-0510","679 239 STREET
Bronx, NY 
(40.88988744006, -73.914311278005)","2",,,,,,,,,,,,,,"125526","1694601","13.5","5280000","42.1","2-05814-1155","210 251 STREET
Bronx, NY 
(40.895762167054, -73.896877322421)","FIELDSTON","D1-ELEVATOR","70","1960","75000","1113242","14.84","3760000","50","0.9","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1083912","12.76","3380000","39.8","0.15"
"2-02933-0029","1372 FRANKLIN AVENUE
Bronx, NY 
(40.833338103366, -73.900711284662)","2","10456","40.833389","-73.90071","3","16","149","2009735","2029330029","Morrisania-Melrose                                                         ",,,,,"48852","484611","9.92","1030000","21.08","2-03352-0012","3312 HULL AVENUE
Bronx, NY 
(40.876940838779, -73.874300567215)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","48","1927","52000","535785","10.3","1390000","26.7","3.4","2-03356-0178","3510 DECATUR AVENUE
Bronx, NY 
(40.87894146359, -73.872450998008)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","49","1929","49700","467991","9.42","1110000","22.33","3.55"
"2-03112-0003","803 182 STREET
Bronx, NY 
(40.848809991318, -73.883928410382)","2",,,,,,,,,,,,,,"35715","375007","10.5","795000","22.26","2-03084-0008","670 GARDEN STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","BELMONT","C1-WALK-UP","42","1923","33350","364968","10.94","868000","26","0.2","2-03102-0043","2343 PROSPECT AVENUE
Bronx, NY 
(40.852637751891, -73.883267808249)","BELMONT","C1-WALK-UP","48","1925","35500","465785","13.12","1110000","31.3","0.25"
"2-05135-0051","2324 HUNTER AVENUE
Bronx, NY 
(40.861552068267, -73.824244660483)","2",,,,,,,,,,,,,,"5541031","59344442","10.71","126000000","22.74","2-02882-0229","16 RICHMAN PLAZA
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","1654","1973","1597950","19139855","11.98","40600000","25.4","5.1",,,,,,,,,,,,
"2-05908-0203","645 239 STREET
Bronx, NY 
(40.889755079348, -73.91267102555)","2",,,,,,,,,,,,,,"59766","747075","12.5","2100000","35.1","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","749151","13.55","2330000","42.1","3.35","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","0.05"
"2-03267-0056","3123 BAILEY AVENUE
Bronx, NY 
(40.878091802268, -73.90239117405)","2","10463","40.878404","-73.902104","8","14","277","2016155","2032670056","Van Cortlandt Village                                                      ",,,,,"43645","526795","12.07","1480000","33.9","2-02449-0064","1185 MORRIS AVENUE
Bronx, NY 
(40.832842958898, -73.91438067463)","MELROSE/CONCOURSE","D1-ELEVATOR","53","1936","45416","487491","10.73","1160000","25.5","3.25","2-03324-0077","3435 KNOX PLACE
Bronx, NY 
(40.881941945056, -73.883520415157)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","54","1949","44280","556820","12.57","1560000","35.2","1"
"2-03267-0060","3119 BAILEY AVENUE
Bronx, NY 
(40.87808240935, -73.902398859164)","2","10463","40.878401","-73.902104","8","14","277","2016156","2032670060","Van Cortlandt Village                                                      ",,,,,"65000","705900","10.86","1830000","28.2","2-03156-0044","2056 ANTHONY AVENUE
Bronx, NY 
(40.852373569302, -73.902261586247)","FORDHAM","D1-ELEVATOR","66","1942","64963","690426","10.63","1790000","27.6","1.85","2-04348-0005","2310 HOLLAND AVENUE
Bronx, NY 
(40.85984893906, -73.865545616524)","PELHAM PARKWAY NORTH","D1-ELEVATOR","66","1951","65250","736748","11.29","1750000","26.8","2.3"
"2-02765-0140","1230 SPOFFORD AVENUE
Bronx, NY 
(40.813938764635, -73.889686867827)","2","10474","40.814007","-73.88971","2","17","93","2006612","2027650140","Hunts Point                                                                ",,,,,"56400","489715","8.68","1040000","18.44","2-02608-0033","3416 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C1-WALK-UP","13","1910","10850","87523","8.07","186000","17.14","1.4","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","0.8"
"2-04425-0001","2410 BARKER AVENUE
Bronx, NY 
(40.86161736078, -73.869393582605)","2","10467","40.861793","-73.869411","11","15","33202","2051242","2044250001","Bronxdale                                                                  ",,,,,"183600","2557548","13.93","5420000","29.5","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1777643","13.93","4610000","36.1","0.9","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","1057852","7.7","2240000","16.31","0.25"
"2-05723-0084","25 KNOLLS CRESCENT
Bronx, NY 
(40.878969684134, -73.917118786568)","2","10463","40.878548","-73.918127","8","11","29302","2091867","2057230084","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"247247","3214211","13","10000000","40.4","2-03230-0016","1981 SEDGWICK AVENUE
Bronx, NY 
(40.857257370768, -73.916078888922)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","225","1952","202600","2777516","13.71","8650000","42.7","1.5","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","1"
"2-04337-0018","2244 BRONX PARK
Bronx, NY 
(40.858407355419, -73.870870264965)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,,,"65071","611667","9.4","1450000","22.28","2-04337-0032","2245 BARKER AVENUE
Bronx, NY 
(40.858489766871, -73.869559698168)","BRONXDALE","D1-ELEVATOR","50","1959","57678","542443","9.4","1290000","22.37","0",,,,,,,,,,,,
"2-03311-0001","3127 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"128900","1455281","11.29","3770000","29.2","2-03323-0022","3235 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","86","1928","105000","1109943","10.57","2880000","27.4","0.25","2-03307-0072","3010 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","96","1963","106146","1298040","12.23","3650000","34.4","0.2"
"2-02821-0052","1561 SHERIDAN AVENUE
Bronx, NY 
(40.841929443978, -73.911120153525)","2","10457","40.842154","-73.91107","4","16","225","2007853","2028210052","East Concourse-Concourse Village                                           ",,,,,"74462","728601","9.78","1730000","23.23","2-02827-0053","1881 MORRIS AVENUE
Bronx, NY 
(40.849071892942, -73.908257553873)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","55","1941","57600","538617","9.35","1280000","22.22","0.55","2-02827-0046","1895 MORRIS AVENUE
Bronx, NY 
(40.849525570948, -73.90810468411)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","55","1936","52800","519533","9.84","1240000","23.48","0.55"
"2-02802-0005","1854 MONROE AVENUE
Bronx, NY 
(40.847975748375, -73.906143300521)","2","10457","40.847985","-73.906172","5","15","23302","2007550","2028020005","Mount Hope                                                                 ",,,,,"22500","265725","11.81","563000","25","2-02792-0014","1665 MONROE AVENUE
Bronx, NY 
(40.84345965806, -73.906834470345)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","48","1926","28000","514860","18.39","1930000","69","0.35","2-02795-0026","1796 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","24","1911","24500","289361","11.81","813000","33.2","0.25"
"2-03225-0022","2295 ANDREWS AVENUE
Bronx, NY 
(40.860888658392, -73.907891936384)","2","10468","40.861301","-73.907494","7","14","255","2014919","2032250022","Kingsbridge Heights                                                        ",,,,,"41107","452177","11","959000","23.33","2-03213-0037","2463 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","36","1922","26315","405931","15.43","1370000","52","0.35","2-03224-0017","2226 LORING PLACE
Bronx, NY 
(40.859858970242, -73.909962690318)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","32","1917","31050","333429","10.74","864000","27.8","0.15"
"2-02691-0117","883 165 STREET
Bronx, NY 
(40.823874993351, -73.898223278622)","2",,,,,,,,,,,,,,"29664","385335","12.99","817000","27.5","2-03249-0108","2769 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","37","1923","31875","404168","12.68","1260000","39.5","3.15","2-04655-0011","630 221 STREET
Bronx, NY 
(40.885599245092, -73.8639911686)","WILLIAMSBRIDGE","C1-WALK-UP","38","1931","32780","356934","10.89","757000","23.09","4.5"
"2-05887-1348","6200 RIVERDALE AVENUE
Bronx, NY 
(40.911302839693, -73.902869332338)","2","10471","40.911588","-73.902815","8","11","337","2085687","2058871348","North Riverdale-Fieldston-Riverdale                                        ",,,,,"62601","804422","12.85","2510000","40.1","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","749151","13.55","2330000","42.1","2.75","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","1.6"
"2-03663-0002","1760 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10473","40.824896","-73.866911","9","18","42","2092763","2036630002","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"361452","3451866","9.55","8210000","22.71","2-03642-0001","880 THIERIOT AVENUE
Bronx, NY 
(40.823278882673, -73.86241277558)","SOUNDVIEW","D3-ELEVATOR","317","1968","352866","3372867","9.56","7150000","20.26","0.2","2-03668-0001","920 THIERIOT AVENUE
Bronx, NY 
(40.82404871944, -73.862582938457)","SOUNDVIEW","D3-ELEVATOR","459","1965","490000","4789336","9.77","11400000","23.27","0.2"
