"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2020-11-07T16:00:00.000","2020-11-07T17:00:00.000","Brooklyn","Prospect Park","3rd Street Playground","Raccoon","Central","Native","N/A","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-11-07T16:00:00.000","2020-11-07T16:30:00.000","Manhattan","Central Park","NE corner of Great Lawn","Tufted Titmouse","Central","Native","Injured","1","Adult","Birds","311-04529009","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-06T16:30:00.000","2020-11-06T16:30:00.000","Manhattan","Riverside Park","79th St boat basin","Muscovy Duck","Public","Invasive","Healthy","0.5","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-11-07T11:10:00.000","2020-11-07T11:10:00.000","Staten Island","Clove Lakes Park","In the water by the Stonehouse Restaurant bridge","Eastern Red Bat","Observed by Ranger","Native","Healthy","0.75","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-11-06T09:00:00.000","2020-11-06T09:45:00.000","Queens","Highland Park","Upper Highland west of picnic area","Chicken","Public","Domestic","Healthy","1","Adult","Domestic;#Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-05T01:15:00.000","2020-11-05T00:00:00.000","Staten Island","Clove Lakes Park","Martling Pond","Domestic Duck","Other","Domestic","Healthy","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-05T14:14:00.000","2020-11-05T14:30:00.000","Staten Island","Greenstreet across 269 Cambridge Avenue","Crosstreets were Willow Road East and Cambridge Avenue","White-tailed Deer","Employee","Native","Injured","4","Adult","Deer","311-04510186","Relocated/Condition Corrected","1","false","false",,,"false","true",
"2020-11-04T09:45:00.000","2020-11-04T10:30:00.000","Manhattan","Fort Washington Park","Lawn by the Hudson River at the tennis/174th st bathrooms","Canada Goose","Public","Native","Unhealthy","1.5","Adult","Birds","311-04498139","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-04T08:30:00.000","2020-11-04T08:30:00.000","Manhattan","Fort Tryon Park","Dongan Lawn, Dongan Pl and Broadway Ave; (40.8632887, -73.9309398)","Groundhog","Public","Native","Unhealthy","1","Adult","Small Mammals-non RVS","311-04469161","ACC","1","false","true",,"0.25","false","false","106422"
"2020-11-04T08:05:00.000","2020-11-04T08:05:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","Pine Siskin","Observed by Ranger","Native","Injured","0.15","Adult","Birds",,"Relocated/Condition Corrected","1","false","true",,"0.15","false","false",
"2020-11-03T16:23:00.000","2020-11-03T16:24:00.000","Queens","Rockaway Beach and Boardwalk","Beach 27th and Beach 28th St","Bird (Unknown)","Central","N/A","Injured","1.75","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-03T11:45:00.000","2020-11-03T11:50:00.000","Manhattan","Fort Tryon Park","Heather Garden","Raccoon","Central","Native","Unhealthy","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-11-01T10:00:00.000","2020-11-03T10:30:00.000","Manhattan","Fort Tryon Park","Dongan Lawn","Groundhog","Public","Native","Unhealthy","0.75","Juvenile","Small Mammals-non RVS","311-04469161","Unfounded","0","false","false",,,"false","false",
"2020-11-03T11:20:00.000","2020-11-03T11:30:00.000","Manhattan","Central Park","Bird Island in the Harlem Meer","Double-crested Cormorant","Conservancies/""Friends of"" Groups","Native","N/A","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-02T12:30:00.000","2020-11-02T12:30:00.000","Manhattan","N/A","N/A","Rock Dove","Public","Native","N/A","0","Adult","Birds","311-0447-8604","Advised/Educated others","1","false","false",,,"false","false",
"2020-10-30T17:15:00.000","2020-10-30T17:45:00.000","Manhattan","Central Park","Rock Outcropping near 59th Street Pond","Tufted Titmouse","Public","Native","Healthy","0.5","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-10-31T12:15:00.000","2020-10-31T12:40:00.000","Staten Island","Wolfe's Pond Park","Wolfes Pond Park Beach","Herring Gull","Employee","Native","Injured","0.75","Adult","Birds","311-04458651","ACC","1","false","false",,,"false","false",
"2020-10-30T12:30:00.000","2020-10-30T13:30:00.000","Staten Island","Clove Lakes Park","Martling Pond","Domestic Duck","Other","Domestic","Healthy","1.25","Adult","Birds",,"Monitored Animal","2","false","false",,,"false","false",
"2020-10-02T18:00:00.000","2020-10-02T18:00:00.000","Bronx","Pelham Bay Park","Woods across from Pelham Bay Nature Center","Cat","Public","Domestic","Healthy","0.45","Adult","Domestic",,"Monitored Animal","2","false","false",,,"false","false",
"2020-10-02T17:00:00.000","2020-10-02T17:00:00.000","Bronx","Pelham Bay Park","Along path parallel to landfill","Red-tailed Hawk","Public","Native","N/A","1","Adult","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-10-28T16:10:00.000","2020-10-28T16:10:00.000","Queens","Flushing Meadows Corona Park","under Van Wyck Expw, North of Meadow Lake","Raccoon","Public","Native","DOA","0.25","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-28T12:00:00.000","2020-10-28T12:00:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","Pine Siskin","Observed by Ranger","Native","Injured","0.75","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-27T11:00:00.000","2020-10-27T11:00:00.000","Queens","Forest Park","Forest Park Drive and Myrtle Avenue","Virginia Opossum","Employee","Native","Healthy","0.25","Adult","Small Mammals-non RVS",,"Advised/Educated others","1","true","false",,,"false","false",
"2020-10-25T14:00:00.000","2020-10-25T14:15:00.000","Manhattan","Central Park","Behind north meadow Rec Center, Near Ballfield 5, in a tree","Raccoon","Employee","Native","Healthy","1","Adult","Small Mammals-RVS",,"Monitored Animal","1","false","true",,,"true","false",
"2020-10-26T11:40:00.000","2020-10-26T12:03:00.000","Staten Island","Midland Playground","Playground","White-tailed Deer","Employee","Native","Healthy","1","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2020-10-25T08:40:00.000","2020-10-25T08:46:00.000","Queens","Queens Botanical Garden","Behind Administration Trailers","Raccoon","Other","Native","Unhealthy","1.5","Juvenile","Small Mammals-RVS","311-04388401","ACC","1","false","false",,,"false","false","141636"
"2020-10-25T08:30:00.000","2020-10-25T09:25:00.000","Staten Island","Wolfe's Pond Park","Maintenance Office","House Sparrow","Employee","Native","Healthy","1.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-24T14:30:00.000","2020-10-24T14:30:00.000","Staten Island","Brookfield Park","In gutters of East Mound","Snake (Unknown)","Observed by Ranger","Native","Healthy","0.5","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","5","false","false",,,"false","false",
"2020-10-24T14:00:00.000","2020-10-24T14:00:00.000","Staten Island","Conference House Park","Parking lot","Virginia Opossum","Employee","Native","Healthy","1.5","Adult","Small Mammals-non RVS","311-04388267","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-24T12:30:00.000","2020-10-24T13:00:00.000","Brooklyn","Prospect Park","On park path, adjacent to intersection of Prospect Park Southwest and Terrace Blvd","Eastern Red Bat","Public","Native","Injured","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-10-23T16:00:00.000","2020-10-23T16:05:00.000","Staten Island","Greenbelt Nature center","Greenbelt Nature center","Canada Goose","Employee","Native","Healthy","1.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-23T16:00:00.000","2020-10-23T16:15:00.000","Brooklyn","Coney Island Beach &amp; Boardwalk","New York Aquarium","Double-Crested Cormorant","Central","Native","Injured","2.5","Adult","Birds","311-04377563","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-10-23T12:30:00.000","2020-10-23T12:30:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","Pine Siskin","Observed by Ranger","Native","Injured","0.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-23T15:45:00.000","2020-10-23T15:50:00.000","Manhattan","Park Avenue Malls","East 97th St and Park Ave","Black-capped Chickadee","Public","Native","Injured","0.75","Juvenile","Birds","311-04378690","Rehabilitator","1","false","false",,,"false","false",
"2020-10-23T09:15:00.000","2020-10-23T09:15:00.000","Brooklyn","Marine Park","Salt Marsh Nature Center","Dog","Public","Domestic","Healthy","0.5","Adult","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-22T16:00:00.000","2020-10-22T16:15:00.000","Queens","Crocheron Park","Joe Michaels Mile","Mute Swan","Public","Invasive","Injured","2.25","Adult","Birds","311-04368437","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-10-22T13:30:00.000","2020-10-22T15:45:00.000","Manhattan","Randall's Island Park","In front of Five Boro Garage","Raccoon","Employee","Native","Healthy","2","Adult","Small Mammals-RVS","0311-0436875","Monitored Animal","1","false","true",,"2","false","false",
"2020-10-20T17:30:00.000","2020-10-21T14:35:00.000","Manhattan","Central Park","West 100th Street Pool","Gadwall","Public","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-20T17:35:00.000","2020-10-20T17:40:00.000","Manhattan","Central Park","West 100th Street Pool","Gadwall","Public","Native","Injured","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-10-21T07:00:00.000","2020-10-21T09:00:00.000","Manhattan","Fort Tryon Park","Behind Anne Loftus Playground","Dog","Employee","Domestic","Healthy","2","Adult","Domestic","311-04355142","ACC","1","false","false",,,"false","false","105558"
"2020-10-21T08:05:00.000","2020-10-21T12:40:00.000","Queens","Alley Pond Park","Adventure Course parking lot, white trail","Raccoon","Central","Native","Unhealthy","1","Adult","Small Mammals-RVS","311-04355728","ACC","1","false","false",,,"false","false","141290"
"2020-10-20T13:00:00.000","2020-10-20T13:00:00.000","Brooklyn","Prospect Park","S/O Boathouse","Bird (Unknown)","Central","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-20T14:25:00.000","2020-10-20T14:25:00.000","Queens","Alley Pond Park","By parking lot off Springfield Blvd and 76th Avenue","Raccoon","Public","Native","Unhealthy","1.5","Adult","Small Mammals-RVS","311-04-34-7241","ACC","1","false","false",,,"false","false","141188"
"2020-10-20T12:00:00.000","2020-10-20T12:00:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","White-throated Sparrow","Observed by Ranger","Native","Injured","0.75","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-19T11:30:00.000","2020-10-19T12:00:00.000","Brooklyn","Prospect Park","40°39'29.1""N 73°57'56.5""W - Weeded edge of lake near Music Island","Raccoon","Public","Native","Unhealthy","2","Adult","Small Mammals-RVS","31104334064","ACC","1","false","false",,,"false","false","105470"
"2020-10-18T14:00:00.000","2020-10-18T14:30:00.000","Brooklyn","Prospect Park","40.653778,-73.968396 -Parkside ave and ocean ave entrance - Lake","Raccoon","Public","Native","Unhealthy","1.5","Adult","Small Mammals-RVS","311-04324668","ACC","1","false","false",,,"false","false","105393"
"2020-10-18T08:00:00.000","2020-10-18T08:00:00.000","Brooklyn","Brooklyn Bridge Park","Pier 1 Garden","Eastern Red Bat","Employee","Native","Injured","3","Adult","Small Mammals-RVS",,"Rehabilitator","1","true","false","Wild Bird Fund",,"false","false",
"2020-10-17T12:00:00.000","2020-10-17T13:00:00.000","Manhattan","Central Park","East 96th and 5th Avenue","Bat (Unknown)","Central","Native","N/A","0.45","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-10-16T16:00:00.000","2020-10-17T08:30:00.000","Manhattan","Central Park","Pergola near Belvedere Castle","Tufted Titmouse","Conservancies/""Friends of"" Groups","Native","DOA","1","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-16T16:00:00.000","2020-10-17T16:30:00.000","Manhattan","Central Park","Pergola near Belvedere Castle","Tufted Titmouse","Conservancies/""Friends of"" Groups","Native","Healthy","1.5","Adult","Birds",,"Monitored Animal","1","false","true",,"1","false","false",
"2020-08-28T13:00:00.000","2020-08-28T13:00:00.000","Queens","Forest Park","Forest Park Visitor Center","Rock Dove","Public","Native","Injured","0.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-10-16T09:00:00.000","2020-10-16T09:30:00.000","Brooklyn","McCarren Park","McCarren Park Comfort Station","Eastern Gray Squirrel","Public","Native","Injured","2","Adult","Small Mammals-non RVS","311-04303487","ACC","1","false","false",,,"false","false",
"2020-10-15T14:30:00.000","2020-10-15T14:45:00.000","Brooklyn","Highland Park","Jamaica Avenue and Cleveland Street","Peregrine Falcon","Employee","Native","Injured","1.75","Adult","Raptors","311-04296682","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2020-10-15T15:30:00.000","2020-10-15T16:30:00.000","Manhattan","Jackie Robinson Park","Bradhurst Ave and W 150th Street","Red-tailed Hawk","Public","Native","N/A","0.5","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-10-15T12:45:00.000","2020-10-15T13:00:00.000","Staten Island","Clove Lakes Park","In pond near Martling Ave","Mallard Duck","Public","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-14T13:00:00.000","2020-10-15T10:15:00.000","Manhattan","Randall's Island Park","Bird was last seen at the southern end of the Little Hellgate salt marsh yesterday (10/14/20)","Double-crested Cormorant","Other","Native","Injured","1","Juvenile","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-14T14:25:00.000","2020-10-14T14:30:00.000","Bronx","Mapes Pool","Inside empty pool","Cat","Central","Domestic","Healthy","1","Juvenile","Domestic",,"Monitored Animal","1","false","false",,,"false","false",
"2020-10-14T13:25:00.000","2020-10-14T13:30:00.000","Bronx","Magenta Playground","Inside Playground","Cat","Central","Domestic","N/A","1","Adult","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2020-10-14T13:00:00.000","2020-10-14T14:00:00.000","Manhattan","Randall's Island Park","Little Hell Gate Salt Marsh","Double-crested Cormorant","Other","Native","Injured","4","Juvenile","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-10-14T09:50:00.000","2020-10-14T10:00:00.000","Manhattan","Central Park","Harlem Meer on Bird Island","Shorebird (Unknown)","Conservancies/""Friends of"" Groups","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-13T17:15:00.000","2020-10-13T17:30:00.000","Brooklyn","American Veterans Memorial Pier","Waste Treatment Plant","Peregrine Falcon","Other","Native","Injured","2.5","Adult","Raptors","311-04277525","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2020-10-13T13:30:00.000","2020-10-13T14:25:00.000","Staten Island","Clove Lakes Park","Martlings Pond","Domestic Duck","Employee","Domestic","N/A","1.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-10-12T16:00:00.000","2020-10-12T16:00:00.000","Brooklyn","Bushwick Playground","Bushwick Pool","Eastern Gray Squirrel","Central","Native","N/A","0.5","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
