Handelsnaam;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
Bounin Special Services;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Bouquetterie Fronita;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bourgonje Geluid- en Lichtservice B.V.;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
Bourgonjen-Helmers Advocaat;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bourguignon Leeuwarden B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
BOURLA N.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouter B.V.;;;;;;;;;;;;;1;;1;;;;1;2;;;;;;;;;;2;;;;;;;2
Boutique des Fleurs;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouvigne Paradijs B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;5;;;;;;1;5
Bouwbedrijf Barten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;3
Bouwbedrijf Buiteveld B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;2
Bouwbedrijf 'De Delta' B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwbedrijf De Vries en Verburg B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwbedrijf De Zwart B.V.;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;4;;;;;;1;4
Bouwbedrijf Gebroeders Jansen B.V.;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;;3
Bouwbedrijf Meliskerke B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwbedrijf Salverda B.V.;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;4;;;;;;2;5
Bouwcenter LOGUS Goes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwmaat Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwmeester Van Leeuwen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
Bouwonderneming Jager B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;1;1
Bouwonderneming Oude Wolbers Borne B.V.;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;1;2
Bouwservice Fons van der Heijden B.V.;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;3;;;;;;;4
Bovenregionaal kantoor;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;6;;;;;2;6
BOW psychologisch advies;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowa Sportprijzen en Relatiegeschenken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bowling & Party Centrum Noordwijk B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling & Partycentrum Breda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- & Partycentrum Groningen B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Almere B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en Party Centrum Breda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum De Schelmse Brug;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en Partycentrum Heerenveen;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bowling en Partycentrum Maaspoort;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum Westerpark B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Goes;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Harderwijk B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Nieuwegein B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Scheveningen B.V.;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bowlingcentrum Schagen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling-Restaurant Menken;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boxem Ter Apel B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BPI Services B.V.;;;;;;;;;;;;;;;;;;;1;;;;1;;1;1;1;;2;;;;;;;;2
BPM Medica;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
bpo-axsys B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BPOST BANK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BPS International B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
br&dh advocaten;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1
Br.- en Banketbakkerij J.A. van der Waal B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brabant Expres B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brabant Golf;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brabant Rubber B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brabant Sport en Spelverhuur V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brabant Sports;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brabant Water N.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;;;;;;4
Brabanthallen;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;3;;;;3;;;4
Brabantsche Worstenbroodjes B.V.;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;1
Bragt Wonen;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;1;3
Brain Box Mediatraining B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brain Club;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Braint;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brakel Totaal Project;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Braker Investment Consulting B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bram Ladage Verse Patat B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brand Interieurs & Control Rooms B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Brandprevent Applications B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brandpreventie Academy B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandpreventie Kreuwel V.O.F.;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
"Brand's Timmerfabriek ""Solide""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
Brandveilig Bouwen Nederland;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandvertragende Technieken B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BrandweerSurvival B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandweertrainingscentrum Kleefse Waard B.V.;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
Brasserie 155 B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Bakboord B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Buitenhof;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie Buitenhuis B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Carpe Diem By Daan;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie d'ANVERS;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Alphense Burgemeester;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De Boerderij;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De Haenehof;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Houtrib;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Koepel;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie de Markt B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De Stadstuin;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie d'Oude Veiling;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Eiggenwijzz;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Friends;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Hof 21;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie in den Zevenden Hemel;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie Jansen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Laag-Kanje;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Méprise;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie NUL76;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Ome Bernard B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Sequenza;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Soho B.V.;;;1;;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie Spiegelaar;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Uden B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie Tante Pos;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Vuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Brasserie Waalhaven;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie/Cafetaria Iets Anders;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brauner Klingenberg GmbH;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brauwers B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Braveau Opleidingen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bravo-Preventie;;;;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;2;;2
Braxhoofden La;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Braza B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break Free Fun Company;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Break Out Events B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break-Out Gruno Park B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breakout Room;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breakout Rotterdam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Breamark Engineering B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Breda Lighting BV;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bredase Custombike Shop Worldwide;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bredzz;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Breedveld Staal B.V.;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;1
Breevast Vastgoed Exploitatie XXXII B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
Breijer Contractonderhoud B.V.;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;2;4
BreinRevisie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breman Zwolle B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
Brendel & Associates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brenntag Nederland B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
Bres Hulpmiddelen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breur Beveiligingen B.V.;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1
Breur IJzerhandel Vlietlaan B.V.;;;1;;;;;;;;;;1;1;1;1;1;;3;4;;1;;;;;;;;2;;;;;1;5;6
Breustedt Chemie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brezan Automaterialen Hoorn;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brezan Automaterialen Wolvega;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Bribus B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bridge2learn;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bright & Company B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bright Events;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
Brillat-Savarin B.V.;;;1;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brilliant Group B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brilmij Groep B.V.;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brilservice;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Brilshop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brimos Borden B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1
Brink Bedrijfskleding;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brink Industrial B.V.;;;;;;;;;;;;;;;1;1;;2;;1;;;;;;;;;;;;;;;;;2
Brink Personenvervoer B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brinkhof N.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brinkhuis Consultancy;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brisk-Consultancy;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brite Telecom B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
British Broadcasting Corporation;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1
Brodies;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekarts Graveerwerken V.O.F.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Broekema Sierbestrating B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broekhuis Autoschade Lelystad B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekhuis Lelystad B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekhuis Nunspeet B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuis Zwolle B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekies Entertainment Group V.O.F.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broekmans Patisserie B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broken Hill, Toneel en Techniek;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;1
Bromsnor verhuur;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bron Gascare B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brondool B.V.;;;;;;;;;;;;;;1;;1;;;1;2;;;;;;;;;;5;;;;;;2;5
Brons Pfc;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- & Banketbakkerij Prins;;;1;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Brood en Banket Aalbertsen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood en Banket Margriet;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brood en Banketbakkerij Besseling;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood en Banketbakkerij C. van Barneveld B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Godschalk;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en banketbakkerij J.W. Blom B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Mestrom;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Mulder;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij P.A. Bliek;;;1;;;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Brood-en Banketbakkerij Bos;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1
Broodje Apart;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Ben;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Frank;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje van Martin;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Broodjes Direct;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodjeslijn;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brookes Bell UK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brooks Automation Ltd.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3
Brottsoffermyndigheten;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brouwer Financiële Hulpverlening;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwer, Kubbinga & Partners B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Brouwerij de Prael;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brouwers Groenaannemers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Brouwer's Hap & Tap;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwer's Tours B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwmarkt B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1
Brownies & Downies Wijchen B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BRP Online B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1
BR-Platform Nederland;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brug in Bedrijf;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bruggink & vd Velden Advocaten. Bel.adv. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brugman Trading & Celluloid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brugmans Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
Bruinsma Hydrokultuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bruker AXS B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;2
Brule, J.H.W.M. van den (huisarts);;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruma Machinehandel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruna Vught;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1
Brunel Nederland B.V.;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;7
Brunet Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brunschwig Chemie B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1
Brut;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BRUT Catering B.V.;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bruynzeel Home Products B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;2
Bruynzeel Storage Systems B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2
Brynhild Incasso;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;1
BS Workspace Solutions;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BS&F B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;3
BSH Huishoudapparaten B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BSI Group The Netherlands B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BSR Incasso & Gerechtsdeurwaarders;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1
B't Anders;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
BTD Beveiligingstechniek Dordrecht B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BTL Realisatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bubbels Events & Gifts B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Buchrnhornen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buckaroo B.V.;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2
Budget- en Begeleidingsbureau Kreule;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Budget Phone Company B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;2
Budget Rent a Car;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Budgetcam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buena Vista Beach Club;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2
Buffetrestaurant De Schaopwas;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buffetrestaurant Thijs & Aafke;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bugei-Ryu Budokai Breda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buikes Advocaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Building Content B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Buitelaar Metaal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengoed Fredeshiem;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengoed Uylenburg B.V.;;;;;1;;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1
Buitenherberg Ter Linde;;;1;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1
Buitenhuis Autoverhuur;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2
Buitensport Zwolle;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bulder International;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bullit House;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bumicom Telecommunicatie B.V.;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;2
Bunderverwaltungsamt;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bundesamt fuer migration und fleuchtlinge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bundeskasse Halle / Saale Dienstsitz Weiden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bundesministerium fur Justiz;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buntsma & Van Dooren Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
