lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
106189529;BSO;Nee;Partou BSO Nieuwe Kerkstraat 126 ;110;;Ingeschreven;16-02-2015;Nieuwe Kerkstraat 126 ;1018VM;Amsterdam;0363010003761662;Partou B.V.;30225440;000031157327;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;VIANEN UT;;Postbus 396;4130EJ;Vianen;;Regiosecretariaat;'088 2357550';info@partou.nl;http://www.partou.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f587d287-03de-45fc-b3c2-1c224b1aac0a
106191317;VGO;Nee;Baarssen Woord;6;;Ingeschreven;02-06-2020;Breezand 1 ;8321PB;Urk;0184010000000516;Baarssen Woord;;;;;;;;;;;;;;;'';;;184;Urk;187750154;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/70f31ac5-8a97-44c4-8009-82fa2906f2d8
106196698;VGO;Nee;Wanders Ubags;5;;Ingeschreven;12-08-2020;Bunderstraat 21 ;6231EH;Meerssen;0938010000000111;Wanders Ubags;;;;;;;;;;;;;;;'';;;938;Meerssen;210344465;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/20f4022d-6f2b-4fc5-9e4f-0f33e74dafb7
106207775;BSO;Nee;OKC de Reiger;16;;Ingeschreven;01-12-2019;Stengeplein 4 ;4451CX;Heinkenszand;0654010000008460;Stichting Kibeo;22049355;;Stichting;2016-01-25;;Postbus 328;4460AS;GOES;;;;;;Afdeling Facilitair;'0113-760200';info@kibeo.nl;http://www.kibeo.nl;654;Borsele;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b2065687-586f-40d8-b2c4-d0725996ab23
106226514;KDV;Nee;Aunties P-A, Childcare International;20;Nee;Ingeschreven;06-11-2020;Valeriusstraat 68 ;2517HS;'s-Gravenhage;0518010000617154;Aunties P&A Childcare International;78020026;000045675988;Vennootschap Onder Firma;2020-09-01;;Valeriusstraat 68 ;2517HS;'s-Gravenhage;;Valeriusstraat 68 ;2517HS;'s-Gravenhage;;P.E. Alfaro Nunez;'+31 0616896987';aunties2020@outlook.com;;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/93f0253f-d585-467d-8e91-70d9115d49af
106231297;VGO;Nee;Phillips;4;;Ingeschreven;25-08-2010;Zuidlaan 20 ;1861GT;Bergen (NH);0373010000009303;Phillips;;;;;;;;;;;;;;P. Keur;'';info@kinop.nl;;373;Bergen (NH);283816442;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/899bafe4-3611-44d9-a6fc-1ac7d8d8827d
106233440;VGO;Nee;Munneke;6;;Ingeschreven;21-08-2019;Hoofdstraat 70 ;9531AJ;Borger;1681010000002130;Munneke;;;;;;;;;;;;;;;'';;;1681;Borger-Odoorn;157030544;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/46e6e00a-9bdc-4870-86a4-fe2228d7cdbd
106239041;VGO;Nee;Janssen-Putmans;6;;Ingeschreven;14-09-2010;Hasseltstraat 144 ;5046LN;Tilburg;0855010000027765;Janssen Putmans;;;;;;;;;;;;;;;'';;;855;Tilburg;190811766;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/06a739b2-0f42-4929-a1ea-acf6283dbf8b
106251910;VGO;Nee;Caat Buist;4;;Ingeschreven;26-05-2021;Bargerweg 75 ;7826BR;Emmen;0114010000278803;Caat Buist;;;;;;;;;;;;;;;'';;;114;Emmen;872908495;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5a80deaa-7783-4a69-a88a-bfa3475a1ab4
106254236;VGO;Nee;Ligtenberg-Harbers;4;;Ingeschreven;12-01-2017;Zwilweg 2 ;7462SP;Rijssen;1742010000014367;Ligtenberg-Harbers;;;;;;;;;;;;;;;'';;;1742;Rijssen-Holten;190734243;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cd836bba-b450-4d10-acab-a098879e5724
106259544;BSO;Nee;BSO Funvaria;22;;Ingeschreven;27-08-2021;Boerdamsterweg 12 ;9991BN;Middelstum;0024010000156543;Koster Sterenberg;71398481;000071398481;Eenmanszaak;2019-11-07;;;;;;;;;;Mirjam Koster;'0648263941';m.sterenberg@hotmail.com;;1979;Eemsdelta;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/88ec1b41-6060-422a-916f-9054f866d523
106273590;KDV;Nee;Stichting Okido Nederweert;16;Ja;Ingeschreven;27-10-2014;Sint Gerardusstraat 22 ;6034SJ;Nederweert-Eind;0946010000224173;Stichting Okido Nederweert;50495909;000000000000;Stichting;2016-02-17;;Arishoek 1 ;6031RP;Nederweert;;;;;;M.M.C. Verboogen;'06-10299003';info@stichting-okido.nl;http://www.stichting-okido.nl;946;Nederweert;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b7b185dc-46e5-4272-9ff7-8d95da110369
106275896;VGO;Nee;de Vaan;4;;Ingeschreven;01-04-2018;Kruisstraat 102A ;6034RL;Nederweert-Eind;0946010000232813;stevens - de Vaan;;;;;;;;;;;;;;;'';;;946;Nederweert;218034490;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c29afe6f-8684-4878-a759-0934118407ea
106282530;KDV;Nee;Bommelburcht;134;Nee;Ingeschreven;01-01-2010;dr. Abraham Kuyperlaan 18b ;1402SC;Bussum;0381010000024484;SKBNM;41192818;;Stichting;2016-01-08;;Postbus 41;1400AA;BUSSUM;;dr. Abraham Kuyperlaan 18b ;1402SC;Bussum;;J. Leeman;'035 693 67 59';centraal@skbnm.nl;https://www.skbnm.nl;1942;Gooise Meren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/19c55873-6e63-4fc6-9fdf-37d89dc3131a
106285610;VGO;Nee;Sutcliffe Kurvers;6;;Ingeschreven;06-09-2017;Kantklosterstraat 33 ;6043RD;Roermond;0957010000114623;Sutcliffe Kurvers;;;;;;;;;;;;;;;'';;;957;Roermond;146173685;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d63cd368-cac7-4ec0-8c16-fdf0af7b2517
106289615;BSO;Nee;Monkey Donky Speelhuis Hamburgerstraat;80;;Ingeschreven;10-10-2011;Hamburgerstraat 13 ;9714JA;Groningen;0014010011065532;Monkey Donky Speelhuis;02099055;;BV;2015-12-21;;Hamburgerstraat 13 ;9714JA;Groningen;;Hamburgerstraat 13 ;9714JA;Groningen;;I.F.E. Weijens;'050-5791072';info@monkeydonky.nl;http://www.monkeydonky.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cc706ab9-e1c0-4c56-a28c-1e49b0f0590c
106309997;KDV;Nee;Kids2b;48;Ja;Ingeschreven;01-04-2017;Olingermeeden 4 ;9903ET;Appingedam;0003010000131808;Kids2B;41015136;;Stichting;2015-12-29;;Bedumerweg 2A ;9959PG;Onderdendam;;;;;;Kids2b;'050-3688000';info@kids2b.nl;http://www.kids2b.nl;1979;Eemsdelta;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fab9b9c8-aefb-4f40-96e8-bff76565177e
106310380;KDV;Nee;Spring, Kindcentrum Hummelhonk;32;Ja;Ingeschreven;07-08-2013;Keltenstraat 16 ;5753GN;Deurne;0762010000014857;Stichting Spring Kinderopvang;41062125;171852830000;Stichting;2016-02-08;;Postbus 116;5830AC;Boxmeer;;;;;;manager kindcentrum;'088 208 82 00';register@spring-kinderopvang.nl;http://www.spring-kinderopvang.nl;762;Deurne;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b2f74f48-8c5e-4f79-a92c-81d5b6013c8c
106312601;VGO;Nee;Smolders van Hugte;6;;Ingeschreven;21-10-2020;Prinses Margrietlaan 6 ;5582KH;Waalre;0866010000009462;Smolders van Hugte;;;;;;;;;;;;;;;'';;;866;Waalre;160012351;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f609a673-8dd9-4b9b-a63b-8596bc4deb69
106314762;BSO;Nee;Partou BSO Winterdijkstraat 2;100;;Ingeschreven;01-01-2010;Winterdijkstraat 2 ;8043VS;Zwolle;0193010000052949;Partou B.V.;30225440;000022189297;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;VIANEN UT;;Postbus 396;4130EJ;VIANEN UT;;;'088 - 2357550';info@partou.nl;http://www.partou.nl;193;Zwolle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0d1bb3af-71b1-492b-a261-a051198ccf49
106327707;KDV;Nee;Het Borghonk BV;56;Ja;Ingeschreven;03-04-2018;De Hokhorst 4 ;3927GX;Renswoude;0339010002094270;Het Borghonk B.V.;70463662;000038735474;BeslotenVennootschap;2016-01-01;;Woudegge 7 ;3959BH;Overberg;;;;;;Gea Veldhuizen-Pater;'0343-482012';info@hetborghonk.nl;http://www.hetborghonk.nl;339;Renswoude;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0bcb7221-d3fa-4aec-8e7c-862b2b36ce11
106340335;VGO;Nee;Alimah;6;;Ingeschreven;05-10-2020;Helmerslaan 10 ;5615JD;Eindhoven;0772010000750459;Alimah;;;;;;;;;;;;;;;'';;;772;Eindhoven;238072794;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/17b5b9ba-30dd-4355-b11d-3e08ee68c8b9
106355946;BSO;Nee;BSO 't Armhoes;13;;Ingeschreven;17-01-2018;Heirweg 36A ;7841AP;Sleen;0109010000019642;Dijk;64674576;000033479852;Eenmanszaak;2016-02-01;;;;;;Heirweg 36A ;7841AP;Sleen;;Yvonne van Dijk;'0630403296';yvonnevandijk1985@gmail.com;http://www.kdv-armhoes.nl;109;Coevorden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3e45a857-7903-43b4-80e4-cbef98b4b913
106361466;GOB;Nee;Gastouderland Midden Twente;;;Ingeschreven;01-01-2010;De Koolmees 6 ;7671VP;Vriezenveen;1700010000004968;D. Aman en N.K. Mees ten Oever h.o.d.n. Gastouderland Twente;64027848;000064027848;Vennootschap Onder Firma;2016-04-06;;De Koolmees 6 ;7671VP;Vriezenveen;;;;;;Danielle Aman;'06-29112321';d.aman@gastouderland.nl;http://www.gastouderland.nl;1700;Twenterand;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7259d265-1827-402a-941c-cf502730a7c3
106361806;KDV;Nee;IKC De Vijverstee;16;Ja;Ingeschreven;28-10-2019;De Fledders 14 ;9481GA;Vries;1730010000019404;Kids First Kinderopvang NL B.V.;02071716;;BV;2016-01-12;;Postbus 1030;3640BA;Mijdrecht;;Friesestraatweg 215b ;9743AD;Groningen;;Martin Seelen;'0637616263';martin.seelen@kidsfirst.nl;http://www.kidsfirst.nl;1730;Tynaarlo;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/72f0a280-a4e6-4cc0-9c22-fdceef565289
106371848;VGO;Nee;Michel;6;;Ingeschreven;01-08-2020;Cornelisstraat 23 ;6161BA;Geleen;1883011313128601;Michel;;;;;;;;;;;;;;;'';;;1883;Sittard-Geleen;157169686;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e3d33e58-e675-40e9-9b1e-2d98173d8525
106373882;KDV;Nee;Het Waterkasteel;15;Ja;Ingeschreven;02-11-2015;Javastraat 23 ;1782DA;Den Helder;0400010000024271;Stichting Kinderopvang Den Helder;41238909;000013379828;Stichting;2015-12-21;;Postbus 6022;1780KA;Den Helder;;Postbus 6022;1780KA;Den Helder;;Dhr. J. Korver;'0223-614202';info@kinderopvangdenhelder.nl;http://www.kinderopvangdenhelder.nl;400;Den Helder;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b469e962-aa2e-4538-a726-e689971a31c6
106375271;BSO;Nee;BSO School B;30;;Ingeschreven;26-09-2014;Mr Zigher ter Steghestr 1 ;8331KG;Steenwijk;1708010000021623;Kinderopvang KaKa B.V.;54767873;;BV;2016-01-11;;Brink 12 ;7991CG;Dwingeloo;;;;;;R. Masselink;'0521 700240';info@kaka.nl;http://www.kaka.nl;1708;Steenwijkerland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1e00d3d2-f72d-4ec0-9ae3-1b3005894930
106377383;VGO;Nee;B. de Boer;6;;Ingeschreven;19-02-2018;Rotstergaastweg 95 ;8452LC;Nieuweschoot;0074010000395684;Boer;;;;;;;;;;;;;;;'';;;74;Heerenveen;226138185;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/969a3933-38d5-4e89-b638-e5da48989109
106377462;KDV;Nee;Olles Huis;40;Nee;Ingeschreven;12-07-2016;Mozartlaan 189 ;2555JK;'s-Gravenhage;0518010000602695;Olles Huis CV;81521324;000034530630;Commanditaire Vennootschap;2021-03-09;;Fahrenheitstraat 692 ;2561DM;'s-Gravenhage;;Fahrenheitstraat 692 ;2561DM;'s-Gravenhage;;Yvette Bulthuis;'06-21979502';info@olleshuis.nl;http://www.olleshuis.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5047d571-4284-4240-a359-ad5d64d50362
106387169;VGO;Nee;Mulder;6;;Ingeschreven;22-10-2010;Liemers 3 ;8245BN;Lelystad;0995010000807483;Mulder;;;;;;;;;;;;;;;'';;;995;Lelystad;124853183;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/001e0462-4f09-4327-9929-1d0979af9bbe
106401750;VGO;Nee;Schmitz;6;;Ingeschreven;25-04-2014;Staten van Thorn-singel 12 ;6017GA;Thorn;1641010001114618;Schmitz;;;;;;;;;;;;;;;'';;;1641;Maasgouw;160012351;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d3d577ba-e236-4788-a62a-23bab0daa7e7
106417320;VGO;Nee;Peters-Smits;6;;Ingeschreven;30-10-2014;Dorpbroekstraat 5 ;5864CP;Meerlo;1507012000000555;Peters Smits;;;;;;;;;;;;;;;'';;;1507;Horst aan de Maas;205480470;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/260c9a57-f134-49c9-a239-b0ccdd645ab3
106418166;VGO;Nee;Elderhuis-van Trigt;6;;Ingeschreven;05-11-2012;de Ardennen 34 ;8303GG;Emmeloord;0171010000011535;Elderhuis-van Trigt;;;;;;;;;;;;;;;'';;;171;Noordoostpolder;129322155;140767186;217637176;839423111;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/67ec3402-598f-45a5-ad37-93c9c26b7503
106419468;KDV;Nee;Doomijn KDV Wildwalstraat;42;Ja;Ingeschreven;01-08-2010;Wildwalstraat 38 ;8043VL;Zwolle;0193010000090607;Stichting Doomijn;05027189;000022487239;Stichting;2016-02-01;;Postbus 1064;8001BB;Zwolle;;Wildwalstraat 38 ;8043VL;Zwolle;;directieondersteuner;'0387508300';directieondersteuner@doomijn.nl;http://www.doomijn.nl;193;Zwolle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4fe01067-382c-44c2-948c-459d459efce5
106422893;VGO;Nee;Borgers-Isbouts;6;;Ingeschreven;30-08-2010;Grenswal 41 ;5509KB;Veldhoven;0861010000392850;Borgers-Isbouts;;;;;;;;;;;;;;;'';;;861;Veldhoven;199372135;868754146;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/479bedb9-53ed-4539-a16b-d1ce42dbac0d
106424968;VGO;Nee;Timmer-Lap;6;;Ingeschreven;07-03-2016;Heriklaan 1 ;9321LD;Peize;1699010000016605;Timmer-Lap;;;;;;;;;;;;;;;'';;;1699;Noordenveld;150872628;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/742d918a-6a7e-4a1e-8095-621f30ee0e9a
106429218;VGO;Nee;Smits;6;;Ingeschreven;30-04-2021;IJsvogelhof 2 ;5672GG;Nuenen;0820010000004140;Smits;;;;;;;;;;;;;;;'';;;820;Nuenen c.a.;327111252;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4f9189c7-8d42-48fe-a541-1cca4663c0b6
106433465;VGO;Nee;Grinsven;6;;Ingeschreven;05-02-2019;Van Miertstraat 11 ;5262XB;Vught;0865010000004915;Grinsven;;;;;;;;;;;;;;;'';;;865;Vught;307867560;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/61f5aeca-2d27-4cb1-9e64-8007d77e2d34
106435887;VGO;Nee;Jong-Deering;6;;Ingeschreven;18-08-2010;Colijnlaan 27 ;2181XJ;Hillegom;0534010000001172;Jong-Deering;;;;;;;;;;;;;;;'';;;534;Hillegom;175389366;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/217af0f3-8fed-4777-a544-274f46105d34
106437811;KDV;Nee;BLOS Albert Schweitzersingel;25;Nee;Ingeschreven;01-01-2010;Albert Schweitzersingel 397 ;3822BV;Amersfoort;0307010000473846;BLOS Kinderopvang B.V.;30278497;;Besloten Vennootschap;2016-01-01;;Postbus 50;3430AB;Nieuwegein;;Albert Schweitzersingel 397 ;3822BV;Amersfoort;;;'030-6047599';info@blos.nl;http://www.blos.nl;307;Amersfoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/10707651-74cc-4a0c-a3f7-d5da4120a74f
106444864;BSO;Nee;BSO De Bontebaai;40;;Ingeschreven;26-08-2019;Voorburggracht 423 ;1724NZ;Oudkarspel;0416010000226412;Stichting Allente opvang;41240527;;Onbekend;2016-01-04;;Bogert 2 ;1721PH;Broek op Langedijk;;;;;;M. Ijdema;'0226-320208';info@allente.nl;;1980;Dijk en Waard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3c0ab5a1-b8c2-47ab-a43b-9fc59e5d3cdf
106460560;VGO;Nee;Hofman;6;;Ingeschreven;28-03-2013;Spenkeling 24 ;7471TJ;Goor;1735010000016182;Hofman;;;;;;;;;;;;;;;'';;;1735;Hof van Twente;149157496;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7a8ef976-2e05-4ea1-9478-66013eaef405
106473529;KDV;Nee;KDV Peuteropvang Reduzum Earste Wjukslach;16;Ja;Ingeschreven;08-09-2015;Master Gorterstrjitte 9a ;9008TB;Reduzum;0055010000268356;Vereniging Kids First;80935303;000025198742;Vereniging;2021-01-01;;Friesestraatweg 215b ;9743AD;Groningen;;;;;;Facilitair;'088-0350400';facilitair@kidsfirst.nl;http://www.kidsfirst.nl;80;Leeuwarden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ef40376a-7168-4407-94be-307aca8e4064
106473645;VGO;Nee;Breeman;4;;Ingeschreven;21-02-2019;Rijksweg Noord 96 ;6162AM;Geleen;1883010000041425;Breeman;;;;;;;;;;;;;;;'';;;1883;Sittard-Geleen;462092252;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1f61e3c5-44d4-4012-9e89-b3ad8ad946dc
106474194;VGO;Nee;Wiersma;6;;Ingeschreven;01-09-2010;De Homeie 23 ;8731EC;Wommels;0140010000177834;Wiersma;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;740732274;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0a1a0c1e-bd87-4e80-a06c-7373d277b22c
106477043;BSO;Nee;SkippyPePijN BSO Monito;22;;Ingeschreven;18-08-2021;Acacialaan 8 ;2641AC;Pijnacker;1926010000547335;Stichting Kinderopvang Pijnacker 'Skippy';41146828;;Stichting;2016-01-15;;Postbus 39;2640AA;Pijnacker;;;;;;Johanna de Krom;'015-3695021';info@skippypepijn.nl;http://www.skippypepijn.nl;1926;Pijnacker-Nootdorp;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/842dbd54-924b-438f-adb2-13c8565a0147
106483122;BSO;Nee;BSO Grote Beer;17;;Ingeschreven;09-08-2018;Tesselsestraat 75 ;2583JH;'s-Gravenhage;0518010000451413;Triodus B.V.;27301844;;BeslotenVennootschap;2016-01-25;;Postbus 85014;3009MA;Rotterdam;;;;;;K. Risselada;'06-22700875';tri.lm.10@triodus.nl;http://www.triodus.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/803eeb9b-3737-40e3-9bdc-19981e8d1cd4
106489938;KDV;Nee;Peuteropvang Woelwater;16;Ja;Ingeschreven;01-03-2016;Varnasingel 201 ;3067EZ;Rotterdam;0599010000285674;Kinderopvang BijDeHand BV;41135920;000026560771;BV;2016-05-13;;Spoorhaven 10 ;2651AV;Berkel en Rodenrijs;;Postbus 85014;3009MA;Rotterdam;;Annemarie de Hulster;'010-2862777';bdh.lm.04@kov-bijdehand.nl;http://www.kov-bijdehand.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4fed790b-18b4-4a9c-95b2-0125a5dfffe8
106504861;VGO;Nee;Aalst;6;;Ingeschreven;13-07-2020;Prinses Irenestraat 16 ;2741DP;Waddinxveen;0627010000003817;Aalst;;;;;;;;;;;;;;;'';;;627;Waddinxveen;212533022;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0f7ffc54-eea3-4e7f-9085-2703be7fcad5
106530306;KDV;Nee;Wasko De Kajuit KDV;16;Nee;Ingeschreven;19-10-2020;Zuidkil 51 ;3356DA;Papendrecht;0590010000006672;Stichting Wasko;41120243;000047956585;Stichting;2016-04-04;;Poldermolen 4 ;3352TH;Papendrecht;;;;;;P. Groenenboom;'0615417736';secretariaat@wasko.nl;http://www.wasko.nl;590;Papendrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/54d3ade0-8915-43a0-82e2-f29162e85c44
106531906;BSO;Nee;Filimo B.V.;60;;Ingeschreven;15-12-2015;Jacob van Campenstraat 8 ;6543LG;Nijmegen;0268010000067794;Filimo B.V.;64053288;000032913400;BV;2016-04-19;;Jacob van Campenstraat 8 ;6543LG;Nijmegen;;Jacob van Campenstraat 8 ;6543LG;Nijmegen;;Krista Ranzijn-Franken;'06-52594430';krista.franken@filimo.nl;http://www.filimo.nl;268;Nijmegen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/96808241-db03-4033-a9d3-f5d4abf9ccea
106533411;VGO;Nee;Streepen;4;;Ingeschreven;20-04-2021;Dirk Vreekenstraat 75 ;1019DP;Amsterdam;0363010000999621;Streepen;;;;;;;;;;;;;;;'';;;363;Amsterdam;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6f79383a-28c9-44eb-991d-61da26b16be2
106544718;BSO;Nee;Kidscasa Kinderopvang Speel en Sport;25;;Ingeschreven;17-12-2020;Kerklaan 5 ;9341AV;Veenhuizen;1699010000000316;Kidscasa Kinderopvang B.V.;01130599;000026559129;Onbekend;2015-11-30;;Groene Zoom 6 ;9301SJ;Roden;;;;;;L. Schuiten;'050 - 50 20 244';info@kidscasa.nl;http://www.kidscasa.nl;1699;Noordenveld;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c1efa6c2-8378-473d-9962-248aa9a90f9d
106557750;VGO;Nee;Boxtel;6;;Ingeschreven;08-10-2019;De Bunders 3 ;5428GC;Venhorst;0755010000000364;Boxtel;;;;;;;;;;;;;;;'';;;755;Boekel;185287864;512128121;921029494;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/59a091c1-969c-4560-aef4-ada7e0c01a10
106558973;VGO;Nee;Dotinga-Twijnstra;6;;Ingeschreven;08-11-2010;Overweg 3 ;8602TS;Sneek;0091010000027179;Dotinga-Twijnstra;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;170370471;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9e350c15-2e2f-45f8-954a-c2f7e4aa788f
106567913;VGO;Nee;Staaijeren;6;;Ingeschreven;25-11-2010;Moerbeigaarde 1 ;2723AA;Zoetermeer;0637010000272017;Staaijeren;;;;;;;;;;;;;;;'';;;637;Zoetermeer;271064845;636229944;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6282a42b-cb55-4e51-9bb0-dbb5859c5ecb
106570092;VGO;Nee;Jongen e/v Derkx;4;;Ingeschreven;07-02-2011;Nieuwstraat 29 ;6271AX;Gulpen;1729010001054541;Jongen e/v Derkx;;;;;;;;;;;;;;;'';;;1729;Gulpen-Wittem;121575597;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ab9008c3-20bb-47ed-975a-0de4bf084834
106585265;KDV;Nee;Villa Okidoki Drie Turven;72;Ja;Ingeschreven;01-01-2010;Leeuwerik 9 ;2295PE;Kwintsheul;1783010000036208;Okidoki B.V.;27308247;;BV;2015-12-21;;Langestraat 132 ;2691BK;'s-Gravenzande;;;;;;M. van der Poll;'017441510';mpoll@okidoki-kdv.nl;http://www.villaokidoki-kdv.nl;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/939d2003-874c-47cb-9314-d61331f5c4b6
106607777;BSO;Nee;Beide Handjes;44;;Ingeschreven;07-11-2018;Molenstraat 1 ;6645BR;Winssen;0209010000011674;Delft;72047097;000072047097;Eenmanszaak;2018-07-13;;;;;;Molenstraat 1 ;6645BR;Winssen;;Natasje van Delft;'06-525417748';natasjavandelft@gmail.com;;209;Beuningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/33cb668c-8e2a-4a4a-b658-b093cb0258d7
