OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
994,00299,Hanzestraat,"Een hanze of hanza ('groep', 'schare' of 'gevolg' als van het Oudhoogduits Hansa) was een samenwerkingsverband van handelaren en steden tijdens de middeleeuwen.  Ter bescherming werden er aanvankelijk kleine en later steeds grotere samenwerkingsverbanden gevormd, waarvan sommige gilde werden genoemd. Arnhem was een Hanzestad.",,"669/117, D47-89",,,"a, G",,19631217,,497.843796066555
995,00694,Paddestoelstraat,Naar de bekende zwammen.,,"18921, D47-158",,,"b, P",,19730702,,158.067792060332
996,00990,Warmoesstraat,"Nabij de akkerstraat enz.; warmoes is oude naam voor groenten.",,,,,,,19980108,,85.3641786154036
997,01459,Katsbergpad,Plaats in de provincie Limburg.,,"27209, D47-201",,,"e, H",,19820621,,102.302753355127
998,01693,Jules Vernehof,"Frans schrijver (1828-1905). Bekend van o.a. 'De reis om de wereld in 80 dagen' (1872), 'Het geheimzinnige eiland' (1874)  en 'Reis naar het middelpunt der aarde' (1864).",schrijver (1828-1905),"BPS96/102N, D47-338",,,"L, i",,19960902,,116.327274461691
999,00231,Everwijnlaan,"Naar familie Everwijn, eigenaar van landgoed Warnsborn in de 17e eeuw.",eigenaar van landgoed Warnsborn in de 17e eeuw,2010.0.107.799,,,"g, PQ",,20101109,,104.71038502194
1000,00520,St. Laurentiuslaan,Zie St. Gangulphusplein.,,"37705, D47-206",,,"e, P",,19830405,,758.236578485145
1001,00792,Rijnkade,Aangelegd volgens ontwerp in 1853 van de stadsarchitect H.J. Heuvelink op de vestingswerken van Prins Maurits (in 1626).,,,,,,,19950101,,2495.37592075916
1002,00732,Populierstraat,Loofboomsoort.,,,,,,,19550425,,203.799180251621
1003,00130,Buysstraat,"J.T. Buys (1828-1893), staatsrecht-geleerde, hoogleraar te Amsterdam en Leiden.",staatsrecht-geleerde en hoogleraar (1828-1893),,,,,,19420804,,246.167991335222
1004,00230,Eusebiusplein,Zie beschrijving Eusebiusbinnensingel.,,,,,,,19950101,,88.0702425389082
1005,00507,Laan van Presikhaaf,Naar het landgoed 'Presikhaaf'.,,,,,,,19510108,,2231.39955902212
1006,02087,Novahof,Nova is Latijns en betekend nieuw.,,198554,,,2017-NOR-008,,20171205,,105.645663423977
1007,00695,Palestrinastraat,Giovanni Pierluigi da Palestrina (1525-1594). Italiaans kerkcomponist.,kerkcomponist (1525-1594),,,,,,19310518,,157.134455477666
1008,00523,Leeghwaterstraat,"Jan A. Leeghwater (1575-1650), waterbouwkundige, architect, molen-en kastenmaker, leidde o.a. de droogmakerij van de Beemster.",molenmaker en waterbouwkundige (1575-1650),,,,,,19260412,,187.039590650776
1009,01923,Zevenbladstraat,"Vaste plant uit de schermbloemenfamilie. Hoewel de plant als onkruid wordt bezien, is zevenblad eetbaar en wordt ook als pijnstiller gebruikt.",,2007.0.042.387,,,2007-geo-00342,,19-6-2007,,238.668197586738
1010,00533,Lingestraat,Rivierenbuurt. De Linge stroomt in de Betuwe van Doornenburg tot Gorinchem.,,,,,,,19500320,,133.834536017352
1011,01257,Haarlemweg,Plaats in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,451.491389832347
1012,00886,Sweelincklaan,"Jan Pieterszoon Sweelinck (1562-1621), componist, organist Oude kerk te Amsterdam.",componist en organist (1562-1621),,,,,,19310518,,584.631006461934
1013,00437,Keizershof,"Voor deze op zichzelf staande wijk is een serie namen gekozen, die in de Over-Betuwe voorkomen, hoofdzakelijk als namen van boerderijen. Zij zijn ontleend aan oude topografische kaarten het werk 'De Betuwe' van de heer Hol e.a.  Bij de benaming van deze wijk is gekozen voor ""hof"" voor de woningen en ""straat"" voor het verkeer.",,"669, D47-112a",,,"b, T",,19680401,,138.505790912939
1014,00771,Roemer Visscherstraat,"Roemer Visscher (1547-1620). koopman, dichter. Dochters: Anna 1583-1651 en Maria Tesselschade 1594-1649, bekend in de Muiderkring (naam Tesselschade gekregen n.a.v. bij Texel verloren gegaan schip).",koopman en dichter (1547-1620),,,,"a, K",,19280206,,545.838845123668
1015,01469,Schepen Bierwischstraat,"Johan Birwisch, schepen te Arnhem rond 1395. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid omstr. 1395,"37394, D47-207",,,"e, O",,19830516,,302.784736298269
1016,01690,Alexandre Dumasstraat,"Alexandre Dumas (1802-1870), Frans schrijver. Bekend van o.a. ' Les Trois Mousquetaires' (1844), 'Le Comte de Monte Cristo' (1844-1845)  en 'La reine Margot' (1845; meer bekend als 'Parijse bloedbruiloft')",schrijver (1802-1870),"BPS96/102N, D47-338",,,"L, i",,19960902,,42.1911347370511
1017,01123,Aduardstraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,278.817556040483
1018,01637,Bertha von Suttnerstraat,"Bertha von Suttner-gravin Kinsky zu Wchinitz und Tettau (1843-1914). Winnares van de Nobelprijs voor de Vrede in 1905. Erevoorzitter van het Internationaal Bureau voor de Vrede, te Bern. Auteur van 'Die Waffen nieder!' Bertha von Suttner richtte de vredesbeweging in Oostenrijk op en was een tijdlang vice-voorzitter van de Interparlementaire Unie voor Vrede.",nobelprijswinnaar voor de Vrede (1843-1914),"92.011748, D47-319",,,"RW2, A",,19920706,,298.202194401778
1019,00676,Oranjewachtstraat,"Genoemd naar de verzetsgroep tijdens de bezetting van 1940-1945: ""De Oranjewacht"".",,,,,,,19540906,,472.679334623567
1020,00121,Broerenstraat,"Het Minderbroederklooster (Observanten) werd gesticht in 1488, de kerk werd gesloopt in 1805. Het klooster stond aan de zuidzijde van de hoek met de Nieuwstraat. Aan de noordzijde lag het voormalige ""Weduwenhuis over de Broeren"".",,"669, 981, tek.nr 23897",,,"a, B",,19620625,,461.742408594317
1021,00387,Jac. van Looystraat,"Jacobus van Looy (1855-1930), schilder en schrijver.",schilder en schrijver (1855-1930),,,,,,,,276.645235159349
1022,00247,Fuckspad,"Valentini Fucks, muzikant en componist omstreeks 1740, van wie bij het 150 jarig bestaan van St. Caecilia in 1741 een concert werd uitgevoerd.",muzikant en componist (omstr. 1740),"981, D47-64",,,"a, L",,19591130,,82.9255386742642
1023,01251,Wolvegastraat,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,131.094768053312
1024,00693,Paasberglaan,"Naar de vroegere heuvel 'De Paasberg', waarop vroeger waarschijnlijk de paasvuren ontstoken werden.",,,,,,,19330109,,783.109583515923
1025,01530,Aletta Jacobsstraat,"Aletta Henriette Jacobs (1854-1929), Nederlandse arts en feministe. Zij was de eerste vrouw die afstudeerde als arts aan een Nederlandse universiteit. Zij hield zich bezig met verbeteringen van de arbeidsomstandigheden voor vrouwen en het vrouwenkiesrecht.",arts en feministe (1854-1929),"604412, D47-256",,,"g, K",,19861124,,71.5979426498813
1026,00024,Andoornstraat,"Veld- en oeverplant, lipbloemenfamilie.",,,,,,,19491121,,81.7830908526944
1027,00745,Raketpad,"Plantensoort uit de kruisbloemenfamilie, akkerkruid.",,,,,,,19570611,,75.3885234788426
1028,00530,Van Limburg Stirumlaan,"Leopold, graaf van Limburg Stirum (1758-1840). Lid van het driemanschap van 1813.",lid van het driemanschap van 1813 (1758-1840),,,,,,19130113,,722.642313450245
1029,00460,Klarenbeekstraat,Genoemd naar het landgoed Klarenbeek.,,,,,,,,,211.954223910084
1030,00692,Paardensteeg,,,"67659, D47-239",,,"g, D",,19851216,,52.0725645284241
1031,00274,Van Goghstraat,"Vincent van Gogh (1853-1890), vermaard schilder. Een belangrijke verzameling van zijn werken bevindt zich in het Kröller Müllermuseum op de Hoge Veluwe.",schilder (1853-1890),"773, tek.9595, 9805",,,"a, M",,19280116,,377.596997736772
1032,01179,Leerdamstraat,Plaats in de provincie Zuid-Holland.,,,,,,,19750101,,475.809697859198
1033,01711,Antoon Coolenstraat,"Antoon Coolen (1897-1961), Nederlands schrijver. Bekend van o.a. 'Het donkere licht' (1929), 'Peelwerkers' (1930) en 'Herberg 't Misverstand' (1938).",schrijver (1897-1961),"BPS96/102N, D47-338",,,"L, i",,19960902,,188.554719630165
1034,00167,Dennenweg,,,,,,,,,,758.961853739711
1035,01671,Cabaret,Begrip uit de toneel- en theaterwereld. Aansluitend bij de namen van kleinkunstenaars in het ernaast gelegen gebied.,,"95,026940, D47-333",,,"RW2, G",,19950904,,155.622174083322
1036,01261,Krommeniehof,Plaats in de gemeente Zaanstad in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,227.344380883331
1037,01806,Stratenmakersveste,Thema metamorfosen: ambachten. Een stratenmaker is een vakman die straten (en stoepen etc.) aanlegt en onderhoudt.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,585.715445709321
1038,01840,Hunnenveld,Een nomadische volksstam uit Mongolië die in de vijfde eeuw plunderend te paard door Europa trok.,nomadische volksstam uit Mongelië,"rgi/04/85, D47-383",,,"m, A",,20040525,,258.121987710956
1039,01326,Koewei,De naam is ontleend aan de in het voormalige Elden voorkomende weidegronden. Verwijzing naar de agrarische oorsprong van dit gebied.,,"24285, D47-168",,,"c, S",,19760913,,414.144604417822
1040,01265,Zaandampad,Plaats in de gemeente Zaanstad in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,97.7817197045917
1041,01072,Zuringstraat,"Plantensoort. Zuring is een geslacht van meest overblijvende, kruidachtige planten uit de duizendknoopfamilie. ",,,,,,,19480726,,260.197869136802
1042,02085,Stapelwolk,"Metamorfosen thema: Weer & Wind, Wolken, Zon, Jaargetijden. Een stapelwolk is een grote wolk die zich door opstijgende, warme luchtstromingen en de condensatie van vocht in verticale richting ontwikkelt met bolle, bloemkoolachtige vormen",,169956,,,2016-NOR-007 gew.,,20170815,,361.784340662521
1043,00289,Grondelstraat,"Vissoort, baarsachtige.",,,,,,,19360810,,326.273867121715
1044,01001,Weg langs de Begraafplaatsen,Weg over het terrein van de begraafplaats Moscowa.,,,,,,,,,1861.87323338536
1045,00099,Boudewijn van Roonstraat,"Kanselier van Gelderland (1519-1578), werd afgezet door Jan van Nassau, bij de overgang van de stad, wegens zijn Spaanse gezindheid. Hij bewoonde enige tijd Slot Valckesteyn, gelegen tussen de gemeenten Poortugaal en Rhoon.",kanselier van Gelderland (1519-1578),6561/3,,,"a, F",,19341112,,168.006236861493
1046,01936,Laan van de Parachutisten,Thema: Slag om Arnhem en de Bevrijding. Parachutisten werden gedropt als onderdeel van de operatie Market Garden.,,2011.0.093.624,,,2007-GEO-00121,,25-7-2011,,156.118888897857
1047,01420,Limburgsingel,Naar de provincie Limburg.,,"15972, D47-197",,,"e, B",,19810629,,1528.54792100451
1048,02030,Regiment Pontonniers,"Een regiment is een militaire eenheid en bestaat van oudsher uit gevechtseenheden van dezelfde aard (infanterie, cavalerie, etc.) met enkele ondersteunende eenheden. Pontonniers is een onderdeel dat zich met het bouwen van (tijdelijke) bruggen bezighoudt.",,2014.0.014.241,,,2013-NOR-006,,20140218,,395.406702247792
1049,00087,Bontekoestraat,"Willem IJsbrandt Bontekoe (1587-1646), zeevaarder. Bontekoe voer in 1618 naar Indië.",zeevaarder (1587-1646),"669, D47-90",,,"a, G",,19640113,,425.220746330266
1050,00597,Middelgraaflaan,Naam van wetering in de polder Malburgen.,,"669, D47-108",,,"b, R",,19671129,,313.901879702674
1051,00734,Potgieterstraat,"Everhardus J. Potgieter (1808-1875), koopman, schrijver, dichter.",,,,,"a, K",,19280206,,160.504598505279
1052,01802,De Veste,Thema metamorfosen: ambachten. Een vestingstad of vestingplaats is een met vestingwerken versterkte stad of nederzetting met als doel het controleren van strategische punten.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,188.871358044985
1053,00452,Kieftskampstraat,"18e-eeuws landhuis Kieftskamp, gem Vorden.",,"669 , D47-96",,,"a, F",,19650809,,86.3003069539153
1054,00996,Wederikpad,Oeverplant.,,"669, D47-83",,,"b, R",,19621105,,81.5206170458124
1055,01156,Barendrechtstraat,Plaats in de provincie Zuid-Holland.,,,,,,,19000102,,212.143954472394
1056,02011,Largostraat wordt Opusstraat,Een enkelvoudige muzikale compositie. Het is een Latijns woord dat werk betekent.,,2013.0.036.773,,,2013-NOR-003,,20130423,,289.752608192818
1057,01307,Lorkeboomstraat,"Naaldboom behorende tot de dennenfamilie, ook lariks genoemd.",,"16303, D47-167",,,"a, K / c, B",,19751006,,139.715186954765
1058,01672,Ank van der Moerdreef,"Anna Maria Rekers-Van der Moer (1912-1983), Nederlands actrice. Ontving in 1955 en 1964 de Theo d'Or voor beste actrice, en in 1961 en 1963 den Zilveren Bouwmeesterpenning.",actrice (1912-1983),"95-026089, D47-332",,,"RW2, H",,19950904,,287.592663393099
1059,01560,Dr. Willem Dreessingel,Willem Drees (1886-1988) was minister-president voor de PvdA tussen 1948-1958. Hij wordt beschouwd als een van de belangrijkste naoorlogse Nederlandse politici. Onder zijn leiding vonden zowel de dekolonisatie als de wederopbouw van Nede,minister-president (1886-1988),"805135, D47-280",,,"RW3, E",,19880704,,1559.60434556347
1060,00100,Boulevard Heuvelink,"Aanvankelijk alleen Boulevard genoemd; hieraan toegevoegd 'Heuvelink' naar H.J. Heuvelink, stadsarchitect, ontwerper van Weerdjesstraat e.o. en de singels in de Spijker- en Boulevardkwartier.",architect (1833-1901),,,,,,19950101,,1698.77943882205
1061,00272,De Goeijenlaan,Mr. A. de Goeijen was de laatste eigenaar en bewoner van het landgoed Angerenstein voordat het landgoed eigendom werd van de Gemeente Arnhem..,laatste eigenaar van het landgoed Angerenstein,,,,,,19400205,,302.710373861188
1062,01983,Het Zwin,"Thema: wateren, rivieren en zeearmen uit het Scheldegebied. Natuurgebied dat gelegen is aan de monding van de Westerschelde",,2011.0.003.442,,,2010-GEO-00417,,20110201,,700.457922317555
1063,01254,Aerdenhouthof,Plaats in de provincie Noord Holland,,"18924, D47-159",,,"b, P",,19730702,,277.730466580594
1064,00145,Coehoornstraat,"Menno van Coehoorn (1641-1704), vestingbouwkundige. Hij ontwierp fortificaties te Arnhem (bijvoorbeeld het retranchement in 1701). Coehoornstraat lag midden in het retranchement. Vroeger werd de plek ""Vliegerenberg"" genoemd. Maar in de 19e eeuw werd dit een begraafplaats welke rond 1925 werd geruimd.",vestingbouwkundige (1641-1704),,,,,,,,172.076086012754
1065,00021,Amorijstraat,"Anton Herman Amorij (1862-1930), Arnhems musicus en dirigent.",musicus en dirigent (1862-1930),"981, D47-64",,,"a, L",,19591130,,287.414974568523
1066,00046,Batavierenweg,"Naar Bataven, Germaanse bewoners van de Betuwe in de Romeinse tijd.",,43755 - 68766,,,"d,B en D47-233 D47-177",,19780116,,10323.2680889469
1067,01808,Smidsveste,"Thema metamorfosen: ambachten. Een smid is een ambachtsman, een bewerker van metaal.",,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,108.132952285144
1068,01233,Drachtenpad,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,161.266773513971
1069,00584,Mendelssohnlaan,Felix Mendelssohn Bartholdy (1809-1847). Duits componist-pianist. Zijn 'Hebriden-ouverture' is bekend.,,"981, D47-64",,,"a, L",,19591130,,570.631490084716
1070,01884,Hoefijzerpad,Historische veldnaam,,SB/OBEH/06/424,,,D47-403,,18-4-2006,,601.746379277616
1071,00397,Jansplein,Zie Jansplaats.,,,,,,,19010101,,236.4430828926
1072,00794,Rijnwijk,Woonwijk bij de Rijn.,,"601081, D47-243",,,"g, G",,19860324,,515.909701157687
1073,01295,Koedijkpad,Plaats in de gemeente Langedijk in de provincie Noord-Holland,,"3337, D47-160",,,"c, IJ",,19740701,,47.6795301118192
1074,01976,Braakman,"Thema: wateren, rivieren en zeearmen uit het Scheldegebied. De Braakman is een voormalige zeearm van de Westerschelde",,2011.0.003.442,,,2010-GEO-00417,,20110201,,371.911418868089
1075,00763,Richard Kolfschotenlaan,"R.J.C.T. Kolfschoten (1891-1919), lid van de Raad van Arnhem.",Arnhems raadslid,,,,,,19290326,,103.883946836458
1076,01363,Eindhovensingel,Plaats in de provincie Noord-Brabant.,,"43759, D47-173",,,"c, QR",,19780116,,1169.12978357115
1077,01358,Heerlenstraat,Plaats in de provincie Limburg.,,"43757, D47-178",,,"c, QR",,19780116,,775.360674486264
1078,00986,Walburgstraat,"Naar de St. Walburgiskerk; deze kapittelkerk werd te Tiel gesticht (ca. 1000), maar na een oproer aldaar naar Arnhem verplaatst (1328) ( zie ook Maria van Gelderstraat). De kerk werd in 1575 stadsmagazijn en provoost voor militairen.In 1808 door Lodewijk Napoleon teruggegeven aan R.K. gemeente, gerestaureerd in 1855. Na de verwoesting in 1944 herbouwd omstreeks 1950.",,"4679, 21568",,,"a, B",,19511105,,325.900700874015
1079,01174,Klaaswaalpad,"Plaats in de provincie Zuid-Holland, nu gemeente Cromstrijen.",,"10596, D47-165",,,"d, B",,19750310,,49.4340286403802
1080,01260,Kortenhoefpad,Plaats in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,97.3889522137393
1081,00812,Schilderstraat,"Ambachtelijke professie, net als de verwijzing naar de brouwer.",,,,,,,19950101,,141.16772441469
1082,00119,Brinkweg,"Langs het landgoed 'den Brink', thans terrein van de KEMA.",,,,,,,19960909,,1197.05854433082
1083,01716,Le Mairehof,"Jacques le Marie (1585-1616), Nederlands zeevaarder en ontdekkingsreiziger van Antwerpse afkomst. Hij is de geschiedenis ingegaan als ontdekker van Kaap Hoorn.",zeevaarder en ontdekkingsreiziger (1585-1616),"bps96/137n, D47-341",,,"j, T",,19961104,,275.29457730597
1084,01207,Warmondpad,Plaats in de provincie Zuid-Holland.,,,,,,,19750101,,46.2803953061121
1085,00952,Van Verschuerplein,"Mr. B.Ph. baron van Verschuer, lid van de gemeenteraad van 1870-1910, beijverde zich voor volkshuisvesting en ambachtsonderwijs.",gemeenteraadslid van 1870-1910,,,,,,19120603,,357.430222995195
1086,00148,Colenbranderstraat,"Theodoor A.C. Colenbrander (1843-1930), sierkunstenaar, architect, binnenhuisdecorateur.","sierkunstenaar, architect en binnenhuisdecorateur (1843-1930)",,,,,,19340108,,274.078634342773
1087,01747,Garnizoenstraat,Legerafdeling met een vaste standplaats. De straat ligt langs het terrein van de Menno van Coehoornkazerne.,,BD/PBZ/1999/13,,,"k, F",,19991004,,328.461603090325
1088,00927,Valkhofplein,"Het Valkhof, Palts te Nijmegen, in 1155 gebouwd en in 1796 gesloopt.",,"669 , D47-96",,,"a, F",,19650809,,273.224414695139
1089,00774,Roggestraat,Vroeger Roghestraatje genoemd. Herkomst van de naam is niet zeker.,,,,,,,19010101,,110.967820316057
1090,00411,Joris van der Haagenlaan,"Joris van der Haagen (ca.1615-1669), waarschijnlijk geboren te Arnhem. Schilder van Gelderse landschappen, vestigde zich in 1640 te Den Haag.",schilder (ca.1615-1669),"981, W.219-7",,,a. K,,19560903,,832.96385481586
1091,01752,Franciscanenstraat,Naar de monnikenkloosterorde Franciscanen.,,BD/PBZ/1999/14,,,"k, G",,19991004,,175.423432174181
1092,00019,Aldenhaagstraat,Vernoemd naar Huis Aldenhaag te Zoelen. Eind 13e-eeuw werd het huis bewoond.  Nu is alleen nog een burchtheuvel te zien.,,"669 , D47-96",,,"a, F",,19650809,,118.469653865958
1093,01014,Westeinde,Het door de spoorlijn afgesneden gedeelte van de Rosendaalseweg.,,"806936, D47-282",,,"i, A",,19880815,,126.582085337961
1094,00327,Herman Gorterstraat,"Herman Gorter (1864-1927), dichter, schreef in 1889 het gedicht 'Mei'.",dichter (1864-1927),,,,"a, K",,19280206,,58.5499039094856
1095,00307,Havikstraat,"Vogelsoort, krachtige roofvogel.",,,,,,,19511015,,58.1108383257838
