OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
931,00447/10/515,Betonsteen,Parkeervak,Betonsteen keiformaat,14.09,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,14.0913135,20.8530804028921
932,00447/10/514,Betonsteen,Parkeervak,Betonsteen keiformaat,42.08,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,42.0843615,49.7685833215675
933,00447/10/513,Betonsteen,Parkeervak,Betonsteen keiformaat,32.47,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,32.473296,41.8412446809217
934,00447/10/512,Betonsteen,Parkeervak,Betonsteen keiformaat,39.84,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,39.837033,50.4730746171459
935,01267/22/2,Betontegels,Speelplaats,Betontegels,74.1,speelplaats,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Particulier,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,74.0956575,34.7895336931699
936,01267/22/1,Betontegels,Speelplaats,Betontegels,2573.99,speelplaats,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Particulier,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,2573.987484,440.198368952711
937,01267/22/6,Betontegels,Speelplaats,Betontegels,713.85,speelplaats,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Particulier,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,713.8538625,161.257910808994
938,01267/21/511,Betontegels,Speelplaats,Betontegels,384.78,speelplaats,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,384.7804845,135.801118768108
939,01267/22/3,Betontegels,Speelplaats,Betontegels,104.04,speelplaats,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Particulier,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,104.037848,40.8129110802368
940,01267/22/5,Betontegels,Speelplaats,Betontegels,29.18,speelplaats,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Particulier,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Eimerssingel-Oost,2008,29.1765265,21.9728971812791
941,01077/90/516,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,240.05,rabatstrook  links,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Zijpendaalseweg,2012,240.049364,696.934320068899
942,00403/10/510,Asfalt,Hoofdrijbaan,Asfalt,39.89,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Javastraat,2009,39.887307875,36.6961491454079
943,00403/10/509,Asfalt,Hoofdrijbaan,Asfalt,192.7,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Javastraat,2009,192.7005465,97.5714518689772
944,00403/10/508,Asfalt,Hoofdrijbaan,Asfalt,291.25,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Javastraat,2009,291.2498865,137.147755058342
945,00593/50/503,Betontegels,Trottoir,Betontegels,179.45,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Mesdaglaan,2011,179.44629459,199.848677197689
946,00593/50/502,Betontegels,Trottoir,Betontegels,152.98,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Mesdaglaan,2011,152.97918254,181.595335366055
947,00629/10/530,Betonsteen,Trap,Elementen verharding,2.28,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Neerlandstuinstraat,1975,2.277528,6.08382716207338
948,00325/10/516,Betontegels,Trottoir,Betontegels,2.22,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Herenstraat,2010,2.218306,5.96260415102154
949,01753/10/538,Betonsteen,Trap,Elementen verharding,2.29,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Jezuietenstraat,2000,2.2918705,6.28595798154511
950,01753/10/539,Betonsteen,Trap,Elementen verharding,99.96,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Jezuietenstraat,2000,99.9593435,40.4457525494877
951,01754/10/542,Betonsteen,Trap,Elementen verharding,13.61,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Norbertijnenstraat,2000,13.612127,17.6839242777056
952,01675/10/7,Betonsteen,Trap,Elementen verharding,5.46,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Elise Hoomanshof,1997,5.463106,9.75783912063538
953,01675/10/8,Betontegels,Voetpad,Betontegels,52.64,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Elise Hoomanshof,1997,52.6367165,35.2694879146794
954,00149/10/510,Betonsteen,Trap,Elementen verharding,12.23,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Conifeerstraat,2014,12.2288165,15.7761557947332
955,00212/10/508,Betonsteen,Trap,Elementen verharding,14.99,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Eikstraat,1975,14.991055,16.2937590653095
956,00999/20/506,Gebakken steen,Fietspad,Klinker dikformaat,324.51,fietspad,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Weerdjesstraat,2017,324.506814,303.563997807266
957,01831/20/524,Betonsteen,Voetpad,Grasstenen,133.46,voetpad,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Fanny Blankers-Koenstr,2006,133.4598085,137.462863145388
958,01831/20/525,Betonsteen,Voetpad,Grasstenen,148.39,voetpad,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Fanny Blankers-Koenstr,2006,148.391317,152.400787534377
959,00668/50/514,Betonsteen,Busbaan,Betonstraatstenen,94.92,bushalte links,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,94.92100694,87.7178808298991
960,00668/50/503,Betonsteen,Fietspad ,Betonsteen dikformaat,311.5,fietspad links,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,311.50177125,275.442011367738
961,00748/20/518,Cementbeton,Trap,Beton,10.44,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Rappardstraat,1974,10.436455,13.7742058458763
962,00408/20/542,Betontegels,Trap,Betontegels,6.11,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Johannastraat,1974,6.109551,10.018759960208
963,01043/10/513,Betontegels,Voetpad,Betontegels,9.04,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Willemstraat,1975,9.0364425,12.3159933225312
964,00821/10/508,Betontegels,Trap,Betontegels,17.87,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Schutterstraat,1975,17.8694075,25.6235740019094
965,00461/30/525,Betontegels,Trap,Betontegels,6.29,Trap,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-West,Klarendal,Klarendalseweg,2010,6.2918985,12.6186823098813
966,00408/10/517,Betontegels,Voetpad,Betontegels,4.86,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Johannastraat,1974,4.864597,9.19958118552674
967,01468/10/510,Betontegels,Trap,Betontegels,4.69,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,De Kapel,1975,4.686543,8.69358918897188
968,01848/60/529,Asfalt,Brugdek,Asfalt,57.6,brugdek,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Vredenburg / Kronenburg,Park Immerloo,2013,57.601542,44.4103906183239
969,01515/10/523,Betonsteen,Trap,Elementen verharding,2.62,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Agnietenplaats,1986,2.6182285,6.5072019747042
970,00638/20/520,Betonsteen,Trap,Elementen verharding,50.79,Trap,Weg in woongebied,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2000,50.793696,43.8514211254689
971,00638/20/521,Betonsteen,Trap,Elementen verharding,42.58,Trap,Weg in woongebied,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2000,42.578867,26.8092522527513
972,00668/50/502,Betonsteen,Fietspad ,Betonsteen dikformaat,122.52,fietspad links,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,122.52448916,106.593850569139
973,00668/50/509,Betontegels,Trottoir,Betontegels,396.61,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,396.60664,354.158083680622
974,00668/50/508,Betontegels,Trottoir,Betontegels,13.49,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2018,13.49191365,14.8438866922443
975,00668/50/507,Betontegels,Trottoir,Betontegels,17.36,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2018,17.3617099,16.2172867116771
976,01392/40/537,Betontegels,Doorsteek,Betontegels,5.47,doorsteek,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,2016,5.46992985,10.8172710217554
977,01392/40/535,Betontegels,Doorsteek,Betontegels,6.05,doorsteek,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,2016,6.0542245,10.87420759703
978,01502/10/504,Cementbeton,Trap,Beton,19.72,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Schepen van Hemerthstr.,1986,19.724342,23.7148156604424
979,00614/10/524,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,313.83,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Mozartstraat,2012,313.833601,128.652561914753
980,00614/10/525,Gebakken steen,Drempel,Klinker dikformaat,17.18,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Mozartstraat,2012,17.181121,17.0566812415265
981,00614/10/527,Gebakken steen,Drempel,Klinker dikformaat,17.6,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Mozartstraat,2012,17.600336,17.2406902017869
982,00614/10/528,Gebakken steen,Drempel,Klinker dikformaat,17.48,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Mozartstraat,2012,17.4767365,17.2052530781392
983,00297/20/5,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,237.01,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Handelstraat,2012,237.007626,102.102958759588
984,00297/20/6,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,248.08,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Handelstraat,2012,248.0764988,112.787632309365
985,00140/71/529,Gebakken steen,In- uitrit,Klinker dikformaat,19.32,in- uitrit rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Cattepoelseweg,2013,19.3177927,19.794221962372
986,00638/20/522,Betonsteen,Trap,Elementen verharding,45.55,Trap,Weg in woongebied,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2000,45.551804,27.7989363774771
987,01268/10/508,Betontegels,Voetpad,Betontegels,4.74,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Bossen en Parken,Malburgen Oost (Zuid),Ridderhof,1980,4.7361,8.73072952870518
988,01848/60/530,Cementbeton,Trap,Beton,6.45,Trap,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Zuid-Oost (Malburgen),Vredenburg / Kronenburg,Park Immerloo,2013,6.451307,12.6687759991567
989,00258/40/514,Cementbeton,Trap,Beton,17.03,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen West,Gelderse Rooslaan,2013,17.028292,21.1893652249255
990,00668/50/506,Betontegels,Trottoir,Betontegels,83.94,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,83.94066444,85.8618980120364
991,00668/50/521,Betontegels,Verkeersdruppel,Betontegels,13.73,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2018,13.72608465,14.7466343204061
992,00668/50/520,Cementbeton,Verkeersdruppel,Beton,50.39,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2018,50.3944795,75.6561358078523
993,00700/40/512,Betontegels,Trottoir,Betontegels,144.58,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Parkstraat,1983,144.5798148,134.467360202572
994,00700/40/511,Betontegels,Trottoir,Betontegels,129.89,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Parkstraat,1983,129.887494,104.134121085876
995,00773/10/504,Betontegels,Trottoir,Betontegels,19.92,trottoir algemeen,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Roermondsplein,2018,19.91865155,17.5003848511456
996,01600/10/507,Betonsteen,Trap,Elementen verharding,15.87,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Newtonstraat,1995,15.8748415,25.4393819032022
997,01821/100/515,Asfalt,Brugdek,Asfalt,456.48,brugdek,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Minervasingel,2009,456.4825255,171.18064086387
998,01413/60/516,Asfalt,Brugdek,Asfalt,31.52,brugdek,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Kroonse Wal,1982,31.515257,33.9865650951566
999,01413/50/518,Asfalt,Brugdek,Asfalt,51.32,brugdek,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Kroonse Wal,2009,51.3225545,31.5930473281587
1000,00551/20/510,Betonsteen,Trap,Elementen verharding,8.39,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Lijsterstraat,2011,8.3880155,11.9518174289751
1001,01748/20/516,Betonsteen,Trap,Elementen verharding,31.6,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Lindenheuvel,1995,31.5951725,31.1471242374108
1002,00890/10/517,Betonsteen,Trap,Elementen verharding,2.34,Trap,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Talmaplein,2007,2.336189,6.67293660438482
1003,01424/10/506,Betonsteen,Trap,Elementen verharding,58.04,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Gronsveldkade,1982,58.0360175,37.713852463102
1004,01079/10/529,Betontegels,Voetpad,Betontegels,2.63,voetpad,Weg in verblijfsgebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Randweg,1993,2.6310895,6.69502080509986
1005,01407/10/526,Betontegels,Voetpad,Betontegels,4.49,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,De Burcht,2005,4.489121,11.6421819417399
1006,00668/50/528,Betonsteen,Oversteekplaats,Betonstraatstenen,9.56,oversteekplaats,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,9.5566549,15.0997219932721
1007,00668/50/527,Betonsteen,Oversteekplaats,Dubbelklinker 20x20,13.61,oversteekplaats,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2018,13.6097613,17.4178404780792
1008,00700/40/508,Gebakken steen,Parkeervak,Klinker waalformaat,34.52,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Parkstraat,1983,34.5163547,51.6447244264217
1009,00700/40/507,Gebakken steen,Parkeervak,Klinker waalformaat,55.13,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Parkstraat,1983,55.125347,75.9646897340069
1010,00827/10/502,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,145.81,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Singelstraat,1992,145.8105425,86.0332602028509
1011,00827/10/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,408.65,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Singelstraat,1992,408.6497475,216.125208851913
1012,01943/30/4,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,121.13,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Lokaalspoor,2009,121.125049885,171.188381185178
1013,01943/30/5,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,111.8,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Lokaalspoor,2009,111.798065,170.630411969787
1014,00122/50/528,Betonsteen,Trap,Elementen verharding,9.05,Trap,Weg in verblijfsgebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,9.0509335,12.0386629514449
1015,00112/10/510,Betonsteen,Trap,Elementen verharding,2.14,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Breitnerstraat,2011,2.135948,6.21744330672437
1016,01103/74/8,Asfalt,Trottoir,Asfalt,49.11,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,49.1071925,52.3810697711553
1017,00845/10/521,Betonsteen,Trap,Elementen verharding,9.17,Trap,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,9.166601,16.0997886228761
1018,01117/10/509,Betonsteen,Trap,Elementen verharding,5.33,Trap,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningenpark,1972,5.3278895,13.8287952130843
1019,01117/10/510,Betontegels,Voetpad,Betontegels,25.96,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningenpark,1972,25.9591445,19.4489903216419
1020,01117/10/511,Betonsteen,Trap,Elementen verharding,5.7,Trap,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningenpark,1972,5.699338,13.5104476561685
1021,01099/10/506,Betonsteen,Trap,Betonsteen keiformaat,5.27,Trap,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Oudeschanspad,1975,5.2748385,12.044825281147
1022,01943/30/504,Betonsteen,Parkeervak,Betonstraatstenen,18.56,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Lokaalspoor,2009,18.56119,25.0271370684093
1023,01943/30/503,Betonsteen,Parkeervak,Betonstraatstenen,9.27,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Lokaalspoor,2009,9.27241,14.2391580201361
1024,01933/10/505,Betonsteen,Parkeervak,Betonstraatstenen,79.37,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,79.371084,80.1309882275168
1025,01933/10/502,Betonsteen,Hoofdrijbaan,Betonstraatstenen,216.07,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,216.07368631,228.210981566543
1026,01933/10/501,Betonsteen,Hoofdrijbaan,Betonstraatstenen,235.4,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,235.398069475,258.172235002386
1027,01933/10/508,Betonsteen,Molgoot,Betonstraatstenen,41.16,molgoot,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,41.1551535,115.00390257447
1028,01933/10/507,Betonsteen,Molgoot,Betonstraatstenen,35.54,molgoot,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,35.535726,99.5500406786096
1029,01933/10/511,Betontegels,Trottoir,Betontegels,100.77,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,100.7721015,102.982228046925
1030,01933/10/510,Betontegels,Trottoir,Betontegels,149.56,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeilvaart,2009,149.564031515,138.973396158952
1031,01929/20/502,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,507.02,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Ruimtevaart,2009,507.0248785,250.789764605104
