FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.1384,Berm met geleideconstructie,3.25 -> 3.25,Buitenberm,H,600469416,2021-11-01T00:00:00,0,194,060046941620211101,KLK0008224498,R,I,,"LINESTRING (198368.39310000092 316747.73959999904, 198382.57840000093 316733.6405999996, 198392.9915000014 316722.8409000002, 198452.25239999965 316660.2322999984, 198485.67830000073 316623.0463999994, 198495.56909999996 316611.7659999989, 198500.564100001 316605.79199999943)"
wegbermen_wegvak.1385,RIMOB,4.5 -> 4.5,Buitenberm,H,600469441,2021-11-01T00:00:00,452,458,060046944120211101,KLK0008224539,L,I,,"LINESTRING (199006.23149999976 316074.6730000004, 199005.07429999858 316076.8264000006, 199003.27479999885 316079.89279999956)"
wegbermen_wegvak.1386,Geleide barriers,4.5 -> 4.5,Buitenberm,H,600469441,2021-11-01T00:00:00,458,542,060046944120211101,KLK0008224538,L,I,,"LINESTRING (199003.27479999885 316079.89279999956, 199000.0128000006 316085.4514000006, 198994.48550000042 316094.001600001, 198988.7628000006 316102.20230000094, 198954.71460000053 316148.3808999993)"
wegbermen_wegvak.1387,Terminal,3.5 -> 3.5,Buitenberm,H,600469460,2021-11-01T00:00:00,376,377,060046946020211101,KLK0008224525,L,I,,"LINESTRING (198525.77059999853 316654.68019999936, 198525.08540000021 316655.4085999988)"
wegbermen_wegvak.1388,Berm met geleideconstructie,6.5 -> 3.5,Buitenberm,H,600469460,2021-11-01T00:00:00,377,578,060046946020211101,KLK0008224518,L,I,,"LINESTRING (198525.08540000021 316655.4085999988, 198493.86149999872 316688.6072999984, 198477.56549999863 316707.25349999964, 198470.86360000074 316714.6937999986, 198456.627700001 316728.74219999835, 198445.61630000174 316738.9439999983, 198429.8557999991 316752.6495999992, 198410.66899999976 316768.6785000004, 198379.89290000126 316793.9752999991)"
wegbermen_wegvak.1389,Obstakelvrije berm,,Buitenberm,H,600146125,2021-11-01T00:00:00,74,345,060014612520211101,KLK0008224686,L,I,,"LINESTRING (199186.7879000008 315661.72360000014, 199100.8253000006 315792.7071999982, 199038.17799999937 315888.3423999995)"
wegbermen_wegvak.1390,Berm met geleideconstructie,4.5 -> 4,Middenberm,T,600146125,2021-11-01T00:00:00,0,42,060014612520211101,KLK0008224685,L,I,,"LINESTRING (199227.3900000006 315599.85709999874, 199204.3456000015 315634.9704999998)"
wegbermen_wegvak.1391,Berm met geleideconstructie,7 -> 7,Middenberm,T,600146125,2021-11-01T00:00:00,42,288,060014612520211101,KLK0008224684,L,I,,"LINESTRING (199204.3456000015 315634.9704999998, 199100.8253000006 315792.7071999982, 199069.41189999878 315840.6618000008)"
wegbermen_wegvak.1392,Berm met geleideconstructie,4 -> 7,Middenberm,T,600146125,2021-11-01T00:00:00,288,312,060014612520211101,KLK0008148294,L,I,,"LINESTRING (199069.41189999878 315840.6618000008, 199056.26080000028 315860.73790000007)"
wegbermen_wegvak.1393,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600146125,2021-11-01T00:00:00,353,394,060014612520211101,KLK0008200570,L,I,,"LINESTRING (199033.79430000111 315895.03449999914, 199011.32779999822 315929.3310999982)"
wegbermen_wegvak.1394,Berm met geleideconstructie,4 -> 4.75,Buitenberm,H,600146125,2021-11-01T00:00:00,688,705,060014612520211101,KLK0008200567,L,I,,"LINESTRING (198850.2265000008 316175.2626999989, 198840.91110000014 316189.48330000043)"
wegbermen_wegvak.1395,Berm met geleideconstructie,4 -> 4,Middenberm,T,600146125,2021-11-01T00:00:00,1476,1553,060014612520211101,KLK0008200537,L,I,,"LINESTRING (198364.6451999992 316792.13589999825, 198343.62730000168 316810.7936999984, 198319.91690000147 316831.1469999999, 198306.3011999987 316842.3740000017)"
wegbermen_wegvak.1396,Berm met geleideconstructie,7 -> 7,Middenberm,T,600146125,2021-11-01T00:00:00,1553,1633,060014612520211101,KLK0008200535,L,I,,"LINESTRING (198306.3011999987 316842.3740000017, 198289.05530000106 316856.59430000186, 198263.67810000107 316876.8748999983, 198243.64409999922 316892.39189999923)"
wegbermen_wegvak.1397,RIMOB,4 -> 4,Buitenberm,H,600146125,2021-11-01T00:00:00,345,353,060014612520211101,KLK0008200571,L,I,,"LINESTRING (199038.17799999937 315888.3423999995, 199033.79430000111 315895.03449999914)"
wegbermen_wegvak.1398,Berm met geleideconstructie,4 -> 4,Middenberm,T,600146125,2021-11-01T00:00:00,312,391,060014612520211101,KLK0008200561,L,I,,"LINESTRING (199056.26080000028 315860.73790000007, 199012.9717000015 315926.8214999996)"
wegbermen_wegvak.1399,Berm met geleideconstructie,6 -> 7,Middenberm,T,600146125,2021-11-01T00:00:00,391,417,060014612520211101,KLK0008200560,L,I,,"LINESTRING (199012.9717000015 315926.8214999996, 198998.72459999844 315948.5705999993)"
wegbermen_wegvak.1400,Obstakelvrije berm,,Tussenberm,H,600146125,2021-11-01T00:00:00,394,687,060014612520211101,KLK0008200569,L,I,,"LINESTRING (199011.32779999822 315929.3310999982, 198850.77450000122 316174.4261999987)"
wegbermen_wegvak.1401,Terminal,4.75 -> 4.75,Buitenberm,H,600146125,2021-11-01T00:00:00,687,688,060014612520211101,KLK0008200568,L,I,,"LINESTRING (198850.77450000122 316174.4261999987, 198850.2265000008 316175.2626999989)"
wegbermen_wegvak.1402,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600146125,2021-11-01T00:00:00,705,744,060014612520211101,KLK0008200566,L,I,,"LINESTRING (198840.91110000014 316189.48330000043, 198819.54050000012 316222.1068000011)"
wegbermen_wegvak.1403,Vecu-Sec,4 -> 4,Buitenberm,H,600146125,2021-11-01T00:00:00,744,774,060014612520211101,KLK0008200565,L,I,,"LINESTRING (198819.54050000012 316222.1068000011, 198803.10159999877 316247.2019000016)"
wegbermen_wegvak.1404,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600146125,2021-11-01T00:00:00,774,805,060014612520211101,KLK0008200564,L,I,,"LINESTRING (198803.10159999877 316247.2019000016, 198786.1147999987 316273.1334999986)"
wegbermen_wegvak.1405,Berm met geleideconstructie,6 -> 6,Middenberm,T,600146125,2021-11-01T00:00:00,417,1426,060014612520211101,KLK0008200542,L,I,,"LINESTRING (198998.72459999844 315948.5705999993, 198766.22789999843 316303.4921000004, 198705.2813999988 316395.9668999985, 198683.0373999998 316429.2159000002, 198673.2314000018 316443.47250000015, 198661.72690000013 316459.805399999, 198638.22419999912 316492.1724999994, 198623.07550000027 316512.2958999984, 198598.57539999858 316543.88529999927, 198587.5500999987 316557.6363000013, 198574.87189999968 316573.10060000047, 198554.43189999834 316597.4211000018, 198541.41800000146 316612.6028999984, 198528.22129999846 316627.63919999823, 198509.26330000162 316648.69110000134, 198495.78860000148 316663.3420000002, 198482.10159999877 316677.9268999994, 198454.310899999 316706.6964999996, 198438.24439999834 316722.84540000185, 198424.0566000007 316736.8275000006, 198401.46990000084 316758.3161999993)"
wegbermen_wegvak.1406,Berm met geleideconstructie,4 -> 6,Middenberm,T,600146125,2021-11-01T00:00:00,1426,1476,060014612520211101,KLK0008200541,L,I,,"LINESTRING (198401.46990000084 316758.3161999993, 198395.0661999993 316764.4085999988, 198365.51309999824 316791.3654000014, 198364.6451999992 316792.13589999825)"
wegbermen_wegvak.1407,Obstakelvrije berm,,Buitenberm,H,600146125,2021-11-01T00:00:00,805,1477,060014612520211101,KLK0008200543,L,I,,"LINESTRING (198786.1147999987 316273.1334999986, 198766.22789999843 316303.4921000004, 198705.2813999988 316395.9668999985, 198683.0373999998 316429.2159000002, 198673.2314000018 316443.47250000015, 198661.72690000013 316459.805399999, 198638.22419999912 316492.1724999994, 198623.07550000027 316512.2958999984, 198598.57539999858 316543.88529999927, 198587.5500999987 316557.6363000013, 198574.87189999968 316573.10060000047, 198554.43189999834 316597.4211000018, 198541.41800000146 316612.6028999984, 198528.22129999846 316627.63919999823, 198509.26330000162 316648.69110000134, 198495.78860000148 316663.3420000002, 198482.10159999877 316677.9268999994, 198454.310899999 316706.6964999996, 198438.24439999834 316722.84540000185, 198424.0566000007 316736.8275000006, 198395.0661999993 316764.4085999988, 198365.51309999824 316791.3654000014, 198363.89730000123 316792.7996999994)"
wegbermen_wegvak.1408,Berm met obstakels,,Buitenberm,H,600146139,2021-11-01T00:00:00,276,441,060014613920211101,KLK0008224689,L,I,,"LINESTRING (199346.06549999863 315418.5430999994, 199255.70320000127 315556.59980000183)"
wegbermen_wegvak.1409,Ondergronds,4.5 -> 4.5,Buitenberm,H,600146139,2021-11-01T00:00:00,441,442,060014613920211101,KLK0008224688,L,I,,"LINESTRING (199255.70320000127 315556.59980000183, 199255.15560000017 315557.4365000017)"
wegbermen_wegvak.1410,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600146139,2021-11-01T00:00:00,442,493,060014613920211101,KLK0008224687,L,I,,"LINESTRING (199255.15560000017 315557.4365000017, 199227.3900000006 315599.85709999874)"
wegbermen_wegvak.1411,Berm met geleideconstructie,4.5 -> 4,Middenberm,T,600146139,2021-11-01T00:00:00,315,493,060014613920211101,KLK0008224685,L,I,,"LINESTRING (199324.7071999982 315451.1746999994, 199227.3900000006 315599.85709999874)"
wegbermen_wegvak.1412,Berm met geleideconstructie,2 -> 2,Buitenberm,H,600146139,2021-11-01T00:00:00,0,45,060014613920211101,KLK0008148327,L,I,,"LINESTRING (199497.4208999984 315187.74549999833, 199472.73849999905 315225.3724000007)"
wegbermen_wegvak.1413,Berm met geleideconstructie,4 -> 4,Middenberm,T,600146139,2021-11-01T00:00:00,0,155,060014613920211101,KLK0008148325,L,I,,"LINESTRING (199497.4208999984 315187.74549999833, 199412.4037999995 315317.34910000116)"
wegbermen_wegvak.1414,Berm met geleideconstructie,4.5 -> 7,Middenberm,T,600146139,2021-11-01T00:00:00,155,230,060014613920211101,KLK0008148324,L,I,,"LINESTRING (199412.4037999995 315317.34910000116, 199371.2666000016 315380.06060000136)"
wegbermen_wegvak.1415,Berm met geleideconstructie,4.5 -> 2,Buitenberm,H,600146139,2021-11-01T00:00:00,45,276,060014613920211101,KLK0008148326,L,I,,"LINESTRING (199472.73849999905 315225.3724000007, 199365.38109999895 315389.0326000005, 199346.06549999863 315418.5430999994)"
wegbermen_wegvak.1416,Berm met geleideconstructie,4.5 -> 4.5,Middenberm,T,600146139,2021-11-01T00:00:00,230,275,060014613920211101,KLK0008148323,L,I,,"LINESTRING (199371.2666000016 315380.06060000136, 199365.38109999895 315389.0326000005, 199346.61320000142 315417.70639999956)"
wegbermen_wegvak.1417,Berm met geleideconstructie,4 -> 7,Middenberm,T,600146139,2021-11-01T00:00:00,275,315,060014613920211101,KLK0008148322,L,I,,"LINESTRING (199346.61320000142 315417.70639999956, 199324.7071999982 315451.1746999994)"
wegbermen_wegvak.1418,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600144618,2021-11-01T00:00:00,29,577,060014461820211101,KLK0008224984,L,I,,"LINESTRING (188365.13100000098 321486.5155999996, 188323.0929000005 321476.929299999, 188284.03610000014 321468.2938000001, 188244.8676000014 321460.1612999998, 188225.23809999973 321456.29830000177, 188200.66340000182 321451.7025000006, 188165.05519999936 321445.6312999986, 188145.23550000042 321442.6488999985, 188125.41340000182 321439.87310000136, 188105.55779999867 321437.43279999867, 188085.66550000012 321435.35759999976, 188065.74870000035 321433.52870000154, 188045.810899999 321431.90879999846, 188020.7664999999 321430.36459999904, 188000.78440000117 321429.50939999893, 187980.7901000008 321428.9866999984, 187970.40150000155 321428.8715999983, 187931.43930000067 321428.33729999885, 187885.67229999974 321430.14990000054, 187822.1367000006 321435.93030000106)"
wegbermen_wegvak.1419,Berm met geleideconstructie,2 -> 2,Middenberm,T,600144618,2021-11-01T00:00:00,0,577,060014461820211101,KLK0008224977,L,I,,"LINESTRING (188393.40509999916 321492.9631999992, 188323.0929000005 321476.929299999, 188284.03610000014 321468.2938000001, 188244.8676000014 321460.1612999998, 188225.23809999973 321456.29830000177, 188200.66340000182 321451.7025000006, 188165.05519999936 321445.6312999986, 188145.23550000042 321442.6488999985, 188125.41340000182 321439.87310000136, 188105.55779999867 321437.43279999867, 188085.66550000012 321435.35759999976, 188065.74870000035 321433.52870000154, 188045.810899999 321431.90879999846, 188020.7664999999 321430.36459999904, 188000.78440000117 321429.50939999893, 187980.7901000008 321428.9866999984, 187970.40150000155 321428.8715999983, 187931.43930000067 321428.33729999885, 187885.67229999974 321430.14990000054, 187822.1367000006 321435.93030000106)"
wegbermen_wegvak.1420,Berm met geleideconstructie,4 -> 3.75,Buitenberm,H,600144618,2021-11-01T00:00:00,0,29,060014461820211101,KLK0008224997,L,I,,"LINESTRING (188393.40509999916 321492.9631999992, 188365.13100000098 321486.5155999996)"
wegbermen_wegvak.1421,Berm met geleideconstructie,8 -> 8,Middenberm,T,600142308,2021-11-01T00:00:00,0,362,060014230820211101,KLK0008224873,L,I,,"LINESTRING (183121.98750000075 320926.93930000067, 183089.51000000164 320932.6466999985, 183069.74049999937 320935.7065999992, 183049.9279000014 320938.440200001, 183035.6270999983 320940.2496000007, 183015.7474000007 320942.44029999897, 182995.8462000005 320944.4268000014, 182981.64229999855 320945.6446999982, 182961.69399999827 320947.066300001, 182938.85539999977 320948.3247000016, 182918.87139999866 320949.0929000005, 182896.16849999875 320949.5817000009, 182876.16580000147 320949.7061999999, 182847.60460000113 320949.36780000106, 182827.61030000076 320948.7259000018, 182800.69299999997 320947.44029999897, 182765.25780000165 320944.8812999986, 182761.54930000007 320944.54989999905)"
wegbermen_wegvak.1422,Berm met geleideconstructie,2.5 -> 2.5,Middenberm,T,600142308,2021-11-01T00:00:00,509,740,060014230820211101,KLK0008224871,L,I,,"LINESTRING (182615.69909999892 320926.38809999824, 182464.1446999982 320904.8002000004, 182387.0267000012 320893.6788999997)"
wegbermen_wegvak.1423,Berm met geleideconstructie,2.5 -> 4.5,Middenberm,T,600142308,2021-11-01T00:00:00,740,810,060014230820211101,KLK0008224870,L,I,,"LINESTRING (182387.0267000012 320893.6788999997, 182317.74340000004 320883.6873999983)"
wegbermen_wegvak.1424,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600142308,2021-11-01T00:00:00,165,992,060014230820211101,KLK0008224863,L,I,,"LINESTRING (182958.34930000082 320947.250599999, 182938.85539999977 320948.3247000016, 182918.87139999866 320949.0929000005, 182896.16849999875 320949.5817000009, 182876.16580000147 320949.7061999999, 182847.60460000113 320949.36780000106, 182827.61030000076 320948.7259000018, 182800.69299999997 320947.44029999897, 182765.25780000165 320944.8812999986, 182745.33370000124 320943.1009999998, 182725.440200001 320941.0351999998, 182698.6774000004 320937.8823999986, 182672.77899999917 320934.4615999982, 182633.16950000077 320928.876699999, 182464.1446999982 320904.8002000004, 182290.21009999886 320879.7168000005, 182246.06320000067 320873.55530000106, 182204.27050000057 320868.1251000017, 182184.40790000185 320865.7575000003, 182136.94469999894 320860.7688000016)"
wegbermen_wegvak.1425,Berm met geleideconstructie,2.5 -> 2.5,Middenberm,T,600142308,2021-11-01T00:00:00,810,992,060014230820211101,KLK0008224861,L,I,,"LINESTRING (182317.74340000004 320883.6873999983, 182290.21009999886 320879.7168000005, 182246.06320000067 320873.55530000106, 182204.27050000057 320868.1251000017, 182184.40790000185 320865.7575000003, 182136.94469999894 320860.7688000016)"
wegbermen_wegvak.1426,Berm met geleideconstructie,2.5 -> 8,Middenberm,T,600142308,2021-11-01T00:00:00,362,509,060014230820211101,KLK0008224872,L,I,,"LINESTRING (182761.54930000007 320944.54989999905, 182745.33370000124 320943.1009999998, 182725.440200001 320941.0351999998, 182698.6774000004 320937.8823999986, 182672.77899999917 320934.4615999982, 182633.16950000077 320928.876699999, 182615.69909999892 320926.38809999824)"
wegbermen_wegvak.1427,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600141660,2021-11-01T00:00:00,0,284,060014166020211101,KLK0008224896,L,I,,"LINESTRING (184266.58889999986 320681.5500999987, 183989.03409999982 320741.71079999954)"
wegbermen_wegvak.1428,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600141660,2021-11-01T00:00:00,349,830,060014166020211101,KLK0008224892,L,I,,"LINESTRING (183925.50919999927 320755.48000000045, 183776.18100000173 320787.8473000005, 183455.2842000015 320856.7184000015)"
wegbermen_wegvak.1429,Berm met geleideconstructie,2.5 -> 2.5,Middenberm,T,600141660,2021-11-01T00:00:00,0,909,060014166020211101,KLK0008224885,L,I,,"LINESTRING (184266.58889999986 320681.5500999987, 183776.18100000173 320787.8473000005, 183378.04309999943 320873.2960000001)"
wegbermen_wegvak.1430,Berm met geleideconstructie,5 -> 5,Buitenberm,H,600141660,2021-11-01T00:00:00,875,1011,060014166020211101,KLK0008224890,L,I,,"LINESTRING (183411.28610000014 320866.1612999998, 183278.314100001 320894.6999000013)"
wegbermen_wegvak.1431,Berm met geleideconstructie,4 -> 5,Buitenberm,H,600141660,2021-11-01T00:00:00,1011,1076,060014166020211101,KLK0008224889,L,I,,"LINESTRING (183278.314100001 320894.6999000013, 183270.84409999847 320896.30310000107, 183214.73180000111 320908.20120000094)"
wegbermen_wegvak.1432,Berm met geleideconstructie,4 -> 4.5,Buitenberm,H,600141660,2021-11-01T00:00:00,284,349,060014166020211101,KLK0008224895,L,I,,"LINESTRING (183989.03409999982 320741.71079999954, 183925.50919999927 320755.48000000045)"
