Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
16-10-2017 15:15;Definitief afgesloten;Afgesloten;16-10-2017 15:15;Parkeren;Parkeren;Jagerlaan;;Zeist Centrum
16-10-2017 14:38;Definitief afgesloten;Afgesloten;16-10-2017 14:38;Bomen;Bomen;Brugakker;4130;Zeist West
16-10-2017 14:14;Definitief afgesloten;Afgesloten;23-10-2017 14:14;Wegen en fietspaden;Gebreken fiets-/voetpaden;Verzetslaan;voor nummer 27;Zeist Noord
16-10-2017 13:34;Nieuw via KCC;Ontvangen;16-10-2017 13:34;;;;;
16-10-2017 13:07;Definitief afgesloten;Afgesloten;23-10-2017 13:07;Wegen en fietspaden;Gebreken fiets-/voetpaden;Woudenbergseweg;;Zeist Oost
16-10-2017 12:29;Definitief afgesloten;Afgesloten;16-10-2017 12:29;Overig;;Slotlaan;;Zeist Centrum
16-10-2017 11:55;Definitief afgesloten;Afgesloten;16-10-2017 11:55;Bomen;Bomen;Willem F. Smitlaan;4e boom vanaf de Dijnselweg;Zeist Noord
16-10-2017 11:33;Definitief afgesloten;Afgesloten;16-10-2017 11:33;Overig;;Schaerweijdelaan;;Zeist Centrum
16-10-2017 10:28;Definitief afgesloten;Afgesloten;23-10-2017 10:28;Openbare verlichting;Lamp defect;Jacob van Lenneplaan;bij huisnr. 15;Zeist Centrum
16-10-2017 10:24;Definitief afgesloten;Afgesloten;23-10-2017 10:24;Riolering;Verstopping straatkolk;Jacob van Lenneplaan;ter hoogte van nr. 15;Zeist Centrum
16-10-2017 10:02;Definitief afgesloten;Afgesloten;23-10-2017 10:02;Riolering;Overig (Riolering);Griffensteijnselaan;Griffensteijnselaan 68;Zeist West
16-10-2017 9:58;Definitief afgesloten;Afgesloten;16-10-2017 9:58;Bomen;Bomen;Dennenweg;na 2e appartementencomplex na De Wijngaard;Den Dolder e.o.
16-10-2017 9:56;Definitief afgesloten;Afgesloten;16-10-2017 9:56;Bomen;Bomen;Couwenhoven;;Zeist West
16-10-2017 9:50;Definitief afgesloten;Afgesloten;16-10-2017 9:50;Afvaldumping;Afvaldumping;Nijenheim;;Zeist West
16-10-2017 9:44;Definitief afgesloten;Afgesloten;23-10-2017 9:44;Riolering;Overig (Riolering);Koeburgweg;;Zeist Oost
16-10-2017 1:01;Definitief afgesloten;Afgesloten;16-10-2017 1:01;Bomen;Bomen;Nijenheim;in zijn algemeenheid rond de flats;Zeist West
16-10-2017 0:00;Definitief afgesloten;Afgesloten;16-10-2017 0:00;Openbare verlichting;;;Locatie Thorbeckelaan 18- 20 te Zeist Mastnummer 3271 015;
16-10-2017 0:00;Lopend;In behandeling;16-10-2017 0:00;;;;Locatie Torenlaan Zeist ter hoogte van de school de Hoeksteen Mastnummer;
16-10-2017 0:00;Definitief afgesloten;Afgesloten;16-10-2017 0:00;Openbare verlichting;;;Locatie Jacob van Lenneplaan en Bergweg t.h.v. de De Wetlaan en voor Slagerij Van Hunnik. Mastnummer;
16-10-2017 0:00;Definitief afgesloten;Afgesloten;16-10-2017 0:00;Handhaving;;;Locatie Huis ter Heide.GV-496-P op de Willem Versteeghstraat (bij de moestuintjes)WZ-73-ZG op de Korte Bergweg t.h.v. hoek Willem Versteeghstraat Mastnummer;
15-10-2017 16:32;Definitief afgesloten;Afgesloten;23-10-2017 16:32;Groen;Overig (Groen);Bergweg;park de Waterbron aan de Bergweg;Zeist Centrum
15-10-2017 16:05;Definitief afgesloten;Afgesloten;15-10-2017 16:05;Overig;;Paltzerweg;;Den Dolder e.o.
15-10-2017 14:28;Definitief afgesloten;Afgesloten;23-10-2017 14:28;Openbare verlichting;Overig (verlichting);Kampdwarsweg;fietspad Plesmanstraat - Kampweg en fietspad (Kampdwarsweg) bos van Soesterberg naar Zeist;Zeist Oost
15-10-2017 14:26;Definitief afgesloten;Afgesloten;15-10-2017 14:26;Overig;;Slotlaan;Tegenover de Bruna;Zeist Centrum
15-10-2017 9:12;Definitief afgesloten;Afgesloten;15-10-2017 9:12;Overig;;Dijnselweg;tussen nrs 79 en 81;Zeist Noord
15-10-2017 0:00;In behandeling;In behandeling;15-10-2017 0:00;Overig;;Mercuriushof;;Den Dolder e.o.
15-10-2017 0:00;Definitief afgesloten;Afgesloten;15-10-2017 0:00;Afvaldumping;;;Locatie Jacob van Lennepplein 12, tegenover 11, rondom de glasbak. Mastnummer;
14-10-2017 22:31;Definitief afgesloten;Afgesloten;14-10-2017 22:31;Overig;;Tesselschadelaan;tesselschadelaan / utrechtseweg;Zeist Noord
13-10-2017 22:34;Definitief afgesloten;Afgesloten;20-10-2017 22:34;Wegen en fietspaden;Gebreken fiets-/voetpaden;Waterigeweg;;Zeist West
13-10-2017 16:26;Definitief afgesloten;Afgesloten;20-10-2017 16:26;Wegen en fietspaden;Gebreken wegdek;Oranje Nassaulaan;Oranje Nassaulaan 2, tegenover Spathodea aan de kant van Oranjerijck Hotel-rest. Kerckebosch;Zeist Oost
13-10-2017 15:50;Definitief afgesloten;Afgesloten;20-10-2017 15:50;Groen;Bladoverlast;Lisztplein;;Zeist Noord
13-10-2017 15:48;Definitief afgesloten;Afgesloten;13-10-2017 15:48;Groen;;;;
13-10-2017 14:56;Definitief afgesloten;Afgesloten;13-10-2017 14:56;Riolering;Overig (Riolering);Oude Arnhemseweg;hoek Sanatoriumlaan- O Arnhemseweg;Zeist Centrum
13-10-2017 14:31;Definitief afgesloten;Afgesloten;20-10-2017 14:31;Wegen en fietspaden;Gebreken wegdek;Bothalaan;de in-/uitrit Bothalaan 10 - 12;Zeist Centrum
13-10-2017 13:19;Definitief afgesloten;Afgesloten;20-10-2017 13:19;Openbare verlichting;Lamp defect;Verlengde Slotlaan;3079-0010;Zeist Centrum
13-10-2017 11:15;Definitief afgesloten;Afgesloten;20-10-2017 11:15;Riolering;Overig (Riolering);Noordweg;Parkeervakken bij de School aan de Noordweg.;Zeist West
13-10-2017 11:08;Definitief afgesloten;Afgesloten;20-10-2017 11:08;Wegen en fietspaden;Gebreken fiets-/voetpaden;Maria van Vulpenlaan;t.o. nr. 5;Den Dolder e.o.
13-10-2017 10:36;Definitief afgesloten;Afgesloten;20-10-2017 10:36;Wegen en fietspaden;Gebreken wegdek;Traayweg;de traay;Zeist Oost
13-10-2017 9:54;Definitief afgesloten;Afgesloten;20-10-2017 9:54;Openbare verlichting;Lamp defect;Reelaan;2701-0011;Den Dolder e.o.
13-10-2017 9:47;Definitief afgesloten;Afgesloten;20-10-2017 9:47;Wegen en fietspaden;Gebreken fiets-/voetpaden;Ter Braaklaan;t.h.v. Vestdijklaan 24;Zeist Noord
13-10-2017 8:53;Definitief afgesloten;Afgesloten;13-10-2017 8:53;Parkeren;Parkeren;Noordweg;;Zeist West
13-10-2017 0:00;Lopend;In behandeling;13-10-2017 0:00;Riolering;;;Locatie Driebergseweg 10 C Mastnummer;
13-10-2017 0:00;Lopend;In behandeling;13-10-2017 0:00;Riolering;;;Locatie Utrechtere 48b Mastnummer;
13-10-2017 0:00;Lopend;In behandeling;13-10-2017 0:00;;;;Locatie Locatie: Winkelcentrum Kerckebosch. Tussen half 7 en 7 in de ochtend wordt er door de firma van Bremen uit Doorn bedrijfsafval opgehaald. Dit veroorzaakt ernstige geluidsoverlast! Mastnummer;
13-10-2017 0:00;Definitief afgesloten;Afgesloten;13-10-2017 0:00;Handhaving;;;Locatie Jupiterhof 7, Huis ter Heide aan het einde van de heg. Mastnummer;
13-10-2017 0:00;Definitief afgesloten;Afgesloten;13-10-2017 0:00;Parkeren;;;Locatie begin van reenenweg kant utrechtseweg. Mastnummer;
12-10-2017 20:10;Definitief afgesloten;Afgesloten;19-10-2017 20:10;Wegen en fietspaden;Gebreken fiets-/voetpaden;Kersbergenplein;stoep voor kersbergenplein nummer 13;Zeist West
12-10-2017 15:31;Definitief afgesloten;Afgesloten;19-10-2017 15:31;Openbare verlichting;Lamp defect;Verlengde Slotlaan;3471-0084, 3079-0012, 3471-0082.;Zeist Centrum
12-10-2017 15:27;Definitief afgesloten;Afgesloten;19-10-2017 15:27;Wegen en fietspaden;Gebreken fiets-/voetpaden;Griffensteijnselaan;;Zeist West
12-10-2017 13:31;Definitief afgesloten;Afgesloten;19-10-2017 13:31;Wegen en fietspaden;Gebreken wegdek;Johannes Postlaan;ter hoogte van nummer 17 rioleringsput op de weg;Zeist Noord
12-10-2017 13:23;Definitief afgesloten;Afgesloten;12-10-2017 13:23;Bomen;Bomen;Thorbeckelaan;achterkant Thorbeckelaan 15 achter onze schuren op het trottoir;Zeist Noord
12-10-2017 11:51;Definitief afgesloten;Afgesloten;19-10-2017 11:51;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
12-10-2017 11:36;Definitief afgesloten;Afgesloten;19-10-2017 11:36;Wegen en fietspaden;Gebreken fiets-/voetpaden;Driebergseweg;;Zeist Oost
12-10-2017 10:33;Nieuw via KCC;Ontvangen;12-10-2017 10:33;;;;;
12-10-2017 10:24;Definitief afgesloten;Afgesloten;19-10-2017 10:24;Groen;Gras;Prinses Marijkelaan;tussen 24 en 26;Zeist Oost
12-10-2017 10:17;Definitief afgesloten;Afgesloten;19-10-2017 10:17;Wegen en fietspaden;Gebreken wegdek;Mr. H. Marsmanstraat;;Zeist Centrum
12-10-2017 0:00;Definitief afgesloten;Afgesloten;12-10-2017 0:00;Openbare verlichting;Overig (verlichting);Amersfoortseweg;Locatie Amersfoortseweg, vanaf de Utrechtseweg tot aan restaurant Tong Ah Mastnummer;Zeist Noord
12-10-2017 0:00;Lopend;In behandeling;12-10-2017 0:00;Parkeren;;Torenlaan;Locatie Betonnen ligger hangt los. Hangt alleen nog aan de kitvoegen. Zie foto. Dit is t.h.v. Torenlaan 9 te Zeist. Mastnummer;Zeist Centrum
12-10-2017 0:00;Definitief afgesloten;Afgesloten;12-10-2017 0:00;Openbare verlichting;Lamp defect;Strausslaan;Locatie Strauslaan 3 is de lantaarnpaal met nummer 3205002. Ik denk dat het een 5 is. Kan het niet goed lezen. En 05140019 is bij de speeltuin. Mastnummer 32050002;Zeist Noord
12-10-2017 0:00;Definitief afgesloten;Afgesloten;12-10-2017 0:00;Openbare verlichting;;;Locatie Jan Schoutenlaan, zeist Mastnummer 29810004;
12-10-2017 0:00;Definitief afgesloten;Afgesloten;12-10-2017 0:00;Openbare verlichting;;;Locatie defecte straatverlichting hoek choisyweg/oranjerie Zeist (oprit parkeerplaats) Mastnummer 23 0001;
12-10-2017 0:00;Lopend;In behandeling;12-10-2017 0:00;Riolering;;;Locatie Wij hebben na enkele jaren ontdekt dat de ondeugdelijke aansluiting vanaf de gemeentelijke hoofdaansluiting verstoppingen veroorzaakte door ingegroeide wortels vanaf de straat.  Mastnummer;
11-10-2017 16:39;Definitief afgesloten;Afgesloten;11-10-2017 16:39;Afvaldumping;Afvaldumping;Noordweg-Noord;Hoofdingang PGGM naast papiercontainer.;Zeist Noord
11-10-2017 16:02;Definitief afgesloten;Afgesloten;11-10-2017 16:02;Handhaving;Handhaving;Ruusbroeclaan;;Zeist Centrum
11-10-2017 14:44;Definitief afgesloten;Afgesloten;11-10-2017 14:44;Afvaldumping;Afvaldumping;Emmaplein;afvalcontainers;Zeist Centrum
11-10-2017 14:02;Definitief afgesloten;Afgesloten;18-10-2017 14:02;Wegen en fietspaden;Gebreken fiets-/voetpaden;Amalia van Solmslaan;voor de oprit;Zeist Oost
11-10-2017 13:05;Definitief afgesloten;Afgesloten;18-10-2017 13:05;Groen;Bladoverlast;Cornelis Vlotlaan;;Zeist Noord
11-10-2017 11:27;Definitief afgesloten;Afgesloten;11-10-2017 11:27;Overig;;;;
11-10-2017 11:23;Definitief afgesloten;Afgesloten;18-10-2017 11:23;Groen;Bladoverlast;Petron. van Seijstplaats;;Zeist West
11-10-2017 10:41;Definitief afgesloten;Afgesloten;18-10-2017 10:41;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
11-10-2017 10:39;Definitief afgesloten;Afgesloten;12-10-2017 10:39;Openbare verlichting;Lichtmast gebroken/krom;Reelaan;2701-0006;Den Dolder e.o.
11-10-2017 9:58;Definitief afgesloten;Afgesloten;11-10-2017 9:58;Overig;;Antonlaan;gras en stoep op de antonlaan;Zeist Centrum
11-10-2017 8:52;Definitief afgesloten;Afgesloten;12-10-2017 8:52;Openbare verlichting;Netwerkstoring;Kroostweg-Noord;;Zeist Noord
11-10-2017 8:09;Definitief afgesloten;Afgesloten;18-10-2017 8:09;Openbare verlichting;Lamp defect;Brugakker;0454-5820;Zeist West
11-10-2017 0:00;Definitief afgesloten;Afgesloten;11-10-2017 0:00;Openbare verlichting;Lamp defect;;0551-0008;
11-10-2017 0:00;Definitief afgesloten;Afgesloten;11-10-2017 0:00;Openbare verlichting;;;3551-0010;
11-10-2017 0:00;Lopend;In behandeling;11-10-2017 0:00;;;;Locatie Stuivingastraat thv het verpleeghuis Mastnummer;
11-10-2017 0:00;Definitief afgesloten;Afgesloten;11-10-2017 0:00;Openbare verlichting;Lamp defect;;0591-5104;
11-10-2017 0:00;Lopend;In behandeling;11-10-2017 0:00;Riolering;;;Locatie Driebergseweg 10 C Mastnummer;
10-10-2017 16:56;Definitief afgesloten;Afgesloten;10-10-2017 16:56;Overig;;Blikkenburgerlaan;;Zeist Oost
10-10-2017 16:01;Definitief afgesloten;Afgesloten;17-10-2017 16:01;Wegen en fietspaden;Gebreken fiets-/voetpaden;Bergweg;;Zeist Centrum
10-10-2017 14:46;Definitief afgesloten;Afgesloten;10-10-2017 14:46;Overig;;Griffensteijnselaan;kastje voor nummer 167/168;Zeist West
10-10-2017 14:21;Definitief afgesloten;Afgesloten;10-10-2017 14:21;Overig;;Odijkerweg;station Driebergen-Zeist nieuwe parkeergarage;Zeist Oost
10-10-2017 13:25;Definitief afgesloten;Afgesloten;17-10-2017 13:25;Groen;Overig (Groen);Walkartweg;;Zeist Centrum
10-10-2017 11:49;Definitief afgesloten;Afgesloten;10-10-2017 11:49;Afvaldumping;;Korte Steynlaan;;Zeist Centrum
10-10-2017 11:32;Definitief afgesloten;Afgesloten;10-10-2017 11:32;Handhaving;;Tolhuislaan;;Den Dolder e.o.
10-10-2017 11:08;Definitief afgesloten;Afgesloten;17-10-2017 11:08;Wegen en fietspaden;Gebreken wegdek;Korte Steynlaan;;Zeist Centrum
10-10-2017 9:55;Definitief afgesloten;Afgesloten;10-10-2017 9:55;Handhaving;Handhaving;Kritzingerlaan;;Zeist Centrum
10-10-2017 8:47;Definitief afgesloten;Afgesloten;10-10-2017 8:47;Overig;;Waterigeweg;rotonde koelaan-weteringenlaan;Zeist West
10-10-2017 8:45;Definitief afgesloten;Afgesloten;10-10-2017 8:45;Handhaving;Handhaving;Koelaan;;Zeist West
10-10-2017 0:00;Lopend;In behandeling;10-10-2017 0:00;Riolering;;;Locatie Driebergseweg 10 C Zeist Mastnummer;
10-10-2017 0:00;Definitief afgesloten;Afgesloten;10-10-2017 0:00;Openbare verlichting;;;Locatie Torenlaan 23 Centrum. Mastnummer;
10-10-2017 0:00;Definitief afgesloten;Afgesloten;10-10-2017 0:00;Afvaldumping;;;Locatie Naast de afvalbak van de Gemeente staat de koelkast Mastnummer;
10-10-2017 0:00;Definitief afgesloten;Afgesloten;10-10-2017 0:00;Parkeren;;;Locatie Kerkweg t.h.v. nr 35 Mastnummer;
10-10-2017 0:00;Definitief afgesloten;Afgesloten;10-10-2017 0:00;Openbare verlichting;;;Locatie Kroostweg-Noord: vanaf PPGM (nr 0010) tot aan Utrechtseweg. Mastnummer 17320 0010 t/m 0018;
10-10-2017 0:00;Lopend;In behandeling;10-10-2017 0:00;Riolering;;;Locatie Driebergseweg 10 C Zeist Mastnummer;
10-10-2017 0:00;Definitief afgesloten;Afgesloten;10-10-2017 0:00;Openbare verlichting;;;Locatie amersfoortseweg (geheel vanaf Utrechtseweg tot kruispunt Panweg) Mastnummer;
9-10-2017 20:04;Definitief afgesloten;Afgesloten;16-10-2017 20:04;Openbare verlichting;Lamp defect;;;
9-10-2017 18:08;Definitief afgesloten;Afgesloten;16-10-2017 18:08;Groen;Overig (Groen);Dwarsweg;Dwarsweg hoek Schaerweijdelaan;Zeist Centrum
9-10-2017 15:46;Definitief afgesloten;Afgesloten;16-10-2017 15:46;Riolering;Verstopping straatkolk;Costerlaan;;Zeist Centrum
9-10-2017 15:26;Definitief afgesloten;Afgesloten;9-10-2017 15:26;Afvaldumping;Afvaldumping;Laan van Vollenhove;;Zeist Noord
9-10-2017 13:28;Definitief afgesloten;Afgesloten;9-10-2017 13:28;Overig;;Gerhard Pranglaan;hele laan;Den Dolder e.o.
9-10-2017 13:25;Definitief afgesloten;Afgesloten;9-10-2017 13:25;Bomen;Bomen;Nijenheim;;Zeist West
9-10-2017 13:00;Definitief afgesloten;Afgesloten;10-10-2017 13:00;Wegen en fietspaden;Olie op de wegdek;Kromme-rijnlaan;;Zeist West
9-10-2017 11:08;Voorlopig afgesloten;Afgehandeld;9-10-2017 11:08;Handhaving;Handhaving;Hoog Kanje;;Zeist Oost
9-10-2017 10:04;Definitief afgesloten;Afgesloten;16-10-2017 10:04;Groen;Overig (Groen);Crosestein;;Zeist West
9-10-2017 9:57;In behandeling;In behandeling;16-10-2017 9:57;Wegen en fietspaden;Gebreken wegdek;Driebergseweg thv Blikkenburgerlaan;;Zeist Oost
9-10-2017 9:41;Definitief afgesloten;Afgesloten;16-10-2017 9:41;Riolering;Overig (Riolering);Jacob van Lenneplaan;bij huisnummer 3 voor;Zeist Centrum
9-10-2017 9:40;Definitief afgesloten;Afgesloten;9-10-2017 9:40;Afvaldumping;Afvaldumping;Nijenheim;;Zeist West
9-10-2017 9:37;Definitief afgesloten;Afgesloten;9-10-2017 9:37;Klachten afvalinzameling;Klacht afvalimzameling;Slotlaan;t.g..v. Bart Smit;Zeist Centrum
9-10-2017 9:21;Definitief afgesloten;Afgesloten;9-10-2017 9:21;Overig;;Odijkerweg;bij het kruispunt;Zeist Oost
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie Driebergseweg 10 C Zeist Mastnummer;
9-10-2017 0:00;Definitief afgesloten;Afgesloten;9-10-2017 0:00;Afvaldumping;;;Locatie Parkeergarage Slotlaan 2 is een enorme asociale bende, veroorzaakt door hangjongeren. Daders moeten bij u bekend zijn want dit is niet de eerste melding. Mastnummer;
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie Wij wonen op Brugakker 3617 en buren geven hetzelfde probleem aan. Januari dit jaar bleek de hele straat last van dit probleem te hebben. Mastnummer;
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie huis Utrechtseweg 90A en huis Utrechtseweh 90B Mastnummer;
9-10-2017 0:00;Definitief afgesloten;Afgesloten;9-10-2017 0:00;Parkeren;;;Locatie Ter braaklaan Mastnummer;
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie Uitrit Laan van Bergen1 Mastnummer;
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie Brugakker 1606 telefonisch te bereiken 0622744993 Mastnummer;
9-10-2017 0:00;Definitief afgesloten;Afgesloten;9-10-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie Kroostweg Noord 169, Paalnr 1732-0014 en ervoor en erna Mastnummer 1732-0014;
9-10-2017 0:00;Lopend;In behandeling;9-10-2017 0:00;Riolering;;;Locatie Parkeerterrein aan de Snep in Zeist. Achter het huizenblok aan de kloppelweg 11, 13 en 13a Mastnummer;
8-10-2017 0:00;Definitief afgesloten;Afgesloten;8-10-2017 0:00;Handhaving;;;Locatie Lyceumkwartier ik meen senecalaan. Bruine hond. Agressieve eigenaar. Mastnummer;
8-10-2017 0:00;Definitief afgesloten;Afgesloten;8-10-2017 0:00;Groen;;Waterlooweg;Locatie Waterlooweg 73 Austerlitz Mastnummer;Zeist Oost
8-10-2017 0:00;Definitief afgesloten;Afgesloten;8-10-2017 0:00;Handhaving;;;Locatie In de poort achter Dr.Ramaerlaan nr 3 Mastnummer;
8-10-2017 0:00;Definitief afgesloten;Afgesloten;8-10-2017 0:00;Openbare verlichting;;;Locatie Driebergseweg 20-24 bij Phoenix en De Breul Mastnummer;
8-10-2017 0:00;Definitief afgesloten;Afgesloten;8-10-2017 0:00;Openbare verlichting;;;Locatie Javalaan 103 tm 107 brandgang Mastnummer 171517;
8-10-2017 0:00;Lopend;In behandeling;8-10-2017 0:00;Riolering;;;Locatie Javalaan 103-105 Mastnummer;
7-10-2017 11:12;Definitief afgesloten;Afgesloten;16-10-2017 11:12;Wegen en fietspaden;Gebreken wegdek;Panweg;;Zeist Noord
7-10-2017 10:59;Definitief afgesloten;Afgesloten;16-10-2017 10:59;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dijnselburgerlaan;vanaf Gamma tot rotonde deDreef / Dijnselburgerlaan;Zeist Noord
7-10-2017 0:00;Definitief afgesloten;Afgesloten;7-10-2017 0:00;Openbare verlichting;;;Locatie cornelis schellingerlaan 67 aan de achterkant in het gangpad Mastnummer 152799;
7-10-2017 0:00;Definitief afgesloten;Afgesloten;7-10-2017 0:00;Openbare verlichting;;;2422-0028;
6-10-2017 20:48;Definitief afgesloten;Afgesloten;6-10-2017 20:48;Parkeren;Parkeren;Schaerweijdelaan;;Zeist Centrum
6-10-2017 14:05;In behandeling;In behandeling;13-10-2017 14:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Ridderschapslaan;fietspaden algemeen;Zeist West
6-10-2017 13:59;Nieuw via KCC;Ontvangen;6-10-2017 13:59;;;;;
6-10-2017 13:48;Definitief afgesloten;Afgesloten;6-10-2017 13:48;Overig;;Jacob Catslaan;Sionskerk;Zeist Noord
6-10-2017 13:38;Definitief afgesloten;Afgesloten;6-10-2017 13:38;Bomen;Bomen;Laan van Vollenhove;langs de kant vd weg bij nummer 1907;Zeist Noord
6-10-2017 12:02;In behandeling;In behandeling;13-10-2017 12:02;Wegen en fietspaden;Gebreken fiets-/voetpaden;Wallenburg;bij nr. 21 en 23;Zeist Centrum
6-10-2017 11:42;Definitief afgesloten;Afgesloten;13-10-2017 11:42;Wegen en fietspaden;Gebreken fiets-/voetpaden;Marmontweg;;Zeist Oost
6-10-2017 9:49;Definitief afgesloten;Afgesloten;13-10-2017 9:49;Wegen en fietspaden;Gebreken wegdek;Vestdijklaan;;Zeist Noord
6-10-2017 9:46;Definitief afgesloten;Afgesloten;13-10-2017 9:46;Openbare verlichting;Lamp defect;Vestdijklaan;3485-0010;Zeist Noord
6-10-2017 9:14;Definitief afgesloten;Afgesloten;6-10-2017 9:14;Afvaldumping;Afvaldumping;Slotlaan;;Zeist Centrum
6-10-2017 9:08;Definitief afgesloten;Afgesloten;6-10-2017 9:08;Afvaldumping;Afvaldumping;Slotlaan;;Zeist Centrum
6-10-2017 9:06;Definitief afgesloten;Afgesloten;13-10-2017 9:06;Riolering;Verstopping straatkolk;Constantijn Huygenslaan;;Zeist Noord
6-10-2017 8:56;Definitief afgesloten;Afgesloten;6-10-2017 8:56;Bomen;Bomen;Schroeder van der Kolkln;in het bosje links van nr. 5;Den Dolder e.o.
6-10-2017 0:00;Definitief afgesloten;Afgesloten;6-10-2017 0:00;Openbare verlichting;;;2981-0004;
6-10-2017 0:00;Definitief afgesloten;Afgesloten;6-10-2017 0:00;Openbare verlichting;;;0591-5302 en 0591-5301;
6-10-2017 0:00;Definitief afgesloten;Afgesloten;6-10-2017 0:00;Afvaldumping;;;Locatie Ondergrondse afvalcontainers op Laan van Vollenhove t.o. het winkelcentrum. Mastnummer;
5-10-2017 18:39;Definitief afgesloten;Afgesloten;5-10-2017 18:39;Parkeren;Parkeren;De Clomp;;Zeist West
5-10-2017 18:36;Definitief afgesloten;Afgesloten;12-10-2017 18:36;Groen;Bladoverlast;Griffensteijnselaan;;Zeist West
5-10-2017 15:42;Definitief afgesloten;Afgesloten;5-10-2017 15:42;Overig;;;;Zeist Noord
5-10-2017 13:33;Definitief afgesloten;Afgesloten;5-10-2017 13:33;Afvaldumping;Afvaldumping;Vredenburg;;
5-10-2017 12:41;Definitief afgesloten;Afgesloten;6-10-2017 12:41;Riolering;Gemalen;Biltseweg;na de oprit;Den Dolder e.o.
5-10-2017 12:06;Definitief afgesloten;Afgesloten;5-10-2017 12:06;Bomen;Bomen;Verzetslaan;;Zeist Noord
5-10-2017 11:56;Definitief afgesloten;Afgesloten;5-10-2017 11:56;Bomen;Bomen;Dolderseweg;;Den Dolder e.o.
5-10-2017 11:27;Definitief afgesloten;Afgesloten;5-10-2017 11:27;Bomen;Bomen;Oude Woudenbergse Zandwg;boom voor t huis;Zeist Centrum
5-10-2017 11:20;Definitief afgesloten;Afgesloten;5-10-2017 11:20;Bomen;Bomen;Warande;;Zeist Noord
5-10-2017 11:16;Definitief afgesloten;Afgesloten;12-10-2017 11:16;Riolering;Overig (Riolering);Gerhard Pranglaan;kruising van de Gerhard Pranglaan met de Pleineslaan;Den Dolder e.o.
5-10-2017 11:04;Definitief afgesloten;Afgesloten;5-10-2017 11:04;Bomen;Bomen;Lyceumlaan;Lyceumlaan 26;Zeist Centrum
