Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
Bouwonderneming Jager B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;2
Bouwonderneming Oude Wolbers Borne B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwrijk B.V.;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bouwservice Fons van der Heijden B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;;;;;;1;4
BovÃ© B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bovenregionaal kantoor;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;6;;;;;1;6
BOW psychologisch advies;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowa Sportprijzen en Relatiegeschenken;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowerkt B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
Bowlen & Zo B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling & Partycentrum Zaandam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Almere B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Bergen op Zoom B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling 'De Kruitmolen';;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en Party Centrum Breda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum De Schelmse Brug;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum Krimpenhof B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling en Partycentrum Lelystad B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum 's-Heerenberg B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling- en Partycentrum Westerpark B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Exploitatie Maaspoort;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Harderwijk B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling Scheveningen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bowling-Bistro Merlijn B.V.;;;1;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
BPI Services B.V.;;;;;2;;;;;;;;;;;;;;2;;;;1;;2;;;;;;;1;;;1;3
BPM Medica;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
BPRvisie Rental Solutions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BPS International B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Brabant Expres B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brabant Rubber B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brabant Sport en Spelverhuur V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brabant Water N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;3
Brabanthallen;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
Brabants Histor. Inf. Centr.-loc. De Citadel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brabo Verpakking B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Bragt Wonen;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Brain Box Mediatraining B.V.;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Braint;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brakel International B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;2
Brakel Totaal Project;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
Brakkenstein B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bram Graafland;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bram Ladage Verse Patat B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Brammer Consultancy;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Branchever. Profess. Bewindvoerd./Inkom.beh.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brand Boomverzorging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
Brand Interieurs & Control Rooms B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Branding Office Furniture B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Brandpreventie Academy B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandpreventie Kreuwel V.O.F.;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1
BrandsÃ¸n, drinking bar & dining room;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brandweertrainingscentrum Kleefse Waard B.V.;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
Brantjes Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
Brasilbinkie B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 155 B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Bakboord B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Bob & Co;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Buitenhof;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Carpe Diem By Daan;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De 7 Deugden;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Alphense Burgemeester;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Berk B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De Boerderij;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Drukkerij B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Houtrib;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie De Kloostertuin;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Koepel;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Markt B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Swaen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie de Zeezot;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie d'Oude Veiling;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Down Town;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Eldorado B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 'Het Vliegerhuys';;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Lodge Visdonk;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Midi;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie NUL76;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Ome Bernard B.V.;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Soho B.V.;;;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brasserie Spiegelaar;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Raamsdonksveer B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Scheveningen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Sint-Oedenrode B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Uden B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Tante Pos;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Van Dam B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Vuur B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Waalhaven;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Willemientje;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Zypendaal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie-Traiteur Dungelmann B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brauwers B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brave media;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bravis Zorg B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Braza B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break Free Fun Company;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Break Out Events B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break-Out Gruno Park B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breakout Room;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breakout Rotterdam;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Breda Promotions;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bredase Glasgroep B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1
Bredzz;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Breedveld Staal B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;1
BREEDVELD vouw- en paneelwanden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Breetveld Organisatie Adviseurs;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breijer Contractonderhoud B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;1;3
Breijwerk Management V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breizh B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breman Zwolle B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1
BRENDING;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Brenntag Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
Bres Hulpmiddelen;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Breur Beveiligingen B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Breur IJzerhandel Vlietlaan B.V.;;;2;;;;;;;;;1;1;1;;;;3;4;;1;;;;;;;;2;;;;;1;5;6
Breustedt Chemie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brezan Automaterialen Wolvega;;;;;;;;;;;;;;1;;;;;1;1;1;;;;;;;;;;;;;;1;1
Brezel;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brezo-Elan B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bricks Zwolle B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brief van de Koning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Bright Events;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brillat-Savarin B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brilmij Groep B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brink Industrial B.V.;;;;;;;;;;;;;;1;1;;2;;;;;;;;;;;;1;;;;;;;2
Brinkhof N.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brinkman t.h.o.d.n. SUBWAY Rijswijk;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
BrinkQ Professional Flooring B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Briska Smit;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brisk-Consultancy;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Britt Carter Fysio & Manuele Therapie;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Brodies;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broeder de Vries Dutch Medical Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broekarts Graveerwerken V.O.F.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1
Broekers B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuis Autoschade Lelystad B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekhuis Doetinchem B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Broekhuis Harderwijk 2 B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekhuis Lelystad;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broekhuis Zwolle;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Broers;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broeseliske Van Vlijmen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brondool B.V.;;;;;;;;;;;;;1;;1;;;1;2;;;;;;;;;;4;;;;;;;4
Bronkhorstermolen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- & Banketbakkerij Prins;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Godschalk;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Mulder;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij P.A. Bliek;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Broodje Ben;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Frank;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje van Martin;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Broodjes Direct;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brookhuis Reizen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broos-Kania Vertaalbureau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brouwer Financi�le Hulpverlening;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwer Systeemplafonds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Brouwer, Kubbinga & Partners B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Brouwerij Martinus;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwers Groenaannemers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Brouwhuis Breda B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwmarkt B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brug in Bedrijf;;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Br�ggemann horeca groep;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruins & Partners Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruinsma Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bruinsma Hydrokultuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bruis;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brunchclub;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Brunotti Europe B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brunschwig Chemie B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;1
Brunsveld Buurtsuper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruynzeel Storage Systems B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;2
BS Workspace Solutions;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BS&F B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
BSH Huishoudapparaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BTC Mediatest B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
BTC Twente Beheer B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
BTL Lease B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
BTL Realisatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BTO B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buba Entertainment B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bubbels Agency;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Buchrnhornen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buckaroo B.V.;;;;;;;1;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3
Budgetlight B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Buena Vista Beach Club B.V.;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buffetrestaurant Thijs & Aafke;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buggy-Fun;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buhre Tolken & Vertalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Building Better People;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Building Content B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Building for Tomorrow B.V.;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
buiskoppelingshop.nl;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BuitenBusiness B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BuitenEnZo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Buitenherberg Ter Linde;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1
Buitenhuis AlbaNera;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitenhuis Autoverhuur;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Buitenplaats Vaeshartelt B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bulbby B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Bulder International;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bulgaars Vertaalbureau Ani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bullit House;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bulnes Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bumicom Telecommunicatie B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bureau 51;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Alpha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bureau Bartels B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bureau Beke;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;4;4
Bureau Beunders Media Analyse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau BlauwGeel B.V.;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;1;;;2
Bureau De Jong en de Jong;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau de Wissel;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Fris B.V.;;;;;1;;;;;;;1;;;;1;;;;;;;;;;;;;1;;;;;;;1
Bureau Handschrift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau Hoekstra Greve Mediation en Advisering;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Bureau Ignjatovic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau Inkomens Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bureau Jeugdzorg Limburg;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Maaiveld;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Maatschappelijke Zorg;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Mayet;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Bureau Meijerman;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bureau Ondersteboven;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau pAct;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau P-zaken;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Schijf, Partner in Leiderschap;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Schippers coaching en training;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Streefkerk B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Ten Bate;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Tromp B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau van der Meijden B.V.;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bureau Veritas Industrial Services;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1
Bureau Victor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau Visschedijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau Volzin B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau voor Beeldzaken;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau voor Kwaliteitszorg Zwolle B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau voor Overheidscommunicatie B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BUREAU YAN;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Zuidema B.V.;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Bureau-B.O.T. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Bureautaal B.V.;;;;;3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;2;1;;;4
BureauVos ontwikkel./opleiding, train./coach.;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Buren Dental B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Burgemeester Kruijffbad B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burger Coaching & Advies;;;;;2;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;3
Burgerij Rotterdam B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BurgGolf Zoetermeer B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burgundy Street B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burn Out Poli;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Buro Acting;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buro Beneker;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro Blonk;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Buro DSB zorg voor buitenkunst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
