FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3608,Dorpsstraat,Orienterend bodemonderzoek,Afdeling Milieu Gemeente Nijmegen,01-12-1987,0748/Smit.01/12/1987,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: bij de boringen 7, 13 en 14 wordt een zeer lichte geur van olie en/of aromaten waargenomen. Bij de boringen 5 en 8 is zichtbaar zwarte afgewerkte olie in de grond aanwezig.

Resultaten:

  Grond: in de boringen 5 en 8 overschrijdt het oliegehalte de C-waarde (respectievelijk 11200 en 14000 mg/kg droge stof). In boring 18 overschrijdt het loodgehalte de B-waarde.

  Grondwater: peilbuis G21 is tot de B-waarde (200 ?g/l) verontreinigd met olie. De concentraties aan xylenen en tolueen overschrijden de A-waarde.

Conclusies en aanbevelingen: in de bodem en het grondwater zijn geen verhoogde gehalten aan lood, zink, EOCl, aromaten en gechloreerde koolwaterstoffen aangetoond. In een nader onderzoek moet de omvang van de olieverontreinging van de bodem en het grondwater worden bepaald.",Orienterend Onderzoek 2,742,NZ026800224,1070,,"POLYGON ((184256.344 427490.486, 184418.276 427267.585, 184501.682 427328.554, 184338.773 427557.796, 184256.344 427490.486))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3609,Dorpsstraat,Sanerings evaluatie,Haskoning,01-07-1990,0310/90/294.83/3K,"Conclusies en aanbevelingen: de verontreiniging is afgegraven, verwijderd en gereinigd. De bodem en het grondwater zijn gesaneerd tot gehalten gelijk of beneden de A-waarde, met een eventuele correctie voor lokale verhoogde achtergrondgehalten. Voor het grondwater geldt verder dat er absoluut geen verspreiding van de verontreiniging buiten de lokatie mag plaatsvinden.",Sanering onder Milieukundige begeleiding 1,742,NZ026800224,1073,,"POLYGON ((184296.813 427468.232, 184367.656 427517.059, 184349.782 427543.653, 184351.743 427557.821, 184360.681 427567.63, 184357.847 427570.9, 184355.885 427573.08, 184355.013 427574.17, 184328.856 427554.116, 184330.817 427551.282, 184270.219 427502.019, 184296.813 427468.232))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360a,Dr. de Blecourtstraat b,Verkennend onderzoek NVN 5740,Haskoning,31-10-1994,0699/13870.C1780.A0/R001/,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: iets puin en baksteen.

Resultaten:

  Bovengrond: in het mengmonster GM1 overschrijden het PAK-gehalte en de EOX de S-waarde.

  Ondergrond: in het mengmonster GM2 overschrijdt de EOX de S-waarde.

  Grondwater: de concentratie aan EOX bedraagt 250 ?g/l. S- en I-waarden zijn er niet voor de EOX, maar de concentratie is ruim boven de vroeger gehanteerde C-waarde (70 ?g/l).

Conclusies en aanbevelingen: de lichte verhoging van het PAK-gehalte in de bovengrond wordt waarschijnlijk veroorzaakt door het voorkomen van puindeeltjes. De grond en het grondwater zijn verontreinigd met EOX. De gemeten gehalten in de grond zijn echter veel voorkomende achtergrondwaarden in Nederland. De verhoogde concentratie in het grondwater duidt op het gebruik van chloorhoudende bestrijdingsmiddelen. Uit informatie van de afdeling milieuzaken blijkt dat een verhoogde achtergrondconcentratie een vaker voorkomend verschijnsel is in de omgeving van de lokatie. Geadviseerd wordt een nader onderzoek naar de herkomst en omvang van de verontreiniging met EOX uit te voeren.",Verkennend Onderzoek 1,748,NZ026800244,1082,,"POLYGON ((184520.311 428006.891, 184507.605 428022.669, 184477.128 427998.753, 184490.581 427982.726, 184520.311 428006.891))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360b,Dr. Jan Berendsstraat 24,Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,18-08-1982,0745/ThB/ASWRAP-ASWRAP15,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: -

Resultaten:

  Bovengrond: -

  Ondergrond: -

  Grondwater: bevindt zich dieper dan 5 m-mv.

Conclusies en aanbevelingen:gezien de ligging van de lokatie ten opzichte van het waterwingebied Kronenburgerpark is het noodzakelijk een dieper bodem- en/of grondwateronderzoek in te stellen. Het verdient daarom de aanbeveling om met sanering van de ondiepe bodem te wachten totdat de resultaten van zo'n onderzoek bekend zijn.",Verkennend Onderzoek 1,751,NZ026800229,1087,,"POLYGON ((187292.194 427686.473, 187275.354 427575.11, 187287.848 427573.752, 187315.282 427568.862, 187315.825 427567.504, 187314.739 427555.281, 187403.015 427534.095, 187403.83 427535.182, 187404.101 427535.997, 187408.99 427563.43, 187407.361 427564.245, 187418.769 427632.693, 187419.04 427632.964, 187419.312 427635.137, 187423.658 427664.201, 187422.028 427666.374, 187346.518 427675.88, 187332.394 427681.313, 187292.194 427686.473))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360c,Dr. Jan Berendsstraat/Jan v Speijkstraat,Verkennend onderzoek NVN 5740,Heidemij Advies,31-01-1994,0415/634/EA94/A200/17850,"Hypothese wordt niet verworpen.

Zintuigelijke waarnemingen: puin en in de boringen 102, 103, 104 en 105 is een lichte oliereactie waargenomen.

Resultaten:

  Bovengrond: de gehalten aan koper, kwik, cadmium en PAK-totaal overschrijden de A-waarde.

  Ondergrond: -

  Grondwater: bevindt zich dieper dan 5 m-mv.

  Bijzonderheden: een ander deel van hetzelfde rapport is ingevoerd onder de Dr. Jan Berendsstraat 8, het tweede verkennende onderzoek.

Conclusies en aanbevelingen: de verhoogde gehalten aan zware metalen en PAK's betreffen waarschijnlijk verhoogde achtergrondgehalten in het stedelijk gebied. Aanbevolen wordt om na de sloop van de opstallen de bovenlaag van de grond deels af te graven en aan te vullen met schone grond. Bij het verwijderen van ondergrondse olietanks is het aan te bevelen dit onder milieukundige begeleiding uit te voeren.",Verkennend Onderzoek 1,753,NZ026800231,1094,,"POLYGON ((187275.493 427562.752, 187283.516 427561.012, 187291.924 427611.949, 187281.292 427613.688, 187276.46 427581.503, 187277.813 427581.309, 187277.33 427578.603, 187278.296 427578.41, 187275.493 427562.752))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360d,Einsteinstraat,Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,30-05-1995,0532/Einstein. 5-95/VO,"Hypothese wordt niet verworpen.

Zintuigelijke waarnemingen: in de bovengrond van de boringen 8, 9, 13 en 14 zijn enkele kooltjes aangetroffen. Verder wordt er een enkele keer weinig stenen waargenomen.

Resultaten:

  Bovengrond: het PAK-gehalte is licht verhoogd ten opzichte van de S-waarde.

  Ondergrond: er zijn geen verhoogde gehalten gemeten.

  Grondwater: bevindt zich op circa 11 m-mv.

Conclusies en aanbevelingen: vanuit milieukundig oogpunt bestaat er geen bezwaar tegen het in gebruik nemen van de lokatie voor woonbebouwing.",Verkennend Onderzoek 1,762,NZ026800265,1111,,"POLYGON ((187018.892 424963.438, 187019.235 424967.565, 187018.892 424972.551, 187020.611 424989.401, 187022.846 424997.826, 187024.91 425019.663, 187022.846 425020.523, 187023.706 425034.45, 186995.336 425045.798, 186956.649 424972.379, 186956.477 424971.519, 186957.509 424969.972, 186958.712 424968.596, 186960.947 424967.737, 187018.892 424963.438))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360e,Energieweg 016,Verkennend onderzoek NVN 5740,EnviroPlan,10-12-1996,1015/P-6521/B01/brief,"Hypothese wordt niet verworpen.

Zintuigelijke waarnemingen: in boring 3 wordt van boven naar beneden eerst een licht zoete en daarna een matige en sterke oliegeur waargenomen. Aanvankelijk is de olie-waterreactie negatief, maar naar onder toe neemt de olie-waterreactie toe tot eerst matig en daarna sterk. In peilbuis 3 wordt eveneens een lichte oliegeur waargenomen.

Resultaten:

  Bovengrond: -

  Ondergrond: het gehalte aan minerale olie (1500 mg/kg droge stof) overschrijdt de I-waarde.

  Grondwater: in peilbuis 3 overschrijden de gehalten aan benzeen, xylenen, naftaleen en minerale olie de S-waarde.

Conclusies en aanbevelingen: de geschatte omvang van de sterke olieverontreiniging bedraagt 15 m3. In het grondwater wordt geen enkele T-waarde overschreden. Er is dan ook geen aanleiding tot het nemen van saneringsmaatregelen voor het grondwater. Aanbevolen wordt om gelijktijdig met het verwijderen van de tank de verontreinigde grond op basis van zintuigelijke waarnemingen af te graven en af te voeren naar een grondreinigingsbedrijf. Eventueel kan na voltooiing van de graafwerkzaamheden een bemonstering van de putwanden en -bodem plaatsvinden. Dit is mede afhankelijk van de totale hoeveelheid af te graven grond en kan ter plaatse door de milieukundig begeleider worden beoordeeld.",Verkennend Onderzoek 1,769,NZ026800276,1119,,"POLYGON ((185459.646 429041.848, 185439.992 429006.889, 185451.913 429000.768, 185471.406 429036.532, 185459.646 429041.848))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_360f,Energieweg 042,Verkennend onderzoek NVN 5740,Grontmij,28-04-1994,0454/47365-14,"Hypothese wordt niet veerworpen.

Zintuigelijke waarnemingen: geen.

Resultaten:

  Bovengrond: er zijn geen vehoogde gehalten gemeten.

  Ondergrond: er zijn geen verhoogde gehalten gemeten.

  Grondwater: er zijn geen verhoogde concentraties gemeten.

  Bijzonderheden: tijdens de uitvoering van het veldwerk bleek dat de nieuwbouw reeds was gerealiseerd.

Conclusies en aanbevelingen: vanuit milieuhygi?nisch oogpunt behoeven er geen beperkingen te worden gesteld aan het toekomstige gebruik van het terrein als groothandel voor levensmiddelen.",Verkennend Onderzoek 1,772,NZ026800283,1123,,"POLYGON ((184941.005 428271.582, 184951.635 428260.953, 184972.893 428280.594, 184962.957 428290.992, 184941.005 428271.582))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3610,Genestetlaan NS-emplacement,Orienterend bodemonderzoek,Heidemij Advies,31-08-1990,0028/634/16759/R001,"Er is geen hypothese gesteld.

Zintuigelijke waarenmingen: in alle boringen zijn puin, sintels en kolengruis aangetroffen en wordt minimaal een lichte oliereactie waargenomen. In enkele boringen is een matige tot sterke oliereactie waargenomen.

Resultaten:

  Oostelijke lokatie:

    Bovengrond: plaatselijk overschrijden de gehalten aan koper en de EOCl de A-waarde en het PAK-gehalte tot 3 maal de B-waarde.

    Ondergrond: -

    Grondwater: bevindt zich dieper dan 5.0 m-mv.

  Westelijke lokatie:

    Bovengrond: het zinkgehalte overschrijdt de A-waarde. De gehalten aan koper, lood en PAK-totaal overschrijden de B-waarde. Het gehalte aan minerale olie overschrijdt de C-waarde.

    Ondergrond: de gehalten aan koper en lood overschrijden de B-waarde. De gehalten aan PAK-totaal en minerale olie overschrijden de C-waarde.

    Grondwater: bevindt zich dieper dan 5.0 m-mv.

  Bijzonderheden: dit is het definitieve rapport van archiefnummer 0780.

Conclusies en aanbevelingen: afhankelijk van de bestemming van het terrein zal een en ander nader moeten worden onderzocht. Aanbevolen wordt om na te gaan in hoeverre verontreinigingen naar het grondwater zijn uitgespoeld opdat een eventueel risico voor het omringende milieu kan worden ingeschat. Tevens wordt geadviseerd om na te gaan in hoeverre de zintuigelijke vastgestelde sintel- en kolengruisverontreinigingen verhoogde PAK-gehalten veroorzaken. Daarnaast dient de verontreiniging met minerale olie bij garage Zuidooster nader te worden ingekaderd.",Orienterend Onderzoek 1,785,NZ026800331,1145,,"POLYGON ((186723.166 427554.094, 186732.51 427535.406, 186824.785 427587.967, 186857.49 427791.206, 186887.859 427766.677, 186997.655 427660.386, 187192.717 427228.211, 187205.566 427217.699, 187439.174 427196.674, 187446.182 427213.027, 187490.567 427221.203, 187501.08 427204.85, 187508.088 427336.839, 187476.551 427343.847, 187480.055 427402.249, 187455.526 427409.257, 187446.182 427426.778, 187329.378 427538.91, 187200.894 427568.111, 187103.946 427676.738, 187058.393 427747.989, 187039.704 427779.526, 187015.175 427902.17, 186908.884 427833.256, 186892.531 427777.19, 186891.363 427771.349, 186855.154 427800.55, 186820.113 427778.358, 186799.088 427733.972, 186771.055 427686.083, 186732.51 427631.185, 186704.477 427587.967, 186690.46 427576.287, 186707.981 427545.918, 186723.166 427554.094))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3611,Gerstweg 2,Verkennend onderzoek NVN 5740,Haskoning,06-11-1995,0837/11065.D2202.A0/R005/,"Hypothese wordt verworpen.

Zintuigelijke waarnemingen: puin en kooltjes.

Resultaten:

  Bovengrond: in mengmonster MF (puin- en kolenhoudend) overschrijden de gehalten aan koper, lood, zink en PAK de S-waarde. In mengmonster MG (niet puinhoudend) overschrijden de gehalten aan koper, kwik, lood, zink en PAK de S-waarde.

  Ondergrond: in mengmonster MH (niet puinhoudend) overschrijden de gehalten aan zink en dichloormethaan de S-waarde. In mengmonster MI (puin- en kolenhoudend) overschrijdt het PAK-gehalte de S-waarde.

  Grondwater: bevindt zich dieper dan 5.0 m-mv.

Conclusies en aanbevelingen: de verhoogde gehalten in de mengmonsters MF en MI zijn vermoedelijk veroorzaakt door de aanwegheid van puin en/of kolen. Het is niet duidelijk wat de oorzaak is van de verhoogde gehalten in de mengmonsters MG en MH.",Verkennend Onderzoek 3,793,NZ026800338,1162,,"POLYGON ((184686.541 426284.321, 184699.592 426276.552, 184710.881 426293.021, 184696.795 426301.825, 184686.541 426284.321))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3612,Gerstweg 2,Saneringsplan,Haskoning,20-03-1996,0919/11065.E0612.A0/R001/,"Conclusies en aanbevelingen: uit eerder onderzoek is gebleken dat het hier geen geval van ernstige bodemverontreiniging betreft. De hoeveelheid met PAK boven de I-waarde verontreinigde grond bedraagt naar schatting 10 m3. In totaal moet 45 m3 worden ontgraven. De ontgraving, circa 90 m2 tot 0.5 m-mv, zal onder milieukundige begeleiding worden uitgevoerd.",Sanerings Plan 1,793,NZ026800338,1166,,"POLYGON ((184866.566 426200.354, 184874.332 426212.067, 184858.418 426222.252, 184850.143 426210.285, 184866.566 426200.354))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3613,Florapark,Verkennend onderzoek NVN 5740,Heidemij Advies,01-08-1996,0830/634/OA96/5393/18888/,"Hypothese wordt verworpen.

Zintuigelijke waarnemingen: enkele puin- en kolendeeltjes in de bovengrond.

Resultaten:

  Bovengrond: de gehalten aan koper, kwik, lood, zink en PAK's overschrijden de S-waarde. De EOX is licht verhoogd ten opzichte van de detectiegrens.

  Ondergrond: er zijn geen verhoogde gehalten gemeten.

  Grondwater: bevindt zich dieper dan 5.0 m-mv.

Conclusies en aanbevelingen: gezien de lichte overschrijdingen is de kans op potenti?le verontreinigingsbronnen voldoende beperkt. Nader onderzoek is niet nodig. Bij transport van bovengrond van het terrein dient rekening te worden gehouden met mogelijke beperkingen in het vinden van afzetmogelijkheden voor de grond.",Verkennend Onderzoek 3,794,NZ026800312,1169,,"POLYGON ((186398.749 427763.552, 186386.176 427754.594, 186395.291 427742.493, 186396.549 427743.279, 186414.622 427756.008, 186405.664 427768.581, 186398.749 427763.552))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3614,Graafseweg/Ds. Creutzbergweg,Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,15-11-1987,0384/Post/49WL1249WL12.4,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: geen.

Resultaten:

  Grond: er zijn geen overschrijdingen van de B-waarde gemeten.

  Grondwater: bevindt zich op circa 9.0 m-mv.

Conclusies en aanbevelingen: de lokatie is niet verontreinigd. Er is geen gevaar voor de volksgezondheid of het milieu. De grond is geschikt voor de bouw van woningen.",Verkennend Onderzoek 1,801,NZ026800368,1176,,"POLYGON ((185830.887 427130.328, 185832.152 427129.062, 185833.559 427128.921, 185834.684 427129.062, 185847.766 427137.221, 185821.462 427181.811, 185808.521 427173.793, 185807.677 427172.245, 185807.396 427170.698, 185808.662 427168.588, 185830.887 427130.328))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3615,Goffertpark 01,Verkennend onderzoek NVN 5740,Arns Milieu- en Installatietechniek BV,14-03-1997,1164/33075003.001,"Hypothese wordt verworpen.

Zintuigelijke waarnemingen: kolengruis.

Resultaten:

  Grond: het PAK-gehalte overschrijdt de S-waarde.

  Grondwater: -

Conclusies en aanbevelingen: de lichte verhoging van het PAK-gehalte wordt veroorzaakt door het zintuigelijk waargenomen kolengruis. Nader onderzoek is niet noodzakelijk. Vrijkomende grond is echter niet geschikt voor onbeperkt hergebruik.",Verkennend Onderzoek 1,804,NZ026800339,1179,,"POLYGON ((185626.375 426652.499, 185651.067 426686.347, 185680.5 426710.384, 185703.556 426730.66, 185705.191 426731.641, 185705.845 426733.44, 185698.65 426741.125, 185684.097 426726.245, 185634.715 426673.919, 185623.432 426658.876, 185619.998 426652.662, 185626.375 426652.499))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3616,Groenestraat 265,Verkennend onderzoek NVN 5740,DIBEC B.V.,01-03-1992,0358/92-4-151,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: bij boring 11 wordt een oliegeur waargenomen en bij de boringen 11, 14 en 15 zijn kooldeeltjes aangetroffen. Ter plaatse van de boringen 11 en 14 werd op een ondoordringbare laag gestoten.

Resultaten:

  Grond: in de mengmonsters MM2, MM4, MM12 en MM13 overschrijdt het gehalte aan minerale olie de A-waarde. In boring 11 overschrijdt het minerale oliegehalte de B-waarde. In boring 7 overschrijdt het loodgehalte de A-waarde.

  Grondwater: bevindt zich op circa 15 m-mv.

Conclusies en aanbevelingen: de (lokale) loodverontreiniging is mogelijk veroorzaakt door (vroegere) bedrijfsactiviteiten. De matige olieverontreiniging bij boring 11 ligt voornamelijk tussen 1.0 en 1.8 m-mv. Aanbevolen wordt een nader onderzoek te verrichten naar de loodverontreiniging en de olieverontreinigingen (ter plaatse van de olietanks ten noorden van gebouw Z23 en ten zuiden van hal Z5 en ter plaatse van de aansluitingen van de olieleidingen).",Verkennend Onderzoek 1,813,NZ026800377,1188,,"POLYGON ((186475.311 426822.521, 186504.476 426813.114, 186519.528 426809.821, 186592.909 426804.176, 186592.909 426851.686, 186637.597 426851.686, 186643.241 426971.636, 186563.275 426971.636, 186516.706 426980.573, 186496.949 426877.087, 186492.245 426878.028, 186475.311 426822.521))"
