"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"1",,"E","PERSHING","RD","12","20","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2764884","1061942","201320139","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL MTG RM FIRE PROTECTION","Jackson","4","Kansas City","125060","JA29530241200000000","GENERAL AUTOMATIC SPRINKLER FIRE PROTECTION CO INC","PERMIT SERVICE",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"2007",,"E","36TH","ST","9","20","2012","Residential","Demolition","Single Family","1","0","2771755","1053832","201316461","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","134003","JA30110110500000000","HECO, INC.","RUSSEL BRANSON",,,,"2007 E 36TH ST
,  64109
(39.061023, -94.559732)"
"3445",,,"PROSPECT","AVE","2","8","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","99","2773679","1054551","201221224","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"C WITHERS EXPRESS","Jackson","3","Kansas City","25367","JA28930321600000000","ADT SECURITY SERVICES, INC.","DIANA CARMAN",,,,"3445 PROSPECT AVE
,  64128
(39.062837, -94.553189)"
"5440",,,"PROSPECT","AVE","1","23","2013","Non-Residential","New Construction","NA","0","18342","2772974","1041594","201321238","327","Stores And Customer Service Buildings",,"FAMILY DOLLAR STORE","Jackson","5","Kansas City","145942","JA30710321700000000","MAYES PLUMBING, INC.","PERMIT SERVICE","HOUSTON ENTERPRISES OF KANSAS CITY LLC","5440 PROSPECT / S 5 FT LOT 7  ALL LOTS 8 TO 18 INCL MISSOURIADD",,"5440 PROSPECT AVE
,  64130
(39.02711, -94.55514)"
"8751",,"NW","PRAIRIE VIEW","RD","2","2","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","7500","2741995","1123841","201021042","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 5TH PLAT","APRICOT LANE BOUTIQUE","Platte","2","Park Hill","245528","PL201012100007007000","MINDER PLUMBING, INC.",,,"ZONA ROSA 5TH LOT 4",,"8751 NW PRAIRIE VIEW RD
,  64153
(39.252636, -94.664333)"
"6242",,"N","PENNSYLVANIA","DR","12","16","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","900","2763769","1107273","201119531","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"JEFFERSON MANOR","Clay","2","North Kansas City","96617","CL1380800010040001","LEXINGTON PLUMBING & HEATING CO., INC.","PERMIT SERVICE INC",,"GODWIN JAMES K & WENDI R",,"6242 N PENNSYLVANIA DR
,  64118
(39.207242, -94.587804)"
"30",,"W","PERSHING","RD","7","7","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1500","2764373","1062524","201212695","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"3640",,,"PENNSYLVANIA","AVE","10","10","2011","Residential","Additions, Alterations, Repairs","NA","0","9238","2762258","1053493","201216425","434","EXIST - RESIDENTIAL BLDG-ADDN-ALTER-CONV",,"SINGLE FAMILY","Jackson","4","Kansas City Missouri","129996","JA30310111500000000","ELKINS AIR CONDITIONING & HEATING, INC.","KEVIN READSHAW",,,,"3640 PENNSYLVANIA AVE
,  64111
(39.059838, -94.592901)"
"215",,"W","PERSHING","RD","6","1","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","7300","2764115","1061981","201211166","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"PORTFOLIO KITCHEN AND HOME STUDIOS","Jackson","4","Kansas City","125083","JA29530040500000000","PERMIT SERVICES, INC.","SIEMENS INDUSTRY, INC.",,"GANDINI KRISTINA L & TONY L",,"215 W PERSHING RD
,  64108
(39.083438, -94.587031)"
"1601",,"NW","PLATTE","RD","10","21","2010","Non-Residential","New Construction","NA","0","200000","2760331","1092298","201117243","324","Office, Bank And Professional Buildings","BRIARCLIFF PROFESSIONAL PLAZA 3AC","SOCIAL SECURITY ADMINISTRATION (SSA) IVT STUDIO AT BRIARCLIFF","Clay","2","North Kansas City","254776","CL1720400010030201","KASA ELECTRIC LLC","MARK LAMANNO",,,,"1601 NW PLATTE RD
,  64116
(39.16703, -94.600555)"
"8751",,"NW","PRAIRIE VIEW","RD","2","18","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2741995","1123841","201021648","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 5TH PLAT","APRICOT LANE BOUTIQUE","Platte","2","Park Hill","245528","PL201012100007007000","S & J ELECTRICAL CONTRACTORS, L.L.C.","KATHY ROMEY",,"ZONA ROSA 5TH LOT 4",,"8751 NW PRAIRIE VIEW RD
,  64153
(39.252636, -94.664333)"
"1",,"E","PERSHING","RD","1","29","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","52886","2764884","1061942","201321541","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN WATERFALL GIFT SHOP","Jackson","4","Kansas City","125060","JA29530241200000000","LYTLE CONSTRUCTION, INC","JIM SINGLETON","CROWN POWER & REDEV CORP","1 E PERSHING RD               AMENDED PLAT OF JAMES DOWLINGSADD ALL OR PRT LOTS 3-7 & LOTS28-45 CORR PLAT OF CITY VIEW  PARK & LOTS 3-10 THOMAS N     JONES ADD & LOTS 5 27 28 & 29 SCARRITTS & PEERYS SUB & LOTS 18-22 & LOTS 24-28 & 29       VINEYARDS 4TH",,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"2400",,,"PERSHING","RD","12","28","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","29325","2765706","1061869","201219742","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"CHILDRENS MERCY HOSPITAL / F H P LOBBY LEVEL","Jackson","4","Kansas City Missouri","125066","JA29530250101000000","SHEET METAL CONTRACTORS, INC.","PERMIT SERVICE, INC",,,,"2400 PERSHING RD
,  64108
(39.083811, -94.580052)"
"3102",,,"PROSPECT","AVE","1","10","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","3500","2773115","1057032","201320723","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"GEN X STORE","Jackson","3","Kansas City","126195","JA29740021400000000","CAEDMON CONSTRUCTION & ELECTRICAL CO., LLC","VERANEL S. BRASWELL","LINWOOD & PROSPECT INVESTORS","3102 PROSPECT                 MOONEY PLACE TRACT VII",,"3102 PROSPECT AVE
,  64109
(39.06979, -94.552843)"
"7200",,,"PENNSYLVANIA","AVE","11","6","2013","Residential","Additions, Alterations, Repairs","NA","0","1500","2761304","1030859","201418658","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","KANSAS CITY","110602","JA47440140100000000","HOMETOWN ELECTRIC & CONSTRUCTION LLC","JUSTIN BENTON","NEYMAN RAY O & MARIE J","7200 PENNSYLVANIA             NORWALDO LOT 64",,"7200 PENNSYLVANIA AVE
,  64114
(38.997761, -94.596207)"
"8456",,"NW","PRAIRIE VIEW","RD","11","24","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","5640","2742928","1122259","201118652","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","LANDLORD IMPROVEMENTS WHITE BOX FINISH, SPACE 106 AT ZONA ROSA","Platte","2","Park Hill","225480","PL201012100001096000","TEMP-CON, INC.","PERMIT SERVICE, INC",,,,"8456 NW PRAIRIE VIEW RD
,  64153
(39.248135, -94.661214)"
"8651",,"NW","PRAIRIE VIEW","RD","10","25","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","13251","2743016","1123392","201217229","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","ZONA ROSA 2ND PLAT","DICK'S SPORTING GOODS STORE #118","Platte","2","Park Hill","222868","PL201012100004009000","SCHINDLER ELEVATOR CORPORATION","CHRISTY FORD",,,,"8651 NW PRAIRIE VIEW RD
,  64153
(39.25092, -94.6618)"
"7100",,"NW","PRAIRIE VIEW","RD","4","30","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2745928","1113078","201224763","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"KMART ADA BARRIER REMEDIATION PROJECT","Platte","2","Park Hill","163084","PL194019200001001002","OVERLAND PARK ELECTRIC COMPANY","ANTIONETTE KING",,,,"7100 NW PRAIRIE VIEW RD
,  64151
(39.224146, -94.651237)"
"2301",,,"POPLAR","AVE","6","5","2012","Residential","Additions, Alterations, Repairs","NA","0","200","2781498","1062003","201311465","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","18998","JA28530010300000000","AARON'S SERVICES, LLC","KELLY STUFFLEBEAN",,,,"2301 POPLAR AVE
,  64127
(39.083328, -94.525548)"
"9550",,"NW","PRAIRIE VIEW","RD","7","27","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","9740","2741839","1128555","201314065","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","RANDY REED DEALERSHIP, DETAIL SHOP","Platte","2","Park Hill","214237","PL201001000000029000","HEARTLAND PLUMBING, INC.","PERMIT SERVICE, INC",,,,"9550 NW PRAIRIE VIEW RD
,  64153
(39.266789, -94.665021)"
"30",,"W","PERSHING","RD","4","18","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","3461","2764373","1062524","201224281","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","TRANSPORATION  AUTHORITY OFFICE","Jackson","4","Kansas City","239600","JA29530260101200000","STANGER INDUSTRIES, INC.","PERMIT SERVICE",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"1908",,,"POPLAR","AVE","11","21","2011","Residential","Demolition","Single Family","1","0","2781593","1063733","201218327","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City Missouri","18105","JA28520201900000000","KAW VALLEY WRECKING, LLC","TOM LYNCH",,,,"1908 POPLAR AVE
,  64127
(39.088052, -94.5249)"
"9300",,"NW","PRAIRIE VIEW","RD","10","29","2010","Non-Residential","New Construction","NA","0","461889","2742170","1127441","201117547","329","Structures Other Than Buildings","TIFFANY SPRINGS AUTO PLAZA II","SUPERIOR LEXUS NORTH @ TIFFANY SPRINGS AUTO PLAZA","Platte","2","Park Hill","220206","PL201001000000031000","TURNER CONST","MICHAEL MERSMANN",,,,"9300 NW PRAIRIE VIEW RD
,  64153
(39.264039, -94.663013)"
"3115",,,"PROSPECT","AVE","1","7","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2773755","1056802","201320566","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CITY GEAR TENANT FINISH","Jackson","3","Kansas City","25309","JA28930061001000000","ROZIER ELECTRIC, INC.","PERMIT SERVICE, INC.","UNION BANK","3121 PROSPECT                 CDC-KC LINWOOD SQUARE 1ST PLATLOT 2",,"3115 PROSPECT AVE
,  64128
(39.069562, -94.552855)"
"8105",,"N","PONTIAC","AVE","5","18","2012","Non-Residential","New Construction","NA","0","65000","2757453","1119468","201310801","328","Sheds, Barns, And Residential Garages",,"SINGLE FAMILY","Platte","2","Platte County","162025","PL192009400007026000","AMBERSON & ASSOCIATES, INC","PERMIT SERVICE",,,,"8105 N PONTIAC AVE
,  64151
(39.241067, -94.610628)"
"10425",,"N","POTTER","AVE","7","7","2010","Residential","New Construction","Single Family","0","3900","2793349","1134157","201112684","101","New Single Family Dwelling","KELLYBROOK THIRD PLAT","SINGLE FAMILY","Clay","1","Liberty","228778","CL1081100150010001","DOLLAR CONSTRUCTION, INC.","BRYAN DOLLAR",,,,"10425 N POTTER AVE
,  64157
(39.281552, -94.483841)"
"11205",,"N","PENNSYLVANIA","AVE","9","21","2012","Residential","New Construction","Single Family","0","5000","2764454","1140240","201316536","101","New Single Family Dwelling","BRISTOL NORTH-FOURTH PLAT","SINGLE FAMILY","Clay","2","North Kansas City","241208","CL0952000040380001","ROBERTSON PLUMBING, LLC","PERMIT SERVICE",,,,"11205 N PENNSYLVANIA AVE
,  64155
(39.298123, -94.586102)"
"8738",,"NW","PRAIRIE VIEW","RD","6","7","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","2179","2742011","1123627","201211404","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","J. JILL STORE @ ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","PROGRESSIVE ELECTRONICS, INC.","CHRIS FRANCISCO",,"BPI MIDWEST LLC",,"8738 NW PRAIRIE VIEW RD
,  64153
(39.252645, -94.663652)"
"8720",,"NW","PRAIRIE VIEW","RD","6","21","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","225800","2742011","1123627","201112001","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","CHARMING CHARLIE STORE AT ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","MENEMSHA DEVELOPMENT GROUP, INC","CHRIS TROXEL",,"ZONA ROSA 2ND LOT 2 (EXC N STODDART ST R/W)",,"8720 NW PRAIRIE VIEW RD
,  64153
(39.252352, -94.662919)"
"1",,"E","PERSHING","RD","10","11","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","12000","2764884","1061942","201317410","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"Westin pool and restroom renovations","Jackson","4","Kansas City","125060","JA29530241200000000","P1 GROUP, INC.","PERMIT SERVICE INC",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"5111",,,"PHELPS","RD","5","14","2012","Residential","Additions, Alterations, Repairs","NA","0","100","2817474","1041535","201310539","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Independence","64218","JA33700020100000000","THURBER NICHOLAS A & EDEN M DOWLER",,,,,"5111 PHELPS RD
,  64136
(39.026932, -94.399005)"
"8754",,"NW","PRAIRIE VIEW","RD","3","26","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","3371","2742011","1123627","201223175","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","WHITE HOUSE / BLACK MARKET AT ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","PROGRESSIVE ELECTRONICS, INC.","VIRGIL WOODS",,,,"8754 NW PRAIRIE VIEW RD
,  64153
(39.252634, -94.66456)"
"6718",,,"PASEO",,"6","7","2011","Residential","Additions, Alterations, Repairs","NA","0","299","2770612","1033473","201211375","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Kansas City","114049","JA47610032500000000","ADT SECURITY SERVICES, INC.","DIANA CARMAN",,"BUSTER KIRK M & SAVING SHANNON L",,"6718 PASEO
,  64132
(39.005136, -94.563521)"
"30",,"W","PERSHING","RD","11","5","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","343000","2764373","1062524","201117866","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KANSAS CITY ELECTION BOARD","Jackson","4","Kansas City","239601","JA29530260101300000","J E DUNN CONSTRUCTION CO","BEN REICKS",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"4500",,,"PITTMAN","RD","10","22","2012","Residential","Additions, Alterations, Repairs","NA","0","820","2799319","1046365","201317729","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","49858","JA32510014400000000","ADT SECURITY SERVICES, INC.","JUANITA FARR",,,,"4500 PITTMAN RD
,  64133
(39.040146, -94.461886)"
"6915",,,"PENNSYLVANIA","AVE","7","20","2011","Residential","Additions, Alterations, Repairs","NA","0","6000","2761366","1032940","201213190","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - ADDITION","Jackson","6","Kansas City","109461","JA47410140900000000","ELECTRIC SERVICE SPECIALIST, INC.","BRETT JONES",,,,"6915 PENNSYLVANIA AVE
,  64113
(39.003512, -94.5964)"
"11203",,"N","PENNSYLVANIA","AVE","4","24","2013","Residential","New Construction","Single Family","0","4100","2764450","1140156","201325055","101","New Single Family Dwelling","BRISTOL NORTH-FOURTH PLAT","SINGLE FAMILY","Clay","2","North Kansas City","241207","CL0952000040390001","PALMER ELECTRIC COMPANY","DEBBIE JOINER","SHOAL CREEK PARTNERS LLC","BRISTOL NORTH 4TH PLAT LT 96",,"11203 N PENNSYLVANIA AVE
,  64155
(39.297882, -94.586109)"
"6401",,,"PASEO",,"10","31","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","100000","2769481","1035801","201217559","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"VACANT OFFICE BLDG","Jackson","5","Kansas City Missouri","250890","JA47130010800000000","MID AMERICA CONTRACTORS","JASON MCDOWELL",,,,"6401 PASEO
,  64131
(39.01128, -94.568034)"
"8322",,,"PICO","ST","8","7","2013","Residential","Demolition","Single Family","1","0","2762841","1022992","201414315","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","6","KANSAS CITY","121767","JA48220073000000000","DICKENS DEMOLITION & CONSTRUCTION","JOHNATHAN DICKENS","LYON JOHN PATRICK &","8322 PICO                     NAPOLEON BOONE EST COMM PLAT  LOT 7 BLK 4",,"8322 PICO ST
,  64114
(38.976297, -94.590867)"
"15",,"E","POCAHONTAS","LN","9","28","2012","Residential","Additions, Alterations, Repairs","NA","0","1003","2763140","1021829","201316833","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Center","149644","JA48220140900000000","ADT SECURITY SERVICES, INC.","JUANITA FARR",,,,"15 E POCAHONTAS LN
,  64114
(38.973143, -94.58991)"
"6885",,"NE","PLEASANT VALLEY","RD","7","11","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","24000","2789035","1109932","201413078","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"KCPD POLICE ACAD ROOFTOP SOLAR PANEL ARRAY","Clay","1","NORTH KANSAS CITY","255515","CL1450300040020001","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.","#N/A","#N/A",,"6885 NE PLEASANT VALLEY RD
,  64119
(39.216579, -94.49904)"
"6915",,,"PENNSYLVANIA","AVE","7","11","2011","Residential","Additions, Alterations, Repairs","NA","0","15000","2761366","1032940","201212797","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - ADDITION","Jackson","6","Kansas City","109461","JA47410140900000000","EAKIN COMPANY","CHRIS EAKIN",,,,"6915 PENNSYLVANIA AVE
,  64113
(39.003512, -94.5964)"
"8401",,,"PARK","AVE","10","19","2011","Residential","Additions, Alterations, Repairs","NA","0","1500","2771275","1022373","201216993","97","EXISTING ONE OR TWO FAMILY RESIDENCE",,"SINGLE FAMILY RESIDENCE","Jackson","5","Center","121973","JA48110120200000000","JAMES FRANCIS","JAMES FRANCIS",,,,"8401 PARK AVE
,  64132
(38.974537, -94.561525)"
"9600",,"NW","PRAIRIE VIEW","RD","1","3","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","13500","2741584","1129522","201219808","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","RANDY REED NISSAN - ELECTRICAL","Platte","2","Park Hill","246989","PL201001000000028000","YATES ELECTRIC CO. INC.","JOSH MAHER",,,,"9600 NW PRAIRIE VIEW RD
,  64153
(39.266899, -94.6651)"
"11021",,"N","POMONA","AVE","6","11","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","81000","2740639","1139352","201311777","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","AIRWORLD CENTER 9TH PLAT","MULTIVAC INTERIOR RENOVATIONS","Platte","2","Park Hill","250252","PL177025000000003000","METRO AIR CONDITIONING CO.","PERMIT SERVICE, INC.",,,,"11021 N POMONA AVE
,  64153
(39.293194, -94.671755)"
"8534",,"NW","PRAIRIE VIEW","RD","11","18","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","12400","2742908","1122641","201118402","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","LANDLORD IMPROVEMENTS","Platte","2","Park Hill","225481","PL201012100001097000","TEMP-CON, INC.","PERMIT SERVICE, INC",,,,"8534 NW PRAIRIE VIEW RD
,  64153
(39.249531, -94.661226)"
"215",,"W","PERSHING","RD","10","28","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","7500","2764115","1061981","201117534","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"UMKC","Jackson","4","Kansas City","125083","JA29530040500000000","MASTER MECHANICAL CONTRACTORS, INC.","PERMIT SERVICE INC.",,,,"215 W PERSHING RD
,  64108
(39.083438, -94.587031)"
"11021",,"N","POMONA","AVE","9","20","2012","Non-Residential","New Construction","NA","0","21150","2740639","1139352","201316505","329","Structures Other Than Buildings","AIRWORLD CENTER 9TH PLAT","MULTIVAC PARKING LOT ADDITION","Platte","2","Park Hill","250252","PL177025000000003000","CAPITAL ELECTRIC CONSTRUCTION COMPANY, INC.","PERMIT SERVICE, INC.",,,,"11021 N POMONA AVE
,  64153
(39.293194, -94.671755)"
"1",,"E","PERSHING","RD","8","21","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","7500","2764884","1061942","201315158","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL LOBBY RESTROOMS","Jackson","4","Kansas City","125060","JA29530241200000000","PM CONTRACTING, INC.","PERMIT SERVICE",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
