"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"9018",,"NE","100TH","ST","9018 NE 100TH ST","64157","6","19","2015","Residential","New Construction","Single Family","0","$   150","2798008","1131665","201612613","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257854","CL1091300060090001","9018 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 114"
"9019",,"NE","100TH","ST","9019 NE 100TH ST","64157","6","12","2015","Residential","New Construction","Single Family","1","$   195,717","2798001","1131478","201612197","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257843","CL1091300050280001","9019 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 80"
"9019",,"NE","100TH","ST","9019 NE 100TH ST","64157","6","29","2015","Residential","New Construction","Single Family","0","$   4,600","2798001","1131478","201613076","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257843","CL1091300050280001","9019 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 80"
"9019",,"NE","100TH","ST","9019 NE 100TH ST","64157","8","17","2015","Residential","Additions, Alterations, Repairs","NA","0","$   4,500","2798001","1131478","201615717","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257843","CL1091300050280001","9019 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 80"
"9019",,"NE","100TH","ST","9019 NE 100TH ST","64157","8","28","2015","Residential","New Construction","Single Family","0","$   5,850","2798001","1131478","201616387","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257843","CL1091300050280001","9019 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 80"
"9022",,"NE","100TH","ST","9022 NE 100TH ST","64157","6","20","2014","Residential","New Construction","Single Family","1","$   182,478","2798083","1131665","201512582","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257855","CL1091300060100001","9022 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 113"
"9022",,"NE","100TH","ST","9022 NE 100TH ST","64157","6","30","2014","Residential","New Construction","Single Family","0","$   4,700","2798083","1131665","201513032","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257855","CL1091300060100001","9022 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 113"
"9022",,"NE","100TH","ST","9022 NE 100TH ST","64157","8","20","2014","Residential","New Construction","Single Family","0","$   4,350","2798083","1131665","201515624","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257855","CL1091300060100001","9022 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 113"
"9022",,"NE","100TH","ST","9022 NE 100TH ST","64157","9","4","2014","Residential","New Construction","Single Family","0","$   4,980","2798083","1131665","201516389","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257855","CL1091300060100001","9022 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 113"
"9026",,"NE","100TH","ST","9026 NE 100TH ST","64157","4","1","2014","Residential","New Construction","Single Family","1","$   200,000","2798158","1131665","201424420","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257856","CL1091300060110001","9026 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 112"
"9026",,"NE","100TH","ST","9026 NE 100TH ST","64157","4","15","2014","Residential","New Construction","Single Family","0","$   4,600","2798158","1131665","201425085","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257856","CL1091300060110001","9026 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 112"
"9026",,"NE","100TH","ST","9026 NE 100TH ST","64157","7","15","2014","Residential","New Construction","Single Family","0","$   4,350","2798158","1131665","201513704","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257856","CL1091300060110001","9026 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 112"
"9026",,"NE","100TH","ST","9026 NE 100TH ST","64157","8","20","2014","Residential","New Construction","Single Family","0","$   4,980","2798158","1131665","201515640","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257856","CL1091300060110001","9026 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 112"
"9027",,"NE","100TH","ST","9027 NE 100TH ST","64157","5","19","2015","Residential","New Construction","Single Family","1","$   158,000","2798155","1131477","201611009","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201510730","Clay","1","LIBERTY","257841","CL1091300050260001","9027 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 82"
"9027",,"NE","100TH","ST","9027 NE 100TH ST","64157","5","22","2015","Residential","New Construction","Single Family","0","$   3,500","2798155","1131477","201611209","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201510730","Clay","1","LIBERTY","257841","CL1091300050260001","9027 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 82"
"9027",,"NE","100TH","ST","9027 NE 100TH ST","64157","7","27","2015","Residential","New Construction","Single Family","0","$   4,400","2798155","1131477","201614523","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201510730","Clay","1","LIBERTY","257841","CL1091300050260001","9027 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 82"
"9027",,"NE","100TH","ST","9027 NE 100TH ST","64157","8","6","2015","Residential","New Construction","Single Family","0","$   4,190","2798155","1131477","201615199","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201510730","Clay","1","LIBERTY","257841","CL1091300050260001","9027 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 82"
"9030",,"NE","100TH","ST","9030 NE 100TH ST",,"2","26","2014","Residential","New Construction","Single Family","0","$   4,200","2798233","1131665","201422855","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257857","CL1091300060120001","9030 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 111"
"9030",,"NE","100TH","ST","9030 NE 100TH ST",,"3","17","2014","Residential","New Construction","Single Family","0","$   4,980","2798233","1131665","201423664","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257857","CL1091300060120001","9030 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 111"
"9031",,"NE","100TH","ST","9031 NE 100TH ST","64157","8","8","2014","Residential","New Construction","Single Family","1","$   200,000","2798232","1131477","201515090","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257840","CL1091300050250001","9031 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 83"
"9031",,"NE","100TH","ST","9031 NE 100TH ST","64157","8","15","2014","Residential","New Construction","Single Family","0","$   4,000","2798232","1131477","201515454","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257840","CL1091300050250001","9031 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 83"
"9031",,"NE","100TH","ST","9031 NE 100TH ST","64157","10","7","2014","Residential","New Construction","Single Family","0","$   4,350","2798232","1131477","201518088","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257840","CL1091300050250001","9031 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 83"
"9031",,"NE","100TH","ST","9031 NE 100TH ST","64157","10","28","2014","Residential","New Construction","Single Family","0","$   4,980","2798232","1131477","201519255","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257840","CL1091300050250001","9031 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 83"
"9031",,"NE","100TH","ST","9031 NE 100TH ST","64157","10","28","2015","Residential","Additions, Alterations, Repairs","NA","0","$   126","2798232","1131477","201619403","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257840","CL1091300050250001","9031 NE 100TH ST","ADT LLC","JUANITA FARR","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 83"
"9035",,"NE","100TH","ST","9035 NE 100TH ST","64157","7","9","2015","Residential","New Construction","Single Family","1","$   200,000","2798309","1131477","201613640","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257839","CL1091300050240001","9035 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 84"
"9035",,"NE","100TH","ST","9035 NE 100TH ST","64157","8","17","2015","Residential","New Construction","Single Family","0","$   4,600","2798309","1131477","201615771","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257839","CL1091300050240001","9035 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 84"
"9035",,"NE","100TH","ST","9035 NE 100TH ST","64157","10","8","2015","Residential","New Construction","Single Family","0","$   4,500","2798309","1131477","201618487","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257839","CL1091300050240001","9035 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 84"
"9035",,"NE","100TH","ST","9035 NE 100TH ST","64157","10","14","2015","Residential","New Construction","Single Family","0","$   4,980","2798309","1131477","201618737","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257839","CL1091300050240001","9035 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 84"
"9039",,"NE","100TH","ST","9039 NE 100TH ST","64157","7","1","2015","Residential","New Construction","Single Family","1","$   200,000","2798386","1131476","201613276","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310595","Clay","1","LIBERTY","257838","CL1091300050230001","9039 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 85"
"9039",,"NE","100TH","ST","9039 NE 100TH ST","64157","7","10","2015","Residential","New Construction","Single Family","0","$   4,600","2798386","1131476","201613703","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310595","Clay","1","LIBERTY","257838","CL1091300050230001","9039 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 85"
"9039",,"NE","100TH","ST","9039 NE 100TH ST","64157","9","16","2015","Residential","New Construction","Single Family","0","$   4,300","2798386","1131476","201617307","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310595","Clay","1","LIBERTY","257838","CL1091300050230001","9039 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 85"
"9039",,"NE","100TH","ST","9039 NE 100TH ST","64157","10","2","2015","Residential","New Construction","Single Family","0","$   4,980","2798386","1131476","201618151","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310595","Clay","1","LIBERTY","257838","CL1091300050230001","9039 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 85"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","6","10","2015","Residential","New Construction","Single Family","1","$   163,000","2798468","1131473","201612060","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 86"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","6","25","2015","Residential","New Construction","Single Family","0","$   3,500","2798468","1131473","201612936","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 86"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","7","27","2015","Residential","New Construction","Single Family","0","$   4,400","2798468","1131473","201614524","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 86"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","8","21","2015","Residential","New Construction","Single Family","0","$   4,190","2798468","1131473","201616020","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 86"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","2","8","2018","Residential","Additions, Alterations, Repairs","NA","0","$   25,400","2798468","1131473","201825693","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","SWIM THINGS INC","CHARLES BALDWIN","ERROR: #N/A"
"9101",,"NE","100TH","ST","9101 NE 100TH ST","64157","3","5","2018","Residential","Additions, Alterations, Repairs","NA","0","$   225","2798468","1131473","201826928","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","9101 NE 100TH ST","HOOSE WILLIAM H & TRACY E",,"ERROR: #N/A"
"9105",,"NE","100TH","ST","9105 NE 100TH ST","64157","10","28","2014","Residential","New Construction","Single Family","1","$   200,000","2798573","1131482","201519300","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","9105 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 87"
"9105",,"NE","100TH","ST","9105 NE 100TH ST","64157","11","6","2014","Residential","New Construction","Single Family","0","$   4,600","2798573","1131482","201519850","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","9105 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 87"
"9105",,"NE","100TH","ST","9105 NE 100TH ST","64157","12","30","2014","Residential","New Construction","Single Family","0","$   4,300","2798573","1131482","201522422","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","9105 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 87"
"9105",,"NE","100TH","ST","9105 NE 100TH ST","64157","1","7","2015","Residential","New Construction","Single Family","0","$   4,980","2798573","1131482","201522661","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","9105 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 87"
"9105",,"NE","100TH","ST","9105 NE 100TH ST","64157","5","5","2015","Residential","New Construction","Single Family","0","$   4,500","2798573","1131482","201610144","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","9105 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 87"
"9510",,"NE","100TH","ST","9510 NE 100TH ST","64157","2","25","2013","Residential","New Construction","Single Family","1","$   168,000","2799939","1131256","201322559","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","224947","CL1091800100090001","9510 NE 100TH ST","VILLAS AT COVENTRY, LLC","PERMIT SERVICES, LLC","ERROR: #N/A"
"9510",,"NE","100TH","ST","9510 NE 100TH ST","64157","4","5","2013","Residential","New Construction","Single Family","0","$   6,000","2799939","1131256","201324245","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","256843","CL1091800100090001","9510 NE 100TH ST","MINDER PLUMBING, INC.","PERMIT SERVICE, INC","BARRINGTON RIDGE 1ST PLAT LT 1-32"
"9510",,"NE","100TH","ST","9510 NE 100TH ST","64157","6","14","2013","Residential","New Construction","Single Family","0","$   9,385","2799939","1131256","201411965","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","256843","CL1091800100090001","9510 NE 100TH ST","CLIMATE CONTROL HEATING & COOLING, INC.","EUGENE(GENE)  AMICK","BARRINGTON RIDGE 1ST PLAT LT 1-32"
