"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Plumbing  Sewage & Drainage Su","Operating Expense","46","46"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Paints And Painting Supplies","Operating Expense","648","648"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Paints And Painting Supplies","Operating Expense","1461","1461"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","19107","19107"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","913","913"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Materials-Building Maintenance","Operating Expense","19596","19596"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Materials-Building Maintenance","Operating Expense","3540","3540"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Materials-Building Maintenance","Operating Expense","2000","2000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Household And Institutional Su","Operating Expense","3040","3040"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Fuel-Other Than Motor Vehicle","Operating Expense","1526","1526"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Cleaning  Toilet & Sanitation","Operating Expense","37287","37287"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Cleaning  Toilet & Sanitation","Operating Expense","3091","3091"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Cleaning  Toilet & Sanitation","Operating Expense","1020","1020"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1500","1500"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","7000","7000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","Fire Sales Tax","Tax Supported Funds","Electrical Supplies","Operating Expense","20000","20000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","Fire Sales Tax","Tax Supported Funds","Plumbing  Sewage & Drainage Su","Operating Expense","7769","7769"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","Fire Sales Tax","Tax Supported Funds","Materials-Building Maintenance","Operating Expense","2309","2309"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","Health Levy","Tax Supported Funds","Cleaning  Toilet & Sanitation","Operating Expense","8500","8500"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","Health Levy","Tax Supported Funds","Building Maintenance Supplies","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Charge-Out Of Contractual Serv","Operating Expense","-6793","-6793"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Charge-Out Of Contractual Serv","Operating Expense","-658776","-658776"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Disposal Of Scrape & Waste Mat","Operating Expense","3100","3100"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","750","750"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","1150","1150"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","133900","133900"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","500000","500000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","666","666"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Rent Of Mach & Mech Equipment","Operating Expense","2324","2324"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Rent Of Bldgs  Rooms  Office S","Operating Expense","279411","279411"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Repairs & Maintenance Services","Operating Expense","15000","15000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Repairs & Maintenance Services","Operating Expense","2529","2529"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Locksmith  Key Service","Operating Expense","24","24"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Repairs To Maintenance Equipm","Operating Expense","510","510"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Vehicle Washing","Operating Expense","293","293"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Snow And Ice Removal","Operating Expense","5447","5447"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Snow And Ice Removal","Operating Expense","375","375"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Repairs/Replace By Contractor","Operating Expense","7500","7500"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Repair Of Fixed Plant Equipmen","Operating Expense","908","908"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Refuse Collection Service","Operating Expense","10000","10000"
"2018","Finance and Governance","General Services","Facilities Management","Contractual Services","General Fund","Tax Supported Funds","Refuse Collection Service","Operating Expense","636","636"
