"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA28440182400000000","Residential Vacant","Acquired","Land Bank","R-2.5","2442 ASKEW AVE","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110",,"true","2019","2250.0","4064.009722","Vacant lot or land - little or no use",,,,,"POINT (-94.540797 39.081145)"
"JA46430152700000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-5","7224 College Ave","KANSAS CITY","MO","64132.0","JACKSON","Noble And Gregory Ridge","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","7700.0","5289.22","Awaiting evaluation",,,,,"POINT (-94.548901 38.994881)"
"JA27310070700000000","Residential Vacant","Acquired","Land Bank","R-2.5","8805 E 8th St","Kansas City","MO","64125","Jackson","North Blue Ridge","4th",,"Kansas City Missouri 110",,"false","2019","3804.0","4290.114375","Vacant lot or land - usable",,,,,"POINT (-94.478885 39.100607)"
"JA31330091100000000","Residential Improved","Disposed","Land Bank","R-2.5","4021 Prospect Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2014-10-24T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","21275.0","4494.76066","Structure - fair condition",,,,,"POINT (-94.553739 39.052646)"
"JA31910054500000000","Residential Vacant","Disposed","Land Bank","R-2.5","5206 Cleveland Ave","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th","2016-05-09T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","159.0","1876.479444","Vacant lot or land - little or no use",,,,,"POINT (-94.541027 39.031158)"
"JA31430240900000000","Residential Vacant","Acquired","Land Bank","R-2.5","5013 CHESTNUT AVE","KANSAS CITY","MO","64130","Jackson","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","7550.0","5188.678472","Vacant lot or land - usable",,,,,"POINT (-94.552379 39.034692)"
"JA28230172700000000","Residential Improved","Disposed","Land Bank","R-2.5","1614  KENSINGTON AVE","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2016-11-09T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","17150.0","3980.151597","Structure - fair condition",,,"1","2014-12-16T00:00:00.000","POINT (-94.531141 39.092028)"
"JA29720201400000000","Residential Vacant","Acquired","Land Bank","R-1.5","2933 Wayne Ave","KANSAS CITY","MO","64109","JACKSON","Mount Hope","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","7200.0","3213.79",,,,,,"POINT (-94.564233 39.072594)"
"JA28910192200000000","Residential Improved","Disposed","Land Bank","R-2.5","2924 ASKEW AVE","Kansas City","MO","64128","Jackson","Ingleside","3rd","2018-05-30T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","29433.0","5418.569236","Structure - severely distressed",,,"1",,"POINT (-94.541233 39.07218)"
"JA28230201900000000","Residential Vacant","Acquired","Land Bank","R-2.5","1645 Elmwood Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","2750.0","5259.154653","Vacant lot or land - usable",,,,"2014-01-31T00:00:00.000","POINT (-94.529027 39.090982)"
"JA45430192100000000","Residential Vacant","Disposition in Process","Land Bank","R-7.5","7434  RICHMOND AVE","Kansas City","MO","64133","Jackson","Park Farms","5th",,"RAYTOWN 150","Assemblage, Public Purpose","false","2019","14250.0","15882.767465","Vacant lot or land - usable",,,,,"POINT (-94.500736 38.989805)"
"JA13840031600000000","Residential Vacant","Acquired","Land Bank","R-2.5","135 Drury Ave","Kansas City","MO","64123","Jackson","South Indian Mound","4th",,"Kansas City Missouri 110",,"false","2019","10600.0","4352.339167","Vacant lot or land - usable",,,,"2014-01-17T00:00:00.000","POINT (-94.517582 39.111219)"
"JA30610062100000000","Residential Vacant","Disposed","Land Bank","R-2.5","4326 GARFIELD AVE","KANSAS CITY","MO","64130","Jackson","Ivanhoe Southeast","3rd","2018-11-19T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2012","1694.0","6925.301667","Vacant lot or land - usable",,,,,"POINT (-94.559834 39.047451)"
"JA28410180500000000","Residential Vacant","Disposed","Land Bank","M1-5","1917 INDIANA AVE","Kansas City","MO","64109","Jackson","Washington Wheatley","3rd","2018-12-28T00:00:00.000","KANSAS CITY MISSOURI 110","Infill construction","false","2015","1380.0","2360.872535","Vacant lot or land - usable",,,,,"POINT (-94.54271 39.088406)"
"JA28420184700000000","Residential Vacant","Disposed","Land Bank","R-2.5","2026 AGNES AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2018-04-12T00:00:00.000","KANSAS CITY MISSOURI 110","Infill construction","false","2015","1276.0","3519.839479","Vacant lot or land - usable",,,,,"POINT (-94.547355 39.087069)"
"JA31310123000000000","Residential Vacant","Acquired","Land Bank","R-2.5","3604 Cleveland Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2450.0","4423.08256944","Vacant lot or land - usable",,,,,"POINT (-94.539487 39.060103)"
"JA31320061300000000","Residential Vacant","Disposed","Land Bank","R-2.5","3528 South Benton St","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2017-02-15T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","1702.0","5271.979826","Vacant lot or land - usable",,,,,"POINT (-94.549809 39.061352)"
"JA28410060400000000","Residential Vacant","Acquired","Land Bank","R-2.5","1823 Askew Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","3250.0","6885.631215","Vacant lot or land - usable",,,,"2014-02-14T00:00:00.000","POINT (-94.540317 39.089509)"
"JA14940210300000000","Residential Vacant","Disposed","Land Bank","R-2.5","8621  SMART AVE","Kansas City","MO","64125","Jackson","North Blue Ridge","4th","2019-04-03T00:00:00.000","KANSAS CITY MISSOURI 110",,"true","2017","4902.0","4506.31375","Vacant lot or land - usable",,,,"2014-09-02T00:00:00.000","POINT (-94.480705 39.106422)"
"JA31940190300000000","Residential Vacant","Disposed","Land Bank","R-2.5","4019 E 58th St","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th","2018-01-29T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1372.0","3631.16059","Vacant lot or land - usable",,,,"2014-03-18T00:00:00.000","POINT (-94.538675 39.020512)"
"JA28530303800000000","Residential Vacant","Acquired","Land Bank","R-2.5","2609 Lister Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2700.0","5198.01065972","Vacant lot or land - usable",,,,,"POINT (-94.52775 39.077834)"
"JA46410290300000000","Residential Vacant","Disposed","Land Bank","R-5","4041 E 69TH TER","KANSAS CITY","MO","64132","JACKSON","Foxtown East","5th","2018-02-01T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2015","3093.0","6556.386076","Vacant lot or land - usable",,,,,"POINT (-94.538714 39.000028)"
"JA14940171500000000","Residential Vacant","Acquired","Land Bank","R-2.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","North Blue Ridge","4th",,"Kansas City Missouri 110",,"false","2019","6150.0","4090.569826","Vacant lot or land - little or no use",,,,,
"JA28420170900000000","Residential Vacant","Acquired","Land Bank","R-2.5","3009 E 19th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","700.0","911.507118","Vacant lot or land - little or no use",,,,,"POINT (-94.54677 39.089754)"
"JA28430102800000000","Residential Vacant","Acquired","Land Bank","R-2.5","2410 Chestnut Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1850.0","3307.84840278","Vacant lot or land - usable",,,,,"POINT (-94.549914 39.082569)"
"JA13930303100000000","Commercial Vacant","Disposed","Land Bank","R-2.5","3221 ROBERTS ST","KANSAS CITY","MO","64124","JACKSON","Scarritt Point","4th","2018-08-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","true","2015","31512.0","4578.448785","Structure - severely distressed",,,,,"POINT (-94.543741 39.106955)"
"JA28520200300000000","RESIDENTIAL VACANT","Acquired","Land Bank","R-2.5","1907 Chelsea","KANSAS CITY","MO","64127.0","JACKSON","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3300.0","6284.56","Awaiting evaluation",,,,,
"JA28810392200000000","Commercial Vacant","Disposed","Land Bank","B3-2","5650 E 31st St","Kansas City","MO","64128","Jackson","South Blue Valley","3rd","2014-07-14T00:00:00.000","Kansas City Missouri 110","Commercial Use, Retail Use","false","2012","824.0","3655.409549","Vacant lot or land - usable",,,,,"POINT (-94.516197 39.068649)"
"JA28310162300000000","Residential Vacant","Disposed","Land Bank","R-2.5","804 BALES CT","KANSAS CITY","MO","64124","Jackson","Lykins","3rd","2014-06-30T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","1110.0","3015.006458","Vacant lot or land - usable",,,,,"POINT (-94.539841 39.102842)"
"JA31320332200000000","Residential Improved","Disposed","Land Bank","R-2.5","3832 Montgall Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2019-08-23T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","16919.0","3862.328715","Structure - fair condition",,,"1",,"POINT (-94.5524 39.056052)"
"JA28110116800000000","Residential Vacant","Acquired","Land Bank","R-2.5","800 Cambridge Ave","Kansas City","MO","64125","Jackson","Sheffield","4th",,"Kansas City Missouri 110",,"false","2019","5500.0","4860.05125","Vacant lot or land - little or no use",,,,,"POINT (-94.501751 39.102237)"
"JA28540191500000000","Commercial Vacant","Acquired","Land Bank","B3-2","5000 E 27TH ST","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","5400.0","5228.042951","Vacant lot or land - little or no use",,,,,"POINT (-94.524694 39.076216)"
"JA31930120500000000","Residential Vacant","Disposed","Land Bank","R-2.5","5607 CHESTNUT AVE","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th","2018-04-06T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2015","2307.0","4759.722674","Vacant lot or land - little or no use",,,,,"POINT (-94.553246 39.02423)"
"JA28230131100000000","Residential Improved","Disposed","Land Bank","R-2.5","1522 CYPRESS AVE","KANSAS CITY","MO","64127","Jackson","East Community Team North","3rd","2017-09-12T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","19072.0","4359.707708","Structure - fair condition","1427","3","2",,"POINT (-94.529995 39.093039)"
"JA28420170800000000","Residential Vacant","Acquired","Land Bank","R-2.5","3009-B E 19TH ST","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3900.0","6093.58125","Vacant lot or land - usable",,,,,"POINT (-94.54677 39.089754)"
"JA28520350200000000","Residential Vacant","Acquired","Land Bank","R-2.5","4915 E 20th St","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1750.0","3131.76621528","Vacant lot or land - usable",,,,,"POINT (-94.525858 39.087081)"
"JA28340101400000000","Residential Vacant","Acquired","Land Bank","R-2.5","1335 Askew Ave","KANSAS CITY","MO","64127","JACKSON","Lykins","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","3500.0","3108.14",,,,,,"POINT (-94.54004 39.095835)"
"JA28920024000000000","Residential Vacant","Disposed","Land Bank","R-5","2938 Lockridge St","Kansas City","MO","64128","Jackson","Santa Fe","3rd","2017-11-07T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1316.0","8392.432951","Vacant lot or land - usable",,,,,"POINT (-94.547099 39.075784)"
"JA45430181100000000","Residential Vacant","Disposition in Process","Land Bank","R-7.5","7423  RICHMOND AVE","Kansas City","MO","64133","Jackson","Park Farms","5th",,"RAYTOWN 150","Assemblage, Public Purpose","false","2019","11500.0","10944.189549","Vacant lot or land - usable",,,,,"POINT (-94.500736 38.989805)"
"JA45430170400000000","Residential Vacant","Disposition in Process","Land Bank","R-7.5","7415  PALMER AVE","Kansas City","MO","64133","Jackson","Park Farms","5th",,"RAYTOWN 150","Assemblage, Public Purpose","false","2019","11750.0","11198.836701","Vacant lot or land - usable",,,,,"POINT (-94.497977 38.98995)"
"JA64310164000000000","Residential Vacant","Acquired","Land Bank","R-7.5","11009 Myrtle Ave","Kansas City","MO","64137","Jackson","St","6th",,"Hickman Mills 140",,"false","2019","1600.0","782.57184","Vacant lot or land - little or no use",,,,"2014-01-07T00:00:00.000","POINT (-94.54518 38.925871)"
"JA30740082100000000","Residential Vacant","Acquired","Land Bank","R-6","5524 Michigan Ave","Kansas City","MO","64130","Jackson","Blue Hills","5th",,"Kansas City Missouri 110","Assemblage, Side Yard, Urban Agriculture","false","2019","8150.0","4824.419236","Vacant lot or land - usable",,,,"2017-06-29T00:00:00.000","POINT (-94.563406 39.025699)"
"JA46410190200000000","Residential Vacant","Acquired","Land Bank","R-2.5","6903 Monroe Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110","Assemblage","true","2019","8350.0","8879.1325","Vacant lot or land - usable",,,,"2015-03-02T00:00:00.000","POINT (-94.543922 39.000927)"
"JA31320300300000000","Residential Vacant","Disposed","Land Bank","R-2.5","3801 South Benton St","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2017-05-16T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1276.0","3235.305174","Vacant lot or land - usable",,,,,"POINT (-94.55004 39.05705)"
"JA47740270900000000","Residential Vacant","Disposed","Land Bank","R-6","8207 Brooklyn Ave","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2015-07-22T00:00:00.000","Center 120","Public Green Space, Public Purpose","false","2012","4471.0","6225.370069","Vacant lot or land - usable",,,,,"POINT (-94.562537 38.977974)"
"JA28810120800000000","Residential Vacant","Acquired","Land Bank","R-2.5","5625 E 28TH ST","Kansas City","MO","64127","Jackson","South Blue Valley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","2500.0","4468.553229","Vacant lot or land - usable",,,,,"POINT (-94.5169 39.074496)"
"JA13810131500000000","Residential Vacant","Disposed","Land Bank","R-2.5","407 N LAWNDALE AVE","KANSAS CITY","MO","64123","JACKSON","North Indian Mound","4th","2017-02-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2015","2322.0","5453.754132","Vacant lot or land - usable",,,,,"POINT (-94.514951 39.116275)"
"JA31310020402100000","Residential Vacant","Acquired","Land Bank","R-2.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","Palestine East","3rd",,"Kansas City Missouri 110",,"false","2019","2000.0","3570.402396","Vacant lot or land - little or no use",,,,,
"JA30630244900000000","RESIDENTIAL VACANT","Disposed","Land Bank","R-6","1705 E 50th ST","KANSAS CITY","MO","64110.0","JACKSON","Blue Hills","3rd","2018-05-09T00:00:00.000","KANSAS CITY MISSOURI 110","Urban Agriculture","false","2016","3476.0","13998.07","Awaiting evaluation",,,,,"POINT (-94.564486 39.035959)"
"JA28430150500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3205 E 24th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1100.0","1986.93208333","Vacant lot or land - little or no use",,,,,"POINT (-94.545522 39.082875)"
"JA28410060300000000","Residential Vacant","Acquired","Land Bank","R-2.5","1821 ASKEW AVE","KANSAS CITY","MO","64127","JACKSON","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"true","2019","3350.0","17022.049583","Vacant lot or land - usable",,,,,"POINT (-94.540319 39.089618)"
"JA28440090400000000","Residential Vacant","Acquired","Land Bank","R-2.5","2417 Bales Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1700.0","3029.97069444","Vacant lot or land - usable",,,,,"POINT (-94.541643 39.082125)"
"JA47740310200000000","Residential Vacant","Acquired","Land Bank","R-6","1835 E 83rd St","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th",,"Center 120",,"false","2019","7650.0","4533.386285","Vacant lot or land - usable",,,,"2014-02-18T00:00:00.000","POINT (-94.565351 38.976996)"
"JA31420110100000000","Residential Vacant","Acquired","Land Bank","R-2.5","4400 South Benton Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"Kansas City Missouri 110","Urban Agriculture","false","2019","3850.0","8132.71447917","Vacant lot or land - usable",,,,,"POINT (-94.550632 39.046132)"
"JA31320091100000000","Residential Vacant","Disposed","Land Bank","R-2.5","3553 Montgall Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2015-10-23T00:00:00.000","Kansas City Missouri 110","Urban Agriculture","false","2012","1447.0","3097.677951","Vacant lot or land - usable",,,,,"POINT (-94.552136 39.060955)"
