Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
750,University of Texas at Tyler,SPF18_IFB-A (temporary),Commodities,120,Wastebaskets - 3 1/4 Gallon Gray,"Rubbermaid Durable Polyethylene Wastebasket, 3 1/4 Gallons (12.3L), Gray",720.00,Daniel Pippin / Paula Grabowski,903-566-7226,dpippin@uttyler.edu / pgrabowski@uttyler.edu,"Spot Bid Fair, May 7-8",,,https://data.texas.gov/views/hxv2-6hcs/files/7ce9f953-fe93-46a4-a029-553f42e1d0cc?filename=SPF18_IFB-A_Gray+Wastebaskets.pdf
734,Lamar University,734-18-0023,Commodities,,,Brand Specific Cleaning Products,800.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/0e93dd65-8d2d-4f05-9a82-5d95268b0fb5?filename=734-18-0023_Cleaning_Products.pdf
734,Lamar University,734-18-0024,Commodities,,,Janitorial Paper Products,1800.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/72ef49e7-0db7-461f-b6d5-ff79888fa495?filename=734-18-0024_Janitorial_Paper_Products.pdf
320,Texas Workforce Commission,14735E,Commodities,3,BOX,"Hanging File Folder, 1/5 Tab, Letter, Green, MFG #PFX4152-1/5",19.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/52635adb-b380-4d92-9028-202eaa58e6ef?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0693,Commodities,1,Each,"Dell Toner, Color: Magenta, Part #: G20VW",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/6f083470-9ecc-4913-ac30-c5ad48025f62?filename=RFQ+18-0693.pdf
320,Texas Workforce Commission,14943D,Commodities,6,EACH,"Paper Towel Roll, Hardwound, 7-7/8, 800FT., Brown, 6/PK",25.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/12352a4b-8141-474a-9136-9e6c2a0af98d?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0762,Commodities,1,Each,"Fellows Climate Control Footrest, Part #: FEL8030901  ",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/c5776e1e-af3a-4705-b2bf-69c314406147?filename=RFQ+18-0762.pdf
580,Texas Water Development Board,580-18-0503,Commodities,18,EA,"4 mesh Copper .047"" Wire Dia., 36 inches wide x 6 feet long (square foot)",240.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/490682bb-cecd-4f63-bcd6-146b4338eff8?filename=180503.xlsx
721,The University of Texas at Austin,,Commodities,60,Cans,"Krylon Ruddy Brown Primer spray paint, Krylon #1317",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 10 cases (6 cans/case),,,
761,Texas A&M International University,761-18-022,Commodities,,,Promotional Items,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/fc2994ac-72e7-41bc-812b-3c8911847ffc?filename=761-18-022+Promo+Items+GRD.pdf
580,Texas Water Development Board,580-18-0383,Commodities,2,EA,"Amana RCS10MPA Commercial Microwave Oven, 1000W",990.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/54e23a82-381a-4812-ae2f-b471afc42ce0?filename=180383.xlsx
362,TEXAS LOTTERY COMMMISSION,RQ18-0754,Commodities,1,Each,"Lorell Rolling Catalog Case with Wheels, Color: Black, Part #: LLR61613 ",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/1063c0c8-14e3-425f-aff4-fca50c54147d?filename=RFQ+18-0754.pdf
320,Texas Workforce Commission,14687C,Commodities,2,EACH,"Wall Files w/Hangers, 3/PK, Letter, Black, MFG #UNV2001",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/3f2577db-9625-4fa0-92f6-78e9625130bd?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0338B,Commodities,1,EA,"File Box w/ Organizer, File Tote, Wood Poster Frames,X-acto knife, Tape measure, Disinfeccting Wipes",560.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/73785653-5da4-4df6-b9b2-09080d4a56be?filename=180338B.xlsx
320,Texas Workforce Commission,14943F,Commodities,6,CASE,"Hand/Shower Wash, ADX-12 System, 3/CS, MFG #48544903",47.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/3dbbc565-2292-47b0-8748-c6a4df69e03d?filename=Terms+and+Conditions+4-25-18.docx,
720,University of Texas System Administration,2018-CP00001,Commodities,10,case,"Boise ASPEN 30 Multipurpose Paper, Letter Paper Size, 20 Lb, 30% Recycled, FSC Certified, 500 Sheets Per Ream, Case Of 10 Reams",330.00,Christopher Palacios,512-579-5143,cpalacios@utsystem.edu,,,https://data.texas.gov/views/hxv2-6hcs/files/359e8549-2ed3-4340-98dc-0d63c9dc5dab?filename=PO+Terms+and+Conditions-2.pdf,https://data.texas.gov/views/hxv2-6hcs/files/04463f0e-2ddf-405f-80c8-7461a917bf7d?filename=ITB+2018-CP00001.pdf
721,The University of Texas at Austin,,Commodities,36,Cartridges,"DAP white acrylic latex caulk 10.1oz cartridge, DAP # 18670",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 3 cases (12 cartridges/case),,,
721,The University of Texas at Austin,,Commodities,48,Cans,"Krylon Gray Primer spray paint, Krylon #1318",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 8 cases (6 cans/case),,,
721,The University of Texas at Austin,,Commodities,60,Sets,"Ergonomic dustpan with broom, red handle, Unger# EDTBR",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 60 Sets,,,
721,The University of Texas at Austin,,Commodities,60,Cartridges,"DAP clear silicone caulk 10.8oz cartridge, DAP # 08771",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 5 cases (12 cartridges/case),,,
580,Texas Water Development Boad,580-18-0498,Commodities,3,Rolls,"Copper Foil Tape Rolls, 2 inch x 18 feet",50.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/efbd1b06-320c-4b91-b1e9-5268fab9409e?filename=180498.xlsx
721,The University of Texas at Austin,,Commodities,24,Cans,"Oatey 16oz Clear Primer for PVC, Oatey # 30752",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 24 Cans,,,
721,The University of Texas at Austin,,Commodities,288,Each,"Eraser, 5"" felt, Charles Leonard # 74555",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 288 each,,,
580,Texas Water Deelopment Board,580-18-0470,Commodities,1,EA,Seiko Instruments Smart Label Printer 620,50.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/62b9933f-5a31-405a-a7d0-aeacee63bbb3?filename=180470.xlsx
734,Lamar University,734-18-0025,Commodities,,,Janitorial Supplies,500.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/18e5d1d3-6a35-46fc-b69f-16480e63a89b?filename=734-18-0025_Janitorial_Supplies.pdf
580,Texas Water Development Board,580-18-0482,Commodities,15,EA,Rain Gauges and Misc. attachments,22000.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/447c037a-0460-48d8-ae6d-ee6f33d3effb?filename=180482.xlsx
580,Texas Water Development Board,580-18-0459,Commodities,1,EA,2018 Ranch Sierra Camper Shell and labor to install,3600.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/f52946f4-7db0-41cb-9ffd-ac1df35c0920?filename=180459.xlsx
721,The University of Texas at Austin,,Commodities,1200,Rolls,"Duct tape, silver/gray, 2"" x 60 yards, Shurtape # PC621",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,"Need 1,200 rolls",,,
580,Texas Water Development Board,580-18-0432,Commodities,40,EA,Morningstar SunSaver Charge Controller and Bluewave Yagi Clamp,2500.00,Lynn Taylor,512-46-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/eb0e148a-6760-4b07-a1c1-a4254868c25c?filename=180432.xlsx
580,Texas Water Development Board,580-18-0425,Commodities,20,EA,Wilson Electronics 4G Omni Plus Building Antenna 50 ohm,1550.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/80c70717-9fc9-42ea-b060-c6b8853b180f?filename=180425.xlsx
644,Texas Juvenile Justice Department,Mart Chairs,Commodities,7,EA,Ithaca Ultra Chairs with Arms (or comparable),,Deb Baize,254-297-8209,deb.baize@tjjd.texas.gov,please down load specification for bid with accept comparable,https://data.texas.gov/views/hxv2-6hcs/files/489b049e-c2ca-4bf2-8445-849ef3fad4dc?filename=Chairs+specs.pdf,https://data.texas.gov/views/hxv2-6hcs/files/66ec8d3d-fd5e-45cf-8358-81180f80fe28?filename=T+and+C.docx,https://data.texas.gov/views/hxv2-6hcs/files/a0b370e6-f4ba-40e5-aa60-a9e34f8e1af9?filename=Req+for+Bid+Mart-+Chairs.docx
721,The University of Texas at Austin,,Commodities,50,Each,"Nifty Nabber, 36"", Green with trigger handle, Unger# NT090",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 50 Each,,,
721,The University of Texas at Austin,,Commodities,50,Each,"Nifty Nabber, 18"", Red handle, Unger# NN40R",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 50 Each,,,
721,The University of Texas at Austin,,Commodities,10,Each,"Sign, ""Caution Wet Floor""; Rubbermaid 6114-7",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 10 Signs,,,
721,The University of Texas at Austin,,Commodities,12,Gallons,Dial Liquid Antibacterial Soap (# DPR88047EA),,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 3 cases (4 gallons/case),,,
721,The University of Texas at Austin,,Commodities,24,Cans,CROWN Lacquer Thinner 1 gallon can,,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 6 cases (4 cans/case),,,
721,The University of Texas at Austin,,Commodities,216,Each,"Eraser, 18"", Finney # 1800",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 6 cases (36 erasers/case),,,
580,Texas Water Development Board,580-18-0488,Commodities,1,Ea,ScanSnap iX500 Color Duplex Scanner,500.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/0fb80c6a-8b93-4d96-b421-00fb0fd0768b?filename=180488.xlsx
721,The University of Texas at Austin,,Commodities,144,Rolls,"Painter's Tape, Blue 2"" x 60 yards, Shurtape # CP49",,Mike Montgomery,512-232-9584,mike.montgomery@austin.utexas.edu,Need 144 Rolls,,,
580,Texas Water Development Board,580-18-0400,Commodities,1,EA,"Exam Guides, Study Guides, Practice Tests for CompTIA Linux",140.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/147b660a-4438-4a6a-88d3-2a4989460f1c?filename=180400.xlsx
580,Texas Water Development Board,580-18-0434,Commodities,1,EA,"Filing Cabinets, one vertical and one lateral",2850.00,Lynn Taylor,512-463-7825,Lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/c336c089-b2f1-4838-84e2-912574dd846e?filename=180434.xlsx
580,Texas Water Development Board,580-18-0423,Commodities,40,EA,"SLAA 12 volt, 35amp AGM Batteries",2800.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/8f1d1dfc-9822-44a4-839a-4339b2d71e77?filename=180423.xlsx
734,Lamar University,734-18-0022,Commodities,,,Brand Specific OEM Toner Cartridges,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/ce9e5ac0-be54-48ac-8802-bed1ef3eb6f2?filename=734-18-0022_Ink_Cartridges_Rec_Sports.pdf
761,Texas A&M International University,761-18-023,Commodities,3,ea,Steelcase Amia Chairs,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/78129425-9c49-4dc4-8239-9bff95593265?filename=761-18-023+Steelcase+Amia+Chairs.pdf
320,Texas Workforce Commission,14735B,Commodities,20,EACH,"Wood Ruler, 12"", MFG #279744",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a11ba241-edce-4b43-8330-f0d052151a67?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14735C,Commodities,15,CARTON,"Paper, Bond, Premium No. 4, 20 lb. Recycled, 8-1/2"" X 11"", MFG #64521210100",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/af0fcceb-e6dc-42fe-be11-a9f69509073b?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0684,Commodities,1,Each,Evoluent Wrist Comfort Mousepad Evoluent Part #: MP1,,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/75046a70-7284-41ab-9b01-1a55d5a60556?filename=RFQ+18-0684.pdf
320,Texas Workforce Commission,14796G,Commodities,12,EACH,"Disinfectant Spray, Fresh Scent, 19 oz., MFG #RAC04675EA",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/33fffc5a-9356-4431-af8f-00c067e8a8b7?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14796L,Commodities,4,BOX,"Highlighter, Wedge Tip, 12/BX, Yellow, MFG #62090361007",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/17890a92-07dd-4af9-85b2-9bc4cfa4bcd6?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0478,Commodities,1,EA,"Flash drives, 8GB, 32GB, and 128 GB",40.00,Lynn Taylor,512-463-7825,lynn.taylor@twbd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/768bd4d4-9be4-495f-a281-1bd5ecf5b52f?filename=180478.xlsx
761,Texas A&M International University,761-18-018,Commodities,120,ea,Dell Optiplex 7050,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/5bfab2fc-cd77-4d46-b3b8-da195e24af9c?filename=761-18-018+Dell+Optiplex.pdf
320,Texas Workforce Commission,14735A,Commodities,3,PACK,"Writing Pad, Perforated, 8-1/2"" X 11-3/4"", Legal Ruled, 50 Sheets, Canary, 12/PK. MFG UNV10630",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/76661da3-d0e4-4be8-833d-1f41cad131f6?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0684,Commodities,1,Each,Evoluent VerticalMouse 4 Right Wireless Evoluent Part #: VM4RW,,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/56839faa-2837-4a78-9671-06dcbcf5931a?filename=RFQ+18-0684.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0688,Commodities,15,Box,"SMEAD Standard Adhesive File Fasteners, 1” Capacity, Brown, 100/Box, Item #SMD68210",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US	,,,,https://data.texas.gov/views/hxv2-6hcs/files/67273666-43ac-47dd-8941-c7f0a82e23af?filename=RFQ+18-0688.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0695,Commodities,1,Each,"Evoluent VerticalMouse 4: Wireless Right Hand Mouse, Mfr #VM4RW",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/a822b833-a72f-45ac-a141-05715b4b085b?filename=RFQ+18-0695.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0754,Commodities,2,Box,"Sparco 2-ply Tab Legal Fastener Folders, Color: Manila, 1/3 Tab Cut, Top Tab, (50 to a box), Part #: SP17231",,DONNA M. NAVARRO,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/e4314310-0730-48b3-a67b-bed8b7df6045?filename=RFQ+18-0754.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0775,Commodities,1,Box,"Smead Manila Tab Fastener Folders with Two Fasteners, 1/3 Cut, Letter Size, (50 to a box), Part #: 2K2-153L-1&3",,DONNA M. NAVARRO ,512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/15ba1bfa-6653-427a-b669-2e1f7dab4bc8?filename=RFQ+18-0775.pdf
529,Texas Health and Human Services Commission,529-0000026130,Commodities,4,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/ff8a17cf-9a55-45bd-99dd-ae685bdae643?filename=Req+0000026130.pdf
529,Texas Health and Human Services Commission,529-0000026034,Commodities,2,Dozen,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/5f0ea9f8-06c4-42cc-a32a-09820de864b9?filename=Req+0000026034.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0691,Commodities,18,Each,"SEIKO ADDRESS LABELS 1-1/8 X 3-1/2, WHITE, EACH PKG CONTAINS 2 ROLLS WITH 260 PER ROLL, P/N #SKPSLP2RLH",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/38a7afe4-5c99-44c4-9e54-19e69b90e0d0?filename=RFQ+18-0691.pdf
320,Texas Workforce Commission,14914A,Commodities,1,EACH,"Rolling Tool Bag, 14H X 19W X 12-12D, Black, MFG #55452RTB",147.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/e36984cc-2833-42a0-98b9-b02f86785939?filename=Terms+and+Conditions+4-25-18.docx,
362,TEXAS LOTTERY COMMMISSION,RQ18-0693,Commodities,1,Each,"Dell Toner, Color: Black, Part #: DPV4T",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/0e7229fc-e551-49d3-8b4e-0d5b512925be?filename=RFQ+18-0693.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0754,Commodities,3,Box,"Sparco Colored Legal Fastener Folders, Color: Green, ¾ Expansion, 1/3 Tab Cut, Assorted Position Tab, (50 to a box), Part #: SP17220",,DONNA M. NAVARRO ,(512) 344-5146	,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/a616734c-afaf-425d-aa8a-9e06ebcbc5cd?filename=RFQ+18-0754.pdf
738,University of Texas at Dallas,UTD2018-13,Commodities,100,,"Microfiber eye glass pouch with draw string or flap-measurement: 7"" L x 3.5"" D ",,Renay Fleming,9728832397,fleming@utdallas.edu,Vendor must be Learfield authorized and set-up charge must be stated in bid. ,,,
580,Texas Water Development Board,580-18-0459,Commodities,1,,,,,,,,,,
580,Texas Water Development Board,580-18-0401,Commodities,3,EA,45W Type C Charger for Dell Latitude 12 5289 2-in-1 Laptop;Portable AC Wall Charger Power Supply Adapter Cord,90.00,Lynn Taylor,512-463-7825,Lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/d7d6c375-c55e-4143-8f48-55314c394598?filename=180401.xlsx
761,Texas A&M International University,761-18-15,Commodities,2,ea,Glass Display Cases,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/469236db-f6e6-4b72-8d3a-c63c945f63dd?filename=761-18-015+Glass+Display+Cases.pdf
761,Texas A&M International University,761-18-016,Commodities,,,PC Uninterruptible Power Supplies,,Annie Gutierrez,,ann,,,,
761,Texas A&M International University,761-18-016,Commodities,,,PC Uninterruptible Power Supplies,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/0dfa8654-bdc7-4009-b683-4ad737eda0fa?filename=761-18-016+Eaton+UPS.pdf
761,Texas A&M International University,761,Commodities,78,ea,Planar Helium Touchscreen Monitors,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/b9355b48-8501-44dd-9800-f0dedae432fe?filename=761-18-019+Planar+Helium+Monitors.pdf
580,Texas Water Development Board,580-18-0449,Commodities,10,Boxes,"Manila Folders, Letter Size, 1/3 Cut",80.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/5763e14b-d705-4ebc-bad2-a02edf2d6c11?filename=180449.xlsx
580,Texas Water Development Board,580-18-0430,Commodities,3,EA,"Logging Transceiver, LT1-GOES",4485.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/14eac58a-b6b9-43a5-b928-31332a95be14?filename=180430.xlsx
580,Texas Water Development Board,580-18-0319,Commodities,1,EA,Upgrade to VMware Workstation 14 Pro,150.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/936d057d-28c2-47b1-b7db-80e77d0dd45e?filename=180319.xlsx
320,Texas Workforce Commission,14735G,Commodities,5,DOZEN,"Fluorescent Highlighter, Yellow, MFG #6209363003",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1ca56034-1c2a-44c2-a992-783a6d889443?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14735H,Commodities,3,PACKAGE,"Steno Notebooks, Greg Ruled, 6"" X 9"", White/Blue, Recycled, 12/PKG, MFG #NSN2237939",28.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/59b334e0-43d2-43f5-b3d6-40bac611771c?filename=Terms+and+Conditions+4-25-18.docx,
