"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-114.00493353479753 50.96359095748393)","DP2022-05892","#150 28 QUARRY PARK BV SE","PRIORITY PERMITS","Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","I-B f1.0h24","Industrial - Business",,"Released","2022-08-22T00:00:00.000","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","2025-08-30T00:00:00.000",,"Approval","Development Authority",,,,,"DDG","DOUGLASDALE/GLEN","11","SE","50.964","-114.005","21","Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite","50 QUARRY PARK BV SE;28 QUARRY PARK BV SE;#550 28 QUARRY PARK BV SE;#240 28 QUARRY PARK BV SE;#220 28 QUARRY PARK BV SE;#450 28 QUARRY PARK BV SE;#210 28 QUARRY PARK BV SE;#540 28 QUARRY PARK BV SE;#320 28 QUARRY PARK BV SE;#420 28 QUARRY PARK BV SE;#140 28 QUARRY PARK BV SE;#410 28 QUARRY PARK BV SE;#120 28 QUARRY PARK BV SE;#350 28 QUARRY PARK BV SE;#340 28 QUARRY PARK BV SE;#510 28 QUARRY PARK BV SE;#440 28 QUARRY PARK BV SE;#150 28 QUARRY PARK BV SE;#310 28 QUARRY PARK BV SE;#250 28 QUARRY PARK BV SE;#110 28 QUARRY PARK BV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0049335,50.963591],[-114.0024638,50.9640037],[-114.0022633,50.9642616],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.00228,50.9640018],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.0022869,50.9638866],[-114.0024638,50.9640037],[-114.0026249,50.9638465],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.0026069,50.9640027],[-114.0024638,50.9640037],[-114.0024471,50.964252],[-114.0024638,50.9640037],[-114.0024638,50.9640037],[-114.0024471,50.964252]]}","MULTIPOINT ((-114.00493353479753 50.96359095748393),(-114.0024637925985 50.96400368816173),(-114.00226332098268 50.96426162921694),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.00227997859284 50.96400178604435),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.00228690582097 50.96388662582732),(-114.0024637925985 50.96400368816173),(-114.00262490563406 50.96384653294326),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.00260692026163 50.96400273213017),(-114.0024637925985 50.96400368816173),(-114.00244709270062 50.96425202434368),(-114.0024637925985 50.96400368816173),(-114.0024637925985 50.96400368816173),(-114.00244709270062 50.96425202434368))"
"POINT (-114.19694065645818 51.14592406527922)","DP2022-05891","48 CITADEL FOREST CL NW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING DECK) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Permitted with a Relaxation","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"CIT","CITADEL","2","NW","51.146","-114.197","2","Titled Parcel;Building","48 CITADEL FOREST CL NW;48 CITADEL FOREST CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1969407,51.1459241],[-114.1968633,51.1459855]]}","MULTIPOINT ((-114.19694065645818 51.14592406527922),(-114.19686329894866 51.14598548650941))"
"POINT (-114.06068082484036 51.1444184183573)","DP2022-05890","587 HARVEST HILLS DR NE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK, HEIGHT","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"HAR","HARVEST HILLS","3","NE","51.144","-114.061","2","Titled Parcel;Building","587 HARVEST HILLS DR NE;587 HARVEST HILLS DR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0606808,51.1444184],[-114.0605072,51.1443919]]}","MULTIPOINT ((-114.06068082484036 51.1444184183573),(-114.06050722200234 51.14439186317498))"
"POINT (-113.93095255211279 51.04808894492281)","DP2022-05889","147 APPLECREST CR SE","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK, HEIGHT","C1455","DECK","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"APP","APPLEWOOD PARK","9","SE","51.048","-113.931","2","Titled Parcel;Building","147 APPLECREST CR SE;147 APPLECREST CR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9309526,51.0480889],[-113.930833,51.0481737]]}","MULTIPOINT ((-113.93095255211279 51.04808894492281),(-113.93083302725178 51.048173710327106))"
"POINT (-113.98531456069281 50.94652736172929)","DP2022-05888","#7000 11500 35 ST SE","KCP ENERGY","Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: AUTO SERVICE - MAJOR, VEHICLE SALES - MAJOR (ELECTRIC VEHICLE CHARGING STATIONS)","C1150; C2940","AUTO SERVICE - MAJOR; VEHICLE SALES - MAJOR","Discretionary","C-COR3 f1.62h23","Commercial - Corridor 3",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"SHI","SHEPARD INDUSTRIAL","12","SE","50.947","-113.985","2","Titled Parcel;Building","#7000 11500 35 ST SE;#7000 11500 35 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9853146,50.9465274],[-113.984082,50.9464637]]}","MULTIPOINT ((-113.98531456069281 50.94652736172929),(-113.98408198829001 50.94646369569415))"
"POINT (-114.09577668436349 50.89645334919202)","DP2022-05887","210 BRIDLECREEK GR SW","JONES GEOMATICS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"BRI","BRIDLEWOOD","13","SW","50.896","-114.096","2","Titled Parcel;Building","210 BRIDLECREEK GR SW;210 BRIDLECREEK GR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0957767,50.8964533],[-114.0956955,50.8965337]]}","MULTIPOINT ((-114.09577668436349 50.89645334919202),(-114.09569552336873 50.89653372310272))"
"POINT (-114.01572083565243 50.91667680319785)","DP2022-05886","19 DEERBOW PL SE","NEW MAPLE GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"DRN","DEER RUN","14","SE","50.917","-114.016","2","Titled Parcel;Building","19 DEERBOW PL SE;19 DEERBOW PL SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0157208,50.9166768],[-114.0157697,50.9168812]]}","MULTIPOINT ((-114.01572083565243 50.91667680319785),(-114.01576972698336 50.91688120066928))"
"POINT (-114.05708779910047 51.16694841222776)","DP2022-05885","108 COVEPARK GR NE","VISTA GEOMATICS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"COV","COVENTRY HILLS","3","NE","51.167","-114.057","2","Titled Parcel;Building","108 COVEPARK GR NE;108 COVEPARK GR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0570878,51.1669484],[-114.0571907,51.1668912]]}","MULTIPOINT ((-114.05708779910047 51.16694841222776),(-114.05719069034487 51.16689124240459))"
"POINT (-114.07445869600976 50.93457628898894)","DP2022-05884","832 CANTRELL PL SW","GENESIS GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR & SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-06T00:00:00.000",,"2024-09-06T00:00:00.000",,"Approval","Development Authority",,,,,"CAN","CANYON MEADOWS","13","SW","50.935","-114.074","2","Titled Parcel;Building","832 CANTRELL PL SW;832 CANTRELL PL SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0744587,50.9345763],[-114.07429,50.934597]]}","MULTIPOINT ((-114.07445869600976 50.93457628898894),(-114.07429004054185 50.934597037221295))"
"POINT (-114.19539386467152 51.13422368778326)","DP2022-05883","59 ARBOUR VISTA WY NW","PARLEE MCLAWS BARRISTERS & SOLICITORS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-01T00:00:00.000",,"2024-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"ARB","ARBOUR LAKE","2","NW","51.134","-114.195","2","Titled Parcel;Building","59 ARBOUR VISTA WY NW;59 ARBOUR VISTA WY NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1953939,51.1342237],[-114.1953597,51.1340945]]}","MULTIPOINT ((-114.19539386467152 51.13422368778326),(-114.19535971376227 51.134094510258386))"
"POINT (-114.03776705920272 51.08973622834845)","DP2022-05882","4204 10 ST NE","A & E AUTOMOTIVE","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: VEHICLE SALES - MINOR","C2950","VEHICLE SALES - MINOR","Discretionary","I-G","Industrial - General",,"In Advertising","2022-08-22T00:00:00.000","2022-09-02T00:00:00.000",,"2023-09-02T00:00:00.000",,"Approval","Development Authority",,,,,"MCI","MCCALL","10","NE","51.090","-114.038","2","Titled Parcel;Building","4204 10 ST NE;4204 10 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0377671,51.0897362],[-114.037338,51.0895467]]}","MULTIPOINT ((-114.03776705920272 51.08973622834845),(-114.03733798753996 51.08954671121789))"
"POINT (-113.93339320441078 51.129612410994085)","DP2022-05881","324 SADDLEMONT BV NE","ZOOM SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING PERGOLA) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-1s","Residential - One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-01T00:00:00.000",,"2024-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"SAD","SADDLE RIDGE","5","NE","51.130","-113.933","1","Titled Parcel","324 SADDLEMONT BV NE","{""type"":""Point"",""coordinates"":[-113.9333932,51.1296124]}","POINT (-113.93339320441078 51.129612410994085)"
"POINT (-114.1901752847156 51.10635502590773)","DP2022-05880","7218 SILVER MEAD RD NW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING GARAGE) - BUILDING SETBACK FROM REAR PROPERTY LINE","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"SIL","SILVER SPRINGS","1","NW","51.106","-114.190","2","Titled Parcel;Building","7218 SILVER MEAD RD NW;7218 SILVER MEAD RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1901753,51.106355],[-114.1901911,51.106468]]}","MULTIPOINT ((-114.1901752847156 51.10635502590773),(-114.19019105600492 51.106467982154136))"
"POINT (-113.98284377976418 51.07804671896207)","DP2022-05879","3500 26 AV NE",,"Signs - Discretionary Use","SIGN - CLASS E: DIGITAL MESSAGE SIGN","C2710","SIGN - CLASS E","Discretionary","S-CI","Special Purpose - Community Institution",,"Hold","2022-08-22T00:00:00.000",,,,,,,,,,,"SUN","SUNRIDGE","10","NE","51.078","-113.983","2","Titled Parcel;Building","3500 26 AV NE;3500 26 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9828438,51.0780467],[-113.9838037,51.0790267]]}","MULTIPOINT ((-113.98284377976418 51.07804671896207),(-113.98380370990363 51.07902665918299))"
"POINT (-113.96236585565093 51.08411867250299)","DP2022-05878","168 WHITESTONE CR NE","DAMASCUS GROCERIES","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (FOOD DISTRIBUTION)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-08-22T00:00:00.000",,,,,,,,,,,"WHI","WHITEHORN","10","NE","51.084","-113.962","2","Titled Parcel;Building","168 WHITESTONE CR NE;168 WHITESTONE CR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9623659,51.0841187],[-113.9622342,51.084115]]}","MULTIPOINT ((-113.96236585565093 51.08411867250299),(-113.96223417836852 51.08411503417355))"
"POINT (-113.98206878552631 50.87164967274692)","DP2022-05877","4 CRANBROOK DR SE","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING PERGOLA) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-01T00:00:00.000",,"2024-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"CRA","CRANSTON","12","SE","50.872","-113.982","2","Titled Parcel;Building","4 CRANBROOK DR SE;4 CRANBROOK DR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9820688,50.8716497],[-113.9819695,50.8717741]]}","MULTIPOINT ((-113.98206878552631 50.87164967274692),(-113.98196946799438 50.87177408805099))"
"POINT (-113.91017824175935 50.893048619396325)","DP2022-05876","319 MASTERS RO SE","MASON AND MAUI GROOMING","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (PET/DOG GROOMING)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-08-22T00:00:00.000",,,,,,,,,,,"MAH","MAHOGANY","12","SE","50.893","-113.910","2","Titled Parcel;Building","319 MASTERS RO SE;319 MASTERS RO SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9101782,50.8930486],[-113.9101868,50.8929492]]}","MULTIPOINT ((-113.91017824175935 50.893048619396325),(-113.91018679102471 50.89294916094411))"
"POINT (-114.20332153198659 51.12917552562057)","DP2022-05875","600 CROWFOOT CR NW",,"Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","C-C2 f2.0h23","Commercial - Community 2",,"Released","2022-08-22T00:00:00.000","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","2024-08-30T00:00:00.000",,"Approval","Development Authority",,,,,"ARB","ARBOUR LAKE","2","NW","51.129","-114.203","2","Titled Parcel;Building","600 CROWFOOT CR NW;600 CROWFOOT CR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2033215,51.1291755],[-114.2041155,51.1295226]]}","MULTIPOINT ((-114.20332153198659 51.12917552562057),(-114.20411551314034 51.12952263399862))"
"POINT (-113.980619945948 51.091004174016426)","DP2022-05874","3727 44 AV NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT) - AVPA","C2626","SECONDARY SUITE","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-21T00:00:00.000",,,,,,,,,,,"WHI","WHITEHORN","10","NE","51.091","-113.981","2","Titled Parcel;Building","3727 44 AV NE;3727 44 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9806199,51.0910042],[-113.9806315,51.0909062]]}","MULTIPOINT ((-113.980619945948 51.091004174016426),(-113.98063153523593 51.09090617963504))"
"POINT (-114.11829839458952 51.13546856560759)","DP2022-05873","192 MACEWAN PARK RI NW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-21T00:00:00.000",,,,,,,,,,,"MAC","MACEWAN","3","NW","51.135","-114.118","2","Titled Parcel;Building","192 MACEWAN PARK RI NW;192 MACEWAN PARK RI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1182984,51.1354686],[-114.1181264,51.1354608]]}","MULTIPOINT ((-114.11829839458952 51.13546856560759),(-114.11812636896545 51.13546077469209))"
"POINT (-114.13672849136826 51.033700245121764)","DP2022-05872","2228 34 ST SW","KEN HOMES","Residential - New Single / Semi / Duplex","NEW: SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2640","ACCESSORY RESIDENTIAL BUILDING; SEMI-DETACHED DWELLING","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-21T00:00:00.000",,,,,,,,,,,"KIL","KILLARNEY/GLENGARRY","8","SW","51.034","-114.137","2","Titled Parcel;Building","2228 34 ST SW;2228 34 ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1367285,51.0337002],[-114.1365879,51.0336931]]}","MULTIPOINT ((-114.13672849136826 51.033700245121764),(-114.13658785109195 51.03369309191505))"
"POINT (-114.08895580420958 51.17951660511481)","DP2022-05871","39 CARRINGSBY AV NW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (SECONDARY SUITE)","C2626","SECONDARY SUITE","Permitted with a Relaxation","R-2","Residential - One/Two Dwelling",,"In Circulation","2022-08-21T00:00:00.000",,,,,,,,,,,"CAR","CARRINGTON","3","NW","51.180","-114.089","2","Titled Parcel;Building","39 CARRINGSBY AV NW;39 CARRINGSBY AV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.0889558,51.1795166],[-114.0889603,51.1794502]]}","MULTIPOINT ((-114.08895580420958 51.17951660511481),(-114.08896032451892 51.17945015109421))"
"POINT (-114.0000946065493 51.05249426643182)","DP2022-05870","2520 CENTRE AV NE",,"Change of Use - Permitted Use","CHANGE OF USE: OFFICE","C2110","OFFICE","Permitted","I-C","Industrial - Commercial",,"Cancelled - Pending Refund","2022-08-21T00:00:00.000",,,,,,,,,,,"MER","MERIDIAN","10","NE","51.052","-114.000","2","Titled Parcel;Building","2520 CENTRE AV NE;2520 CENTRE AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0000946,51.0524943],[-114.0001581,51.0528544]]}","MULTIPOINT ((-114.0000946065493 51.05249426643182),(-114.00015813522482 51.05285435861782))"
"POINT (-114.16187519413701 51.049783343852454)","DP2022-05869","172 WESTVIEW DR SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-21T00:00:00.000",,,,,,,,,,,"WGT","WESTGATE","6","SW","51.050","-114.162","2","Titled Parcel;Building","172 WESTVIEW DR SW;172 WESTVIEW DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1618752,51.0497833],[-114.1618169,51.049863]]}","MULTIPOINT ((-114.16187519413701 51.049783343852454),(-114.16181692529624 51.04986296569054))"
"POINT (-114.13320892728254 50.99876358855158)","DP2022-05868","6051 LAKEVIEW DR SW",,"Residential - Secondary Suite","NEW: BACKYARD SUITE (ABOVE GARAGE), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C1175","ACCESSORY RESIDENTIAL BUILDING; BACKYARD SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-20T00:00:00.000",,,,,,,,,,,"LKV","LAKEVIEW","11","SW","50.999","-114.133","2","Titled Parcel;Building","6051 LAKEVIEW DR SW;6051 LAKEVIEW DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1332089,50.9987636],[-114.1334409,50.9987591]]}","MULTIPOINT ((-114.13320892728254 50.99876358855158),(-114.13344091917169 50.998759053665125))"
"POINT (-114.0504258019808 51.17104172388257)","DP2022-05867","13045 COVENTRY HILLS WY NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1","Residential - One Dwelling",,"In Circulation","2022-08-20T00:00:00.000",,,,,,,,,,,"COV","COVENTRY HILLS","3","NE","51.171","-114.050","2","Titled Parcel;Building","13045 COVENTRY HILLS WY NE;13045 COVENTRY HILLS WY NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0504258,51.1710417],[-114.0505308,51.1711433]]}","MULTIPOINT ((-114.0504258019808 51.17104172388257),(-114.050530800137 51.17114325137405))"
"POINT (-113.94488103278353 51.115730182653024)","DP2022-05866","23 TARALEA PL NE",,"Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (OFFICE)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-1","Residential - One Dwelling",,"In Circulation","2022-08-20T00:00:00.000",,,,,,,,,,,"TAR","TARADALE","5","NE","51.116","-113.945","2","Titled Parcel;Building","23 TARALEA PL NE;23 TARALEA PL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.944881,51.1157302],[-113.9448757,51.1156121]]}","MULTIPOINT ((-113.94488103278353 51.115730182653024),(-113.94487568885671 51.115612065461534))"
"POINT (-114.06474662622082 50.93796047361397)","DP2022-05865","12731 BONAVENTURE DR SE",,"Residential - Additions over 10 sq metres","ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR SUNROOM - REAR)","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-20T00:00:00.000",,,,,,,,,,,"LKB","LAKE BONAVISTA","14","SE","50.938","-114.065","2","Titled Parcel;Building","12731 BONAVENTURE DR SE;12731 BONAVENTURE DR SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0647466,50.9379605],[-114.0649112,50.9379786]]}","MULTIPOINT ((-114.06474662622082 50.93796047361397),(-114.06491116920742 50.937978604800435))"
"POINT (-114.21985262573916 51.14461894834403)","DP2022-05864","23 ROYAL BIRCH ST NW","BEDDINGTON FLORIST","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (FLORIST - 5 YEARS)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-20T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"ROY","ROYAL OAK","1","NW","51.145","-114.220","2","Titled Parcel;Building","23 ROYAL BIRCH ST NW;23 ROYAL BIRCH ST NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2198526,51.1446189],[-114.2200022,51.1445905]]}","MULTIPOINT ((-114.21985262573916 51.14461894834403),(-114.22000220745508 51.14459053865999))"
