"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"SAIGON REX RESTAURANT","#520 5149 COUNTRY HILLS BV NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","EDGEMONT","Licensed","2022-07-09T00:00:00.000","-114.15749070729086","51.138291451427364"
"OSTERIA DE MEDICI RESTAURANT","#4 201 10 ST NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","HILLHURST","Renewal Licensed","1997-03-14T00:00:00.000","-114.08636585960392","51.05276284056905"
"INDIAN DELIGHTS INDIAN CUISINE","#102 101 SAGE VALLEY CM NW","FOOD SERVICE - PREMISES (SEATING)","SAGE HILL","Licensed","2021-03-03T00:00:00.000","-114.15726861544985","51.181442907435965"
"STYLE ENCORE","#178 8060 SILVER SPRINGS BV NW","RETAIL DEALER - PREMISES","SILVER SPRINGS","Licensed","2021-11-30T00:00:00.000","-114.20441247489747","51.11666278192377"
"BAR PATRICIA / INFINITY ULTRA LOUNGE / TAQUERIA EL CHEFE / PLEASE DON¿T TELL","811 1 ST SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2019-04-30T00:00:00.000","-114.06577815318701","51.04494104434576"
"STYLE ENCORE","#178 8060 SILVER SPRINGS BV NW","SECONDHAND DEALER","SILVER SPRINGS","Licensed","2021-11-30T00:00:00.000","-114.20441247489747","51.11666278192377"
"TECHBROTHERZ -MACLEOD","#6A 9250 MACLEOD TR SE","RETAIL DEALER - PREMISES","ACADIA","Pending Renewal","2019-09-18T00:00:00.000","-114.07026717420925","50.970602123493116"
"BABY FACE SKIN CARE","#291 328 CENTRE ST SE","RETAIL DEALER - PREMISES","CHINATOWN","Renewal Licensed","2004-07-16T00:00:00.000","-114.06173831297018","51.04956495830472"
"YESCO CALGARY","#4 4451 58 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Renewal Licensed","2017-04-28T00:00:00.000","-113.97064459787941","51.000383126237786"
"DECHOSEN AFRICAN MARKET","9667 MACLEOD TR SW","RETAIL DEALER - PREMISES","HAYSBORO","Renewal Licensed","2013-07-19T00:00:00.000","-114.07330050867236","50.96806223567718"
"7TH AVE WINE AND SPIRITS","925A 7 AV SW","LIQUOR STORE","DOWNTOWN COMMERCIAL CORE","Licensed","2022-02-24T00:00:00.000","-114.08307638788662","51.046758396971356"
"FRUIT BOX (THE)","#115 11929 40 ST SE","MANUFACTURER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2015-03-25T00:00:00.000","-113.97686547073353","50.943906241718786"
"MH CANNABIS","2705A CENTRE ST NW","CANNABIS STORE","TUXEDO PARK","Licensed","2022-06-28T00:00:00.000","-114.06289689368289","51.076420655559446"
"EMERALD ASH HAIR STUDIO","#300 1918 KENSINGTON RD NW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","WEST HILLHURST","Renewal Licensed","2021-06-11T00:00:00.000","-114.10444245579468","51.052757911976784"
"LAURA BROWS","#5 7 PARKDALE CR NW","PERSONAL SERVICE","PARKDALE","Renewal Licensed","2017-03-31T00:00:00.000","-114.1354471431024","51.05819234120783"
"BAR PATRICIA / INFINITY ULTRA LOUNGE / TAQUERIA EL CHEFE / PLEASE DON¿T TELL","811 1 ST SW","ENTERTAINMENT ESTABLISHMENT","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2019-04-30T00:00:00.000","-114.06577815318701","51.04494104434576"
"TOWER MECHANICAL","5122 80 AV SE","CONTRACTOR","FOOTHILLS","Renewal Licensed","2013-07-26T00:00:00.000","-113.96154806595648","50.98078726092267"
"TECHBROTHERZ","3317 17 AV SE","RETAIL DEALER - PREMISES","SOUTHVIEW","Renewal Licensed","2019-05-17T00:00:00.000","-113.98699126774804","51.03664681820714"
"VAPE DISTRO","#5 6115 4 ST SE","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-03-18T00:00:00.000","-114.05441331905287","50.99835006221804"
"APPLEWOOD LIQUOR STORE","1288 68 ST SE","LIQUOR STORE","APPLEWOOD PARK","Pending Renewal","2011-10-17T00:00:00.000","-113.93436831136005","51.042846850915105"
"DOLLARAMA (#1325)","#42 7740 18 ST SE","FOOD SERVICE - PREMISES","OGDEN","Renewal Licensed","2020-07-27T00:00:00.000","-114.01412049986743","50.98353113679762"
"M&M FOOD MARKET - CROWFOOT","#113 150 CROWFOOT CR NW","RETAIL DEALER - PREMISES","ARBOUR LAKE","Renewal Licensed","2019-07-18T00:00:00.000","-114.19680315258985","51.12760516899381"
"BITTER SISTERS BREWING COMPANY","510 HERITAGE DR SW","OUTDOOR PATIO","KINGSLAND","Pending Renewal","2014-11-06T00:00:00.000","-114.07559178762975","50.979743113962144"
"MARY'S NAIL BOUTIQUE","#102 6036 3 ST SW","PERSONAL SERVICE","MANCHESTER INDUSTRIAL","Renewal Licensed","2020-05-11T00:00:00.000","-114.06910925962052","50.999282222976504"
"PT KINETICS","#319 5155 130 AV SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Pending Renewal","2018-07-18T00:00:00.000","-113.96073697973337","50.9309274585045"
"YYC CYCLE SPIN STUDIO","4118 UNIVERSITY AV NW","SCHOOL (PROV. NOT REQUIRED)","UNIVERSITY DISTRICT","Renewal Licensed","2021-06-09T00:00:00.000","-114.14663596377561","51.07823843675239"
"BEER WORX","#6 1259 HIGHFIELD CR SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","HIGHFIELD","Renewal Licensed","2021-05-17T00:00:00.000","-114.03605282059583","51.010903616555055"
"SANITAS FACIAL AESTHETICS","1123 KENSINGTON RD NW","PERSONAL SERVICE","HILLHURST","Renewal Licensed","2020-06-23T00:00:00.000","-114.08712584512917","51.05234740083283"
"BATL GLOBAL","#80 2151 32 ST NE","FOOD SERVICE - PREMISES (SEATING)","SUNRIDGE","Renewal Licensed","2015-03-10T00:00:00.000","-113.99001195024255","51.070355426136956"
"STRATEUPFITNESS","#125 2985 23 AV NE","PERSONAL SERVICE (FITNESS CONDITIONING)","SUNRIDGE","Renewal Licensed","2021-06-10T00:00:00.000","-113.99410693070145","51.071202164769225"
"VALUE BUDS AT BEACON HILL","11662 SARCEE TR NW","RETAIL DEALER - PREMISES","SHERWOOD","Renewal Licensed","2021-05-21T00:00:00.000","-114.15966589573232","51.1568178455712"
"BEZ MART","#2230 6004 COUNTRY HILLS BV NE","FOOD SERVICE - PREMISES","SKYVIEW RANCH","Renewal Licensed","2021-06-21T00:00:00.000","-113.95072269129167","51.155466028110354"
"SHOP MUSTARD TIGER","#101 6036 3 ST SW","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-08-24T00:00:00.000","-114.06910925962052","50.999282222976504"
"CHATTERS SALON","#R8 3625 SHAGANAPPI TR NW","PERSONAL SERVICE","VARSITY","Renewal Licensed","2004-08-18T00:00:00.000","-114.15548616648614","51.083666101574906"
"FURR & PURR BOUTIQUE","200E HADDON RD SW","SECONDHAND DEALER","HAYSBORO","Licensed","2022-03-22T00:00:00.000","-114.07847141970015","50.971194563420404"
"SMS APPLIANCES","#105 217 4 ST NE","SECONDHAND DEALER","CRESCENT HEIGHTS","Move in Progress","2020-07-27T00:00:00.000","-114.05224957026718","51.05416397175447"
"FREEDOM MOBILE","1601B CENTRE ST NW","RETAIL DEALER - PREMISES","CRESCENT HEIGHTS","Renewal Licensed","2020-05-11T00:00:00.000","-114.06290587735914","51.06616405816084"
"HARBOUR AUTO 2001","#8 1915 32 AV NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","SOUTH AIRWAYS","Renewal Licensed","2001-04-19T00:00:00.000","-114.01381523590264","51.080958118558335"
"AMIN SAMOSA","#1 132 3 AV SE","TOBACCO RETAILER","CHINATOWN","Renewal Licensed","2019-05-27T00:00:00.000","-114.06083271433397","51.05060133722302"
"SHOPPERS DRUG MART","#4000 873 85 ST SW","RETAIL DEALER - PREMISES","WEST SPRINGS","Renewal Licensed","2010-04-19T00:00:00.000","-114.21273503742069","51.06036862327318"
"VANTAGE MOTORS YYC","#1080 4385 104 AV SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2021-05-25T00:00:00.000","-113.97224423111835","50.95972027153059"
"REAL CANADIAN LIQUOR STORE (THE)","#300 4700 130 AV SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Pending Renewal","2002-09-12T00:00:00.000","-113.96567685957993","50.932687108290494"
"WINKS","#1 4415 MEMORIAL DR SE","TOBACCO RETAILER","FOREST HEIGHTS","Renewal Licensed","2020-02-11T00:00:00.000","-113.97070726201534","51.05239452280426"
"DOLLARAMA","#180 8220 CENTRE ST NE","RETAIL DEALER - PREMISES","BEDDINGTON HEIGHTS","Renewal Licensed","2007-06-14T00:00:00.000","-114.06963665806104","51.127417326459536"
"YOTSUBA DENTAL","#112 7015 MACLEOD TR SW","MANUFACTURER","KINGSLAND","Renewal Licensed","2019-05-29T00:00:00.000","-114.0728879914226","50.99087703323313"
"CHINESE CULTURAL CENTRE CUISINE","#88 197 1 ST SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","CHINATOWN","Renewal Licensed","2017-04-04T00:00:00.000","-114.0654761909377","51.05130932217889"
"KARSON BUILDERS","#13 415 60 AV SE","CONTRACTOR","MANCHESTER INDUSTRIAL","Renewal Licensed","2008-06-20T00:00:00.000","-114.05594340313598","50.99856814249276"
"SAFEWAY GARRISON WOODS","3553 GARRISON GA SW","LIQUOR STORE","GARRISON WOODS","Pending Renewal","2013-09-20T00:00:00.000","-114.114757329473","51.02254009858037"
"KIM'S LIQUOR","2108 14 ST NW","LIQUOR STORE","CAPITOL HILL","Renewal Licensed","2018-08-07T00:00:00.000","-114.09440858106021","51.070868143323494"
"BBQ INN & CATERING","#3 1110 CANTERBURY DR SW","FOOD SERVICE - PREMISES (NO SEATING)","CANYON MEADOWS","Renewal Licensed","2018-06-13T00:00:00.000","-114.08008192739595","50.93662284172126"
"LULU PRODUCE","#8 2915 10 AV NE","RETAIL DEALER - PREMISES","FRANKLIN","Pending Renewal","2021-04-30T00:00:00.000","-113.99146184006482","51.06122479213013"
"MEET THE GREEK","#270 520 3 AV SW","FOOD SERVICE - PREMISES (NO SEATING)","EAU CLAIRE","Renewal Licensed","2020-04-14T00:00:00.000","-114.07211311580654","51.05085990312888"
"MEXICO CITY","4242 6 ST NE","FOOD SERVICE - PREMISES","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2020-02-27T00:00:00.000","-114.0477119844828","51.09067221060531"
"D&M TREATMENTS","#2 1235 17 AV SW","PERSONAL SERVICE (TATTOO)","MOUNT ROYAL LOWER","Renewal Licensed","2020-04-21T00:00:00.000","-114.09080423817542","51.03760653285728"
"D & M PHARMACY","#2105 1800 194 AV SE","FOOD SERVICE - PREMISES","CHAPARRAL","Renewal Licensed","2013-08-14T00:00:00.000","-114.0237342818753","50.8779963744783"
"4 ST PIZZA","2105 EDMONTON TR NE","FOOD SERVICE - PREMISES (NO SEATING)","TUXEDO PARK","Renewal Licensed","2010-04-09T00:00:00.000","-114.05640522964545","51.07087796789312"
"J-A-Y AUTO TRUCK AND TRAILER REPAIR SHOP","#1 4115 64 AV SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","FOOTHILLS","Renewal Licensed","2020-07-06T00:00:00.000","-113.97571898965477","50.996235199273656"
"KAWA ESPRESSO BAR","#101 1333 8 ST SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2008-12-10T00:00:00.000","-114.082052106479","51.04032713464226"
"GREENHILLS CONVENIENCE STORE / CRAVE & SHOP PHILIPPINES","#1 9620 ELBOW DR SW","RETAIL DEALER - PREMISES","HAYSBORO","Renewal Licensed","2019-04-16T00:00:00.000","-114.08396401566408","50.9689874400891"
"ORIGINAL JOE'S RESTAURANT & BAR","#100 1220 KENSINGTON RD NW","ENTERTAINMENT ESTABLISHMENT","HILLHURST","Renewal Licensed","2011-05-31T00:00:00.000","-114.08982407038786","51.05272320551324"
"STARBUCKS COFFEE #53315","3585 20 AV NE","FOOD SERVICE - PREMISES (SEATING)","SUNRIDGE","Renewal Licensed","2018-03-13T00:00:00.000","-113.98255308094951","51.07065025787113"
"DEVOUR CATERING","538 42 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-07-19T00:00:00.000","-114.05098172645381","51.01657120230029"
"SHOPPERS DRUG MART KENSINGTON","1436 KENSINGTON RD NW","RETAIL DEALER - PREMISES","HILLHURST","Licensed","2022-04-13T00:00:00.000","-114.09402284127697","51.052633611098955"
"SEED N SALT","2008 4 ST SW","RETAIL DEALER - PREMISES","MISSION","Renewal Licensed","2017-05-02T00:00:00.000","-114.07124017363036","51.035050322403265"
"FLEURISH FLOWER SHOP","#8 6449 CROWCHILD TR SW","RETAIL DEALER - PREMISES","LAKEVIEW","Renewal Licensed","2013-05-24T00:00:00.000","-114.11942369852335","50.996812735289744"
"MAC'S CONVENIENCE STORE #2117","8286 CENTRE ST NE","FOOD SERVICE - PREMISES","BEDDINGTON HEIGHTS","Renewal Licensed","2019-03-25T00:00:00.000","-114.07083816303754","51.128484012697726"
"RB CANADIAN LIQUOR STORE","#36 20 DOUGLAS WOODS DR SE","FOOD SERVICE - PREMISES","DOUGLASDALE/GLEN","Renewal Licensed","2015-08-19T00:00:00.000","-114.00167065786364","50.943474309419564"
"NU LOOK PROSHOP","#3 6304 BURBANK RD SE","RETAIL DEALER - PREMISES","BURNS INDUSTRIAL","Renewal Licensed","2021-06-03T00:00:00.000","-114.04553230238827","50.9982851156693"
"VAPE EXPRESS","#102 4908 17 AV SE","RETAIL DEALER - PREMISES","FOREST LAWN","Renewal Licensed","2021-07-08T00:00:00.000","-113.96401172674983","51.03819554603529"
"PORT PHYSIOTHERAPY AND MASSAGE (THE)","#3130 4250 109 AV NE","MASSAGE CENTRE (COMMERCIAL)","STONEY 3","Renewal Licensed","2021-06-14T00:00:00.000","-113.97219682672144","51.15368400915094"
"PICK ME LUXE BEAUTY AESTHETICS","#100 1318 CENTRE ST NE","PERSONAL SERVICE","CRESCENT HEIGHTS","Renewal Licensed","2019-05-17T00:00:00.000","-114.06225520624366","51.064004441641416"
"SIGNATURE PALACE RESTAURANT","#206 1919 SIROCCO DR SW","FOOD SERVICE - PREMISES (SEATING)","SIGNAL HILL","Renewal Licensed","2012-06-19T00:00:00.000","-114.16679153450235","51.03638217228719"
"ILLUMINATE SKIN THERAPIES","#102 8445 BROADCAST AV SW","PERSONAL SERVICE","WEST SPRINGS","Renewal Licensed","2020-09-15T00:00:00.000","-114.20883099258008","51.064340722194075"
"ANNA JEWELLERS","3831A BOW TR SW","SECONDHAND DEALER","ROSSCARROCK","Pending Renewal","2012-09-27T00:00:00.000","-114.14317033645017","51.04547720821963"
"CALGARY CO-OP FOOD STORE #26","#700 100 AUBURN MEADOWS DR SE","RETAIL DEALER - PREMISES","AUBURN BAY","Pending Renewal","2016-09-21T00:00:00.000","-113.94443120725542","50.895522878322986"
"AFTERSHAVE BARBERSHOP","#4 1603 62 AV SE","PERSONAL SERVICE","OGDEN","Renewal Licensed","2017-05-11T00:00:00.000","-114.01985622075802","50.997469580437645"
"SALLY BEAUTY SUPPLY","#118 971 64 AV NE","RETAIL DEALER - PREMISES","DEERFOOT BUSINESS CENTRE","Renewal Licensed","2015-08-06T00:00:00.000","-114.0403702934056","51.11008177303728"
"GOJO TAKEOUT & BAKERY","#29 4525 52 ST NE","FOOD SERVICE - PREMISES (NO SEATING)","WHITEHORN","Renewal Licensed","2010-05-11T00:00:00.000","-113.95922533536162","51.09206287540821"
"DIGITAL POST","#406 917 85 ST SW","RETAIL DEALER - PREMISES","WEST SPRINGS","Pending Renewal","2006-09-29T00:00:00.000","-114.2119420645456","51.05941893311586"
"REAL CANADIAN LIQUOR STORE #1642 (WESTWINDS)","#200 3633 WESTWINDS DR NE","RETAIL DEALER - PREMISES","WESTWINDS","Renewal Licensed","2005-04-28T00:00:00.000","-113.9679290439218","51.109124457656385"
"SUBWAY SANDWICH & SALAD","#824 8180 11 ST SE","FOOD SERVICE - PREMISES (SEATING)","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2005-04-15T00:00:00.000","-114.04160553427258","50.978120856236295"
"STARBUCKS COFFEE #16971","#210 151 WALDEN GA SE","FOOD SERVICE - PREMISES (SEATING)","WALDEN","Renewal Licensed","2012-03-05T00:00:00.000","-114.03689489148917","50.875248176887794"
"HUE WELLNESS","#1238 12 ROYAL VISTA WY NW","PERSONAL SERVICE (TATTOO)","ROYAL VISTA","Licensed","2022-04-19T00:00:00.000","-114.20670476214322","51.15278430343398"
"007 AIRSOFT","#6 1411 33 ST NE","RETAIL DEALER - PREMISES","FRANKLIN","Renewal Licensed","2021-02-16T00:00:00.000","-113.9874484341629","51.06463800983452"
"ALAIR HOMES","4325 1 ST SE","CONTRACTOR","MANCHESTER INDUSTRIAL","Licensed","2022-02-02T00:00:00.000","-114.06220774384346","51.01494949296915"
"STAR JEWELLERS","#1118 4310 104 AV NE","MANUFACTURER","STONEY 3","Renewal Licensed","2020-08-04T00:00:00.000","-113.97179895044331","51.147512430556354"
"KNEADY KNOTS","#201 1414 KENSINGTON RD NW","MASSAGE CENTRE (COMMERCIAL)","HILLHURST","Renewal Licensed","2021-03-16T00:00:00.000","-114.09269328014311","51.05286853168807"
"BOHO BROW","#300 1918 KENSINGTON RD NW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","WEST HILLHURST","Renewal Licensed","2021-06-03T00:00:00.000","-114.10444245579468","51.052757911976784"
"AALIYAS PIZZERIA AND SHAWARMA CAFE","#5 2015 4 ST SW","FOOD SERVICE - PREMISES (SEATING)","CLIFF BUNGALOW","Licensed","2022-05-07T00:00:00.000","-114.07177093820656","51.03464081122104"
"CRAVINGS SMOKE SHOP","#103 715 5 AV SW","FOOD SERVICE - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-05-31T00:00:00.000","-114.07759783039972","51.048526585956125"
"DIGITAL POST","#406 917 85 ST SW","MANUFACTURER","WEST SPRINGS","Pending Renewal","2006-09-29T00:00:00.000","-114.2119420645456","51.05941893311586"
"KENSINGTON PUB (THE)","207 10A ST NW","ENTERTAINMENT ESTABLISHMENT","HILLHURST","Renewal Licensed","1995-05-15T00:00:00.000","-114.08752738476839","51.052896723514884"
"HONKY TONK BAR AND RESTAURANT","219 10 AV SW","ENTERTAINMENT ESTABLISHMENT","BELTLINE","Licensed","2021-04-26T00:00:00.000","-114.06716013731042","51.043181812237115"
"GENERAL PAINT #8856","#161 1829 RANCHLANDS BV NW","WHOLESALER","RANCHLANDS","Renewal Licensed","2011-04-01T00:00:00.000","-114.19747154871811","51.122996125076874"
"ASIAN'S BEST FASTFOOD","#2122 4310 104 AV NE","FOOD SERVICE - PREMISES (SEATING)","STONEY 3","Renewal Licensed","2021-05-26T00:00:00.000","-113.97082334040962","51.147882876361436"
"GRAVITY HAIR","#1105 9650 HARVEST HILLS BV NE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","AURORA BUSINESS PARK","Renewal Licensed","2019-05-29T00:00:00.000","-114.06946955754975","51.140532114355395"
"FIRST CLASS ENGRAVING","#110 575 PALMER RD NE","MANUFACTURER","CALGARY INTERNATIONAL AIRPORT","Renewal Licensed","2015-07-28T00:00:00.000","-114.01369734250629","51.1001621904721"
"NATIVE TONGUES TAQUERIA","235 12 AV SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","BELTLINE","Renewal Licensed","2015-05-11T00:00:00.000","-114.06758112320756","51.04140617720232"
"HYPERION ELECTRIC","#5A 6120 2 ST SE","CONTRACTOR","MANCHESTER INDUSTRIAL","Renewal Licensed","2018-09-06T00:00:00.000","-114.05924801619238","50.99721541747876"
"ICONIC WHOLESALE EMBROIDERY","#4 3800 19 ST NE","MANUFACTURER","NORTH AIRWAYS","Renewal Licensed","2021-05-26T00:00:00.000","-114.01063640678781","51.08677175757945"
"BANGLA BAZAR","#125 4851 WESTWINDS DR NE","TOBACCO RETAILER","WESTWINDS","Renewal Licensed","2008-02-22T00:00:00.000","-113.96316472659805","51.100312307126465"
"VILLAGE SQUARE BARBER & STYLE SHOP","#111 2640 52 ST NE","PERSONAL SERVICE","PINERIDGE","Renewal Licensed","2003-08-28T00:00:00.000","-113.95617077261807","51.07542128275754"
"ALT VAPE","#25 3616 52 AV NW","RETAIL DEALER - PREMISES","BRENTWOOD","Renewal Licensed","2018-03-19T00:00:00.000","-114.13985622614841","51.10173188465803"
"KENSINGTON PUB (THE)","207 10A ST NW","TOBACCO RETAILER","HILLHURST","Renewal Licensed","1995-05-15T00:00:00.000","-114.08752738476839","51.052896723514884"
"DRIVE SPORTSWEAR","#123 11769 40 ST SE","MANUFACTURER","EAST SHEPARD INDUSTRIAL","Pending Renewal","2016-11-02T00:00:00.000","-113.97762643433292","50.9453911868564"
"REFUEL ENERGY BAR","#114 2000 69 ST SW","FOOD SERVICE - PREMISES (NO SEATING)","SIGNAL HILL","Renewal Licensed","2012-02-22T00:00:00.000","-114.1856262445091","51.03577271302719"
"PT KINETICS","#319 5155 130 AV SE","MASSAGE CENTRE (COMMERCIAL)","EAST SHEPARD INDUSTRIAL","Pending Renewal","2018-07-18T00:00:00.000","-113.96073697973337","50.9309274585045"
"EAU CLAIRE WINE MARKET","#4A 200 BARCLAY PR SW","LIQUOR STORE","EAU CLAIRE","Pending Renewal","2005-10-24T00:00:00.000","-114.06886914300328","51.05248006371114"
"MI-PRIDE PAINTING & DECORATING","#133 2770 3 AV NE","CONTRACTOR","MERIDIAN","Renewal Licensed","2010-05-28T00:00:00.000","-113.99501891735945","51.0552601350281"
"REDBLOOM SALON","#2106 8561 8A AV SW","FOOD SERVICE - PREMISES","WEST SPRINGS","Renewal Licensed","2013-05-28T00:00:00.000","-114.20929534355714","51.06130959276963"
"MASH (THE)","#4 1126 KENSINGTON RD NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","HILLHURST","Renewal Licensed","2019-12-09T00:00:00.000","-114.0877901181568","51.052636067239305"
"LAPORTE CUSTOM STONE","#9 7635 44 ST SE","RETAIL DEALER - PREMISES","FOOTHILLS","Renewal Licensed","2016-07-05T00:00:00.000","-113.97146939283009","50.986061929210166"
"GAUCHO BRAZILIAN BARBECUE","#100 5920 MACLEOD TR SW","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2009-06-02T00:00:00.000","-114.07074985156927","51.00060298493953"
"KING EDDY LIVE MUSIC","438 9 AV SE","ENTERTAINMENT ESTABLISHMENT","DOWNTOWN EAST VILLAGE","Renewal Licensed","2018-06-08T00:00:00.000","-114.05348082078467","51.04451198134091"
"JAPAN DREAM CARS","3698 44 AV SE","MOTOR VEHICLE DEALER - PREMISES","EASTFIELD","Renewal Licensed","2013-03-27T00:00:00.000","-113.97801936723825","51.012815848959896"
"CENTRAL DISCOUNT HOUSE","#200 9737 MACLEOD TR SW","RETAIL DEALER - PREMISES","HAYSBORO","Renewal Licensed","2021-08-17T00:00:00.000","-114.07239324796734","50.96768739417955"
"CHAPTERS #909","#212 16061 MACLEOD TR SE","RETAIL DEALER - PREMISES","SHAWNESSY","Renewal Licensed","1998-10-29T00:00:00.000","-114.06657098792532","50.907549325125956"
"ARMAX SECURITY","#B 1240 16 AV NW","RETAIL DEALER - PREMISES","CAPITOL HILL","Pending Renewal","2013-03-26T00:00:00.000","-114.08953968432725","51.067199583558995"
"GOOD EARTH COFFEE HOUSE CENTENNIAL PLACE","#110 520 3 AV SW","FOOD SERVICE - PREMISES (SEATING)","EAU CLAIRE","Renewal Licensed","2018-05-22T00:00:00.000","-114.07211311580654","51.05085990312888"
"REDBLOOM SALON","#2106 8561 8A AV SW","PERSONAL SERVICE","WEST SPRINGS","Renewal Licensed","2013-05-28T00:00:00.000","-114.20929534355714","51.06130959276963"
"SUPPLY KINGS & MAKE IT YYC","#256 2340 PEGASUS WY NE","RETAIL DEALER - PREMISES","PEGASUS","Renewal Licensed","2019-05-27T00:00:00.000","-114.00476433686993","51.095913766517"
"MASSAGE HEIGHTS","#620 9737 MACLEOD TR SW","RETAIL DEALER - PREMISES","HAYSBORO","Pending Renewal","2019-09-30T00:00:00.000","-114.07410065472632","50.96594426042322"
"HU'S GARAGE","#351 3132 26 ST NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","SUNRIDGE","Renewal Licensed","1996-04-15T00:00:00.000","-113.9966633027276","51.07980068407143"
"WAREHOUSE RELOADING & DISTRIBUTION","#25 4216 61 AV SE","WAREHOUSING","FOOTHILLS","Renewal Licensed","2020-03-03T00:00:00.000","-113.97287776129527","50.999578799959835"
"MY MASSAGE THERAPIST","#3103 230 EVERSYDE BV SW","MASSAGE CENTRE (COMMERCIAL)","EVERGREEN","Licensed","2022-03-10T00:00:00.000","-114.11008625810405","50.90875846581478"
"LD FILTRATION","#4 6130 4 ST SE","WHOLESALER","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-04-29T00:00:00.000","-114.05311083022379","50.99775376539357"
"PANDORA","#256 751 3 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2018-04-06T00:00:00.000","-114.0709358110056","51.04623431144919"
"SAFEWAY #874","375 ASPEN GLEN LD SW","FOOD SERVICE - PREMISES","ASPEN WOODS","Pending Renewal","2013-09-20T00:00:00.000","-114.20884884684857","51.041021942644385"
"GREENHILLS CONVENIENCE STORE / CRAVE & SHOP PHILIPPINES","#1 9620 ELBOW DR SW","TOBACCO RETAILER","HAYSBORO","Renewal Licensed","2019-04-16T00:00:00.000","-114.08396401566408","50.9689874400891"
"TIKI TOWN TATTOO AND SPA","#101 1026 16 AV NW","PERSONAL SERVICE (TATTOO)","MOUNT PLEASANT","Pending Renewal","2009-09-22T00:00:00.000","-114.08440125401991","51.06717228409837"
"TIM HORTONS","240 16 AV NE","FOOD SERVICE - PREMISES (NO SEATING)","TUXEDO PARK","Pending Renewal","2012-09-06T00:00:00.000","-114.05663002096483","51.06710370596932"
"BURWOOD DISTILLERY","#100 2566 FLANDERS AV SW","WAREHOUSING","CURRIE BARRACKS","Licensed","2022-06-24T00:00:00.000","-114.12241358163159","51.01701216633609"
"CNS INSULATION SERVICES","#10 5915 40 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Renewal Licensed","2018-04-11T00:00:00.000","-113.97748841405127","51.000353882170174"
"Q NAILS BEAUTY AND SPA","#240 151 WALDEN GA SE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","WALDEN","Renewal Licensed","2021-07-22T00:00:00.000","-114.03713730955448","50.87517793309832"
"MAXIM CONSTRUCTORS","#750 734 7 AV SW","CONTRACTOR","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2013-05-03T00:00:00.000","-114.078149270453","51.04721754761188"
"DICKENS PUB","#B 1000 9 AV SW","ENTERTAINMENT ESTABLISHMENT","DOWNTOWN WEST END","Renewal Licensed","2008-04-29T00:00:00.000","-114.0841314429195","51.04543997219307"
"CANADIAN CANNABIS CONNOISSEUR CLUB","#140 5335 DUFFERIN BV SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Licensed","2022-01-31T00:00:00.000","-113.95775461359038","50.95284555608582"
"TUMI","#149C 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2014-03-19T00:00:00.000","-114.07365599483174","51.000336906820266"
