"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"ROW-2013-07310","162ND AVENUE NE at NE 116TH ST
REDMOND, WA 98052
(47.70389894900046, -122.12332908999969)",,"2626059037","Right of Way","Underground Improvements In Roadway","2013-08-12T00:00:00.000","2013-09-03T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07310","One at a time - occupying north and southbound lanes of 159th Avenue NE and the east and westbound lanes of NE 116th Street to tie into existing two-inch PE main located in 159th Avenue NE and existing four-inch PE main located in NE 116th Street and extend into plat of Greystone","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
"BLDG-2013-05043","17063 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE AT THE WOODLANDS LOT 23","6666830230","Residential","New","2013-06-07T00:00:00.000","2013-09-03T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05043","Construction of a new two-story/ fire sprinklered single family residence consisting of 3404 sq ft dwelling space/ 435 sq ft garage/ 29 sq ft covered porch and 126 sq ft covered deckTotal area of construction 3994 sq ft","374868.39","3994.00","1",,"Mark Schmidt",,"4258251955","TOLL BROS INC",,"None",,"7914.2"
"BLDG-2013-05040","17049 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE LOT 22","6666830220","Residential","New","2013-06-07T00:00:00.000","2013-09-03T00:00:00.000","Parkridge at the Woodlands-Lot 22","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05040","Construction of a new 3 story fire-sprinklered SFR consisting of 3/143 sq ft dwelling/ 80 sq ft covered second story deck/ 532 sq ft garage and 83 sq ft covered porch for a total of 3838 sq ft.","352157.93","3838.00","1",,"General Contact Info",,"4258251955","TOLL BROS INC",,"None",,"7678.28"
"ROW-2013-07350","NE 123RD WAY at 172ND AVE NE
REDMOND, WA 98052
(47.673829835000504, -122.1206693049997)",,"2526059078","Right of Way","Underground Improvements In Roadway","2013-08-13T00:00:00.000","2013-09-03T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07350","One at a time occupying north and southbound lanes of 172nd Avenue NE to tie into existing four-inch PE main located 32 feet west of centerline of 172nd Avenue NE to extend new two-inch PE main approximately 60 feet to the east into new plat of Willomere Park.Three 3x5 cuts anticipated.","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
"ELEC-2013-08079","15580 NE 31ST ST
REDMOND, WA 98052
(47.638149041000474, -122.13394948399969)","MICROSOFT-BLDG 43  LAB 383","2325059049","Electrical - OTC","Commercial","2013-09-03T00:00:00.000","2013-09-03T00:00:00.000","MICROSOFT-BLDG 43","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08079","(522982) Install 2 receptacles on rack. Customer Paid For:(2) New Circuit","1500","0.00",,,"Sue Southworth",,"4254070832","VALLEY ELEC CO OF MT VERNON",,,,"122.78"
"MECH-2013-08109","8091 142ND AVE NE
REDMOND, WA 98052
(47.676242371000455, -122.1509495469997)","LAM SHORT PLAT LOT 1","325059286","Mechanical - OTC","Residential","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","Lam Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08109","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (9) Vent Fans","4000","4194.00",,"Phong Lam","Troy Schmeil",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"258.84"
"FIRE-2013-07814","8414 167TH AVE NE
REDMOND, WA 98052
(47.677672284000494, -122.11795720299972)","THE RETREAT LOT 12","7242800120","Fire Sprinkler - Residential","New System","2013-08-23T00:00:00.000","2013-09-04T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07814","Automatic NFPA-13D fire sprinkler system installed throughout new single-family residence 23 devices.","0","2604.00",,"Robert Pantley","Paul Beck",,"2538537780","SPRINX FIRE PROTECTION INC",,,"Joseph Faulkner","483.78"
"ELEC-2013-08120","17049 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE LOT 22","6666830220","Electrical - OTC","Residential","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08120","60AMP TEMPORARY POWER POLE/200AMP SERVICE/ WIRING AND TELECOM FOR NEW SFR Customer Paid For:(1) Temporary Service/ (1) Service - New","352157.93","3838.00",,,"Cyndi Cambia",,"2536317750","PROVIDENT ELECTRIC INC",,,,"187.99"
"BLDG-2013-06888","10901 176TH CIR NE
REDMOND, WA 98052
(47.697352896000496, -122.10948671599971)","Emerald Heights","3626059003","Multi-Family","Remodel","2013-07-30T00:00:00.000","2013-09-04T00:00:00.000","Emerald Heights  ","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-06888","ACOUSTIC TILE & CEILING SUSPENSION GRID REPLACEMENT THROUGHOUT UPPER LVL CORRIDORS OF BUILDINGS C/ D AND E ATRIUM. LIKE FOR LIKE REPLACEMENT OF FIRE RESISTANT ACT CEILING. NO CHANGES TO EXISTING MECHANICAL SYSTEM. AREA OF CONSTRUCTION 4133 SQ FT","20500","4133.00","1",,"Robert Cochrun",,,"GLY CONSTRUCTION",,,,"940.43"
"PLUM-2013-08124","17049 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE LOT 22","6666830220","Plumbing - OTC","Residential","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08124","(1) Kitchen Sink/ (1) Dishwasher/ (1) Clothes Washer/ (5) Bathroom Sink/ (3) Toilet/ (1) Bathtubs/ (2) Shower/Valve Replacement/ (1) Electric Water Heater/ (2) Hose Bibs/ (1) Water Service","352157.93","3838.00",,,"Toni Gorney",,"3607945557","UNITED PLUMBING",,,,"295.48"
"MECH-2013-07919","10915 WILLOWS RD NE
REDMOND, WA 98052
(47.69883975300047, -122.15217974399968)","-WILLOWS CREEK CORP CENTER-BLDG F  1ST & 3RD FLRS ALSTOM","9428100060","Mechanical Plan Review","Commercial","2013-08-27T00:00:00.000","2013-09-04T00:00:00.000","1617 WILLOWS CREEK CORPORATE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-07919","Install (2) new VAV boxes w/ductwork & grilles.","10000","3755.00",,,"Zachary Wolpa",,"4258211293","C F M HEATING AND COOLING INC.",,"None",,"514.99"
"MECH-2013-08112","17092 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)","GLENSHIRE DIV 1 LOT 3","2801900030","Mechanical - OTC","Residential","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08112","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (7) Vent Fans","4000","3391.00",,,"Carolyn Peterson",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"226.62"
"FIRE-2013-08115","3640 150TH AVE NE
REDMOND, WA 98052
(47.64318912400046, -122.13936981999973)","MICROSOFT-BLDG 95 NW QUADRANT OF 1ST FLR","5503500040","Fire Alarm","Quick Start No Transmitter","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","6267/ MICROSOFT 95/ STUDIO C","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08115","Delete and relocate fire alarm devices in secured space.","0","0.00",,,"Bruce Gardner",,"8472151000","SIEMENS INDUSTRY/ INC",,,,"211.65"
"ELEC-2013-08107","8271 154TH AVE NE
REDMOND, WA 98052
(47.67671938900048, -122.13441961599972)","MARKET READY STE D8271 - WESTPARK-BLDG D","225059189","Electrical - OTC","Commercial","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","895 Westpark Bldg D","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08107","Move 12 tstats Customer Paid For:(12) Low Voltage Customer Paid For:(12) Low Voltage","300","18262.00",,,"Jodi Joanis",,"4252227652","ALL STAR HEATING & A/C INC",,,,"72.59"
"ELEC-2013-08121","18300 UNION HILL RD
REDMOND, WA 98052
(47.67629995800047, -122.0958895979997)","MICROSOFT MILLENNIUM-BLDG B  GOLDER 2ND FLOOR W","5530400010","Electrical - OTC","Commercial","2013-09-04T00:00:00.000","2013-09-04T00:00:00.000","MICROSOFT MILLENNIUM-BLDG B","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08121","Low voltage upgrades to existing commercial meeting spaces. Customer Paid For:(1) Low Voltage","8843.17","0.00",,,"Tyler Brownfield",,"4258615564","SPL INTEGRATED SOLUTIONS",,,,"356.97"
"FIRE-2013-07406","16771 REDMOND WAY
REDMOND, WA 98052
(47.67248429300048, -122.11675224699968)","VALUE VILLAGE CENTER","1225059094","Fire Sprinkler - Commercial","Existing System Modification","2013-08-15T00:00:00.000","2013-09-04T00:00:00.000","297 VALUE VILLAGE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07406","Extend the existing wet pipe fire sprinkler system to protect the three small tenant spaces. (Romeos Pizza/ Hair Nail Salon & old Verizon space) 98 quick response heads.","0","25941.00",,,"Dennis Skinner",,"2538729055","FIRE PROTECTION SYSTEMS",,,,"483.78"
"ROW-2013-08222","4037 172ND AVE NE
REDMOND, WA 98052
(47.64665087600048, -122.11095518499968)",,"1158000020","Right of Way","Franchise Drop","2013-09-05T00:00:00.000","2013-09-05T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08222","Pull 283 feet from terminal/ trench 59 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"FIRE-2013-07763","17096 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE AT THE WOODLANDS LOT 36","6666830360","Fire Sprinkler - Residential","New System","2013-08-22T00:00:00.000","2013-09-05T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07763","Install NFPA 13 D Flow through fire sprinkler system in new SFR construction.","374868.39","0.00",,,"Dean Olsen",,"4258989111","NOR-TECH FIRE PROTECTION",,,"David Farahani","483.78"
"ELEC-2013-04528","10055 166TH AVE NE
REDMOND, WA 98052
(47.690309407000484, -122.11806988099971)","-REDMOND MIDDLE SCHOOL","3626059032","Electrical Plan Review","Commercial","2013-05-29T00:00:00.000","2013-09-06T00:00:00.000","6265 REDMOND MIDDLE SCHOOL","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04528","1 feeder/ 2 new circuits/ and 1 subpanel for new portable.","15000","0.00",,,"Josh Peterson",,,,,,,"626.22"
"ELEC-2013-08241","15454 NE 107TH WAY
REDMOND, WA 98052
(47.696289753000485, -122.1344392049997)","VERONA LOT 12","8895800120","Electrical - OTC","Residential","2013-09-06T00:00:00.000","2013-09-06T00:00:00.000","Verona","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08241","NEW 320 AM SERVICE/ HOOK UP A/C SQ FT 5419NETWORKING AND AUDIO Customer Paid For:(1) Low Voltage/ (1) Service - New","17617","5573.00",,,"Oscar Del Moro",,"2538485595","MERIDIAN CENTER ELECTRIC/ INC.",,,,"174.56"
"ROW-2013-08289","16404 NE 110TH ST
REDMOND, WA 98052
(47.6983592520005, -122.12066942999968)",,"23520350","Right of Way","Miscellaneous","2013-09-06T00:00:00.000","2013-09-06T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08289","Trench 48 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"BLDG-2013-07478","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","MICROSOFT REDWEST-BLDG A","2182500010","Commercial","Tenant Improvement","2013-08-16T00:00:00.000","2013-09-09T00:00:00.000","MICROSOFT REDWEST-BLDG A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07478","Fabricate and install galvanized steel catwalks to service roof air handling units for safer access.  Area of construction is 1/116 sq ft.","83000","1116.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None",,"2030.99"
"BLDG-2013-07651","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","D","2182500030","Commercial","Exterior Alteration","2013-08-20T00:00:00.000","2013-09-09T00:00:00.000","MICROSOFT REDWEST-BLDG D","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07651","Fabricate and install galvanized steel catwalks to service roof air handling units for safer access.  Area of construction is 1/116 sq ft.","83000","1116.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None",,"2203.65"
"BLDG-2013-07482","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","MICROSOFT REDWEST-BLDG C","2182500010","Commercial","Tenant Improvement","2013-08-16T00:00:00.000","2013-09-09T00:00:00.000","MICROSOFT REDWEST-BLDG C","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07482","Fabricate and install galvanized steel catwalks to service roof air handling units for safer access.  Area of construction is 1116 sq ft.","83000","1116.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None",,"2030.99"
"B120599","2200 148TH AVE NE
REDMOND, WA 98052
(47.630289322000465, -122.14308938799968)",,"2625059196","Wireless Communications Facility","Addition","2012-10-12T00:00:00.000","2013-09-09T00:00:00.000","515 SEARS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/B120599","SPRINT ANTENNAS CURRENTLY ATTACHED TO ROOFTOP PENTHOUSE. SPRINT ADDING 3 NEW ANTENNAS AND REMOVING 6 EXISTING ANTENNAS WITHIN 6 MONTHS FROM INSTALL. NEW ANTENNAS TO BE PLACED AT SAME LOCATION/HEIGHT AS EXISTING. CABINETS LOCATED WITHIN FENCED LEASE AREA AT GROUND LEVEL. NO CHANGE TO FOOTPRINT.  AREA OF CONSTRUCTION IS 150 SQ FT.","20000","150.00","1",,"IMPORT IMPORT",,"3602546490","NORTH SKY COMMUNICATIONS/ INC.",,,,"173.23"
"TREE-2013-08327","15700 NE 39TH ST
REDMOND, WA 98052
(47.644779274000484, -122.13000983099971)",,"5503000070","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08327","Approval to remove (9) diseased Himalayan Birch trees and (1) diseased Sunset Maple from various spots on the property. Tree replacement is not required for dead/ dying/ or diseased trees.","0","0.00",,,"Brandon Berthold",,,,,,,"115.11"
"BLDG-2013-07481","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","MICROSOFT REDWEST-BLDG B","2182500035","Commercial","Tenant Improvement","2013-08-16T00:00:00.000","2013-09-09T00:00:00.000","MICROSOFT REDWEST-BLDG B","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07481","Fabricate and install galvanized steel catwalks to service roof air handling units for safer access.  Area of construction is 1/116 sq ft.","83000","1116.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None",,"2030.99"
"TREE-2013-08330","16011 NE 36TH WAY
REDMOND, WA 98052
(47.6416992230005, -122.12505962599971)",,"5503000160","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08330","Approval to remove (4) Himalayan Birch trees/ (2) Doug Firs/ and (1) Blue Atlas Cedar  from various spots on the property. Tree replacement is not required for dead/ dying/ or diseased trees.  Tree replacement is required at a ratio of 1:1 for each landmark tree removed and the tree replacements may be planted anywhere on the site. The replacements shall be native evergreens 6-8 tall in height and/or native deciduous trees 2.5 caliper in size.","0","0.00",,,"LEO BATE",,,,,,,"115.11"
"MECH-2013-08312","13524 NE 70TH ST
REDMOND, WA 98052
(47.66759571300048, -122.1602286379997)","BIRCHWOOD LOT 24","818000240","Mechanical - OTC","Residential","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","BIRCHWOOD","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08312","1 gas applicance and piping/ 1 gas piping only/ 1 gas water heater/ 2 heating equipments incdluding ductwork/ and 8 vent fans.","499096.37","1930.00",,"Dariush Esfandi","Artoush Fanaiyan",,"4258909995","ARTOUSH CONSTRUCTION AND REMODELING",,,,"277.1"
"TREE-2013-08325","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","A","2182500010","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08325","Approval to remove (1) diseased Himalayan Birch tree from the west side of the property. Tree replacement is not required for dead/ dying/ or diseased trees. Applicant is choosing to replace tree","0","0.00",,,"LEO BATE",,,,,,,"115.11"
"TREE-2013-08316","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","A","2182500010","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08316","Approval to remove (7) diseased Himalayan Birch trees from various spots on the property.  Tree replacement is not required for dead/ dying/ or diseased trees.","0","0.00",,,"LEO BATE",,,,,,,"115.11"
"MECH-2013-08310","13521 NE 70TH ST
REDMOND, WA 98052
(47.6675412620005, -122.16027582799973)","BIRCHWOOD LOT 23","818000230","Mechanical - OTC","Residential","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","BIRCHWOOD","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08310","1 gas applicance and piping/ 1 gas piping only/ 1 gas water heater/ 2 heating equipments incdluding ductwork/ and 8 vent fans.","10000","5998.00",,"Dariush Esfandi","Artoush Fanaiyan",,"4258909995","ARTOUSH CONSTRUCTION AND REMODELING",,,,"277.1"
"TREE-2013-08333","4420 148TH AVE NE
REDMOND, WA 98052
(47.64927997800049, -122.14302822699972)",,"1425059061","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08333","Approval to remove (1) diseased Cotton wood tree/ (1) diseased Big Leaf Maple/ (2) healthy Cottonwood trees from various spots on the property. Replacement trees are not required for dead/ dying/ or diseased trees. Tree replacement is required for significant trees at a ratio of 1:1 for each tree removed and the tree replacements may be planted anywhere on the site. The replacements shall be native evergreens 6-8 tall in height and/or native deciduous trees 2.5 caliper in size.","0","0.00",,,"LEO BATE",,,,,,,"115.11"
"BLDG-2013-07652","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","MICROSOFT REDWEST-BLDG E","2182500035","Commercial","Exterior Alteration","2013-08-20T00:00:00.000","2013-09-09T00:00:00.000","MICROSOFT REDWEST-BLDG E","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07652","Fabricate and install galvanized steel catwalks to service roof air handling units for safer access.  Area of construction is 1/116 sq ft.","83000","1116.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None",,"2203.65"
"TREE-2013-08323","3089 157TH PL NE
REDMOND, WA 98052
(47.638069534000465, -122.12914907599969)",,"5503000010","Tree Removal","All Others","2013-09-09T00:00:00.000","2013-09-09T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-08323","Approval to remove (9) diseased Himalayan Birch trees and (1) dying Sunset Maple. Tree replacements are not required for diseased and dying trees.","0","0.00",,,"Brandon Berthold",,,,,,,"115.11"
