Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
ELEC-2019-05399,"11008 178TH CT NE
REDMOND, WA 98052
(47.699022, -122.101779)",,Electrical - OTC,Residential,07/24/2019,9696_GRAY BRIAN D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05399,Gray Residence - Low voltage for Change out existing furnace and AC unit.  Customer paid for (1) low voltage.,250,,BRIAN D+KRISTEN GRAY,Jenah Barlow,,MM COMFORT SYSTEMS,,121.73,17806
FIRE-2019-05417,"10675 WILLOWS RD NE
REDMOND, WA 98052
(47.695889, -122.15162)",,Fire Sprinkler - Commercial,Quick Start,07/25/2019,1614_WILLOW CREEK CORPORATE CENTER-BLDG B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05417,SOPA #59998 - BLDG B 2nd Floor north ORWCB - RF CHAMBERS - ADD 4 SPRINKLERS INTO 2 MODULAR RF TEST CHAMBERS. 253-778-5139,0,,Preylock Redmond LLC,Tangi Alfred-Norris,,SMITH FIRE SYSTEMS INC,,425.61,17806
ELEC-2019-05317,"14850 NE 36TH ST
REDMOND, WA 98052
(47.641194, -122.140208)",,Electrical - OTC,Commercial,07/22/2019,6380_MICROSOFT BLDG 99 GARAGE (BELOW GRADE),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05317,SOPA #59953 - Microsoft BLDG 99 Garage - installing an update to exit sensors and sounder alert Customer Paid For:(1) Low Voltage,2810,,MICROSOFT CORPORATION,Aimee Curley,,JOHNSON CONTROLS SEC SOL LLC,,176.93,17806
ELEC-2019-05545,"4716 165TH PL NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/30/2019,_Duke's Landing-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05545,SOPA #60081  Dukes Landing � LOT 18 �NEW 200 AMP SFR; UFER; TEMP POLE Customer Paid For:(1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,10000,,TOLL BROS./ INC.,Provident Electric,,PROVIDENT ELECTRIC INC,,295.66,
ELEC-2019-04501,"15728 NE 95TH WAY
REDMOND, WA 98052
(47.685316, -122.130171)",,Electrical - OTC,Multi-Family,07/05/2019,1529_Windwood Village-BLDG 48,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04501,Chen Residence - Unit 48 - Install (1) new 20 amp 240v circuit to provide power and service outlet for new ductless split system heat pump.  Customer paid for (1) new circuit.,750,,CHUN CHEN,Al Namazi,,ENERGY TECHNOLOGIES,,84.42,17806
MECH-2019-05510,"7959 170TH CT NE
REDMOND, WA 98052
(47.673837, -122.113964)",,Mechanical - OTC,Residential,07/29/2019,21639_HAUF BRIAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05510,Installing heat pump. Paid for 1 heat pump,12000,,HAUF BRIAN E MARTHA H-TRUST,Andrea Stacey,,NORTHWEST MECHANICAL INC,,127.52,17806
ELEC-2019-05464,"15320 NE 40TH ST
REDMOND, WA 98052
(47.646079, -122.135985)",,Electrical - OTC,Commercial,07/29/2019,974_MICROSOFT-BLDG 120,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05464,SOPA #60030 - Microsoft BLDG 120 Rm 1084 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
BLDG-2018-04502,"3230 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.638867, -122.097653)",,Residential,Accessory Structure,07/17/2019,20632_HANSBERRY JEFFERY,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-04502,RES ACC STRUCT - Hansberry Residence - Construct new detached accessory structure. New structure to be 992 SF of garage on first floor and 992 SF of new conditioned space on 2nd floor. Conditioned space to consist of work studio and bathroom/ no dwelling unit. Area of work 1/984 SF.,160773.44,1,JEFF HANSBERRY,George Goodfellow,,,,2997.97,17806
ELEC-2019-05092,"1940 183RD AVE NE
REDMOND, WA 98052
(47.627612, -122.094924)",,Electrical - OTC,Residential,07/11/2019,15598_KENNEDY TIMOTHY,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05092,SOPA #59819 ADD CIRCUIT FOR AC INSTALL Customer Paid For:(1) Circuits,600,,TIMOTHY KENNEDY,Brittny Miller,,BLUE FLAME HEATING & AIR CONDITIONING LLC,,195.32,17806
MECH-2019-05014,"15932 NE 120TH ST
REDMOND, WA 98052",,Mechanical - OTC,Residential,07/10/2019,_Greystone IV-Lot 181,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05014,SOPA #59753 - Greystone IV - Lot 181 -  Jeff Hardy 206-510-8134 - Customer paid for (1) gas log insert.,2959,,Greystone Builders LLC,John Waterstraat,,FIRESIDE HOME SOLUTIONS,,127.52,
MECH-2019-05424,"18317 NE 101ST CT
REDMOND, WA 98052
(47.690234, -122.096835)",,Mechanical - OTC,Residential,07/25/2019,10009_KNEELAND MARSHALL+ANDREA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05424,SOPA #60003 - Kneeland residence - garage - customer paid for (1) gas water heater 206-248-7900,1577,,MARSHALL KNEELAND,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,127.52,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04768,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG T,Electrical - OTC,Multi-Family,07/02/2019,1306_Avalon Bay Eaves Campus Bldg T,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04768,Avalon Bay Eaves Campus Bldg T-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
PLUM-2019-05574,"17807 NE 117TH CT
REDMOND, WA 98052
(47.704705, -122.101124)",,Plumbing - OTC,Residential,07/31/2019,_116th St Short Plat-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05574,116TH ST Short Plat - Lot 7 - Install plumbing for new single family residence including (4) bathtubs/ (1) clothes washer/ (1) dishwasher/ (1) garbage disposal/ (2) hose bibs/ (1) sewage ejector/ (2) showers/ (1) sink(bar)/ (6) sinks(bathroom)/ (1) sink(kitchen)/ (1) sink(utility)/ (5) toilets and (1) water service. Total of (27) fixtures.,11000,,,Adrian Badelita,,NEWWAY ENERGY & HOMETECHNIC,,979.88,17806
MECH-2019-05452,"16225 NE 112TH CT
REDMOND, WA 98052
(47.700666, -122.122095)",,Mechanical - OTC,Residential,07/26/2019,8692_HARBIN SCOTT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05452,SOPA #60013 - Harbin Addition - garage Customer paid for (1) gas piping to furnace/ (1) air conditioner/ (2) air handler/furnace.800-840-3346,16000,,SCOTT HARBIN,Lucinda Honeycutt,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,225.2,17806
PLUM-2019-05205,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 6 124,Plumbing - OTC,Multi-Family,07/17/2019,The Summit Apartments - BLDG 6 Unit 124,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05205,SOPA #59905 - The Summit BLDG 6 Unit 124 Hall Closet  4256367084 (1) electric water heater,1456,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
BLDG-2019-02616,"5600 148TH AVE NE
REDMOND, WA 98052
(47.658921, -122.143189)",C,Commercial,Tenant Improvement,07/02/2019,MICROSOFT REDWEST C-STAIR CEILING REPAIR,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-02616,STRUCTURAL IMPROVEMENT OF NEW 2 HOUR RATED SHAFT WALL AT EXISTING STAIR ENCLOSURE ATTIC SPACE. NEW CEILING SUPPORT STRUCTURE ADDED. TOTAL SF 1400,150000,,Microsoft Corporation,Randy Morgan,SWINERTON BUILDERS INC,SWINERTON BUILDERS INC,,4104.48,17806
FIRE-2019-04823,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG R,Fire Alarm,Existing System Modification,07/17/2019,Avalon Bay Eaves Campus-Bldg R,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04823,Avalon Bay Eaves Campus-Bldg R-THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
ELEC-2019-05470,"4330 150TH AVE NE
REDMOND, WA 98052
(47.64866, -122.140409)",,Electrical - OTC,Commercial,07/29/2019,966_MICROSOFT-BLDG 124,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05470,SOPA #60035 - Microsoft bldg. 124 Rm 1107 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ROW-2019-05030,"8300 8700 161ST AVE NE
REDMOND, WA 98052
(47.677054, -122.125563)",,Right of Way,ROW,07/23/2019,ROW Telecommunications,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05030,Access existing WAVE Utility in the SE corner of NE 83rd St/161st Ave NE.  Trench nw 71lf/install 3in conduit under existing sidewalk to location of bore pit and continue boring 3in conduit north 523 lf to bore pit and proposed location of  a vault.  Directional bore 3in conduit 494 lf north to bore pit and proposed location of second/final vault.  Directional bore 82lf nw to westerly edge of ROW.  Proof/pull new fiber throughout. Restore.,0,,,Bret Bursey,,,,690.34,17806
ELEC-2019-05000,"7925 151ST AVE NE
REDMOND, WA 98052
(47.674642, -122.139029)",,Electrical - OTC,Residential,07/09/2019,22119_BATTEY RUSSELL L,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05000,Battey Residence - Install (1) rooftop photovoltaic solar array with all UL listed equipment/ 12.68kw.--install Tesla battery back up system with automatic transfer consisting of 3 batteries combining into 1 panel and 1 relay switch between service meter and service panel. Customer paid for (1) altered service.,10716.07,,Russel Battey,Jon Lange,,SUNERGY SYSTEMS INC,,228.75,17806
MECH-2019-04899,"6402 151ST AVE NE
REDMOND, WA 98052
(47.663827, -122.139062)",,Mechanical - OTC,Residential,07/03/2019,13083_SAUER RICHARD R,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04899,SOPA #59690 - Sauer residence Garage and outside 206-248-7900 - Customer paid for (1) Air Conditioner and (1) Air handler,13124,,RICHARD R SAUER,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,160.08,17806
FIRE-2013-06143,"7597 170TH AVE NE
REDMOND, WA 98052
(47.670069, -122.113932)",,Fire Life Safety,Tenant,07/01/2019,Red Robin Restaurant #134 - Redmond Town Center,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-06143,Red Robin Restaurant #134 - Redmond Town Center,0,,,,,,,2153.32,17806
PLUM-2019-05370,"7001 OLD REDMOND RD
Redmond, WA 98052
(47.668257, -122.134225)",BLDG F,Plumbing - OTC,Multi-Family,07/26/2019,Olde Redmond Place-Bldg F,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05370,SOPA #59981 - Old Redmond Place BLDG F Unit 324 Utility room - Customer paid for (1) electric water heater 4256367084,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-05476,"3900 148TH AVE NE
REDMOND, WA 98052
(47.644223, -122.142883)",,Electrical - OTC,Commercial,07/29/2019,525_MICROSOFT-BLDG 118 (STUDIO F),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05476,SOPA #60040 - Microsoft Bldg. 118 Rm 2179 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,Microsoft Corporation,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
,,,,,,,,,,,,,,,,,
BLDG-2019-04499,"15580 NE 31ST ST
REDMOND, WA 98052
(47.638153, -122.133428)",,Wireless Communications Facility,Addition,07/30/2019,Microsoft-Bldg 43 Sprint Wireless,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04499,Microsoft BLDG 43 - Sprint Wireless - Install (3) additional panel antennas for existing wireless comm facility.,16000,,Microsoft Corporation,Stephen Meadows,QUANTUM CONTRACTING NW LLC,QUANTUM CONTRACTING NW LLC,,992.83,17806
FIRE-2016-04680,"6230 137TH AVE NE
REDMOND, WA 98052
(47.661034, -122.157439)",,Fire Life Safety,Tenant,07/01/2019,Sixty-01 Admin Bldg Pool,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2016-04680,Sixty-01 Admin Bldg Pool,0,,,,,,,501.48,17806
ELEC-2019-05164,"17256 REDMOND WAY
REDMOND, WA 98052
(47.670529, -122.110018)",,Electrical - OTC,Commercial,07/15/2019,202_BEAR CREEK VILLAGE SHOPPING CENTER-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05164,SOPA #59882 Bearcreek Village Exterior lighting 425-354-0610 Replacing existing wallpacks and can lights through out property with new LED fixtures Customer Paid For:(10) Circuits,28000,,,Joan Blacker,,NORTHWEST EDISON,,958.36,17806
ELEC-2019-04620,"18400 UNION HILL RD
REDMOND, WA 98052
(47.676335, -122.095601)",,Electrical - OTC,Commercial,07/01/2019,1927_MILLENNIUM-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04620,SOPA #59551 Microsoft Mill-C Rm P101 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ROW-2019-05143,"10785 WILLOWS RD NE
REDMOND, WA 98052
(47.697235, -122.151892)",,Right of Way,Miscellaneous,07/15/2019,ROW PSE-Power,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05143,Park in sb turn lane on Willows to replace ug cable in existing ug conduit/ all vault work is on private property.  No disturbance of hard surfaces required.,0,,,JEREMY EUSEBIO,,,,158.57,17806
PLUM-2019-04880,"16481 NE 47TH ST
REDMOND, WA 98052",,Plumbing - OTC,Residential,07/03/2019,_Duke's Landing-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04880,SOPA #59678 � Duke's Landing � Lot 5 � 3607945557 Customer paid for (1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (6) Bathroom Sink/ (4) Toilet/ (4) Bathtubs/ (1) Laundry Tray & Utility Sink/ (1) Electric Water Heater/ (2) Hose Bibs/ (1) Water Service,10000,,TOLL BROS./ INC.,Derek MacLean,,UNITED PLUMBING,,848.78,
ELEC-2019-05285,"7004 149TH AVE NE
REDMOND, WA 98052
(47.668213, -122.141739)",,Electrical - OTC,Residential,07/19/2019,Terrene at Grasslawn-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05285,SOPA #59945 Terrene at Grasslawn-Lot 2 install service for 2 street light poles Customer Paid For:(1) Service - New,45076,,,Mark Stephens,,TOTEM ELECTRIC OF TACOMA INC,,228.75,17806
ELEC-2019-04750,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG B,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04750,Avalon Bay Eaves Campus-Bldg B-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
PLUM-2019-05174,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 6 120,Plumbing - OTC,Multi-Family,07/16/2019,The Summit Apartments - BLDG 6 unit 120,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05174,SOPA #59889 - The Summit BLDG 6 Unit 120 Hall Closet 4256367084 - Customer paid for (1) Electric Water Heater,1103,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
FIRE-2019-04782,"9106 133RD CT NE
REDMOND, WA 98052
(47.683292, -122.161275)",,Fire Sprinkler - Residential,New System,07/19/2019,22134_KRAKER RICHARD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04782,KRAKER 2 story addition - Design and install a new wet sprinkler system based on NPA 13D-2016,0,,Richard Kraker,Angie Voelpel,,EMERALD FIRE LLC,,649.85,17806
ELEC-2019-05057,"15711 NE 61ST CT
REDMOND, WA 98052
(47.661392, -122.130905)",,Electrical - OTC,Residential,07/12/2019,13616_ICHIM STEFAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05057,SOPA #59790 - Anca Residence - 425-489-3657 - Add on to existing low voltage security system.  Customer paid for (1) low voltage.,135,,Stefan Ichim,adt llc,,ADT LLC,,121.73,17806
FIRE-2019-04820,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG O,Fire Alarm,Existing System Modification,07/16/2019,Avalon Bay Eaves Campus-Bldg O,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04820,Avalon Bay Eaves Campus-Bldg O-THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
FIRE-2013-06404,"4608 148TH AVE NE
REDMOND, WA 98052
(47.651087, -122.143121)",,Fire Life Safety,Tenant,07/01/2019,Pro Sports Club Soccer Arena,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-06404,Pro Sports Club Soccer Arena,0,,,,,,,1402.21,17806
FIRE-2017-02338,"8397 158TH AVE NE
REDMOND, WA 98052
(47.67819, -122.130283)",,Fire Life Safety,Tenant,07/01/2019,Allez Apts,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2017-02338,Allez Apts,0,,,,,,,1404.42,17806
ELEC-2019-05027,"11996 159TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/10/2019,_Greystone IV-Lot 145,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05027,SOPA #59777 - Greystone IV - Lot 145 - NEW 200 AMP SFR; NEW 100 AMP TEMP POLE; UFER; LOW VOLT Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit.,10000,,Greystone Builders LLC,Provident Electric,,PROVIDENT ELECTRIC INC,,322.42,
,,,,,,,,,,,,,,,,,
FIRE-2019-04963,"15700 NE 39TH ST
REDMOND, WA 98052
(47.644845, -122.129917)",,Fire Alarm,Quick Start No Transmitter,07/08/2019,4624_MICROSOFT-BLDG 25,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04963,SOPA #59725 MS B25 North Tower Parking Level FCC Replacing existing communicator with Radio. Plans uploaded,0,,Microsoft Corporation,Bruce Gardner,,SIEMENS INDUSTRY INC,,375.24,17806
SIGN-2019-04921,"15670 REDMOND WAY
REDMOND, WA 98052
(47.673941, -122.130855)",,Sign,Illuminated,07/08/2019,Pacific Massage-Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2019-04921,SOPA #59711 Pacific Massage - Front lit LED channel letters with logo boxes/ installed to raceway painted to match building fa�ade.,7581,,AGM INC,Sharon Khoo,,JASSMARKETING LLC /DBA SIGNARAMA REDMOND,,365.46,17806
PLUM-2019-05180,"2942 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.636567, -122.093882)",,Plumbing - OTC,Residential,07/16/2019,17351_WILEY ALAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05180,SOPA #59893 - Wiley residence - Kitchen Laundry 206-240-1401 - Customer paid for (1) clothes washer/ (1) dishwasher/ (1) garbage disposal/ (1) hose bib/ (2) kitchen sinks/ (1) laundry tray,6000,,B ALAN+CHERYL L WILEY,Brandin Moody,,BEST PLUMBING GROUP LLC,,324.39,17806
MECH-2019-05329,"16632 NE 44TH WAY
REDMOND, WA 98052
(47.648626, -122.118311)",,Mechanical - OTC,Residential,07/22/2019,14386_RICHDALE PAMELA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05329,OTC - Rangan residence - Installing a new gas range - Customer paid for (1) gas piping to range/ and (1) gas appliance,1000,,Nagendran Rangan,Nagendran Rangan,,BETTER CHOICE CONSTRUCTION LLC,,153.57,17806
ELEC-2019-04618,"17622 NE 67TH CT
REDMOND, WA 98052
(47.665229, -122.104748)",,Electrical - OTC,Commercial,07/01/2019,109_NWB MARYMOOR BUILDING,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04618,SOPA #59548 - Microsoft Marymoor Rm 1247 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-05529,"10545 WILLOWS RD NE
REDMOND, WA 98052
(47.695001, -122.151445)",,Electrical - OTC,Commercial,07/30/2019,1617_WILLOW CREEK CORPORATE CENTER-BLDG A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05529,SOPA #60073 - Unit 100 FACEBOOK OCULUS  CONFERENCE ROOM PULLING 16 CABLE WIRES Customer Paid For:(16) Low Voltage,2300,,Preylock Redmond LLC,Sara Jo Crews,Holmes Electric Co,HOLMES ELECTRIC CO,,162.75,17806
ELEC-2019-05219,"11409 174TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/17/2019,_Hawthorne Lane-Lot 24,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05219,SOPA #59917 Hawthorne Lane-Lot 24. new sfr Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,8000,,Rick Burnstead,Karl Browne,,REC RESIDENTIAL ELECTRIC INC,,322.42,
