Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"10231 134TH PL NE
KIRKLAND, WA 98033",09/08/2015,11/03/2015,Heathers Ridge-Lot 34,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06829,RNEW - Heathers Ridge Lot 34 - Elevation A  Garage Right - Plan DHE4 G series - construction of new fire-sprinklered dwelling - 1908 SF dwelling/ 412 SF garage/ 73 SF covered porch/ 2/393 SF total.,233799.68,2393,QUADRANT HOMES,
"11806 160TH AVE NE
REDMOND, WA 98052",09/03/2015,10/20/2015,Greystone West-Lot 125,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06755,RNEW - Greystone - Lot 125 - New Construction of Single Family Residence/   Permit from Registered Basic #BPLN2013-01553 (our Plan#4010A) Dwelling Sq. ft. 3605   Covered Porch  81 Garage  579 =   Total  4265 sq. ft.  (incl.porch&garage).,430341.9,4265,GREYSTONE BUILDERS LLC,
"10286 134TH PL NE
KIRKLAND, WA 98033",09/01/2015,01/19/2016,Heathers Ridge-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06628,RNEW - Heathers Ridge - Lot #3 - 425-646-8309 - EARLY MODEL.  Plan DH14/Elevation B  SFR/ 2-STORY FIRE-SPRINKLERED.  2/565 SF DWELLING/ 396 SF GARAGE/ 114 SF COVERED PORCH.  3/075 SF TOTAL.,308326.8,3075,QUADRANT HOMES,
"16020 NE 51ST ST
REDMOND, WA 98052
(47.655461, -122.125811)",08/31/2015,10/20/2015,Forman Property-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06608,Forman Property-Lot 2 (will record as Timbers at Marymoor) Plan inEin - Construction of a new single family residence 3-story consisting of: 4/108 sq ft dwelling space/ 708 sq ft garage/ 72 sq ft covered front porch/ 120 sq ft covered rear porch. Total area of construction 5/010 sq ft.,497440.08,5008,STEVE BURNSTEAD CONSTRUCTION LLC,17806
"15775 NE 114TH WAY
REDMOND, WA 98052",08/27/2015,12/31/2015,Sequoia Glen Executive-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06518,RNEW Sequoia Glen Executive Lot 1 (Chablis Plat) Ballard plan shingle elevation garage left.  Construction of a 2 story/ fire sprinklered SFR consisting of 3238 sq ft dwelling/ 421 sq ft garage/ 128 sq ft covered porch and 124 sq ft covered deck.  Area of work 3/911 total.,391244.58,3911,TOLL BROS INC,
"10276 134TH PL NE
KIRKLAND, WA 98033",08/27/2015,12/01/2015,Heathers Ridge-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06525,RNEW - Heathers Ridge - Lot 4 - 425-455-2900 - EARLY MODEL.  RNEW:  SFR/ 2-STORY FIRE-SPRINKLERED.  2258 SF DWELLING/ 430 SF GARAGE/ 57 SF COVERED PORCH.  2745 SF TOTAL.,272747.88,2745,QUADRANT HOMES,
"11501 158TH AVE NE
REDMOND, WA 98052",08/19/2015,11/02/2015,Sequoia Glen-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06294,RNEW - Sequoia Glen Lot 3 Wallingford Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/648 SF dwelling with 414 SF garage and 68 SF covered porch - 2/130 SF total.,204681.88,2130,TOLL BROS INC,
"10256 134TH PL NE
KIRKLAND, WA 98033",08/19/2015,12/08/2015,Heathers Ridge-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06302,RNEW - Heathers Ridge- Lot 5 - ELEVATION A - Garage Right - 425-646-8309 - EARLY MODEL.  RNEW:  SFR/ 2-STORY FIRE-SPRINKLERED.  2/565 SF DWELLING/ 396 SF GARAGE/ 114 SF COVERED PORCH.  3/075 SF TOTAL.,308326.8,3075,QUADRANT HOMES,
"10226 134TH PL NE
KIRKLAND, WA 98033",08/19/2015,12/17/2015,Heathers Ridge-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06303,RNEW - Heather's Ridge - Lot 7 - Plan DH14/Elevation C - Orientation Left - 2-STORY FIRE-SPRINKLERED.  2/567 SF DWELLING/ 396 SF GARAGE/ 125 SF COVERED PORCH.  3/088 SF TOTAL.,309099.52,3088,QUADRANT HOMES,
"11503 158TH AVE NE
REDMOND, WA 98052",08/19/2015,11/02/2015,Sequoia Glen-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06296,RNEW - Sequoia Glen Lot 4 Whittier Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/791 SF dwelling with 281 SF garage/ 75 sf covered deck/ and 143 SF covered porch - 2/290 SF total.,222400.66,2290,TOLL BROS INC,
"12431 166TH CT NE
REDMOND, WA 98052",08/19/2015,09/29/2015,Shadow Creek-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06288,RNEW - Shadow Creek Lot 11 - Plan SC255/Elevation B - Construct a new fire-sprinklered single family 2-story residence. 2/872 sf dwelling/ 135 sf covered porch/ 160 sf covered rear patio/ and 697 sf garage - 3/864 sf total.,364477.22,3864,BURNSTEAD CONSTRUCTION LLC,
"11505 158TH AVE NE
REDMOND, WA 98052",08/19/2015,11/02/2015,Sequoia Glen-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06295,RNEW - Sequoia Glen Lot 5 Wedgewood Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/873 SF dwelling with 351 SF garage and 94 SF covered porch - 2/318 SF total.,228335.18,2318,TOLL BROS INC,
"12273 172ND PL NE
REDMOND, WA 98052",08/18/2015,03/21/2016,Wyndham Ridge-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06272,Wyndham Ridge Lot 4 - New Construction of Single Family Residence/   Permit from Registered Basic#BPLN2015-01111 (our Plan#5040B) Dwelling Sq. ft.  4494 Covered Porch 178 sq ft.(front) & 84 sq.ft.(rear)  Garage 627 sq.ft/  =  Total sq. ft.5383 incl.porch&garage),540450.14,5383,BRIXTON HOMES LLC,
"12343 166TH CT NE
REDMOND, WA 98052",08/03/2015,09/01/2015,Shadow Creek-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05821,RNEW Shadow Creek Lot 4- Plan SC315X - Construct a new fire-sprinklered single family residence - 2 story w/basement.  Dwelling area 3/951 sq. ft. covered porch area 140sq. ft. covered deck area 267sq. ft. garage area 687 sq. ft. Total sq. ft. 5/045,489805.66,5045,BURNSTEAD CONSTRUCTION LLC,
"17458 NE 123RD WAY
REDMOND, WA 98052",07/30/2015,11/12/2015,Willowmere Park-Lot 22,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05735,New 2 story fire sprinklered SFR which includes 2/836 sq ft dwelling space/ 35 sq ft covered deck/ 114 sq ft covered front porch/ 483 sq ft garage. Total 3/468 sq ft.,343987.66,3468,RICK BURNSTEAD CONSTRUCTION LLC,
"13636 NE 100TH CT
KIRKLAND, WA 98033
(47.68949, -122.158349)",07/28/2015,09/11/2015,Benjamin Estates-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05687,RNEW - Benjamin Estates - Lot 9 - Elevation 2918-A Garage Right - New construction of a 2918 sqft single family dwelling with 425 sqft attached garage/ 106 sqft front covered porch/ and 143 sqft rear covered porch. Includes 13-D firesprinkler system/ plan name is 2918-A/ garage right. Area of construction 3592 sq ft,355630.98,3592,RM HOMES LLC,17373
"9897 137TH PL NE
KIRKLAND, WA 98033",07/28/2015,09/11/2015,Willow Hill-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05693,RNEW Willow Hills Lot 7-New construction of a 2 story fire sprinklered 2918 sqft single family dwelling with 425 sqft attached garage/ 106 sqft front covered porch/ and 143 sqft rear covered porch. Includes 13-D firesprinkler system/ plan name is 2918-A/ garage left. Area of construction 3592 sq ft,355630.98,3592,RM HOMES LLC,
"12244 169TH CT NE
REDMOND, WA 98052",07/27/2015,09/03/2015,Glenshire Div 3-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05642,RNEW - Glenshire Div 3 - Lot 8 - Fifth Avenue Plan - Elevation 1955 - New Single Family Residence - 2 story - fire sprinklered/ 1st floor=1175/ 2nd floor=1251/ garage=439/   covered entry=112/ covered patio=136 Total = 3113,301392.46,3113,CENTEX HOMES,
"16977 NE 123RD ST
REDMOND, WA 98052",07/27/2015,09/03/2015,Glenshire Div 3-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05643,RNEW - Glenshire Division 3 - Lot 4 - new 2-store fire-sprinklered SFR - Fifth Avenue Plan - Elevation 1955 - 1st floor =  1175   2nd floor = 1251 garage =   439   covered entry =   125     covered patio = 136   total = 3126,302042.46,4143,CENTEX HOMES,
"9921 137TH PL NE
KIRKLAND, WA 98033",07/23/2015,09/29/2015,Willow Hill-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05532,RNEW Willow Hill Lot 5 New construction of two story fire sprinklered SFR consisting of 2/918 sq ft dwelling/ 108 front covered porch/ 143 back covered porch and 425 sq ft garage total area of work 3/594. Plan 2918-02-Mod inBin,355730.98,3594,RM HOMES LLC,
"10211 134TH PL NE
KIRKLAND, WA 98033",07/23/2015,12/08/2015,Heathers Ridge-Lot 32,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05557,RNEW Heathers Ridge Lot 32- Early model Plan G261 DH13 inBin right- 2 story fire sprinklered Construction of NSFR consisting of 2/543 sq ft dwelling/ 415 sq ft garage/ 112 sq ft covered patio/ and 43 sq ft covered porch.  Total area of work 3/113 sq ft.,309170.98,3113,QUADRANT HOMES,
"10236 134TH PL NE
KIRKLAND, WA 98033",07/23/2015,10/27/2015,Heathers Ridge-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05556,RNEW Heathers Ridge Lot 6-  Plan G222 DH11 inDin right Early Model 2 story fire sprinklered SFR consisting of 2271 sq ft dwelling/ 430 sq ft garage and 94 sq ft covered porch.  2795 sq ft total.,276045.56,2795,QUADRANT HOMES,
"9997 137TH PL NE
KIRKLAND, WA 98033",07/23/2015,10/06/2015,Willow Hill-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05531,RNEW Willow Hill Lot 1- New construction of a 2 story/ fire sprinklered SFR consisting of 2918 sq ft dwelling/ 425 sq ft garage/ and two covered porches front 108 sq ft and back 143 sq ft (251 total) Total area of work 3594 sq ft Plan name 2918-2-mod-inCin,355730.98,3592,RM HOMES LLC,
"17462 NE 123RD WAY
REDMOND, WA 98052",07/16/2015,09/22/2015,Willowmere Park-Lot 23,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05350,New 3 story/ Fire Sprinklered SFR consisting of 3/153 sq ft dwelling space/ 145 sq ft covered rear patio/ 160 sq ft covered front porch/porch/ 501 sq ft of garage. Total 3/959 sq ft.,387860.98,3959,RICK BURNSTEAD CONSTRUCTION LLC,
"12150 164TH CT NE
REDMOND, WA 98052",07/15/2015,08/04/2015,Hedgewood-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05344,RNEW- Hedgewood Lot 4 Plan H241-DG HG03 inCin Left- 2 story- fire sprinklers NSFR consisting of 2541 sq ft dwelling/ 468 sq ft garage / 37 sq ft covered porch and 114 sq ft covered patio.  Area of work 3160 sq ft.,310592.96,3160,QUADRANT HOMES,
"10221 134TH PL NE
KIRKLAND, WA 98033",07/15/2015,11/05/2015,Heathers Ridge-Lot 33,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05347,RNEW Heathers Ridge Lot 33 PLan G222 DH11 inFin Left- 2 story fire sprinklered NSFR- consisting of 2271 sq ft dwelling/ 430 sq ft garage/ and 57 sq ft covered porch total area of work 2758 sq ft.,274195.56,2758,QUADRANT HOMES,
"16952 NE 123RD ST
REDMOND, WA 98052",07/10/2015,12/11/2015,Glenshire Div 3-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05213,RNEW - Glenshire Division 3 - Lot 2 - New Single Family Residence - 3 story - fire sprinklered single family residence. 1st floor=1350/ 2nd floor=1173/ Basement=868 garage=449/ covered entry=40/ covered rear porch=102/ Uncovered Deck = 290. Total = 4/273 SF,415192.36,4272,CENTEX HOMES,
"16972 NE 123RD ST
REDMOND, WA 98052",07/10/2015,08/13/2015,Glenshire Div 3-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05215,RNEW - Glenshire Division 3 - Lot 3 - New Single Family Residence - Plan 3965/Elevation B 2-story w/basement - fire sprinklered residence. 1st floor=1323/ 2nd floor=1693/ basement=949/ garage=400    covered entry=33/ uncovered deck=140. Total = 4/538 SF,465763.4,4538,CENTEX HOMES,
"15905 NE 117TH ST
REDMOND, WA 98052
(47.704721394000046, -122.11515092499997)",07/09/2015,07/15/2015,Greystone-Lot 78,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05204,RNEW - Greystone Lot 78 - New Construction of Single Family Residence/   Permit from Registered Basic#BPLN2013-01554 (our Plan#4059C) Dwelling 3/353 sf/ covered orch 71 sf/  covered patio 137/ and Garage 557 sf. Total area of construction 4/118 sf.,400835.38,4118,GREYSTONE HOMES LLC,17806
"10216 134TH PL NE
KIRKLAND, WA 98033",07/08/2015,09/01/2015,Heathers Ridge-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05168,RNEW - Heathers Ridge Lot 8 - Plan DHE4/Elevation A Right - 2-STORY FIRE-SPRINKLERED SFR. 1/908 SF DWELLING/ 412 SF GARAGE/ 73 SF COVERED PORCH/ AND 124 COVERED PATIO.  2/517 SF TOTAL.,239999.68,2517,QUADRANT HOMES,
"6809 141ST CT NE
REDMOND, WA 98052
(47.66616440300004, -122.15129918699995)",07/06/2015,07/21/2015,Eiseman-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05052,RNEW - Eiseman/Crossvine Lot 5 - Construction of New Single Family Residence/ Registered Plan BPLN.15.00264 Garage Right Elevation B consisting of: 3/136 sf dwelling/ 102 sf covered  covered porch/ 87 sf covered patio/ and 456 sf garage - 3/779 sf total.,378137.36,3779,STEVE BURNSTEAD CONSTRUCTION LLC,17806
"11500 158TH AVE NE
REDMOND, WA 98052",07/06/2015,09/24/2015,Sequoia Glen-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05066,RNEW - Sequoia Glen Lot 19 Wedgewood Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/873 SF dwelling with 351 SF garage and 94 SF covered porch - 2/318 SF total.,228335.18,2318,TOLL BROS INC,
"11493 158TH AVE NE
REDMOND, WA 98052
(47.69450255400005, -122.12910476399998)",07/06/2015,07/28/2015,Sequoia Glen-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05059,RNEW - Sequoia Glen Lot 6 Wedgewood Plan Shingle Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/714 SF dwelling with 351 SF garage and 64 SF covered porch - 2/129 SF total.,209128.94,2129,TOLL BROS INC,17806
"11497 158TH AVE NE
REDMOND, WA 98052
(47.69450255400005, -122.12910476399998)",07/06/2015,07/28/2015,Sequoia Glen-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05062,RNEW - Sequoia Glen Lot 8 Wallingford Plan Shingle Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/692 SF dwelling with 415 SF garage and 58 SF covered porch - 2/165 SF total.,209124.62,2165,TOLL BROS INC,17806
"6807 141ST CT NE
REDMOND, WA 98052
(47.66614828200005, -122.15129918699995)",07/06/2015,07/21/2015,Eiseman-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05049,RNEW - Eiseman/Crossvine Lot 2 - Construction of New Single Family Residence/ Registered Plan BPLN.15.00264 Garage Left Elevation A. Main FF 1524 SF/ Upper FF 1585 SF/ Total Living Space  3/109 SF/ Garage 456 SF/ Front Covered Porch 102 SF/ Rear Covered Porch 87 SF. Total area 3/754 SF.,375230.64,3754,STEVE BURNSTEAD CONSTRUCTION LLC,17806
"11504 158TH AVE NE
REDMOND, WA 98052",07/06/2015,09/24/2015,Sequoia Glen-Lot 17,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05061,RNEW-Sequoia Glen-Lot 17 Wallingford Plan Colonial Elevation - Construction of a fire-sprinklered/ three-story single family residence consisting of 1/648 sq ft dwelling/ 414 sq ft garage and 68 sq ft covered porch. Total area of construction 2/130 sq ft,205571.98,2130,TOLL BROS INC,
"11495 158TH AVE NE
REDMOND, WA 98052
(47.69450255400005, -122.12910476399998)",07/06/2015,07/28/2015,Sequoia Glen-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05060,RNEW - Sequoia Glen Lot 7 Whittier Plan Shingle Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/791 SF dwelling with 281 SF garage/ 71 SF covered deck and 71 SF covered porch - 2/214 SF total.,218600.66,2214,TOLL BROS INC,17806
"11502 158TH AVE NE
REDMOND, WA 98052",07/06/2015,09/24/2015,Sequoia Glen-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05065,RNEW - Sequoia Glen Lot 18 Whittier Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/791 SF dwelling with 281 SF garage/ 75 sf covered deck and 143 SF covered porch - 2/290 SF total.,222400.66,2290,TOLL BROS INC,
"6819 141ST CT NE
REDMOND, WA 98052
(47.66624501100006, -122.15129918699995)",07/02/2015,07/21/2015,Eiseman-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05032,RNEW - Eiseman/Crossvine Lot 4 - Construction of New Single Family Residence/ Registered Plan BPLN.15.00264 Plan CV-2 - Garage Left Elevation B Main FF 1524 SF/ Upper FF 1612 SF/ Total Living Space 3/136 SF/ Garage 456 SF/ Front Covered Porch 100 SF/ Rear Covered Porch 87 SF. Total Area 3/779 SF.,378137.36,3779,STEVE BURNSTEAD CONSTRUCTION LLC,17806
"16942 NE 123RD ST
REDMOND, WA 98052",07/02/2015,08/13/2015,Glenshire Div 3-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-05018,RNEW - Glenshire Division 3 Lot 1 - Elevation 3965 - New Single Family Residence - 3 story - fire sprinklered 1st floor =  1323/ 2nd floor = 1693/  basement = 949 garage =  400/  covered entry = 33/  uncovered deck = 140   total = 4538 SF.,465763.4,4538,CENTEX HOMES,
"10182 134TH PL NE
KIRKLAND, WA 98033",07/01/2015,08/03/2015,Heathers Ridge-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04986,RNEW Heathers Ridge Lot 11- Plan-G222 DH11 Elevation inAin Left- Early model two story fire sprinklered SFR consisiting of 2271 sq ft dwelling/ 430 sq ft garage/ 94 sq ft covered porch.  Total area 2795 sq. ft.,276045.56,2795,QUADRANT HOMES,
"10206 134TH PL NE
KIRKLAND, WA 98033",07/01/2015,08/27/2015,Heathers Ridge-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04982,RNEW Heathers Ridge Lot 9- Plan-G222 DH11 Elevation inBin left- Early model two story fire sprinklered SFR consisting of 2271 sq ft dwelling/ 430 sq ft garage and 57 sq ft covered porch. Total area of work 2758 sq ft.,274195.56,2758,QUADRANT HOMES,
"16957 NE 123RD ST
REDMOND, WA 98052",06/25/2015,08/11/2015,Glenshire Div 3-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04808,RNEW Glenshire Div III Lot 5- Plan 2776 inGin 2 story fire sprinklered  SFR consisting of: 2/783 sq ft dwelling/ 492 sq ft garage/ 50 sq ft rear covered patio and 100 sq ft covered entry- total 3/425 sq ft,338521.68,3425,CENTEX HOMES,
"10251 134TH PL NE
KIRKLAND, WA 98033",06/24/2015,08/06/2015,Heathers Ridge-Lot 35,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04712,RNEW Heathers Ridge Lot 35 early model H241 VHE7 inCin Left- 2 story fire sprinklered SFR- Consisting of 2541 sq ft dwelling/ 468 sq ft garage/ 37 sq ft covered porch.  3046 sq ft total,304892.96,3046,QUADRANT HOMES,
"10192 134TH PL NE
KIRKLAND, WA 98033
(47.69126414700003, -122.16259634599999)",06/22/2015,07/23/2015,Heathers Ridge-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04622,RNEW Heathers Ridge Lot 10 early model G181 DHE4 inCin RNEW SFR 2 story fire sprinklered 1918 sq dwelling/ 412 sq ft garage and 80 sq ft covered porch.  Total sq ft 2410.,235263.28,2410,QUADRANT HOMES,17373
"13416 NE 80TH ST
REDMOND, WA 98052
(47.675335, -122.16063)",06/18/2015,09/21/2015,Wang Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04540,RNEW - Wang Short Plat - Lot 2 - Registered Basic BPLN-2013-01553 Plan 4010A - Garage Right - Construction of new fire-sprinklered SFR consisting of 3/605 SF dwelling/ 81 SF covered porch/ 579 SF garage. Total 4/265 SF.,430341.9,4265,BERKSHIRE HOMES LLC,17806
"6813 141ST CT NE
REDMOND, WA 98052
(47.66619664600006, -122.15129918699995)",06/15/2015,07/10/2015,Eiseman-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-04395,RNEW - Eiseman/Crossvine Lot 6 - Construction of New Single Family Residence Registered Plan BPLN.15.00504 Plan CV1 - Garage Left Elevation B. Main FF 1428 SF/ Upper FF 1672 SF/ Total Living Space  3100 SF/ Garage 606 SF/ Front Covered Porch 216 SF. Total area 3/922 SF.,382013.4,3922,STEVE BURNSTEAD CONSTRUCTION LLC,17806
