"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2016-02101","BLD2016-02101","6131 E SOUTHERN AVE","6131","E","SOUTHERN","AVE",,"6","2016-05-17T00:00:00.000","2016","May",,,,"2016","Finaled"," DEFFERED INSTALLATION OF KITCHEN FIRE SUPPRESSION SYSTEM ","0","COM","0","Com (OTH) -- Non-Structural","ARIZONA FIRE SYSTEMS SPECIALISTS","PO BOX 5401 GLENDALE AZ 85312 ",,"14154561A",,"ARIZONA FIRE SYSTEMS SPECIALISTS",,,"N","33.392165","-111.699054","POINT (-111.699054 33.392165)"
"BLD2016-02387","BLD2016-02387","1415 S FRASER CIR","1415","S","FRASER","CIR",,"4","2016-04-25T00:00:00.000","2016","Apr","2016-10-03T00:00:00.000","2016","Oct","2016","Finaled","ENCLOSE/CONVERT EXISTING ATTACHED 19' X 20' CARPORT INTO GARAGE","1500","RES","0","Res (OTH) -- Garage/Carport",,"   ",,"13914153",,"MATTHEW CLUEVER",,,"N","33.389164","-111.811652","POINT (-111.811652 33.389164)"
"BLD2017-01957","BLD2017-01957","2107 N TROWBRIDGE ","2107","N","TROWBRIDGE",,,"5","2017-03-23T00:00:00.000","2017","Mar","2017-08-17T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #1700 (PLAN 1)  FOR SANCTUARY AT MOUNTAIN BRIDGE. SES= 200A, MX.WATER DL=72 FT., MX. GAS DL=74 FT. MX GAS DEMAND=240 KBTUs, POST TENSION SLAB (SPECIAL INSPECTION) R-30 ATTIC B/I INSULATION, 2X4 FRAME WITH R-13 BATT INSULATION + R-4 FROM 1"" EPS INTEGRAL TO ONE COAT STUCCO SYSTEM (ESR 1607). CONCRETE TILE ROOFING. ENGINEER ON RECORD: MICHAEL WILLIS #35750. GAS/ELECTRIC APPLIANCES.",,"RES","241300.24","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ",,"21932821",,"MBI BUILDERS LLC","1","1","Y","33.453337","-111.637082","POINT (-111.637082 33.453337)"
"PMT17-07447","PMT17-07447","11544 E POSADA AVE MESA","11544","E","POSADA","AVE",,"6","2017-12-28T00:00:00.000","2017","Dec","2018-08-17T00:00:00.000","2018","Aug","2017","C of O Issued","NEWSINGLE STORY, SINGLE FAMILY RESIDENCE Custom home, FRAME BUILT WITH STUCCO FINISH AND CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. THREE CAR EXTENDED GARAGE WITH TWO BEDROOMS. ENTIRE EXTERIOR TO BE SHEATHED. NO GAS, ALL ELECTRIC.","260180.36","RES",,"Single Family (Detached)","FARNSWORTH CONSTRUCTION CO","2351 S SIGNAL BUTTE RD","2018-08-17T00:00:00.000","30416898",,"Arnold Brimhall","0","0","Y","33.358886","-111.584734","POINT (-111.584734 33.358886)"
"BLD2014-01487","BLD2014-01487","111 S GREENFIELD RD","111","S","GREENFIELD","RD","764","2","2016-01-11T00:00:00.000","2016","Jan","2017-01-30T00:00:00.000","2017","Jan","2014","Issued","THIS PROJECT IS PART OF THE RV PROGRAM. RECEIVING A PERMIT DOES NOT MEAN THAT THE PLANS ARE APPROVED AS IS. THE APPROVAL OF THE PLANS WILL BE CONDUCTED IN THE FIELD AT THE TIME OF THE MISCELLANEOUS INSPECTION.
CONSTRUCTION OF A 370 SQ FT ARIZONA ROOM WITH ELECTRIC AND PLUMBING FOR WASHER  AND DRYER WITH A BATHROOM & STORAGE SHED BUILT UNDER AWNING WITH CEILING JOIST ON A RAISED DECK, EXISTING 9'8"" X 19' OPEN DECK AT FRONT OF AZ ROOM. REF BLD2012-05382 FOR PARK MODEL SET WITH A/C IN REAR. MIN (1) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACE PROVIDED BEHIND FRONT SETBACK. MIN SETBACKS FOR THIS INTERIOR LOT ARE: 7' FRONT, 5' REAR, 5' SIDES. APPROVED AS NOTED.
",,"RES","20842.1","Res(MBL) - Park Model Other Addition",,"   ",,"14033772",,"HAROLD NAVID",,,"N","33.409119","-111.728423","POINT (-111.728423 33.409119)"
"PMT17-02864","PMT17-02864","424 W PEPPER PL B MESA","424","W","PEPPER","PL","B","4","2017-09-05T00:00:00.000","2017","Sep","2018-02-21T00:00:00.000","2018","Feb","2017","C of O Issued","CITY OF MESA REHAB PROJECT #691 Complete remodel, replace Sewer Main & Interior sewer, New Plumbing through-out, New AC System and duct work, Complete re-wire & Panel and new roof. All work to be completed per 2006 IRC and 2005 NEC.","50000","RES",,"Renovations/Remodels","J THOMAS BUILDERS INC","PO BOX 31446","2018-02-21T00:00:00.000","13560061B",,"J Thomas Builders",,,"N","33.416589","-111.840804","POINT (-111.840804 33.416589)"
"BLD2016-02418","BLD2016-02418","2130 W PERALTA AVE","2130","W","PERALTA","AVE",,"3","2016-04-28T00:00:00.000","2016","Apr",,,,"2016","Finaled","ADDENDA TO ORIGINAL PERMIT #BLD2016-01889, MOVED LOCATION OF THE POOL",,"RES","0","Res (MSC) -- Swimming Pool","SHASTA INDUSTRIES","3750 W INDIAN SCHOOL RD PHOENIX AZ 85019 ",,"30205291",,,,,"N","33.357697","-111.879615","POINT (-111.879615 33.357697)"
"BLD2016-05777","BLD2016-05777","4736 S RHODIUM LN","4736","S","RHODIUM","LN",,"6","2016-09-13T00:00:00.000","2016","Sep",,,,"2016","Issued","MARACAY HOMES #4562 AT EASTMARK PARCEL 7-20.   TWO STORY RESIDENCE FRAME BUILT WITH STUCCO FINISH.  CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. PLANS INCLUDE FIRE SPRINKLERS. SEE ADDENDUM MST2015-00215 REVISIONS TO ELECTRICAL SHEET E0.0 TO CORRECT THE ONE-LINE DIAGRAM TO BE 200A ILO THE INCORRECTLY SHOWN 400 A.",,"RES","563367.73","Res (SFR) -- Single Family (Detached)","MARACAY CONSTRUCTION","15279 N SCOTTSDALE RD SCOTTSDALE AZ 85254 ",,"30432121",,"MARACAY HOMES","1","1","Y","33.329148","-111.613113","POINT (-111.613113 33.329148)"
"BLD2017-01958","BLD2017-01958","10715 E MONTEREY AVE","10715","E","MONTEREY","AVE",,"6","2017-03-23T00:00:00.000","2017","Mar","2017-07-27T00:00:00.000","2017","Jul","2017","Issued","MASTER PLAN MULBERRY PLAN #4002 FOR A 2279 S.F. ONE STORY RESIDENCE WITH A 3 CAR GARAGE. HOUSE HAS CONCRETE TILE ROOF, STUCCO, WOOD FRAMING AND POST-TENSIONED SLABS. 4 STYLES TO CHOOSE FROM. MINIMUM SETBACKS:  20' TO GARAGE FRONT, 10' TO PORCH FRONT, SIDE SETBACKS ARE 7' AND 5', AND MINIMUM STREET SIDE 10', 20' REAR AND 30' REAR ABUTTING ARTERIAL PER Z14-037. SEE MST2015-00126 FOR JUNIOR SUITE. NO CHANGE IN SQUARE FOOTAGE.",,"RES","319423.17","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ","2017-07-25T00:00:00.000","31202356",,"MBI BUILDERS LLC","1","1","Y","33.369291","-111.603082","POINT (-111.603082 33.369291)"
"PMT17-00195","PMT17-00195","8458 E VISTA CANYON CIR MESA","8458","E","VISTA CANYON","CIR",,"5","2018-01-17T00:00:00.000","2018","Jan","2021-03-30T00:00:00.000","2021","Mar","2017","C of O Issued","New 12,864 SF Residence in Las Sendas with 4 car garage. Basement and two stories. New meters. Deferred Fire Sprinklers.  MAXIMUM DISTURBANCE AREA IS 36,335 S.F. OR 60% OF LOT AREA.  6056 SF OR 10% IS FOR TEMPORARY CONSTRUCTION ACCESS AND REGRADING AND SHALL BE FULLY REVEGETATED TO NATURAL UNDISTURBED DESERT CONDITIONS PER APPROVED LANDSCAPE PLAN.  TOTAL BUILDING ENVELOPE AFTER REVEGETATION IS 30,279 SF OR 50% OF LOT AREA.  NO DISTURBANCE IS ALLOWED ABOVE THE 15% SLOPE LINE.  TEMPORARY PROTECTIVE FENCE IS REQUIRED TO REMAIN IN PLACE PER THE APPROVED SITE PLAN AT ALL TIMES DURING CONSTRUCTION.  ALL AREAS OUT OF THE APPROVED DISTURBANCE AREA SHALL REMAIN UNDISTURBED AT ALL TIMES.  PROPERTY LINE FENCING IS NOT PERMITTED.  A SEPARATE ZONING INSPECTION IS REQUIRED PRIOR TO FINAL BUILDING INSPECTION.  REFERENCE TEMPORARY FENCE PERMIT PMT17-07647","1282198.1","RES",,"Single Family (Detached)","STARWOOD CUSTOM HOMES","2350 E GERMANN RD SUITE 25","2021-03-30T00:00:00.000","21935034",,"Joel Moreno","0","0","Y","33.489969","-111.647004","POINT (-111.647004 33.489969)"
"BLD2014-01538","BLD2014-01538","5461 S ELLSWORTH RD","5461","S","ELLSWORTH","RD",,"6","2017-06-28T00:00:00.000","2017","Jun",,,,"2014","Approved","CONSTRUCT CURB AND GUTTER, SIDEWALK, PAVING, SEWER, WATER, GAS, DRY UTILITIES, GRADING, DRAINAGE, STREET LIGHTS, TRAFFIC SIGNALS, SIGNING & STRIPING AND OTHER PERTINET INFRASTRUCTURE AT THE INTERSECTION OF ELLSWORTH AND PPGN COLLECTOR RD. 1"" LANDSCAPE WATER METER ADDRESS: 5253 S. ELLWORTH RD, LD1. 100A ELECTRIC METER/SERVICE PANEL ADDRESS:  5253 S. ELLSWORTH RD, TP1.",,"COM","0","Com (OTH) -- Public Works/Utilities","OTAGO DEVELOPMENT","1048 N 44TH ST SUITE 207 PHOENIX AZ 85008 ",,"30435004H",,"PPGN ELLSWORTH, LLLP",,,"N","33.315862","-111.629915","POINT (-111.629915 33.315862)"
"BLD2016-02446","BLD2016-02446","7137 E INGLEWOOD ST","7137","E","INGLEWOOD","ST",,"5","2016-04-18T00:00:00.000","2016","Apr","2016-05-05T00:00:00.000","2016","May","2016","Finaled","ELECTRICAL PERMIT TO UPGRADE 100AMP SERVICE FOR 200AMP AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1200","RES","0","Res (OTH) -- Electrical",,"   ",,"21801335",,"COLLEEN HENDRICKS",,,"N","33.448052","-111.676783","POINT (-111.676783 33.448052)"
"BLD2016-04151","BLD2016-04151","1252 E MCLELLAN RD","1252","E","MCLELLAN","RD",,"1","2016-06-27T00:00:00.000","2016","Jun","2016-06-29T00:00:00.000","2016","Jun","2016","Finaled","PANEL REPLACEMENT LIKE FOR LIKE 200AMP SERVICE. NO PLANS REQUIRED. 2005 NEC AND SRP STANDARDS TO BE FOLLOWED. ","1800","RES","0","Res (OTH) -- Electrical","ANDREW'S ELECTRICAL INC","5617 E HILLERY DR SCOTTSDALE AZ 85254 ",,"13627415",,"ANDREW'S ELECTRICAL INC",,,"N","33.444423","-111.803327","POINT (-111.803327 33.444423)"
"PMT17-00226","PMT17-00226","909 E SORENSON ST MESA","909","E","SORENSON","ST",,"1","2017-08-08T00:00:00.000","2017","Aug","2018-06-25T00:00:00.000","2018","Jun","2017","C of O Issued","STRUCTURAL FIRE REPAIR TO A SLAB ON GRADE WITH A PARTIAL BASEMENT RESIDENCE. REMOVE AND REPLACE ALL ROOF FRAMING OVER MAIN HOUSE AND ARIZONA ROOM. REMOVE AND REPLACE A PORTION OF THE BRICK VENEER. REMOVE AND REPLACE A PORTION OF THE SLAB. Framing, Plumbing, Electrical, Mechanical, Insulation, Drywall, CLEANING AND FINISHES.","350000","RES",,"Renovations/Remodels","Titan Restoration","2848 N. Omaha","2018-06-25T00:00:00.000","13609041",,"Titan Restoration",,,"N","33.461629","-111.811123","POINT (-111.811123 33.461629)"
"BLD2016-05841","BLD2016-05841","535 S ALMA SCHOOL RD","535","S","ALMA SCHOOL","RD","14","4","2016-09-07T00:00:00.000","2016","Sep","2016-09-09T00:00:00.000","2016","Sep","2016","Finaled","PLUMBING PERMIT TO REPAIR GASLINE TO EXISTING SFR, TO BE INSTALLED PER 2006 IPC AND CITY OF MESA GAS REQUIREMENTS (OR SW GAS). GAS PRESSURE TEST REQUIRED. NO PLANS REQUIRED.","1800","RES","0","Res (OTH) -- Plumbing","MIKE DUNCAN PLUMBING LLC","822 W 10TH ST MESA AZ 85201 ",,"13412001D",,"MIKE DUNCAN",,,"N","33.404869","-111.856532","POINT (-111.856538 33.404867)"
"BLD2017-01962","BLD2017-01962","10409 E TAHOE AVE","10409","E","TAHOE","AVE",,"6","2017-03-30T00:00:00.000","2017","Mar","2017-09-07T00:00:00.000","2017","Sep","2017","Issued","MASTER PLAN #582 AV HOMES SINGLE STORY 2491 S.F. HOUSE WITH 3 CAR GARAGE. WOOD FRAMED, STUCCO, CONCRETE TILE, POST TENSIONED SLAB AND 3 DIFFERENT PORCH STYLES. TWO DIFFERENT GAS METERS/LOADS OPTIONS. SEE MST2014-00156 FOR  APPLICANT SELECTS FIRE SPRINKLER OPTION MESA FIRE CODE 503.1.1. SEE MST2014-00167  DUE TO FIRE SPRINKLER REQUIREMENT, WATER METER SHALL BE 1"" AND SUPPLY LINE SHALL BE 1 1/4"".MST2016-00093 REVISIONS TO KITCHEN ISLAND, ADDED MULTI SLIDER DOOR AT GREAT RM.,REMOVED WINDOW FROM OWNER'S ROOM.   MST2017-00033 REVISED ONE DIAGRAM GOING TO GROUNDING RODS FOR EARLY POWER (ELECTRICAL).",,"RES","377439.18","Res (SFR) -- Single Family (Detached)","JCH CONSTRUCTION","8601 N SCOTTSDALE RD #220 SCOTTSDALE AZ 85253 ",,"30435927",,"AV HOMES","1","1","Y","33.310183","-111.608965","POINT (-111.608965 33.310183)"
"BLD2017-01967","BLD2017-01967","2924 E PUEBLO AVE","2924","E","PUEBLO","AVE",,"2","2017-03-23T00:00:00.000","2017","Mar",,,,"2017","Issued","CONSTRUCT A 433 SF SWIMMING POOL 49 SF SPA WITH NATURAL GAS HEAT BY SEPERATE PERMIT. ENGINEERING PROVIDED BY: AMMTEC CONSULTANTS PLLC - ALAN E MONEY #30895","34272","RES","0","Res (MSC) -- Swimming Pool","CARIBBEAN POOLS","1035 N MCQUEEN RD, #104 GILBERT AZ 85233 ",,"14040190",,"CARIBBEAN POOLS",,,"N","33.401236","-111.767572","POINT (-111.767572 33.401236)"
"BLD2017-02394","BLD2017-02394","2315 N KACHINA ","2315","N","KACHINA",,,"1","2017-04-03T00:00:00.000","2017","Apr",,,,"2017","Issued","ELECTRICAL PERMIT TO UPGRADE 200 AMP PANEL LIKE FOR LIKE. NEW PANEL SHALL BE INSTALLED PER IRC 2006 AND SRP STANDARDS. NO PLANS REQUIRED.","2000","RES","0","Res (OTH) -- Electrical","NE2AZ LLC","6833 E MENLO ST MESA AZ 85207 ",,"13606095",,"NE2AZ LLC",,,"N","33.457631","-111.788502","POINT (-111.788502 33.457631)"
"BLD2016-02494","BLD2016-02494","550 W JUANITA AVE","550","W","JUANITA","AVE",,"3","2016-05-31T00:00:00.000","2016","May",,,,"2016","Finaled","DEFERRED BLD2016-02328 - WET PIPE OVER HEAD SPRINKLERS SYSTEM ADDED TO A NEW SHELL WAREHOUSE AND CLEAN ROOM ADDIITON OF AN EXISTING BUILDING.  ALL INSPECTIONS TO BE CALLED UNDER MAIN PERMIT BLD2016-02328.",,"COM","0","Com (OTH) -- Deferred Fire Sprinklers","SIMPLEX GRINNELL","4602 S 36TH ST PHOENIX AZ 85040 ",,"13424005U",,"SIMPLEX GRINNELL",,,"N","33.382628","-111.844515","POINT (-111.844515 33.382628)"
"BLD2016-04188","BLD2016-04188","11517 E RENFIELD AVE","11517","E","RENFIELD","AVE",,"6","2016-07-13T00:00:00.000","2016","Jul","2016-07-25T00:00:00.000","2016","Jul","2016","Finaled","CONSTRUCT A 596 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY AMMTEC CONSULTANTS PLLC - ALAN E MONEY #30895","25000","RES","0","Res (MSC) -- Swimming Pool","BLOOMING VISTA  POOLS & SPAS INC","PO BOX 11489 CHANDLER AZ 85249 ",,"30433750",,"BLOOMING VISTA POOLS & SPAS",,,"N","33.337457","-111.585356","POINT (-111.585356 33.337457)"
"PMT17-00283","PMT17-00283","235 W SOUTHERN AVE 31 MESA","235","W","SOUTHERN","AVE","31","4","2017-07-20T00:00:00.000","2017","Jul","2017-08-24T00:00:00.000","2017","Aug","2017","Finaled","(City only reviews setbacks; state inspects and permits the install now)
CITY OF MESA ZONING CLEARANCE PERMIT ONLY FOR INSTALLATION OF 14' X 42' 2017 ABOVE GROUND SET CAVCO MH WITH A/C AT REAR. GAS. (1) 9' X 18' AWNING PER ICC #4244-P. NO OTHER ACCESSORY STRUCTURES AT THIS TIME. MIN (2) 9’ X 18’ UNOBSTRUCTED PAVED PARKING SPACES ARE REQUIRED BEHIND FRONT SETBACK WITH (1) SPACE MUST BE COVERED. 32' X 50' INTERIOR LOT. MIN SETBACKS: 1' FRONT, 3' REAR, 3' SIDES. APPROVED AS NOTED.  SEPARATE PERMIT/APPROVAL IS REQUIRED FROM STATE OFFICE OF MANUFACTURED HOUSING FOR INSTALLATION AND SET UP.","0","RES",,"New Mobile Home","GLEESON MOBILE HOME SERVICE","931 E IMPALA AVE",,"13947024D",,"Valley Wide Enterprise",,,"N","33.391941","-111.836192","POINT (-111.836192 33.391941)"
"BLD2016-05868","BLD2016-05868","2528 E MCKELLIPS RD","2528","E","MCKELLIPS","RD","8","1","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Issued","OTC - ELECTRICAL PERMIT TO REPLACE 100AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1760","RES","0","Res (OTH) -- Electrical","FLATIRON ELECTRIC LLC","PO BOX 3819 APACHE JCT AZ 85117 ",,"14108001E",,"FLATIRON ELECTRIC, INC",,,"N","33.454072","-111.775705","POINT (-111.775705 33.454072)"
"BLD2016-05869","BLD2016-05869","2528 E MCKELLIPS RD","2528","E","MCKELLIPS","RD","14","1","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Issued","OTC - ELECTRICAL PERMIT TO REPLACE 100AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1925","RES","0","Res (OTH) -- Electrical","FLATIRON ELECTRIC LLC","PO BOX 3819 APACHE JCT AZ 85117 ",,"14108001E",,"FLATIRON ELECTRIC, INC",,,"N","33.454072","-111.775705","POINT (-111.775705 33.454072)"
"BLD2016-04220","BLD2016-04220","26 S ASHLAND ","26","S","ASHLAND",,,"4","2016-06-29T00:00:00.000","2016","Jun",,,,"2016","Issued","DEMOLITION AND REMOVAL OF EXISTING COMMERCIAL STRUCTURE, SLAB, FOOTINGS AND SITE CONCRETE.",,"COM","0","Com (MSC) -- Demolition","MARK'S DEMOLITION & EXCAVATING","2425 N CENTER ST MESA AZ 85201 ",,"13828120D",,"CARLOS MEJIA",,,"N",,,
"BLD2016-06060","BLD2016-06060","6807 E BASELINE RD","6807","E","BASELINE","RD","101","6","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Finaled","SUPER EXPEDITE - DEFERRED HOOD SUPPRESSION. REF BLD2015-06176, DEFERRED FEES PAID ON MAIN.",,"COM","0","Com (OTH) -- Deferred Fire Alarms","ARIZONA FIRE SYSTEMS SPECIALISTS","PO BOX 5401 GLENDALE AZ 85312 ",,"30405008D",,"ARIZONA FIRE SYSTEMS SPECIALISTS",,,"N","33.37903","-111.687447","POINT (-111.687447 33.37903)"
"BLD2017-00948","BLD2017-00948","11406 E SHEPPERD AVE","11406","E","SHEPPERD","AVE",,"6","2017-03-01T00:00:00.000","2017","Mar",,,,"2017","Issued","CONSTRUCT A 325 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY: STARLING MADISON LOFQUIST INC JESSE LIGHT #58912","24150","RES","0","Res (MSC) -- Swimming Pool","LAKESIDE POOLS","14175 W INDIAN SCHOOL RD GOODYEAR AZ 85395 ",,"31214547",,"BARBARA STEWART",,,"N","33.334806","-111.587981","POINT (-111.587981 33.334806)"
"BLD2017-02436","BLD2017-02436","10449 E SHEFFIELD DR","10449","E","SHEFFIELD","DR",,"6","2017-04-17T00:00:00.000","2017","Apr","2017-06-01T00:00:00.000","2017","Jun","2017","Finaled","CONSTRUCT A 357 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY: STARLING MADISON LOFQUIST JESSE LIGHT #58912","32742","RES","0","Res (MSC) -- Swimming Pool","LAKESIDE POOLS","14175 W INDIAN SCHOOL RD GOODYEAR AZ 85395 ",,"30494108",,"LAKESIDE POOLS",,,"N","33.329361","-111.608065","POINT (-111.608065 33.329361)"
"PMT17-03131","PMT17-03131","444 N ORANGE MESA","444","N","ORANGE",,,"1","2017-09-27T00:00:00.000","2017","Sep","2018-05-07T00:00:00.000","2018","May","2017","C of O Issued","REMODEL AND ADDITION OF 755 S.F. OF PORCHES AND CARPORT AND 1160 S.F. OF LIVABLE SPACE","255048.15","RES",,"Remodeling With Addition","AB DAVIS BUILDER","1432 E HACKAMORE ST","2018-05-07T00:00:00.000","13525010B",,"daniel allen filbrun",,,"N","33.42355","-111.84314","POINT (-111.84314 33.42355)"
"BLD2016-03172","BLD2016-03172","9454 E IRWIN AVE","9454","E","IRWIN","AVE",,"6","2016-06-02T00:00:00.000","2016","Jun","2016-07-22T00:00:00.000","2016","Jul","2016","Finaled","ADD 10' X 30' ATTACHED PATIO ADDITION TO REAR OF HOME, SHED ROOF, STUCCOED PILLARS","0","RES","16899","Res (OTH) -- Additions",,"   ",,"22080645",,"CHRIS MUTI",,,"N","33.384302","-111.626721","POINT (-111.626721 33.384302)"
"BLD2016-07347","BLD2016-07347","9914 E THEIA DR","9914","E","THEIA","DR",,"6","2016-11-28T00:00:00.000","2016","Nov","2017-05-04T00:00:00.000","2017","May","2016","Finaled","MASTER PLAN # 235.2470 FOR A TWO STORY 2474 S.F RESIDENCE WITH A 2+ CAR GARAGE IN INNIVATION PARK. POST TENSION SLABS AND INSULATION IN THE ATTIC TO BE 5"" THICK WITH INTUMESCENT COATING.",,"RES","318296.09","Res (SFR) -- Single Family (Detached)","MERITAGE HOMES OF AZ","8800 E RAINTREE DR STE 300 SCOTTSDALE AZ 85260 ","2017-05-02T00:00:00.000","31215072",,"MERITAGE HOMES OF AZ","1","1","Y","33.318846","-111.619199","POINT (-111.619199 33.318846)"
"BLD2017-01969","BLD2017-01969","10350 E TAHOE AVE","10350","E","TAHOE","AVE",,"6","2017-03-30T00:00:00.000","2017","Mar","2017-08-28T00:00:00.000","2017","Aug","2017","Issued","AV HOMES MASTER PLAN #581 AT EASTMARK FOR SINGLE STORY RESIDENCE WITH 2 1/2 CAR GARAGE PLANS. HOUSE HAS POST-TENSIONED SLAB, STUCCO, CONCRETE ROOF TILES AND OPTIONAL COVERED PATIOS. FIRE SPRINKLER ADDENDA MST2014-00150.  SEE MST2014-00166  DUE TO FIRE SPRINKLER REQUIREMENT, WATER METER SHALL BE 1"" AND SUPPLY LINE SHALL BE 1 1/4"".  MST2017-00031 REVISED ONE DIAGRAM GOING TO GROUNDING RODS FOR EARLY POWER (ELECTRICAL).",,"RES","329563.47","Res (SFR) -- Single Family (Detached)","JCH CONSTRUCTION","8601 N SCOTTSDALE RD #220 SCOTTSDALE AZ 85253 ",,"30435917",,"AV HOMES","1","1","Y","33.310176","-111.609998","POINT (-111.609998 33.310176)"
"PMT17-00287","PMT17-00287","6553 E BAYWOOD AVE 212 MESA","6553","E","BAYWOOD","AVE","212","2","2017-08-16T00:00:00.000","2017","Aug","2017-11-22T00:00:00.000","2017","Nov","2017","C of C Issued","Commercial Interior Remodel Project. Work includes: minor demolition, new interior partitions, mechanical and electrical. No exterior / structural modifications or medical gas in scope of work. Occupancy Group: B (Medical Office) Construction Type: V-B (Sprinklered) Requesting for Permit by Inspection.  DEFERRED FIRE SPRINKLERS.","130000","COM",,"Tenant Improvement (Interior Only)",,,,"14157069",,"Crystal Luong",,,"N","33.409971","-111.689652","POINT (-111.689652 33.409971)"
"BLD2016-03198","BLD2016-03198","2757 N RAVEN ","2757","N","RAVEN",,,"5","2016-06-07T00:00:00.000","2016","Jun","2016-07-21T00:00:00.000","2016","Jul","2016","Finaled","CONSTRUCT A 319 SF SWIMMING POOL NO SPA/NO HEAT.","16270","RES","0","Res (MSC) -- Swimming Pool","PLATINUM POOLS","625 W SOUTHERN AVE #E193 MESA AZ 85210 ",,"21925720",,"PLATINUM POOLS",,,"N","33.465708","-111.672978","POINT (-111.672978 33.465708)"
"BLD2016-06087","BLD2016-06087","10861 E BASELINE RD","10861","E","BASELINE","RD","110","6","2016-10-10T00:00:00.000","2016","Oct",,,,"2016","Finaled","DEFERRED KITCHEN HOOD FIRE SYSTEM. REF MAIN PERMIT BLD2016-02922",,"COM","0","Com (OTH) -- Deferred Other","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"30401983",,"JOSE CASTANON -METRO FIRE EQUIPMENT",,,"N","33.37849","-111.599843","POINT (-111.599843 33.37849)"
"PMT17-00321","PMT17-00321","201 N CENTER ST MESA","201","N","CENTER","ST",,"4","2017-07-03T00:00:00.000","2017","Jul",,,,"2017","Issued","OTC - CIP: LIKE FOR LIKE INSTALL OF TWO 30 TON HVAC UNITS. ONE INSPECTION TO TEST FIRE SYSTEM/SMOKE DETECTION AFTER INSTALL. OK PER CLYDE.","0","COM",,"Other Commercial","TRANE US INC","850 W SOUTHERN AVE",,"13860001C",,"HEATHER OMTA",,,"N","33.419891","-111.830026","POINT (-111.830026 33.419891)"
"BLD2016-05870","BLD2016-05870","4852 S CYLINDER WAY","4852","S","CYLINDER","WAY",,"6","2016-09-14T00:00:00.000","2016","Sep",,,,"2016","Finaled","CODE MODIFICATION - APPEAL IS HEREBY MADE TO THE BUILDING OFFICIAL FOR A MODIFICATION FROM, OR INTERPRETATION OF SECTION: APPENDIX G SECTION AG105.2(1) THROUGH (9.1) OF THE 2006 IRC WITH MESA AMENDMENTS, WHICH REQUIRES THAT EITHER A FENCE OR POOL COVER BE PROVIDED AS BARRIER WHEN A MOVABLE WINDOW WALL IS PART OF THE EXTERIOR WALL OF A SFR. 
APPROVED WITH STIPULATIONS: INSTALLATION OF A TAMPER PROOF PIN 54"" FROM THE FLOOR AND A DOOR ALARM IN LIEU OF A POOL FENCE OR A POOL COVER. ""HOMEOWNER SHALL NOT CHANGE OR MODIFY THE BARRIER IN ANY WAY WITHOUT APPROVAL OF THE BUILDING OFFICIAL. HOMEOWNERS SHALL INFORM FUTURE OWNER OF THE CONDITIONS OF THIS CODE MODIFICATION.  REF POOL PERMIT BLD2016-04691
",,"RES","0","Res (MSC) -- Swimming Pool","BLUE WAVE POOLS","2602 W BASELINE RD STE 16 MESA AZ 85202 ",,"30450480",,"BLUE WAVE POOLS",,,"N","33.327302","-111.610654","POINT (-111.610654 33.327302)"
"BLD2016-07385","BLD2016-07385","9847 E INVERNESS AVE","9847","E","INVERNESS","AVE",,"6","2016-11-30T00:00:00.000","2016","Nov",,,,"2016","Finaled","ADDENDA TO ORIGINAL PERMIT #BLD2016-06731, MOVED POOL LOCATION.","200","RES","0","Res (MSC) -- Swimming Pool","SHASTA INDUSTRIES","3750 W INDIAN SCHOOL RD PHOENIX AZ 85019 ",,"22080974",,,,,"N","33.385643","-111.618247","POINT (-111.618247 33.385643)"
