"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Lund Family Center","76 Glen Rd","PO Box 4009","Burlington","VT","05406","Children and Families","03440-10011-13","REACH UP","Federal Fund","10.561","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","47613.00","2013-01-01T00:00:00.000","
Burlington, VT 05406
(44.45516712200049, -73.20848616599966)"
"Ledge Haven Farm","145 MT Independence Rd",,"Orwell","VT","05760","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-082","Implement Farm Agronomic Practices on farm","General Fund",,"2012-10-08T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Orwell, VT 05760
(43.792301773000474, -73.28643990999967)"
"Brattleboro Town School District","Early Education Services","130 Birge St","Brattleboro","VT","05301","Health","03420-A13103S","Prevention services","Federal Fund","93.959","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","10614.00","2013-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Brighton Town Treasurer","PO Box 377",,"Island Pond","VT","05846","Housing & Comm Development","07110-2013-HP-13-013","BRIGHTON TOWN HALL/OPERA HOUSE","Other Fund",,"2013-02-25T00:00:00.000","2014-12-31T00:00:00.000","20000.00","2013-01-01T00:00:00.000","
Island Pond, VT 05846
(44.801876835000485, -71.89315741099966)"
"Bennington-Rutland Supervisory Union","6378 VT Rte 7A",,"Sunderland","VT","05250-8427","Education Agency","05100-4614S0061201","EXTENDED EDUCATION PROGRAMMING","Federal Fund","16.541","2011-07-01T00:00:00.000","2011-09-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
Sunderland, VT 05250-8427
(43.1171028490005, -73.11160849999965)"
"Springfield Town Treasurer","96 Main St",,"Springfield","VT","05156","Public Safety","02140-1113-5031","FFY 2013 DUI Enforcement (164) Grant","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Northeast Kingdom Human Services Inc","154 Duchess St","PO Box 724","Newport","VT","05855","Children and Families","03440-20313-13IFBS","INTENSIVE FAMILY BASED SERVICES","Other Fund",,"2013-01-01T00:00:00.000","2013-12-31T00:00:00.000","213062.50","2013-01-01T00:00:00.000","
Newport, VT 05855
(44.93800585800045, -72.19859826299967)"
"Franklin Northwest Supervisory Union","100 Robin Hood Drive Ste 2",,"Swanton","VT","05488","Education Agency","05100-5840S0211301","TO SUPPORT THE EXPENSES OF THE LOCAL STANDARDS BOARD","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","1701.03","2013-01-01T00:00:00.000","
Swanton, VT 05488
(44.921938027000465, -73.12694779299966)"
"Berlin Town Treasurer","108 Shed Rd",,"Berlin","VT","05602","Public Safety","02140-1113-5002","FFY 2013 DUI Enforcement (164)","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","7700.00","2013-01-01T00:00:00.000","
Berlin, VT 05602
(44.263391614000454, -72.58152794299963)"
"Stowe Town Treasurer","PO Box 730",,"Stowe","VT","05672","Public Safety","02140-1113-5033","FFY 2013 DUI Enforcement (164) Grant","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","2000.00","2013-01-01T00:00:00.000","
Stowe, VT 05672
(44.47444591100049, -72.70055936799963)"
"Craftsbury Town Treasurer","PO Box 55",,"Craftsbury","VT","05826","Transportation Agency","08126-GR0173","GR Town of Craftbury Class 2 MUTCD Program","Federal Fund","20.205","2012-03-07T00:00:00.000","2012-04-30T00:00:00.000","9628.47","2012-01-01T00:00:00.000","
Craftsbury, VT 05826
(44.63512856000045, -72.39262882799966)"
"Bristol Town Treasurer","PO Box 249",,"Bristol","VT","05443","AOT Maintenance Headquarters","08131-P01350","TH6 PAVING BRISTOL TOWN                 DISTRICT 5 - MAINTENANCE","Special Fund",,"2011-07-01T00:00:00.000","2013-07-01T00:00:00.000","175000.00","2012-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"Bennington County School & Workforce","111 South Street Ste 203",,"Bennington","VT","05201","Labor","04100-1220NGI08","NextGen Internship","Special Fund",,"2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","8167.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Health Care & Rehab Serv of SE VT Inc","390 River St",,"Springfield","VT","05156","Health","03420-A12125S","Prevention","Federal Fund","93.959","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","24797.00","2012-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Rutland County Women's Network & Shelter","PO Box 313",,"Rutland","VT","05702","Children and Families","03440-44027-13-RCWN","emergency shelter","Federal Fund","14.231","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","22000.00","2013-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Rutland Mental Health Services","78 South Main Street","PO Box 222","Rutland","VT","05702","Health","03420-A13064S","RUTLAND MENTAL HEALTH SERVICES","Federal Fund","93.959","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","70000.00","2013-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Dorset Town School District","% Bennington-Rutland Sup Union","6378 VT Rte 7A","Sunderland","VT","05250-8427","BGS Capital Projects","01181-72-REC-009","RECREATION GRANT - FITNESS TRAIL","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Sunderland, VT 05250-8427
(43.1171028490005, -73.11160849999965)"
"Windham Southeast Supervisory Union","53 Green Street",,"Brattleboro","VT","05301","Education Agency","05100-5555S0481301","TOBACCO USE PREVENTION","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","22384.00","2013-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055","Children and Families","03440-32342-12-PCC","Parent Child Center","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","52344.00","2012-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"The Dodge House","PO Box 12","95 Crescent St","Rutland","VT","05702","Treasurer's Office","01260-2013V7","VT Veterans Fund","Other Fund",,"2012-10-31T00:00:00.000","2013-10-31T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Brouillette Farms","2443 Marvin Rd",,"Richford","VT","05476","Agriculture, Food&Mrkts Agency","02200-ARM-NMP-2013-456","NUTRIENT MANAGEMENT PLAN GRANT PROGRAM","General Fund",,"2013-04-01T00:00:00.000","2013-12-31T00:00:00.000","1000.00","2013-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"Womens' Information Service","38 Bank St",,"Lebanon","NH","03766","Crime Victims' Services Center","02160-12VOCA26","2012 VOCA Victim of Crime Act","Federal Fund","16.575","2012-10-01T00:00:00.000","2013-06-30T00:00:00.000","12269.00","2013-01-01T00:00:00.000","
Lebanon, NH 03766
(43.64311166400046, -72.24819650099965)"
"Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602","Children and Families","03440-10073-13","REACH UP","General Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","40809.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Jones,James J","2547 VT Route 14",,"Craftsbury","VT","05826","Agriculture, Food&Mrkts Agency","02200-ARM-BMP-907-1298","Install Best Management Practices on farm","Other Fund",,"2012-09-10T00:00:00.000","2014-08-31T00:00:00.000","16000.00","2013-01-01T00:00:00.000","
Craftsbury, VT 05826
(44.63512856000045, -72.39262882799966)"
"Chester-Andover Elem U S D #29","% Windsor SW Super Union",,"Chester","VT","05143","AOT Maintenance Headquarters","08131-FE0629","Chester-Andover Union Elem School FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-10-02T00:00:00.000","9083.21","2012-01-01T00:00:00.000","
Chester, VT 05143
(43.27570234300049, -72.61108701399962)"
"Addison Northeast Supervisory Union","72 Munsill Ave Ste 101",,"Bristol","VT","05443","Education Agency","05100-4757S0011201","SCHOOL IMPROVEMENT GRANTS RECOVERY ACT","Federal Fund","84.388","2011-07-12T00:00:00.000","2012-06-30T00:00:00.000","258494.00","2012-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"ST Albans City Treasurer","PO Box 867",,"ST Albans","VT","05478","Children and Families","03440-20388-13 JJDP","STACJC TRUANCY PROJECT","Federal Fund","16.540","2013-01-01T00:00:00.000","2013-12-31T00:00:00.000","50135.00","2013-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Orange North Supervisory Union","111 Brush Hill Rd",,"Williamstown","VT","05679","Education Agency","05100-4226S0291301","IDEA-B BASIC REGULAR GRANT","Federal Fund","84.027","2012-08-06T00:00:00.000","2013-06-30T00:00:00.000","268929.00","2013-01-01T00:00:00.000","
Williamstown, VT 05679
(44.11408419000048, -72.54042853499965)"
"Windsor Southeast Supervisory Union","105 Main St Ste 200",,"Windsor","VT","05089","Education Agency","05100-4255S0521301","TITLE I FOR SCHOOL IMPROVEMENT COACH","Federal Fund","84.010","2012-08-01T00:00:00.000","2013-06-30T00:00:00.000","32000.00","2013-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"U S Committee for Refugees & Immigrants","2231 Crystal Dr Ste 350",,"Arlington","VA","22202-3711","Children and Families","03440-10107-12","reach up case management and employment services.","General Fund",,"2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","17744.00","2012-01-01T00:00:00.000","
Arlington, VA 22202-3711
(38.85389220000047, -77.04938693599968)"
"Association of Student Assistance","PO Box 85",,"Waterbury","VT","05676","Children and Families","03440-20273-13-CFRP","MONTHLY CFRT MEETINGS","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","7000.00","2013-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Readsboro Town Treasurer","Readsboro Community Library","301 Phelps Lane","Readsboro","VT","05350","Libraries","01130_SMITH_FY12- 054","Performer's Grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Readsboro, VT 05350
(42.78838390700048, -72.98295865499966)"
"Springfield Town Treasurer","96 Main St",,"Springfield","VT","05156","Public Safety","02140-70264V-114","FY 10 State Homeland Security Grant Program","Federal Fund","97.067","2012-06-26T00:00:00.000","2012-09-30T00:00:00.000","43313.05","2012-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Tunbridge Town Treasurer","Tunbridge Public Library","RR 1 Box 9","Tunbridge","VT","05077","Libraries","01130_PL_FFY12-00121","FY12 Resource Sharing Grant","Federal Fund","45.310","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","103.00","2012-01-01T00:00:00.000","
Tunbridge, VT 05077
(43.897811541000465, -72.48363931399967)"
"Windham Southwest Supervisory Union","211 Rte 9-W",,"Wilmington","VT","053639500","Education Agency","05100-4226S0491302","IDEA-B PROPORTIONATE SHARE GRANT","Federal Fund","84.027","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","3289.00","2013-01-01T00:00:00.000","
Wilmington, VT 053639500
(42.87423008400049, -72.89275926899967)"
"Winooski City Treasurer","27 W Allen St",,"Winooski","VT","05404","Public Safety","02140-0912-3558","2012 FFY Equipment Incentives","Federal Fund","20.609","2011-12-09T00:00:00.000","2012-09-30T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Winooski, VT 05404
(44.49460673600049, -73.18556626199967)"
"Central Vermont Community Action","195 US Rte 302-Berlin",,"Barre","VT","05641","Human Services Agency","03400-MDO&VDO-FY12-DSD","Provide direct supports individuals & families in need in Barre & Morrisville Districts","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","20000.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Vermont Works for Women Inc","32 Malletts Bay Ave",,"Winooski","VT","05404","Labor","04100-1220NGN05","NextGen-Occupational Skills Training","Special Fund",,"2012-01-31T00:00:00.000","2012-09-30T00:00:00.000","62050.67","2012-01-01T00:00:00.000","
Winooski, VT 05404
(44.49460673600049, -73.18556626199967)"
"Blue Mountain Union School District # 21","% Blue Mountain Sup Union","2420 Rte 302","Wells River","VT","05081","Education Agency","05100-4226U0211201","IDEA-B BASIC REGULAR","Federal Fund","84.027","2011-07-29T00:00:00.000","2012-06-30T00:00:00.000","111427.00","2012-01-01T00:00:00.000","
Wells River, VT 05081
(44.15027374100049, -72.08409867699964)"
"Fairmont Farms Inc","Richard Hall","95 Lyle Young Rd","E Montpelier","VT","05651","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-130","IMPLEMENT FARM AGRONOMIC PRACTICES ON FARM","General Fund",,"2012-10-01T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
E Montpelier, VT 05651
(44.265381626000476, -72.49480597799965)"
"Community Health Center of Burlington","617 Riverside Ave Ste 200",,"Burlington","VT","05401","Health","03420-6049S","STI treatment and infection rates","Federal Fund","93.977","2012-12-31T00:00:00.000","2013-12-30T00:00:00.000","14000.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Vanderwey,Raymond","Nea-Tocht Farm","22 Botsford Rd","Ferrisburg","VT","05456","Agriculture, Food&Mrkts Agency","02200-ARM-NMP-2013-467","NUTRIENT MANAGEMENT PLAN GRANT PROGRAM","General Fund",,"2013-04-01T00:00:00.000","2013-12-31T00:00:00.000","1000.00","2013-01-01T00:00:00.000","
Ferrisburg, VT 05456
(44.20904428500046, -73.24854711699965)"
"Washington Central Supervisory Union","1130 Gallison Hill Rd",,"Montpelier","VT","05602","Education Agency","05100-4651S0321301","TITLE II, PART A, TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","172996.98","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Umbrella Inc","1222 Main St Ste 301",,"ST Johnsbury","VT","05819","Children and Families","03440-44044-13-UMBRLA","Emergency Shelter","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","15061.00","2013-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Central Vermont Reg Planning Commission","29 Main St Ste 4",,"Montpelier","VT","05602","Transportation Agency","08122-GR0156","STP SPR-1 (49) CENTRAL VT REGION PLAN","Federal Fund","20.205","2011-10-01T00:00:00.000","2013-02-14T00:00:00.000","188896.80","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Rochester Town School District","% Windsor Northwest Sup Union","PO Box 395","Bethel","VT","05032-0395","AOT Maintenance Headquarters","08131-FE0723","FEMA 4022 Disaster Rochester School","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-11-20T00:00:00.000","1066.64","2012-01-01T00:00:00.000","
Bethel, VT 05032-0395
(43.8332422900005, -72.63455732499966)"
"Addison Northwest Supervisory Union","48 Green St Ste 1",,"Vergennes","VT","05491","Education Agency","05100-3485S0021301","FUND THE ADDISON-RUTLAND CONSORTIUM, AN EDUCATIONAL SERVICE AGENCY","Special Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","22000.00","2013-01-01T00:00:00.000","
Vergennes, VT 05491
(44.12722348700049, -73.29035910499965)"
"Addison Northwest Supervisory Union","48 Green St Ste 1",,"Vergennes","VT","05491","Education Agency","05100-4758S0021201","IDEA-B PRESCHOOL ARRA","Federal Fund","84.392","2011-07-01T00:00:00.000","2011-09-30T00:00:00.000","1676.40","2012-01-01T00:00:00.000","
Vergennes, VT 05491
(44.12722348700049, -73.29035910499965)"
"Bennington-Rutland Supervisory Union","6378 VT Rte 7A",,"Sunderland","VT","05250-8427","Education Agency","05100-4611S0061301","TITLE IV B 21ST CENTURY COMMUNITY LEARNING CENTERS","Federal Fund","84.287","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","50000.00","2013-01-01T00:00:00.000","
Sunderland, VT 05250-8427
(43.1171028490005, -73.11160849999965)"
"Food Works Two Rivers Center","64 Main St",,"Montpelier","VT","05601","Labor","04100-125233319","WIA Summer Employment Opportunity","Federal Fund","17.259","2012-04-01T00:00:00.000","2012-09-30T00:00:00.000","2988.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Porter Hospital, Inc","Porter Practice Management","104 Porter Dr","Middlebury","VT","05753","Vermont Health Access","03410-6115-12","Blueprint for Health - Addison County Health Service Area","GC Fund","93.778","2011-10-01T00:00:00.000","2014-05-30T00:00:00.000","254800.00","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Bellows Free Academy Union #48","% Franklin Ctrl Supervisory Union","28 Catherine St","ST Albans","VT","05478","Education Agency","05100-4320U0481301","PROGRAM INNOVATION WITH PERKINS RESERVE FUNDS FOR NORTHWEST TECHNICAL CENTER","Federal Fund","84.048","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","47500.00","2013-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Brandon Town Treasurer","49 Center St",,"Brandon","VT","05733","Public Safety","02140-34000MC-004","HMGP DR-4022","Federal Fund","97.039","2013-01-18T00:00:00.000","2015-11-13T00:00:00.000","1000.00","2013-01-01T00:00:00.000","
Brandon, VT 05733
(43.810720250000486, -73.09339565999966)"
