"fiscal_year","eff_date","job_code","title","union_code","setid","grade","biweekly_min","biweekly_max","extended_range","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20"
"FY18-19","2018-07-01T00:00:00.000","5203","Assistant Engineer","021","COMMN","5203P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5203","Assistant Engineer","021","SFMTA","5203P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5207","Associate Engineer","021","COMMN","5207P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5207","Associate Engineer","021","SFMTA","5207P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5209","Industrial Engineer","021","COMMN","5209P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5209","Industrial Engineer","021","SFMTA","5209P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5211","Engineer/Architect/Landscape Architect Senior","021","COMMN","5211P","5575","6776",,"69.6875","73.1875","76.8375","80.6625","84.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5211","Engineer/Architect/Landscape Architect Senior","021","SFMTA","5211P","5575","6776",,"69.6875","73.1875","76.8375","80.6625","84.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5212","Engineer/Architect Principal","021","COMMN","5212P","6470","8458","6","80.8750","84.9250","89.1875","93.6375","98.3125","100.7125","103.2500","105.7250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5212","Engineer/Architect Principal","021","SFMTA","5212P","6470","8458","6","80.8750","84.9250","89.1875","93.6375","98.3125","100.7125","103.2500","105.7250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5214","Building Plans Engineer","021","COMMN","5214P","5310","6453",,"66.3750","69.6875","73.1875","76.8375","80.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5214","Building Plans Engineer","021","SFMTA","5214P","5310","6453",,"66.3750","69.6875","73.1875","76.8375","80.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5215","Fire Protection Engineer","021","COMMN","5215P","4934","5997",,"61.6750","64.7375","67.9750","71.3750","74.9625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5215","Fire Protection Engineer","021","SFMTA","5215P","4934","5997",,"61.6750","64.7375","67.9750","71.3750","74.9625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5216","Chief Surveyor","021","COMMN","5216P","4496","5465",,"56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5216","Chief Surveyor","021","SFMTA","5216P","4496","5465",,"56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5218","Structural Engineer","021","COMMN","5218P","5310","6453",,"66.3750","69.6875","73.1875","76.8375","80.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5218","Structural Engineer","021","SFMTA","5218P","5310","6453",,"66.3750","69.6875","73.1875","76.8375","80.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5219","Senior Structural Engineer","021","COMMN","5219P","6147","7471",,"76.8375","80.6625","84.7000","88.9375","93.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5219","Senior Structural Engineer","021","SFMTA","5219P","6147","7471",,"76.8375","80.6625","84.7000","88.9375","93.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5241","Engineer","021","COMMN","5241P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5241","Engineer","021","SFMTA","5241P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5260","Architectural/Landscape Architectural Assistant I","021","COMMN","5260P","2828","3438",,"35.3500","37.1375","38.9875","40.9375","42.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5260","Architectural/Landscape Architectural Assistant I","021","SFMTA","5260P","2828","3438",,"35.3500","37.1375","38.9875","40.9375","42.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5261","Architectural/Landscape Architectural Assistant II","021","COMMN","5261P","3119","3791",,"38.9875","40.9375","42.9750","45.1250","47.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5261","Architectural/Landscape Architectural Assistant II","021","SFMTA","5261P","3119","3791",,"38.9875","40.9375","42.9750","45.1250","47.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5262","Landscape Architectural Associate 1","021","COMMN","5262P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5262","Landscape Architectural Associate 1","021","SFMTA","5262P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5264","Airport Noise Abatement Specialist","790","COMMN","5264P","2912","3540",,"36.4000","38.2125","40.1500","42.1375","44.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5265","Architectural Associate  I","021","COMMN","5265P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5265","Architectural Associate  I","021","SFMTA","5265P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5266","Architectural Associate II","021","COMMN","5266P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5266","Architectural Associate II","021","SFMTA","5266P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5268","Architect","021","SFMTA","5268P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5271","Senior Airport Noise Abatement Specialist","790","COMMN","5271P","3171","3854",,"39.6375","41.6125","43.7000","45.8875","48.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5272","Landscape Architectural Associate II","021","COMMN","5272P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5272","Landscape Architectural Associate II","021","SFMTA","5272P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5274","Landscape Architect","021","COMMN","5274P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5274","Landscape Architect","021","SFMTA","5274P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5275","Planner Technician","021","COMMN","5275P","2275","2766",,"28.4375","29.8750","31.3625","32.9250","34.5750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5276","City Planning Intern","021","COMMN","5276P","2162","2629",,"27.0250","28.3750","29.7875","31.3000","32.8625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5277","Planner I","021","COMMN","5277P","2616","3180",,"32.7000","34.3375","36.0625","37.8625","39.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5277","Planner I","021","SFMTA","5277P","2616","3180",,"32.7000","34.3375","36.0625","37.8625","39.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5278","Planner II","021","COMMN","5278P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5278","Planner II","021","SFMTA","5278P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5283","Planner V","021","COMMN","5283P","5310","6940","6","66.3750","69.6875","73.1875","76.8375","80.6625","82.6375","84.7000","86.7500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5283","Planner V","021","SFMTA","5283P","5310","6940","6","66.3750","69.6875","73.1875","76.8375","80.6625","82.6375","84.7000","86.7500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5288","Transportation Planner II","021","COMMN","5288P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5288","Transportation Planner II","021","SFMTA","5288P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5289","Transportation Planner III","021","COMMN","5289P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5289","Transportation Planner III","021","SFMTA","5289P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5290","Transportation Planner IV","021","COMMN","5290P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5290","Transportation Planner IV","021","SFMTA","5290P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5291","Planner III","021","COMMN","5291P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5291","Planner III","021","SFMTA","5291P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5293","Planner IV","021","COMMN","5293P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5293","Planner IV","021","SFMTA","5293P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5298","Planner III-Environmental Review","021","COMMN","5298P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5298","Planner III-Environmental Review","021","SFMTA","5298P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5299","Planner IV-Environmental Review","021","COMMN","5299P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5299","Planner IV-Environmental Review","021","SFMTA","5299P","4475","5438",,"55.9375","58.7250","61.6750","64.7375","67.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5301","Manager, Traffic Painting Program","021","COMMN","5301P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5301","Manager, Traffic Painting Program","021","SFMTA","5301P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5302","Traffic Survey Technician","021","COMMN","5302P","2629","3195",,"32.8625","34.5000","36.2250","38.0375","39.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5302","Traffic Survey Technician","021","SFMTA","5302P","2629","3195",,"32.8625","34.5000","36.2250","38.0375","39.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5303","Supervisor, Traffic And Street Signs","021","COMMN","5303P","3455","4198",,"43.1875","45.3375","47.6000","49.9750","52.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5303","Supervisor, Traffic And Street Signs","021","SFMTA","5303P","3455","4198",,"43.1875","45.3375","47.6000","49.9750","52.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5304","Materials Testing Aide","021","COMMN","5304P","2468","2999",,"30.8500","32.3750","34.0000","35.7125","37.4875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5304","Materials Testing Aide","021","SFMTA","5304P","2468","2999",,"30.8500","32.3750","34.0000","35.7125","37.4875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5305","Materials Testing Technician","021","COMMN","5305P","2642","3212",,"33.0250","34.6625","36.4000","38.2125","40.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5305","Materials Testing Technician","021","SFMTA","5305P","2642","3212",,"33.0250","34.6625","36.4000","38.2125","40.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5306","Traffic Sign Manager","021","SFMTA","5306P","4086","5346","6","51.0750","53.6250","56.3000","59.1250","62.0750","63.6375","65.1750","66.8250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5310","Survey Assistant I","021","COMMN","5310P","2681","3259",,"33.5125","35.2000","36.9500","38.8000","40.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5310","Survey Assistant I","021","SFMTA","5310P","2681","3259",,"33.5125","35.2000","36.9500","38.8000","40.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5312","Survey Assistant II","021","COMMN","5312P","3014","3664",,"37.6750","39.5500","41.5375","43.6250","45.8000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5312","Survey Assistant II","021","SFMTA","5312P","3014","3664",,"37.6750","39.5500","41.5375","43.6250","45.8000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5314","Survey Associate","021","COMMN","5314P","3472","4220",,"43.4000","45.5625","47.8375","50.2375","52.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5314","Survey Associate","021","SFMTA","5314P","3472","4220",,"43.4000","45.5625","47.8375","50.2375","52.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","7205","Chief Stationary Engineer","039","COMMN","7205P","4662","4662",,"58.2750",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5320","Illustrator And Art Designer","021","COMMN","5320P","2956","3594",,"36.9500","38.8000","40.7375","42.7875","44.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5320","Illustrator And Art Designer","021","SFMTA","5320P","2956","3594",,"36.9500","38.8000","40.7375","42.7875","44.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5322","Graphic Artist","790","COMMN","5322P","2275","2766",,"28.4375","29.8750","31.3625","32.9250","34.5750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5322","Graphic Artist","790","SFMTA","5322P","2275","2766",,"28.4375","29.8750","31.3625","32.9250","34.5750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5330","Graphics Supervisor","021","COMMN","5330P","3104","3774",,"38.8000","40.7375","42.7875","44.9250","47.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5330","Graphics Supervisor","021","SFMTA","5330P","3104","3774",,"38.8000","40.7375","42.7875","44.9250","47.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5362","Engineering Assistant","021","COMMN","5362P","2667","3242",,"33.3375","35.0125","36.7625","38.5875","40.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5362","Engineering Assistant","021","SFMTA","5362P","2667","3242",,"33.3375","35.0125","36.7625","38.5875","40.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5364","Engineering Associate I","021","COMMN","5364P","2956","3594",,"36.9500","38.8000","40.7375","42.7875","44.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5364","Engineering Associate I","021","SFMTA","5364P","2956","3594",,"36.9500","38.8000","40.7375","42.7875","44.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5366","Engineering Associate II","021","COMMN","5366P","3423","4160",,"42.7875","44.9250","47.1750","49.5125","52.0000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5366","Engineering Associate II","021","SFMTA","5366P","3423","4160",,"42.7875","44.9250","47.1750","49.5125","52.0000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5380","Student Design Trainee I, Arch., Engr., & Planning","021","COMMN","5380P","2269","2269",,"28.3625",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5380","Student Design Trainee I, Arch., Engr., & Planning","021","SFMTA","5380P","2269","2269",,"28.3625",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5381","Student Design Trainee II, Arch, Engr, & Planning","021","COMMN","5381P","2437","2437",,"30.4625",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5381","Student Design Trainee II, Arch, Engr, & Planning","021","SFMTA","5381P","2437","2437",,"30.4625",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5382","Student Design Trainee III, Arch, Engr, & Planning","021","COMMN","5382P","2553","2553",,"31.9125",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5382","Student Design Trainee III, Arch, Engr, & Planning","021","SFMTA","5382P","2553","2553",,"31.9125",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5408","Coordinator of Citizen Involvement","021","COMMN","5408P","3989","4848",,"49.8625","52.3500","54.9625","57.7125","60.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5408","Coordinator of Citizen Involvement","021","SFMTA","5408P","3989","4848",,"49.8625","52.3500","54.9625","57.7125","60.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5502","Project Manager I","021","COMMN","5502P","5424","5840","2","67.8000","69.4875","71.2125","73.0000",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5502","Project Manager I","021","SFMTA","5502P","5424","5840","2","67.8000","69.4875","71.2125","73.0000",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5504","Project Manager II","021","COMMN","5504P","6276","6757","2","78.4500","80.4375","82.4125","84.4625",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5504","Project Manager II","021","SFMTA","5504P","6276","6757","2","78.4500","80.4375","82.4125","84.4625",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5506","Project Manager III","021","COMMN","5506P","7619","8206","2","95.2375","97.6125","100.0625","102.5750",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5506","Project Manager III","021","SFMTA","5506P","7619","8206","2","95.2375","97.6125","100.0625","102.5750",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5508","Project Manager IV","021","COMMN","5508P","8498","9153","2","106.2250","108.8500","111.6000","114.4125",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5508","Project Manager IV","021","SFMTA","5508P","8498","9153","2","106.2250","108.8500","111.6000","114.4125",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5601","Utility Analyst","021","COMMN","5601P","2460","3818",,"30.7500","32.2625","33.8750","35.5500","37.3375","39.2000","41.2125","43.2625","45.4250","47.7250",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5602","Utility Specialist","021","COMMN","5602P","3714","5490",,"46.4250","48.7375","51.1750","53.7625","56.4250","59.2750","62.2375","65.3125","68.6250",,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5620","Regulatory Specialist","021","COMMN","5620P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5620","Regulatory Specialist","021","SFMTA","5620P","3774","4587",,"47.1750","49.5125","52.0000","54.6000","57.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5638","Environmental Assistant","021","COMMN","5638P","2578","3133",,"32.2250","33.8375","35.5250","37.3000","39.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5640","Environmental Specialist","021","COMMN","5640P","3133","3808",,"39.1625","41.1250","43.1875","45.3375","47.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5642","Senior Environmental Specialist","021","COMMN","5642P","3645","4430",,"45.5625","47.8375","50.2375","52.7500","55.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5644","Principal Environmental Specialist","021","COMMN","5644P","4160","5056",,"52.0000","54.6000","57.3375","60.1875","63.2000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6108","Environmental Health Technician I","790","COMMN","6108P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6108","Environmental Health Technician I","790","SFMTA","6108P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6110","Environmental Health Technician II","790","COMMN","6110P","2920","3549",,"36.5000","38.3250","40.2500","42.2625","44.3625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6110","Environmental Health Technician II","790","SFMTA","6110P","2920","3549",,"36.5000","38.3250","40.2500","42.2625","44.3625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6115","Wastewater Control Inspector","021","COMMN","6115P","3423","4160",,"42.7875","44.9250","47.1750","49.5125","52.0000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6115","Wastewater Control Inspector","021","SFMTA","6115P","3423","4160",,"42.7875","44.9250","47.1750","49.5125","52.0000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6116","Supervising Wastewater Control Inspector","021","COMMN","6116P","4136","5027",,"51.7000","54.3000","57.0125","59.8500","62.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6116","Supervising Wastewater Control Inspector","021","SFMTA","6116P","4136","5027",,"51.7000","54.3000","57.0125","59.8500","62.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6120","Environmental Health Inspector","251","COMMN","6120P","3839","4665",,"47.9875","50.3750","52.9000","55.5375","58.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6120","Environmental Health Inspector","251","SFMTA","6120P","3839","4665",,"47.9875","50.3750","52.9000","55.5375","58.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6122","Senior Environmental Health Inspector","251","COMMN","6122P","4109","4994",,"51.3625","53.9375","56.6250","59.4750","62.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6122","Senior Environmental Health Inspector","251","SFMTA","6122P","4109","4994",,"51.3625","53.9375","56.6250","59.4750","62.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6124","Principal Environmental Health Inspector","251","COMMN","6124P","4418","5370",,"55.2250","57.9750","60.8875","63.9375","67.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6124","Principal Environmental Health Inspector","251","SFMTA","6124P","4418","5370",,"55.2250","57.9750","60.8875","63.9375","67.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6130","Safety Analyst","021","COMMN","6130P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6130","Safety Analyst","021","SFMTA","6130P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6137","Assistant Industrial Hygienist","021","COMMN","6137P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6137","Assistant Industrial Hygienist","021","SFMTA","6137P","3180","3865",,"39.7500","41.7250","43.8125","46.0125","48.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6138","Industrial Hygienist","021","COMMN","6138P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6138","Industrial Hygienist","021","SFMTA","6138P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6139","Senior Industrial Hygienist","021","COMMN","6139P","4653","6082","6","58.1625","61.0500","64.1125","67.3125","70.6875","72.4125","74.2250","76.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6139","Senior Industrial Hygienist","021","SFMTA","6139P","4653","6082","6","58.1625","61.0500","64.1125","67.3125","70.6875","72.4125","74.2250","76.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6220","Inspector of Weights And Measures","790","COMMN","6220P","2396","2912",,"29.9500","31.4375","33.0250","34.6625","36.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6220","Inspector of Weights And Measures","790","SFMTA","6220P","2396","2912",,"29.9500","31.4375","33.0250","34.6625","36.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6222","Deputy Sealer of Weights and Measures","021","COMMN","6222P","3171","3854",,"39.6375","41.6125","43.7000","45.8875","48.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6229","Street Inspector Trainee","021","COMMN","6229P","2244","2763",,"28.0500","30.2125","32.3750","34.5375",,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6230","Street Inspector","021","COMMN","6230P","2842","3455",,"35.5250","37.3000","39.1625","41.1250","43.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6230","Street Inspector","021","SFMTA","6230P","2842","3455",,"35.5250","37.3000","39.1625","41.1250","43.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6231","Senior Street Inspector","021","COMMN","6231P","3290","3998",,"41.1250","43.1875","45.3375","47.6000","49.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","6231","Senior Street Inspector","021","SFMTA","6231P","3290","3998",,"41.1250","43.1875","45.3375","47.6000","49.9750",,,,,,,,,,,,,,,
