"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.143193","-96.136552","3492 HICKORY AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670702003012","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.220352","-96.295958","2961A ELMWOOD AVE","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670703002040","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.172824","-84.849968","1711 TURKEY CREEK RD","WINDSOR","KY","42565","2019-01-01T00:00:00.000","2019","210459505001036","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.79895600","-84.27833300","13801 HWY 10 N","PENDLETON COUNTY","KY","41006","2019-02-22T00:00:00.000","2019","211919301002040","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.101682","-86.248809","1499 NOAH BLEDSOE RD","SMITHS GROVE","KY","42171","2019-01-01T00:00:00.000","2019","210619204002041","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.739867","-88.069674","N5512 S STEPHEN CT","PLYMOUTH","WI","53073","2016-10-14T00:00:00.000","2016","551170104002086","76735","1",,,"10 Mbps/1 Mbps",,,,"30983712"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.586468","-83.170588","485 SPRING BRANCH CIR","TOCCOA","GA","30577","2019-01-01T00:00:00.000","2019","132579702003019","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.181636","-96.433933","3227A CHESTNUT AVE","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670704001068","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.689190","-96.120930","170 COUNTY ROAD 511","FAIRFIELD","TX","75840","2019-01-01T00:00:00.000","2019","481610001001276","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8475124","-84.7628545","335 SOUTHFORK RD","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","46.137809","-67.839895","138 NORTH ST","HOULTON","ME","04730","2019-01-01T00:00:00.000","2019","230039525001090","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.740198","-95.868007","3330 BRAMPTON ISLAND DR","KATY","TX","77494","2016-12-01T00:00:00.000","2016","481576732002067","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.817846","-71.408321","273 NORTH SANDWICH RD","SANDWICH","NH","03227","2016-12-31T00:00:00.000","2016","330039556003130","13131","1",,,"10 Mbps/1 Mbps",,,,"4376604"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.167425","-89.631172","220 OLD QUARRY TR","LITCHFIELD","IL","62056","2016-12-01T00:00:00.000","2016","171359576003009","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7311614","-84.8685757","3775 HWY 455","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601013061","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.818220","-84.125104","198 CRYSTAL CREEK RD","BLAIRSVILLE","GA","30512","2019-01-01T00:00:00.000","2019","132910002042034","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","150084","CONSOLIDATED COMMUNICATIONS INC","TACONIC TEL CORP","42.340567","-73.632854","1947 ROUTE 22","GHENT","NY","12184","2019-01-01T00:00:00.000","2019","360210007001023","8807","1","80","2019-12-31T00:00:00.000","1 Gbps/500 Mbps",,,,"2505012"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","39.121660","-91.044580","523 DOGWOOD WAY","SILEX","MO","63377","2019-01-01T00:00:00.000","2019","291138102023092","27509","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"14187912"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.861036","-84.080377","88 WILDWATER LN","BLAIRSVILLE","GA","30512","2019-11-15T00:00:00.000","2019","132910002042005","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.843164","-83.883386","487 KEL HORN RD","BLAIRSVILLE","GA","30512","2019-01-01T00:00:00.000","2019","132910002031018","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","290580","FRONTIER COMMUNICATIONS CORPORATION","CTZENS-FRNTR-VOL ST","36.130024","-85.341483","9380 MONTEREY HWY","MONTEREY","TN","38574","2019-09-17T00:00:00.000","2019","471410013001046","6458","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2126604"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.323593","-71.890431","446 FOSTER HILL RD","LITTLETON","NH","03561","2015-01-01T00:00:00.000","2015","330099601005043","13131","1",,,"10 Mbps/1 Mbps",,,,"3546398"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","33.801951","-83.694946","283 BAKER ST","MONROE","GA","30655","2019-01-01T00:00:00.000","2019","132971103003001","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.890794","-82.595488","483 SE DOWNING DR","HIGH SPRINGS","FL","32643","2019-01-01T00:00:00.000","2019","120231109041030","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.5509390000","-84.5304480000","2265 TURNER RD","GRANT COUNTY","KY","41097","2019-10-25T00:00:00.000","2019","210819204001010","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.273373","-79.276576","3 LAKEVIEW DR","STRATTANVILLE","PA","16258","2019-11-15T00:00:00.000","2019","420311601021025","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.632560","-81.315610","128 LOWER BOTTOM","RHODELL","WV","25915","2015-12-31T00:00:00.000","2015","540810009002006","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.75581900","-84.75358000","11815 NAPOLEON ZION STATION RD","GRANT COUNTY","KY","41035","2019-02-15T00:00:00.000","2019","210819201002021","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"ACAM","401692","ARKANSAS TELEPHONE COMPANY, INC.","ARKANSAS TEL CO","35.617949","-92.203842","731 WATERSEDGE DR","EDGEMONT","AR","72044","2014-07-23T00:00:00.000","2014","050234802011099","4596","1",,,"10 Mbps/1 Mbps",,,,"0"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.610682","-85.285938","2280 COWHERD LN","LEBANON","KY","40033","2019-11-15T00:00:00.000","2019","211559702004000","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","40.743265","-78.626161","306 PUNKIN RIDGE RD","LA JOSE","PA","15753","2019-01-01T00:00:00.000","2019","420333319002124","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.641475","-77.529721","7769 WETMORE RD","WAYLAND","NY","14572","2015-12-31T00:00:00.000","2015","360510311004026","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","37.851916","-89.486035","1020 CAMPGROUND RD","AVA","IL","62907","2017-10-30T00:00:00.000","2017","170770101002119","56001","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"31017504"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7159767","-84.8529054","1100 HERITAGE DR","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","39.598772","-84.721785","9804 EATON OXFORD RD","CAMDEN","OH","45311","2015-12-31T00:00:00.000","2015","391354601003085","66592","1",,,"10 Mbps/1 Mbps",,,,"21210699"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.783013","-75.897896","23610 COUNTY ROUTE 189","LORRAINE","NY","13659","2015-12-31T00:00:00.000","2015","360450625002021","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.215078","-96.320869","2360A 300TH ST","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670703002040","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7807124","-84.7291385","7890 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.735618","-82.961721","524 WILL SMITH RD","BROXTON","GA","31519","2019-11-15T00:00:00.000","2019","130690101001058","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","42.143411","-84.756048","27774 NORTH DRIVE SOUTH","HOMER","MI","49245","2019-06-13T00:00:00.000","2019","260250031002014","68512","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.467863","-83.758373","123 AUTUMN RIDGE RD","FLEMINGSBURG","KY","41041","2019-11-15T00:00:00.000","2019","210699202002010","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.972697","-83.719597","1776 UPPER BELL CREEK RD","HIAWASSEE","GA","30546","2019-01-01T00:00:00.000","2019","132819603003000","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8478306","-84.7662225","557 SOUTHFORK RD","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","39.764487","-79.993783","835 BALD HILL CHURCH RD","DILLINER","PA","15327","2019-11-15T00:00:00.000","2019","420599708003011","34807","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"13001364"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","37.113900","-88.551403","1167 MOUNT STERLING RD","BROOKPORT","IL","62910","2015-12-31T00:00:00.000","2015","171279703003022","56001","1",,,"10 Mbps/1 Mbps",,,,"27125766"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.011890","-96.328835","2310 440TH ST","IRETON","IA","51027","2019-12-31T00:00:00.000","2019","191670703001049","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8411498","-84.7605123","190 NICHOLAS RIDGE","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021012","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.398763","-95.465462","821 FM 2663","CROCKETT","TX","75835","2019-01-01T00:00:00.000","2019","482259505002006","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","38.950227","-88.848046","1466 N 2175 ST","FARINA","IL","62838","2019-12-31T00:00:00.000","2019","170519511001036","56001","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"31017504"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","37.506895","-89.441568","225 RENDLEMAN AVE","WOLF LAKE","IL","62998","2015-12-31T00:00:00.000","2015","171819502002079","56001","1",,,"10 Mbps/1 Mbps",,,,"27125766"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.123976","-88.374460","740 BUFORD RD","SMITHLAND","KY","42081","2019-01-01T00:00:00.000","2019","211390402002053","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"ACAM","300597","HORIZON TELCOM","THE CHILLICOTHE TEL","39.315371","-83.243746","8788 LOWER TWIN RD","BOURNEVILLE","OH","45617","2017-01-31T00:00:00.000","2017","391419557002078","3063","1",,,"4 Mbps/1 Mbps",,,,"6199080.48"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.985311","-82.781577","1914 256TH ST","O BRIEN","FL","32071","2019-01-01T00:00:00.000","2019","121219706001151","17891","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"5236620"
"CAF II","305150","AT&T INC.","OHIO BELL TEL CO","40.561033","-80.699211","429 DRY RUN","IRONDALE","OH","43932","2019-12-31T00:00:00.000","2019","390810110001012","37603","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14802504"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.152989","-84.731180","6387 HIGHWAY 1676","SCIENCE HILL","KY","42553","2019-01-01T00:00:00.000","2019","211999303004000","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","30.220994","-95.430262","9945 KINGFISHER DR","CONROE","TX","77385","2016-12-01T00:00:00.000","2016","483396921002002","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.324334","-92.291032","639 HIGHWAY 25","GUY","AR","72061","2019-01-01T00:00:00.000","2019","050450302002026","32312","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","38.108815","-85.789404","9811 PENILE CT","LOUISVILLE","KY","40272","2016-12-31T00:00:00.000","2016","211110120033009","84333","1",,,"10 Mbps/1 Mbps",,,,"30962544"
"CAF II","225192","AT&T INC.","SOUTHERN BELL-GA","33.688232","-84.003277","1544 CALLAWAY LOOP","CONYERS","GA","30012","2016-12-31T00:00:00.000","2016","132470603091015","67402","1",,,"10 Mbps/1 Mbps",,,,"25345200"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","40.628449","-79.381466","1068 CRAIG RUN RD","AVONMORE","PA","15618","2019-01-01T00:00:00.000","2019","420059517001051","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","36.263020","-119.153847","26106 ROAD 188","EXETER","CA","93221","2019-11-22T00:00:00.000","2019","061070014004014","90224","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38074824"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","33.911538","-83.803693","200 MITCHELL RD","MONROE","GA","30656","2019-01-01T00:00:00.000","2019","132971101003007","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","39.630089","-87.706912","10790 N 1350TH ST","PARIS","IL","61944","2016-05-06T00:00:00.000","2016","170450703001133","56001","1",,,"10 Mbps/1 Mbps",,,,"31017504"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7212261","-84.8556116","416 BOONE TRLS","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.011764","-72.864837","6592 VT ROUTE 100","WARDSBORO","VT","05355","2019-01-01T00:00:00.000","2019","500259675001038","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8456988","-84.7603314","45 JENNA DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.678070","-72.163566","9275 VT ROUTE 122","SHEFFIELD","VT","05866","2019-01-01T00:00:00.000","2019","500059570003014","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","40.972875","-85.439622","681 E 1000 N","ROANOKE","IN","46783","2015-12-31T00:00:00.000","2015","180699613001051","59894","1",,,"10 Mbps/1 Mbps",,,,"17896970"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7650898000","-84.9752517000","380 HWY 184","GALLATIN COUNTY","KY","41045","2019-11-15T00:00:00.000","2019","210779601012083","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.040011","-83.129676","25 MAGNOLIA TRL","LAKELAND","GA","31635","2019-01-01T00:00:00.000","2019","131739502004004","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","150084","CONSOLIDATED COMMUNICATIONS INC","TACONIC TEL CORP","42.109018","-79.555954","2435 WAITS CORNERS RD","SHERMAN","NY","14767","2019-01-01T00:00:00.000","2019","360130367002004","8807","1","80","2019-12-31T00:00:00.000","1 Gbps/500 Mbps",,,,"2505012"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.365834","-81.227900","2103 ROCK RD","ROCK","WV","24747","2019-11-05T00:00:00.000","2019","540550016001091","89190","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38068332"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.73764230","-84.85307980","65 SAYERSVILLE RD","GALLATIN COUNTY","KY","41086","2019-03-01T00:00:00.000","2019","210779601013062","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.473198","-93.354377","5449 N HIGHWAY 13","BRIGHTON","MO","65617","2019-11-15T00:00:00.000","2019","291679604002068","27509","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14187912"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.807232","-74.000720","2012 STATE ROUTE 28N","OLMSTEDVILLE","NY","12857","2019-05-10T00:00:00.000","2019","360319614001032","45610","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17406372"
"CAF II","230476","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NC","35.211242","-80.322187","8512 ROCKY RIVER RD","OAKBORO","NC","28129","2019-01-01T00:00:00.000","2019","371679309003043","6988","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1952076"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","33.850916","-83.634931","1476 PALMER DR","MONROE","GA","30656","2019-01-01T00:00:00.000","2019","132971102001016","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","421472","CONSOLIDATED COMMUNICATIONS INC","FAIRPOINT COMMUNICATIONS MISSOURI, INC.","38.728235","-94.589543","22001 S STATE ROUTE D","CASS COUNTY","MO","64734","2019-01-01T00:00:00.000","2019","290370610011052","3503","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1689792"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7133649","-84.8434267","120 CHEROKEE LN","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","33.691680","-92.654320","1370 OUACHITA ROAD 83","BEARDEN","AR","71720","2019-11-15T00:00:00.000","2019","051039501003100","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
