"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Benton Elementary School","75727","School","Neosho School District R 5","137295","School District",,"Active",,,,"1120 Carl Sweeney Parkway",,"Neosho","Newton","MO","64850","2579","1120 Carl Sweeney Parkway",,"Neosho","Newton","MO","64850","2579","417-451-8610",,,"Ginger King",,"36.857939","-94.352299","Rural",,"No","No","No","No","No","A number for each school in the district",,"478",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"478","0","0","342","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","karla@crwconsulting.com","2022-08-25T17:13:00.000"
"Forestdale School","4007","School","Networkmaine","16055092","Consortium",,"Active",,,,"27 Perkins Valley Road",,"Bryant Pond","Oxford","ME","04219",,"27 Perkins Valley Road",,"Bryant Pond","Oxford","ME","04219",,"207-674-2934",,,,,"44.362057","-70.552679","Rural",,"Yes","No","No","No","No",,,"23",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"23","0","0","23","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jasmine.artis@usac.org","2021-12-07T09:13:00.000"
"Rio Grande Preparatory Institute","99485","School","Las Cruces Public Schools","143313","School District",,"Active",,,,"Highway 28","2355 Avenida De Mesilla","Mesilla","Dona Ana","NM","88046",,"505 S Main St Ste 249",,"Las Cruces","Dona Ana","NM","88001","1243","505-527-6058",,,"Matthew Dawkins",,"31.982084","-106.651337","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"181",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"181","0","0","173","Yes","0.5952",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","cwolf@e-ratecentral.com","2021-01-13T21:25:00.000"
"Transportation/Fleet Maintenance","16031340","Non-Instructional Facility (Nif)","Cobb County School District","127276","School District",,"Active",,,,"620 South Cobb Drive",,"Marietta","Cobb","GA","30060",,"620 South Cobb Drive",,"Marietta","Cobb","GA","30060",,"678-594-8000",,,"Sinneshia Byrdsong",,"33.935669","-84.529551",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","EPC System","2022-08-25T12:38:00.000"
"Mount St Charles Academy","3013","School","R.I. Department Of Elementary & Secondary","120839","Consortium","0013190285","Active","443025975","2019-10-09T11:27:00.000","Approved","800 Logee St",,"Woonsocket","Providence","RI","02895","5599","800 Logee St",,"Woonsocket","Providence","RI","02895","5599","401-769-0310","marinoj@mtstcharles.org",,"Jessie Butash","Jessie Butash","41.99599","-71.501729","Urban",,"Yes","No","No","No","No",,,"552",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"552","0","0","44","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","jeff.yuille@usac.org","2022-01-31T12:34:00.000"
"Iraan-Sheffield School Dist","142068","School District","Edlink 18 Telecommunications Consortium","17019123","Consortium","0011941077","Active","443006905","2019-11-28T02:00:00.000","Approved","100 S Farr St","Po Box 486","Iraan","Pecos","TX","79744","0486","Po Box 486","Po Box 486","Iraan","Pecos","TX","79744","0486","432-639-2512",,,"Melissa Graham","Melissa Graham","30.908771","-101.89917",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","divya.advani@usac.org","2022-01-31T16:24:00.000"
"Hope Elementary School","17026002","School","Conroe Indep School District","141237","School District",,"Active",,,,"14755 Granger Pines Way",,"Conroe","Montgomery County","TX","77302",,"14755 Granger Pines Way",,"Conroe","Montgomery County","TX","77302",,"936-709-7751",,,"Bobby Lawrence",,"30.231029","-95.370168","Urban",,"No","No","No","No","No","A number for each school in the district",,"485",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"485","0","0","390","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,"2021-12-07T11:54:00.000"
"Round Mountain Middle School","17018361","School","Nye County School District","143398","School District",,"Active",,,,"61 Hadley Circle",,"Round Mountain","Nye","NV","89045",,"Po Box 1151",,"Round Mountain","Nye","NV","89045","1151","702-377-2236",,,"Raymond Ritchie",,"38.69783590000001","-117.1564335","Rural",,"No","No","No","No","No","A number for each school in the district",,"67",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","NV-12-12313","12","32","360","611",,"67","0","0","63","Yes","0.5787",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","clenhardt@erateelite.com","2020-11-19T12:35:00.000"
"Helen S. Dunn School","4246","School","Networkmaine","16055092","Consortium","0020667085","Active",,,,"129 Military Rd",,"Greenbush","Penobscot","ME","04418","3137","129 Military Rd",,"Greenbush","Penobscot","ME","04418","3137","207-826-2000",,,,,"45.113579","-68.616285","Rural","Rural","Yes","No","No","No","No",,,"147",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"147","0","0","113","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jasmine.artis@usac.org","2021-12-07T09:21:00.000"
"Richmond Community High","25106","School","Richmond Public Schools","126510","School District",,"Active",,,,"201 E Brookland Park Blvd",,"Richmond","Richmond City","VA","23222","2722","201 E Brookland Park Blvd",,"Richmond","Richmond City","VA","23222","2722","804-285-1015",,,"Monique Yates",,"37.568379","-77.430251","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"227",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"227","0","0","227","Yes","1",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","amajewski@e-ratecentral.com","2021-12-07T13:36:00.000"
"Safford Unified School District 1","143050","School District","Gila Institute For Technology","17014124","Consortium","0012074472","Active",,,,"734 W 11th St",,"Safford","Graham","AZ","85546","2967","734 W 11th St",,"Safford","Graham","AZ","85546","2967","928-348-7012","slindsey@saffordusd.com","www.saffordusd.com","Susan Lindsey","Susan Lindsey","32.827974","-109.71406",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,"4218",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","jeff.yuille@usac.org","2022-01-31T16:48:00.000"
"Grand Rapids Child Discovery Center","226528","School","Micta","16024867","Consortium","0020685004","Active","443010991","2019-09-06T15:46:00.000","Approved","409 Lafayette Ave Se",,"Grand Rapids","Kent","MI","49503",,"409 Lafayette Ave Se",,"Grand Rapids","Kent","MI","49503",,"616-459-0330",,,"Lisa Heyne","Lisa Heyne","42.9552741","-85.6622472","Urban",,"Yes","No","No","No","No",,,"103",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","41010","41010",,,,,"103","0","0","102","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T10:48:00.000"
"Sherman Isd Administration","17019213","Non-Instructional Facility (Nif)","Sherman Indep School District","140482","School District",,"Active",,,,"2701 Loy Lake Road",,"Sherman","Grayson","TX","75090",,"2701 Loy Lake Road",,"Sherman","Grayson","TX","75090",,"903-891-6400","jfolmar@shermanisd.net",,"Susan Whitenack",,"33.666642","-96.604598",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2021-08-20T17:55:00.000"
"Association Of Charter School Education Services (Aces)","17026201","Consortium",,,,"0030130603","Active",,,,"Po Box 3146",,"Albuquerque","Bernalillo County","NM","87190",,"Po Box 3146",,"Albuquerque","Bernalillo County","NM","87190",,"575-308-1844","ed@nmaces.org",,"Christy Takacs","Christy Takacs","35.084248","-106.649241",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","aaron.richardson@usac.org","2020-11-19T11:58:00.000"
"Colbert High School","85130","School","Colbert Indep School Dist 4","140304","School District",,"Active",,,,"630 Collins Street",,"Colbert","Bryan","OK","74733",,"Po Box 310",,"Colbert","Bryan County","OK","74733","0310","580-296-2590","dobbsj@colbertisd.org",,"Sam Poteet",,"33.85939","-96.5048","Rural",,"No","No","No","No","No","A number for each school in the district",,"212",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","07I004","715",,,,,"212","0","0","147","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","sritairat@colbertisd.org","2021-08-20T18:02:00.000"
"Celina Intermediate","201677","School","Celina City School District","130113","School District",,"Active",,,,"227 Portland St",,"Celina","Mercer","OH","45822","2035","227 Portland St",,"Celina","Mercer","OH","45822","2035","419-586-8300",,,"Clinton Hirschfeld",,"40.547112","-84.586014","Rural","Rural","No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","125823","043729",,,,,"398","0","0","183","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T12:03:00.000"
"Nwiesc Administration Office","16083270","Non-Instructional Facility (Nif)","M S D Of Boone Township","130305","School District",,"Active",,,,"48 W 900 N",,"Chesterton","Porter","IN","46304","9357","48 W 900 N",,"Chesterton","Porter","IN","46304","9357","219-926-5555",,,"Julia Trulley",,"41.564278","-87.07566",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","EPC System","2022-08-25T11:18:00.000"
"Tulsa City- County Library- Central Library","16061486","Library","Tulsa City-County Library Sys","140118","Library System",,"Active",,,,"400 Civic Center",,"Tulsa","Tulsa","OK","74103",,"400 Civic Center",,"Tulsa","Tulsa","OK","74103",,"918-549-7323","msendze@tulsalibrary.org",,"Rebekah Cowan",,"36.149542","-95.997915","Urban",,"No","No","No","No","No",,,,"TULSA INDEP SCHOOL DISTRICT 1","140123","No","No","No","No","No","No","No","No",,,"11","141993","No","No","No","Yes","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Commitment Batch Update 2018","2021-08-20T17:53:00.000"
"Avenue Branch Library","106093","Library","Ventura Co Library","143804","Library System",,"Active",,,,"606 N Ventura Ave",,"Ventura","Ventura","CA","93001","1750","606 N Ventura Ave",,"Ventura","Ventura","CA","93001","1750","805-643-6393",,,"Amanda Armitage",,"34.28862","-119.298229","Urban",,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,"2600","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","james.french@gdit.com","2021-01-14T20:03:00.000"
"Stratton Elementary School","4601","School","Networkmaine","16055092","Consortium","0012917464","Active","443000592","2016-06-21T17:02:00.000","Approved","65 School Street",,"Stratton","Franklin","ME","04982",,"Po Box 10",,"Stratton","Franklin","ME","04982","0010","207-246-2283","pstevens@strattonschool.org",,"Paula Stevens","Paula Stevens","45.1434529","-70.4337859","Rural",,"Yes","No","No","No","No",,,"83",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1731","3229",,,,,"83","0","0","19","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","pstevens@strattonschool.org","2021-12-07T09:50:00.000"
"Blue Hill Consolidated School","4326","School","Union School District 093","121603","School District",,"Active",,,,"60 High Street",,"Blue Hill","Hancock","ME","04614",,"60 High Street",,"Blue Hill","Hancock","ME","04614",,"207-374-2202","pgallagher@bhcs.org","www.bhcs.org","Richard Avery","Matt Jurick","44.41399","-68.59085","Rural",,"No","No","No","No","No","A number for each school in the district",,"255",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"255","0","0","86","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","tech@schoolunion93.org","2021-12-07T08:51:00.000"
"Fortis Academy","226323","School","Harris County  Department Of Education","141219","School District","0012686309","Active",,,,"11902 Spears Rd",,"Houston","Harris","TX","77067","1510","11902 Spears Rd",,"Houston","Harris","TX","77067","1510","281-588-1100",,,"Lowell Ballard",,"29.957158","-95.435503","Urban",,"No","No","No","No","No","A number for each school in the district",,"20",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"20","0","0","4","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","phollingsworth@esc12.net","2021-01-13T23:51:00.000"
"University Hills Elem School","99489","School","Las Cruces Public Schools","143313","School District",,"Active",,,,"2005 S Locust St",,"Las Cruces","Dona Ana","NM","88001",,"505 S Main St Ste 249",,"Las Cruces","Dona Ana","NM","88001","1243","505-527-9649",,,"Matthew Dawkins",,"32.2914807","-106.7495759","Urban",,"No","No","No","No","No","A number for each school in the district",,"383",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"383","0","0","383","Yes","0.6625",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","EPC System","2021-01-13T21:29:00.000"
"Duchesne County Library System","16058459","Library System","Utah Education And Telehealth Network","150246","Consortium","0001598317","Active",,,,"130 S. Center Street",,"Duchsene","Duchesne","UT","84021",,"130 S. Center Street",,"Duchsene","Duchesne","UT","84021",,"438-738-2800","mauchleyd@duchesne.utah.gov","http://www.duchesne.utah.gov/your-government-2/county-departments/library/","Daniel Mauchley","Daniel Mauchley","40.161974","-110.401172",,,"No","No","No","No","No",,,,,,"No","Yes","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","annisha.jones@usac.org","2021-02-11T13:14:00.000"
"Vivian E. Hussey Primary School","3755","School","School Admin District 60","121331","School District",,"Active",,,,"20 Blackberry Hill Rd",,"Berwick","York","ME","03901",,"Po Box 1156",,"Berwick","York","ME","03901","1156","207-698-4465",,,"Chris Russo",,"43.263416","-70.840385","Rural",,"No","No","No","No","No","A number for each school in the district",,"374",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"374","0","0","109","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","chris@msad60.org","2021-12-07T08:42:00.000"
"Nettleton School District","128584","School District","Mississippi Department Of Education","128642","Consortium","0012315941","Active","443016828","2016-10-21T12:40:00.000","Approved","P.O. Box 409, 179 Mullen Avenue",,"Nettleton","Lee","MS","38858",,"P.O. Box 409, 179 Mullen Avenue",,"Nettleton","Lee","MS","38858","0409","662-963-1517","ebeard@nettleton.k12.ms.us","www.nettletonschools.com","Elsie Beard","Elsie Beard","34.082735","-88.619595",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","4111001","28","28","03090",,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","derrick.harrison@usac.org","2021-01-14T19:25:00.000"
